atom_numbers,value
N1,10.563511932787865
H2,1.9266626756038043
H3,1.9312194069327036
C4,9.629102078530716
H5,2.0730435236517595
C6,9.606268961195957
H7,2.0547379872241573
H8,2.0733023471321306
C9,9.452163398732766
C10,9.526822477921693
H11,2.0596002566614438
C12,9.515729677271587
H13,2.0774898190185374
C14,9.517395251821371
H15,2.0769233623432326
C16,9.509467954643686
H17,2.077681714196289
C18,9.51619786127423
H19,2.0787689873799313
C20,9.727156392240918
O21,10.943566453756247
N22,10.385529573445703
H23,1.8889812368316976
C24,9.602818256289309
H25,2.026749863060549
C26,9.564054543795141
H27,2.0730694434994534
C28,9.709515649437646
H29,2.0842828323550684
H30,2.084378060173755
H31,2.0865382954840714
C32,9.719291766940856
H33,2.0875593565779313
H34,2.086435019651105
H35,2.0800888977609064
C36,9.771069521701556
O37,10.926443513534075
O38,10.933099513011399
H39,1.7609992891145265
