 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,H23,H23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,H29,H29,H30,H30,H31,H31,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,H33,H33,H34,H34,H35,H35,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,H39,H39
1N1S,N1,0.0,0.023417899466709136,0.001195107091049863,0.0003044868826915792,0.0006304905051326415,4.958344006711357e-05,0.0017542621008965753,0.0007377366290006737,0.0018050535264722,1.8076072710718205e-05,2.880216943942915e-05,4.557011559248869e-05,1.5049509970624375e-05,7.116571007861894e-05,0.007835775738517459,0.001369704633060076,0.007801438990651333,0.0012797647007256607,0.001143552051104224,0.002095012345337599,0.0003615880886180811,0.0025995556491342775,0.006477508807029908,0.0005991755589478398,1.331770868251425e-06,0.00026496197420611267,0.0005918890504719165,0.0002418312256925459,3.748277757342766e-07,1.8622985914484858e-07,0.00019985393793675588,0.0005770433610589876,0.000225076900855381,1.5554541591633608e-05,3.8334834876807555e-05,0.00019041159410027042,1.2026387983032905e-05,5.830469067547028e-07,0.00029021108572191423,1.165987965956461e-06,7.176543203057939e-05,1.0151661793411648e-06,0.00021966935283224132,2.9323688499754974e-06,5.394204498049282e-06,3.9602853617176637e-05,7.460507540582584e-05,2.8203555554884296e-06,0.0001413091151802881,0.00011045434882928085,5.21518009599653e-06,3.0536657424917735e-08,1.1692019169146084e-05,4.2309520118299915e-05,4.145368416619277e-05,1.3256034455011445e-05,5.815411703147255e-05,1.157335520507452e-05,8.32457228194805e-06,3.5487841043568835e-06,3.7203747556002753e-06,1.6473959832674634e-06,8.393152940711079e-07,1.4515261351211173e-07,6.024887571509652e-06,1.9326136524444593e-09,9.859310678705935e-07,4.83547086194136e-06,7.342513186348043e-07,3.774167705694609e-06,6.661804764940271e-06,4.6050846469469775e-08,1.9447881687284507e-06,1.3217075878202422e-08,3.958997034425593e-06,5.465152127237527e-07,7.252863756801453e-08,2.522006067151583e-06,8.35694689310662e-07,9.589031335077713e-07,1.6778963849439776e-06,2.4564537293159106e-08,2.5488148258645538e-09,1.4028370538543555e-06,1.4453652399382122e-06,1.871757260296647e-06,1.4317248944184513e-06,2.444739011231434e-07,1.0708401343428875e-07,2.5386886104428186e-07,2.2923790556905743e-06,5.004250639428776e-07,3.4713278801445924e-07,3.218371718016755e-07,7.649409120569217e-07,2.1145014368617598e-07,4.055338509445505e-09,2.669492458862166e-06,3.351187047584414e-07,1.854919350341433e-06,6.104798697670333e-07,1.4484804089498482e-06,9.790720489899485e-07,1.5626800520252004e-07,1.0116311210950357e-07,1.2975859187136507e-07,1.332598065229007e-07,4.468027741677538e-07,2.0062749045424155e-08,2.2619833783821264e-09,1.1214961642691534e-07,1.6610465185251666e-07,5.07627927914811e-07,3.019360661493664e-07,1.5070836459352144e-07,1.477252009607355e-08,3.6287874149998345e-07,3.208275245469849e-08,2.1927020910084138e-07,1.7571917254599612e-09,9.208181084296996e-08,1.6806452252104975e-07,4.935288075991195e-07,2.805643745107389e-09,3.79718093079795e-08,7.115110001176816e-08,1.414639584640387e-07,6.089042967061253e-08,1.3268577325753483e-07,8.673791396240915e-08,3.802259812557551e-09,1.0583568310629232e-07,1.8829179615487135e-07,1.3665772218285355e-06,1.636683943928574e-08,6.444402766980772e-08,2.73668222083856e-07,6.841951576408434e-07,3.6293877681004005e-08,5.282321940969226e-09,9.287427438220419e-09,3.9983331590054405e-08,3.302917853109655e-08,1.1472683109081672e-08,1.793686155160401e-08,4.097344463716013e-09,7.655922618365896e-07,4.275796892772021e-06,3.7855122236862826e-07,2.662424037902511e-06,1.2266596495891235e-05,3.692607483540833e-05,2.332928215631469e-05,7.900602101007514e-05,0.00011137061328281295,1.0172185521684085e-05,3.9543961229959734e-06,8.100996278570527e-06,2.991146101638531e-07,7.077616587108926e-06,1.6154639452953257e-06,5.601168309610216e-06,5.210649177467275e-05,2.1314622587143006e-05,2.4294037751060316e-05,3.212319299450428e-12,4.994044304762468e-07,2.5680929327531743e-06,3.696751212256544e-06,1.3599374976136502e-07,9.901078901197735e-09,8.776888105188618e-10,1.3947831990768211e-07,7.024941516969863e-07,2.1345087625190828e-07,3.839882860345867e-06,4.210128278892e-06,1.4027501626934225e-07,6.373732349906902e-06,2.1377795444976755e-06,2.040389124324804e-08,2.593852133081498e-08,4.537458115905224e-07,1.6079504513988319e-07,3.842372253703985e-11,2.2867969590167903e-07,3.6191226071569105e-08,6.279195799430148e-08,8.525472547926682e-07,1.2072040072030887e-06,2.1451035392416884e-11,2.30951367807819e-07,7.39681194072972e-08,2.03451898217466e-07,7.39769798308032e-07,6.274000694528326e-07,5.70351173845296e-07,4.696267332793269e-07,1.860774619943939e-06,3.8203928798274944e-08,1.0287760388028033e-07,4.8608096991920036e-09,2.755533579090752e-08,3.163057593624785e-09,2.434041901366868e-08,1.1543231419608446e-06,1.4779119317243072e-09,5.33106003786088e-10,1.684123729361886e-09,1.1358065821198693e-08,3.5014433574787063e-09,3.0810681339588086e-08,2.7643520361664287e-08,6.219318371414317e-08,5.304645611658998e-12,1.6668556812593494e-09,1.9714274379634134e-09,4.889974425381638e-09,9.408420376111337e-09,5.43519673712467e-11,7.319389538906762e-11,2.1793962523553034e-08,3.9117456496207126e-10,3.789281999289074e-09,2.0952182211431136e-09,2.1924762005909315e-09,5.444147133104593e-09,8.559376096783922e-09,1.7259014217785307e-09,1.9467862877320385e-08,5.580189643694666e-10,2.2827606471764739e-10,3.681317889414615e-10,2.1729304466866495e-10,7.697908976922463e-11,4.4517312058900416e-10,1.060376897399351e-09,1.9091972447426997e-10,2.722473135818859e-09,9.05242103499404e-10,2.7081075160140244e-09,3.661391412279613e-09,1.682223083054879e-09,1.1506982700026924e-08,5.381224355005543e-10,3.6742262565780948e-09,8.719967414805296e-09,8.804688089725232e-10,1.827559437117543e-09,3.47869955064084e-10,7.51798623355171e-12,4.296707434292557e-11,2.5323701469126547e-11,1.8520157629708933e-10,3.0844952980668694e-10,1.0483645063175118e-09,1.044175856890206e-09,3.5177328605584535e-08,3.5498981532100515e-10,1.9341155343965966e-09,3.0990190413859864e-09,5.421164850361038e-09,4.077249465828103e-08,3.61821841377008e-08,1.735304255845449e-08,9.586794691429645e-08,1.9256809702383748e-08,1.485568282832972e-07,1.2998418341680917e-08,1.3834544621005307e-08,8.375481763689407e-08,4.166356037949015e-09,6.6568878742678805e-09,7.717358418979359e-09,8.268401546773774e-09,2.4093449457751603e-11,6.307107336400719e-10,1.2589156384024136e-09,3.6208047671237864e-09,1.0051450560766284e-08,7.361214304779651e-09,4.034017564435999e-11,1.7947892283487477e-08,8.931158479441592e-09,1.9874222267901587e-09,5.835552027710911e-09,3.227360045876537e-11,4.699990396872522e-13,2.47983023005105e-11,1.4658711744441888e-10,1.7733549351195421e-09,4.269574693793743e-09,2.058570203189447e-08,1.157628659598231e-09,8.831712472456843e-09,3.4723373065759233e-09,7.991023398545849e-10,7.015978908953002e-10,2.025575707165217e-09,4.898680350251539e-10,2.6219942050875744e-09,1.2100229290767928e-09,4.914399998057206e-10,4.861081537299583e-10,5.316818985079408e-09,9.97036242456062e-09
2N1S,N1,0.0,0.0,0.02636915777570481,0.005255226677617131,0.010056213938732128,0.2636955241269576,0.03758850511162448,0.011454986303566006,0.024057109944938482,0.0014490131239148774,0.0009715274778665517,0.0017889500138053016,0.0001930778706917824,0.0011818183887550848,0.10381375013121508,0.1580829472917702,0.102413105340458,0.15524954683422365,0.0033906774860756883,0.00537795044808087,0.004965885394870639,0.027171623410773726,0.06394275878268507,0.040824786869577245,0.0055976193416387154,0.07354006121577106,0.16463446350438282,0.01443887446076908,8.262033265316049e-06,1.7765571840966388e-05,0.011799939947765736,0.03246617861091039,0.0069561855517816795,7.421382633765461e-05,0.00024006328635706176,0.0027753841255302447,0.00039748358107960513,0.00037684152130834647,0.009779396134510066,9.293220756090292e-05,0.0008491822699681073,0.0005339214261255165,0.000602451764919909,7.666362616287614e-06,0.0002429762676514624,0.0006024046731829547,0.0008360795934538867,0.00020035501169513026,0.003595746396168664,0.00027010850226982797,4.2345045371483536e-05,6.80607236320796e-05,7.701737511611739e-05,0.0009878363559052694,0.001418698531148621,0.000332311219525927,0.0019604897036327174,0.0004328155424855318,0.0005829991540902135,6.330779001917364e-06,1.707136939366194e-05,8.791249974149373e-05,4.8573968023823966e-05,2.096177984300951e-05,0.00021134156876034815,1.972225767588043e-06,6.855182330678389e-06,0.00012857719837677806,1.0516674902039114e-05,0.00010091684822421954,0.0002692888778765834,6.358857326027589e-06,4.009675933724921e-05,4.288442618349819e-06,5.335064768496878e-05,2.2160798411663407e-05,2.849261315107654e-06,0.00016197312469756753,2.8097125131631984e-05,4.400818423011543e-05,4.230756728240692e-05,5.164769363297239e-07,1.1966168522725695e-07,1.0622031826112988e-05,1.1736683023233496e-05,7.745519827206948e-05,2.522046661024291e-05,1.2690964220407608e-05,1.4652755088828684e-05,1.87012028778355e-05,1.62037860436115e-05,3.389645764140248e-05,1.9148829861981298e-05,3.9274583001569496e-05,3.778084855077246e-05,1.7027485117449004e-05,3.3225607367626253e-06,5.256003622244876e-05,1.5814459819463167e-06,5.21362336312059e-05,1.8228764207428583e-05,6.140448179925428e-05,4.119055538120975e-05,4.8722815262358665e-06,1.123975612582484e-06,1.2631587392064603e-05,7.157383650202576e-07,2.6453235825840693e-05,2.732231212387859e-07,2.2696406976052685e-09,7.62970640022509e-06,6.580798556976575e-06,2.1093880295364187e-05,1.3638651435332605e-05,2.652004562619936e-07,5.165402173101796e-06,1.2522194385411467e-05,7.145479763437379e-10,9.379245771601319e-06,8.252956638088449e-07,1.2950705299275e-06,2.5381839949822904e-06,1.046508509849886e-05,6.465881248196581e-07,3.173127869571246e-06,3.0398911563533915e-06,7.815612227402013e-06,4.082726399179393e-06,3.5668470381722273e-06,2.1897226414324678e-06,4.970278721927457e-08,2.8789289920894134e-06,5.5561361289591105e-06,4.292427596963577e-05,1.2177352060049884e-07,2.8361686275069076e-06,8.576302155560711e-06,2.7793700728029336e-05,1.5080050053128957e-07,8.693952868732424e-08,9.72206044558277e-07,3.5520915495634853e-06,1.9517714331396263e-06,1.678608894106759e-07,8.212174225086244e-07,2.8494746073803867e-07,3.1574627961994395e-05,2.123276974330679e-05,1.2604595105436545e-06,0.00018665569197695575,0.0007013063000460562,0.00017719798671356202,0.001025251268766958,0.0002499220795031398,3.333371466585078e-05,2.583818832446738e-06,3.265304865118779e-05,2.0926521839825796e-05,3.249109447489573e-05,3.40184448395231e-05,1.6706707007374533e-05,2.608151777527823e-05,0.0012429572924665955,0.0008743714788423951,0.0012584250019873622,8.176501676837589e-05,0.0008074116710306001,0.0011440349443438969,0.0018946053629131931,2.3082129410489927e-05,3.9744883109538165e-05,7.006453926550194e-05,4.987356048147262e-07,3.2578615827283386e-06,3.8011520964165157e-06,5.540848559082434e-06,0.00019941595481265395,3.5760045977717425e-06,0.00019565058213144582,4.237715416977039e-05,0.00019633983504041552,4.1530734073091935e-05,0.0001737435945674548,1.8452731840534753e-05,3.2245866070645945e-06,2.4933695961237845e-06,1.4912886632245659e-06,8.209415093185513e-05,2.796431364338048e-05,0.0001594022283337715,3.4333263438934836e-06,7.0332937553985175e-06,9.309061576701083e-06,1.8571156715108117e-05,7.321903001100694e-05,2.154876981741438e-06,1.921002791949178e-06,9.3840106352161e-08,9.999354233514168e-07,5.913663394752078e-06,2.0233987707563017e-05,6.234100371260709e-06,2.1351199253061282e-07,5.257487625032198e-06,9.199417880800809e-07,2.225707656178244e-05,5.940310732199805e-08,1.636950486272326e-08,5.317217075528902e-07,5.156183137344783e-06,3.2187723006948943e-06,5.961983751134881e-07,2.1826389424717263e-06,3.619882978700417e-06,7.057280191347104e-07,8.629129488735288e-07,1.0630025726321435e-07,2.513347041599445e-07,1.6306500272289526e-06,1.401864269112707e-08,1.1859312833983893e-06,1.2212535560607307e-07,1.7528212215012218e-09,2.744438720725384e-08,1.054346698836639e-07,1.0107568115813592e-09,3.754692432522688e-07,1.0533854233329976e-07,9.170411097159104e-10,5.652917800524904e-07,6.936215646291544e-08,6.428055976392955e-08,1.5645358786287034e-08,3.7777758699064634e-10,2.7977911876142514e-07,1.0872426958741244e-08,5.1814229795610345e-08,6.232172999887098e-09,2.0239732245741493e-07,2.6736874936261756e-08,1.6870832686421977e-07,1.6680347947328755e-07,2.3444111318937644e-08,8.527707535677109e-07,1.0847060627483529e-07,4.862131026683869e-07,8.716416557419393e-07,2.4935584264085264e-08,8.903481063526897e-09,9.863918570829355e-10,3.2008613537470865e-09,2.1145789919074787e-07,1.0514674131378854e-07,2.0729230998384196e-08,3.165186401865583e-08,3.7633932525871217e-07,3.943295063812968e-07,6.01495590668577e-07,5.8793788948463543e-08,1.1167443414450418e-08,8.02631789031949e-07,7.774236467916751e-07,2.6618124460142667e-07,4.1003979083242825e-06,2.3082754214698298e-06,5.160218750965839e-06,4.130004997549008e-06,3.702430184215899e-06,2.7871374541632576e-08,7.696751906927091e-07,7.696784014576963e-07,4.1845966491926845e-07,1.1544497746651672e-06,6.807957766419293e-07,9.147642181517313e-07,2.238764085227274e-08,9.516476495718962e-10,4.6906860617923485e-09,2.3300153095817677e-07,5.498441573159596e-07,1.2460787957024877e-10,1.7403649632541374e-08,7.582731020860933e-07,1.6689351367560334e-07,5.391873658666668e-08,5.203035007284029e-07,1.2847573671592727e-08,6.599766044779187e-08,4.223171501394063e-08,8.744879798072702e-08,3.344115984127427e-08,6.244763004481513e-07,1.7585731453273468e-06,1.484429126286102e-07,3.607359650992237e-07,1.1029671176387978e-07,1.6383201506542378e-07,1.390658010969048e-07,1.465279853007928e-08,1.6368580713077563e-08,2.45576931012792e-07,2.9690319025554857e-07,1.669933069603502e-07,2.2619654371780484e-08,3.9930645856500746e-07,3.85495071419939e-07
3N1P+1,N1,0.0,0.0,0.0,0.010622869862008333,0.01689128514149374,0.02379867998580032,0.16657829466751073,0.013085487028392961,0.026942754455593576,0.00861918166829323,0.00015125054245035408,8.258870015209752e-05,0.0035918790845930193,0.0104734355928775,0.13926425124765363,0.05612465978552095,0.17941614210526424,0.08291374228530479,0.0003292463904072118,0.002385000797767489,0.0011788593763664146,0.00579212607854096,0.014539474633197713,0.0032850624464346723,0.027599586625897565,0.008139919044792165,0.018975040886841654,0.005126084922677521,0.0167580254081674,0.03948298556701557,0.0032045544188066266,0.01095938558349463,0.006701989357334348,0.0005409783741483487,0.00011343375254724286,0.004254088074004958,0.00025483067151554906,9.552245578126062e-05,0.0075196240299155725,0.00032177278035883106,0.0008925852799532841,5.908067439719389e-07,0.0005661810002837164,6.713087404452978e-05,2.4675232318971396e-05,0.00022527309202846624,0.0019756849967274004,2.1829523452865374e-05,0.0020207431937193654,0.003366698717064409,0.00026307617244247794,5.873095453079458e-06,1.0913777397814073e-05,0.0005146792005192857,0.00017379848970255907,7.161287853119092e-05,0.0003969952381015496,1.560591793570154e-06,4.1235745435574955e-05,0.0001196255642188504,0.0006415578779797038,0.000203580712296203,0.00010867771886879929,9.339418372378283e-05,0.0004547315859373402,2.102438289242059e-06,3.461817695615821e-06,0.00013363100321850396,1.8338118103145007e-05,0.00010989158006102784,0.00011320987147644956,3.582291217485434e-05,8.210593145374645e-05,4.845416277543535e-06,3.1763069982204684e-05,1.64230720134384e-05,1.0609114076132187e-05,6.769288681796048e-05,3.741063394846478e-05,2.915179559881409e-05,2.905751249349109e-05,4.098060377266677e-06,1.086812956074823e-06,0.00011813261077753268,0.00017322036378875083,1.0094802686655413e-05,1.1645677262972498e-05,1.3561023775032766e-06,3.7167875536425754e-05,1.6704236975861875e-06,0.00011277172843504601,6.2418868524982685e-06,3.64834704069672e-06,7.539743540618815e-08,3.301035264624552e-05,5.1315447280320114e-06,5.417800643670034e-07,2.0215940385259756e-05,7.715548011599793e-07,3.7376914578945986e-05,1.2025215930133726e-05,1.8509075996764324e-05,1.3457849964648716e-05,1.3880817157918557e-06,1.034146158485072e-06,5.080607738960907e-07,6.007677765484942e-06,2.015515676934143e-05,1.7030489827263295e-06,8.642628723798396e-08,3.730532702972411e-06,8.935048454672412e-06,9.26296236603008e-06,1.0142437558258166e-05,1.7577277411362502e-09,2.4270292802164306e-06,2.6990506274415793e-07,1.355443396899858e-05,2.3676848748266366e-07,2.1564498533521714e-06,1.5512828763775133e-06,2.1728587489278084e-05,4.499049303330338e-06,2.310505952118902e-06,3.4551046468322966e-09,3.7927082119360023e-06,3.2785951213920583e-06,5.101878516100555e-06,3.222930611279651e-07,1.988168985000982e-07,3.8477665498248825e-11,9.490927332933552e-07,5.7444900978254054e-06,3.474484825982671e-05,1.5904030972180294e-06,2.224012485285698e-07,1.04130349223297e-05,1.5933312317084614e-05,1.1802889372525271e-06,1.2595509031321228e-06,4.016040950904909e-07,6.984264850906641e-07,1.5037012477403522e-06,1.7372974712159817e-06,9.574345760654523e-08,8.71741079322419e-09,0.00023050485704301238,0.008813181894370192,0.008130916775618058,0.003419456386191566,0.0025909978283973345,0.0015495291824070279,0.0021879925560677194,0.0004936866640217197,0.004462869125875901,4.231091769790751e-05,0.00029434832223595997,0.000840849914516717,4.721774103622067e-05,0.0007093271037208471,0.00010998697016462167,0.002012524068164989,0.0008723217793327187,0.0019379463707269728,0.005035074723511279,0.0008415492565236882,0.0001020986685715819,4.23346093558763e-06,0.00012625541204247526,0.0008225673625226193,1.7283908605447706e-05,0.00018913435725487204,0.00010067559906823398,0.0009644425392796308,1.7885165874975684e-06,0.00021085847361579368,2.3943736015663575e-05,0.00034762964776158256,8.897658084805471e-05,5.424752997917892e-07,0.0001541171839045674,5.638562410181791e-05,0.00012336188496497869,0.00018351907311320304,0.00047059275571181836,0.0007793777746729624,1.8433582764654233e-06,0.00027319390984215097,0.0001731152731192509,4.724606066064396e-05,6.160923531117746e-06,0.00022978544843432758,8.055497040171389e-05,4.241604000743138e-05,0.00018865842879467465,1.4009977151729913e-05,2.8955502698213564e-05,6.478746426941129e-05,1.2451752981146313e-05,6.86370300686523e-05,1.1032559309009926e-05,1.2662672001617636e-05,1.5899343219771822e-07,0.00010653227918577812,5.0191417248601766e-05,3.1001843924016725e-05,7.413970137815085e-07,4.4545959955399894e-05,4.6011331811257605e-07,8.644285817860364e-05,1.9570676925262376e-05,3.7230189566805905e-06,4.438727627231742e-06,1.4846654006195337e-05,1.9494488410209954e-06,2.5423036120741926e-08,1.4670168744013168e-05,1.7658045123880584e-06,6.158436327563521e-07,2.3343793337682328e-05,1.423997507954411e-05,1.642757001452111e-05,2.703305956863744e-08,3.637915590992691e-06,7.511020250206002e-09,2.141513241848969e-06,1.2210839872572876e-06,3.721768133679859e-07,1.311570683171226e-07,7.055352018170424e-07,8.669271651662314e-07,6.565998855734279e-10,2.80640549688016e-07,2.7503442345810925e-07,2.3801383883803595e-06,8.796978321345961e-07,2.0086481367087572e-08,2.3610819654962256e-07,2.0102322917381343e-07,1.7814409769556505e-07,3.1496159058619355e-07,1.5151879750874286e-10,2.940273513551972e-08,1.6630267074546623e-07,1.090921379898191e-07,3.1284915014140324e-07,1.4444608487096389e-07,8.918933902535287e-08,3.3404463684050256e-07,2.6040548828376586e-08,3.734146503120428e-08,1.1277614031524053e-06,5.830322731048554e-06,6.076893381834481e-07,7.682699587618913e-09,1.526598649492783e-06,8.705357066318697e-07,6.917302286524318e-09,3.9977545807090564e-07,4.057191027584395e-09,3.3400202985589544e-06,1.0291909595672166e-06,2.4686895416792254e-08,2.1365900826353368e-07,1.2687747430462082e-07,5.2637574374791996e-06,5.73653574686972e-06,1.2411443250925913e-07,2.3154603123742845e-08,1.00074348807766e-08,5.5892555028691504e-08,9.322928833377375e-07,7.169210602953058e-08,2.1053771830370493e-06,1.3611633773225051e-05,1.656869686561535e-06,1.646551850420508e-08,1.7879951563770646e-07,1.5931320751505496e-07,4.170585228280288e-07,3.2706425745487877e-06,8.97701424307229e-09,4.099761419240622e-09,6.251903306164763e-08,1.1823445871250726e-06,2.4362472039740624e-08,2.1192359112021109e-07,5.3849680714535e-08,8.882343216498612e-08,1.7894341342028497e-07,3.968239914442506e-08,8.229493961842138e-07,1.6664107791442007e-06,5.94735621639586e-07,2.2855718606606956e-07,2.0370674347347517e-07,5.9324012369188495e-08,6.98689994749202e-11,6.680430431060813e-09,3.886076795911464e-07,8.896765704147214e-07,2.6397257979482447e-07,1.510285461137073e-07,3.6494630406558315e-07,4.558452211256281e-07,5.964633702504329e-07
