 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,H13,H13,H14,H14,N15,N15,N15,N15,N15,N15,N15,N15,N15,N15,N15,N15,N15,N15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,N18,N18,N18,N18,N18,N18,N18,N18,N18,N18,N18,N18,N18,N18,H19,H19,H20,H20,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,H22,H22,H23,H23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,H29,H29,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,H31,H31,H32,H32,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,N34,N34,N34,N34,N34,N34,N34,N34,N34,N34,N34,N34,N34,N34,C35,C35,C35,C35,C35,C35,C35,C35,C35,C35,C35,C35,C35,C35,H36,H36,C37,C37,C37,C37,C37,C37,C37,C37,C37,C37,C37,C37,C37,C37,H38,H38,N39,N39,N39,N39,N39,N39,N39,N39,N39,N39,N39,N39,N39,N39,H40,H40,C41,C41,C41,C41,C41,C41,C41,C41,C41,C41,C41,C41,C41,C41,O42,O42,O42,O42,O42,O42,O42,O42,O42,O42,O42,O42,O42,O42,O43,O43,O43,O43,O43,O43,O43,O43,O43,O43,O43,O43,O43,O43,H44,H44
1N1S,N1,0.0,0.023590932021998023,0.0014168539026875315,0.00016889873815095768,0.00042086631868309965,7.658140897093269e-05,0.002365427533821851,0.0007340830050595049,0.0006535638262745724,3.488177054035424e-05,2.564595294016203e-05,0.00013032060205991902,1.1479351973209262e-05,1.1678923615421333e-05,0.00813282219181577,0.0014322735957312815,0.008131918735055477,0.0013122147562553144,0.0011601412023427848,0.0019155505857979538,0.00029219401256352917,0.008625797309534722,0.0002808281506005983,0.0005839900166011436,5.7776203725490305e-05,0.0007476775879646791,5.053883229799716e-05,0.00011922777642442428,0.00029036973913226793,1.536920471287284e-05,0.0006168112151320737,0.0001303231969666807,0.00021336237662072932,1.3705391012752699e-05,3.981984296280716e-05,0.0001947511551620984,1.9810970734779332e-05,0.00028191450437908827,2.549345244640122e-05,1.2466024825741329e-06,5.6576158646848285e-08,0.00019094301861422025,4.945825058921827e-05,5.326912909775494e-06,1.1749337511246516e-07,2.505720906098574e-06,7.234327606830959e-05,4.024418957404574e-05,0.0001738559370654258,0.00010159830450240381,1.6470854831140969e-06,4.737461482440253e-06,6.7398203158486325e-06,3.498836277415762e-05,2.180244363803041e-05,6.127821934232003e-05,1.4705478135201844e-06,3.849497399954771e-06,1.7890389789609884e-05,4.0635079967543675e-08,2.100198309040735e-06,6.726255732447672e-06,9.912213881635434e-07,3.13629836254381e-07,7.335615490045022e-07,1.4021059938362779e-06,5.229276062390653e-06,4.719135082709158e-08,5.976378401051363e-06,1.8497814803231094e-06,2.5046461182842705e-08,2.0762867536383567e-07,8.964590492155367e-08,8.755012248506944e-08,5.142557675696935e-06,3.8593315898616254e-07,1.9016770026469842e-06,1.0618107035842428e-06,8.729445111210765e-07,3.7846254705153903e-07,9.511646961724018e-08,2.1190624363565114e-07,1.0426420708198325e-06,8.697294564263824e-07,1.0800660588117239e-08,1.3383907792041683e-06,1.0982845510820738e-06,1.503972642202811e-06,4.462628520884859e-08,9.278887243002742e-07,2.698794077105049e-07,6.96560920276923e-07,5.779984935117e-09,3.2375990777211427e-09,3.5425779865150275e-08,8.593604616802253e-07,5.082752219109921e-09,3.2373988684275545e-08,3.5896446926031444e-10,9.275392379159975e-08,1.0919035320355874e-07,1.0087661622693034e-07,9.59085211249544e-09,7.075585269911144e-07,1.6729371998813747e-08,1.375648253088002e-07,4.288613886238579e-08,2.470273940957668e-07,5.066324471059147e-09,8.957792474451054e-08,1.8103328336405156e-07,8.617302789115655e-07,1.2974876839599858e-08,1.918949887880217e-08,8.774088122720514e-10,2.0096972419558767e-09,3.508174953315013e-08,3.544732285476471e-08,1.6354050058620118e-09,3.5643060725121245e-08,8.999911926821369e-12,1.5270769093689296e-09,1.8195620565819581e-09,2.7227955445852103e-09,4.107632678440609e-09,5.205128750240817e-08,2.302012402921605e-08,8.754188207671376e-10,3.8943614999453757e-10,5.962965399231024e-10,6.308442920821555e-09,2.144306174289845e-08,1.8208101693062417e-11,2.9789373523492202e-08,2.840985002805496e-09,2.660965037204477e-08,4.196868394479303e-09,1.2107395308547098e-08,3.725961961187352e-08,1.1865499782715005e-07,7.150313674486597e-10,1.078381828278907e-11,7.079469677151451e-09,6.870188551388878e-08,1.4295450823098577e-08,5.198283054008712e-09,8.614064406220479e-09,1.54759011161687e-10,1.894963991277976e-09,2.4659009556504685e-10,4.57643960505294e-08,1.2460213349996252e-07,1.7419199416224274e-10,7.198663887209023e-11,2.746246082485637e-07,5.556891060853886e-06,2.3637649777530356e-06,2.8206711019551634e-05,9.72044013058948e-07,5.180260127901626e-05,0.00011184599705715836,7.405223934719984e-05,3.504543756394085e-05,5.157241929065748e-07,3.132672411554349e-05,1.6637390785612105e-06,2.034394505801007e-06,1.1479085947924128e-05,2.089278915151649e-07,7.6496418532912e-08,1.0177616083240082e-06,1.1297413653021948e-05,5.84210376652905e-06,4.307591068286598e-07,2.068249323139426e-06,2.558855061041143e-05,1.0986624027653491e-05,2.1729762098021688e-07,5.157857401849597e-06,1.722869827636142e-07,3.054397129387265e-07,4.657925397472118e-07,4.969849975999807e-09,2.359438866506025e-07,1.4614331034223937e-07,2.4599533879010593e-05,5.345522018362914e-06,1.3716725089096826e-07,1.7936644685079273e-06,1.3453828560550107e-05,3.2517675419008185e-07,1.198110437250488e-07,2.082425792915288e-08,7.067706481733715e-07,3.774064895600837e-07,3.7538280735355256e-06,1.0142998363438238e-06,1.6916645797504515e-06,8.057458886212565e-08,2.299779167103111e-08,8.814892682451614e-08,5.497529851350436e-07,1.0673737249611293e-07,1.9352828695140545e-07,3.395221304103302e-08,3.170521540862836e-07,2.3174490615396337e-07,2.151445799292162e-09,2.7421276665995364e-07,1.3481534077985913e-07,9.705078599098194e-08,5.523973264920379e-08,6.589415246782693e-07,9.232876163611792e-08,2.8348211555950797e-09,7.986125094561203e-09,7.612914965093864e-09,3.425719929950333e-08,2.064357573772213e-10,9.415290636027862e-08,2.739591953293541e-08,2.525064601854865e-09,2.1394669924568177e-07,4.4248335551166917e-10,1.625324114185034e-08,8.356534658693349e-09,1.6382976614215394e-08,3.89130538902549e-09,4.124686592277271e-09,1.7336945212775845e-09,1.998621024235092e-08,6.589188894512432e-08,4.346813725630838e-08,1.5494361349510655e-10,1.9597769318480118e-07,1.1291754198339277e-08,3.669117121241072e-08,2.648347674494289e-08,3.0031253261952884e-08,7.074076879831637e-09,1.4679950810503328e-08,3.750315466510834e-08,3.833793255081375e-09,8.347073032766161e-12,1.0649529064155061e-08,1.2574466995429745e-08,4.4862997691796913e-07,7.369753585173555e-08,9.069411888162904e-12,1.8612245766824742e-07,3.235582560101591e-06,7.930414305246103e-07,5.2482818757582095e-08,6.451609713131745e-08,6.6923117900685725e-06,4.744037149229108e-08,1.0504582204085011e-09,4.004086978648402e-09,1.0432518821046344e-08,4.770449224533735e-08,1.7507205296585227e-08,2.1743092215587012e-08,8.312230304063917e-08,2.3156354678199875e-07,1.4049747365518783e-07,2.4917684138259233e-08,7.339766372460588e-08,1.55626580511381e-07,7.750651143112464e-08,1.0331983046896198e-09,7.113598293750911e-09,5.4979756025641535e-09,6.162015342425775e-13,6.606731828284751e-11,1.5295343880339374e-08,2.7064159802137056e-09,8.953380814524792e-10,1.0506650371944204e-07,5.7744495851608235e-09,3.835666952944905e-07,2.2871383009714918e-07,4.169633083250801e-08,1.2083397882278746e-07,3.38335937044576e-09,1.4030439512424664e-06,3.112386348647078e-09,2.2919358633188835e-09,6.6700073519943e-09,3.6877693954107116e-09,2.4082676852721363e-08,2.3191310205561422e-08,9.214362606257964e-09,3.9624442615959765e-09,2.4581583435434595e-08,2.3046483166311305e-08,8.973035314774336e-08,4.8152187126504487e-08,1.0891926249811945e-08,8.631982684192963e-08,3.227657585647137e-08,1.126662987349647e-07,4.0356795683038627e-10,5.715894813018707e-09,7.158580228594502e-09,7.761245118809157e-09,1.1190815885075978e-08,9.534185663184758e-09,3.2302283070606563e-10,1.604125174359261e-08,1.5286721044560636e-07,3.1021427537858415e-07,1.3101531837200753e-07,1.2167743035362832e-08,1.3293287581817026e-09,8.343030710733501e-10,3.20966209166329e-09,3.320313310961609e-07,6.028561150284162e-09,7.0188378442637145e-09,2.516062794222229e-08,4.1070816192423365e-10,2.6486012494331135e-08,7.922416472849747e-10,9.292822067408224e-09,9.951197199598028e-09,1.3083702787852758e-08,2.9021579406318665e-07,3.800816550381114e-09,1.82693127293021e-09,1.5786802975981118e-09,3.5840876710935277e-08,2.2373946029219383e-09,9.887081431347866e-09,7.736972028327127e-09,1.0446127768348745e-08,9.446160520454328e-10,9.009906432044801e-10,4.944182396826591e-09,2.057384640430371e-08,1.3324430447880786e-10,4.1402415273950055e-08,5.7384572649255006e-09,1.142064220971406e-10,4.743206050150661e-09,2.6498674143837775e-08,1.0272617367856895e-08,1.1925538889734355e-09,4.989466478866333e-10,1.863101298238412e-09,6.001951852185883e-10,2.7883526598770914e-09,1.8317394268052567e-09
2N1S,N1,0.0,0.0,0.02899787388391717,0.001454031844046355,0.009468198845149711,0.2645273362137095,0.04363142063142389,0.006640346384211071,0.014490695514619567,0.0019168357317129736,0.0003980448503857481,0.004694488963747467,1.9737936493680053e-05,0.00019524129119141698,0.10974876665840139,0.1608169191324227,0.10968920551286176,0.15895552250706046,0.0032532826600171205,0.004447053161271697,0.002108262255033022,0.08826853681595503,0.003224743325606294,0.03835543539149455,0.01183157266953705,0.19675050773554892,0.010195705542695777,0.006587008556118157,0.014794650071159099,0.0010608827763989304,0.029981213524075567,0.006619287865253343,0.0066811136494573375,8.973015009727803e-05,0.0002489601789199547,0.0029509553154625223,0.0007253877759869631,0.01057237688765822,0.00020948717692093055,7.952566041558029e-05,7.265172093351424e-05,0.00017390947496398468,0.0018081673602901027,3.98543411606056e-08,5.385918906641862e-05,6.0387644917225813e-05,0.001319778474365929,0.0003713512402956365,0.004977426000623897,0.00012406294450295619,0.00017689426898437333,5.257435688132972e-05,5.156078549117815e-05,0.0007806820197711062,0.000571685146264489,0.002134679825529062,6.581386003778888e-05,0.0001633513575312051,0.0004992239458849745,9.681998805977088e-05,1.1387026431997072e-05,0.00026071219635626086,0.00011888353213862501,5.723887031683361e-06,9.566586177900405e-06,1.198838043792172e-05,9.2775235003284e-05,1.0488667085084558e-05,0.00017515154520131304,7.41989340689031e-05,5.684403439065733e-07,1.687551685902733e-05,1.8960085457209175e-07,1.1974473297371446e-05,0.00018232811413598782,1.4121828900925948e-05,5.915253959587474e-05,0.00010609569967101606,8.876718142492024e-05,2.5612553012033246e-05,8.720460477951164e-06,1.2836575702612762e-05,7.210402084334433e-05,2.3091144556675047e-05,1.4795585148164037e-06,4.449559215302656e-06,3.512094217184014e-05,3.800663643538371e-05,1.6615323850110997e-07,1.8967190661633992e-05,7.5642920278617964e-06,1.6275205912741342e-05,3.716049690183354e-10,2.5883773657753295e-07,9.080482339385298e-07,1.38511275626918e-05,3.909964498838292e-07,2.2104540400302852e-06,6.229274789326666e-07,7.244038922493701e-06,4.491027143949111e-06,3.0898213945196318e-06,5.185559270870499e-08,1.7698190465598174e-05,7.567550674991708e-08,1.951381983555933e-06,1.5855696875455294e-06,7.745581966034365e-06,3.64163992738753e-07,1.1860206505787119e-06,3.5887268809986494e-06,8.192084449021309e-06,1.463908966492511e-06,7.87747042707565e-07,2.961404899082254e-09,8.458384148646303e-08,6.562645873398054e-07,1.3239334508696743e-06,2.6588393264859178e-08,1.7497468585148113e-07,4.1298128516942256e-07,4.455547042425678e-12,5.943746606007494e-08,9.545264001431519e-08,1.8659386613606443e-07,2.253221063064359e-07,1.1699074198290305e-07,4.735085656903948e-10,3.308767504428545e-08,1.611520117350551e-08,2.6696540178505757e-07,8.649707996521983e-07,6.752145376154317e-08,1.0703592931982087e-06,5.4293782358882936e-08,2.496545410402007e-07,1.2045702435514727e-08,6.930577844954655e-08,1.23789399042451e-06,6.309822924155384e-06,1.9029595677011457e-09,2.1868551414172543e-10,4.9416033931493075e-08,3.39139185800974e-06,2.1339803701891924e-08,2.160648884252936e-07,3.189960067206954e-07,1.0684842566277553e-08,4.050637580910177e-08,1.0659558569159344e-08,1.3874251090228995e-06,3.93925056574318e-06,3.3698245527347126e-08,1.5366241612468912e-10,5.415115408413662e-05,5.591553928763204e-06,6.977336506830412e-05,0.0026628737838136907,8.986837104041356e-05,0.0002215735796360363,0.0017301239032576632,0.0003296688751683874,0.0002779872611835543,2.577749909682403e-05,7.674157164694329e-05,1.0373570187294234e-06,2.2929764584844747e-06,3.0447433277736025e-05,1.3787355168659587e-07,4.93808338797308e-06,8.69446223461523e-06,0.0004461626119396378,0.0001706551249482935,9.809997942422655e-06,2.0601403841524757e-05,0.0008595787932792476,0.00021378139284511377,2.5841991411201803e-06,0.00030696523424489364,1.0982319788910289e-05,2.3959759709590855e-05,2.2208281919899875e-05,6.51893206082832e-10,8.052364850685834e-05,2.4955431201512113e-06,0.0007733821750406378,0.00010545856540389309,9.379415557120296e-06,9.767771506918876e-05,0.0011756348720828314,0.0002504072025648618,2.814657311223101e-06,2.2468169424083584e-05,1.1097226721989983e-05,5.468779513462252e-06,0.0002460861890554167,7.102759895349919e-06,0.0004081163394631382,6.123257658696701e-07,1.7663014508784158e-06,1.4878438969745389e-06,3.591241076161822e-05,9.020303642248706e-06,5.5498477600224305e-06,1.586653636476143e-06,3.0738065337487797e-07,5.7329331415445495e-06,1.9387269567516796e-10,2.651691321187144e-05,8.161588910926554e-06,6.827708261436527e-06,9.333465427197041e-07,5.1290456096086956e-05,3.076134245105777e-07,3.801299275352221e-10,3.1396791033699856e-07,4.3558130613519097e-07,2.3111878690862397e-06,1.1291327295381848e-07,1.4161749222196818e-06,1.4392089719983403e-06,2.2350263995107866e-07,6.421558932157012e-06,1.6173349037806872e-07,1.5922861715811365e-06,4.928605858989243e-07,1.057948007199272e-06,7.734320039975984e-07,1.17009432365478e-07,2.1011270456838815e-07,7.132722457114937e-07,1.7635680094052475e-06,3.370765397914255e-07,3.1077910911392337e-07,1.1881160959958947e-05,1.8348846513305261e-06,2.7507339881438497e-06,1.7798008680180999e-06,1.6401082443273651e-06,9.941507177479991e-07,3.0295100370558714e-06,6.517954856732899e-06,1.3375083640632113e-07,7.185161132738926e-08,1.7939435739133813e-06,1.9499127383859616e-06,2.7150551151766678e-06,6.836317117731028e-06,2.2269957034026788e-07,8.603575929022611e-06,0.0001770616784999568,4.243168433282207e-05,1.2975105363466355e-06,2.3375168467509866e-08,0.00045215068564408156,3.6604948954188643e-06,3.6933889036028233e-07,8.096240611266126e-08,9.416481869806148e-07,3.97821989284175e-06,1.1863439342008064e-07,1.9584639341374555e-06,4.589922982578543e-06,1.5019939441529573e-05,6.822241750636948e-06,1.2838508669510418e-06,3.4411144245183323e-06,9.833784429424952e-06,6.456273664134926e-06,2.27035535926845e-07,7.328796998162801e-07,7.764656695385952e-07,3.0102587089686494e-12,8.60345195086154e-09,1.123117895129866e-06,5.100777897837361e-07,1.4459459851678957e-08,2.8884389164929303e-06,8.06941816922091e-07,1.9096056624867686e-05,1.6490292443105403e-05,5.30737432979933e-06,1.0078558819071048e-05,7.570664628531176e-08,9.853988840813344e-05,1.2914215195003464e-06,1.6062037788699968e-07,6.428006813496978e-07,1.7454306036057687e-06,5.896702924168551e-06,9.179166209349887e-07,1.6151175374901072e-06,2.3943837357265352e-08,1.8965990480346306e-06,2.0515244139041044e-06,5.993483152444412e-06,3.0264418438008533e-06,1.0769334326532487e-06,3.487813468705525e-06,2.5038355722095673e-06,4.863632910190319e-06,1.2992395492794628e-07,1.1595971216582512e-06,6.198440458682342e-07,1.4233356810944287e-06,1.108216441281229e-06,4.0908303056141904e-07,6.433961852181369e-08,6.572848543218157e-07,7.758286908909895e-06,1.818313545154382e-05,9.348437343348337e-06,4.780034856821658e-08,2.014323425392206e-06,2.3923329934838478e-06,6.906699079323175e-08,4.154871600992038e-06,7.309328426963191e-07,2.887587957633997e-07,9.81840621250285e-07,1.5770419570237948e-07,2.8673428416059465e-06,7.571191451560821e-09,1.210728317602161e-08,1.950194131072891e-06,1.0443199500720368e-06,1.3351772462755207e-05,6.4929750465125835e-09,1.2328031089303693e-06,3.867881881447488e-08,6.935954304232439e-06,2.647132408828412e-07,1.5898310821160777e-06,1.6341908271044758e-07,5.160316436381152e-07,1.212363542890671e-12,6.932232565759477e-13,4.518474483461432e-11,9.12244094042336e-07,8.723448630121311e-09,6.249628903276516e-07,3.477062318069102e-07,6.212469338962023e-08,1.274039345133815e-07,2.2483530370820404e-07,9.92096845342516e-07,1.8962678005607359e-07,4.949823129152264e-08,3.180363032928568e-07,3.0731026612329515e-08,4.2258246368831465e-07,3.2459437848686434e-07
3N1P+1,N1,0.0,0.0,0.0,0.00023978434359506196,0.021519667068314874,0.026883135557745685,0.1340655602820493,0.00117216593830749,0.02463969497621088,0.010530594218731482,0.004542818929148762,0.0028184135107729436,0.00011409490559399771,0.0038561935899366073,0.0010719025027987605,0.0025235402209582425,0.23075464700988357,0.11380236938243726,0.0008062585224140051,0.00275581442792161,0.00014708100954674563,0.018850129418157113,0.0002849919892109476,0.00012286905222769207,0.03227107738760804,0.0040339646060276735,0.0003011313505636437,0.010282756406369886,0.04637032951112863,0.008878273445738216,0.002914721061229697,0.0010737377826663952,0.007365912790714635,0.001397554979598148,1.1274544344797022e-05,0.0009575971624578017,0.0019423968679883608,0.0008025205090151921,9.065450795642249e-05,6.069025355381896e-05,1.8120227602835826e-06,1.4808763261875413e-05,0.00012794690301820566,1.591828616431812e-05,0.000508780928603958,0.00015003579122607746,1.1039911057775242e-05,8.723180116687601e-06,5.364558726128621e-07,0.004708438881213084,0.0005284690257978397,3.88414091423428e-06,2.5317487155618323e-06,1.8057925466052893e-06,3.810900285960983e-05,0.00013979804019603748,3.477331501855474e-06,7.731781263720094e-05,1.4351473925255931e-05,0.00037272691716871975,0.00020004638088577664,0.00021040028902330477,7.342234803031644e-06,9.246245493699234e-07,4.203592805041012e-05,4.299048408351602e-05,0.00013061608778386358,2.6677333243352308e-05,1.602791935750858e-05,6.321561337463422e-05,2.065483073465657e-08,1.0997209987095857e-07,7.165452562851726e-06,2.791836182236551e-06,1.2262545992847151e-05,1.6103080011653503e-06,2.467285162133237e-05,5.941938203690711e-07,1.9528266122836868e-05,2.5720357044178854e-07,5.501732658341751e-07,1.7250315920147585e-06,3.301694995183624e-07,5.5632579221143175e-06,4.912562459047365e-07,0.00010517239577545467,1.0029465213889921e-07,2.2980652780724142e-06,5.984362561051171e-09,4.113918380621584e-06,1.1841476377227877e-06,5.191089751921396e-05,4.114093510310113e-08,8.868764496128279e-07,3.719228036658251e-08,1.3491538575216566e-06,1.5870434331155536e-06,2.9798124787649982e-06,2.4198690120602606e-06,2.4176357222849276e-06,4.806871914730948e-06,9.040138260196784e-08,7.605971541480017e-08,1.3315577418460123e-06,1.6913437494991967e-07,2.2966999235762842e-07,5.863947948991921e-06,1.320659581693917e-09,3.7510599959489355e-07,2.2268228405675217e-05,2.0581013571607798e-05,5.2795750820955334e-05,2.418007947202483e-06,1.1721481678605983e-06,1.2273255416861417e-05,3.7018028864466146e-08,1.071294587706717e-06,1.7149122204518363e-06,2.9054092465230497e-11,6.599711723787038e-07,2.2337589511423062e-07,2.0067203743145967e-06,1.0850309859478102e-06,1.6682400261203156e-07,6.604282640765291e-07,8.269574758301701e-07,1.4230123746017398e-08,6.351015575667418e-07,2.2079831962784624e-08,1.792817005963343e-10,7.678839342162291e-09,8.514148941429767e-08,7.575722271724317e-09,1.4584378149606891e-10,2.232121221634742e-06,2.1482175353249033e-05,1.5031369837714692e-07,1.5659536957812747e-05,9.858859099765027e-06,0.00010321950031588756,1.0779906878255474e-07,5.648888024012422e-09,6.535081586989122e-07,2.5504412013432898e-06,5.429879661456027e-07,1.037539221204753e-07,5.5099812708014895e-06,1.4410534410203013e-07,3.3812567330482324e-06,3.13249475247801e-08,8.183360578950527e-06,5.0537034550934834e-05,6.295661725275181e-08,2.0658904835713088e-06,0.000413373561727326,0.012652252501871963,0.014182846664517967,0.0009995097541382059,0.00320497378125717,0.0006417942569729718,2.8255234867380352e-05,0.022223930777057976,0.0001986338947070898,0.00016469758922244004,0.0054994407576232085,4.72979253642869e-05,9.261487573408722e-05,0.0008539655515675815,8.491701366519777e-07,3.0934631500834087e-06,0.0004948402720179601,0.012589651280996872,9.44418179789075e-05,0.00021132790033151494,8.664336059194255e-05,0.007082940630814605,1.5403592475315975e-05,0.001443773712039409,3.262608090515151e-05,7.584179367436938e-05,8.604290686187177e-05,1.0331303342381304e-05,3.5441552297399426e-06,3.8882296621078893e-05,0.00023079537465831024,0.005264943146130463,0.00012043110513015876,9.057482097674097e-08,1.7325447756455503e-05,0.0018531520527713674,0.00048317207503112414,8.074302455063354e-05,0.00016801785987108353,0.0009518264397720966,0.0003656271424108404,0.00021064419679239776,1.0745472700079972e-05,0.0009722218129275539,4.448603082796154e-06,0.00011219453505528776,0.0002981470787735141,5.2553078476069714e-05,0.00011421234643282929,2.509413635598534e-05,3.5338245453875317e-05,6.95015347496053e-08,6.814234227858762e-05,8.029316227498029e-05,0.00024046437848723734,1.8112279587256808e-07,2.6945671128819626e-05,5.935769972809091e-05,0.00010399337118371932,0.0001465190247347259,2.7470112407002034e-08,2.583391781385558e-06,2.2036001379177605e-07,2.775713219715925e-06,2.3554117573265643e-05,7.989093560922811e-06,6.313531463852939e-06,1.3446021529084362e-05,1.5293521831161172e-06,1.9685190193463598e-06,5.636721056578864e-07,3.215759942065688e-05,2.579457038631716e-06,7.68358816083392e-06,3.611736403286159e-07,7.363523477632583e-06,2.028872530379644e-05,1.6826180863294127e-05,6.268337759962606e-08,2.9308236104697016e-06,1.7752347769572907e-07,4.625519206324924e-06,1.1244683939537481e-07,1.5658516820948876e-06,1.7838761068311726e-06,1.241647339611518e-06,7.953101675006735e-07,3.979373885965032e-07,8.341042696535794e-07,3.543870773503599e-06,1.2700922313868546e-08,1.3846743260881311e-06,1.7593604706434007e-07,7.634236317333176e-06,5.22534123081897e-07,4.3450485547325e-06,5.883191688482725e-06,6.932166320972044e-07,2.9016014000404766e-06,3.8077242621170626e-06,1.1015537366265704e-05,4.7558702753747184e-07,2.0814470258478934e-07,1.3563131633365089e-06,7.138825977026642e-07,3.631221656696937e-08,1.1964056856328398e-08,5.544423982151159e-07,3.673066149012527e-07,5.183135316499943e-07,1.6927851929082749e-06,8.571516607602803e-08,7.131021089179512e-07,8.266114814858838e-08,1.5879185966127807e-08,9.833148673088488e-08,2.2517102515884346e-07,8.230426185029671e-08,1.728150225144276e-07,2.733927528808522e-08,2.268374954539354e-07,2.1684851247982806e-08,4.92732916690386e-08,7.853935191093342e-08,5.741649200530219e-08,1.8109456156878423e-09,5.041981809839058e-08,9.157572478102338e-10,2.1043471276627201e-07,5.237255420453835e-07,6.075326020038574e-08,4.910587370066111e-07,3.9920829997264207e-07,4.2841308278696033e-10,8.158353326237489e-09,8.774981776760171e-07,3.253438634054362e-07,3.1583601645124304e-07,9.394065969559051e-09,2.9279173929808167e-07,2.640767591266524e-07,1.859498306444607e-07,8.066747270163432e-10,2.2138765487511591e-07,3.831175821034094e-09,7.093811316138954e-08,5.6705959927683125e-08,6.497707261132746e-09,4.6591616120750245e-08,2.253046631484068e-07,4.222696903255496e-08,9.184271698714497e-08,3.657807834400728e-09,1.6692948801022567e-08,2.0014564177106564e-06,4.47505810972082e-05,6.113030720866774e-05,1.8237027268330763e-05,3.4762092634199604e-05,7.373431826884769e-06,3.7704506578695174e-05,3.131772880715644e-05,2.7788793266481093e-07,3.879048016131037e-08,1.1791625920132276e-07,3.098317091776437e-08,6.059979045902608e-06,4.24491819073225e-06,1.6877385267122236e-08,1.5762227771887183e-06,1.1612440838693061e-05,2.8311557875859705e-06,3.6928411706327324e-07,2.0191287246618117e-06,3.539033928134927e-07,1.0527450968744745e-06,3.9485840712671916e-06,3.474400890546292e-06,6.951865987314676e-07,3.0623694511344723e-06,1.6405088409943147e-06,6.674156036723389e-07,4.768556660650347e-10,3.872591003428738e-07,2.0066080956837595e-06,5.681604573481991e-07,6.5214023279303035e-06,1.5334524454679865e-06,5.819549149244096e-07,2.9764035902601904e-07,7.5242313091195e-07,1.519825001183861e-06,8.694467035219589e-08,3.664217290699767e-06,1.7914984014044677e-06,8.486368052729176e-09,3.1958228063899696e-08,1.993587872561875e-07
