 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,H18,H18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,H29,H29
1N1S,N1,0.0,0.023732760677652953,0.00011122245133665665,0.0014149860080010512,0.00016609565302272422,7.078287798978344e-05,0.0004459045933926653,0.0031611262065771584,9.131277435137086e-05,7.430365279731399e-05,5.7900789757286963e-05,8.743647139652921e-08,3.585995256580321e-05,7.937243789307713e-06,0.007998246161577072,0.0013944781245420756,0.007778388648868928,0.0013029227793002196,0.0011259721653764654,0.0020536326877576006,0.0010668935247764022,0.004663301705847944,0.0036817618370830196,0.0005925609845474078,6.991076245421723e-05,0.0004936654875575819,0.00021814769046657467,7.95050075768633e-05,0.0003144441526266861,7.667342712563974e-05,0.00011633570469751775,0.0005306975216216869,0.00013705011695508418,2.3422736398881483e-05,1.8723985385021846e-05,0.0001944534184474822,4.206748615875888e-05,4.7032230616750326e-06,0.00027219277564927147,8.244497050613475e-06,7.430299681021602e-05,7.972145619516979e-05,0.00010419309635256724,7.019212756614879e-06,3.159639535788017e-06,5.7812553954039725e-05,7.117114073748598e-05,1.5523679156997927e-05,6.291221561749438e-05,1.624563854552008e-06,9.858435960796719e-05,7.700093754192672e-05,2.684379602831133e-05,0.000102930797810874,4.639538733242077e-05,2.520651309678712e-06,0.0004070644506455334,6.846665251303286e-05,1.5169009106141829e-05,1.0361626080035435e-05,1.1025896075489428e-05,3.214679551721833e-08,5.948696607388504e-07,8.255709019050483e-06,5.5494927996418975e-06,2.807112514185972e-06,4.5330728783987695e-06,0.0011780687011155866,1.7479519384688835e-07,9.176326685400582e-06,7.420533126856199e-06,1.57472240531753e-05,8.59489176052719e-07,2.9137818781777014e-05,6.314464206869097e-05,0.00014833907133926516,4.587069639905295e-06,1.6880638731009423e-06,2.0757674689564354e-05,1.8577021331234178e-06,1.4762910711230148e-05,1.8492370412737102e-08,5.2825442935638955e-06,1.0319813599224403e-05,8.570925079776082e-05,0.00011325069402157162,3.4979670628931814e-06,1.1273918518739379e-06,3.922355125363097e-06,3.141753429436456e-05,3.5677917433751816e-06,3.858419883179254e-07,5.064185958358891e-07,1.3067222767726427e-07,4.209639619112693e-07,5.798033287651716e-07,7.797462751868434e-08,3.790292377292559e-06,3.791168403655121e-07,7.823527343520098e-06,4.9707539080401375e-06,1.1492287614878194e-06,4.624594731827969e-06,1.0144185711435938e-06,1.91415124084493e-06,2.4802240988774926e-07,9.502043279430161e-07,4.0458369904294855e-08,1.4719287205755549e-08,1.1754057652191285e-07,2.2305821432144768e-06,4.132616524543664e-07,3.1678637490983874e-10,4.0490515762492407e-07,9.984434989895874e-08,1.6889011418275146e-06,1.5117633522798712e-07,8.409055962665946e-07,2.9727947770119556e-07,2.2966226176368565e-06,1.5491495219954743e-07,1.1124667581574599e-07,2.8636085086519714e-08,1.058650056506849e-09,2.740079468876999e-09,5.8949551573483916e-08,4.630078742628996e-08,5.792442917540441e-07,1.4456261743234222e-09,3.674224546834637e-08,1.0051668386523716e-09,2.0393741584356917e-07,7.997785966828985e-08,9.383838794896349e-08,9.45335210111864e-09,3.98590884742589e-08,1.0514265280647805e-07,3.180880558950605e-11,2.1845897313355067e-10,9.527730965297465e-10,1.1290299251065505e-10,1.4661695468820568e-09,1.8235235543784256e-10,4.988528035099193e-09,1.526133663887208e-09,1.7888710512892203e-09,6.387460005363721e-11,5.6847271334703464e-09,8.95207685758237e-10,2.5088244814952532e-08,2.434269452677995e-09,6.968117194361412e-10,1.1925593845774074e-10,6.041023237202126e-10,4.465428027344842e-11,3.7092579008302096e-10,1.2398720938833208e-11,1.9401524831152983e-10,3.053836669653087e-09,3.178641960754902e-09,1.5847240630861847e-08,8.0309439098869e-09,2.453836023263989e-09,4.348711835078234e-09,6.764239168788322e-11,1.483486666842282e-10,3.881476917655391e-09,1.2883769606730766e-09,4.389475449784186e-10,2.971252133221469e-10,9.157563596318141e-12,1.3434802159650872e-09,2.1614954270887665e-10,8.206515467179543e-10,3.2156860507726037e-10,4.8506754168897714e-12,5.189144114403632e-10,9.054990091073023e-11,1.0436052022555486e-09,3.7798186802717737e-10,1.7621260006706052e-09,2.3911909341478577e-08,4.233156047916964e-10,2.1198434119185094e-09,2.245873043094093e-09,2.191310910504285e-08,2.7095592436410243e-10,1.4693832262047124e-10,9.95039883822102e-11,4.2452583115526465e-11,2.21049567539211e-12,6.348180314752483e-11,5.171629791078658e-11,5.842704098313334e-11,8.459472677913027e-09,1.3272447585421787e-09,3.1108271514312946e-10,7.670242219148804e-11,4.589370217189526e-09,7.270517521362763e-10,1.0423595320219192e-10,2.7161148330456797e-11,1.0829999397277135e-10,1.0436096431476471e-14,6.4499516838623094e-12,7.696343562457741e-13,3.6835151318026504e-09,1.0794904814481754e-07,1.3810002208458627e-07,2.636231233310582e-09,3.056177533267146e-11,2.385026720563843e-07,3.245743191993e-07,6.463819013369232e-07,5.5787552688535413e-08,1.2618256939322947e-08,2.4152113031750133e-08,2.3569866280936935e-08,4.434402789410541e-09,1.3634633144743447e-08,2.4710125751115086e-09,3.129448189476136e-08,3.690420813384776e-08,2.0793928690032715e-07,5.113953371882474e-08,1.0587464238653865e-09,8.288766117914292e-09,1.2897257262167727e-08,1.537458316214213e-08,1.8769218124159437e-10,1.9591563760190667e-08,5.791651047637458e-10,6.840247812611722e-10,2.2580992631304753e-11,1.0572322739488271e-09,2.1222337220905274e-09,1.7521007977805425e-08,6.329844226549142e-08,1.1501757990473038e-08,2.584117586579282e-09,3.811023940869518e-09,3.92513259672711e-08,1.5428144317652936e-08,6.132293006722023e-10,1.205599092779508e-10,2.9597621575838673e-09,3.932459080591144e-10,6.986218548110656e-11,3.732947284618149e-10,5.280252124428841e-09
2N1S,N1,0.0,0.0,0.0016766364662177402,0.02513508944555376,0.005901334821864168,0.2650425739536124,0.005318103402313756,0.048804742213206076,0.00617946879669784,0.002311519064030376,0.0011061165350698676,5.569890168644065e-05,0.0009544522137072686,0.0009514661419873782,0.10696942351579608,0.15933385868968175,0.10499626096674008,0.15699216424684614,0.003411234226195159,0.005398220565859813,0.007811496313848476,0.04649819431508595,0.038328828634426326,0.03961521682476343,0.027840051066742255,0.13333128707669406,0.08335921606398111,0.005444013072978704,0.015946233649070107,0.00437040828389601,0.005934778443399624,0.02546884523184678,0.004632240037721225,0.00012217830265370822,0.00016149740916726607,0.0029463311157167382,0.0012009003460424772,9.714075659950083e-05,0.008905385991589743,2.2411899429641835e-06,0.0011247172424124763,0.00012446388905740235,0.00033951824929046026,0.00047037248993553327,9.111845490372694e-05,0.0005724776446047741,0.0007875754266513102,0.0002565098350844064,0.0015035211135696613,0.0001935520938953772,0.003230420722934557,0.002657184075902652,2.7053204485483207e-05,0.0006734415451412623,0.001051157407238268,1.3265029927822525e-06,0.0072253345239863265,0.0006298280792935707,0.0005985132074814992,7.72868049914166e-06,0.0025323150903657776,4.0147776844357e-05,1.417078329390975e-05,0.00021153235014215177,8.845546104918611e-06,0.000272347492694891,6.9556070134702e-05,0.02072906224222315,4.281082841472994e-05,4.326180612856945e-06,0.0004574503386525208,0.0006988503087033138,0.00024217287341521399,6.69607873380329e-05,0.0002318010824180483,0.000490554559289702,0.0005191212055128958,0.00010077880334757872,5.132661191087351e-05,2.1925466451300224e-06,1.2663997608353128e-06,9.245771560850713e-05,2.702288642719708e-05,0.00010664984314612269,0.0025296153855922654,0.003736290893866734,1.045682615163912e-05,0.00019806596626104067,0.002032962166978791,0.003903003307144548,2.992893082565118e-05,7.324249607498778e-05,3.459241684944381e-05,3.143919596015898e-05,3.4119892446948796e-06,4.1504471724129743e-05,2.937767718869111e-06,5.684689288187883e-06,4.9574278230934965e-05,0.0002675744258238133,0.0001819536283553802,3.420223873673578e-05,2.9698211556627996e-06,0.0003026602947309165,0.00016634466169396234,5.167780816983658e-05,8.913297873780479e-06,1.4327170220207464e-05,1.776941651754349e-05,1.908424968855016e-05,9.593342421032602e-05,0.00018071460848112508,2.9165179500356686e-06,8.532826938800753e-06,1.4045337557888615e-05,0.0001192951023072375,1.0743828367854036e-05,5.4501167321419075e-06,2.20917106830143e-09,3.728067436981064e-06,1.014185309955451e-05,4.809444505537996e-06,1.603673960515195e-05,1.9631732040004124e-06,5.7994582229881075e-06,1.0607576014232123e-05,7.299978694419451e-06,1.9516894552040753e-05,5.3163815572077056e-08,1.2748149837982226e-06,5.0412157559520665e-08,1.7181323449744212e-05,4.5525072831509306e-06,2.231940676278299e-06,9.919760657339793e-08,7.0687738178421e-06,3.062989506474878e-06,9.443963611133199e-08,2.8364497417499024e-09,1.0645976766809895e-08,3.834700779137279e-09,7.214644639486067e-07,1.568754903757963e-08,1.529538651290352e-07,1.6121073542763042e-07,3.260679326544391e-08,3.3357410833545487e-08,3.9552749120375097e-07,5.4289637674287405e-08,3.5686238537557813e-06,5.809416459001682e-08,5.4809705662961505e-08,9.84767378753304e-10,6.106836090147283e-07,2.3010719996108264e-08,6.455501999624857e-08,2.5666597736062613e-09,9.882540563665998e-08,2.302724029235037e-07,5.018669166911849e-07,1.7003533918646951e-06,7.309813709888147e-07,2.5281032600688036e-07,3.1982758663673394e-09,2.4243518303990186e-10,2.7238309385779758e-09,1.5353182858390824e-07,3.669744241818762e-08,6.824404596983413e-09,1.957838513533261e-08,3.5262188724516363e-09,1.495752837143982e-07,2.220446049250313e-13,1.2599158005777156e-07,1.9253417971043518e-08,2.693394396402482e-10,1.0388503746128208e-07,2.467434678798952e-08,4.058759994762795e-09,3.1944819234297483e-08,8.743470392147401e-08,1.1506078188006086e-06,3.137138548936491e-09,3.559923289486733e-08,8.712430066282195e-08,6.682003501623512e-07,4.560384070373402e-09,1.3461087355892687e-08,1.772288538148814e-09,1.2301051288687859e-09,8.109825033741913e-09,1.5404968412013886e-09,4.6191162006437025e-10,1.1076759065531405e-08,3.721576504744917e-07,4.781013673849088e-08,6.593221790751613e-08,6.220983728155716e-09,2.432871282209703e-07,5.462819263613028e-08,2.6602469116454586e-08,8.254581462807664e-10,7.064328233497008e-09,2.194144865796943e-10,4.983284895843099e-10,2.660982545421575e-12,3.127358194632279e-08,1.0125793421522644e-06,1.6415065062780343e-06,1.813510435155763e-07,2.742481983730727e-07,4.430805314648012e-06,2.3633680132917334e-06,7.597857871299851e-06,4.4631622744262245e-06,8.647027638364335e-07,2.717549079100934e-07,2.2894390674377263e-06,3.5133551179455935e-08,1.3678511949777317e-06,1.2319742559441238e-08,3.122516525344565e-07,7.612129229173092e-07,8.646136773649005e-06,1.5882661195121273e-06,9.935834377472474e-10,8.145843333196012e-08,3.2119479249637095e-06,9.050153475520517e-07,7.60153038292799e-08,3.395346317436321e-07,3.1121583754512017e-08,5.0073297064301414e-08,1.78696168973147e-10,2.3719407105105006e-08,5.348818525874321e-07,1.2171633199109522e-06,1.1962664636655518e-06,1.456830212021032e-10,1.5667058583801463e-07,1.9022905428656145e-07,2.3407745297632232e-07,3.4399869619505807e-09,2.2943809074860155e-09,5.478210773901537e-09,1.1142504630079486e-07,1.614279665496099e-08,6.701159627198194e-10,7.54734283958669e-08,1.7487859782505666e-07
3N1P+1,N1,0.0,0.0,0.0,0.0037368557216717058,0.00465486354813649,0.0031070633377972,0.2684904734523186,0.002827114279982279,0.004486641340729847,0.0016819041722548889,0.01196218414656336,0.04376390485233039,0.00041361426907116083,0.014351097184134076,0.2618758406692292,0.16836476539697198,0.23910438348082863,0.10844581644489848,0.002286666169704299,0.012677496425596235,0.004009724152068461,0.02851776466429312,0.0309297305858669,0.004506126541671485,0.00781792246593671,0.010707394876487086,0.012938382262717152,0.013194318986232023,0.0070578642118310775,0.002361561497495668,0.0002214375201801122,0.01697403826076238,0.002136806918195955,0.00020126539258891185,3.543444186515643e-05,0.0010829615483465282,8.89058885000793e-06,8.847406395062762e-06,0.0023116936172260516,4.9015460610757344e-05,0.0006921608388750222,0.00017046717139246326,9.44181573867553e-05,6.6769013638001695e-06,2.8558487807694988e-05,0.0005816717884317146,0.0005369873937868253,0.0007146759459242258,0.0007691215741587598,1.6111232969961975e-06,0.0013066206829921434,0.0006548694894208396,3.6722891683105274e-07,3.280155731122392e-05,0.0003768783896322958,0.00022644327765775074,0.0003174778879815321,8.122650374531304e-08,0.00011465667632393206,0.00015301321168026405,2.629418554001006e-07,5.427025184800982e-06,1.3424435616249397e-05,7.502865664532621e-06,8.232241495131909e-05,8.801267159586068e-05,1.2085143962448086e-05,0.002965663854393785,0.00011840764143156157,0.0036008601682890884,0.0015716174372943925,0.004901979940606704,0.0014340072303800078,0.00028435482628896835,0.0002958046709391482,0.001975065202461934,0.002089576260748238,0.0003248173546075428,0.0019071173576357126,8.13305452540547e-07,0.0010832278085481928,2.142130214766169e-06,9.216448781290687e-05,0.0015154542262174608,0.0036521070802617572,0.006626068654791428,1.5100669487289053e-05,0.0005367150577213486,0.0005831261326449955,0.000964869473496055,8.667653012661702e-06,4.741093930937801e-05,0.0002747670241016742,9.723921791393586e-05,0.000775681462533262,0.00019997226605639185,3.656470379143073e-06,0.00016672817866147938,1.1403590406633413e-05,0.0006577360414445899,2.256610869277864e-05,1.6562842922951404e-05,0.00014389561346028756,1.0039559604102521e-05,2.2816149027882204e-06,1.5299258324663612e-06,0.00038514024370051025,4.123541980982637e-05,0.000388158538760619,0.0002488261034767625,0.00022135777971277193,0.00028615915630769706,4.264844452706029e-06,0.00015071632765328857,7.498593826005262e-05,0.0002948659010479915,1.882981351064572e-05,1.8521142925997935e-06,2.8513209226144198e-05,3.203050574773769e-05,3.4667080196726374e-05,5.117533044085576e-05,1.3600443526939898e-07,2.611395608420608e-06,2.802139340762899e-05,1.4400495956579107e-05,3.7965629307024074e-08,7.724717643764478e-06,3.717321894747272e-07,1.4702822177525832e-05,7.585116001962433e-08,5.881499629500908e-05,2.9267861644477478e-05,4.511105172078089e-06,2.7518743035415127e-06,6.616367254963507e-06,1.0252076783068276e-05,1.0555211462648373e-06,5.133000661183829e-06,8.855476412161778e-07,8.383672022160837e-06,3.896093987432181e-07,7.501617229621615e-07,2.3412793481725203e-07,3.6280608206595844e-07,1.2032424523411578e-07,1.0859464638635075e-07,3.965806856687237e-06,3.9068497503791377e-07,1.1090529974389085e-05,7.294822612635699e-08,1.6564588678491532e-07,7.630049925211324e-08,1.0002297212707845e-08,1.2661368691269104e-06,8.768958306148988e-07,1.080233285044585e-07,4.5465788978127364e-07,4.507523418739723e-06,2.33387323911316e-06,7.075805488199194e-06,4.022751552312798e-06,1.5074133288273117e-06,1.51690486838163e-08,2.1969517316478004e-09,1.6803368341200553e-07,2.1417225282149843e-07,2.3014766403761655e-07,1.0696129359999418e-07,2.993570724640904e-08,5.995732088592831e-08,2.2151039225093427e-08,2.1872992306271044e-10,2.8609745461594116e-08,7.082209063646872e-08,3.5050002900050004e-09,4.455746527298743e-08,1.0209140000050354e-07,5.563760563376263e-10,3.528652525730536e-08,7.316456773764912e-09,2.4082002925140955e-07,5.560711402452512e-08,4.440892098500626e-16,1.9704757381333593e-08,6.991891510210735e-09,9.687601298935533e-08,2.8898089698969898e-08,4.6145664622798677e-08,1.6639911670779384e-10,3.274010218490275e-08,6.879093583656015e-08,7.622189546196978e-10,1.790340675711377e-08,6.274497366121068e-08,9.133875877864739e-08,1.5971688771543313e-07,4.006057707783839e-10,5.188173934911333e-08,2.8687769493274118e-08,1.4177873541854069e-08,9.855827265425887e-11,1.2447489483591312e-08,7.605798213461412e-10,1.4308854767719481e-08,2.437744006655862e-09,4.9058454631989434e-08,1.5904897444407595e-05,1.990778644289648e-05,1.121724778396782e-06,3.292941985755249e-07,1.5688811985548057e-05,1.1533293438059644e-05,5.9490318757404737e-05,9.172725418338246e-06,7.967640213157878e-06,2.629866615144749e-06,2.395505156238542e-06,2.1534228669128908e-06,1.9405569235964037e-06,3.708482410047509e-09,6.01011502787685e-07,3.0268032524816135e-09,8.114145369386705e-06,5.047885408338004e-06,1.477537856509059e-07,7.065239056025518e-07,1.3616943248528912e-06,2.7180978463547945e-06,3.203554939101849e-07,1.931177626479652e-06,1.3567490531052329e-07,2.895161093086074e-07,4.0651500832211696e-08,1.740656641047167e-08,3.6354263466265024e-07,7.500350607259065e-07,1.4038838753727134e-06,1.3653069608210444e-07,1.349332503508549e-07,5.265014837441129e-07,1.665783991189329e-06,1.5243259543495924e-07,3.210324330815695e-07,1.2967831364285587e-07,3.0015546714778907e-07,7.330067197663936e-08,1.0120130888857659e-07,8.527273109848466e-09,2.0413207035829828e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.022644248945488332,0.03250315586761943,0.003765285429377929,0.20499173136905657,0.025510036011876736,0.003582056921618282,0.002073894526762432,0.01368303253191172,0.003836712545124632,0.0004940182163850615,0.0731973186986199,0.020623755587924286,0.021128147890667304,0.028037113893488286,0.008565950048361914,0.04537694137370396,0.037181894905864876,0.11828803908970631,0.11659999541341337,0.013001546190531066,0.012722287210517713,0.005865000329491554,0.06720267409995495,0.0011241573838909336,1.9986125614490646e-06,0.023555429414333418,0.026614334708790155,0.01027449832752425,0.005307252615676106,0.0008253559095798835,1.5151288325299106e-05,0.00300315992980682,0.00029564833053141726,0.0007667537196702767,0.0005372566061776496,0.0008731033294213653,7.544851872154368e-07,0.001629716108317858,5.771709487545351e-05,0.00013037953010197612,0.00048458284654517847,0.00043578417667244906,0.000508590594227698,0.0009859529619020702,3.636895317127298e-05,0.000482033367272372,0.0019047152803968181,0.00032755158502029147,4.4599981336324035e-05,0.0016391856164075236,0.0018148716646417817,0.002984477343389358,0.006995284041425354,0.0013236631504747187,0.0004221827531374345,0.001019529532679364,0.0006661591651773158,6.809649852890232e-07,2.3833857187405272e-05,0.00013180853763872236,0.0005892675263781122,6.223153502937784e-05,0.0003124166309969034,0.03942892508140261,0.00044975838976291094,0.008538144543922765,0.007766069069913506,0.00784497807776674,0.0027956047348629554,0.00033525999988226474,0.0005241335371266587,0.0049873647179135006,0.005573398213535974,2.1841337439987285e-05,0.002811592876002189,0.0016239180652670715,0.00585150756460906,0.0013510954545168374,1.6618657134648274e-05,0.000330878832774939,0.003970861267892811,7.636428049595523e-05,8.804077677027067e-05,0.00022809795968115054,0.001265415506186418,0.0002912108133172886,3.6479933336330816e-06,4.4613270629101365e-05,8.400464072488845e-05,0.0003216709628497405,0.0002891778261671085,0.00040859872813236997,8.474923628165598e-05,0.0028228157878138482,8.020173014600118e-07,0.004147206656201163,0.0001214815352179599,0.0003538452658129465,0.0014938768653203205,7.363911831559378e-05,7.927495364956627e-05,4.707874702969406e-06,0.002310201510797416,7.765171197604559e-06,0.001169288555860959,0.00032518222372668326,0.0006563828491130685,7.663932157520037e-05,1.513152261667372e-05,0.00047935906764617897,0.00047524940422105644,0.0012478445431551854,0.00040288778031660755,2.796180439590401e-05,7.757695177268431e-05,1.8955553735100494e-05,7.762111422682239e-05,8.12632936619817e-05,1.3774595503335263e-05,4.364258882283423e-06,7.714499778876949e-05,2.440410507009716e-07,4.835583082307693e-05,9.836017821118759e-06,1.0846097926453524e-06,2.3695516661259575e-05,1.2564819176219544e-06,0.00011177181414323556,3.094462147057442e-05,1.6239383642258076e-06,1.9282068888237802e-06,1.0171327384789208e-06,1.2207871435521156e-05,9.548146653770573e-06,3.4688679238392695e-05,6.152664225878013e-06,7.728004843920999e-05,6.330544609856048e-06,1.625929993220865e-05,9.616003522339156e-06,1.7041223498992508e-06,1.3383309118708553e-06,8.528270654117875e-07,2.5986662327337484e-05,4.887600641101386e-06,6.527727866068034e-05,3.378639054307797e-06,1.4464541195913228e-06,1.386230126243504e-06,6.837014852045797e-07,9.909261466489738e-06,2.3467135554788854e-06,1.237011777455166e-07,4.986159105602184e-07,1.0738904618889933e-05,7.560118945537653e-06,2.1618223799979575e-05,1.4250142664540277e-05,3.0720942856277134e-06,2.3036153429245587e-08,2.319403780148832e-09,6.531852472235755e-07,1.115067386869839e-06,1.2599691645576172e-06,1.1260337906549012e-07,3.220357314148714e-11,2.2342113492612725e-07,3.455925945416993e-08,6.457050494290684e-08,7.6189556041939e-07,2.9595158546058542e-08,1.1950708400654264e-07,5.711649384565476e-07,8.210396491570293e-07,1.8872160945093697e-08,4.6025796285320553e-07,8.330884306850805e-07,5.814918834001759e-06,9.006458689952979e-09,6.460746115877214e-08,4.088739968821642e-08,6.598876955976607e-07,5.7171769540786954e-08,1.3238252516423188e-07,2.5574454221022336e-07,4.2058401206190865e-09,3.355516278169546e-07,1.3047661218124063e-07,9.327817185322829e-09,1.8880264951448567e-07,4.961148651894121e-07,9.559815294934992e-08,1.2134600351210167e-06,1.5930394781094037e-09,2.8119467287979205e-07,4.5443511176301854e-08,1.225569641327695e-07,2.8021300835234797e-09,6.694737253454264e-08,2.033782253718641e-09,7.857836270552809e-08,9.864820071925351e-11,7.325654993728392e-08,1.1390012307987973e-05,3.626220034114169e-05,2.341659495863624e-05,2.171740632217478e-06,5.1294443075278195e-06,7.010058555856347e-07,7.1320224708237845e-06,6.429204919555787e-07,2.823992468403702e-05,5.959549438827594e-06,1.2718849568438273e-05,1.1421566674663097e-05,3.086927602424794e-09,6.872970415017221e-09,6.181573737329416e-07,2.1857585310591787e-06,2.7411233687324454e-06,1.3568352530413108e-07,2.9832931947026964e-07,5.927649509018806e-06,1.2732550511707075e-06,7.424616033091525e-08,5.740312152280325e-07,3.4757837015231274e-06,3.820565033230139e-07,2.344358876138486e-06,6.138122254917278e-08,1.940477076800562e-07,4.281444051290606e-06,1.5675813145321627e-06,4.15626212779685e-06,3.609508906876613e-06,5.848780304518186e-07,2.343363112444763e-07,2.1020007068273117e-08,5.132477585156892e-07,2.2270775934529752e-07,3.6095322393236984e-06,4.663463490928166e-07,6.293473155949414e-07,4.200495089534684e-07,1.91190268461483e-06,3.1355109175734697e-06
