atom_numbers,value
N1,10.567493835017885
H2,1.9265814511576669
H3,1.9193945992907198
C4,9.638920549152033
H5,2.0881585280442283
C6,9.680028061082242
H7,2.1091832877367134
H8,2.0944278014750384
O9,11.014184139816159
H10,1.8128447096052325
C11,9.754412157717683
O12,10.946238989491414
N13,10.384604969479014
H14,1.8951682416357163
C15,9.57120312128098
H16,2.0191825872219873
C17,9.636997854372687
H18,2.0813292467000366
H19,2.117619242762485
C20,9.690196678588965
H21,2.101004023833077
H22,2.1008617662593307
C23,10.022563906690696
O24,11.005441538691636
O25,10.996624069880802
C26,9.762018303748471
O27,10.926953985443232
O28,10.898813048563735
H29,1.7831126464353861
