 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,H6,H6,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,H14,H14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,H20,H20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,H29,H29
1N1S,N1,0.0,0.023692906207980702,0.0017749633899011297,6.88244451798603e-05,0.00037679594630701807,4.8007318800058485e-05,0.003273791964633732,3.7213625996734834e-05,0.0009655701166573216,6.956983694951513e-05,2.5031484127607806e-05,8.67155536592723e-05,4.425358091364462e-06,6.4139400570289995e-06,0.007884567669101727,0.0013870794526193997,0.007864192741555254,0.0014076430200959944,0.0011862638541293158,0.0023368849918230516,0.0011483041198645516,0.0026136150388380575,0.005928327036336611,0.0006774352433123187,0.00021959718490127678,0.0001915426643224194,0.0006361763712905422,4.373644259397791e-06,0.00010909717959084464,0.0003760949863610419,0.00012956298473723593,0.00022237943683428574,0.00018139427621366444,2.0050378732205942e-05,0.00024031372617461244,8.998279768523965e-06,1.5034562758642345e-06,5.054132434789693e-07,1.022059480160209e-06,2.1623341439624966e-06,9.290544914941634e-06,4.3458895069514725e-05,0.00011896552178025654,1.4825028634701809e-05,9.436098009918403e-05,3.9284905278824667e-07,1.2106546169399213e-05,1.7241594786165937e-05,1.06377907388433e-06,1.4189033281652996e-10,1.9319387953020684e-06,4.786370933596018e-06,9.440559163231832e-05,3.866725362122736e-08,1.021972554338113e-05,9.347087481792471e-08,4.107847774603712e-06,1.584472713478391e-06,1.0815449521084375e-05,1.200552230545826e-07,1.4669059023031394e-08,5.775171768584997e-08,8.881251596648543e-08,3.575942810335464e-07,3.0746705827200405e-07,5.933831516147237e-06,1.0681271364942901e-05,5.4126079209737554e-06,3.2366069437905765e-06,2.317492248549158e-06,3.8461874107831306e-07,1.7122414062153979e-06,9.879606874818592e-07,6.146812621121711e-07,6.295501064901288e-10,1.7368334520595496e-08,2.0241370829454652e-07,1.1296706944885493e-08,2.271043031853992e-06,5.18642660041202e-07,6.236973437712123e-09,2.9732231165979783e-07,6.189987675764286e-07,2.3132651350010747e-10,8.499742516487885e-07,4.313376538167546e-07,1.51579492624343e-06,1.4571927509088312e-07,7.042518737065961e-07,6.399328000838977e-08,1.6165453614602754e-07,2.1781347003813067e-09,2.10309743786663e-08,1.2293981027644563e-08,2.2871637916921372e-09,1.202171109659922e-06,2.936369253303539e-08,4.1302849806967856e-08,9.385768851011278e-08,1.24348669361396e-07,1.3663909492755977e-07,2.5879895781955042e-08,7.921492040097178e-08,6.806953400939619e-08,3.7711337830259595e-08,6.600935298362032e-09,1.7924293993498708e-09,2.365647955304695e-09,9.22544340919984e-09,5.781957135297944e-09,1.1397367716270423e-08,2.6672068997868337e-09,3.025532291367483e-08,4.3081649359066887e-10,1.385457054636774e-09,2.5779617551791034e-08,1.1162404334186249e-11,2.9197504414213427e-09,1.1825684986810359e-07,3.5825076238893416e-10,3.8920605405223796e-08,2.030750101411627e-08,2.3914996649665454e-09,3.420188021685533e-10,4.6557424582260865e-11,5.73198710718259e-11,2.1604528444019166e-09,1.2246009206684505e-09,2.9656943345557352e-08,1.5342645598437343e-07,4.745039944298313e-09,2.2054545301131157e-08,3.6949305837197244e-09,3.5801865916340603e-09,8.513947324928495e-10,4.7453585505508045e-08,7.21063608821737e-09,9.895265273840437e-09,3.108554746944492e-09,7.099371091001672e-10,3.127555436854834e-10,1.5653530277548455e-09,8.929798567258729e-11,1.7087783965585857e-10,2.935616194577051e-10,7.46452455402391e-10,1.0043226250644466e-09,8.902680814770747e-10,2.6632400951243085e-08,1.0154565395215087e-06,2.0525418309436105e-09,7.3619050855455725e-09,2.8061502010956474e-09,6.0749394403813994e-09,5.734213104346964e-10,6.304239352772356e-09,3.47330919581168e-09,3.591640984623723e-09,2.9049296301764116e-10,5.444140138699538e-10,3.312952689960014e-11,2.176238661499852e-09,7.979467087082526e-11,9.709272413838121e-10,2.0750516860346124e-09,2.4325241820832844e-09,6.895595205946847e-12,9.570255699031804e-11,8.459897227197644e-10,1.5929018104543502e-09,6.885603781592309e-09,9.004957668423685e-09,7.419709291411891e-11,6.915418460096134e-09,1.0688594009877761e-08,2.6403628727855732e-08,1.6317300288726244e-08,6.242552275104174e-08,4.592499158739827e-09,1.7533690055415718e-09,2.2747900230157825e-09,2.0204360406950173e-10,9.39553093659562e-09,3.3028685064717678e-09,2.4638673046251114e-10,8.64810445477815e-11,8.6594456050193e-09,3.16608481654157e-08,1.8127721546079556e-12,6.70481448139526e-11,5.7809954601140134e-08,1.1838579228040658e-08,1.65350177994128e-10,6.367129046225273e-13,1.7827128662162295e-12,5.326544760819729e-12,2.570229584719641e-10,1.5420595356196998e-11,3.1536554756517177e-09,1.0199483480022309e-08,1.178414699154473e-09,6.93607393742468e-11,6.719969025681394e-10,4.117145513404807e-09,1.0506373548935244e-10,1.3461232128975098e-11,1.2898571100095069e-12,2.0937662714715088e-10,1.7733991913848612e-09,9.240752052441792e-10,2.3718915720394307e-10,9.705216214017653e-10,1.7657644235669068e-09,3.5743873416649308e-09
2N1S,N1,0.0,0.0,0.032770847308693174,0.002696103914820558,0.006077722068404512,0.26460570374847237,0.05336873156008082,0.0025387696473004873,0.013494187622198783,0.002939771700472882,0.001582129708877833,0.001839559210304209,2.29106186544481e-05,1.4213357506731583e-05,0.10495232006128408,0.1582516943340293,0.10619144894611265,0.15992133813397258,0.003421283614088777,0.006445929901918834,0.009243372909631287,0.027411697911678523,0.06034768430336701,0.04185601358758939,0.04125223304563086,0.06364906138934057,0.15349800905591504,0.0005674680936402776,0.007657315433493128,0.022270459831365885,0.008260677395150351,0.017981613939260566,0.005040395833171285,0.0001546722230871822,0.006561125082707786,4.970879536969619e-05,2.386813740806737e-05,0.00014141500731845724,2.4408894828908956e-05,0.0002819303697743081,0.0004543962451348804,0.0002993831946422887,0.001063128124631607,0.00013947397070790402,1.8002020180318823e-05,1.1198854144245374e-05,4.923555381175504e-05,1.973324774695584e-07,2.8531645480889267e-05,3.868831370734682e-05,1.2339170538444577e-05,1.4646549293395594e-05,0.002634316109172641,2.8141378744628298e-05,0.0006917879574581676,3.679159673897203e-05,0.0023628458649498363,0.00012768448574140834,0.0013296710097914222,9.7904207295052e-05,1.0282074953682496e-06,1.8487432123626135e-05,1.1891532125662962e-06,8.793329188350185e-06,4.273307259827774e-06,1.3581539721752023e-05,0.0004165115712120304,0.0001608745457963856,8.400111697026702e-05,4.818219989122241e-05,0.0002637264631868419,8.721606521788772e-05,0.00014893904100699018,1.511675460186268e-05,7.673774389260757e-07,4.6357414982933776e-05,6.909701478874375e-05,1.4055843354787712e-05,8.823195839546827e-05,5.045117356372586e-05,3.208931141474025e-06,7.026009752220119e-06,5.9708468366448386e-05,1.678712280295258e-09,6.780516221960298e-05,1.41976782241926e-06,1.0248709623184027e-06,1.2897148953250337e-06,6.997325758817396e-07,2.2137089275897637e-05,1.4044235286281292e-05,5.5305794799398456e-06,6.034466260018689e-10,1.407739035563793e-06,8.182377397858431e-08,2.4622415456754254e-05,3.3590288861518047e-07,3.194673213968713e-06,1.1296261524407214e-05,6.134124284074005e-06,1.3039112064738845e-05,5.255086081845661e-07,3.902728960447632e-06,2.3292831645704837e-06,3.1720225157627624e-06,1.027111971474426e-06,6.118581796776823e-07,4.440517664683341e-08,1.2983351800333054e-06,7.881225878580977e-07,7.839193973957492e-07,2.611068992131038e-07,5.149884556576723e-06,2.2418696965509355e-06,1.0987928344974307e-09,4.771961639171707e-07,3.447879404205878e-08,3.359365141619719e-08,6.881452913276576e-06,8.653760596999405e-08,5.465617265443257e-07,1.0506696099810142e-06,7.567907105432425e-07,1.4723459340615364e-08,1.6064829422290927e-07,1.9834065501100895e-09,5.733741046398677e-07,2.7237911237598667e-07,2.0482015807843368e-06,5.181722355640517e-06,6.793213769284989e-09,5.124828730274089e-07,9.355135777155965e-09,1.1457110771218026e-07,2.5681612392247644e-09,5.060612009444299e-07,7.462734430419005e-09,3.317633279209531e-09,9.354097185720889e-08,5.497705690693522e-08,5.1262985190092536e-08,2.1503930081046008e-07,4.37563185684553e-09,4.5324679120994915e-08,2.0875503548012375e-08,2.016328837228798e-08,1.6156706195147308e-08,7.59990732568383e-08,1.1850920689226996e-07,1.565578038276172e-05,8.71805960755978e-09,3.79254454951905e-07,1.1136187305638146e-07,3.176947744876202e-07,5.139600478543116e-08,1.474281368096797e-07,6.945764763344187e-08,3.186037922375817e-08,8.045521582289439e-09,9.41679099142334e-08,4.070582537707423e-09,2.8313183686456966e-07,2.2734681026648218e-08,8.517695571086392e-08,1.5637451333816443e-07,5.478551923232544e-08,7.47471418094392e-10,6.714121703055298e-09,8.030784615087327e-08,2.434802226503052e-07,1.4392672387231187e-08,1.4176769536078382e-08,1.9108211457563584e-07,7.640142287712592e-07,2.0424408830876928e-09,4.855915358703555e-07,4.506833470863114e-07,1.3194434576035974e-06,3.464900810712379e-09,2.995551993123513e-07,1.700221339273611e-07,1.39937617049668e-08,1.8326152420033992e-06,1.626470722548845e-07,3.1641696374151707e-08,2.34304332380475e-07,1.1120600214020726e-06,2.4917941026103563e-06,1.0328186039743059e-07,1.0018754759144599e-07,2.0354749210582668e-06,5.810705263620264e-07,1.7319656553382856e-07,7.426788317665967e-08,6.6846528312680675e-12,1.8814749758178095e-09,1.1379400488564784e-07,8.206153601086896e-08,3.604602394347012e-09,2.9139961554847105e-09,2.2784852138357792e-07,3.116591282825709e-07,1.0332716948724396e-07,9.326402761189456e-09,3.43218093945552e-08,4.2214920270566836e-07,6.999803003893135e-08,9.468540840273931e-09,1.3777362140032778e-08,6.283133124895812e-09,7.722755324124364e-09,2.044379909804661e-08,1.3968950440812478e-09,3.909723211847904e-09
3N1P+1,N1,0.0,0.0,0.0,0.012371110142245456,0.005068045186109149,0.03369701794800761,0.12065653959571065,0.012417615784780622,0.007134385043396474,0.006194462926035538,5.939784885500288e-05,0.0024948988605195677,0.00544829858709206,0.000689841162276883,0.00019877685889779784,0.0025836612616565446,0.1985969720417029,0.08034284020728144,0.003065518181402105,0.014085555722670673,0.0006294064132461585,0.023854448875773038,0.04417969341997763,0.0021068199673885957,0.02971204093977109,0.008859423234233166,0.007678905520920765,0.03708087762742873,0.002973310582076838,0.027011634128367268,0.00012030003861474015,0.01345936589319896,0.0029562020409170664,0.000504520668816788,0.00119965615229356,0.00034837829174394486,0.0006253429930351828,0.01560262437968074,0.02505945287552791,0.0007525327217430267,0.00290427267592408,0.0022770533118015024,2.616445701431047e-06,0.004632975765062053,0.008486085048001968,0.0005475232736973368,0.0009437753367502744,0.004292640126621672,0.0009090967249405502,0.00022371147601707442,0.00010443138983573519,0.0017898937500144818,0.004952319066015676,0.0004704616273913942,0.002248320518968505,0.0009526996913500341,0.0005761409642710547,7.750810904649796e-06,8.205204604649907e-08,0.00029483824161102845,0.0005977516354713774,0.0012365271205097006,0.0005469094303101052,0.00013507122317157894,3.6881075931249896e-05,0.0013780992435421524,0.0002835994501286798,9.69647069304358e-08,0.0023514783853681998,0.00010445035749917508,0.0005588456318217361,5.013753929139497e-05,8.60023918747288e-09,0.0006231977068205108,0.0003114921157243433,0.002731694073067281,0.00015040840966618063,8.818048151471025e-05,0.000558405742296042,0.0002711228751857142,2.0762384411288082e-05,0.0005420073202526687,0.0010687269843177027,1.164727196423243e-05,0.00023557687901609725,3.606003188361129e-05,3.58418010777406e-05,7.745072193365843e-06,8.829052705694451e-05,1.7448691107757597e-05,3.443534677627369e-06,0.00036680936367927686,5.458997402785215e-06,1.5336266024013057e-05,0.00012438715733997796,6.90623096621934e-06,9.691691613689102e-07,3.468361424019406e-05,2.3891740725368038e-05,4.813556273708386e-05,2.5874805855252703e-05,1.1257977265977104e-06,8.2003149337595e-07,2.4507880598267917e-05,5.62440350737603e-07,3.601924911666998e-05,1.281287132548492e-05,2.7093776654885104e-05,2.730779646631376e-05,2.0578869552867474e-06,2.0484632381467804e-06,1.9022071739982493e-06,4.44065891564982e-05,3.7764705352216765e-05,2.6524774598968293e-08,2.149741519019699e-06,3.807399200361772e-07,5.334791267852523e-06,1.1948145304252478e-05,3.7011266029729484e-06,2.85124686527638e-06,5.272009473422656e-06,5.847126614000331e-07,6.502649796402693e-08,2.0068975346010376e-06,5.412353965006389e-08,1.700832278794806e-06,1.5676207836268219e-06,6.321427846511796e-06,8.168340226433202e-09,5.435558669830698e-10,2.9828088621286497e-07,1.2694608120256134e-07,2.2932574950118578e-07,2.423652616379002e-07,3.5111220597627835e-09,4.933139674534459e-09,1.3910642904235715e-07,2.900541575812099e-07,1.4047380547665966e-07,9.176027737645143e-08,5.374691074422344e-07,4.5267464954257264e-07,3.5201932480077858e-09,1.821572706006691e-07,8.676750207214923e-08,1.4234294098969258e-07,4.657434518051673e-07,5.980068795707894e-08,1.5118940321912078e-08,5.768044308851472e-08,3.239862266912752e-06,1.5790574314777928e-07,1.731179420705331e-06,2.832119809781375e-07,2.7195042573424644e-07,2.448113134434493e-08,1.042156240860237e-06,3.84297660360744e-08,4.3002471050712643e-07,2.155181981766674e-07,1.1277581957180871e-07,1.997115761653845e-08,1.4672063142207037e-07,7.546032989580453e-07,3.786515203607621e-07,2.5676253256889936e-07,4.6493171934613997e-07,3.4790070380097404e-08,8.628322980541725e-07,2.44812100458347e-06,5.0398285362796e-05,5.187383935734147e-07,0.00010626598946883448,1.006625445221232e-07,1.168418984587305e-05,3.151811951651595e-05,1.7179582476600785e-06,1.8713334005049376e-05,2.784454544246806e-05,4.758015518557812e-05,6.668726551195547e-06,7.900345422084953e-06,1.5452989643893744e-05,5.930964719347287e-08,7.177168539485024e-07,3.54505543720407e-06,4.904622097789968e-06,5.76688255149449e-06,1.274057104261317e-07,1.1225509140011525e-06,2.6776891139945747e-06,9.685641717105398e-06,1.4355623789708005e-06,4.635775918693241e-07,6.527788416477165e-07,9.592963712279357e-08,3.5243653107031037e-08,8.051380819829035e-07,2.04904762592939e-05,2.3904121333906403e-05,1.3025015284995334e-05,3.6180788094419825e-06,3.3652791859850595e-06,3.323067425675674e-07,8.266931494915752e-08,3.2820317050763492e-06,1.6449456841094445e-07,2.0102857597459334e-05,1.0439020743380212e-06,7.001709749543394e-06,1.9228794307935004e-06,9.713912650255452e-06,1.84564646446006e-05
4N1P-1,N1,0.0,0.0,0.0,0.0,0.002819331907098821,0.001445549251156919,0.015253320967515194,0.27302785651299155,0.005267475119895337,0.006433593315241515,0.009742621296933374,0.00044766289543596294,0.03952990699736114,0.020111936515461615,0.3039444486426617,0.2149086999963239,0.008785295375421942,0.003877306660320823,0.004092146340908265,0.03070976375819212,0.019514000646843943,0.029277634078312076,0.08821118443570253,0.014098950150971845,0.01395753724477844,0.000142702935299166,0.058929557340175354,0.00101691025777928,0.00012864969494197354,0.012499371046350127,0.03018586851832783,5.640051586586203e-05,2.5425345766105778e-05,4.484852039032816e-05,0.01237176728700895,0.0019455270259083335,4.476624737570489e-08,0.00045857854686115473,0.0005069277351181789,0.0005629411707315235,0.00014788669293563927,0.00017717690368534988,0.00030281644960306053,3.781983076089901e-05,3.4754105242562616e-06,3.102779939578859e-05,0.0006704211638104418,0.00047226806889311135,0.00017910129218146054,1.3068695793538865e-05,9.670334153444315e-07,3.451581471747289e-05,1.6174647625710747e-05,0.0004623486820918288,3.336930312780595e-05,3.962471665497347e-05,3.752463817230378e-05,1.2730271937932969e-05,2.5351125801709173e-05,2.889853665255515e-06,3.8015800861268545e-05,6.250416670372516e-05,4.038054645061351e-05,1.6459737934626517e-05,8.291094977685987e-06,0.00019335048269653043,0.0002585944491930725,0.0002994903142372607,0.00030375034784624333,8.621059863855862e-05,1.4355171929381072e-05,5.356771339393163e-06,4.8818708448195025e-05,5.072573550757298e-06,4.533601935818865e-05,4.10882291768111e-06,9.28304831560034e-06,3.4901052853975045e-05,7.176443958911705e-05,0.00015422161516598365,3.2548762396444886e-07,3.4020936876544283e-06,6.407706661892831e-05,3.6329355479480796e-07,1.6813167431628528e-06,1.6180268249677e-06,2.6683806275684674e-09,1.0360722246804954e-05,7.542522895143122e-07,3.8205334658147905e-06,3.7486520869656204e-05,2.107127956563204e-06,6.631891864561368e-07,1.1472115520660964e-05,2.9653736710599787e-07,2.2073933791944e-08,2.761551238794624e-07,1.0157445585079472e-05,1.0039614510848338e-05,9.068342025742027e-06,7.69183571636134e-06,1.4617261707705609e-06,1.7522005801851037e-07,2.5525649349766866e-06,1.4332788418336406e-06,3.2346942722139005e-06,1.1875709282627156e-07,2.80229417404243e-06,2.1688135509734252e-08,1.2208720412409946e-07,1.1218076658714438e-06,3.3461065029882775e-09,6.767016026643091e-06,4.449671463735427e-06,4.891188565281368e-09,1.2639223001542632e-11,3.485733772734534e-07,1.2768880619518086e-08,5.21903539940638e-07,4.921894003473426e-09,1.569848717686284e-07,1.138080873985814e-08,2.2586796077916915e-07,2.294032697136572e-08,3.945400011140521e-07,3.3686378131392303e-09,3.859432877728608e-07,2.295306611443948e-09,3.203315892541525e-07,4.7012884074604244e-07,7.161822845880295e-08,2.4327864771578334e-06,7.802878638329958e-06,2.412271294272017e-06,3.37230346181272e-06,1.8037186477748435e-06,4.227574543769208e-06,4.4440547286583865e-07,1.8757434050442612e-07,3.5605188597465087e-07,4.898343464176946e-08,1.4330954778429827e-07,1.6936963609381905e-08,3.525693648143147e-08,1.1564398829655431e-06,1.0661162743730301e-06,5.543282721731657e-09,3.0326443134498504e-07,6.379216140217636e-06,8.03204595856144e-06,2.8073716906718005e-08,6.546329305301413e-07,5.441713151199679e-07,2.903475251336829e-07,9.48464418115691e-10,5.837531968921894e-08,8.205984425302404e-08,1.1351087181310504e-08,1.0117661464192906e-07,2.8206592617152637e-10,2.8350930936227314e-08,5.241066469707789e-09,3.8097956789329146e-08,3.533467074490204e-09,8.020770714267655e-09,1.3666469911299828e-07,3.158739358966045e-08,1.5862010238620883e-07,9.423313063194882e-08,7.212083064089825e-08,3.6396375024949634e-08,2.8909254412567975e-06,2.382206432116618e-08,1.5861477011824832e-06,7.720384438414385e-07,1.8008742497244157e-08,3.0187336532705444e-06,3.0509077708629206e-07,3.3245458164188335e-07,1.3899236117609348e-07,1.910253466519407e-08,9.317020910337703e-08,5.239512756993747e-08,2.3434650597842221e-07,2.1994006615955186e-10,9.424883984365806e-09,6.559770504566131e-10,1.0526116023257259e-07,4.225227723253511e-08,2.382807728906755e-09,1.9055526578881654e-07,4.263590485109603e-07,9.780543841486633e-08,2.383484498658106e-08,1.4724013452926954e-07,2.0415442758547897e-07,2.7020584436598938e-08,4.663133346127779e-08,4.147293397593899e-09,2.558792853157854e-07,5.756562337921878e-08,3.8161551696447304e-08,6.368680249835279e-09,1.332912491491811e-07,1.6447155193333174e-08,4.091138627870805e-08,3.7542321695838154e-08,2.852632374761299e-08,3.6969376404627496e-07,2.272282157989025e-07,2.394648235259922e-08,2.9073946361535263e-08,2.9087262820581827e-08,2.3494472456420112e-07
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.008700753455828991,0.005385652456883161,0.004186747267368229,0.2845814037409893,0.00985579740579845,0.0009677319688410346,0.04948455164344101,0.002626331637726853,0.007132614346255117,0.034115827897725826,0.00985909509436711,0.2505989066836616,0.16243241393857133,0.010171279935206279,0.0683656513794797,0.040725336566464154,0.09552681557772891,0.17892186816084799,0.024958329630840215,0.012253140476923718,0.05475654054014356,0.03888785681300311,0.003435203725384195,0.00873331152022061,0.004486085338012424,0.005053580975501237,0.017937046398712075,0.008159775787297097,0.0008760729010255375,5.0448809645331494e-05,0.0003534850992705785,0.00020526437044532386,0.002501630815274769,0.0064336865529743825,5.703655153510567e-06,0.00027914104562842823,6.337271039091874e-05,0.00023692328983937472,0.0011555096298359047,0.003641137090751201,0.0002947698557946854,0.003243868237774672,0.005018159199340566,0.001559517817351752,0.0002661199034563744,6.308468636362363e-09,3.1280267798194927e-07,0.00020842020232070269,0.00020083945055660024,0.0015639202070105718,9.248852893328774e-06,0.0001380064367362266,0.00010386206626389338,0.0005644482173261522,0.00015508214945558763,4.794044657852048e-05,3.155721769454445e-05,5.057296804888978e-06,0.00011952956491212419,8.06606365177931e-05,0.0025940235678576506,0.001256223213177865,6.4118004008406615e-06,0.002095038277317496,0.00047145510940227453,0.0003620329894773455,0.00011193547837207163,3.3318475029187056e-05,0.000733604465346982,0.00011081844819504916,0.0011489649798206436,4.80951033894339e-05,5.276001442622302e-06,0.0004592921114214832,0.00022566720912209348,1.2109842500995782e-05,0.000349248376223521,0.0013219994856852324,8.652012728482816e-07,9.94200002697454e-05,2.1393417078741095e-05,5.915063071437743e-05,3.81849745911822e-06,5.971376544344764e-06,9.54622412008277e-07,1.3685481548009193e-07,0.00014469085206925136,1.217181400559042e-06,1.2384781200580619e-08,1.6337554370693397e-05,5.64918325451913e-07,8.827555326718084e-07,2.4577335983710924e-05,3.810816129012906e-05,4.021244372909294e-05,3.212015165532378e-05,2.8040311423893627e-06,5.657177837292693e-07,1.4686060568092074e-05,6.40244978145077e-06,3.505083439647727e-05,1.4389639345857574e-05,3.0823425489767686e-05,8.4715170938221e-06,9.826796487644174e-09,5.871748699259882e-06,2.312824665118285e-07,5.4550536409792016e-05,2.6717726273606246e-05,1.302295506988571e-07,5.113903467357517e-06,1.1395783072742915e-07,3.6986432934149605e-06,5.994906193684812e-07,2.8414325718983946e-06,7.2553563157384815e-09,3.0805259854105316e-07,1.3847337898553747e-07,1.8431580706135264e-09,1.4717973604305712e-06,9.265670724012409e-07,6.345422061126982e-07,1.3788704023021126e-07,2.022915612798215e-09,1.005611730242606e-05,5.4006250582716575e-09,4.2062252347818685e-08,2.1580560778389213e-06,2.5821917137847095e-07,5.982324191577959e-08,5.546317161098102e-07,1.8448593541720015e-07,6.213340735250483e-07,4.116832652556468e-07,2.24312226571044e-08,1.0301640118726141e-07,4.9219637254793724e-09,1.6304081795759373e-07,1.4911990531274455e-08,7.706253990491518e-08,2.2772371099932798e-08,3.866148778897127e-08,3.7066747227143537e-07,6.427744647652389e-08,9.862007859684496e-06,2.1103069514083472e-08,1.0957205791584101e-06,4.89819709237338e-08,6.115149648877605e-07,3.8529910817430846e-08,4.2206551142953685e-08,1.5626012483949125e-08,9.240585190362083e-07,3.472294047845992e-07,2.0819511670211455e-08,5.1512581977775085e-08,5.2167767661259745e-08,3.3697090007223096e-07,5.713136335128155e-07,2.732648018977102e-07,3.1551669898988166e-07,6.429100753990724e-07,6.579379703275379e-07,6.510443384399878e-07,3.956390770554208e-12,8.406990226195177e-07,1.3470926786052217e-05,9.323946903450064e-07,3.1341758853553614e-05,1.8412415503377133e-07,2.512344220662044e-06,2.1574865700646484e-05,7.182852570508658e-07,1.516832453418715e-06,1.1499064395126268e-05,5.021007337657757e-05,9.553798798300761e-06,2.6649605469053483e-06,4.962958251031324e-06,4.336153658357489e-10,3.7240214911804514e-08,8.971539955382468e-09,1.0566941743839209e-06,3.770791969781584e-06,2.963752741003134e-07,2.865055956924323e-07,1.3174499535750783e-07,4.028836253500145e-06,7.40027411127997e-07,1.3181337044088082e-07,3.658863954036917e-07,3.79171012365731e-08,1.6210990017029303e-07,4.346571704783031e-07,1.2818619110177565e-05,1.0244077790488859e-05,9.732480722224324e-06,1.3341559412793913e-07,2.0367398407827864e-06,7.595973317009452e-08,9.906062636844126e-10,1.3476621596453242e-06,2.0096457831186854e-10,1.1079739723252047e-05,8.32790871818645e-07,4.385437532450354e-06,2.8083386547361755e-06,7.683016533199805e-06,8.854551360126806e-06
