 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,H20,H20,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,H26,H26
1N1S,N1,0.0,0.02328988434497048,0.0014931409563578857,0.0006148334638318431,1.724211933606945e-05,2.8096106284847266e-05,0.003540593378331014,0.001096002405235108,9.161370198684793e-06,4.452096346711787e-05,0.00010387035494158203,6.398631095472229e-06,1.1872001251522768e-07,8.258639113425947e-06,0.007607699689838432,0.0013653085475870963,0.0077014375428456905,0.0012140233037505332,0.0011102554306525736,0.002007173096996606,0.004257558646300286,1.562430541657278e-05,0.005089621400734989,0.0006294978001790685,0.0005397554325639042,1.9783874819045977e-05,0.0004272311635173942,0.00017799435741250313,3.9925074014984796e-05,0.0007746690971551229,9.972263525120928e-05,2.1110134640553446e-05,0.00031182238548366215,3.5964493382278917e-06,1.9734128836074172e-05,9.52876003430525e-05,0.00017842992067440555,7.071528765445478e-06,6.781399315958225e-05,8.436313210458124e-06,0.00011961278467809144,6.467551316768905e-05,4.032008378640484e-05,2.001384415697971e-05,1.3126643440275476e-05,3.586038568323402e-05,3.172877007628916e-06,2.5227383317352747e-05,0.00012427289371497174,4.9722846114930164e-05,4.683536423133461e-06,4.0077430041307593e-07,9.591607981668249e-06,2.6590861110564745e-05,1.6217750409941445e-05,1.1809080939784167e-05,6.43678357696853e-05,1.3183527466598122e-05,1.3685403765339998e-05,1.677053379500748e-07,3.821593669295353e-06,4.1965506653030005e-07,3.532586287935402e-07,5.829003165702673e-07,5.783971616157846e-06,3.330137307411274e-06,1.7455447257064272e-07,6.844408939610247e-07,2.353305874613909e-06,9.292052158826891e-07,1.8447953913147686e-05,2.6844317591034894e-07,4.7876197697416245e-06,1.0994601784553026e-07,1.428520061352856e-06,3.122212126338564e-08,2.2093151792745847e-07,1.1476875945715115e-06,1.7231140712614668e-06,1.5505085954048425e-07,1.044962297247487e-07,5.285311588387742e-07,2.1894897828111937e-07,3.4938492148306466e-06,1.5600277746274926e-05,2.237476084188117e-06,1.1321884096915369e-08,3.5590391278539357e-07,4.1803740498114195e-06,7.900625773049619e-08,7.18163377516623e-07,3.1998968266777617e-09,1.8900621318040933e-08,1.525819466718925e-06,1.9607421963829808e-07,7.859785052133361e-06,1.636762363688149e-05,3.1178770916184817e-06,1.720059169763033e-06,3.3177721406207894e-05,0.00010267488832504945,6.68085465498347e-05,5.910127629293882e-05,2.450660361086321e-06,1.1430415855995246e-05,4.953916671712744e-06,4.2568310243407126e-07,1.623773371367543e-05,4.439426788974132e-06,9.549630918259666e-06,7.046421987388918e-05,9.1504310340218e-05,7.759749830915652e-06,8.64207761575031e-07,1.8109177758685036e-05,5.159861173886782e-07,9.427345929680087e-06,2.0951212714725997e-07,1.83425225938616e-07,9.845358235477386e-07,1.456196882521077e-08,8.809350240945868e-08,4.843645722840684e-07,5.795564026911393e-06,1.2478428957463095e-05,3.4249493101601303e-06,3.003258216560667e-06,2.590206302333087e-06,9.148526121105505e-07,9.051274107996221e-08,1.0359913988899905e-06,2.0293107472202365e-08,3.9025962597638575e-07,1.014596062998141e-07,1.3812710350502577e-07,9.106213005871666e-10,1.2549711880804892e-06,1.101405908476849e-06,4.723536642381454e-08,6.005302868317131e-07,1.0828771890292188e-06,2.874929296847739e-07,1.5724341650980023e-07,5.348367850821489e-07,2.313666946474058e-06,7.633759075975632e-07,4.338411687676569e-07,1.5774121217559944e-07,1.7979310262816739e-09,1.1673964878111676e-08,1.849221908378773e-07,1.5237793640765496e-07,1.9491639768887126e-07,8.22303679148817e-07,1.2877765631635896e-08,4.504006057004517e-10,1.4607826059886975e-10,3.3504967689168552e-09,5.4338669341902346e-08,3.7719745327180476e-08,3.5474878590235903e-09,2.942011401163569e-08,1.0543220252401397e-07,3.267398407391653e-09,1.6621276854866807e-08,4.3585987596905795e-10,3.8565783899713324e-10,5.692710136617762e-09,2.4234314555116043e-09,2.6493705451713367e-08,1.1758660711791435e-08,1.3470671245130461e-09,6.3611610423564e-09,1.5213851733975048e-08,2.393124143296177e-09,1.107621239171408e-08,7.0039907207331e-10,4.972039668871275e-09,6.023870291471667e-11,7.957037695405234e-09,4.335682923795048e-10,3.592195985113733e-12,1.889296621926384e-09,1.0621514778819119e-10,7.456602835187454e-10,3.574582574383811e-10,1.887409117884431e-09,2.2939428134804984e-11,1.4925919947228472e-07,1.1188042559062694e-07,7.668351553746788e-08,4.277944665176392e-10,2.7517715750491334e-07,3.0287394170436244e-07,1.8175611760096189e-07,2.7660327361900272e-09,9.075212581421965e-09,4.2612199879776824e-10,3.894341943366797e-08,1.0983695786226377e-08,2.3305683549690315e-08,5.109129785907385e-11,6.238350114262659e-10,5.164036309679432e-09,2.4074201965262887e-08,2.1354968904319094e-09,4.48644876804849e-09,6.885139125500928e-10,1.1245424591521669e-09,1.4882408638783318e-09,2.2377655284344655e-11,9.182717225497683e-10,7.3361121344373e-10,7.927065254209609e-10,3.709377527361113e-09,9.473197781773024e-10,6.67523311626006e-09,2.0261125888154652e-08,3.9764135983944016e-08,6.801474028428345e-08,1.905414048763987e-09,7.320232642271662e-09,2.1749360090694836e-09,4.903795147725987e-10,2.1885364631657467e-09,1.5180531276470788e-09,5.498574581763727e-09,2.9261446599093688e-09,3.292430494905574e-10,7.701207824228895e-09,1.1294921220539322e-08,3.152286709440233e-08
2N1S,N1,0.0,0.0,0.025880319296652576,0.013009979112756032,0.0017015419446519964,0.2620117505269661,0.05147953623023449,0.02184539229095206,0.0005858050148006555,0.0010447685901135983,0.003645605637331961,2.439675216581172e-05,5.704677466766839e-05,0.00046147778434879605,0.09981361447901627,0.15583982881093306,0.09895452872458232,0.15033464838941857,0.0031774516445386425,0.004967893926378419,0.03947728237680703,4.8921624151265775e-05,0.054298966530085035,0.039960257871503924,0.12221791288762685,0.0018345643015793556,0.1251373705135057,0.009101230423585793,0.001951249438025382,0.037548423453593216,0.0044731291259434425,0.001116078244862928,0.009169295561346935,2.1511223331494023e-06,0.00017886720529980416,0.0010456942568457528,0.006238985567591282,8.376916836283499e-05,0.0037289418976924615,5.691106221838993e-07,0.00015333780206461256,0.0015000284981132594,0.00023254935067384963,0.00011404052760233263,5.582950936600106e-05,0.00044283931497823836,0.00016443401406274205,0.0004548627582083853,0.0032176419878768847,1.4594906345699599e-06,4.2399005573123816e-05,0.00017291773651528786,6.921761925604564e-05,0.0006833343351129173,0.0008003062405790295,0.0004315302284503275,0.0021146573632417898,0.0005956088914071955,2.0892601075406247e-05,0.00014178168383960355,0.00013441912633016528,1.5164285086743945e-05,9.640358323736997e-05,4.1716992460472113e-07,0.000326233668553888,0.0002557503230151692,3.898439617788796e-07,2.9910743064576195e-05,5.4427120515399e-05,2.9960494873915167e-05,0.0006254240857521687,7.102646694345793e-06,0.00020435904499516155,8.057588085641498e-07,7.968430655180825e-05,2.0097115793760167e-07,4.292705510611228e-06,9.721053668254598e-05,0.00011108298654338711,2.5218466843668352e-06,4.70763859672374e-07,6.533322126855978e-06,3.331497398750827e-05,0.00014704796782671892,0.00044555703439908,4.458633537307577e-05,8.104785093276945e-06,1.340047219855478e-07,0.00018298337991140556,1.1758519553595193e-06,4.74785905206776e-05,1.3429790102215122e-06,4.108993711948727e-06,8.497732620016407e-05,4.074398951559033e-05,3.1217487559409562e-06,0.0007746689192416056,0.0001002138231944727,0.00030713952654215504,7.049843005857426e-05,0.00014887536539776036,0.0011076591527046098,3.4533234103406585e-06,2.3118838311075862e-05,1.3171198294692488e-05,2.7605897363836007e-05,5.3941405442792245e-05,7.281320268814895e-05,2.8169587628967818e-05,9.689498549114717e-05,0.002520830036482291,0.002414558005594092,0.0004885598097090771,0.00022502648295885663,0.0028647713993961155,0.0018582156524784565,0.0008927130891751567,6.8187428043930964e-06,6.163242650458756e-05,6.181860467746603e-06,6.514168619897731e-05,2.670528384873805e-06,5.815001917541807e-06,3.0454405477442492e-05,0.0003863442944598283,0.0001683224442028397,9.301923888260788e-05,6.051711923094061e-05,0.00026296211957888005,0.0001350410846936434,2.64874866826581e-05,4.783700143784486e-06,1.874403743329367e-08,7.057422910894395e-05,7.369992464312247e-06,3.809107216312668e-07,4.4725529187328306e-05,0.00015742625501991014,5.155918519461622e-06,2.297482704394227e-05,9.489421991615288e-05,2.4423232896531033e-05,1.0141674049890526e-05,1.1365153476106116e-06,4.041515954789077e-06,2.3202338117478405e-06,1.8559997752021218e-06,6.684864280570579e-06,4.274963936401477e-06,3.4621857802896727e-06,2.545705335421644e-05,1.581843413944739e-05,7.2095044201248015e-06,1.3093035033495681e-05,1.5713410350670642e-08,2.3245523284032288e-08,1.860941555076323e-06,1.803444829029388e-07,7.171736339461887e-06,8.928675869768199e-07,1.1001307185232179e-06,1.8907290635361562e-06,5.2826911778325325e-06,3.422048688861423e-07,1.315699287296468e-06,8.809688312183539e-09,1.8325178396949582e-07,8.668677280443404e-07,1.8047439098722862e-09,1.422729893452157e-06,2.120300369057304e-06,6.167406016999166e-07,7.969465087853678e-09,3.873087646155682e-07,2.0790195698339176e-07,1.7256568618506662e-08,8.527433266181106e-07,1.669623879152482e-07,2.7631875765266045e-07,2.7086946019494462e-09,7.427744743715436e-07,8.058192069171355e-08,9.189480110194381e-08,2.5172615103485896e-09,6.81216660858297e-08,6.341658131958638e-08,1.3514392493974015e-07,6.509285288558431e-08,6.246689776556735e-07,7.812378044480539e-06,6.805420084354807e-06,5.066151733679192e-07,1.2930249569276242e-05,8.526568913147514e-06,2.5864247197304735e-06,5.503517099825217e-07,9.052984939472708e-08,1.338185076082965e-07,2.9458563459705545e-06,6.052405450152065e-07,1.9157649300272084e-06,9.971463033053851e-08,3.3059111004263286e-11,2.2774187424801084e-08,9.761492947291117e-08,1.045032158586423e-07,9.248317178744969e-08,6.966149523890408e-08,1.4587366869989182e-09,8.304891663257763e-08,5.72551472899363e-09,1.6177869932576527e-08,3.5249326613140397e-07,1.3385966490808698e-07,5.93879644794626e-07,4.366901218411101e-08,5.7885138238233935e-08,1.2590870217543682e-06,1.4290466823219106e-06,2.9503629308536006e-06,2.912311996006167e-07,9.866778549749711e-08,1.2884010436309268e-07,1.2920304959251894e-07,4.800186692577313e-08,2.4899982986603675e-07,5.728258933856978e-07,2.513973258455593e-07,1.9031062059582382e-08,7.222942488560591e-07,6.673439152393712e-07,1.0085470751874936e-06
3N1P+1,N1,0.0,0.0,0.0,0.024587889550911513,0.00499557715784027,0.03232085227310266,0.2172360835915792,0.029701934266629593,0.006858995439870785,0.006926633093530921,0.005146572300486207,5.976129413554077e-08,0.018723254035418524,0.0032790888569766974,0.05115392479435643,0.049050437467603736,0.12307078667680083,0.04341618690304161,0.008371439004293935,0.04342385082839906,0.09836721951670535,0.00017118574658336883,0.13545829331159354,0.012362119900299007,0.0012360336460854882,0.0004718474869291889,0.06167619896511267,0.01532868821957556,0.0023472711314376227,0.006246293010729431,0.033787968843799865,0.000806239569897782,0.0027266655564490705,0.0011910940249100221,0.00016333012315827844,0.0023170745979435026,0.0010495929937479609,0.005007246371495189,0.0016308253699084396,0.0001442689109909523,0.0008648967538635866,3.6267088080688126e-05,0.0010746399551657682,0.00043149016959054265,0.002324032007228638,0.0015466281499803003,0.0014319751348492726,0.00290282050014512,0.0027640779586346476,0.004332601579419837,0.0010480897808586853,6.243452734366883e-06,9.041594545955434e-05,0.0013246658905310404,0.000805946861665241,0.000650690700917167,0.0031736899819434505,0.0011799545505741804,1.4665645557965235e-05,6.040589811684427e-05,3.429723358339132e-05,8.719379006194572e-05,2.636612572470831e-05,4.86165390078952e-06,0.0005119806375424307,2.9940737021894037e-05,1.1598951288327441e-06,3.444979347788646e-05,1.7542234673761925e-06,2.6481434358238687e-05,0.00014882476466659966,2.747176328110612e-05,1.7311160771082967e-05,7.08872981647346e-07,4.576572179448846e-06,2.1506788236980157e-06,6.7231552345337064e-06,4.896951959176832e-05,9.203134370627808e-05,2.1788575716330527e-05,2.041537875863142e-06,5.617346991826366e-05,7.535667208191654e-05,0.0003386129327767051,0.0006430372530701334,1.6513941678120148e-05,2.989111683460166e-05,1.0582970721983997e-07,0.00014879434941228453,1.198696941773214e-05,5.715061200128879e-05,1.0874147335915296e-06,5.881854545641829e-07,0.00022404394125596916,0.00042171448567485115,0.007833216273379406,0.0032035902304894393,0.013404560736850701,0.0005029834569878489,0.0007816886056573047,0.004174968251192901,0.0003642382293462809,0.00525616696604736,0.0018835816608142597,0.001854275528042848,0.003545466818694054,0.00040314393424889516,0.0031843613933866255,1.200263205736185e-05,0.00028186670958652016,0.00024181511424226088,0.0014794071221158056,0.0001789526679822906,0.0001737702955360021,0.00037899681077480096,0.00032425568042393493,1.4416492740920717e-05,5.775353597670119e-05,2.757432054867337e-05,0.0004326501567986085,0.0003347472334427337,0.0002203569084453516,0.00010260442548015725,0.0031452504802076398,0.0018272902670490865,0.0005141588752524129,0.0008710856771849684,0.00048545855200599064,4.290073101742564e-05,0.00044900310688023026,8.100029057445113e-05,8.07922254484339e-05,0.0022447315887155206,0.00021864744121224966,0.00021341658057738577,0.0009237640542547609,0.0005023501183045731,2.8120437134404597e-07,2.2200468322131073e-05,0.0005730746287015975,0.0006047086658336198,0.0011076083455878738,2.48172881756048e-06,3.580212372789049e-05,1.7164668597580146e-06,6.279181746071671e-05,3.209575001150711e-05,3.349160042231958e-05,0.00013691062379761476,8.297952233071726e-05,3.456129552770193e-06,9.012654203988113e-05,2.6909205113057055e-05,3.548386528606784e-06,2.416930563020614e-06,5.7400948282104736e-05,1.8506288296471496e-05,2.984747914158703e-06,0.00011213125090447917,6.9349203872803855e-06,1.114760500842138e-05,6.556449441674772e-05,4.243716035023937e-06,8.572065353096292e-07,2.951118759342286e-05,3.453235119854625e-05,3.380496481186768e-05,5.039146404439698e-05,1.620242193212107e-05,8.470616054356839e-06,2.752630505753473e-07,4.19369051929408e-07,2.473408557968071e-07,1.1459484309028767e-05,3.0355311425367404e-05,3.548651333762365e-05,5.073113299181031e-05,2.2048106229632936e-07,2.603583518556718e-06,5.58124631133694e-06,2.5039473769972176e-06,1.1446965819672528e-08,6.98055750580906e-06,4.951208939063534e-06,1.2901608292814615e-07,1.1212295792262239e-05,3.1353049454452275e-06,6.556459854589747e-06,4.989444575276281e-07,2.4274061880547038e-06,8.314541024567745e-07,2.445418716412462e-07,1.868685764438993e-05,1.7143300690136698e-07,5.430933355476952e-06,7.164998668596212e-06,8.031124816287871e-06,1.4628319438436677e-05,1.9948252225621133e-05,1.8761050026849801e-06,1.5541912787186973e-05,2.437193189597231e-05,4.093035621544061e-08,3.535602415283279e-07,8.04472402515799e-06,1.41032882261527e-07,6.29243918304212e-07,2.4328317227428897e-07,6.916417821578591e-06,1.696110452087396e-08,1.0960545138161137e-07,3.592361210724704e-07,6.27469314284923e-08,2.139985706417491e-07,6.581837812547064e-07,2.462052761664779e-07,5.421560285157057e-07,1.4622146029097394e-05,2.3534795685620225e-06,1.0856153670690816e-05,8.212226618287133e-06,1.6347099554003819e-06,9.126086841781955e-07,5.075214697392028e-07,9.82137304816888e-09,9.66271294089438e-08,2.9785336561616305e-06,8.757194212227759e-06,2.186813012894362e-07,4.642644304775345e-06,8.683020000344044e-06,1.0503173716092107e-05
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0031305121268703218,0.01344521322380876,0.029479901642440964,0.2350607108009375,0.0022234961118985375,0.005374419839255573,0.00032518593715247235,0.002737030640756588,0.0316037528648192,0.012714037291478686,0.301272944841136,0.16621906238817985,0.055796420604896646,0.034834745278526036,8.601922510020898e-05,0.000453862564182117,8.196011119121493e-05,0.002111791417275466,0.000873195216440692,5.415104232708856e-05,0.0013785293976074087,0.02767911838889381,1.060214506853896e-06,0.0015093436279378647,0.028741039261268808,1.650258958374451e-07,0.0026009680350123077,0.019606464474913876,0.0011141228260624914,9.749392953528613e-05,9.098873583845979e-05,0.003993354018521966,0.0038681983163249,4.6317153832298175e-06,0.0005278609782557453,0.0004634871860944578,0.0005160274449544922,0.0006496014407759709,0.0007593741480942384,0.00023838522266883544,7.78650166490813e-05,0.0003407406039821481,1.8400973306631485e-05,8.245267809781076e-05,0.0018002114503787858,0.001513017243191861,1.6770012885469754e-05,3.458308357018325e-06,4.997334733358727e-06,0.0002279754091523145,2.418224591238527e-05,3.0120109570930254e-05,0.0005434047557333344,8.383183037086184e-06,0.0004581032875194957,1.1045160159817158e-06,1.9490583667014505e-06,3.524071208005353e-05,5.30573883494867e-06,0.00013321219450679322,2.3158239965015426e-05,2.186961907013618e-05,1.1469924232621054e-07,1.7431038812354416e-06,2.2180677583527597e-05,5.709535494524687e-05,7.823263445816409e-05,2.0011918215878666e-06,1.8645782600135163e-05,5.867563288575184e-07,1.3036580609249171e-05,3.094313649754099e-08,4.117691528859879e-06,4.636136294422499e-06,7.865141408136544e-05,1.4360113254952012e-05,3.4007165528038286e-08,8.129320132610474e-07,2.1772848367351827e-05,2.1750393264241552e-07,2.8316681092377394e-05,9.729830106053328e-07,2.9751257317300883e-05,6.528261659699552e-06,5.450254204841798e-06,2.874656670037723e-06,7.802359979880436e-06,7.168057063466904e-07,3.5755176597263016e-11,4.384869484996834e-05,0.00018214683747630467,0.0071415315593426065,0.005073676595622523,0.0074939983166690816,2.8356638755333563e-05,0.0007199865902829394,0.0025238102278066776,0.00043592137498427164,0.003809106511138083,1.132431907246989e-05,0.00202462087563271,5.4647197989421414e-05,0.0003439379958025679,0.00032827962123294085,0.0001813531776244659,0.0032802002009590936,0.010816238080839202,0.004375956445182627,0.0019838563876031223,0.0010749921862300837,0.0011814874908515627,0.0003281185328543046,8.015364300195671e-05,0.0007376224167949808,0.0004576613535769436,0.0008893511025520606,5.085768952683978e-05,0.0004994549850616536,2.473473219133382e-06,0.00022152945570397264,0.00014408570783297492,5.606509148980976e-05,1.9600888606419176e-05,7.5077054781935715e-06,0.0001334460854511832,0.00021615134759223054,6.0326221978712624e-05,0.00017782433075153037,0.0009266318645404503,2.7578961239171917e-06,0.00011336089502411717,0.0006255420636001041,0.00033762734079356704,2.1897409446136606e-05,8.71710909411405e-06,0.00034490651508933823,0.0002449075891486352,0.00013281425963507232,1.7539663965226993e-05,1.0169884036681509e-05,4.205597541462325e-05,6.118571298507902e-07,0.00014758443875662053,2.0388611640109744e-05,3.3634667505388904e-05,7.579728336892799e-05,2.566811386617296e-05,7.3835274652100935e-06,5.325508229514497e-05,7.070472389214544e-05,7.879790393516828e-07,3.242710085160638e-05,1.4657856356237176e-05,8.251533625269758e-07,8.26822648889447e-05,1.1825906715667855e-05,2.053654798217508e-06,2.9693688023968434e-06,2.047002621807792e-05,3.991357016008834e-07,1.401854916371903e-06,1.8044488871105102e-05,4.391632337119589e-06,3.048391508109205e-06,3.899328629319854e-06,3.806848293486098e-06,5.0531371531548075e-06,3.103694137696067e-06,1.8361961506840885e-08,9.947149144373668e-07,6.9933289061907544e-06,4.497947251547174e-06,1.3982561307468444e-05,1.8137301083243074e-07,5.521320618484538e-07,2.3193463016824012e-07,9.828384972543347e-07,5.795052837598291e-08,1.8712446168134278e-06,1.0771385334784611e-06,5.6280729410218555e-08,7.079702652346143e-06,1.2253137464668384e-06,9.938964784517168e-07,9.41701641110626e-08,3.500597549610518e-07,1.0309076271752815e-05,1.0990576448932643e-08,6.418234400396017e-06,4.788363017205199e-06,4.356749879086408e-06,1.1553367147421056e-06,1.8875276173169198e-06,1.7542256081082286e-06,5.542833479088571e-06,8.27899017319389e-06,3.2757559815799198e-06,2.224023388119889e-06,2.0999670891086453e-09,1.301610392800967e-07,6.90397301550405e-07,5.345752156493688e-07,1.0315922969184044e-06,7.658797507303916e-08,6.379387906818579e-08,3.34067884466549e-10,1.2636849522351667e-07,4.066920598067014e-07,1.797545507997711e-07,1.0700715720179943e-06,3.046295373732022e-07,5.41979527923786e-09,1.0771265190889778e-07,2.6595760944658764e-06,1.66104223708885e-08,3.358100762351768e-06,8.590045679213176e-07,3.744190664178859e-07,8.423693564907353e-08,5.97945053470994e-08,1.2431661611245204e-07,2.8319418410305275e-07,2.3734563558974742e-07,7.524767808853028e-07,5.29447499175717e-08,1.8192573685293922e-06,7.22828124910535e-07,2.1360955848592766e-06
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.00036410621496951734,0.009576657390453658,0.002943318283737728,0.2832051622682741,0.007269116306710455,0.003707245701342732,0.05359314523116243,0.000643940953698019,8.332276336520117e-05,0.020612380495954152,0.012813429079063354,0.27607882281684004,0.1884621802130071,0.007816828637811524,0.053680710757276984,0.13369329572856614,0.0009604086199970219,0.13705191096992708,0.02482633791859712,0.07778253989481998,0.0006009668237925148,0.030256810364383213,0.021884750589845625,0.0006633809343603581,0.020974715899395813,9.283402825954745e-05,0.0002018090955695495,0.011128133058555978,0.0009154995553966039,2.452351310355816e-05,3.343793726884314e-05,0.002087353305349371,0.00033531283079080154,0.00010763497205079631,0.0001095992563313608,3.6337430755928324e-05,0.00021631970427327119,1.7932807744980295e-05,0.0018353800527450836,0.00047265132841967095,0.0009172659078164891,0.00011643704133912358,0.0025899107788209808,0.0009189134550613431,0.0002956127996469604,0.0004150683803159083,1.8355421405047423e-07,2.4228046503926848e-05,0.0005260126275086208,0.0002942570599913097,0.0002679072219242684,0.000698499204290215,8.309274126716559e-05,0.00029317210531232263,0.00012121752783178508,0.00021444444519369554,9.173607602241951e-05,6.664809971912433e-06,8.073558966126271e-05,0.00010546401311994913,1.7020035201875672e-05,1.676292344932051e-07,2.466128980582738e-06,0.0006124449977131796,0.00018605902826251963,8.46548361499444e-06,1.2874087482739327e-05,0.00029295074122970277,4.2324946718963474e-05,8.9778713352473e-09,8.71793322620995e-06,3.513255237197477e-05,1.753023201245263e-05,4.7855289374787446e-05,5.767749009288892e-06,7.389608902563793e-08,6.265581215192384e-06,9.064799452396244e-06,3.580613426024115e-05,0.00023063622035435216,5.095526941278905e-06,3.876726243090545e-05,4.782925256741066e-06,9.672555872253241e-05,4.0378550734132546e-06,3.823639286992808e-05,4.277157883425531e-07,1.0693957319674041e-07,4.1580409859909295e-05,3.4721988603214626e-05,6.80611162855449e-05,0.0008600999359997807,0.00013322139223115315,0.00014891428083441127,2.473546506953639e-05,0.0006448748784699809,0.0002766749658422718,0.0009509358908701415,0.0010205405106904486,0.00037398451513181996,0.0016285498542463195,0.0002402950297921702,0.0021213975301925814,1.280613477261383e-06,3.645798373064224e-05,0.00018559779587334901,0.0001234905915228346,0.0006820751925391555,1.4156070535786824e-05,1.3807165092583062e-05,0.00010433780262841807,2.9660235212336516e-05,2.4538820860398047e-05,4.437198313422819e-05,6.125982043636569e-06,1.5475627601624353e-07,1.823106092313509e-05,3.816494129194048e-05,0.0010306689031880367,0.0015618738752061212,0.00012275449842924502,9.954544453183445e-06,0.0003052036597841479,2.5998952193795333e-05,2.549548080299502e-05,1.1335297145365075e-09,0.00010116947204763527,0.0002752222222774936,5.194795285046183e-06,8.010635141220135e-05,1.9023960307062993e-06,0.00016002111099133742,1.8893674664788307e-06,4.579270602045327e-06,8.405725917848272e-05,9.127360581473454e-05,0.00032662931979476895,4.200407362375813e-06,7.266317223475482e-07,6.455055704179813e-06,1.045981818270647e-05,4.746399555610736e-06,4.149100927564042e-05,3.725304503676696e-05,2.46264452430367e-06,1.314798798834893e-05,3.944632176455798e-09,7.51147966715493e-06,7.100948802740703e-06,1.7655146855588555e-07,2.0387736401339396e-06,1.4562097749859504e-08,3.105375956380385e-09,1.1271860058226224e-05,9.91650518145093e-07,7.008161051480499e-07,4.464103892320992e-06,1.3155931553043843e-06,4.264376851637053e-09,3.2416456656747528e-06,2.3738437877618423e-06,5.2919293616060514e-06,9.311614707074867e-06,5.155255626831945e-07,5.282305783449459e-06,3.9122760231435905e-07,2.418014091176701e-07,1.183765196977049e-08,6.100507605744099e-07,2.2013020730682342e-06,5.612985416902916e-06,6.7982860989523886e-06,9.182770099869231e-10,6.121406230796822e-07,1.0097314326884543e-06,6.641783847349814e-07,9.886003304870883e-08,9.811865253617214e-08,3.9395388684582144e-07,1.5118883034404007e-08,9.980355804017904e-07,7.237346202337847e-07,5.537206710926057e-07,8.084236151617574e-07,1.9334632584744327e-05,7.70391406090809e-06,1.2443091002012352e-09,2.2460505868515668e-05,4.454411457022189e-06,1.9693364241568645e-06,1.3296364110182424e-05,5.1777867122737575e-06,2.739989305666768e-06,1.5080683666734984e-05,1.3947672585779003e-06,6.379448296067736e-06,5.947262235572737e-06,4.269977704751682e-09,2.2063719606890686e-07,1.8294314747535623e-06,2.325111170264904e-08,1.5841397615901087e-07,4.412306937595645e-07,6.076071668026373e-07,1.827911870755372e-07,4.5781308966041934e-08,1.2464625998021006e-08,5.394176867401512e-07,1.4094962752508877e-08,8.560849196204146e-07,2.4321636926671886e-08,2.2722437020838981e-07,7.348207975876875e-06,3.0705467772840223e-06,6.944083707161042e-06,1.9569308666866903e-06,1.03994225630899e-06,9.485016327914764e-08,2.2530263521503002e-07,3.5465541614598806e-10,6.882711409694764e-07,3.791249382212314e-06,3.3802716370434638e-06,1.3523921982283582e-09,3.1962098574478404e-06,3.803191090057112e-06,5.125471004507887e-06
