 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,H18,H18,H19,H19,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,H25,H25
1N1S,N1,0.0,0.023859790656386437,7.13269175702802e-05,0.001177284193366157,0.0004720130451310034,9.266486946835073e-05,0.0004041531962608591,0.001882450413659642,0.0012378479743757609,4.4373560451643757e-05,4.255993187984863e-06,5.521390183954589e-05,1.3533735384374523e-05,6.76306206805477e-05,0.008113967879957107,0.001417153998008458,0.007902360211088144,0.0013379490550775586,0.0011627550241743445,0.002131508956664474,0.00363884951002702,6.640785940925653e-06,0.005813349918185384,0.0005899964087909826,0.00023846885323908218,6.368225631936397e-06,0.0005282926473197946,3.228511235936482e-06,5.013446191551307e-05,0.0006564438055125521,0.0002756379688364785,2.0851468228805237e-05,0.00013804894750357732,2.4631860710444542e-05,1.8706745377100598e-05,0.00019422226909648899,0.00015032435258377497,0.0001522746087443405,1.7026977891854145e-05,9.025203817847327e-06,0.00016803361478157086,7.672460632379696e-07,9.576411245371119e-05,2.1337834084700358e-05,5.004477896342063e-05,5.4097836162142476e-05,4.218722288173993e-09,2.6390522851998943e-05,6.552642400969866e-05,2.0919394219109932e-06,0.00010525216436718665,7.96807463330218e-05,2.2555190037396033e-05,8.824291248554772e-05,0.00016690529575891233,0.00014790420539556592,7.215842920738069e-05,6.0555361546033026e-05,1.9810593017588474e-05,6.276506070435062e-08,8.33162437663404e-06,6.7858981702279e-06,2.950831135578591e-06,5.095994828882566e-06,3.009529238595654e-07,2.051335247360564e-06,1.133701825750677e-06,0.0010361085737488063,1.6846124681335617e-07,8.190091204784977e-06,7.419030515709579e-06,5.111072136854133e-06,9.725312700936684e-06,3.022384158235525e-05,9.256673815549732e-05,4.42144641366049e-05,8.730118737687587e-05,4.208417821921495e-06,1.0111943548302138e-05,8.890283785423225e-06,6.917002443596054e-07,1.634971466252244e-05,4.276442900491562e-06,9.007161946295028e-06,5.431317488913123e-05,7.779190145829062e-05,1.9676639561483356e-05,5.941186140834276e-07,6.275915276132693e-06,1.7645353624917703e-06,1.6846152339100584e-05,7.852887937143116e-09,9.561248917600018e-09,1.021999430417253e-06,5.189514042380772e-07,1.2865416412766173e-07,2.667320198879164e-07,4.887273657327995e-06,3.218235788970958e-07,1.0058081441721711e-05,2.5004916224258267e-06,1.9566778235446947e-06,3.7238438403974783e-06,8.74598876654531e-07,9.984010314045833e-07,1.6470219252329166e-07,3.067766645020731e-07,2.5829424321610617e-08,3.954853995125074e-07,1.0163617258918123e-07,1.377922769663087e-06,2.2221938345001746e-07,7.4279366268914515e-09,5.21430466138284e-07,2.2479587857837657e-07,5.165252190408864e-07,1.3386188979502833e-06,6.048199212571603e-07,6.043061904215108e-07,1.0519094206795643e-06,1.3633753768171886e-06,2.095893203435395e-08,5.6669038822620976e-08,1.887379141862766e-15,1.1542528174923739e-07,1.866030302499766e-09,1.5400223318806638e-09,1.604947520661426e-06,2.8868495177691855e-08,6.89413726107091e-08,1.2831778528621385e-08,8.14688652095441e-08,2.713032627443823e-07,7.976094851258608e-08,3.0719849997140614e-08,3.2600032451313155e-08,8.376296378731496e-08,4.832383604380652e-09,3.042373075690108e-09,1.4365751060951837e-08,2.146414546100317e-09,9.764545005896963e-10,4.8380045303275665e-08,9.178428905798341e-09,2.3986252983831946e-09,4.309644308087002e-09,1.1316083486923034e-09,3.2523679305285214e-09,5.20014653559997e-09,2.1290937013418443e-08,1.315236399790365e-07,3.4125013925745407e-10,1.6332815100383868e-09,6.637785898711002e-08,2.8838437637901393e-08,1.7122863682494938e-09,5.335309971599145e-11,4.0093176001398945e-10,8.081181099295343e-09,1.4136334325343114e-09,8.767855330660268e-10,5.889020382454646e-10,1.1087661344610922e-10,4.2299168612203175e-09,2.365490026079442e-10,1.5340198888935674e-08,6.282364184428957e-09,3.587237962232592e-08,5.0563656373014965e-08,4.09906386611425e-08,8.859895039847743e-10,1.9871720935427106e-10,1.2283457584416624e-10,2.602671739238005e-08,2.003660737326385e-09,1.0678722905943516e-09,5.400954683487669e-11,6.499496496559232e-10,2.3764035406159678e-08,2.9565217385396636e-08,2.7210766972984857e-09,4.948362830603514e-09,3.121867875321982e-09,1.8297165560454687e-08,1.0435430297661696e-11,1.8929864620265135e-10,2.1171120412333266e-10,1.8252455102896192e-11,2.058239689795016e-11,6.469940971864929e-10,5.480721987360937e-10,4.534623121443815e-09,6.186151146891916e-09,1.9209353219196146e-08,1.3999503112316347e-08,1.1385092868465563e-09,6.5716025954287716e-09,2.0446244697325255e-10,2.577944524517761e-10,1.9872992140790302e-14,2.0642663967063157e-09,2.9217149255522656e-09,-2.0816681711721685e-15,4.098737321767132e-10,3.5534197806441625e-10,3.255079317199261e-09
2N1S,N1,0.0,0.0,0.0006405006811474045,0.024474167793765655,0.007855389740419216,0.2660926955488607,0.0032824849832842062,0.037981111989739524,0.01804442065517131,0.0017236641354909654,8.242870286778725e-05,0.0006844207164706795,0.0010276117486645031,0.0021666295605276,0.10987589454733859,0.16094043728976182,0.10748561938601364,0.15924558417639956,0.0035455758181592856,0.005869337335960179,0.03277935232224749,0.0002430600773011271,0.06168787783797258,0.04055902176202686,0.0885862368461674,0.0003417389435766971,0.14893761244257142,0.0001404205845023654,0.0020597281044167914,0.03574030040840026,0.014560120929291154,0.0012802912156686386,0.004609791090304238,0.0001611703477024662,0.00016289365972244063,0.002897455252869552,0.004820283917270629,0.003701222595276832,0.0018405748979626324,5.0272949803087386e-06,0.0015744971914863903,4.194716973771051e-07,5.556479192003749e-05,3.543593383237287e-05,0.0006119012073473318,0.001160976003339531,2.735722655966555e-06,0.00024595047743414256,0.0015710440982532603,0.00017911613068744003,0.003384900472608532,0.002726349888171331,2.281770217993362e-05,0.0005522790513068365,0.0034426975134835835,0.0030727707410265204,0.0007399506830045866,0.0005325644609279756,0.0015475723194979807,0.0010861344358565894,0.00016897873053522972,0.0002858471936868501,6.161161884010724e-06,0.00012471790478429945,0.00016348407848654212,1.3694155778676276e-05,8.599011374643695e-05,0.0174491844146325,4.1785453888332214e-05,1.2300705654055832e-07,0.0005901425495626889,5.5512768895038533e-05,0.0005664575289885398,0.00010797179142985058,0.00011241486199953243,0.0010926278976457482,2.990071172614961e-05,3.7944481319884815e-05,3.8867390187657946e-05,7.703237625777959e-06,3.48947100021757e-05,4.264322546743138e-05,2.128337318341167e-05,7.042933775647242e-05,0.0018479970448694871,0.001922023942301898,0.0009859178612683372,0.00012296792013932745,0.0018398369814347504,0.0013596091910614838,0.0014881169682543494,2.8437670842595963e-06,9.890942232582134e-05,7.491840987361442e-06,5.157487084495038e-05,3.7071680021316666e-06,4.343169302645222e-06,1.4470807160105181e-05,3.491474772809866e-05,0.00037918580401852253,5.350407971249638e-05,5.5478869667169306e-05,4.148355066124765e-06,0.00037307536131958585,8.999102444207097e-05,3.525611231469661e-05,3.0032176612238004e-07,1.7680200341763097e-05,4.490333316842232e-05,9.463731136527542e-07,5.635421895888726e-05,0.000139838111330004,3.8533304718146866e-06,1.1609281608482291e-05,2.4505200615365652e-05,4.121737416173943e-05,7.628271762216698e-05,3.0885480812870014e-06,6.171934399112899e-07,1.5414758598453204e-06,1.5018286747547904e-06,4.990235891177974e-08,1.603984740494724e-05,2.451589969698631e-06,1.4876090418836085e-05,5.110513875861145e-06,1.1579133207817449e-08,4.2235753106023566e-05,1.7142776753686917e-07,2.908942526858027e-06,1.157663374051765e-07,6.654639426617592e-06,1.764917882463024e-05,1.004824961903239e-06,2.5571205775065664e-07,1.9244728806100397e-06,3.080113523790118e-06,3.7368355343403437e-07,7.550078322537956e-07,1.5217507081111137e-06,9.006530401478585e-07,1.7331050949920268e-07,5.51106651425215e-06,2.872258199282385e-06,4.770788439856233e-07,2.3210954447350218e-07,1.111853498159121e-08,2.039977542445115e-07,8.972298726206418e-08,1.424431682384153e-06,6.040042780597332e-06,1.0664447103181374e-10,2.7887814724181226e-08,1.901002795623441e-06,1.449118544716299e-06,1.0648131842927455e-07,1.2418766015542815e-09,1.0562017926929457e-08,1.365077875847831e-06,7.641595800578216e-08,4.8370664806896e-08,4.6505267192742394e-08,7.874396534823802e-08,5.739145993999273e-07,2.967120696695247e-06,5.475336575244683e-07,3.707161955190941e-08,1.4235575322985028e-06,8.457409741424726e-07,1.1123311374205969e-06,4.816249492556324e-07,3.836028747983278e-07,3.000376214146172e-08,1.5381517772805609e-06,4.5778878021707214e-07,3.229935652271365e-09,1.0609339406997265e-08,2.0692450197756784e-07,1.5243142139631516e-06,8.479491597768174e-08,1.0516070325650162e-07,8.468337142630844e-12,1.8991277483948465e-07,1.0887223966804527e-07,6.310037736767526e-08,1.6631671639899537e-07,3.537579384982337e-08,9.509956755415772e-08,3.639486267914549e-09,6.86676309147316e-08,7.271479418591298e-09,1.9870619594186678e-07,2.0197016992185013e-07,8.887575075888776e-08,4.654713996465887e-07,6.365858062906682e-09,6.890445591878347e-08,8.201389789519453e-09,1.1045495007522277e-07,1.110355547506714e-07,1.8740979434994642e-08,8.408498564094202e-09,7.220402054031183e-11,4.362372929556102e-08,1.210928450845472e-07,3.457292723219041e-07
3N1P+1,N1,0.0,0.0,0.0,0.0015876968535546432,0.00016106388241654557,0.001954437533174147,0.28027834267779683,0.0012853046846643679,0.0006781806436535476,0.018382619201312345,0.029469559477709906,0.021229782770066707,0.006371164674270791,0.0069146793251317895,0.2933682413072236,0.20034078656291632,0.08403130062161734,0.028094545692328943,0.0065727406645055275,0.04084545026063724,0.07269154431327207,0.0006493550052071306,0.1231000101812354,0.016639037351543706,0.003647918939123862,0.00039926332260664665,0.061551919432527136,0.010945452015792778,1.8061689227799604e-05,0.00614077872370733,0.021114169763048807,0.0013229554488596307,0.00014714071218557834,3.937632861239493e-05,8.799721660213145e-05,0.0031402089756165097,0.002061877132369716,0.004015875088781318,0.0004984601378277276,5.35634014391384e-05,0.001703762594726932,0.0001429625097046916,0.0004959574808562905,0.0014975910388586033,0.0014401778759416395,0.0021878034061983964,0.00013729893886571531,0.0015263147461812565,0.0015505346428614786,4.5505122284961175e-05,0.0037060512207278684,0.0019715779717013326,8.338821297249055e-06,0.00013638904625290493,5.69201206079839e-06,0.0008033827000701876,2.8374962833588313e-05,0.00014237949707673891,5.489269057079582e-07,0.0004921659711989435,3.626312088833572e-06,0.00018573435035396102,1.4788986753000444e-06,0.0001311135550789988,0.000145147091221709,2.364971017021489e-06,7.106154984448665e-07,2.9757573751787447e-06,0.00013231749402686788,0.0025285494252016427,0.0002663245912684076,0.005145735958642206,0.0009600837218073366,9.78033962146796e-05,0.0019022125438454829,4.03419670025329e-06,0.00284432294157666,0.0004278322879278651,0.0018435494380355522,0.0012898280718298683,0.00039180774777891614,0.0018149870809920365,3.263900229466543e-05,0.0005170595378922727,0.001588354909485723,0.001747972079680693,0.0004787594912460946,0.00017808333131252851,0.00040731992020237584,0.00025507210502651034,4.417195072692337e-05,3.2891348948904664e-06,4.549631472694493e-05,0.00017757138588403443,0.00032340353052240367,0.00016208667294215218,2.7218742835621867e-05,0.0008273153841411585,3.9271707454879845e-06,0.0006064374135990036,0.0010398529911999077,0.00020651125114756752,0.0001796943445939725,3.846546733576872e-06,2.6949636878548233e-05,6.3871439257567886e-06,0.0002889720397059037,9.742750151686685e-05,7.176367865513456e-05,0.0006765192470283843,0.00018817821244399013,6.509883590544163e-05,7.734973303419324e-06,0.00021791187865494166,0.0001329366711915192,0.00039200253455051737,0.00015505039801411158,3.394321224092778e-06,7.500100492663364e-06,3.923249057180556e-06,3.743119938537376e-05,8.053768971949538e-06,2.2419189467104417e-06,3.0324661628444716e-06,2.7211485652989253e-05,6.921756292310732e-05,1.773907299229549e-05,2.61946128690127e-05,7.512389934571928e-07,3.101680516870431e-05,4.9817919096639685e-06,1.3181619255675514e-05,7.993182191468051e-05,3.619476257821219e-06,6.977670219843191e-06,2.950746060825793e-07,1.1973683666788304e-05,1.473789866990316e-05,1.508582262665925e-06,8.667989554789202e-06,2.6590513153568196e-06,2.22746490980974e-05,3.2317884139043684e-05,2.1112216790797333e-05,6.0548754805545e-06,5.380126406606678e-07,6.170497446333911e-10,1.7207556357590192e-07,1.3682498778422314e-07,2.569867351365218e-06,1.238597987285317e-06,1.8798665690766825e-07,2.0881557150076446e-07,1.5747002337640481e-06,5.566126346501221e-07,8.461070843956975e-08,1.6367292166030722e-07,1.0667450678347734e-07,2.357814574027728e-06,1.427766207262593e-06,6.991612622186949e-09,6.307278654915649e-08,1.018483275494475e-07,2.1092877355854966e-07,9.466531620816454e-07,9.661791105397555e-06,7.986101624446462e-07,1.4958327176906039e-06,3.3812459498960834e-07,4.3745065614331224e-07,4.244856799395791e-07,1.3680893660161786e-06,1.495720706690129e-05,6.2707899011194e-06,2.569008722419497e-06,1.5005935316558805e-07,1.723976761347501e-08,4.204148877917646e-07,9.242895786520933e-07,1.0181228366157313e-05,1.4996722086380032e-08,1.4241186008234763e-09,1.824227036095749e-08,4.302783327858606e-06,8.150323704825269e-08,3.4390584180421513e-07,6.884231693593534e-07,7.018946845960272e-08,6.156676790602944e-08,1.5499878558422608e-07,1.4463857445079498e-08,5.484971836722252e-07,4.756644678138855e-08,7.451456642826315e-07,6.112527284329872e-08,5.751580056667649e-08,3.6467099784331936e-07,1.982816368872875e-06,1.4918244639616773e-07,2.918626673675817e-09,5.7728559710312766e-09,7.842450067130358e-08,5.679300141281374e-08,1.169323953220669e-07,1.2494342183089202e-07,6.358974058429112e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.012125852749612864,0.024543264029687428,0.003013082542491219,0.12491967148130101,0.018347180781704164,0.0007819730311542372,9.840078738942992e-06,0.004576986354584811,0.003586032593185351,0.002283329230108988,0.06806386832302502,0.02510320877688299,0.1868809336818371,0.07112452563367322,1.0359001809012724e-05,8.725714364388182e-07,1.3233121786360158e-05,0.0037587120361020077,2.3309462600096253e-06,0.0006391700233381314,0.0006316995199324715,0.039265162227483774,0.0023959363484085117,0.0007624102354073514,0.03928307784655072,0.0010957978027361648,4.223303314176974e-06,0.03354749113224642,0.0004962403609294341,1.6432876748240233e-07,9.8429429748359e-05,0.006984833147093195,0.005564211457972146,0.003955395344890977,0.00018706671285695364,0.00040095414283980446,0.0006370798414510048,0.0005338577955025237,0.0034152725188336674,0.00015262828903117587,0.0015095004994711836,0.0002867762761138426,8.213546519164616e-05,0.0003410354280251049,0.00017328848769126992,4.261097625635202e-05,0.00022683285527858033,0.0005178139533130732,0.00014205924254229174,0.0037773645300926972,0.009116948752283083,0.0053189777259832205,0.004945844800672727,0.002243087522449283,0.0016382518022455272,0.0003843358681523412,0.0010047788156741788,0.0006526416192149664,0.00040542011335698014,0.00018918060099659684,4.708020735266771e-06,0.00043047201949897307,0.00010962854631113572,0.051953932672937686,0.0003061139507738453,0.010191758386719929,0.005296502867697228,0.011200451146340384,0.0006640255280534468,0.00103436327033668,0.0017613093539337044,0.0008349316897819925,0.0053025377899582615,0.0001571191023419516,0.0013710865365921254,0.0006553360828960297,7.361698094010549e-06,0.0007630881392532984,0.00010530160787691756,0.001803625273038012,0.005523396738751796,0.0012930251315173003,0.002047930014421162,0.0008582909614589518,0.0005092404722430999,0.0001293671849693645,1.3651833844274819e-05,0.0001228802950727914,4.5082379034555586e-05,0.0009154667786057669,0.0005282372599864082,0.0004159156336107639,8.395139490247061e-06,0.0004812149389659126,2.2877354404648997e-05,2.9906513865807227e-05,0.0005031952861522804,1.1112666827628459e-05,0.00041673057688473847,0.000235188649516882,2.7912047828593245e-05,5.100173401717534e-05,0.0005028616584537016,0.0005204398068026084,0.00010787548094159938,0.0012405011969824908,0.00025960663022317476,7.498281895257364e-05,9.314166977913985e-06,0.0003084422808266041,0.00011839750172493169,0.00032542607201380136,0.00017306583900733585,2.3345080784054062e-05,5.9616452592337055e-06,2.3951478403283488e-05,5.941567140732573e-05,3.986840191316787e-09,1.849265135600575e-05,1.8864546827090933e-05,3.088629842173951e-05,0.00011167183309357398,6.905843956950264e-05,1.0201448797708679e-05,5.869819006409926e-07,2.2789912945686552e-05,8.921877846734816e-06,8.166767969886024e-06,5.9378363610029794e-05,3.554349016443581e-06,7.078274059324485e-06,1.5075451185175837e-06,5.366180084731553e-06,2.2394374269651962e-05,1.8010031399562365e-07,6.566807427832444e-06,1.5907747796806149e-06,1.8301798955455695e-05,2.4654433755433303e-05,1.570312140852792e-05,5.848292889520934e-06,1.987316465168476e-06,2.9070355012095206e-09,3.199846609902579e-09,7.841252092077866e-10,4.296392094538248e-06,4.189407130983369e-06,9.023537472785392e-10,5.304868104794025e-07,8.139072824597804e-07,1.3010750823383432e-06,2.0453498783545854e-07,5.346310680831579e-07,4.031186495723205e-09,1.3427383234176915e-06,9.083136458531982e-07,2.0686716339923805e-08,1.1698785051805771e-08,3.4893714673245313e-07,5.591054943909768e-06,4.766838572312082e-06,4.965514006061156e-05,1.610262700513232e-06,1.285209849655189e-07,7.14626426345788e-06,3.150881125613125e-05,2.6317707582101946e-06,3.608972003021904e-06,3.2040026992863346e-05,1.0858319897000257e-05,4.079607630158577e-06,5.819806858653465e-10,4.520324048407076e-08,1.1786161793203576e-06,9.224333448187849e-07,4.154099431019631e-05,2.373437091307551e-08,4.7755927656822905e-08,5.950755221917348e-07,1.7389920745625176e-05,5.971307945884519e-07,8.260954722505431e-07,3.217601747040888e-06,3.361665998902197e-07,3.7531461627438034e-07,1.324335809460564e-06,6.575472544234628e-08,1.6242593123827476e-06,1.668313265312804e-08,5.869729127194745e-06,2.0565623515267362e-07,1.3879666571625648e-07,1.6439937509105107e-06,6.1994296860490294e-06,3.775240187131601e-07,1.5915638318375613e-07,6.565791450530156e-07,1.1730052484892894e-09,4.696435240703067e-09,1.289231399637103e-06,8.749498512372611e-07,2.1850420584001995e-06
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.011702577358833288,0.0005554541064278773,0.015396820120196164,0.2794982053309618,0.0070105706402954215,0.007682273080616753,0.022762859358943732,0.0064058488141605086,0.02474073607560423,0.05030861426260369,0.015191064470609472,0.2225824064235442,0.14234200666795882,0.009405728195383434,0.05931881808917705,0.13314561917973977,0.00040261381470996227,0.1737247355113447,0.02100663520739321,0.06685036979012482,0.00235397893840128,0.033775021088694235,0.01698456867671938,0.0037489265953305484,0.02106509718470506,0.00025310603091899253,0.0007835181294446603,0.010156416152279135,0.0011228094340212103,7.443712313204287e-11,0.0004565624768440024,0.00020321260077738046,2.7518753630495496e-05,9.45366980853457e-05,0.0005929514604643416,1.3046795219739948e-05,8.312042975466838e-05,0.00013530783629711607,0.0016147300046327473,0.00041694937246994357,0.0018941198561697181,5.07538258043283e-06,0.0012313850936647164,0.00015160009186798717,0.000618539540730545,0.0027445893434365765,0.0008514180630490031,1.028738647601557e-07,6.039038166205657e-05,0.0005439623367999857,0.00023546795598994308,0.0013610083378949867,0.00014126384351076382,5.269072878988368e-05,0.00018947307707728456,0.00028318066787402785,2.592262912770593e-06,3.84294877289193e-05,5.876451438568964e-06,1.3713359336975373e-09,9.056490283754215e-05,6.199337661172422e-05,0.006130459994047932,0.00020157099046680393,0.002423991702837469,0.0016384187640579029,0.004021011548704934,8.497125937489969e-05,2.0175829945845436e-05,0.001403987567841991,8.71368903077041e-06,0.0031803974094244403,0.0007862275258907481,0.0005813268652123948,0.0031095359114303722,0.0029887960019956417,0.0031635741879463275,2.7115024334722904e-06,3.590634024730477e-05,0.0002120740890139139,0.00010186343386253682,0.002749428878641602,5.226962738191787e-07,0.00019913520200764978,6.695173248250086e-06,0.0009642732504961948,1.4153166967068032e-05,4.257250609662755e-05,6.064369751945797e-05,0.00011748066681160907,4.2170396079566075e-06,9.559690806293375e-05,0.002924254080173494,0.0002048078690286559,0.0010598885795940483,0.0018846012876032603,0.0006133386370605898,0.0006202809677313681,3.4423808669803435e-05,3.329104430171981e-05,3.431958848221228e-07,0.0008681826169480988,0.0005478102337355129,0.00011043486657102974,0.000670034431176747,0.00029654156883607286,0.0002967438081804552,1.0102311940096698e-05,0.0002900372281926522,0.00017331590769398275,0.001232344071256275,8.54740913314167e-05,1.169361372177491e-05,1.3285368225535166e-05,0.00011390363224617062,3.5847197077387705e-07,9.096073028125318e-08,1.2482542354863568e-05,6.225771815193681e-06,3.290133571143272e-06,0.00010201066666715164,5.569984579789633e-06,1.5114911742664106e-05,7.195870976861585e-07,1.7597701944538358e-05,2.738191008599955e-06,1.5078458013739748e-05,7.610393918655589e-05,1.3501343363309104e-06,2.3213656450415954e-06,1.8364414433591492e-07,3.337571361505809e-05,1.6014532921548863e-05,6.468785507252051e-09,1.253120708311073e-05,7.995376799740939e-06,6.17472277573139e-05,5.705383341059189e-05,2.530179129012211e-05,5.686618596012494e-06,8.547131904457217e-07,5.383294210403733e-08,2.611386355155787e-06,8.898561443260178e-09,2.6627655129729533e-06,3.870761847046822e-06,3.1839936509570066e-07,9.267264147183596e-07,7.181498169472889e-07,2.9397673184661244e-07,8.785921921106166e-07,9.162397396345057e-08,1.0564431285331466e-07,8.770881982922418e-07,1.2949569052622678e-06,2.1733336019735816e-07,8.95286083490987e-07,2.7071750308138576e-07,2.93794808658987e-06,1.7696871332795183e-06,5.845624766465107e-05,1.3645571073084284e-06,2.620686959886598e-06,1.468080119693127e-06,3.4429963651216866e-05,1.1119089382560787e-07,1.2036969363915517e-05,8.07576829100487e-05,4.617749677970906e-06,7.003013957618265e-06,4.759142036014907e-07,8.532283990447809e-09,1.6383772560857324e-07,4.153334423051547e-07,6.126042645249186e-05,1.0797616978308611e-07,8.773108950421715e-08,1.3173546271616488e-06,3.2033764921557406e-05,3.008252464908878e-07,1.5054625990273962e-07,3.2600845036867554e-06,1.5540949060977027e-07,4.930574781791819e-07,8.377770996936817e-07,2.5623339450220328e-08,7.625996158999726e-07,4.402649267376546e-08,1.0007060864847261e-05,3.636240339943697e-07,3.3936026477832115e-07,2.8781549543666074e-07,8.820523872632435e-06,2.406595345227913e-07,8.082997160485661e-09,1.5340475012504129e-06,3.218213702194106e-07,1.3861316783270183e-07,9.186985054920882e-07,2.3432225981778743e-07,1.0299204977748389e-06
6N1S,N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0028570519703992048,0.03772841776347713,0.015951268535871144,0.0015527425328301092,0.00013295246028466323,0.0005260176611867617,0.0012047502221701478,0.002343745776254069,0.099852232877923,0.15316031659717266,0.09714086162971647,0.15227669878943617,0.00026637721296673966,0.022473951728924302,0.01966436259788118,5.681956595759985e-05,0.03056520276422292,0.06758923999359379,0.06949622102132436,0.000600902913285406,0.10998974744585199,2.553356055523537e-05,0.002369164880845931,0.027336211571478142,0.01143266206700333,0.0014422077695790403,2.3082573501476134e-06,0.005978447403611753,1.0510283569020729e-05,0.0006655831615449692,0.001027946048043571,0.0006892740461634794,0.00102554652002107,0.0009979686204193428,0.006013592675675916,0.0021029764771833825,4.594041022087936e-05,0.00012109221857214969,0.0010710961193174384,0.0005593373158423454,1.5947931413240468e-06,1.5045848212213997e-05,0.0007895436317406634,2.8542012420196272e-06,0.001764466200877557,0.0022650685873109033,3.1409299411144787e-05,0.0013751330581475152,0.0012353910754137054,0.0004569184829881223,1.8157441123989315e-05,0.0010733115083598754,0.00036563935392974756,1.585298462103424e-05,3.966812621891691e-05,0.0001586926445307224,4.852346723005496e-05,0.00018688536025135427,4.236569774529464e-05,4.7459468843102925e-05,0.0001348506249190251,0.02016784272546035,5.6739253843973714e-05,0.0006906673651219108,0.0001090527909357597,0.0009963094137188655,7.502138587156537e-05,0.0020203063028656487,0.0016926360904574445,0.006040786690560296,8.759206326747204e-05,2.555221716882272e-06,9.973274252383924e-05,4.331580625960285e-06,0.0003401804562306321,4.561645299494543e-06,3.5138822407354553e-06,9.367886134370451e-06,0.00015175496499209018,0.0009741115010770685,0.0003635414293636785,1.7448840563538681e-06,0.00022989396966233144,0.0004798489199977496,0.000960959753161017,2.0961758397941566e-06,1.3730345797657861e-05,1.3429476824811104e-05,8.93905393928307e-07,1.015478107624368e-05,3.293770416412656e-07,6.878722476066912e-07,6.156263635315185e-05,8.758108030182399e-05,5.058133080382277e-06,0.0001246472415092903,6.38415361908784e-07,0.0003799206130206123,0.00015451062293925233,1.6256119862445573e-05,5.5867397609210556e-05,6.967279908476343e-05,4.058323876954262e-08,6.739676375300263e-05,8.652766651184862e-06,0.00023481258562174645,9.736471207055786e-07,2.7478527147462017e-05,6.687755473411272e-06,1.4823710082101371e-05,5.5803992982106365e-08,5.3929029872890055e-05,1.7153406014713823e-05,4.144353691160063e-05,2.1909413594034532e-05,7.177052409046425e-06,9.468061050510457e-06,1.351237512325909e-06,1.1037148239800842e-07,6.950640820679865e-06,1.7583248583363797e-05,8.437323470245062e-05,4.2155235524532486e-08,6.056920525132625e-07,2.8725962497588853e-08,1.1431704112219165e-06,1.156361438603426e-06,1.5145838885288754e-06,6.539205301692164e-07,6.472291391723672e-07,2.4277682966200587e-06,1.0031495270013124e-06,4.2375608311218116e-07,3.1593327953771677e-09,1.078822289057868e-06,2.4489589753873275e-06,1.057244576330163e-07,5.576428208087236e-12,1.1185839587923851e-07,4.323376767700893e-09,2.7309241312778454e-08,7.604056651011604e-07,1.1085141515820851e-07,8.066948663731921e-06,8.515666630071195e-06,2.0129651145950334e-07,8.636039461329403e-07,9.48167463610261e-06,3.41949982685108e-06,1.5245732054580685e-07,6.698564369855831e-09,2.6887185589075102e-08,2.044187705774192e-07,2.4331062942195558e-08,1.0307990905289444e-08,1.1009210076906584e-07,1.8016115710395297e-08,1.40202961151914e-06,1.454528569588831e-06,4.375836823555801e-06,3.917812962939138e-08,1.065511409326092e-06,7.503472060133021e-06,6.8962981072395735e-06,1.7015450026747203e-07,1.204217512373873e-06,5.002641993989698e-06,5.89702222608679e-08,2.3456803721622066e-07,1.6426580784489886e-07,9.148305446515792e-09,2.0476373219224797e-07,2.0576552195450404e-07,7.567269212138683e-06,1.2827746420640551e-08,1.040563608611933e-07,3.8628406828777884e-07,4.258144265190111e-06,2.5878725828931692e-08,7.458969597529119e-08,3.167562336869878e-07,9.171165893384625e-08,6.92984321037926e-08,6.576868116781043e-08,3.767368417229022e-09,7.646328015198378e-11,1.5710657264023098e-07,1.1828119643730872e-06,2.232357254605688e-07,3.98197834705627e-08,2.394214160261754e-09,5.010890564705051e-07,1.5702185329757867e-08,1.5279937093382046e-08,3.0012377960630943e-07,4.893738680955551e-07,2.9165196924196835e-09,9.791749233656333e-08,2.824443345872396e-09,2.5114217372390613e-09
