 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,C3,C3,C3,C3,C3,C3,C3,C3,C3,C3,C3,C3,C3,C3,H4,H4,C5,C5,C5,C5,C5,C5,C5,C5,C5,C5,C5,C5,C5,C5,H6,H6,H7,H7,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,H9,H9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,H27,H27,H28,H28,H29,H29,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,H33,H33
1N1S,N1,0.0,0.024029211764754255,0.0007798228097617432,0.00045557751500568955,0.0007942712840005584,0.00036205197456862237,0.00160330880565418,0.001070146174952935,0.001256368151032916,8.705446496476421e-06,1.2294322504491362e-09,7.20895358004292e-05,1.446505093483097e-08,8.701883962328183e-05,0.00826394346452397,0.001174678183922806,0.0011037655066145347,0.0021402031018946666,0.00021355418062407594,0.008334131851355453,0.00041106883094021995,0.0005107638548680349,5.863891945567801e-06,0.0006424409423901878,7.060880682718818e-05,0.000266515765594888,9.037176781079292e-07,1.1800098058817321e-05,0.00046773299661223566,0.00025598421425510054,0.0003590879378070344,1.4029222228373328e-11,2.9796732303744022e-06,4.687000583736278e-05,7.150543392953068e-07,0.0001086448387093153,4.0820572766442353e-07,3.0453595401658262e-05,5.024102232020766e-05,9.680803789691161e-05,2.322287806499901e-08,1.0532053259348917e-05,4.388929366194727e-05,3.314084093125613e-07,1.743222826044999e-05,6.749253779081421e-06,5.563868970681618e-05,2.84783791513199e-05,7.826753840589618e-07,4.6418126675717986e-08,5.124608079831727e-07,2.438744443589158e-05,0.00010506362883955234,2.2252530791355696e-05,6.790178042059836e-08,2.8098564079259702e-05,6.383852704283655e-05,6.188905031678793e-05,4.62539713552701e-06,4.0029333848418114e-05,3.900132637410514e-05,2.8945058425655645e-06,1.620131676316472e-07,3.6915958118166614e-07,3.851234895435596e-06,4.0406563406314433e-07,5.248957181547276e-05,1.5306743468723738e-05,0.001097778667667637,0.0021220163386101998,0.008758480877159025,0.00018871986738600022,0.00039622121146032363,0.0005125379858432755,0.0008248017602754398,2.673428671773337e-06,3.080623260931503e-07,0.0009590015250986184,3.5485786152311682e-06,1.394322037173712e-05,1.2770579244647529e-06,2.2052217919787953e-07,0.00014436127795725007,2.274910121480289e-05,0.0002971146830406113,9.678771117904716e-10,1.2465680372664156e-06,2.7927056393872718e-05,3.2849106856858157e-07,2.181287422708955e-05,4.7204674304746064e-05,2.9743808498849944e-05,2.6617335736500713e-05,0.00016962555790933642,7.055582694870388e-05,7.766555719934676e-07,4.3664193885017966e-06,1.7692799773871837e-06,2.9327979989002273e-08,4.605297452059398e-05,8.478457693639196e-06,1.8112655040924963e-05,3.2498304365358166e-06,5.697807213222994e-05,0.00017050931155382365,2.9874875266955314e-06,1.0601136102295072e-07,2.3756611240211e-05,3.886714201595254e-06,7.007888675469864e-07,1.7953472886134136e-07,2.0068443977450112e-07,1.2616947820953683e-06,1.9140202520973038e-06,7.882967372474514e-07,1.1452912406229032e-05,1.9693217101490745e-07,3.6103008560495198e-06,1.80446526900635e-05,3.209321262742648e-06,7.48771172842666e-07,2.770714127020568e-07,1.849405848686203e-06,2.9964063490151016e-07,6.265465182786478e-08,6.146766022840922e-07,7.618593110825245e-07,2.8147369899589325e-06,5.6043697884700094e-06,9.907869233938271e-07,3.593018371716994e-08,9.553799584782752e-07,2.106383246269772e-06,5.280981814070884e-07,1.8775656869252089e-06,2.430445071865961e-07,1.141264638349071e-08,1.099056744724436e-06,4.4040976465709036e-07,2.804361952102319e-07,2.723738770638029e-08,8.089976416547628e-08,7.905118781792453e-10,1.3872015008908889e-08,1.1836252733488095e-07,1.9557701613770462e-07,3.2056061416430026e-09,6.709122657433397e-08,2.532703158308891e-08,1.0668403096492085e-06,1.4012080407077576e-07,1.336481769698139e-08,4.7387639812157545e-08,5.734428487613741e-10,8.814421361691416e-07,6.510908173718022e-09,2.0125001554127664e-08,5.538261654836063e-09,2.1520398574281785e-08,4.3557913914638036e-08,1.6208466302458646e-07,5.866153309774802e-07,3.344062693422245e-09,6.568405819251666e-10,1.0543699247023142e-10,7.41974348628105e-09,1.325136333996113e-08,1.1976364344690182e-08,5.079492382265016e-11,1.2840029484095794e-08,5.481084697223082e-09,1.408989036555397e-10,1.1367193644695739e-08,5.57526247391138e-12,3.61928331749084e-08,2.4387566743833133e-08,6.14972990309326e-08,2.976098034679353e-09,5.089685028991653e-08,2.9001396839589688e-08,5.652580181703115e-09,3.2331575194888273e-09,5.132383684713915e-10,3.109212776131187e-08,6.209129010947834e-08,6.338646363346356e-08,1.6210940922967154e-07,1.7732280532811728e-08,3.991190022922808e-08,4.86555336021155e-08,6.746660119461012e-09,1.7619982140004709e-09,6.1196021167164716e-09,4.4293305412335116e-09,6.19913981259046e-10,6.393714668817552e-09,1.2359119727634038e-08,1.545148453629963e-10,1.693521989309943e-09,1.3384315877829067e-10,6.825778853247755e-08,3.043016891801642e-07,1.1951042433455683e-08,4.1787130200532374e-08,1.0989462895238944e-08,6.521756690247571e-09,1.2613994515575655e-08,1.3524479758331154e-08,1.3302128110126432e-07,7.2013472962595415e-09,4.125297692336716e-08,4.3053555165428747e-10,1.1793238108293025e-08,5.6362416955835215e-09,5.411082693029812e-11,6.253011941570463e-09,2.198035503608864e-10,3.1222955332310676e-09,1.598896881560563e-08,4.459684621593851e-09,1.8816059821347153e-12,1.4868566378112291e-09,1.092219648057835e-10,1.3381949548474381e-08,1.3188514280670915e-08,7.77658933082126e-09,2.295575673993966e-10,1.5905558259365904e-09,7.514667776931105e-10,7.046338790228646e-10,2.7942063940411543e-10,2.7857716133894428e-11,2.3150748207356742e-08,3.1762903418552924e-10,5.852523798921538e-09,5.031976613167899e-09,2.0522294974512079e-10,1.1760170615104926e-10,1.142624217465027e-09,2.299532786409486e-11,3.918372709632578e-09,5.385755869058428e-10,2.2239333985485388e-10,1.6774047428835814e-10,4.413613474696376e-09,2.516901576044006e-09
2N1S,N1,0.0,0.0,0.012341665986755679,0.0064348947198165085,0.015018554752503022,0.27965964237410335,0.023669611869067797,0.013394099858848652,0.02244484498602972,7.567989109436013e-05,3.511011453594115e-05,0.0034040439128653066,0.00020478779843524642,0.0019848898107721613,0.10981335083310517,0.15200212530245993,0.0033724806727737366,0.0052440715158619255,0.0017063681444700052,0.08283035051796972,0.002961637821234042,0.03678430262078747,0.003050122191207816,0.19196965540946298,0.012460405077212577,0.015069974612055947,0.00012825090926438243,0.000585031784477108,0.025273071815795634,0.013172515843261623,0.008187087256775527,2.8549303742408938e-05,0.00011578279056445595,0.0006977338060671912,2.648875246924476e-05,0.006865745573394477,9.155596366738905e-05,5.842487796980933e-05,0.0014883046426121815,7.114182825951332e-06,0.0001036667286382631,0.0001938841802413549,0.00027257942414204983,9.611664171460532e-06,3.23041466909757e-08,0.00030219707764422843,0.002251385684221674,0.0012220830900786517,5.537207720340831e-06,3.4338576071490934e-06,0.00010329422268862132,0.00039157628534391975,0.007129637592670157,0.0004577429086141116,3.814442446037347e-05,3.420108317220283e-05,0.00015780453930869243,0.0016843676382514161,0.0005132334864574872,0.00020928631241590168,0.000257378530527097,2.419384193097507e-05,8.750903484067152e-06,1.1945051411554886e-05,3.7669422880526326e-05,8.853585438117761e-05,0.002344781357800585,0.0010005656943774532,0.0030332330536355645,0.004439397466394546,0.08811840428998696,0.0018999756519106903,0.003768619358774039,0.03338507834185389,0.19539334249589135,0.0021200658452675825,0.005753878286586023,0.045151270392443044,0.000212933992677522,0.0008708947598254912,5.039661417916008e-05,1.8758353774739334e-06,0.0036166010988187836,0.00021487171187395404,0.007172179518029065,2.0518754391130045e-05,6.846883050415364e-05,0.00022159781996311523,1.7414603699528186e-05,0.0012562389357650972,0.0011883478482692666,4.9100350881570165e-05,0.0003124166676933271,0.00014767309372265558,0.0008949436829750468,1.3995378878917109e-05,2.2676823716594185e-06,8.036215846107808e-07,8.761507667420787e-05,0.00014937014125404602,3.8077079731246855e-05,0.00022007393135670128,0.00019692262848858277,0.0021405791679618424,0.0041183803878999115,0.00034925364791593694,0.0003111315643327117,0.0023562928401998917,0.0028142791114538213,5.956834105980136e-07,1.242876523477321e-06,1.145768041310724e-05,0.00021195891150838087,1.2116692678088015e-06,5.1267727798620655e-06,5.487138681425918e-05,4.466351573029215e-06,7.446044554981768e-05,0.0005948273276956684,5.426635074279318e-05,6.359259448940335e-05,7.304819412912167e-06,0.0001392706098610752,1.7810491859115984e-07,4.111829850117488e-05,3.1087463465695464e-06,4.3477005736036745e-05,6.220681423396712e-05,0.00019007693171646523,5.59855879149751e-05,3.2003352088416648e-06,1.4514481933680656e-05,7.440737437525158e-05,2.2116022995621876e-05,9.685361886813126e-05,1.651271623437367e-06,7.648521090253269e-06,3.089337376138701e-06,9.794744748603534e-08,1.1617309811473575e-05,2.984047988707772e-07,2.2723053126449955e-05,6.005545354348385e-07,7.188296411442252e-07,6.401269174283186e-06,5.40416705829827e-06,1.968280805009215e-08,5.530161262257138e-07,2.776570062756889e-07,4.5183140316318315e-05,1.2212085147567109e-05,4.3198379984232815e-08,3.0343684143119276e-07,2.7790597219023994e-06,2.07862519148172e-05,6.213460577164653e-07,8.451471160686452e-07,7.145221079252195e-07,3.625882665225788e-07,1.727958281794173e-06,8.893780391705519e-06,1.0690250949796365e-05,1.7814014707795423e-08,4.330526026663506e-08,6.61104371246779e-09,7.008230351601696e-07,8.674027531796469e-07,1.0454292986850078e-08,2.441428392785383e-09,8.869896594987381e-08,1.1098233443362915e-11,6.683456055256443e-08,1.1067813556753237e-06,3.0986102572683194e-11,3.1388760199924093e-06,1.960742636919477e-06,3.761415906744503e-06,1.5568360911544232e-06,2.1658571247584746e-06,8.813009801933447e-07,2.585172622637799e-07,2.947256039220747e-08,1.3657204256389832e-09,1.4903697254098347e-07,3.406356563040447e-06,8.586665098953006e-07,3.196469105848365e-06,3.405199309192142e-07,1.5938350705901883e-06,6.475444531695018e-07,1.3439841080042925e-06,2.27447846778972e-07,7.484586426187434e-07,8.466396557160749e-07,6.342630864963894e-09,2.2266024068962054e-07,4.449185242449971e-07,2.3828503614709007e-08,4.3810945982158955e-09,2.761412609686431e-08,1.9837053115701053e-06,6.773590004449659e-06,1.676885164059172e-08,4.860524294159063e-08,1.5074515280488754e-07,1.4019709304591288e-07,5.540234950807132e-07,1.942332454873963e-07,1.6502229986947725e-06,5.0455641886770763e-08,6.048351659515561e-07,6.907383109933107e-09,6.638082139520662e-07,8.520326184591198e-07,1.4276290150050386e-08,1.0757819746132213e-07,6.740075164657355e-10,2.075328264794507e-08,1.255214905349078e-07,4.3236663360701755e-07,2.9400224477171832e-08,2.3202967991409196e-08,5.922221824050666e-08,3.304252227387394e-07,3.0973304365744525e-08,2.648461330245766e-07,3.3994074222221116e-10,1.0846812559250907e-08,6.576587874285167e-08,4.6732141267824545e-08,2.058787873515655e-08,1.8623260666927877e-07,1.1119286864591515e-06,1.5590799762321694e-09,6.384825690375351e-08,2.7853643835840103e-08,1.1961786317016276e-07,6.884945946694643e-09,2.080823069405824e-09,1.808887795107239e-08,1.521975432350331e-07,6.267410368465676e-09,1.4092887079542038e-08,1.4105432377675697e-08,2.088118846721443e-07,3.567142536908818e-08
3N1P+1,N1,0.0,0.0,0.0,0.009562621712347674,0.029357637896484157,0.01635936781941183,0.2862204804801056,0.010848995333311073,0.03105954540180278,0.03500877082491449,0.0010359789925173946,0.00010431144377931467,0.0007212043949706981,0.0015043232862115286,0.03440672100806674,0.029003738661081968,0.0003204896025221782,0.0016713929359584156,0.0012289862137233598,0.01657071468745075,0.0013798900841006656,0.003975670190573322,0.013788623293200075,0.02541122637497395,0.00311302294176663,0.002069238508516591,0.03762505699984264,2.520804057004611e-05,0.001442915859842131,0.006017186377037298,0.008420386284492043,0.0013355666329966098,0.00023023619715423216,0.010586605287373096,0.0002805131181045084,0.007437110898926846,0.00026477562818083555,0.003346334926218386,0.00023746900885335265,0.00034593928663806395,0.0005286720218378171,0.0004992259848710656,0.0007440390052386725,1.1449124026174928e-05,0.00013347007405650757,2.751211332086001e-07,6.115333911571597e-05,5.3207910140962156e-05,2.5775654639126344e-05,7.579436251514693e-06,0.00028701103226902447,0.00911058660860986,0.007216423736539301,0.008439286469668072,0.0010583343104433318,0.0006049323431636111,0.0022248366018184917,0.0010750797483245478,0.0003692812471234319,0.0068796122358989464,0.014121169536008171,7.283664321011685e-06,1.9471053043673692e-05,0.0003576216383041064,0.0007237655578000712,1.0419191013966156e-05,0.008673314112355612,0.0058277054597040134,0.01414173727496748,0.08983337620850795,0.2980820654833427,0.00681791986916469,0.026974890711633392,0.029855916374870173,0.11453095350537845,0.004671842299805107,0.020364414923053076,0.016262973960163407,0.00889042722317801,0.025281584387908174,0.0030983535657911343,4.034543996755957e-05,0.00517841940501107,0.0015507757634027897,5.0921278708315754e-05,0.00019710093226210645,8.344196782417157e-07,5.338175999858308e-05,0.00036686435688526586,0.00025916297631845,0.00020361301842086732,0.0002611257778251108,0.000234959514262556,0.0006627897739228672,0.00043977956589058564,1.0856395211478187e-05,2.1877759574628897e-05,1.6919430128714552e-05,1.8400063299672809e-06,0.00032181547005882827,8.800696434718702e-06,0.00010692829376424129,9.838284117646978e-05,0.00035485271849555744,0.0009801423928754716,8.695155610505267e-05,2.6993414747877864e-06,0.0002523722218836788,0.0003114889167727952,3.1732792967753554e-05,6.527943959033777e-05,4.98626304135108e-06,3.3026581808481836e-05,1.3245260190641872e-05,1.3362258011184736e-06,9.25471057802163e-05,5.378560827828949e-06,2.9595403057136593e-06,0.00023443173063597555,3.340944251739586e-05,1.7555492792364902e-05,3.044681342068145e-05,3.136708559425827e-05,5.001536948823215e-05,3.8779641121422515e-05,7.396307962093118e-06,2.6121111265986485e-05,5.635751084764884e-05,7.193873613431379e-05,0.00034221497442921134,1.3136730703244837e-07,6.64084604329318e-06,2.0608600848959213e-05,3.7442432443413054e-07,1.4513507370583767e-05,6.979573954346563e-07,6.6629830723918815e-06,1.1365640033567104e-06,1.3663974138822255e-05,1.0989945373962584e-05,5.213791909319809e-08,3.7511709161108797e-06,8.382322369104855e-06,8.974095648817126e-07,1.1212755217648862e-06,1.1126051191467923e-08,2.344697591638578e-08,1.37223176555068e-06,1.5941602562463686e-06,9.314950342176331e-06,9.786885757812058e-06,1.3885788194833992e-06,9.631977082591447e-08,6.325365906612035e-07,6.2657578445701745e-06,3.8051803374905546e-07,6.09886650071445e-08,5.563387819318422e-07,8.808909546242916e-07,8.573601066874659e-07,7.913004798076884e-07,1.9350526354600106e-06,6.047417233645547e-09,1.1317925308063082e-07,8.530744022294812e-08,1.269153671046297e-10,4.930038866035602e-07,1.3371972862330495e-08,5.464518437747756e-08,2.3670262283559396e-07,3.644833235227907e-08,4.1247685267364886e-08,3.086321676004644e-07,1.625179124609133e-08,1.3364393760539883e-06,3.293860810771321e-07,6.464705233355517e-07,2.1809419514795536e-07,8.014881363038739e-07,5.380470025073691e-07,5.745467657192194e-09,4.720575041972097e-10,2.6035253952727544e-09,5.249064738421794e-09,5.450374374049716e-07,1.2024127871157475e-06,1.1235600010373048e-06,5.0179743915634845e-08,1.6150515369517393e-07,9.41766920004028e-07,1.6034972305511985e-06,1.363846016122494e-07,1.7332809720826958e-07,3.9343093849453226e-07,1.7521928952213273e-07,1.4212330534668638e-07,6.737684010715839e-08,3.047747787476851e-08,3.262783079271969e-07,7.108901023400449e-09,6.180444147574349e-07,1.6698624984989863e-06,2.6541850939310052e-09,4.7013754267410945e-07,1.9614407875678808e-08,1.6639522648631555e-08,4.898778316331232e-07,1.789998478329835e-07,3.3674458599364243e-07,7.571322724331253e-08,1.1938499095975885e-06,6.993598922200306e-08,5.68494822328347e-08,9.212703488969964e-09,1.0030221098134007e-08,1.0601112054864359e-07,6.543270369974152e-09,4.375326501104837e-08,1.0806071371050052e-07,4.566691025331693e-09,2.097337414852518e-08,8.222716818551135e-08,4.137535158932337e-08,1.415891714984241e-08,1.1440932379258584e-07,2.1978852071669053e-08,5.3124898702350265e-08,2.1948002970617608e-08,3.089977207437755e-08,1.2016344363985354e-08,2.36702146771961e-09,1.326069045681777e-07,8.986784560960359e-08,1.2789610703833887e-08,2.662869391656386e-08,6.624554904632873e-08,3.1893718333009247e-08,4.918102591844331e-08,3.890471722556299e-08,1.623862375677021e-07,1.212810247785967e-07,4.470673919954038e-08,1.1035439229090116e-10,4.784983076433491e-09,9.804770328969425e-10,2.0728937544234327e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.00512774641766045,0.009341630846713134,0.010382758879260656,0.29395335647537957,0.004393267466085593,0.004954246010304253,0.0028324238790724543,0.0019818996934404254,0.030799004702778632,0.027574344087616165,0.14713851268726552,0.09102747823346968,0.014088974923688546,0.09583674683577659,0.015529701828073339,0.30148762504587445,0.022545120095013527,0.03540144594248629,0.007789037503379781,0.11679424173927622,0.006084889339276867,0.008145580579066447,0.012048742832730497,3.211254955082232e-05,0.017592662156203254,0.003364849720101759,0.001963782350701937,3.8838745552993714e-09,0.0001812767059821141,0.005449592951690896,0.004634151496064387,0.0067245532720492385,2.28164425797317e-06,0.0003835960334113153,0.0002673950243603507,0.0006188347452114051,6.844471839917432e-05,0.002353971036368918,0.011153891669234195,0.0005334340249321112,0.0019677232058283867,0.0001804579408168916,0.004886806012134315,0.0030076551761193393,9.364249542898051e-06,1.946048256762367e-05,0.00017405480195331613,0.00822288344946065,0.0051395647633438735,0.00011846916423285947,0.0010961669254321293,0.0016341325689483988,1.8178447977579282e-05,5.171576783480347e-05,0.000681684423472273,5.1706222772729404e-05,0.0008677017489822081,5.786438350807721e-05,0.00017969886404123336,8.004846202958049e-05,5.211180685105177e-05,1.852136346514044e-07,0.00022580297440555341,0.0004249650333378874,0.00016341576143652503,0.0009802110049710322,0.010970907131491625,0.0003954244166646248,0.00011659868502356119,0.0023112458187459772,0.018673857171372266,0.010506937698735452,0.00013071258950780873,0.003310960651037531,0.02857570918099639,0.0002608679560545113,3.37131594418949e-06,0.00048089239066229084,0.00338625222613409,3.244378791400493e-06,0.0006845613729935529,6.644433079294743e-06,0.0001947445244669943,0.0019512017535245896,0.002406596412306339,7.560330277822658e-06,0.0030528659059361196,2.7968602501982076e-05,9.921664580270217e-05,0.004677269277564289,0.00026360378176715216,0.0001580500078086633,0.003109984702566182,5.9365919859999394e-05,0.001564357423261109,0.007926300215397308,1.4814925635153742e-06,3.1235274333241136e-05,0.00022247473699943399,0.0015823745823260182,0.00013408016032112613,5.702445906141662e-06,0.00018566193346503113,0.0002811773381803384,0.00018826107206182385,1.4597124555093544e-05,0.00013799708036610348,1.412983023096892e-05,9.375790586818589e-05,3.4852747925473437e-06,0.00010940126617997592,0.0032226261317811478,0.0012614286499306182,0.0015827298944235402,0.0008750122666434379,0.0007747451918547199,3.081685627082109e-05,7.41669540893497e-07,0.00023958923114308917,4.9322751067837345e-06,0.00048694687982742124,0.0008553233106038949,0.00012705605159979427,0.0008015880205212156,0.00042691801380456695,0.00013609117603152754,1.4179620480669897e-05,0.00039558111497228765,0.0005983877211486188,0.00013954679627214972,0.0010050082301242824,1.7520739197252055e-05,2.5675864130381143e-05,5.782395260389706e-07,6.149344935790779e-05,2.6165604831707157e-06,3.7454821456339715e-05,7.583554335832687e-06,2.318708350146359e-05,5.693532569006621e-05,6.990924887606553e-05,6.104179919619312e-05,3.7990633527940076e-08,8.818808883148677e-08,2.0619929403942194e-06,1.3882550580213149e-06,1.9179579462402785e-06,3.0940544304414175e-07,1.1357046103555035e-07,4.435825995408038e-07,9.791095472166944e-07,1.2844616489759986e-05,2.846186611282775e-06,1.6369395954063393e-05,2.2333142029040687e-05,8.201514138050925e-06,3.169783772793977e-06,5.860182819006354e-07,5.076822235938749e-07,1.817697297123999e-05,4.410236289498215e-06,2.898324038547173e-07,2.6182116084516593e-05,1.3973182779736248e-06,2.8009624890579232e-06,1.0068208271540868e-06,7.211960806330353e-09,7.248442821516932e-07,4.302271361389387e-08,6.127288758595029e-07,2.2084181152681737e-06,4.751184545792597e-07,1.8402812353990328e-06,2.399163900435042e-06,5.134834023312607e-06,6.076117734732378e-06,3.868258238171052e-07,1.961277185102972e-08,5.525225388325339e-09,5.9622957238048e-08,1.2640136431318894e-05,3.324086201850207e-07,1.6951357171279824e-06,3.5000115161665235e-07,3.5015842372310146e-06,5.17533142563309e-07,1.0774778069766455e-06,4.2750623641119034e-07,4.663062098675397e-07,2.3281210514980444e-08,2.3470602927844197e-07,8.264560591442205e-09,6.444219380341565e-09,5.4596039689158715e-08,6.233564775470768e-10,6.882692944465418e-07,2.636585139548231e-06,1.1050028294601333e-05,8.295879738717815e-07,7.730168891217915e-06,1.5793551094933633e-05,2.2311084393322744e-06,6.664267458766915e-06,1.88808939016738e-06,8.854285660220285e-08,8.278165721797848e-06,1.2099516943919753e-05,1.6498712343437916e-05,9.334398856530868e-06,4.021345803773002e-05,2.120505011582452e-07,3.8144311456100866e-06,1.878711342051531e-08,2.4774286622175623e-07,1.6769612538602985e-06,6.01727869931068e-06,5.130798351071775e-06,6.653734021533353e-07,1.203145908679204e-06,5.583914749252017e-06,2.459747506566856e-06,6.489672124132539e-07,2.686476787694403e-07,3.6462974839501783e-07,5.646526490821202e-08,4.6928986852101673e-07,6.167042740923279e-07,1.7449618192166838e-05,2.0290238458731125e-05,1.0000638801521688e-06,1.7184345857401695e-07,1.9058832925189506e-06,2.993963108544051e-07,1.477137742345036e-06,6.45904445484291e-07,1.7869721409713435e-05,1.5014409115998717e-07,8.714002142085064e-08,6.673951391533706e-09,6.290261644892325e-10,1.1786126446811096e-05,1.3295087187170651e-05
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.014814992373769709,0.03517029354860668,0.005854552640219612,0.21305633872302865,0.016243658920848558,0.0009877655341001823,1.9151067247591413e-06,0.00784311790495762,0.005895349590672838,0.26762827079943685,0.1121591246970497,0.0009895849511911692,0.005011641847219028,0.0012637517561522316,0.018050241033911174,0.0013580583841408256,0.00033060803030249275,0.001073919645900645,0.0009987754911535696,0.029501839804642938,1.2082205893326758e-05,0.009000709154710185,0.005704893928282662,0.013877700786363523,0.04108501052245028,0.010389267358684062,0.0035282779530558805,2.9337245893934494e-05,0.0010378408542797146,0.0008607572675889408,0.0006782800711997439,0.0003105619377898883,0.0008793568130514018,0.0003964224859367427,0.0006856070116905144,0.00020316522036400997,3.994783954741621e-05,0.0004759026195031435,7.502723540242506e-05,8.290952956069297e-05,0.0003154043700654974,3.48135195205046e-06,4.234875987663145e-07,0.0001982488888501166,0.0004695566670060991,0.00010189321202380697,0.004434472474237339,0.00033741253757968437,0.0031322061907372856,1.3532670419813542e-05,0.0009182598874279968,0.0009859862337489034,0.0012724633485761139,0.0001508284300566487,2.5773085961855458e-05,0.0007173604403807321,0.00040902315998780914,1.6079714360683894e-05,8.119133188100314e-05,0.0004651365799137608,3.8285676408289504e-05,0.0001565449329463675,0.0008694834611731039,0.0006253783384313483,0.004696263635321607,0.025242129000974334,2.8317583545156566e-05,5.6733189413016305e-06,0.00485479663304611,0.03197617500329786,5.45518830108449e-09,0.01811575812673949,0.01616707306023768,0.0004205642683980937,0.039487265483416856,0.00944920228284829,0.00033848312237405587,0.0014138682402218272,0.0010756673150180696,0.020767782923323708,0.005555874248979187,0.0002713369546569755,0.00891107672021807,0.0035026160058917455,0.0007806981786346867,0.010803709836459063,0.0012349682947805363,0.000177884634596559,0.007749857429840024,8.719533122514278e-05,0.00036784865999694993,0.0007054390944856159,0.0008529922298923243,0.0005398168571242312,0.002196930334618097,0.00018706310536753534,0.003248023063437522,0.0017307181160139962,0.0067345863287773255,0.007149448308251483,0.0009877924077996703,2.7258685257880444e-05,0.00046437745849470247,0.0005173851159452347,5.782959439848412e-05,0.0007711041797606732,0.0001277393782854741,0.00033143102045718464,0.0014541715043916437,3.81839603735834e-06,0.0002239683767157885,0.0003028107363878263,0.0004282333466036903,7.801039118238151e-06,1.4881880441741657e-05,5.926038109471676e-05,6.998940005331633e-07,0.0003092671390501067,8.571166180337819e-05,0.0002336438932426521,0.0005559379531789865,3.0023894320274636e-05,0.0013245335008478243,0.00033018664429862454,0.001092409966305663,6.698184520148587e-06,0.00028320615073385014,0.00023241686455666155,7.545974522082943e-05,0.0002654904803098823,1.7308509984381715e-05,2.0051747151583754e-06,5.323430226056303e-05,6.31335086236362e-05,3.197749350869472e-06,5.424001293508063e-05,1.352825563771809e-05,5.7442790954098655e-05,6.470693941107442e-05,6.601231028424692e-05,6.851200685886738e-05,1.404848276820303e-06,8.822563664123706e-05,1.3829562903744375e-06,6.43774538939823e-05,2.825971887965295e-05,7.234424887148094e-06,2.335386560758934e-05,7.689171577229814e-06,6.400079318247265e-05,1.3051390617135894e-06,8.745333100579344e-06,1.4256847631344272e-06,1.580550037738604e-06,1.333907621048347e-05,2.023271792950254e-05,8.416653708875899e-05,1.7608137170554983e-13,9.071049484887794e-07,2.0364786226245712e-06,6.153404652042838e-06,2.6391339744691322e-06,2.5441835767026078e-06,2.01917085540515e-06,9.190574141726415e-07,7.377177767775578e-06,9.211479887749618e-07,1.3332519939179832e-06,3.760276241493443e-07,2.0901943160733794e-06,4.18317055261852e-06,9.13363761556596e-06,1.8983860838872602e-07,1.33365253596196e-06,1.001012893464548e-06,5.755658727402135e-07,6.252520838856412e-07,1.1437366165267804e-08,4.4692168432725055e-06,6.6299412933013e-06,2.453282621495134e-06,8.563816752626963e-06,9.284488564631488e-07,7.06205888967304e-06,3.7188723731595985e-06,1.2165247298412396e-07,1.3935210438908996e-06,1.6451651465576589e-06,2.8013968567108805e-07,3.3614100392043156e-08,1.971778471165919e-06,1.488210759070796e-07,1.95489713306074e-09,1.128797939564663e-07,8.209708326489817e-07,1.8474700715920278e-06,1.901782222191173e-05,2.898670783402224e-07,1.3331933277349606e-06,9.610961639872073e-07,2.2803019392725332e-06,1.892883998877437e-06,7.822401149049085e-07,8.604646390963921e-07,4.4492500039794436e-07,2.988061627462457e-06,8.591955140024865e-06,4.775358771524907e-06,1.4506680928949578e-05,5.669087421722452e-10,6.034568558188624e-07,1.9163504560992806e-08,6.793014284411925e-07,2.24452922736873e-06,6.96933732635685e-06,1.6901195527552204e-06,6.844137079298207e-08,6.678806174775787e-08,1.8196517213020513e-06,1.01426652410197e-07,7.592461279681828e-07,2.870910613683719e-07,6.235257310471809e-07,5.513155265646219e-09,3.641806147758331e-07,4.068010479585382e-07,1.0659832845760775e-05,6.361441429181269e-06,5.069981954264335e-07,1.2890951506250303e-07,9.138488628046559e-07,1.2865323748556534e-06,1.3166190995228533e-06,3.153535343969338e-08,7.461754759185979e-06,8.518533189949551e-08,1.477321258658293e-07,1.1844884406642109e-08,3.508944024233074e-09,4.936939269839513e-06,1.0402421401156658e-05
