atom_numbers,value
N1,10.562676109963595
H2,1.9346797887673772
H3,1.9261285064326026
C4,9.628395153294724
H5,2.0916601479484003
C6,9.62148632354152
H7,2.06543991170727
H8,2.0724406755226448
C9,9.505090008275237
C10,9.578742176824653
H11,2.076289364099658
C12,9.4500890966544
N13,10.343073511960998
H14,1.8819701324575604
C15,9.480151809844893
C16,9.508518485387434
H17,2.0678282859292922
C18,9.535873390775762
H19,2.0847232169352345
C20,9.53042658902604
H21,2.0823366561048946
C22,9.519009185690676
H23,2.08453117740433
C24,9.693286274982047
O25,10.935759829587806
N26,10.375862809998488
H27,1.882433019263586
C28,9.580863578929328
H29,2.036001915819896
C30,9.557316042545368
H31,2.0802225032957105
C32,9.708956754824989
H33,2.091010248077109
H34,2.0767558223127884
H35,2.0853957366035685
C36,9.718632669201826
H37,2.0877515333351457
H38,2.0879276337719537
H39,2.0842456568118797
C40,9.735718517750698
O41,10.902860849673573
O42,10.89928439896713
H43,1.75799401519568
