atom_numbers,value
N1,10.528328562337594
H2,1.9340907997681112
H3,1.9241704953225098
C4,9.625125353635477
H5,2.094192428998463
C6,9.627506700585373
H7,2.0634816244386736
H8,2.0793442895621017
C9,9.776011312355651
H10,2.067317181039156
H11,2.0732364937243952
S12,11.05934689033935
C13,9.846400547560846
H14,2.0632016825882404
H15,2.060698228054457
H16,2.0787971514459365
C17,9.729326499320216
O18,10.926686030464435
N19,10.380931427620428
H20,1.892941647141838
C21,9.57116217656265
H22,2.044199776814666
C23,9.566137853890844
H24,2.0877931021732428
C25,9.714004018354151
H26,2.0814036298823164
H27,2.080647963485926
H28,2.08205559717271
C29,9.711630931500938
H30,2.0822368101597286
H31,2.0841227848156585
H32,2.0861765456978945
C33,9.772165237771972
O34,10.929301146878954
O35,10.927908932328661
H36,1.759304246457766
