 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,H23,H23,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,H32,H32
1N1S,N1,0.0,0.023271741024635473,6.02749969269567e-07,0.0007972098072155376,0.0013439673287982679,2.728296294729482e-05,6.103887041231104e-05,0.001372547136702762,0.003188438852841591,1.6909870520442905e-05,5.935429549769333e-06,1.6944766796478383e-05,1.2697968519270741e-05,0.00010973141598019653,0.007630975451165201,0.0013610747737531348,0.007709842741131956,0.001216387153737175,0.0011072770837939339,0.002000031950179837,0.005127972975635275,4.804067121888522e-08,0.00419337292213573,0.0006256434366482821,0.00044413420218880617,1.2727671455659006e-05,0.0005095774421479682,1.1004703514561065e-05,1.5808283218871066e-05,0.0007927755587712193,0.0002649476300242426,2.783623029092852e-05,0.00029589965924126105,3.894118563163573e-06,2.1618248093852044e-05,0.00010437034647603483,6.241286468289253e-05,1.0417340017498944e-05,0.00018899052439946828,7.86882819170387e-06,4.0181479836531864e-05,6.66716515367316e-05,0.00012899289866408203,1.776250875676344e-06,2.599810999448504e-05,3.626193171135661e-05,2.0545026891291562e-05,1.653533943216101e-05,0.0001259836615556953,5.567929875982536e-05,5.781529161197341e-06,5.681087913433913e-07,1.0298783126971855e-05,2.8675797357546884e-05,6.273520734989546e-05,1.604448922787327e-05,1.7491928577584304e-05,1.4737569335343537e-05,3.7520351154896048e-06,5.440844927928623e-07,1.467866674165208e-05,5.385578976890848e-06,4.2510464302036866e-06,6.41193277334251e-07,2.5755859245357726e-07,5.667533918840562e-07,3.417833452784569e-07,1.2354848020201814e-06,2.1130224810317344e-05,3.4281241201306045e-07,9.475990723206706e-07,1.422647832871604e-07,1.7400738021589035e-06,1.6631303645375795e-07,4.835494119559414e-06,1.4448718467924282e-06,8.127432199467322e-08,1.5767972016828002e-06,4.479372048560304e-07,1.0648831598458752e-07,1.1219653060778878e-07,4.624933651609098e-07,1.527540468826416e-05,3.8585729067452945e-06,1.0163782970806778e-07,2.3795846744167903e-06,4.620153893908352e-06,3.237220276286479e-07,2.0345425344459045e-09,3.254005992436859e-08,1.5370699792682796e-06,1.1194831520122683e-09,8.28786197171194e-08,7.633744170953971e-07,2.759653724981881e-07,7.263759935538516e-06,2.918999378653808e-06,3.3532918062295636e-06,1.25158123325253e-05,3.1721497090853035e-05,6.766067643859675e-05,6.312075794656646e-05,9.639792676197079e-05,2.1274481731836659e-07,1.865719768717744e-05,6.57168313833445e-06,5.652681845935703e-07,9.9040962580621e-06,4.300858013631115e-06,8.435896350578176e-06,2.337783702288654e-05,8.982380490207831e-05,5.5311132735935686e-05,1.0147517806036177e-06,1.1621694645080893e-05,6.400731704658824e-07,2.074572033161637e-05,1.7331171220380526e-10,5.0832080961127346e-08,1.0133810731671744e-06,2.9610510682287483e-07,1.2401615664958676e-07,1.2970336418782757e-07,3.765697829782866e-06,4.857732172736107e-06,5.207574679921834e-06,1.1428244496292095e-05,1.7866215806794372e-06,3.1233803852170894e-06,5.350679899152055e-10,1.8825661212140687e-06,2.0377038945085246e-10,2.0199498018680373e-08,1.3071685345256157e-08,4.720143728653703e-08,2.225037631919946e-07,1.27167593211297e-06,1.2924070492692508e-06,3.794889624764153e-09,2.6919149154203126e-07,9.302169412528372e-08,9.804659795165094e-08,6.695378578225331e-07,5.787736443441105e-07,6.692173182276662e-07,6.088832724682192e-07,1.985260920767118e-06,2.7930822099619945e-09,4.6843817227970597e-07,4.4821185651855444e-10,1.6119047702156664e-07,3.028558565043582e-08,4.369687633953845e-07,2.4133184595154233e-07,8.027394027276813e-10,3.649361990376576e-08,5.407414227498464e-08,3.504057044523279e-09,2.611415417241858e-08,4.2087666241030774e-08,6.67594659553572e-08,6.8482706172545704e-09,2.050057679170436e-09,6.710300898271626e-09,1.049066666869436e-10,4.423045596446684e-09,2.86839996199717e-13,3.3215997452540336e-09,2.995732550914454e-09,2.8570852017573145e-08,5.670448555150642e-10,1.4131787073878854e-08,1.6715749062701235e-08,2.639103868773418e-08,2.4372385443172107e-08,1.0322940591223073e-07,7.519053180082835e-08,3.041620288968261e-10,6.143308084460841e-10,1.039109620570855e-08,8.407013307731859e-09,1.5911628403753042e-09,2.846196056616179e-10,1.141712419050478e-09,7.769306031857326e-11,3.509868229389923e-10,4.4111216901399075e-09,1.5118617469056517e-10,2.8472495694487066e-08,7.700374138330801e-08,1.0260205185463889e-10,1.8692784820029118e-10,3.0664774330890765e-09,4.391589036867316e-10,4.586022561703373e-09,2.1461497023977927e-09,6.285550746554236e-09,6.180445044634553e-10,1.12814217967383e-08,6.993288170775713e-10,3.4469176402041057e-09,8.080309754632253e-10,9.409721890563105e-09,7.646755312284981e-10,4.227765748598955e-09,5.704912930948325e-10,2.39794295531226e-12,6.048599732189075e-09,1.3261976836154155e-08,6.294626131442271e-08,4.029110178827011e-08,3.7730238267030813e-08,1.1719896186868084e-07,5.5364150819414704e-08,1.66297502435242e-08,1.2186228026678236e-08,1.7398126717083073e-08,1.4571389927997558e-10,3.827585470794759e-11,2.2978394187411766e-10,1.2837702845214238e-09,6.495118332061622e-11,1.5203780456829463e-09,6.624968058588365e-07,1.8744847896101646e-09,1.3114842545292049e-11,9.536726963688125e-11,3.995026531811163e-12,1.6962700585820834e-07,6.860050150159225e-08,2.1257385052209088e-07,6.789938278295438e-08,5.502999078643711e-08,3.7922548545843426e-07,3.605694631758638e-10,7.979180394190877e-08,3.785001067013738e-07,1.963879614486075e-09,1.747636868554281e-09,1.9756306285367842e-08,4.266792730245328e-08,2.612197014251194e-09,6.801648411158823e-10,3.284785776713761e-09,6.562576038149359e-09,3.6921490309538285e-09,3.082153576805524e-08,1.2195799925507345e-11,2.4908808349266565e-10,4.180370272166556e-09,9.286311941636427e-09,2.7288308002137995e-09,6.429190513301819e-12,1.7739126834115382e-09,4.731522340595262e-09,2.6105506645279775e-12,6.301370134020878e-09,1.7836564891737794e-08,1.0484826340473319e-09,7.553265657378461e-08,3.040717300173412e-08,5.7744524717406875e-09,1.1870149307924294e-10,2.353870431903715e-10,2.5689409932638796e-08,2.1733054522687922e-09,3.899296746601166e-09,1.5398252117826416e-10,1.3735754755828111e-09,3.2754644968546742e-09,8.344045232533404e-09,2.4363659534287763e-08
2N1S,N1,0.0,0.0,0.0006305626311724488,0.01699857735543242,0.02357754062023254,0.26176543288163323,4.62485662389156e-06,0.02766942926563276,0.04691619545691239,0.0006659107047137791,0.0003759045214586365,1.722405026560736e-05,0.00013133307793244953,0.003946414091045902,0.10033822661881553,0.15585914236183163,0.0987685673968155,0.15030706333916122,0.0031758672891237794,0.0049320321457462235,0.054286079897929884,4.651260993115969e-05,0.03869510350729932,0.039827969893216686,0.1268232877200095,0.0005619190592307532,0.11983468158520383,0.0004825609715550794,0.0008788622591269224,0.0382764768290329,0.01289412148566016,0.001308589045787123,0.008905596266314042,5.255897939093757e-07,0.0001841232320518582,0.0011756374789824164,0.0035532271816896,0.0001761166181823981,0.006493217242528271,1.5965111566096368e-06,0.00023100093517047782,0.001318051498846451,0.00021743099126458887,1.3382281865537138e-05,0.0004963968910356442,0.0004986267793594124,0.00020897156581711762,9.53282144264822e-05,0.0032275654881388505,1.5688843042482858e-06,5.734477851326858e-05,0.00019570321425943504,7.191230544312255e-05,0.0007272980715118393,0.0020059595747681236,0.0005729072473155128,0.0008351889442690386,0.0006367244999960775,0.0001093435357231165,0.00018171848243708766,2.65202500262518e-05,0.0003037917181756278,0.00030271150021321525,1.5010587757213756e-06,2.6138355046168016e-05,0.00012806831766831728,8.307159031772926e-07,4.455632618638461e-05,0.0007129340823643915,9.13389574508372e-06,1.761587264947906e-05,3.474692273019997e-06,0.00010918907348322904,7.585004624388603e-08,0.00017503464397217172,7.295759371461763e-05,7.414586375986687e-07,0.00011464188601495451,4.622178566138224e-05,7.41543844773318e-07,5.395127287144419e-07,6.86000243099727e-06,0.00041885147013154267,0.00016467821090992985,2.6270311628273646e-05,4.572168453353953e-05,0.0001803567925562355,3.6443286255405383e-07,9.134137658239894e-06,3.3323331021239966e-06,8.6739322395335e-05,1.5337993808373085e-07,6.759947703827152e-07,5.176949857887969e-05,3.982667837543197e-05,2.5392338609542264e-06,0.00047426768153924215,9.709483358033566e-05,0.0005921070013359397,5.449811501367918e-05,2.6370904184780386e-06,0.0011657947970427074,0.00013595462260385105,1.289595761289064e-06,0.0001131651302179737,1.439247056023163e-05,8.683265440478927e-05,5.3461411402278e-06,2.6165779083431318e-05,8.285047290623737e-05,0.001010961811668043,0.002318749431663658,0.0020746382902214755,0.0002124738742632637,0.0013677672767795634,0.001772642635129884,0.002515192570373692,3.1439765081131554e-05,2.643743889141348e-05,2.8402649896452914e-06,5.2804714746113035e-05,3.251519404745551e-05,3.4589686932484653e-06,1.0333137377305235e-05,0.0001401408492447409,0.0002413657190061258,0.0003497439086950216,3.79447462206528e-05,6.390128926003769e-05,0.0001756293056973668,0.0003049328689765929,9.861735347005407e-06,5.654469288352004e-07,4.3268651480632414e-05,2.0778257239895126e-05,9.147770030359936e-08,4.649305397919079e-05,0.000144467969521056,3.844165318733772e-06,1.0936219817736514e-05,7.00253630103731e-06,1.8179609824642284e-05,6.76706195119614e-05,1.3021109990241087e-06,4.803835410793766e-06,6.743445610801757e-07,4.0538725780692175e-06,1.018480893621998e-06,4.973338402614047e-05,8.282845702645147e-07,1.3347566645283138e-05,4.464945289051059e-07,1.5180009099946545e-05,9.553604147782835e-07,6.400733787437218e-08,1.1351631816758356e-06,6.097604848598337e-06,2.961716205618359e-07,6.809702191912237e-06,1.1209498755881953e-06,4.643531152037639e-06,7.488148900947067e-08,1.673090186393722e-06,1.5282678209604939e-06,5.474600772714666e-10,7.390621985514656e-07,2.4481733307268883e-08,5.929809376858941e-08,5.004148988518864e-07,1.6134223761454791e-06,1.313297723015694e-06,1.0826064356095344e-07,5.239222233832663e-08,1.3654379418248652e-06,1.0074376226576476e-06,4.5654299576369795e-06,3.334103691354784e-06,1.625465997356912e-07,2.977413338101087e-08,6.033901098767558e-07,4.962143855813395e-07,4.559005806203942e-07,1.7734444801575933e-08,2.6732017488484416e-07,3.996689024177158e-08,1.3316138991470439e-07,1.9181165988868543e-07,1.2637773050272472e-08,2.1581834581674286e-06,4.909909741890317e-06,1.2184697695261093e-11,1.042419484065249e-10,3.726675346094055e-08,2.8457880496546295e-10,2.5461654118430488e-08,6.908256189319673e-10,4.911828850318045e-07,3.2876812383619836e-11,3.08535009985178e-07,5.587002638307581e-08,1.0904565872493777e-07,1.132307891893447e-08,2.5465448683092973e-07,1.1912986908058087e-07,3.3050650860566577e-07,4.079249649180383e-08,9.721268234841318e-11,6.603781537162234e-07,3.4267421789024866e-08,2.1888658205959644e-06,1.457210571320644e-06,1.550834003882784e-06,4.1556910637119415e-06,1.669576572993492e-06,5.954497726001762e-07,3.0395760397539107e-07,6.495635909153918e-07,1.863258569656523e-08,5.673164604758085e-09,3.131435932779425e-08,9.563469527407165e-08,5.511887168907492e-09,5.428157656695021e-08,2.610340242359399e-05,7.029155435489542e-08,2.1738904010248916e-09,4.239408379902443e-09,5.885469889221895e-11,6.149303271030249e-07,6.0546916915704685e-06,1.0124196868410706e-05,5.764423147258668e-06,4.341212990421894e-06,1.1463448948756394e-05,1.4639467416088792e-09,1.739427624158907e-08,9.274828139282931e-06,3.1160498781268586e-07,2.6724984536485863e-07,1.4505938679132413e-06,2.623797745515688e-06,4.1901343483807807e-07,8.863465517094937e-11,1.909341129646691e-08,2.40696607978208e-07,4.882199986511182e-07,1.8901359055689682e-07,7.850390248975714e-08,2.7863422680241e-08,1.2826051332126553e-10,2.241258867385909e-08,4.144800445082808e-07,6.621807413509373e-08,2.486287067338111e-07,6.705738353485202e-07,2.601170812077669e-08,3.69356114582331e-08,9.745287763429644e-07,4.069189429856124e-12,3.338161282062657e-06,7.298685704704155e-07,3.6209850229340645e-08,1.649449465901398e-08,1.9263055728302447e-07,1.4999751396516103e-07,2.768162890021131e-07,4.6062220548925836e-07,8.200928824919629e-10,1.0985162157695072e-07,6.769059863742655e-07,5.47025774455534e-07,9.087057151191402e-07
3N1P+1,N1,0.0,0.0,0.0,0.0012862639387201114,0.002137526342093299,3.3124876246404256e-06,0.28412837053519757,0.001289357071066366,0.005193830560900281,0.006611659985020557,0.00024615364658342465,0.057051501233914115,0.0009662186392020988,0.0005780960055008499,0.0016907277220519212,0.0026459110270131703,0.2850657498211233,0.1998012535445124,0.007947384411000513,0.05525732258462579,0.1403857623931879,9.401146729537402e-06,0.13237164586537808,0.024305201461194414,0.03072909948301561,2.7059214553482036e-06,0.07441698878969705,0.004910983207120356,2.994574651182802e-05,0.020917539308334954,0.014829978851429226,3.0172112315263178e-06,0.009677387582431862,0.0008489940043210353,1.8600016534309205e-05,4.982057424385289e-07,0.0001468802204440678,0.0002350742043222276,0.0017754955063118416,0.0001494622913997823,4.04562998479463e-06,0.0001559238697539378,1.361910357022822e-05,0.0003046464671965232,0.0025399823599858706,0.0008627355355383948,0.0013399937408482554,0.0005376393257461309,0.0008228532656047172,0.0004829351053428077,0.00036369202933661526,5.213626527833526e-06,2.4606140578864455e-05,0.0005079951038831076,0.0006125698083123687,0.00031200796103636463,0.0003001721890014686,9.195682776974579e-05,0.00023212678641693074,8.583201542178287e-05,0.00025916808518910983,0.0002116564227301332,3.100759866003777e-05,4.2981986400958405e-05,2.473630931865145e-06,5.637973547578667e-06,1.2017566275446256e-08,4.567698663748843e-09,5.3592472273766845e-05,0.00011566273261776061,0.0004609256573924192,9.986103763903742e-06,6.167717786720317e-06,3.168794992269852e-05,0.00027450792257877055,4.4721499223854266e-05,1.4849230072222497e-06,3.0242929165424925e-05,2.8587246321265525e-06,2.2265011661692924e-05,7.956176806267479e-08,5.817895092352643e-06,0.00021383555555143374,4.185517750121548e-05,1.6437103450339663e-05,6.290760688809627e-06,0.00010360408912157837,4.330394105522828e-06,4.128296614469562e-05,6.522266400299515e-07,3.491119604470683e-05,1.198846406591514e-07,4.817139105828261e-06,3.756871893068059e-05,5.2208956665245054e-05,0.00030906860074653153,0.0001713024113190187,0.0006443196276570973,0.0013123334610827264,1.5860665842915012e-06,0.0014568885311714297,0.00011139000142712518,0.0009913104841738907,3.8295812876398827e-07,0.002179541146630548,0.001718595670501033,0.0011020208570013956,0.0005992856387011525,6.583914688995662e-07,4.483132947985524e-06,6.872009004421642e-05,0.0005734699800057363,7.535227162236424e-06,4.162743567626137e-07,8.207698007911546e-06,0.00018304270494740038,1.5083978390784125e-06,3.2020461715687176e-05,5.3001820932152555e-08,2.7607966640363912e-05,7.273913410577038e-05,4.857275890168822e-06,3.1113903226520634e-05,0.0009096497755374244,3.488869980650122e-05,0.0001902157876512156,0.0019829413258638517,0.00023542360251171957,5.8556189207692455e-05,2.612789216849265e-05,9.436460855027917e-05,0.00015578454830933453,4.7660179304687134e-05,3.041431365868874e-06,8.443048735706782e-06,0.0003323381082074306,0.00021451467287159076,1.6160983662416584e-10,4.7154267066584765e-06,9.699212313396544e-05,3.9577221548903196e-05,0.00028377491613484906,7.629110144158346e-05,7.251810196784447e-07,5.052350585010856e-06,4.700970985371811e-06,1.5707873164405584e-05,8.819294896600383e-07,3.588966400180915e-05,2.2825510550550376e-06,4.166206003941575e-05,7.230546925129921e-05,2.4770236074722618e-05,7.1428562318232025e-06,2.1131796223983201e-07,7.779368955684873e-06,1.816566207546444e-05,5.344309994548269e-07,6.210235082182436e-06,1.189560814296442e-06,5.046836977218305e-06,2.2679848976636663e-06,8.709964749442634e-08,6.382178194819232e-07,1.2939164058201058e-05,4.059537404677016e-06,5.097756792249442e-07,9.279416744556457e-06,3.8494884386786055e-06,6.539411887551694e-07,1.5571292177885e-05,7.790980156130445e-06,2.5701541783718085e-08,5.009502079822425e-07,4.871459235999964e-09,4.114427001322696e-06,1.6306483434647134e-06,2.3925065040231175e-08,2.1408940211742333e-06,1.3966405809640037e-08,4.251070873095841e-08,8.777171007778861e-07,2.680972113200397e-07,4.0795376277102946e-07,6.1235401194181804e-09,8.317206638963626e-07,3.696273602749045e-07,4.3593514131856637e-08,1.289332949738764e-06,2.7995904887667677e-06,4.201914372004012e-10,4.9449206951379665e-09,1.7002741881100292e-08,4.424904576083577e-08,9.886882423870702e-09,9.678428103399028e-08,2.642558132315287e-07,8.183891169188939e-07,1.4019145178068015e-07,2.7065265584269582e-09,3.389095182271262e-08,1.0030229846691441e-07,2.3460491949123252e-07,5.559361193618884e-09,6.6789600516869996e-09,5.515071177519815e-08,1.9150368246734217e-07,1.0902906044663041e-07,3.817770322100955e-09,5.496503074908787e-08,7.220785480654968e-08,2.232864915185928e-08,1.4447592411315213e-07,6.226756887883766e-10,1.4603986464578611e-08,1.1107984754232803e-08,7.779735966551016e-08,2.5329552899577834e-08,2.5936477410226644e-09,3.2370375269152873e-09,1.516863301631588e-08,1.1369482688650123e-08,2.0503212461164821e-07,8.70941634367739e-08,2.024216350093866e-10,1.1483001216561206e-09,3.050061536669091e-09,1.1963501300726875e-09,9.842763959433398e-07,2.0906288725086597e-05,3.5852083609899665e-05,7.3536016080844036e-06,2.449889118238957e-07,7.459054332414894e-06,9.244506819161558e-06,8.381728623163553e-06,6.305445330312409e-07,1.596739547227166e-05,8.534607442989284e-07,4.337097901263576e-06,6.147127229683136e-06,4.986482623703381e-06,6.162777177465273e-09,3.428198267485527e-07,6.019432294834814e-07,1.7134863621315333e-06,6.897703931141308e-06,2.734336770338075e-07,2.389792639334587e-07,9.134262057841624e-08,3.206658394372397e-06,1.977145154041793e-06,7.793765632868599e-14,8.658296302144208e-09,1.081169122674197e-06,1.942549188171938e-08,1.5298650812844983e-07,4.786315767280058e-06,1.7686249829118594e-06,9.444581506201644e-06,6.136926908872908e-07,8.098146651036586e-07,2.0426022784292286e-07,3.202733895868448e-07,5.256361772509877e-07,2.635750981916374e-07,5.160293647499259e-06,1.692591977686675e-08,2.614463807226741e-06,6.654952504625555e-07,2.743318437747888e-06,3.2251670929461795e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.026931571504355212,0.01701742664916761,0.0007911879515112297,0.21684943998105854,0.033903505537129064,0.016708784121212128,0.0031858244413742742,0.00041525188898283716,0.022011762638113552,0.0023613608825807653,0.29859621283127424,0.159800900661351,0.01519015669054502,0.011096801674371104,1.7264137567307714e-05,4.582166903288609e-05,1.4372477522783811e-05,0.002435787670946876,0.00014770342097358835,0.0003567170765572669,0.00043456997293933597,0.029335183571469248,0.0031810392823872213,0.003081431487526931,0.022908630648573958,0.0005149924797633876,0.00022061345068635774,0.030552861819268307,0.001994309292444818,0.00020066320451928021,9.781663833097198e-05,0.004037356065280662,0.0003670992168247622,3.0557958670129892e-06,0.004604134464836207,0.00043521642965682616,0.0007241517035980749,0.0007692479683707454,0.0005689370940489269,4.778953029815902e-05,0.0001299171400781507,0.00040171806447930614,0.0003235386824316233,0.00011659232776795037,0.0019086280715199244,0.0017584197664404222,1.3551687683133196e-07,6.40338073587543e-06,6.36643340445886e-06,0.00028185725731111333,0.0005822464779394743,5.999962520641944e-05,3.247033916320419e-05,8.379123266788469e-06,9.639076211875874e-06,6.927660312072703e-07,0.000599815777174495,6.423993103532588e-05,3.303437470347781e-05,0.00015197691994428553,1.3958633808375254e-05,9.110174457482856e-06,6.243716588194559e-08,4.0343730089986707e-07,9.447488986102925e-05,6.607996677177042e-05,3.2408866001087944e-05,1.2890297980128196e-06,1.4952253708067076e-05,2.102994227204391e-06,3.736066108039893e-05,7.249054250135778e-05,1.1574913386436236e-05,1.2926906747479094e-05,2.769122317336503e-05,3.717821778437269e-06,2.2150875578219598e-08,4.5718653218784766e-07,3.920355696429567e-05,1.1706946523304396e-08,3.3599354436919526e-05,2.0040374009155926e-06,1.2415125483222766e-05,9.38243686299245e-06,4.031096926349065e-05,2.604740092504443e-07,4.3507811500198557e-05,2.2350202182330747e-06,3.5039605241760086e-06,9.142971643116837e-06,0.00020180736318375914,0.007882905016145969,0.0004654022523968848,0.009118175702567122,0.003834100423238951,0.0007833806552182132,0.0033156049804463628,0.0008510915200821145,0.003152758810257783,0.0001873200787179119,0.0006110389918234649,0.0001543533266514796,0.00010650893991837052,0.0016180753159602546,0.0001867915274667009,0.003333808001324101,0.003743614866789091,0.004651208390790806,0.008833814922431849,0.001139115941289237,0.0002261494593893687,0.0004421826994351896,0.0008970886828025826,2.516491659498854e-08,0.0004767929987834485,0.0009559188829910692,0.0007293970584911769,0.0004526495416634635,2.2215396162650336e-06,0.00022656509604823682,2.6084311556040518e-05,5.3233657808515744e-05,0.00012492627412097335,4.990540159344192e-06,0.00010384235424476529,0.00025501329902732905,0.00014850560601775697,4.321768466186704e-05,0.0007101810972798273,1.9185707169855348e-05,2.0681685545920203e-05,0.0012601865890491393,0.00038201872373244683,2.039572976464399e-05,8.528010078556747e-06,0.00037200862657993383,4.1893225642297693e-05,0.0002085707419343663,0.0001737196713951228,1.407490064053718e-05,9.69512495059277e-05,3.841869287812827e-05,7.621044064087812e-05,5.334708370607899e-07,1.137289504793415e-07,0.00011999858371680716,3.6244624211034804e-05,1.5008189800491678e-05,3.887696401694285e-05,4.4057305068179176e-05,6.058788653007241e-07,3.056523270128508e-05,4.909749921022666e-05,5.573004988601582e-06,6.046826877614819e-05,9.590447234142374e-06,2.3774404406928795e-05,5.372785359725185e-06,9.556345112571307e-06,5.925154460406645e-07,9.41359984985013e-06,1.3654269234830707e-05,1.0713448444832352e-05,5.51552225824814e-06,6.4362262186534736e-09,3.993084520814705e-07,1.1158398407484782e-05,5.914735045742248e-06,1.4486567501137415e-10,7.2531682038246e-07,3.5662436337347003e-07,1.1955831569210318e-07,1.6394969826194483e-09,7.590345227903583e-07,9.298490142306548e-07,5.726978091757928e-08,3.4900293988116005e-07,2.3647466795839733e-06,1.0795116267559024e-07,1.28505502061671e-06,9.046754994024298e-07,1.5705122951015227e-06,1.623746781476143e-08,1.1339031047441495e-08,1.1314440322429675e-06,1.0180583416286026e-06,4.151470944790958e-09,3.756013056133156e-08,1.9325031752615018e-07,8.524350669780745e-08,7.588778716538513e-09,1.02354064068777e-06,2.9315734848545105e-06,1.2519646181985422e-06,1.0054292909345008e-07,3.4998375264549964e-07,4.747796733539644e-08,5.13794695677916e-08,2.031155243997773e-08,2.1391906201984057e-07,4.267244702038653e-07,5.280711778965497e-08,6.619353731807109e-09,9.751241369926333e-09,8.917695248911173e-09,5.521006181119503e-07,1.127663784572519e-07,1.0482782375476063e-07,3.7530425212040086e-07,2.293027163702277e-07,2.227271944654774e-07,1.614730429366773e-07,1.6419494652808453e-08,6.341250480268457e-08,1.1711859926322177e-08,1.6146239900649562e-10,1.2636550095201926e-07,4.087412230902032e-08,2.0479877482770803e-07,2.1912364678300378e-06,4.744794868116742e-08,2.3091623457816013e-07,4.2571297154125887e-08,2.497380080512812e-10,1.7994571832602446e-08,4.305553803263251e-06,5.718089277628735e-07,2.4020242710420803e-06,1.7681882494624546e-05,1.128107506254139e-05,2.1149356612681913e-06,2.6366946443978634e-06,3.1447228364900326e-05,1.098364447171818e-06,3.3472542710910602e-06,1.045616667760818e-05,1.0700353045400846e-05,2.1556940086320253e-06,3.182292429571021e-09,3.958706029649761e-08,1.8485707227178239e-06,1.4676994033457902e-06,2.4078853413378454e-06,6.887320580517553e-08,7.280269267440076e-07,5.347855229764775e-07,7.191477391366163e-07,5.628377763855497e-10,6.3031830177529e-07,1.9759286986609226e-06,2.4933115350123103e-08,3.4031817830459943e-07,9.557685598515775e-08,2.5402564705068187e-06,4.052110735841552e-08,2.070665930720139e-06,1.3062276016384544e-07,1.3106622236414012e-06,1.521297670059596e-07,7.405941127025528e-07,7.000857107364311e-07,3.139782367433952e-08,6.443427225111265e-07,1.0393341742798157e-09,5.7126612995617165e-08,7.399779733407996e-07,4.1512095982909614e-07,9.417053807858622e-07
