 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,H13,H13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,H17,H17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,S28,S28,S28,S28,S28,S28,S28,S28,S28,S28,S28,S28,S28,S28,S28,S28,S28,S28,H29,H29,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,H33,H33
1N1S,N1,0.0,0.02359379672943618,3.4499099135887334e-05,0.0020531275978807884,2.0341524575862024e-06,6.367406455987101e-05,1.3748696925386383e-06,0.0041301166362794905,7.457102528807269e-07,5.095750100533869e-06,7.06171673386935e-07,4.307581569218399e-09,0.00017555530878653192,5.806889006726434e-07,0.007860126338884443,0.0013307842625360777,0.007958867263676783,0.001374469113474941,0.001157178665458336,0.0021157872404740097,0.005566987399336032,0.0039506505279998105,2.7008028702368847e-08,0.0006244231392025235,0.00035745529734021453,0.0005064602452364841,2.3542289167011177e-06,1.5123222238538903e-05,0.000675374350484842,4.3354557974217833e-07,0.0002767592793898044,6.442817124474587e-06,0.00018364731580855498,2.0540177914751823e-05,2.6547295543660754e-05,0.0001997896596597215,0.00023005355101557434,7.576193161940026e-06,7.17424998435412e-05,3.113403682641902e-06,0.00014720499711207147,3.59927313495767e-05,1.742213876831933e-05,5.908734302749463e-05,3.1343151299628724e-05,3.010905856787316e-05,1.0463582925668291e-06,1.288447353761657e-05,7.155588356688725e-05,1.2444079882101278e-06,0.0001274006168163755,8.459848340658382e-05,8.722868458044264e-06,5.254376953134354e-05,0.0001298679393095803,3.9067047918894815e-06,3.0954587988407667e-06,4.7451250180241544e-06,3.065950358482894e-05,1.4845931362694742e-05,7.025366369095565e-06,8.97650602460498e-09,3.1911086571523306e-06,7.062522157652573e-07,1.0424296348898743e-06,9.958360469575211e-07,2.9726224671122736e-05,0.0002200709963916525,1.603550897621986e-08,1.5790869971610277e-06,4.269897611264284e-06,5.7989631541133235e-08,3.2125602129617903e-06,1.543316692220742e-07,8.808546685390439e-07,4.625063493524095e-06,4.1785451210252234e-07,1.7928702311098554e-06,3.589825734451324e-07,9.012151507559185e-07,1.4658975200365632e-08,9.188876868848617e-07,8.662489314748001e-07,3.6150799886947027e-07,6.014460807168831e-07,1.7398776108734637e-07,4.956370824427125e-06,9.030460912384797e-08,5.0655776434593847e-08,1.397644857625835e-07,1.4629870315197024e-07,1.7611780034343383e-08,1.4288397947037623e-06,4.275707874423773e-07,1.0869183399986326e-06,2.2475619831929805e-06,5.909991345198762e-07,1.1436792795166406e-06,8.061759265709512e-08,1.0975937869417418e-06,2.0496736344299826e-07,5.287537810788612e-07,5.7189184499151224e-09,4.055043740791575e-07,1.1531634802608437e-07,4.898526029251116e-11,2.052137304531243e-08,5.428004670182673e-07,8.884138264497743e-07,2.9896867128620386e-06,5.0936254674116554e-06,8.827945948475246e-06,6.313230938026493e-08,4.031774005830435e-05,1.8778746149861192e-05,0.00019778029317485402,3.826245558169461e-07,8.551295109460177e-06,1.2191872568900752e-05,2.105640896643557e-06,1.0093308398961831e-05,8.232783689221534e-07,2.4289455437948027e-06,4.883793651710988e-06,2.4401480835933853e-09,0.00011135734714562417,5.7163606694832225e-06,2.417343403227079e-07,5.382597634717712e-06,1.5469205680851417e-05,8.820479528992564e-07,2.0818056406524121e-07,7.138545942558805e-07,9.461724681525396e-09,1.2572972678259742e-07,1.0624300118833307e-07,7.937154956894066e-08,3.442856371327352e-06,1.103069487085051e-06,7.859844582958075e-06,1.4620171207013755e-07,1.4682783664454746e-06,8.131824866808302e-07,5.172757777671677e-10,5.529140377991126e-06,2.040890284549235e-08,8.318474797874842e-10,4.3828605883478033e-08,1.8614851601816973e-07,9.715788843456252e-07,1.023802662647455e-06,7.640873689318539e-08,8.110424443152908e-09,3.1998784244535727e-07,1.0776826098179981e-09,9.016276749651553e-07,2.171755646429574e-07,5.090243675454076e-07,2.7041124561755225e-07,2.4373049319903473e-06,3.816851923410525e-08,1.0625594182300802e-08,3.393964387310433e-09,1.672053703827281e-08,5.053335694338301e-09,6.261480958724697e-08,5.697667337933865e-08,7.841744157355279e-07,1.302918212209292e-08,1.9955638475011028e-08,2.2056079540533347e-07,4.1676440076798826e-11,1.588450482259418e-09,8.25602941567638e-09,1.4856594687806535e-07,2.5814611648300456e-07,8.95595597683041e-09,3.756506189445119e-09,1.0076187384466806e-09,4.5483886101926885e-10,2.9503022247467925e-10,1.503261404245393e-11,1.3864756009951407e-09,1.942490435169475e-08,1.5876905568035227e-08,1.539443623688186e-07,1.261954429843115e-10,1.2394141268856629e-11,1.8719955335866345e-08,1.2468026611145433e-11,1.8770731635697757e-09,1.1977048242073352e-09,4.779288675926807e-08,3.7093483840067165e-10,4.882934723227095e-09,6.662038476434873e-09,7.472506169392545e-09,7.918288247310556e-11,7.697158466157816e-10,3.4459915476681147e-10,5.135681463430686e-10,5.626412308279427e-09,2.0540791290102334e-11,-1.8735013540549517e-15,6.315730161077227e-10,2.814404687079275e-08,1.604922028608513e-10,5.086646215346491e-09,1.0735137667694516e-08,1.5619590065796274e-09,1.2139969030044995e-08,3.8685451952957806e-08,4.205382719835171e-08,6.850653377910021e-10,5.488916876572603e-09,4.511762519143758e-09,2.52764098540581e-09,8.145802421477555e-09,8.814176610805191e-10,3.171501949950084e-09,3.00678854037173e-09,7.176526040097997e-10,3.1305060765873804e-08,7.20262358644419e-08,5.418743231899725e-09,2.6622526405617464e-10,6.559508269887715e-09,1.3210917892969576e-07,1.02408439506263e-08,2.832931750296197e-09,1.7619825043446724e-10,7.948541824731592e-11,7.99686150632084e-11,1.2059149512300138e-10,9.935012534878496e-11,9.754419494356625e-12,1.903633917166303e-09,3.216512833859042e-09,1.3936588771912284e-08,3.748075405596296e-09,1.494335544194314e-09,1.1650294062803823e-09,5.4988660291854785e-09,1.375040914464165e-10,3.177236251872273e-12,3.621883765125844e-10,8.981179688838381e-11,7.30860511000131e-11,3.555977734492899e-11,9.181477800268567e-11
2N1S,N1,0.0,0.0,0.0023697311099781793,0.03594754031273917,7.981631147124801e-05,0.26399237086281113,0.0013185824563466397,0.06287429105744202,3.254773074656825e-05,0.00034784833545442595,0.0005035738652301447,3.456254371592138e-08,0.004942087386078375,4.2582485404896175e-05,0.10528003861285784,0.15787350381372667,0.10532027120670273,0.15770620264283552,0.0034719451106353105,0.00559200032982643,0.05804974140892183,0.03817440184093446,0.00011279773132244486,0.04164775232239881,0.12890752065773725,0.12001527235974718,0.000141342131931399,0.0013582919524002257,0.03655326105174228,2.6028794499755037e-06,0.015372119169991816,0.0002675319468707915,0.005763900019409629,0.0001156523710004187,0.00019272988280305547,0.002565326830334058,0.0077978534774088,0.0008477447764376755,0.001017204059610144,1.8202788760746103e-06,0.0003175257348004834,1.3147498465038154e-05,0.0006035009425180426,0.0008388155120027108,0.0007171129687240096,0.0002762448451554267,0.0002472332295839763,0.00013124004139242196,0.0016227512303474967,0.000256516344347979,0.004162899070267123,0.0030881518840804034,4.1571109181903765e-05,0.0005733924441790883,0.00217885189113165,7.334192995678279e-05,6.1032857329834656e-05,0.000177961312509467,1.2521299272982844e-06,0.000140951640207998,1.6970318217346403e-05,1.2409966142490347e-05,0.00012771328364236112,1.3319950997958685e-05,4.904320489629299e-05,2.186292053774075e-05,0.0004435611835158504,0.0020092510742935055,1.4389606302067648e-06,1.1899535762971425e-05,0.0001866574096260898,1.1986451871059955e-06,6.077745720345362e-05,7.121474077109724e-07,1.164796446628813e-05,4.800076386590746e-05,1.1175576769328899e-05,6.280919709533705e-05,2.1880579567312708e-05,2.2738651127118814e-05,2.4237563445161925e-07,4.4417592535150874e-05,3.4260576891043115e-06,1.3440441248846469e-07,1.90560483601665e-05,8.589662204627757e-06,0.0001649745538037095,3.0781673671764764e-05,1.0872842137743532e-07,6.452798481326738e-06,4.779532265963837e-06,3.7056746737818003e-07,1.5856185981100168e-05,2.8591531373578505e-06,1.2286650356241324e-05,1.824845753128912e-05,6.352705960388505e-06,3.687467030855096e-05,3.6665711045102967e-07,2.793857117233678e-05,7.640175961665108e-06,2.3836661664278225e-05,1.4193522757111054e-07,5.2894895223865035e-06,1.0170261938835523e-05,4.6272643050571105e-08,7.126922902944699e-06,2.4943040055624977e-06,3.534860765030956e-05,2.4056439683839415e-05,0.0005555378670623057,0.0004321037215584411,2.656508453791062e-05,0.0001858731878257025,0.00045809379051942045,0.0010472751120014223,2.1626975934552206e-06,3.945486448797553e-05,3.4569858879951454e-06,4.313868813543564e-05,1.107087614915514e-07,2.0573078497898578e-05,1.3721156979507043e-05,2.2005116957046766e-05,7.094756590975138e-05,0.0032750312306837337,0.00011911989852864124,6.517578940989921e-05,0.0003046894186082838,0.003562279036877225,4.108774149091943e-05,8.08242845005136e-05,1.2222924976157401e-05,4.149253891583271e-07,2.595743690703145e-05,5.239105090737439e-05,2.855110938115857e-06,6.218466916951826e-06,4.313118624565959e-05,0.00032742793556383987,4.3562481621961524e-08,3.979780409668621e-05,4.659579724508589e-05,0.00030893598931092114,5.155484360841456e-05,9.191466225910716e-07,7.229238232708823e-06,2.032780160554637e-05,8.971770193433315e-06,9.062036190132794e-05,4.4142690517556815e-05,0.00010497660542529985,2.8709139414662133e-06,7.919275975876161e-06,9.849053705934807e-08,9.606210048040964e-05,1.0578234096225714e-05,1.366504074784558e-06,4.487547744069786e-06,1.4197133504367798e-06,4.136594825787654e-06,8.583041777976419e-06,4.779499347407068e-07,4.271849454173804e-07,9.77752126596343e-06,6.960698745173133e-06,1.5120251273259555e-06,1.13562137435963e-05,8.595949108070045e-08,1.176285158166479e-08,1.2323125771818155e-05,2.1486656267555304e-06,1.2851580688533204e-07,5.436487571230941e-08,4.770964831646296e-06,6.442410441565016e-06,4.7425208249407547e-07,6.136560790626078e-07,9.827486158187071e-09,5.3158456747581795e-08,1.612179343357667e-07,5.314601581041245e-08,1.5767590362258943e-06,1.193917955610857e-07,9.5134133459851e-08,8.099788301851873e-06,3.552713678800501e-15,8.726575018158655e-12,1.223319447962723e-07,7.53785789342487e-09,4.5481307608952193e-10,5.68416957946738e-09,1.9214266062661522e-06,4.613828696875544e-08,3.021502559263922e-08,1.0864864430359944e-07,6.699486907457697e-07,2.5078404242151464e-08,1.711242703095195e-08,2.532306719871258e-08,2.7757509846182415e-08,7.889869115818016e-07,6.525423978942513e-09,1.0420419371826029e-07,5.306333150656428e-11,4.6526763153309503e-07,1.4277286131125777e-07,1.0853452976355982e-06,3.8070189614103356e-06,1.5858063364682096e-06,2.266015299845492e-07,1.9935867441311927e-06,1.5801128281367482e-06,1.6682786041499753e-07,2.3486803613081975e-07,1.5739415073490193e-06,8.931620769647708e-07,8.216848956799083e-07,4.755394298339155e-07,1.9957686614446857e-09,5.324888596724975e-08,4.943220353048616e-07,1.6344586382111004e-06,3.7939149670762617e-06,6.544184474321924e-07,1.775694475902867e-07,1.6801139945954446e-07,4.0695245013822046e-06,8.848138293160446e-07,5.06682801049152e-07,3.255944625024654e-08,5.337819075634798e-10,2.321383774095409e-08,1.209105260358001e-09,2.212534999657123e-08,3.4325092546083624e-07,3.2246901282562135e-07,1.2540143363715117e-06,7.895819962300266e-07,1.7579814937107585e-08,1.7447024180938797e-07,7.800008372527145e-08,3.315111047896835e-07,2.6962871935154453e-09,1.2002272153921467e-07,4.313296231295283e-08,1.232203206136262e-08,1.706900398801281e-09,1.770629416419922e-07,2.0499120267913895e-07
3N1P+1,N1,0.0,0.0,0.0,0.017169917170435145,5.698949270094289e-05,0.0006910760606584354,0.28227892681116185,0.023296264200538097,0.00013086881194945832,0.0005966010817630707,0.0400768358100394,1.429963074617291e-07,0.02366572852758031,2.8827742193371364e-08,0.17184625951780275,0.09618810105813891,0.16474444352033446,0.09760117384006017,0.008879164760736913,0.06021527731604426,0.15236067392185593,0.1358162277772177,2.465606420498645e-05,0.028419724254134415,0.03408374140060877,0.08309758510412335,1.7254217218098944e-05,0.004021851955091416,0.022344137821168175,1.375187907148856e-05,0.02012237772244929,0.0007772866621305052,0.0054378955753335845,0.00031829638588654063,0.00015370069145115295,0.004804265335206281,0.005205544410315177,0.00024561702422198906,0.004483453651059399,7.842195392893103e-05,0.001312640129797149,0.00033678484068833114,1.0914739234646476e-05,0.005472765044652883,0.0024057678614983757,0.0023955743519565864,1.2639789058965789e-05,0.002081659856732143,0.001170550861361086,0.00029921370417795856,0.0058036703435937476,0.0033723191992116597,7.124501830313434e-05,0.0012547973079510832,0.0025571272198949835,9.87540206334181e-05,3.3108897487199584e-05,0.00027810131629335544,3.0127940142676835e-09,1.4220614371840412e-05,0.00014971484863091078,5.147420847340101e-07,0.00025021120700663424,4.416386197036992e-05,6.973215593975013e-05,9.445431496124534e-05,0.0002177850614484278,0.0016384921730629998,6.543816040149864e-07,4.52722336019562e-06,0.0001602386886290219,1.9511269973016e-06,6.396206021364037e-05,4.4113232178233375e-07,4.73418737767517e-06,0.00010182693109506147,1.0973632096789032e-05,9.061294243672968e-05,6.845427539259319e-06,2.7690544036618192e-05,9.736405170990281e-08,2.4468122951759597e-05,2.655805666496036e-06,4.570342286847051e-07,1.5350283814719035e-05,4.3396491178349095e-06,0.00014971649194395198,5.373383626938733e-07,2.0782221499260345e-08,7.96707480521519e-06,8.38994873575416e-09,2.4098093214242056e-06,2.4738619984976395e-05,2.228829213279937e-05,1.8278789748915614e-05,0.00011147129300015379,1.0991068636556633e-05,2.7929106960034034e-05,4.223361187150054e-05,4.297972671452044e-05,1.6882729819700515e-05,7.531091775092591e-06,2.1758132045412992e-05,4.4089668127966775e-05,6.644827510893236e-06,1.1987930053969365e-05,6.347522019112262e-06,9.982771458361128e-07,6.068549482707297e-06,0.0003000695550841037,8.204530059652271e-05,4.201567561024078e-05,0.0002902095670331839,0.0002066915156029303,3.1355496995733034e-05,0.00048335884394301587,3.418159795209874e-07,0.0004605758294375928,0.002870807425511712,1.6477870206088596e-05,0.00021570197930298463,0.00019869475533407233,1.4545403369092824e-05,0.0003212660322255978,0.0007871682457127882,0.001100683763961996,0.00025067071927775686,0.00014599960547423407,2.125521300611055e-05,2.6682831133051366e-05,0.00014362536541812077,2.1408751755380706e-05,8.372696258618362e-05,4.557947994809908e-05,9.169841851242033e-05,2.712153672090878e-06,2.864217633136157e-05,0.0006595156616824305,8.506434231225768e-06,0.0010839776594342432,0.0002088636380022102,0.00024115373311683896,2.7886030200541256e-06,1.995473424409866e-05,0.00019330987674281985,2.5706284192628104e-05,1.7209980023302762e-05,3.69884074185034e-05,5.06666705981651e-05,6.473678525020787e-06,5.463609595635077e-05,0.00014136295841860047,1.562359634110777e-06,2.6945237753928097e-05,8.2149559523792e-06,0.0002252773757271953,1.7250287547732057e-05,3.0104827430932346e-07,1.374992058789104e-05,8.477373980575464e-06,1.7107539296290497e-06,3.587360131174222e-07,5.626380018997068e-06,8.353336487187946e-06,4.210322172459868e-06,1.2574555744659932e-05,7.326938886720313e-07,5.054216185573779e-06,6.287021059314668e-07,1.796127247732926e-05,9.746066591098668e-06,2.2861012754837873e-05,4.29471660989833e-06,4.093424563755832e-06,3.2261099982555663e-06,6.887815500178363e-07,4.421952013444752e-07,2.6222031448419614e-06,5.479306683708884e-06,1.4557077092636206e-06,7.612863895056776e-06,6.032249990628458e-07,1.2497790522036922e-05,4.862214502576734e-06,4.1224156839270165e-06,1.022395485605898e-06,1.511964331513127e-09,1.5798638619557437e-08,1.504736135693463e-08,1.9462799039082768e-07,1.8812891244834873e-09,4.271493159180295e-07,1.9415789864751787e-07,3.3152343714704102e-06,1.671043969864172e-08,1.1760774132341112e-08,4.623010863014088e-09,7.284488643399811e-07,6.311123232904947e-07,5.4554634587589135e-08,5.182931246405786e-07,7.146929426049553e-08,2.3784440372764948e-07,1.4430021815226013e-06,3.5182448065995686e-09,4.294724645248493e-06,6.914942018987347e-08,1.008003103208921e-07,1.0965501218151985e-06,2.601124649004305e-09,4.6424499311470413e-07,4.1072821588272745e-08,1.7476592661935797e-07,6.735431590243479e-08,1.0201061608761108e-06,2.671076596572064e-06,1.289890850353359e-06,1.396187257363124e-06,2.175249727009998e-06,2.0388396215764715e-07,1.4845458196077743e-11,1.787325842883547e-11,1.4392553047137824e-06,2.599691084625988e-08,1.0204698490667852e-06,3.967658201986524e-09,2.604137758766001e-07,1.3643468887991617e-07,2.0645387444062635e-07,4.682110255060934e-10,1.152072437449192e-09,1.1421033452307938e-08,3.7390646134838335e-10,3.0327606914681837e-07,3.4179055807825875e-08,8.422655457529515e-07,6.39962163262453e-07,1.7495645781018254e-06,5.0652153138486256e-08,6.236219851629698e-08,1.4203642706434039e-09,6.852740597196316e-12,1.0650591519834052e-11,5.436201755415482e-08,7.49150036671864e-07,4.042067791587556e-08,1.39656151088019e-07,4.026731637019054e-08,7.137114343969131e-07,2.8790538131318044e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,1.2011735783801214e-07,0.040847655953125006,0.01827409283820325,0.13080442831307604,4.879049234407518e-06,8.841765416245373e-05,0.0019155780525548227,5.741377578249995e-06,0.005796156803546726,8.019482564680658e-07,0.022973383911039313,0.0013184632217919656,0.016937800926731583,0.0017225648229368673,0.008195818247266784,0.041654540379798544,0.1413843065345075,0.06935162145133633,2.3086672283234577e-05,0.010017265230069405,0.06894800648471033,0.00036289790650156917,1.4841847120194984e-06,0.050494514647678734,0.004999243163675393,0.0009146569933471405,0.014757896761729672,0.0007058355642088898,0.00010675290296857654,1.4898619671299684e-08,5.510726576174463e-06,0.0018276920405955188,5.617121978662709e-06,2.9731782062558665e-05,0.0016626462303066525,0.0005274651229050242,0.0003220941089252527,0.0002613893438385695,0.0007998872706531657,0.000886053290070965,0.00040290609178428305,3.852113877877983e-06,1.4734840600993948e-06,0.0005954744588199112,0.00033423630701578944,0.00021884341586542178,0.001221716970597253,0.00024520678293349363,3.441312562690868e-05,0.001162389034238931,0.002684758564895251,0.0019321438710746541,7.594837456093018e-05,0.00023374160800315735,0.0008342835930474912,0.000877646729693371,0.0001728981500721538,0.0002861759431551647,2.552879576023237e-05,2.1278444271688457e-05,0.0003541234552029149,3.3412460413329015e-05,0.0012457988841507728,0.007546844747064352,4.345244861703179e-07,4.892645637610826e-05,1.724046362117093e-05,1.253064199957521e-06,0.00014155678175864495,1.1070392160750231e-05,5.825748570664757e-05,6.931253238828816e-05,4.265816773196818e-05,8.654367997973367e-05,8.937984718193626e-05,0.000123708296398517,7.644692473274262e-06,0.00013777299214035033,6.480666402186586e-05,1.5863284189343574e-05,4.588325460463949e-06,2.4203410493583988e-05,0.00016726909860009798,0.00011900746616255731,2.7908414024224726e-08,2.533151612915674e-06,4.598931246402316e-05,2.3124076538039162e-06,0.0003331918473166162,1.997679704546229e-05,1.627402740567163e-05,5.1184602632758924e-05,0.00012071212349384908,2.1597727972055836e-05,2.565961110989612e-05,0.00010481208731882852,5.200254210802058e-06,9.046496761566658e-05,2.1370900952444316e-05,2.2834747310795933e-06,1.3410010375469739e-05,5.0422244480152756e-05,1.578032809490537e-05,0.00032873444523673356,0.0007491835667912117,0.01692365656373873,0.0020700989333954922,0.02790901001703716,0.000604157529271454,0.0013357594276328655,0.014553410550676826,0.004386279845457697,8.98952322514468e-05,0.003148593757871909,0.005893410643605934,2.200084439896166e-05,0.004293068080513551,1.1271082815733635e-05,7.532964194933989e-05,0.0012933223874984634,0.0010220601070747293,0.004166655263092345,0.003404736891179372,0.0007681600547537748,3.4015790222774456e-05,0.0003054758171918692,0.0017276048448851,4.63667994257122e-05,0.002102232331097964,4.147742106885843e-06,0.00021245688343052294,0.00020628298229485864,7.929994790734085e-05,0.0028281483827448106,9.047490008118331e-05,0.0030043309093801263,0.0018184017796243346,0.000239005113549684,7.14091867788369e-05,0.0007138011068628103,0.0009397118536673688,0.0017646558132973222,0.00016302580664873112,0.0002507238268942835,0.0032581271892415664,5.608260269518439e-07,0.000805368085617264,2.695748263237263e-05,2.8181858853892905e-05,0.0007782763947994376,2.3985020835226578e-05,0.0019837996535470026,2.0947966046680477e-05,4.6036283338324324e-05,7.832273937236067e-05,1.4983884337738118e-06,9.038675995221013e-05,9.174674353573664e-10,7.763375883462764e-05,1.1995486683735734e-05,0.0003469781504485958,0.00015815963560550372,0.0001897743085570447,2.227226157724971e-06,1.404202786936537e-06,2.940305112586472e-05,7.006518341245993e-05,1.766416774540147e-05,4.6564988891439896e-06,5.64117615953208e-06,1.9639444774455228e-05,7.805439894426058e-08,2.302248903518489e-06,1.8504523723983368e-05,7.314052386431236e-05,3.7203978500155443e-06,2.444610131613345e-05,1.0150508313877538e-06,4.9423044567120655e-05,4.4894568691500325e-05,7.748104873694928e-06,2.062388268608828e-06,6.620138881530124e-09,3.640343959609993e-08,1.8109395982790488e-08,4.698670705849395e-07,5.3953385092953e-08,1.6728206344573948e-06,2.5668951186830213e-07,7.207597413128042e-06,1.0835481374371625e-06,4.848261565548739e-07,5.601739481164714e-07,6.743649580975841e-07,1.0372160921257034e-06,7.1733730067080614e-12,3.368338242104585e-06,2.0443708799167126e-06,2.2038501921173292e-06,1.1469022731525058e-07,9.86386692325425e-08,5.892734361800933e-06,4.5466661997561886e-06,9.855612561171512e-05,0.00015682573038677816,1.0174812110630427e-05,2.6872687231005443e-07,1.9252721243923077e-05,9.369170216988465e-06,8.86208831754054e-05,3.9683728303430144e-08,5.787657380973421e-05,2.6717253831742838e-05,1.9404327034067137e-09,8.606494416008026e-05,8.293466415176809e-06,5.759315913067553e-08,3.2284337603272206e-07,2.748747895964243e-10,5.952873674441861e-06,1.1737761544949876e-06,1.0413182423008038e-06,1.3672024845590158e-08,8.235763417907549e-07,3.1110895672981087e-06,8.496885615105754e-07,8.53210866402776e-08,4.9680364044846215e-08,1.0553992955131264e-06,2.545299470524398e-06,1.719373147857084e-06,4.5930800089521995e-05,4.684063986459819e-06,4.7713679754757266e-05,1.1194012559556654e-05,7.736322743756574e-06,1.1037389535673015e-06,3.698171724408894e-08,1.97777899524354e-06,1.3486348371394286e-07,3.6859906585862134e-05,7.471177538853624e-07,1.6879064206554162e-05,1.5217960185331947e-06,2.2843600039124112e-05,3.9849216734388904e-05
