atom_numbers,value
N1,10.595364008730597
H2,1.9336572740995286
H3,1.9265146654767504
C4,9.627778805023327
H5,2.093653261449004
C6,9.611330393602024
H7,2.0795312943262716
H8,2.0834714156180123
C9,9.584272163247007
H10,2.094007142856142
C11,9.718594570375656
H12,2.1044879770469613
H13,2.0923174406685496
H14,2.085972968318399
C15,9.716134745055236
H16,2.091603621688046
H17,2.094209292667691
H18,2.0897278526683154
C19,9.713537864879568
O20,10.935736762084261
N21,10.376922913687665
H22,1.8880123356917404
C23,9.596512784777131
H24,2.0262912025602513
C25,9.607179384314763
H26,2.0804632059616086
H27,2.063874509830362
C28,9.436918042309992
C29,9.522645771559157
H30,2.0861636067514246
C31,9.513024855899568
H32,2.0811687055552053
C33,9.527581144171965
H34,2.079802184445075
C35,9.514443974024534
H36,2.077087052923571
C37,9.513063597770763
H38,2.0788585237537798
C39,9.788755537456888
O40,10.92176913845045
O41,10.92532432130694
H42,1.75633375267551
