atom_numbers,value
N1,10.595730194089883
H2,1.9444499892029814
H3,1.9578931507268964
C4,9.622400410911183
H5,2.075862368508032
C6,9.666437094038193
H7,2.0802587164589963
H8,2.1011990576392483
C9,9.940985669067922
O10,10.977738947663296
O11,10.977825321036896
C12,9.75710011146091
O13,10.9507237463867
N14,10.391953568232822
H15,1.8512272642801846
C16,9.5980915891877
H17,2.054747315903557
C18,9.555173707376658
H19,2.070654871370917
C20,9.638852264241013
H21,2.061423512210432
H22,2.1095139611226905
C23,9.722340490539429
H24,2.1043018265213886
H25,2.1006422957097577
H26,2.0856371992733918
C27,9.736435491158568
H28,2.0995604999812896
H29,2.111853672793899
H30,2.072898660917486
C31,9.757261416557697
O32,10.925721646984258
O33,10.92982542639026
H34,1.7853697677635956
