 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,H13,H13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,H17,H17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,H29,H29,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,H33,H33
1N1S,N1,0.0,0.023579154418403414,0.00020258318262622588,0.0009879038144535723,0.0007869100865836032,6.102976195609955e-05,0.00020978643435554112,0.0025906247723033182,0.0011927705403587119,1.530578503519675e-05,1.647532403115104e-06,4.8121203412049285e-05,1.4643627555654959e-05,0.00010635946921355721,0.007943270418960147,0.0013710158084004886,0.007854049442530542,0.0013281652828219803,0.001158584361946574,0.002107269847535287,0.0020939243492701376,0.007172940323161958,5.8211542996566834e-05,0.0006270443933673597,0.00011359159376289618,0.0007047294399180615,4.590626696021616e-05,0.00010156208804351641,0.0002401214966119003,7.732912664287772e-06,0.0005706483630378845,9.335587639194842e-05,0.00018735264716052136,2.018690489968833e-05,2.6167151497002994e-05,0.0001969697864310227,4.5217805237030007e-05,0.00016355766533004967,0.00010408573969611368,3.3267704784289975e-06,3.083235640333193e-05,0.00015427564151671014,1.9073306901429277e-05,6.442662732447646e-06,3.627445673824725e-05,1.5655316582874335e-05,4.006269904319182e-05,3.35433397171403e-05,8.351281147889189e-05,1.6007884207080991e-06,0.00012838822317129406,8.337432322003124e-05,7.888659426025235e-06,4.6443123726813695e-05,4.791604762988122e-05,6.604145955702023e-05,1.7620815315977367e-05,4.84945706791251e-06,1.4082083975130999e-05,2.6456846047295812e-08,2.8335295016779227e-05,5.589368081981849e-07,1.0122842489246331e-07,1.4765112310854978e-06,1.7678581235580637e-06,1.8219112092043854e-06,2.7075602601289717e-05,0.00021526971184182564,1.170802851890862e-08,1.194386445968476e-06,1.934639444201025e-07,2.8814442025737463e-06,3.1318791129386625e-06,5.0845759380635513e-08,2.4917755503395256e-07,3.7600615987454233e-06,1.1661430752152313e-06,2.7056334089836653e-08,3.2340545332021353e-07,4.4176626021186216e-07,8.786630233126314e-07,1.974719700509331e-06,4.600518785036201e-06,1.0113546888845804e-07,8.311420767181943e-07,3.125041998508493e-07,5.540133618531229e-07,1.079508948897967e-07,8.063002793212704e-09,5.246266752134687e-07,4.026320632455338e-07,9.41101241380693e-09,3.3695139656231277e-07,1.9349286084491268e-07,9.021913982554253e-07,3.1617017226537314e-08,2.4990160374382953e-06,8.682279253879877e-07,1.222402119277488e-06,2.743410375538602e-07,2.823876626978361e-08,5.912042451428068e-07,2.562459322508204e-07,1.7516956773988568e-09,7.2999317701771815e-09,3.0438437703672605e-07,3.221774333983518e-07,2.2437927071905506e-09,8.849057751281197e-07,2.7367573507408594e-06,9.922491004399348e-07,1.2643396816391927e-05,3.754986057646903e-07,4.038469783518295e-05,6.446314648744789e-08,0.00018179681490926303,3.3158250435261216e-05,1.6230822071305884e-05,1.6743734493340767e-07,1.0575692228065314e-06,1.4063344779519094e-05,3.988191568132793e-06,2.4083197602553508e-06,4.443620044591867e-06,1.1724553138359184e-05,8.273237970590763e-05,1.1868026250416719e-05,2.9477694396540244e-07,2.0531882252150524e-06,1.709666758564765e-05,4.0641345675496154e-06,5.6939343795470165e-09,9.748305871970508e-07,1.4572941769985803e-08,2.2239708578897233e-07,7.293623999204968e-08,7.881938904330532e-08,3.526973723078086e-06,1.981306648746184e-06,2.2729834303625296e-06,6.305456300870205e-06,1.353435562734262e-06,3.066612404012403e-07,2.0489551404434536e-06,4.765966270081634e-06,9.710907022952853e-09,3.9710516758217906e-07,2.1966294412589793e-07,7.651582110551614e-07,7.77388864392492e-09,1.1930918226710219e-06,2.022821066205438e-08,7.841589877433108e-09,3.7170455602364427e-07,4.901668826384764e-08,7.077481392059326e-07,4.0270932855079877e-07,5.751025085043437e-07,8.743058499405265e-09,2.1251342714467825e-06,4.337907297813359e-07,3.3295894458218456e-08,4.591770857986788e-08,1.654846695786638e-08,2.6352590137834753e-08,1.1994059079256658e-08,4.666240283057732e-09,1.3247764796275874e-06,7.416285807693157e-09,1.472263910784477e-08,3.2180458298114445e-09,4.6930612285223106e-08,1.1842022806796138e-07,2.631530771068924e-08,7.231186094358577e-09,1.5110210860314055e-08,6.912911043599479e-08,7.62997132142118e-09,1.2037221774896523e-09,2.1993038223921957e-09,8.932396516891927e-09,5.264260971582502e-10,8.24304224877892e-09,8.574601251254421e-09,8.163647535752716e-10,1.1519888709621284e-08,2.635349244384244e-09,9.79598890893385e-09,1.5302217937218643e-08,1.471768151795061e-08,7.840683213800048e-08,6.178910716414521e-10,5.544831038761799e-09,9.466346373443457e-09,2.0989246118929827e-08,2.486086891906325e-10,1.775055935571146e-09,2.524507269896503e-09,1.703279184361861e-11,2.0903206526812212e-09,2.4787549790517005e-10,7.389792666678829e-09,5.615914122625298e-10,1.6106787015246482e-09,2.4612383686672956e-08,1.2789107928234955e-07,9.614564699944594e-09,9.666492295501428e-08,2.581452163141762e-09,6.38654968909691e-08,1.526850645916511e-09,1.0701655117628661e-09,4.0904977183231495e-09,8.077147728435818e-09,1.4102380152536398e-08,1.0985157894438657e-08,5.326647936620965e-08,1.4693827821155026e-07,8.40441829463856e-08,4.0593135186561824e-07,3.4913467450437e-08,3.339684084835426e-11,1.275232919262237e-08,2.6933665076001034e-08,2.4582257784899753e-08,6.956796319568248e-09,1.6616531761659559e-09,1.013405942495993e-09,7.424953651913313e-09,2.3597017617671412e-08,1.535307714295442e-10,3.148210581116473e-10,8.98009622218865e-09,2.376499441680835e-09,1.3116214114816671e-08,3.571897222442999e-09,7.325642314981451e-10,7.387868095065642e-12,6.6428853529032494e-09,1.0822554658007633e-09,1.3749535676677027e-09,1.1709011260574442e-09,7.89061552208814e-10,6.545531894275314e-10,1.4252616864496304e-09,4.552662802304042e-09
2N1S,N1,0.0,0.0,0.006335591172080157,0.016390663430766672,0.017550824055022396,0.2638422048400568,0.0077818457541618535,0.03601410573548147,0.0266007710784244,0.00027181032814715955,0.00037246796638013,0.0020714393396852326,4.5215036951429255e-05,0.003299851265778697,0.10487160882747837,0.1573793419307825,0.10507062180082816,0.15758872198232998,0.003456732974403076,0.005563673188692331,0.02380204928478724,0.0710783360234446,0.0007272319659521465,0.04157437488898763,0.04859150961425396,0.18163970738572877,0.005334144837672472,0.006148971745360887,0.014797552541537362,0.00025038241025820973,0.030934037658197022,0.005077419359582613,0.005904224718821904,0.0001023688118237942,0.00019160573641507916,0.002515132178525281,0.002124383986287892,0.006197708597566631,0.0015445109078844332,1.0767664178068515e-06,4.778922368942062e-07,0.00021692077268786747,0.0007767813186156936,0.00018832269850155292,0.0007006219170941907,0.0002589339266210189,0.0009331342132516962,9.356093246015718e-05,0.0019568394401607847,0.0002936855763069346,0.004208253109387883,0.0030370050814032545,3.5892179850227635e-05,0.0004919788809361059,0.0007546633208201925,0.0011570145710817492,0.0003016122259476006,0.00017145907373006253,1.0676062034420397e-07,0.00011244640530305716,4.6877462308358986e-05,3.1259320782517364e-05,2.909456662258947e-07,0.00011053562545093598,4.2938094354516565e-05,3.951057271511793e-05,0.00040642023216541645,0.001954680958552668,1.4585651351151085e-06,1.011873949519071e-05,2.9761267153372017e-05,9.790759209504785e-05,9.242198385139844e-05,2.1118380644225e-07,6.6120389679014124e-06,6.69569682898441e-06,4.649012021262777e-05,1.1663461623179217e-06,1.2044382151854549e-05,1.2655002992634223e-05,5.061971091913087e-05,5.432024228402277e-05,0.0001524777591139781,2.9267283794709442e-05,3.6170086281650526e-06,1.5738542558096924e-07,1.8591884633156752e-05,7.4497317728017265e-06,3.195929982879875e-07,1.1436822000998603e-05,2.100407907468238e-05,4.396501066317171e-06,8.255658379141551e-10,7.349208219764591e-07,5.548208686256828e-06,2.6053261015235307e-07,1.4148823809456701e-05,1.7424399185728134e-05,4.64052520205982e-05,6.738744085410531e-06,1.5357175575658744e-07,2.194014034695435e-05,1.8466099661829105e-05,1.3089884731698476e-10,2.1150975948458495e-07,4.454449356483536e-06,1.995108799190959e-05,6.502865477209241e-07,3.596575526532142e-05,2.8589842873572024e-05,0.00012393898688145555,0.0009422676430910215,7.652377962408252e-07,0.00019246501072389677,0.0005766109027227628,0.0002011189220736398,0.0007375728687311067,3.7949200047071585e-05,4.126343016519485e-05,1.2392400705607542e-07,2.6160833914712356e-06,1.670072038129078e-05,1.2812161799935495e-05,1.8350859021243338e-05,0.00014184855837084953,0.002824577317232624,0.0003821896139530878,5.964757830767553e-05,1.0198406642292213e-05,0.0033646011223797956,0.00046600623201920044,5.662460804689573e-06,0.00013172801710870097,1.3153550915134815e-08,2.669912703567867e-05,2.5635322779660186e-05,2.96669169053132e-06,7.91398299337942e-06,9.748236375051178e-05,0.00011094583668036506,0.00018323092226912863,3.938315421558869e-05,2.88644214712086e-05,3.956597835230724e-05,0.0003249556370850115,6.461915917910233e-07,3.202852337924611e-05,1.7438925083768098e-05,1.8877458977550887e-05,6.219513091965112e-05,5.132434779531181e-05,7.947928020035633e-05,2.7968375819753533e-06,8.59862074431561e-06,8.175827539425029e-07,7.364372325158186e-05,3.12512477504967e-05,1.7018423954517914e-06,1.5987489421220857e-07,2.8395053477403565e-06,6.823727805027602e-09,5.272597844774296e-06,9.709682969871736e-06,3.4253919884985606e-06,8.465538583468657e-06,2.6490785542954143e-06,6.989242749000368e-07,3.69906402282183e-05,1.6543549619107978e-07,1.0699665815572246e-06,3.7807700126180066e-07,6.489457499814222e-06,1.2770773334391805e-05,7.73735409076437e-07,3.152137524331522e-07,1.9370610755409245e-06,4.101618164220611e-06,7.98668927437518e-07,3.1795273525148104e-08,9.939220280141825e-07,1.2191081097956413e-06,2.455723824290601e-08,3.3646878652149326e-06,6.045999891846066e-07,5.871299713078315e-08,2.882595806497079e-07,1.6074604092253253e-08,3.7979624689654656e-07,7.889395723381654e-07,1.0765866322870465e-06,4.714182688214663e-06,5.0292590092482214e-08,4.3931369653194e-09,4.170262681846282e-07,1.478744328764492e-06,5.243664391585412e-09,4.3125143633915286e-07,5.763005406222987e-07,3.82519513841828e-08,2.1190834686990456e-07,3.611603371922456e-08,2.964824097340113e-07,1.48308216818549e-08,4.773183435169415e-07,1.3536726268803534e-06,5.387183130700635e-07,8.722020439222433e-08,1.6356661434180353e-06,4.0149060964722594e-08,1.3131762344187337e-10,8.953260266508778e-08,1.898186761106757e-07,4.24406749965911e-07,6.883033456528409e-07,1.65580113531405e-06,1.6509060694058775e-06,1.8883661589974565e-07,3.0068321659193487e-06,2.9230235210064848e-06,1.135544461394744e-05,1.8455578154608077e-06,2.39192647466524e-07,5.163445955247425e-07,4.362666921053915e-07,7.325286155435151e-09,3.1000987021911897e-07,1.853073436919317e-07,6.645152783590902e-08,1.4195671527161835e-08,8.463203302611078e-07,2.3696506534776063e-08,3.42037815848073e-07,1.0440172570902462e-06,6.141346124977076e-07,3.115403504061476e-07,1.5785019868985728e-07,2.2596800963725627e-07,9.293231961748916e-08,1.2778325064743967e-09,1.4422665506330645e-08,1.2598456322621132e-07,4.9693514858617505e-08,1.6111556533360272e-12,5.593668617187575e-08,1.006080907473006e-08,1.2891306733209262e-07
3N1P+1,N1,0.0,0.0,0.0,0.014578529289157593,0.011754510445272537,0.004535160074160327,0.25984497861143563,0.02102601331002729,0.01202463222035055,0.034854278108155556,0.017962588896272003,0.0008455746266864406,0.004659147550361453,0.0002281930544802968,0.00024354071771570673,0.00011020998668076487,0.301690269758895,0.1920660740581388,0.002941640660516054,0.020515397381386524,0.013453181428622063,0.09583546477141303,0.0015679090189379963,0.011034419974568,0.0010980970699758785,0.066006310502702,0.0018183203057122732,0.024786990758094873,0.004278354737951462,0.00034330677693628076,0.02077221750434255,0.004561140698380539,0.00903951080394405,0.0007698208375304105,3.402808482610986e-05,0.0010866905296209595,0.0002787530617274214,0.002127302163361655,0.001755013994334309,3.554280861184367e-06,0.0007690386774084068,0.00014102320367292975,9.53674998172005e-06,0.0001669015212002467,0.0006103227797569222,0.0005772162803572289,0.0014378264344170333,0.0014052848958676645,5.674057683746625e-05,0.0003067170362172078,0.001798646004112392,0.0012190192868155592,5.203015281574075e-05,0.0009648992681228208,0.0010730001585956828,0.0007442819786125376,0.0004171436530904238,0.00014497072250474474,7.046322445525277e-06,9.503611124728195e-07,0.00031293628428352704,1.7140844743579464e-08,1.1377756254926652e-05,2.2631471252365642e-05,1.537154904895921e-05,0.0002447409268848677,0.00035993399187495,0.0023355899764472277,7.600904627924621e-07,1.9553879296640986e-05,5.146406651057589e-06,6.884848409427491e-05,0.00010414838276018301,3.8187058661875994e-06,1.7220295056574741e-07,2.533915041080803e-05,5.831404256939621e-05,3.92075352517729e-06,1.520584213898779e-05,2.7770958126005496e-05,2.762483227924939e-05,7.16387636590099e-05,0.00011683887948477079,1.0180582392216309e-05,4.390762585071428e-06,1.5372455308693134e-07,1.5113060860993954e-05,4.048149048863081e-06,3.554423839702281e-07,4.140216906201033e-05,2.5781261330681815e-05,1.5200225852218807e-05,4.980448268465665e-06,7.4992447993693645e-06,2.8114039379634193e-05,2.762912545462015e-05,0.00015714805455058212,4.2421073686238486e-05,1.0628551734281899e-05,3.150236654714256e-05,4.8599207147503876e-06,5.085191909359743e-05,8.483760771227367e-06,3.524191334314253e-06,2.4129455592269977e-05,4.84401444382776e-05,6.1068149079801515e-06,1.0197864908079168e-07,2.1805075777647787e-05,0.0025553863850751313,0.0005375630033821466,0.0018709825829237303,0.0008369858262931018,0.0006030295655077289,0.001028908942425133,0.0003536613015091561,0.00010823971634676965,0.00019905388054608508,0.0006880766317249876,0.0005192983398363271,2.58367066585663e-06,1.94213450384062e-05,5.694956348123448e-05,0.0010466020712693869,0.00026203592389162367,0.0051478443051080625,0.0011883575215443365,0.00044114889707280724,1.926911935123954e-05,0.00032097453986956737,0.00019850446558944412,0.00032274731411274793,6.391254439463978e-05,7.709530940047671e-05,0.00034834743838585425,0.00030556484144295126,9.902610751177932e-06,0.00017786774907335712,6.543051089114016e-05,5.546789743648972e-05,0.00016299357317706153,0.0001061402934263711,1.3925930812952458e-06,9.482190832521553e-07,9.156734036741554e-05,0.00020014738626938922,1.4103370691298522e-06,5.0409042873234e-07,7.147347069746957e-08,1.7607409957598463e-05,3.4243774305053876e-07,0.0004780900914806985,2.0551287560621745e-07,1.1211250738440981e-05,5.349802688403571e-05,1.2290247930479836e-08,3.669883239520999e-06,1.0777994750021946e-06,8.75845987602375e-06,1.7277696687578725e-05,2.9017808366837983e-05,1.1499513566493036e-05,8.725558468869465e-06,1.5751383750872705e-05,3.9694697371306376e-06,2.812313911082498e-06,3.394060916095398e-05,1.1886446607434209e-05,1.8810797142165825e-08,3.779050439689513e-06,1.0680060729129082e-06,3.3836926593977523e-07,3.4227735041802987e-06,1.6198386427745959e-06,2.1139963530814043e-06,2.9503987559742484e-06,1.4340148890568116e-06,2.258061667870237e-06,7.612839030279872e-07,3.778775528040512e-07,2.155718270557827e-08,6.663019038732898e-07,4.859704763049422e-07,2.583374416609274e-07,2.0499448183386448e-07,1.112435046302096e-07,2.5417807636429757e-08,7.806126784970502e-07,2.4358393062584582e-06,4.2854225101862653e-07,2.8376408489627636e-06,7.814499003444553e-08,3.747896326622424e-07,2.6107922312945675e-07,6.337964517655337e-07,2.619738501685731e-07,1.3761426220781914e-08,5.397716833499544e-07,2.7067984742501494e-08,7.456219641710504e-09,1.8454466843564887e-08,3.453146231180426e-07,1.701620511163071e-08,1.746215256837047e-07,6.66422873774053e-07,1.1826536168157986e-06,3.007708834434908e-06,1.9338288748116383e-08,1.5721007606828152e-08,5.995470786501755e-11,3.458480257734209e-08,3.774465184847031e-10,1.1330462432734834e-06,1.7871479895958942e-06,4.440314449460914e-08,1.1757368054698958e-06,7.925821976506597e-08,2.0551489643416687e-06,1.0486071300164213e-07,5.151582860740689e-06,3.3309117197788396e-06,1.0718948839638642e-08,9.803354763526784e-07,9.095294499772422e-07,1.69682117245884e-08,1.9995835698338738e-07,3.4614488142459265e-07,2.2357939344352928e-07,3.8348381381503316e-07,6.241239516313613e-07,2.313704783318826e-13,4.2340486672287625e-09,4.131402708829057e-07,2.215282473017055e-07,1.5551563858906547e-07,2.243326369111287e-08,2.5030866268593854e-10,1.430884299935542e-09,3.1569102887374356e-10,2.3081386135714865e-08,1.449713558088206e-07,3.535507693275264e-07,6.551827969047963e-10,6.6856714386887e-08,2.9799557488274786e-08,4.951332233105177e-09
4N1P-1,N1,0.0,0.0,0.0,0.0,0.019087578036610875,0.02299265481138235,0.016941058008431042,0.27264295227252466,0.020974616432498205,0.00023345406364150278,0.0042605931236952,0.00042199583831359355,0.028177112237502522,0.014534827578551068,0.1042403137040897,0.07623250739816267,0.01642851053121408,0.0005907923303594131,0.013224740225495912,0.07907602156579019,0.10137706388720558,0.2435268038789502,0.0014406903973940288,0.027302563386261358,0.05618217339173803,0.052534250513696534,1.3123875373111105e-06,0.0038148959428130347,0.03984314532582367,0.00043930152019799884,0.0038151960695433917,0.002710843849121236,0.0003808960605709011,2.68415956128365e-10,5.0260596667461854e-05,0.0003093859582210534,0.001483345301943384,0.0012118542017915956,0.0002837264606272427,3.5313890687671545e-05,9.757885740802053e-05,0.00019002419880997934,0.00036894029914247284,1.4934252887677246e-05,0.0018778543011006565,0.000567372228867491,0.0031135056681355078,0.0025830814161365012,0.002004165546571901,0.00035140278376166734,0.004965765982162029,0.0019044344116059264,1.6557922588589236e-08,8.19277070749358e-05,4.4660169784549453e-07,0.0013499834275254585,0.00013709008773421516,5.556527411076928e-06,0.0005227347020815287,8.369461879098594e-06,0.0005582896673850257,0.00018294011262276477,1.2942219548506273e-05,5.3569114069285106e-05,0.00016668186775636862,0.0001665469412006626,0.0004101100190232465,0.0023391306999243078,7.945072155735033e-09,2.3398145655217917e-05,3.2755806975259816e-05,2.123812395282698e-06,1.6999387701499558e-05,5.981043189162705e-06,5.4624472815678615e-05,1.0714463563488152e-05,6.584159017997138e-07,2.0873694497325346e-05,5.148163775281489e-07,8.199260048691315e-08,3.569358684307744e-05,6.187121370881954e-05,1.0773050917567417e-05,9.134371624375248e-05,2.3236479241628416e-05,4.660310259474443e-06,1.186393872032454e-07,9.167146441058094e-06,4.6285442145688194e-10,5.667862043701177e-06,9.287211105935e-06,3.3788057998140886e-05,0.00012736113055700216,4.542608067481524e-09,3.0063261116097806e-06,2.898884764679366e-06,6.549869571159661e-05,1.876093660424516e-07,4.2930647137895406e-05,2.1922168162991085e-05,2.188250627810362e-06,2.444433301040938e-05,1.696317346588927e-05,9.823017249166455e-05,1.9324941384457617e-05,7.032543209994913e-07,5.764062332769271e-06,6.521891960842296e-05,0.0005134359069038918,0.01034959108783573,0.00491377471289578,0.00862523090551992,0.009067389392671377,0.0006245690270776372,0.0044428770423419195,0.009449005590242088,6.735228805121452e-05,0.005004856050379702,4.928996601871738e-05,0.001748653295758018,0.006090788268214853,0.004325369619572195,4.0059734317088314e-05,0.000676336954018808,0.0005872508909892105,0.004966393026738736,0.00014525542430154914,0.00038383835963395896,0.00038704699887803784,0.0010029253145962258,0.0003101625468442393,0.0002789752629459574,0.0004947927164373755,0.00045300042270812746,0.0004020946404434955,0.00040785921975872164,7.501079442406855e-05,0.002607393246933043,0.00019197043006125014,0.0009720771319154942,0.004210021385411267,0.00035724206887843835,0.00020073458586633564,0.0008676005275134457,0.00027506244486241727,0.0015276503421628451,0.00029750437923259376,9.411564353234425e-05,0.0003597399147519109,0.0018481402274967973,0.0007522212092898606,6.051150500674396e-06,1.8323495106331578e-05,0.0005742143813827205,0.00023400614606661208,0.0012203875593099767,0.0003521154620194089,1.8467533144495007e-05,0.00014683464243914202,1.5884055768466965e-05,6.473627600556142e-05,0.0001392818665517659,3.593850310656954e-05,7.7301151717446e-06,2.5191650228739704e-05,0.0003258072493914632,3.975874359074538e-05,3.944275176248624e-06,3.3501057410401103e-06,0.00013494569561389724,5.864980958403265e-05,5.791825608669754e-05,0.00024927785016881643,1.4704689740963062e-05,4.386294163882809e-05,2.631391966101404e-06,3.199266541065171e-05,2.4004797714693993e-05,7.922675671068191e-07,2.730508379511498e-05,9.791184627516714e-07,0.00013669106465097336,0.00011081299359005925,8.039523372227464e-05,2.8070137067182088e-05,6.704738702012492e-07,1.03829065345451e-08,9.186930909343971e-07,8.29575328431531e-08,4.5155109740235844e-07,1.0271929485217157e-05,1.4420717753260703e-06,1.5501136685358574e-07,4.480507254100985e-08,6.053436216291175e-06,1.7220831827202687e-06,2.138642437365945e-06,9.375354967477989e-06,1.0135336800942696e-06,2.3166274714103707e-06,1.2674576943538796e-08,1.262872264540249e-07,3.730349362740526e-12,3.7975657494193626e-06,1.0409366080210702e-06,2.410758391357959e-05,3.463390019220469e-09,6.705756394609352e-09,3.4501720014290527e-07,2.7911450928286285e-11,1.8586207595205906e-06,1.8619913655371079e-07,7.802190466144054e-06,9.431305947327218e-07,5.019834361008613e-05,4.8288821385966685e-08,7.97890193915407e-08,4.124388475634788e-06,3.171739773044635e-06,3.5705094205695787e-06,8.856536074297594e-06,1.9768155290478262e-07,1.7211399860883603e-08,9.200644949025616e-06,2.1413959494509527e-08,2.5783664359124714e-07,6.54644758624201e-07,2.5678059234479633e-07,3.1382519789513452e-06,1.2483998630408166e-06,2.3239054347534704e-07,5.9328096888577875e-06,2.069602922816216e-06,4.8634081588616596e-06,7.593425799257147e-08,2.0379659115832283e-07,4.249643481557541e-08,5.204044390971774e-07,1.0217726229555524e-06,9.220907835061354e-07,1.8156836270044607e-06,1.0448384224481799e-07,4.6482099080868977e-07,1.9240384196983484e-06,2.656725295757667e-06,7.151294246554585e-06
