 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,N10,N10,N10,N10,N10,N10,N10,N10,N10,N10,N10,N10,N10,N10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,H14,H14,N15,N15,N15,N15,N15,N15,N15,N15,N15,N15,N15,N15,N15,N15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,H23,H23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,H27,H27
1N1S,N1,0.0,0.023397954761824824,0.0021262673631674556,1.5194306766108667e-06,6.928358154589809e-05,4.64068532095574e-05,0.004391294568305559,3.398068828786016e-05,6.631620373065417e-06,0.0001485530981124722,1.8546865434843074e-06,1.826345927491424e-06,1.9263560071439145e-05,2.9378574937788393e-06,0.007824961383518625,0.0013446746202528947,0.007749469113387475,0.00130463821184712,0.001148997586370576,0.0020956296337295566,0.0042532972026665394,0.0003216198265214576,0.004935655859274801,0.0006163408297099604,0.0005478460771504157,1.3084201318624977e-05,0.0003148479101098278,0.00018591353306984804,0.00011181200020185522,0.0006047304314856783,9.229555166032077e-05,2.7933890604708855e-05,0.000185484108451206,2.5932555110963484e-05,4.7961580882438515e-05,0.00022408720164990292,5.806209250525107e-05,0.0001238945426063065,0.0001739177744384257,1.1222393747623016e-07,1.547001407398163e-05,7.114291220355895e-05,0.0001642638331800228,2.3077735501919605e-05,2.8276716673172886e-05,1.1897284068571046e-05,1.7848891335880968e-05,3.374188266591638e-05,0.0001648828103761879,0.00011840945386365487,1.3988921689911393e-06,4.0512628305400256e-06,1.0491939819501361e-05,3.552244044224828e-05,4.16116321177995e-07,8.601299203991886e-07,7.860949001092798e-05,6.131757666949511e-06,4.227449611038381e-06,1.999235332084126e-05,5.321539320313207e-09,6.545222114295868e-08,8.298530890238354e-08,1.2733943550169435e-06,6.083554156821602e-07,9.806314563959306e-06,1.649858622221334e-07,7.203330809613107e-07,1.990906772775247e-09,1.0108715406964563e-05,3.317161776372757e-07,1.6558187265758306e-08,1.8862252628704113e-06,1.8012902134323383e-06,1.194737822007852e-06,1.26851799897576e-07,3.807468917926826e-08,1.2308421375173406e-06,9.014902708215367e-07,3.388893683176075e-07,5.01761096421971e-07,6.813968951302485e-07,4.699660164142472e-06,1.1401596028859373e-05,4.5417864225072435e-07,1.9808329154713533e-07,5.354464338580556e-08,7.3347884719243694e-06,3.5044750990032014e-07,9.669559060954125e-07,6.475809333217342e-08,3.8425476717174334e-08,8.038020296585735e-07,1.0595920854616914e-07,5.722290330467672e-08,8.957489727734469e-08,1.6388993162586019e-07,6.740347158196158e-07,6.312467837332747e-08,9.187685989786587e-08,3.8036652005857263e-07,1.7659405626702096e-07,2.6096989580448593e-07,9.72333324966712e-13,7.759199038837039e-08,5.0030183329496936e-09,8.46226224648916e-08,4.509234113880822e-08,1.7961301460034385e-07,9.452385738573099e-07,1.8202599805228203e-07,1.3387711916834633e-07,2.70579398164994e-07,5.272961012270372e-07,9.71431850516069e-08,4.519133590230595e-06,4.225353928966058e-07,1.3471637472228792e-07,1.828230566935929e-08,9.220113421637421e-07,2.154593170544672e-09,2.9148650657062625e-07,8.567286607918945e-08,4.5608010146303e-08,1.6218503726128652e-07,5.807279616909522e-07,2.957524447566584e-07,1.9686538688112876e-07,6.861561765714175e-07,4.111573395082502e-06,1.1373827639937772e-05,3.845646099343014e-07,3.3688222762506825e-06,3.829318202885901e-05,0.00019368458162716262,3.7624537883029774e-06,1.4850693329404585e-05,1.8209329972207478e-05,1.0607934369244454e-06,6.118921647202402e-06,3.3758519920046304e-06,4.907952755317524e-07,1.9053813231362238e-06,5.80986564102659e-06,0.00011509855307889616,4.6283546439873646e-07,3.706365677036416e-06,2.5397595138088036e-08,6.204729201764181e-06,6.386536635094586e-07,4.523941608436388e-06,2.1358123170056587e-07,6.27476861997378e-08,4.834043328127979e-07,1.0498778785228424e-07,7.562258097504326e-09,2.9037699317280286e-07,4.393322373230646e-06,9.02420876225385e-06,4.953621861591984e-07,4.2448694470564874e-07,2.4471076840448802e-06,2.321858103560004e-07,1.4658681024570797e-07,3.04593532618469e-08,3.3479967603833316e-08,2.1112170670023467e-07,2.518017221120328e-07,2.6345506484726222e-08,5.2900255079202374e-08,1.1034652580566018e-06,2.7222491738587706e-07,1.0067890965359538e-11,3.010051390361923e-07,9.756689911544214e-07,1.578637836008312e-07,7.328184881139066e-08,7.631751557379829e-07,2.5308621067754444e-06,2.989535776709573e-07,8.293317366181441e-08,2.3391069275957577e-08,5.037842476518506e-09,6.356853368694182e-08,2.0486791679763527e-08,2.721471104027984e-10,2.5882072041127913e-09,1.1610556958085994e-06,6.760676729555826e-08,1.075244548953691e-07,1.8738924273398183e-08,3.973886109065461e-09,5.8066327301986576e-09,1.4874768083927847e-12,1.0344792578109718e-08,1.6003213254567328e-07,5.144256298716954e-08,7.497906029385604e-08,1.1789594855926566e-09,1.781672193112982e-08,1.1175149139397433e-08,6.6943893206605765e-09,1.615803046917108e-10,3.528979053424308e-10,1.2159574319658972e-08,6.200392244082309e-08,1.1993058923742694e-07,5.453353968398744e-08,1.0468416133946334e-08,2.649763519713133e-09,5.492919563643284e-08,1.4839864892479682e-09,1.1114220654917517e-11,7.533300039330726e-09,6.406364355671101e-09,3.399727721564716e-11,1.6135242586479137e-09,3.5006719745211967e-13,2.851917313417829e-10,1.5395760222247645e-09,2.610959293214421e-08,3.867751008357345e-09,1.9341008794526715e-09,1.0237634961995923e-08,7.89082132968133e-11,6.894989024175402e-10,4.5835506501390455e-09,1.9484691637927654e-11,1.152403589221862e-10,1.1063327892690822e-09,2.2792850939978848e-11,1.3077219862545064e-11,7.52619078170369e-10,1.3344237714818519e-08
2N1S,N1,0.0,0.0,0.03709348589677086,2.9263066458895537e-07,0.0034835828647694633,0.263699429146357,0.06564122148519624,0.00010661289511215699,0.0023307950020066137,0.004334742761875843,2.0673904432833012e-06,0.0006286322066821892,0.0004315823199572133,2.9961576159864833e-05,0.10263741755575095,0.15621517182470734,0.10218812486994322,0.15619782308347308,0.0033666203145577,0.0053333883520387815,0.040642259222517296,0.002247153127274526,0.05284692458305207,0.04087860446079139,0.1258117298520296,0.007643000502762565,0.11830801079784559,0.00969400655367747,0.006297310033002379,0.03305844282461057,0.0064765400023265585,0.0019852617082249946,0.005941213608855911,0.00017925329328472017,0.0002698813570001235,0.003335940375576829,0.002887325845254196,0.002835639972226911,0.005924155968675571,0.00013554772894330824,0.00026511960146091695,0.0008479612594243235,0.0005186967211452398,0.00041966742733490214,0.0005021098573465554,0.00011507528630416708,0.0005555794445846196,0.00012219449366157598,0.00434373533405541,0.00028372831219369843,0.0001404221251082305,5.2243756869518876e-05,7.03558638561752e-05,0.0009064070910307365,2.4753433238711153e-05,3.5050518816248655e-06,0.0025662949073632646,0.0003025464016710444,0.00012775972920264778,5.325865392213913e-05,0.000113697561406223,3.20742720096856e-05,2.1927917368547156e-06,6.270643551387067e-05,4.966472229028795e-07,0.000335029087597416,5.619373011356288e-08,2.4942057305299414e-05,2.1388665460975176e-06,0.00031852848309554815,1.6019196461769525e-05,6.332240034545578e-07,4.2592482828229805e-05,0.0001539369580965122,8.204565432690103e-05,1.8052504022092464e-05,7.94438456308555e-06,6.596730277408369e-05,7.127105583037974e-05,5.431924262166987e-06,2.6299656825656825e-06,2.0096872386243803e-05,0.00012997992459018448,0.00026616520356581574,2.779810147268691e-05,6.56200927373618e-06,3.906126336161719e-06,0.00021071811368544857,1.1511833673427674e-05,5.6283127315870374e-05,4.126171905927123e-06,9.330542017682575e-06,4.282127618671083e-05,8.752741572859435e-06,6.012235718166892e-07,3.930545982022693e-07,3.07760945839064e-07,2.7421968972873856e-05,9.450553215550883e-07,5.681591704220779e-06,1.3772485413010571e-05,7.951500480718465e-06,5.709061481340427e-06,6.855671830230392e-07,3.5115016761011475e-06,6.839884334475244e-07,7.775843958057749e-06,3.394060540840016e-06,1.3791687031972089e-05,5.739200642507214e-05,6.143932758551074e-06,4.0120141964195e-06,8.28892073423404e-07,2.2262425183772194e-05,5.091614108998499e-06,0.00013127455252703868,1.7629549172504255e-05,6.470043258488545e-06,7.82627731510388e-08,4.930371819877877e-05,3.828733579069876e-07,1.900619287242833e-05,5.0274953142803724e-06,2.0339675779190713e-06,1.080304206957372e-05,3.265768065396912e-05,1.0151983866446557e-05,6.970284229357304e-06,3.224394130829644e-05,2.0137391457009102e-05,0.0004861981709263219,3.6309485467178604e-05,0.0003321158758149423,0.00018560841091197489,0.0009236609940224128,4.765543033968811e-06,0.00035602785944099935,9.761524738305383e-06,1.2664510835147524e-05,2.6129878663239126e-05,7.904999583230321e-05,1.5144011777934452e-06,1.7819813851405186e-05,3.1920663206452815e-05,0.0036724983174503123,4.2223295827703566e-05,2.563899807572767e-06,9.413275303815638e-05,0.003971669312887283,5.600859731735852e-05,9.379696411393468e-05,8.914780939162092e-05,1.7450490015447073e-05,4.379994839598389e-05,2.490969829516132e-06,2.2085918545133865e-06,4.322882674934192e-06,1.0017754223046182e-05,0.0003417330197921231,2.1586653160987623e-05,2.812616445924121e-05,5.026569623245436e-05,0.0003740207976168364,5.638613997049902e-06,8.862980720447666e-06,2.079808767074809e-05,1.4388116755803537e-06,5.211397059845524e-05,1.8974146131611747e-05,4.242846687096957e-06,4.075520523194598e-05,0.00011052300061109577,3.839011969430928e-06,1.1208324091072086e-05,9.036347094548702e-05,1.4345966440565405e-05,5.506292226620246e-06,3.5933296103074497e-06,3.2464511274810093e-06,1.9611493851101613e-07,3.2391848359125675e-07,1.7253989605059417e-05,5.287613456861351e-06,7.724295842503892e-06,1.056168763557963e-06,8.54050163923148e-12,9.903132980326745e-09,2.6177590363829495e-05,1.0735434448516656e-05,7.175225886335568e-06,8.737840451189527e-08,1.3225990294074563e-06,2.9963383774145314e-08,1.0534715921828308e-06,6.291448753081852e-07,3.1078410565044123e-06,1.2442955998892558e-08,5.717011664074789e-07,1.7354897652310797e-07,1.6977053860500746e-06,1.0201605256110469e-06,4.5876461585159234e-07,3.94561738836785e-09,8.638849813280558e-08,3.3086674067206445e-08,8.660476291666441e-07,2.5525880995580508e-06,6.815261710535481e-07,3.867918265676451e-07,4.2471226535667483e-10,1.0649692416819789e-07,4.098110739647609e-09,6.074483138718278e-08,1.6466058738728861e-07,1.0830907726244732e-08,1.8680812452487316e-10,7.375394317499229e-08,9.832248348828898e-10,2.7767073307316537e-08,4.880489310465919e-07,1.017408310932666e-06,4.557393409321264e-07,4.042825714201115e-07,7.882719810226035e-08,1.7986474531994645e-08,1.1088798546055045e-07,6.560005072486774e-08,2.3844080043744498e-09,8.459463995968974e-08,4.460098090852682e-08,1.113404057839773e-08,7.829266790437828e-09,1.167084500153237e-07,3.0191352484720824e-07
3N1P+1,N1,0.0,0.0,0.0,1.6020520289039553e-05,0.019696650674128513,0.042666057432919846,0.14269024082189574,2.3081252386703e-05,0.020359210402108197,0.00464757700006091,0.00017762042155644586,0.002139292517823632,0.0011968546482203912,0.0016385027994012535,0.0330293247366682,0.0050052951172219196,0.009519221231136132,6.752996112524556e-06,0.008756363858291483,0.04730581347117635,0.0815913994830395,0.009490414760162658,0.13717710511889347,0.011907558757288328,3.5630446859613585e-07,0.00322717298662889,0.06841687050097178,0.03880422915589832,0.0002568750347344828,0.008768229939293049,0.014934352227780057,0.007600958831586402,3.875343782544505e-05,4.820911311931297e-06,1.651479405317957e-05,0.00293768821769147,0.0013957806760798164,0.0005229751528457172,0.00012835639363162343,0.0007290933902499575,3.926113866903336e-06,1.146544317931486e-05,7.627015470745846e-06,0.0012667087377540298,0.00036682170806190406,4.690916247884758e-06,0.0004296411588000648,5.483609209933071e-05,8.231486042431513e-05,0.009807857099799921,3.4332505416845294e-05,3.6714417938732424e-05,1.5462833482304816e-05,0.0001627989640717864,3.785957630064729e-06,0.0001639305481262454,0.00047387107797058903,0.00014102419362460594,0.0001612067821432639,6.209469310203275e-05,0.0001768738315797158,3.923471077582619e-06,4.349017159732682e-07,0.00013031526568285656,2.3518436557790068e-05,1.4340222806774605e-05,8.306636456456573e-07,8.926179039914217e-06,3.584229415931617e-06,3.963745243140693e-08,2.0793704270438695e-05,2.7350871568465607e-05,1.4252425017957648e-07,2.4915299601246943e-08,9.550294847837648e-06,3.442530303710001e-06,2.0842765771078575e-06,4.6545646559259524e-07,5.562543901049821e-07,2.7475582653480046e-07,1.2891926151059607e-06,1.416360916328685e-05,1.6965849788608267e-05,1.1199017754037754e-05,5.0689599548459086e-05,2.2845705727192467e-07,2.967511611995377e-06,4.747206505673063e-06,6.541375587865161e-07,1.3703860612945817e-06,4.768276944844274e-06,9.733775325759808e-07,2.57536105152667e-06,4.243181638496907e-06,5.0534721616202205e-06,1.4399558079247754e-07,5.068055997092813e-08,3.474633158973006e-08,3.7934188505950317e-06,5.878322375529876e-07,2.7885117428461115e-06,1.8951399400890523e-06,2.632226601129162e-07,5.501403599339483e-07,1.123688193604977e-06,2.1499293456628266e-09,9.125653255281918e-08,6.02206642108527e-07,2.6284068255222337e-09,2.9291999670277846e-07,4.475977219975391e-07,5.071156197189453e-07,1.1702772173549647e-07,1.8484392341200362e-06,5.693197024925212e-10,1.509453343651046e-06,6.334752417291867e-06,1.4753826409474868e-06,8.232017467690866e-08,1.5226057166195517e-06,1.4264260514984528e-06,3.1423297122135097e-06,2.7281354779695732e-06,6.250309603217374e-08,2.829921361913179e-06,6.897419955187445e-07,3.366083550560006e-06,1.465806618305976e-07,0.0007086687855406559,0.01554427250395829,0.02720653416662122,0.000941564175561016,0.002229330792505646,0.0016678620727250681,0.004131238020319117,0.00044834956422867833,0.013749376945042524,0.007904764432751454,0.0013904272497087256,0.0037063971006263685,0.00018316705278387246,3.555290216761264e-05,0.00010095194906467597,0.0018282625819661114,0.005628696985236825,0.0010694370805071074,5.076580425367183e-05,0.0008394161084819274,0.00023374937466247303,0.00019625761476138592,0.0003046536175430603,0.0005954415443909511,0.00016415690362547863,0.0018730749266431257,6.3496840871923865e-06,6.789022434872116e-05,9.390098931860713e-05,0.003352389685971069,0.004027929870010549,1.5096109003742697e-05,0.0007805276957242313,0.0004104167362850575,0.0004655651873131106,0.00021538726677761133,0.0001021910846388252,0.0040638594010002915,0.0004897241632229044,3.373716544285976e-05,0.00045115806846784956,9.138393086693952e-08,0.000989664885794106,1.2903506085848448e-07,3.08636464378953e-05,0.0009534603641632167,0.0017235786746843118,0.0002459190544579215,9.092247022524091e-05,4.191228220884469e-05,2.8565247629064316e-05,6.891540253217698e-05,0.00019126130083524373,0.0003950971170474382,4.42103688680362e-06,0.00021869385696571264,1.94282915755295e-07,1.3525139901826577e-05,6.167584945648841e-05,2.08290545478107e-05,0.0003452771575771507,0.00029135181185369063,5.6956586114154106e-08,3.0267077644197116e-06,9.0146846503103e-06,1.187599997454214e-06,6.4869812659296144e-06,2.7847510963852073e-09,6.90398676272963e-06,2.1014981266276322e-07,1.0903816960450285e-08,5.277536518910608e-07,5.7796443327262637e-05,4.246696443166442e-06,1.329204636135728e-06,4.770303152490385e-07,7.431825954640203e-08,7.42550578802792e-07,1.3940426795144845e-06,1.2676889797003099e-05,8.764028298635651e-07,6.803178198566684e-08,1.13847656324495e-06,7.5871046374409445e-06,3.050642334301301e-07,1.7428550491693784e-07,8.329333860412902e-07,1.2314881938646494e-06,4.603165353334049e-07,3.4558869099754475e-09,7.074911037019405e-07,1.6916276701639532e-05,6.913163330679595e-08,1.037118548374849e-05,7.917821560177174e-06,2.1745353993019023e-06,6.786315909224072e-08,1.541724557352353e-06,2.495861295415125e-10,2.4569887748793207e-06,7.092295990496211e-07,5.967109495408351e-07,5.008021885632985e-06,6.336846351873149e-06,1.0670776675603122e-05,1.035196296461649e-05
4N1P-1,N1,0.0,0.0,0.0,0.0,0.00010996701624410576,4.702417273483306e-05,0.00011184677230779982,0.2699215296773221,0.00029290222405586874,0.00029705723843598264,0.021044637050826376,0.0017312630490995407,0.014655645358945035,0.04846507663186683,0.29210577891844114,0.19272693730961654,0.22298683876226955,0.12004486251699253,0.0008253195686096504,0.005016383265214586,0.00962422360431292,1.849910999940363e-06,0.01210573423357264,0.0022561918129757608,0.0043223986559022265,0.018044342236483768,0.004577727112556662,0.0005071424226306132,0.00735418628951745,0.005832762011225956,0.006835354867973598,0.017810147055503878,0.0032684456723064415,0.0006351296614006685,0.00012482953527825913,0.004486015181893066,4.84844487758096e-06,0.001861078662729998,0.0030618182418766793,0.00071275439928975,0.000448126134191984,5.919527253706036e-06,0.001014814166776734,0.0011441583523674748,0.00013195728631476555,0.0002628019047681285,0.0002607306267736753,0.0003563841874503204,0.0017819762455348886,1.3761171180348697e-07,9.778706483487554e-05,8.797731982923551e-07,1.812657178823507e-05,0.0003685369430339591,2.7999696174951794e-06,9.440564737595025e-05,0.0009097485549625084,0.0001231781399111398,2.1093701059626824e-05,3.344269668215105e-05,7.685914821031758e-06,4.413969283634245e-06,1.723574999834554e-06,7.706558724507317e-09,0.00011480316339818053,0.00018558723110650988,5.771304112389686e-07,2.525809640552268e-05,3.394975962578428e-07,2.195121034276326e-05,1.3487057687999737e-05,1.413100556568736e-07,1.9289908361752595e-05,2.3222981170523127e-05,1.2661774478672783e-05,1.9222757459580464e-05,1.0116589885811322e-06,2.425461024158082e-05,1.3374051044623414e-05,1.3793041646614768e-06,1.3947749177845026e-06,3.4944832966843364e-05,5.767155603786378e-05,4.099747993269176e-05,2.2757716837240594e-05,7.301719535668383e-07,4.998460734206844e-07,3.017626112367111e-05,9.49907479652623e-06,2.6779379939112502e-05,4.221575086615914e-06,1.4483472043913537e-07,2.950724933370452e-05,1.1292019830300148e-06,7.335465137536801e-07,1.9961558983538907e-07,3.520931712852615e-07,1.1617854050793852e-05,6.0914845256832e-07,6.5201145287296924e-06,6.486037893438379e-06,2.461408606713178e-06,1.324840970706731e-06,1.031407715235133e-06,1.9208319805841256e-06,2.0640026443530246e-07,2.509293439700855e-09,7.949475762103475e-07,6.097614986488864e-06,6.499890148781162e-06,2.033666616885199e-06,1.3561703382514168e-06,2.571039852128365e-07,7.498627426105742e-06,7.163039636992607e-07,8.425707749726286e-06,6.6488770489314675e-06,3.8375041322424863e-07,2.1846258482227654e-06,1.5927983461061501e-06,6.59257792356982e-07,1.3476656520960972e-05,1.49994081932725e-06,7.80274387324198e-08,1.0840427647540452e-05,7.856615721779647e-06,4.366574644532051e-06,4.4177135083423025e-06,1.2417366533457042e-05,0.0002507567287648449,0.0009241836347819721,0.001218668039651316,2.8264855823856294e-05,3.0679420924606404e-05,0.00015497187525381761,6.522199820269137e-05,0.0001980931484384385,0.0003914446556883,3.670418404655429e-05,2.91745015106315e-05,5.0324605158635904e-06,4.097440652106599e-06,6.820201849500052e-06,0.00010963342379488594,0.0011547930182538302,0.0009913332287490029,5.406470613866787e-06,3.243014349507689e-05,0.00018584157999423923,0.0002461975155996221,2.4584542002159537e-06,8.815626105107555e-05,7.34611482791081e-05,0.0001020746652022897,4.151117228845536e-06,0.00010215789381140539,8.419079591259759e-07,3.144479727845706e-05,0.00017308071368304923,0.0001551704052311642,6.655356430851356e-06,7.362405103350511e-06,1.7764632791461565e-06,1.618313643092506e-07,2.65693962475666e-06,0.00010544106258936203,5.198205705658765e-05,6.136522556765556e-07,1.106371852244159e-05,4.741505925109912e-05,3.835836314847185e-05,7.682098651429214e-06,4.561375168687931e-07,1.5913289125535357e-05,1.7474164522912616e-05,1.7155010859415398e-05,6.963201326648516e-07,1.3807544441135633e-08,8.497192975909229e-07,1.2683923999556868e-05,1.3493420145671564e-06,1.722616712873659e-05,1.0929968484063579e-05,4.995276962072026e-06,9.844278168857912e-06,7.323822906357691e-06,3.0029871478376435e-08,1.850925890156674e-05,1.4747708414475369e-05,9.507861623347935e-06,6.021011333956494e-08,2.945360418671328e-06,3.6345420006966833e-09,3.9992897429286245e-06,7.539294966107946e-09,1.1650309685862226e-06,3.6707939399249767e-07,5.884500087205424e-08,2.528356735975734e-06,4.0122515954088556e-07,3.030873774179099e-09,7.565269655174234e-08,2.228296769324345e-07,1.5362297041132678e-06,3.445465246443291e-09,2.5537815862008983e-08,2.7403802382863773e-07,7.552856033932187e-07,1.6318755999833456e-06,1.6150139003912045e-09,2.7667260211750033e-06,3.3629787576927583e-07,2.3839680451942513e-08,1.22083450015964e-07,2.5395007696715766e-07,2.966031196205421e-07,1.177705688526487e-08,2.637360214663431e-07,1.3139258570049606e-09,7.56315858829737e-08,4.2576755010514944e-07,1.840150032350607e-08,5.164598970708312e-08,4.864433522655531e-08,5.757440391107593e-08,3.21622284360501e-10,4.192418234794104e-08,1.0437141595431854e-08,8.129106965348853e-07,4.464169389706285e-08,2.30067631612485e-09,5.697944782667719e-09,8.869704970493331e-10,7.057150686051727e-08
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.001435999729206383,0.024730049614769545,0.0005956245833735885,0.28090491212754776,0.017481318134373813,0.002026998152838466,0.03585091618212344,0.0029561865022789124,0.008345011487157494,0.09828669805574419,0.05444843245793063,0.23859004715212428,0.13868823232491279,0.007752320450018724,0.0517765446824936,0.13259134610491508,0.010890499041338764,0.12161130706694356,0.024454961953674026,0.08098718198794241,0.005319492108246671,0.02253396638194971,0.02510838538012372,0.009586573753517236,0.013697254123953284,7.567884546544335e-05,0.0010627851711597636,0.007424151094768572,0.00025599996064951114,0.0001861460781313884,0.00417903628799543,0.000780415073379892,0.005072821806047401,0.0028671894255816177,0.00012356456243933778,4.0254013148999235e-05,0.00042001115138701195,0.0011718387096570915,0.0022880000687612867,0.0033456582379480793,0.0002999271581647367,0.001080922323904776,0.002104085074493778,0.004791758862997764,2.6793455814022593e-06,0.0005208983236553166,0.0002662477547934472,4.215450542011112e-05,0.0012380111449146192,1.9315858645896355e-07,1.8629907724054817e-05,0.001976841918046368,8.219840458956185e-05,1.5040897363149952e-06,0.0009941020518020593,7.446219363815842e-05,1.3436783581344258e-05,7.940314283860772e-06,2.5031532741248697e-05,9.643591940156071e-05,0.0011109275761527204,1.5040499088403436e-06,2.1446474214315003e-05,4.1681416096395196e-08,0.0005815959634039025,5.526271052591625e-05,1.4908669171198596e-05,6.254291124552225e-06,6.722487834753821e-05,3.2583867382030007e-06,1.028726541951741e-06,4.134513611475654e-06,6.81853347506145e-05,2.040648560974745e-05,5.838811942293631e-05,1.2916106955085382e-06,3.9035491380179366e-05,0.00020757069538213102,0.0005589363015414683,2.606245008340835e-05,2.061132242658914e-07,2.4189840823307662e-05,0.00048504568053031605,7.172801953281294e-06,5.032722165854153e-05,3.484884583349057e-06,2.3367839294685666e-06,6.601650034188111e-05,1.5078815619240515e-05,7.188043049666248e-07,5.270287619651981e-06,3.3351261752301298e-09,2.3661580552669648e-06,1.1891820861364977e-11,3.5617044114033547e-07,3.440660462317169e-06,1.0527576921326443e-06,4.494690052592176e-06,6.598334727048183e-06,1.2883878821590145e-06,1.609003830171929e-07,1.565066561215467e-05,2.2198029352438198e-06,8.608908932616899e-06,0.00012084107234144881,2.8614743787791497e-06,5.022390424436196e-06,1.0271422044016987e-06,2.989466319736067e-05,1.3377522047886004e-05,0.00021401212112737156,1.0527821838302032e-05,3.162384738519819e-06,1.5528246199991713e-07,7.519086321172708e-05,2.7520815444326274e-06,3.1127191099766804e-05,7.158037581556087e-06,1.3856073232121346e-05,1.8355807816172742e-05,6.598771948351789e-05,1.8550753071444603e-05,2.0727581846902154e-05,1.2889282294814564e-06,0.0005570458107135856,0.0003070738122392669,8.141848963916232e-07,1.7990853780069926e-05,0.0003272454291209925,0.0003859506914731803,5.192025410361012e-05,6.511070754111614e-05,0.00040261358566073824,7.374129367354598e-06,0.0028729040344468437,0.00018508472578093738,6.250058701917638e-05,3.1621811953153056e-05,0.000624669956219126,0.0025227698366263596,3.01002333835676e-05,0.0015414215058688896,0.000240283400762209,7.795039459912445e-05,2.3836121521014775e-07,0.00016459027071036303,0.0002756312492384616,2.5650384226416634e-05,0.00011393598519382486,3.0457701045261132e-05,1.0645752568372302e-07,3.2309993176937724e-05,0.0007247182164746846,0.0009467557099154256,3.9000843550240916e-05,3.566168939217462e-05,0.0002538408892358568,3.09861860716687e-05,4.868047462913694e-06,3.3808316604933e-05,1.3958701926997108e-05,5.0271473267748945e-05,1.4892815560996198e-05,3.641699918999208e-05,3.0545156544103946e-06,3.369559867083538e-05,6.560095768337604e-05,1.1211658699217253e-06,9.798700920882197e-06,0.00019907034996569095,7.761982565135384e-06,5.176668512563154e-05,1.0832131147608948e-07,4.273116122277543e-05,6.918445549786156e-07,3.70978225916474e-07,3.2339118676283363e-06,1.5597524138932783e-07,6.379519774668552e-07,4.199771336033109e-06,1.2028083706816517e-07,6.097015440964526e-06,8.581236778937296e-06,2.0008048742248263e-06,1.4654499835842216e-09,1.0359742508292413e-07,2.835589359762025e-06,2.3023296602531218e-08,1.6297709457546716e-06,1.7777048011424768e-07,3.822456311475264e-07,3.4857060939863516e-06,1.3658450814801881e-08,2.660310194357862e-09,1.6951474455240145e-06,7.277857464460524e-06,3.928184224566422e-07,9.679658499184285e-07,1.4089147357676524e-06,2.8947070296325705e-08,9.196968941971306e-07,3.9866090602025395e-06,1.1535268296114509e-07,3.942103763421301e-07,8.864087330806569e-08,1.2595208707111283e-06,7.998556337263096e-07,1.6572102667922195e-07,1.5238819051077712e-07,1.1726841253612008e-07,1.1372984110025186e-07,1.2479960687095115e-07,3.899353284708695e-09,8.242612481446088e-08,2.565664126930045e-06,1.7866180130887699e-06,2.2526805891764923e-06,4.786527263433982e-08,1.6344427766767922e-07,9.142273604823004e-10,9.14414672870123e-08,1.6085399678900103e-09,1.6758503473823794e-08,7.747650168088427e-07,5.2417231888313154e-08,1.2746904478611043e-06,9.909682296971312e-08,1.3947166768168984e-06,2.1464920116898156e-06
