 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,H9,H9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,H20,H20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,H24,H24,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,H26,H26,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,H29,H29,H30,H30,N31,N31,N31,N31,N31,N31,N31,N31,N31,N31,N31,N31,N31,N31,H32,H32,H33,H33,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,H37,H37
1N1S,N1,0.0,0.02359387441012961,0.00026526873487875413,0.0013587501381326916,0.0004493486942862557,6.71178523474758e-05,0.0004906114997953459,0.002025786351725456,0.001449704321102141,4.971285678187498e-05,7.848234408702748e-05,8.565883575381572e-06,2.7137463766979675e-06,5.969842166583805e-05,0.007982346063384771,0.0013766452720002098,0.00795439570397627,0.0013327261226382392,0.001176204971335637,0.002145084164461686,1.7119635339568617e-05,3.9598233793514126e-05,0.009030251314601223,0.0006101387777013301,1.805200433580012e-08,4.081750402407103e-05,0.000780936960568468,0.00021941086009649724,6.219359898501642e-06,1.2831104521826564e-05,0.0005891399762667504,0.00013773064887059872,0.00019449986351727233,1.556525099910555e-05,3.414418398703378e-05,0.00021538759221417791,2.1205146132574626e-05,5.3049771493896e-05,0.00020570604791281255,5.032428921580845e-06,9.873745243638155e-07,2.0398677402333476e-05,0.0002340746748259459,3.267820770633256e-05,6.68643617418585e-08,1.3327348537872652e-05,6.910716623151347e-05,3.58214928519035e-05,0.0001646345591936882,0.00010755101401915823,7.36265049199325e-05,3.50893044589462e-05,6.852553910685621e-05,4.2546221767914005e-07,8.505153384630315e-07,2.5742775404680174e-06,2.2844457570059262e-07,7.345500707689467e-07,1.25309431409093e-05,3.954654767679422e-05,9.851358786616693e-06,6.131859670943651e-05,0.0001377681827217092,3.137028253885621e-06,7.439354980931512e-07,8.642169698203084e-06,6.910614156530048e-06,1.2757759263182233e-05,1.750729017438446e-06,3.576282876727177e-06,2.132820740774477e-05,3.2547552087480724e-05,2.9326945954144534e-05,1.0434512254242634e-07,1.318468223487912e-07,3.1091310772612957e-06,1.2452562138554057e-05,2.8946755956105186e-07,2.8209752644947628e-08,1.5528398084052597e-07,5.852821799295915e-07,3.293022104999821e-10,1.269651985352782e-07,3.619786575148609e-06,6.627929654001719e-07,8.58402559922311e-06,1.1805105180062725e-06,1.506792531635881e-06,3.7244667034919132e-06,1.9608181629493515e-06,6.873554643238577e-07,4.724685875867607e-08,5.617771642041358e-07,6.270737257507708e-07,7.332971921347742e-08,1.1625252149816134e-09,8.430654299118601e-07,9.484689134087176e-08,9.185869953576287e-09,3.20289493371817e-07,9.700212855179302e-09,6.917885631008147e-07,4.844241583423781e-07,3.8301109284155643e-07,2.601888118292095e-07,3.4542592497466273e-07,1.667849625297535e-06,1.509881275563174e-09,6.829338705660604e-09,6.771664606830541e-08,3.5033259349059875e-09,1.8634807585904412e-10,3.6286931459628136e-08,8.725217364169424e-07,2.1773437719474487e-08,1.95128357916019e-10,2.0675905432199215e-11,1.2997946985393583e-07,3.207600851595771e-10,1.4060203890053913e-08,3.6407149073269807e-08,1.4773844836390992e-07,1.7556320175415863e-08,2.0509944576030392e-09,3.3641943397721974e-10,2.7006730185519245e-12,2.1482912671011434e-09,9.216662599786929e-09,1.5591354651789402e-08,1.0843481668132426e-10,7.518099920389432e-09,9.107932852359113e-09,6.0624741893278156e-09,4.25181876373415e-08,3.050324481890243e-08,3.445787144507051e-08,1.1328825211265325e-08,2.114774355632676e-09,2.1258550475522497e-12,1.7152471132320102e-07,4.507140438647639e-09,9.265053529938783e-09,1.83376772100452e-09,3.9581893318541006e-11,1.1710052094660028e-08,4.0818087798655256e-10,1.735169985472851e-08,6.023327681070612e-08,6.497687055073698e-09,2.4317798885675757e-08,3.3782255326464394e-09,1.5770827976879787e-08,2.7196023211217835e-12,4.4092317796895486e-08,1.9356787284152688e-09,1.8248164090906016e-08,2.531930221039147e-11,2.812063382151564e-08,5.096175037522244e-09,4.482661464244586e-11,1.5370617556520472e-09,6.6052996405829845e-12,2.0565031622066243e-09,1.0363757074749458e-10,6.954288256366681e-10,5.685681925271524e-10,2.466915560717098e-13,3.2097680069398393e-10,1.3846150614948982e-10,3.462190534264664e-10,4.926170582564282e-11,1.645217295731527e-11,6.07986994083376e-11,1.7294146115176545e-09,3.205968823749572e-11,7.134006718700903e-10,1.0760610180682306e-09,2.5245819323949092e-11,2.4356074102005465e-10,5.6072424481357075e-11,5.4684229366941395e-11,7.988416594884029e-10,5.3043436309963e-10,6.495896043290372e-10,2.7971513993918506e-11,3.382636393212124e-10,7.243605715245849e-11,3.9086733849558186e-11,1.869682186850241e-10,5.642319944598739e-11,8.12439004960197e-11,9.114808907639826e-11,1.694200335577989e-13,8.458039824077446e-12,1.7942369812118386e-11,4.473865722331993e-12,9.679479440194427e-13,2.241540286718191e-13,7.82253706255176e-11,2.697404521967428e-10,2.553741662580933e-10,1.7922019424077007e-10,3.563127570771485e-10,7.747602559504685e-11,4.801403719056907e-11,1.5114420826023434e-10,1.0518252935298733e-12,4.529987496226795e-11,7.605319152226286e-12,3.1896152385968435e-12,6.315697964609512e-12,9.862755057099548e-11,4.605804626578447e-11,7.315459349399589e-10,1.3555379041463311e-10,2.368416573972354e-11,5.070333042311859e-12,2.4283242083811274e-11,3.002265103191348e-11,1.7366108551186699e-12,3.253597391505991e-11,1.0610179401737696e-11,2.1478596679003203e-11,4.3787196091216174e-13,5.38769029390096e-12,1.931510507091616e-13,4.371503159461554e-15,7.341738328392466e-12,2.9333757645133574e-12,3.876066134722578e-13,6.465938895416912e-13,3.2420510720498896e-11,3.65019126036259e-12,3.0604407896817065e-12,8.82772188681713e-10,1.0626017843406999e-09,1.2431225604458973e-08,1.3135301069056027e-08,1.0502443359428071e-10,3.824777372596344e-08,2.9998448169976655e-11,1.496352597385453e-09,2.535179666196541e-08,3.7242431361050876e-13,2.1751244694279137e-09,2.6007949682771425e-09,1.8142387592234854e-10,1.0118550830551243e-08,6.8502635508504994e-09,3.607359300161761e-09,6.21530005240345e-09,9.687846524997212e-09,1.1730567850420925e-07,3.957814964650197e-09,3.396945658096229e-08,1.2979529895318365e-08,1.1230721153054901e-07,8.400144468900805e-11,2.92604551699327e-11,5.532013735987107e-11,2.1335073568939933e-09,1.3333144865956825e-09,5.460751711927614e-10,1.3174148438821476e-09,1.0702859043476565e-08,4.3397418991730774e-10,3.29891669537119e-10,2.524889852750789e-09,2.6235433825405607e-09,5.4895421541800715e-11,1.723975406875411e-09,2.1849816400631994e-10,2.1249113579813184e-12,9.057504746223799e-12,1.2527485993008014e-10,2.2680783640094404e-10,6.417200104635867e-10,4.845940315689745e-10
2N1S,N1,0.0,0.0,0.006233987801813612,0.028602069084978865,0.006271813356554912,0.2644168743585533,0.010055930751090347,0.04133777181395093,0.017553831932607178,0.0010083455636764604,0.0029529129348984107,0.00024270114117341812,0.0007124508423246301,0.0015822288505022986,0.1053322249534614,0.15702429316885036,0.10679069139448538,0.15782218996251096,0.003479187728562483,0.005721621141808075,0.0005684152402305465,0.00027064706617441203,0.0940644900890324,0.04133166616369577,0.00027182811204529145,0.004586231188234091,0.2097807637775424,0.014744134139932141,0.0003741807175867695,0.0005809417385285176,0.03387307234827941,0.007072604056787002,0.006059236619082586,7.816154568418554e-05,0.00022872947021479462,0.0031075425318642935,0.00026549714235191146,0.00081717953804894,0.00895282570406275,7.168184147143819e-06,0.00012287899333651708,0.0008317880848562886,0.0002638911590255866,0.0008526152547387866,1.6706785988640505e-05,0.0001256459348835115,0.00154890656545148,0.00015387481138828818,0.005335876040178267,0.0038134849888509237,0.00141062381164625,7.01614642384385e-05,0.0015136534011275238,0.00031866156586879413,3.401000684566391e-05,4.4611912004111076e-05,9.111311419562895e-06,4.733867875472697e-08,0.0009173644251023738,0.00021776361862668736,0.00018902628499084528,0.0013147228575096648,2.5528151943454702e-06,1.4013448059735367e-06,1.334404994790539e-05,6.43985051875795e-05,1.1671197814866474e-06,8.4587284510107e-08,1.0266674803860454e-05,8.085198617280298e-06,0.0004690282322292738,0.0008882576688518107,0.0013561119727540927,3.595221253327452e-05,0.0002738433277422736,0.0008902430627353297,0.0021330046697904947,1.1658324613472715e-05,2.4835360916242166e-05,4.910737618657457e-05,9.388360423523423e-06,6.50155002406283e-05,3.2377790555315755e-06,7.3282439969624136e-06,4.2753427436093006e-05,0.0003059522353670019,4.349440035200658e-05,4.142297214837498e-05,3.075892589521345e-07,0.0003888244499110627,2.6803958964372043e-05,2.8087566769752215e-05,1.2801578042509476e-05,4.93783319019947e-05,2.8872442614513716e-07,3.866525593188008e-05,4.068040085414282e-05,0.0001159385478155528,2.7779353584111988e-06,7.398487129162135e-06,1.8893331343861064e-10,5.960658814219144e-05,4.7766015416339513e-05,8.651745462273652e-07,3.2274516130748054e-06,2.468173257330619e-06,1.9766793379893954e-06,2.235726492827439e-08,4.515608350352807e-06,1.3275335099205421e-05,3.685459037949812e-07,8.798953442523683e-06,1.306332076289607e-06,1.2561516370190873e-05,2.140963062391421e-07,7.137103001930711e-07,4.983332191343948e-08,1.4824898684651089e-05,4.935408366435468e-07,1.6597729812772855e-07,5.616044300715828e-07,6.0343438370580316e-06,4.1664958150278153e-07,4.079429121173206e-07,3.376890811424005e-08,3.4057374254103934e-08,4.2052471105336053e-07,1.358593486600057e-06,4.7296695449006165e-07,2.4096972417453344e-08,2.6979962655104828e-06,6.138399601951505e-07,2.6941974651251144e-08,1.2655289283181048e-06,2.3453148410013114e-06,1.0378846941883069e-06,1.50442408619611e-06,6.587125156443108e-08,1.3944247978514568e-07,5.6286647591718975e-06,4.467450991363364e-07,1.0307606197468289e-06,1.374298361778159e-07,8.80364381394827e-09,1.562282926359515e-06,3.165278077421618e-07,1.7512777703565519e-06,1.7860427656835043e-06,5.896191201948398e-07,5.792608543941924e-07,1.6948383585457805e-08,8.919329235190787e-07,2.4685730348750212e-08,2.0117549457410178e-06,1.0966669217182812e-07,5.839040047028732e-07,4.828533128886647e-10,8.054702953508297e-07,1.3577306390288868e-07,2.3056090370232596e-09,2.1167530328547457e-07,7.651894673443849e-10,1.5372904993427028e-07,3.075892185400164e-08,9.236098463816234e-08,1.3005762200535287e-07,3.6552920690269275e-09,3.179978946832307e-09,8.105911497580109e-10,3.3363798834784575e-08,2.191142378649147e-09,1.2432365359416053e-08,4.653548657529427e-10,5.6287895677797906e-08,2.6353141890922416e-11,7.274609359342321e-09,1.4669552683699294e-08,1.9377255355834677e-10,1.951953132461881e-08,1.1741980054935652e-08,1.0454526133685249e-10,7.206512897539596e-08,9.901877984219709e-09,1.1736563987341242e-07,7.670575286056192e-11,8.49781889300516e-09,2.4070789805819004e-10,6.39308161964891e-10,4.055683788806164e-09,1.7894814519081592e-09,3.2080471612516703e-09,5.566064942286175e-09,5.121778556826939e-10,7.347182862105228e-10,1.18409571037148e-09,5.376410427970768e-11,2.438591550912861e-10,1.6588579399012815e-09,3.4791902692177246e-10,1.5472582326481188e-08,6.353330306296812e-09,1.0139046047186184e-08,1.3474096061116825e-08,3.5334606351966613e-09,2.7910913580342367e-09,8.994612610280228e-09,1.0338352396388473e-10,3.98557253866727e-09,4.13359124706858e-10,1.5998313784848506e-12,2.0457879834623327e-10,1.1268945776521377e-08,2.951491939739981e-09,4.653013885302926e-08,6.668130492215596e-09,2.577279278881406e-09,1.9539925233402755e-14,8.080158764300904e-11,8.801936957070211e-11,7.771605581297081e-11,1.3925975927975287e-09,1.4018075589206092e-10,3.1231994768177174e-10,1.3766765505351941e-14,1.1199485783208729e-10,1.1615308714851835e-10,5.049294315995212e-13,5.298961269772917e-11,4.475841919315826e-11,1.3801026987891873e-10,8.43769498715119e-15,7.339973073783312e-10,3.124358549655426e-10,1.989071130026332e-10,8.041887378240631e-08,5.934124986950451e-07,2.591578720512189e-07,7.742641252583837e-07,2.355516013796688e-06,1.3566839593970315e-06,4.329359004628941e-08,1.0675384842784297e-07,7.460166138173463e-07,2.2495021112511893e-07,6.852966516479597e-07,2.1814106077044926e-11,2.013162114788969e-07,2.27047719647544e-06,7.763459897169867e-08,7.65573255012697e-07,1.001151825885671e-06,1.3167070633812727e-07,5.49179531139643e-06,3.8125125767507484e-07,1.928709853160626e-06,2.7507596866982453e-07,3.1295125588748363e-06,5.587371698645427e-08,2.8151010411647803e-09,7.182263384031273e-08,6.234231797463963e-09,2.656545052825976e-07,1.4021821259646572e-08,1.548734229750437e-07,1.2073782089672136e-06,8.749262203622266e-09,6.451219594083568e-07,2.4960784106298206e-08,3.2760115908914145e-07,1.3689365552238542e-07,1.6432284910550266e-07,2.448320213233046e-09,3.867838271887081e-09,2.0786041998732685e-08,2.997720027764217e-08,6.137221841839846e-10,5.376804601553431e-08,8.364309955766203e-08
3N1P+1,N1,0.0,0.0,0.0,0.01856779160917066,0.0022647778878588376,0.005924376961224276,0.2530016936700381,0.018996009908487377,0.0035412245658785757,0.0354783173404849,0.01777334269663955,0.01200796090600842,0.0013725265981701096,0.0030728076788220093,0.12263742265804867,0.07052437334593176,0.3026129344033115,0.1902952915167937,7.142054008202336e-07,2.2377061693834577e-05,0.0018524158593047346,0.000609713320815608,0.0010061179704896617,0.00019451572614404,0.025084743736587534,0.0009659231257641565,0.003648620168585026,0.0018531743490477481,0.0008868600816225314,0.04071900107451576,4.7432706447914086e-05,0.0030547158760025894,0.007128428642898754,0.0010014779686788877,3.5741557466995033e-06,0.000137352137187019,0.001615033140873301,0.00042209594059672284,4.8872237458308376e-05,0.00016024221575738906,0.0005692235620951003,0.00010404344250458664,7.08852293307416e-07,2.9285494902442366e-06,2.1248706986165544e-05,0.0002861796601427713,1.5250713960801576e-05,2.048830308720717e-05,5.515853080950706e-07,1.2881149227261801e-05,0.00013307670287865392,0.0003158062036816567,0.0005057461338870972,9.702541999967451e-05,8.014234828634947e-05,0.003383224484073466,0.0004220452707639488,0.004760749472461079,0.0007313474782173479,0.0007540636040546111,0.0001575504780366721,0.00018732826210765552,0.002657158993257802,7.313343908244008e-06,0.0005035584982631125,0.00021615641436234512,3.5654027619180795e-07,0.0007244091113343121,5.1028273182707196e-05,0.0009021134810800469,7.666756573421196e-05,0.0016845790165218588,0.003981346657922824,0.0003560078248190379,1.3295922684175565e-05,0.000198616194116763,0.00027622940708793564,0.00011348970654179169,9.872088283291447e-05,3.765393673305084e-06,0.00030058726114856604,0.0006851440741508785,6.666593943549515e-10,8.467274061452201e-06,0.00015195320688077274,6.883194702433926e-05,4.415472457219849e-05,4.693926861865094e-06,1.3303289164490195e-05,1.4700425863267697e-06,5.37499185337964e-06,0.00013601801551810233,4.834712139034636e-05,0.00011247960725091488,1.3236443584085933e-05,0.0003163855681289629,7.531191562382133e-05,0.00036695767786110167,1.8424193226618257e-06,5.222268212179415e-05,1.4146357387723185e-06,1.983268295191465e-05,4.718222404109795e-05,4.310553998188027e-07,1.5054780954315561e-05,8.371394808470711e-07,5.53044710556172e-05,7.457979478164845e-05,6.228357865012413e-07,8.096490698106251e-06,7.943026765877548e-06,1.5922803999313118e-05,3.7394404181156915e-05,4.571986440993214e-06,3.460331998716981e-08,2.013377495391211e-06,2.267053518245632e-07,2.168970508975576e-06,3.349827722765042e-06,5.409408476708677e-09,5.737116737236647e-08,4.277452170242668e-09,5.250068820572551e-06,3.5353829797024616e-07,4.341120267703502e-07,5.709398751552186e-07,4.505940204291292e-06,5.499305722134196e-06,2.9742267049215343e-07,1.0261920118104229e-06,1.2971658800431385e-06,4.5577078506831015e-06,4.4884312266901816e-08,2.745359211075993e-07,2.025375387848527e-06,1.1460961930609415e-06,2.1631492241880323e-06,2.2879315464408023e-06,2.4514487639848426e-07,1.6732169718203238e-05,1.491002104003769e-07,1.4206139284933528e-06,1.5719818868831226e-07,2.299783274928302e-08,4.651310167025358e-06,9.7628627404589e-09,3.373624732905256e-06,1.3686526414424804e-06,1.911148789002226e-06,7.2943201963049376e-06,3.506115264784171e-08,2.0931810085222935e-06,5.830708005305496e-08,2.9785068016430216e-06,1.0790374771474376e-07,5.562530787095454e-07,1.421723183625545e-09,2.6447703849186155e-07,2.2391358545093e-08,2.86364665313954e-09,1.5025580624161705e-07,5.52707346557213e-09,1.196946985970726e-10,4.705926870407495e-08,6.951716180481071e-08,1.3238432883255769e-07,1.1966028168330922e-10,2.179555296244473e-07,6.630405113838833e-10,4.353005200741222e-08,2.088804684774459e-10,9.20716729524429e-08,3.894324329678511e-08,4.176258627808238e-08,2.6108106787603447e-09,1.3667058595956405e-09,8.016516339637292e-09,2.36221406879622e-08,5.243107281671655e-09,3.932018488583822e-09,2.3567159335158294e-08,1.1671682020875096e-07,1.652011860642233e-13,6.477078140498804e-07,8.998912726099206e-11,1.3556071820630677e-09,7.391209866369763e-09,4.4537693533186484e-09,6.23817886236111e-10,3.648170654457772e-10,1.1444423186901531e-09,8.59991144963601e-09,1.7200737278955103e-08,5.650813150737122e-12,4.163780431554187e-10,8.556282349303501e-10,1.6503876265616668e-08,1.6243491440803837e-08,4.706885992078469e-10,1.894967471827158e-08,1.581712538722968e-11,6.980227063024813e-09,7.103735821800683e-09,6.132246710421896e-09,2.5293900307588046e-10,1.511128999709399e-10,1.7437029597999754e-10,3.0736302392142534e-10,9.253697808020434e-10,5.948352921336664e-12,1.0858571819483132e-09,2.224877171386197e-09,1.9701524855975094e-09,3.572403439733307e-08,5.040202477601952e-09,4.2837657865391066e-09,4.188671631766283e-11,3.434593054407742e-09,3.6078313669918316e-09,1.9488100022613253e-10,2.4792994324229767e-09,4.8840043120890186e-11,1.260786142154302e-09,1.6985235440358792e-09,5.1583626259343873e-11,1.0582092979660729e-09,4.580948953503139e-10,9.701783820759147e-10,2.1651214154871923e-10,2.669723331294449e-09,4.2665870836344766e-10,2.4774404749905443e-11,1.6053727236453597e-09,2.47144082976547e-09,4.307948893167435e-07,1.3073046288614165e-05,2.951237032533527e-09,7.537482130004491e-06,1.7910598770320973e-05,5.524706053972039e-06,2.304476609538142e-10,9.691313134219115e-06,1.0808242763005182e-06,5.151744766340727e-07,2.52293255487146e-06,1.6997609504354472e-06,2.2992995920567694e-06,6.25374592866379e-06,3.950905336225219e-08,5.453461997539932e-07,1.9069003012184282e-06,2.6885245274499425e-07,5.326252253468056e-06,1.9549735164048343e-08,3.1816038696952376e-06,1.7256954043531891e-07,1.1933203540870352e-06,3.005111655074444e-07,5.250984091986766e-10,2.5014484217322774e-07,1.1330566929146357e-08,9.989953997369128e-08,9.493646380143161e-08,2.8291295710580755e-06,4.982077018489406e-06,4.505632311690988e-09,1.7990533636158546e-06,4.067660195339329e-07,3.833069350811513e-07,6.435186117315084e-08,1.519863213061967e-08,3.627641651515745e-07,2.4371163087621994e-08,2.024408622736118e-06,2.193962221896939e-06,7.896737264090348e-09,1.1585668073799127e-06,3.7521700111398104e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.008948881554057042,0.025877398774442284,0.020441914866440314,0.15300271205529326,0.014107428752991424,0.004492316947531494,0.0029578620495813723,0.002762838358549624,0.01123360676469054,0.004474871253033363,0.2522672690100132,0.13538985571709894,0.0006805850638444966,0.00020591206751641167,0.0001899836305585545,0.0006832300780037492,0.0006015282053319915,0.001949851798324076,0.004062687842130597,0.00010968403607769517,0.0009993209235532596,0.0405237650522543,6.55847299606549e-05,3.5410132603885813e-09,0.0031969858161726705,0.0032615898482453165,0.0004862771114659825,0.058947317530549714,6.274516315452061e-05,6.1461017324404565e-06,0.00017915140966473508,0.009249878783481158,0.002599481301713169,0.0016768287888258016,0.0031173357148279734,0.0009911301081739765,0.0004766074336810533,1.6103345661822033e-05,0.0032268698649553507,0.0006309103453143727,9.009123220926618e-05,0.0003855228000648747,0.0005652977264534176,6.525563979908888e-05,0.0009714411075552043,0.0010372564524554484,0.0015976980695766585,0.0012795665835430015,0.0002787837196893683,1.3748599704932474e-05,0.000348115721519493,0.010423698472555198,0.005539564377406769,0.008198061087721698,0.0036061439304817533,0.001151154088107731,0.000547175680034595,0.0004038627748901291,0.008883271203909526,0.00034730379472613926,1.1019994721195303e-06,0.0003624363219822957,0.0007821986489475741,0.0023386963586982112,3.5551988047055616e-05,0.0007206339319778543,0.001580181609103004,2.6056354994530295e-05,0.0027944798828523076,0.0005047988333863884,0.0007892990670201883,0.0001033802136487516,7.782601280004187e-05,0.0002984444304152678,0.00019570593999818087,1.286542479261854e-05,0.00083524672272417,0.00026511134650064605,1.9073758253718154e-05,0.0009608339956992396,0.00036135662686209713,0.0006246157307971956,0.0004652154807276432,2.6859728171846342e-05,0.0004526088994771804,3.0005906232144497e-05,0.00041369935027768534,0.0006145529831971253,2.6098832836884966e-05,0.0006334337358127051,1.6682064672313146e-05,0.0014532832575331334,0.0003256411127452452,5.826745168135972e-06,1.0189551425954235e-05,0.0003333830038045882,0.00013588568249778277,0.00028770036784253605,0.0002612132030996861,3.271957246653301e-05,6.926193018808036e-05,5.734976000759673e-07,1.2685964857261922e-05,0.00019953748357193213,1.6704563792213634e-06,7.091767357803036e-07,7.827832903872789e-06,8.912852406517402e-05,8.851233135587222e-05,3.2748622835754304e-07,5.933841469296652e-07,1.8042360247605416e-05,1.2426164452961075e-07,4.86697622323895e-05,2.670810880900376e-06,9.049289384499559e-07,9.917713463813982e-07,7.522364695145001e-06,9.249562742397188e-06,4.773100863442181e-07,1.1519682587834978e-05,4.6920537233319237e-07,2.241022511206836e-05,3.3940998580117565e-05,4.2256512569061044e-06,3.438172182512744e-07,2.5532254360971507e-05,2.4387151644322813e-05,3.857779029559083e-08,4.8983855922557495e-06,1.6353181031547592e-07,8.432967923965862e-08,2.733616986105858e-06,2.2619182584726616e-06,4.853395729753629e-07,2.829497325329555e-07,2.9675497179582067e-06,1.3831932754726495e-07,9.54482217707664e-08,3.165805573246416e-08,1.4191112125416794e-06,1.5233872932007841e-06,7.69672579004066e-08,7.728060333889175e-07,2.1949998809667193e-06,3.195509585385281e-06,2.5450785923197827e-08,1.0065962374739001e-06,1.265006850381667e-07,2.9178856753020455e-07,1.0223621282889894e-07,3.523320746268155e-08,8.437543286277105e-08,4.934046220483879e-07,1.6820184174370922e-06,2.4089619188316647e-12,7.457826134427137e-09,1.822722461852777e-08,7.111974649198771e-07,1.5068915004690098e-09,9.338857687168911e-09,3.153936134481228e-08,7.448196992498879e-08,9.076443086009078e-07,5.449314333105804e-10,2.5972109352068173e-08,5.978381345528305e-09,2.9700133907795134e-08,2.839053783176837e-07,5.6079060062330655e-08,2.966060774767243e-08,8.348173263783565e-09,1.4677666637652464e-08,3.342680976459178e-08,1.2394773651891455e-08,3.853597885239424e-09,6.071935554352592e-08,1.6072391417765175e-08,2.1792272431042647e-08,2.2180111081127052e-07,2.8921531836090253e-11,1.5391399266206918e-09,2.7821323023147215e-08,1.0683334217276297e-08,9.928291966332381e-09,3.7488412374386826e-10,5.823717952324614e-09,4.585721136152188e-09,4.217176297061087e-08,1.4115841828754583e-10,4.850779777854086e-10,7.767049226004019e-10,3.238323320609027e-08,2.3758816691810125e-08,2.8465674262179164e-11,6.176339439889489e-10,1.6817641501631897e-08,1.241469149704244e-10,4.0263148370911495e-09,4.0429570802302806e-10,1.0630512914389101e-08,9.6619672262932e-09,1.3737633253185777e-10,4.084367510870379e-09,7.135164681315587e-09,2.595266224147963e-10,1.2841305796484903e-10,5.57609070028775e-09,1.5337553449512598e-10,1.0405767802978971e-08,3.016462635230255e-10,6.99990287955643e-10,3.43077788400592e-10,1.4898653422079633e-08,6.849246503293216e-09,1.2708984975517978e-09,2.3627695355799005e-09,5.004865855084972e-09,5.194669139285679e-09,2.1658026483351023e-09,7.743863328357747e-10,5.030220684432152e-10,8.654987837530825e-10,2.7818072290131113e-09,1.1534750932185034e-10,6.950733322241831e-09,2.3468325061060114e-09,3.984353735830837e-09,3.882276278233121e-09,8.529369210918958e-09,1.3174650896896622e-06,3.180245462663933e-05,7.452020209797183e-07,2.1619037199549496e-05,3.320191889732982e-05,4.5615729091785795e-06,3.841172394825065e-06,3.423558201154364e-05,1.1686781140163305e-05,6.127674123668214e-08,1.1623924092152293e-06,1.6989738538253363e-05,2.6320058402529156e-05,2.7892381882388406e-05,4.202456160840029e-09,1.8357839692839661e-09,3.8816002501107505e-06,6.770695590851972e-07,2.0657980570604195e-07,6.526453719679637e-07,2.7941610367676617e-06,9.151694118081366e-07,4.098134276375731e-08,3.8341973440658705e-07,3.1615460960310315e-07,3.97517144756776e-07,3.452022889760542e-09,3.021183436757724e-08,5.677838410544922e-07,1.6087668420095014e-05,1.1154942460844808e-05,2.0338795536645193e-08,1.0253780073021801e-05,3.169986037221406e-06,1.289040921559348e-06,6.432304822112656e-08,5.795816546694255e-07,2.7565249418604054e-06,4.2937771116413614e-09,5.462833620573093e-06,1.3653982142036725e-05,5.9061425750073226e-08,7.872585150003886e-06,1.4053436121930218e-05
