 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,H6,H6,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,H13,H13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,H24,H24
1N1S,N1,0.0,0.0236526312553762,0.00015755188033428347,0.001581938577653652,0.0004750364485182068,4.768368187191285e-05,0.00019424554856062315,0.0028333667491491354,0.0012985306685022735,4.6182781156006714e-05,5.113093046989203e-05,2.075789067024214e-08,1.0643039361393769e-05,8.014917356091722e-05,0.007842971244156338,0.0013831860449965427,0.007846623408933384,0.0013912803088101944,0.0011733242242530362,0.002319262596419236,0.0007833379268744611,0.00041313373709361834,0.008052463682572508,0.0006759103128546329,4.3113218049395385e-05,0.00011590012813544881,0.000895018159275951,0.00018768935929833197,9.883912787916893e-06,5.3839526943738614e-05,0.0002741525722592675,0.0003150545541313887,0.00020552689694897097,1.5679605435137134e-05,0.00021369548615424172,1.4177559172323662e-05,1.4779709591461465e-06,5.795704265398882e-07,7.275492608371792e-07,1.4873219877920008e-07,1.0936668008110217e-05,4.6942882372280614e-05,1.5171321321449938e-07,8.180166301752223e-05,0.00014640645901931038,2.424369001663429e-06,4.41034192488754e-06,1.249454078477985e-06,1.8411550422592349e-06,2.0582626208132115e-05,1.6580804405030847e-06,4.856352505244743e-06,4.3330289845044945e-06,7.866221678476393e-05,1.843289615188759e-05,3.2741935829250224e-08,3.6460406094285247e-07,1.4857569561321782e-06,9.112460024551794e-06,1.1156065254924741e-07,4.352973259624804e-10,1.3077983571085916e-07,2.5428946157091126e-07,4.150432814098437e-08,1.0501640985982608e-07,4.337922681729722e-06,9.840988817177987e-07,7.107181421162068e-06,3.711221939095566e-06,1.9598115801322535e-06,9.923463162309076e-09,7.544066171760733e-08,2.805828913654551e-07,4.696379396484929e-11,9.149846200151579e-09,4.118304863798272e-10,1.3959751474224014e-07,2.9194645839725197e-08,3.543545154527372e-08,7.965396942033465e-08,9.870635420128338e-10,1.7661249018807723e-07,6.955706022271357e-07,6.410666546496913e-07,4.949873844140029e-10,1.1141790218216485e-06,1.6200893715456743e-06,2.5509899748143994e-11,1.3079499733281708e-08,2.558932699070482e-08,1.3930452189003795e-07,2.2873994254268837e-08,7.098692744733626e-09,5.058023813120371e-07,4.148743629195373e-08,1.1741686622990244e-07,4.8405296881881554e-08,1.2241631774934092e-07,2.0245309473310158e-07,1.2420245876221259e-07,5.487153398320288e-08,5.629753330183007e-09,7.408905000616528e-08,1.2674625515796123e-09,5.067241543033063e-09,1.59310637737331e-08,5.1012012919349203e-08,1.0519311477441562e-08,1.2075900768238057e-07,1.3263745657354775e-09,2.1844970277129505e-11,1.5985794910022832e-09,6.570959809604204e-08,6.286610034766937e-07,2.0236536668605254e-08,1.1375563424564916e-06,1.2421714510324477e-06,7.355554654253638e-08,1.205868072062799e-09,4.2528058852298045e-08,2.266135279427317e-09,2.3422602746236976e-09,6.361170568069952e-08,1.1842483937929416e-10,9.443710397016858e-10,7.908376731258215e-11,8.022954522957093e-09,3.096173772920707e-08,7.215728903275931e-09,7.549988256805307e-08,1.1353835358274278e-06,2.617737489440941e-06,6.756488295511787e-07,2.980408022157377e-06,3.6503390112851974e-06,1.1734954787900875e-06,3.050642605195719e-08,2.8020318798560595e-07,5.681121129086364e-09,1.3042007787622545e-07,1.7716271732970412e-07,1.0580880838162443e-08,2.0940976869221473e-08,7.849518444957848e-07,2.087042071163836e-06,2.8629089621201587e-06,4.956210044593234e-07,7.134768276184644e-07,1.4742069759376975e-08,1.6051308948661358e-08,5.920000045733786e-10,3.945990867393334e-09,1.545963357330038e-11,1.5415833487519848e-07,4.1484058632690335e-08,3.089735137740135e-07,1.8789795652729424e-07,1.0441416065098963e-09,2.947211363846236e-10,5.515230550035e-09,3.169397744251512e-09,1.9576344711946803e-09,8.438939685939673e-10,1.0828592911238388e-08,1.258655468738823e-08,1.3237722917835981e-08,2.7333827423703383e-08,5.857236917705677e-10,9.494605102133846e-11,1.7148504838360168e-12,7.52706452722407e-09,2.8513416627795607e-10,1.1406492417265213e-10,2.335089899219156e-10,1.299231167095627e-09,2.883081273719057e-09,7.757258724261362e-11,8.054801270418466e-10,4.53919768439448e-09,7.316357075737301e-09,2.6069495895342243e-08,6.915804373619494e-09,7.108856836524069e-09,1.3126522091511106e-09,2.1238657943456474e-08,9.026253217081504e-10,4.739958425759028e-11,1.1781255138121338e-10,1.2880038702256513e-10,4.142637899384738e-10,4.163425160186307e-11,9.727699756822972e-10
2N1S,N1,0.0,0.0,0.004418435299633927,0.030324625069348077,0.00738763092510375,0.2646344184927063,0.005744563536730141,0.048422615600336005,0.017419381884093532,0.0009324157432908375,0.0023686289357203183,2.768671583597282e-05,0.0010449893849091563,0.001777665268112294,0.10452868263762705,0.15839126712468765,0.10527158713642182,0.15924032374941754,0.003387862026475341,0.0063458063507075835,0.008800790689298399,0.0027114185010992387,0.0825584110967803,0.04184086799731723,0.01816884004255437,0.017501449400893154,0.20009167057724664,0.012229661208057241,0.0005642341837956977,0.005020568001578685,0.019396519554608638,0.017441173322485293,0.005711472225666814,0.00010224709356565498,0.006013123159603673,9.187342565653012e-05,2.569426517506912e-05,0.00013143114194624772,8.96803614218733e-05,6.039901911947254e-10,0.0005902825663852695,0.00032698592638169544,0.00017576645942529723,0.0010006152839574511,5.19562291603215e-05,1.423448101500746e-05,3.283770715567513e-05,5.431421306067996e-05,2.9253124250505635e-05,1.0963600061586476e-05,1.322733724373748e-05,1.6150648344037677e-05,6.45772032474845e-05,0.0022277325352653143,0.0010983926484753326,4.1939998015827484e-05,7.114307960520705e-06,0.0018778845440663439,0.0019689729822447433,1.4996229112052006e-05,6.828277633541546e-06,1.2349857225091299e-05,3.679301723646944e-05,4.691613743301737e-05,2.5332065933802994e-06,1.5847322778483885e-06,2.7668809305492204e-05,0.0002510998549292154,8.646153147440216e-05,3.172099118797789e-05,1.8557928461504503e-05,0.00020097443159894368,0.00013815375729020474,3.0324995569541713e-05,1.18179417984976e-06,1.2947459095968838e-06,2.8346219624220126e-05,4.565141515855409e-05,1.7250731598750235e-06,8.109789204624462e-07,2.653823645282216e-07,1.968356735337906e-05,6.268948645127281e-05,4.704320623272196e-06,5.2488783541804196e-08,2.112052325919933e-06,2.0709831316523264e-06,1.323365628858042e-06,3.500588768856616e-06,4.857892274667819e-06,1.9018421298699906e-05,1.7522155265847772e-05,9.80486025703442e-08,9.867044344691323e-06,7.708653591009806e-07,9.276242300515491e-06,2.4895917833944736e-06,1.4216067191430426e-05,3.182841584381535e-05,6.592590151122124e-06,3.4228353498200192e-06,6.4829387751430545e-06,1.0451048628290494e-05,1.0727903898555269e-07,1.4341959175823149e-08,1.1773758665789558e-06,5.097501947881611e-06,1.291507042422424e-06,1.3181971620035426e-05,3.4007830800319994e-06,1.1462030524711508e-07,1.4728925634699408e-08,1.1625589979580297e-06,6.790217896845974e-06,1.1453407111616798e-09,4.6006735821446654e-05,4.689240257027549e-05,2.795024894197695e-06,5.3651512565977555e-08,2.2318561008205506e-06,3.2213674230341383e-06,1.604362707130491e-07,5.010168301122775e-06,9.173023496344967e-08,2.1191739474346605e-09,2.6164778661463828e-06,1.6401235924945468e-10,1.7787362005527996e-06,3.944340470685148e-06,6.834228524432717e-06,1.0429212641049901e-05,4.5028961562554315e-05,1.9605459703253558e-05,0.00010142622371356325,0.00014713764995510914,6.903280441727944e-05,1.959487310188024e-06,3.3351458459396355e-05,0.00013981167272669737,2.8801500613351294e-06,5.837631459115755e-06,2.135653323076525e-07,3.2451460107996155e-06,8.079211496703209e-06,9.39559101125198e-05,1.1757829398995057e-05,7.456815885209522e-06,4.172061216500822e-07,3.8389758039159005e-10,1.257963599954337e-08,1.220188705630676e-08,9.140850520950039e-08,8.318585820177304e-10,3.3112119659506334e-06,1.4622430470900838e-06,2.564981365971164e-06,4.480153326102965e-06,3.407593918147711e-08,8.924527783449321e-10,5.445644686297157e-07,5.579925512755324e-07,2.042384039668832e-09,1.0939216199545854e-09,7.933324530640107e-08,1.9429916831015248e-07,1.0077576995115578e-08,9.797569182623533e-07,1.4430201478177196e-08,1.3267417831031025e-08,4.052060909032207e-09,4.894903975483089e-07,4.563598610118902e-09,1.1260723908890213e-08,7.597280360371883e-09,1.1637721897272968e-09,1.617004463660976e-08,1.0608489642294217e-09,5.774786426826495e-09,4.244552265220136e-08,4.3112139769263536e-07,4.699533677765544e-07,1.1325189674948888e-09,2.3158904571829453e-08,9.172183546013457e-08,3.941124493422876e-08,1.1963522172919738e-08,9.156083669026316e-09,1.709031738350575e-08,2.612299265791762e-09,1.5901981309518476e-07,5.285998305737394e-10,1.3502399198728199e-09
3N1P+1,N1,0.0,0.0,0.0,0.013653517050515429,0.003024826381736734,0.0034696461210681484,0.26244953217779976,0.01524945299392888,0.005281689844344406,0.05206901554604437,0.011596576850681162,0.00011852932232092606,0.0011584680173613027,0.001357673878180199,0.30470243888060633,0.21423813341449494,0.06525937044839214,0.035440924952897745,0.0010746668229482115,0.00845263661575224,0.0006773976371832191,0.0029481435285836355,0.03805341238665294,0.004709064120822948,0.010444159639290795,0.0032145608584470686,0.030199138611751497,0.01952387895090868,0.0008441217126562428,0.020544887025739644,0.002983147127138208,0.004953152772936731,0.00012336675915936013,0.0001909912297444194,0.011208882241175555,0.00171734252062139,2.0994776032123852e-05,0.0014069401193470554,0.0003578849663594674,0.0027125090997675017,4.785570401732997e-05,0.0003568486827267847,6.79883759158173e-06,0.00023673550854041991,0.00039540276100913374,2.3791265078010326e-06,0.0001729674341814924,7.16039481041264e-08,9.453450786578443e-05,1.9328716966970916e-06,9.450638721153481e-06,0.0002022299607564726,0.0007580326978340324,0.00040086851168341653,0.0003422729498243626,0.00012503550582376732,0.0001010623810158151,2.7386789417160884e-05,7.366720714774289e-06,2.2603658549336103e-06,5.8505132455977105e-05,6.789108778515462e-05,4.0199075006963625e-05,0.0002628015917989224,5.327104897201451e-07,1.0511743764318737e-06,0.00016901139716241076,1.9621891933496727e-07,1.8993196669203627e-05,1.8737547186287173e-05,1.719617603423984e-06,5.6334329395113514e-05,3.75711700977277e-05,4.6298418632240157e-07,2.984090614632784e-05,1.1644123930842909e-05,3.467190619632632e-05,0.000219281168413632,2.904672251613505e-07,2.0616049234867262e-05,5.753428120591764e-06,3.897826029497509e-06,9.127993405577683e-07,3.1410595604519642e-06,9.876717925294543e-06,8.119878907031364e-07,4.039698505042821e-06,2.5419820610217414e-05,9.838105782478124e-06,6.525765321452326e-07,4.103363453467068e-07,4.975046135502481e-06,1.140447528769073e-05,4.9237876864616226e-06,2.976654056574546e-08,4.404272866409542e-07,3.106967752408707e-06,6.239247640760226e-06,2.8982204076655194e-06,1.5016234033993214e-08,8.957331663062007e-07,4.780976681217908e-07,5.594477341386295e-06,4.822724242181664e-08,6.566537313901222e-09,1.771840985043127e-08,7.735090489013885e-06,2.680616839612071e-08,1.514492591780936e-06,1.483695933668372e-06,5.005034875438241e-07,9.483259955089807e-09,2.3648118196994972e-07,1.255594982518815e-05,2.2796790233314823e-08,1.7572247609454195e-05,1.4545486044070799e-05,2.3289380957081107e-07,3.491385051290763e-06,1.6865734204785099e-06,1.3900729487481556e-06,1.8102869487890416e-06,7.728205865475957e-06,2.8750805798338774e-06,2.4636553708212716e-07,5.1600670181173314e-08,3.4040658052347794e-06,2.1111698300657622e-07,2.3479727184749777e-07,1.68292444735485e-06,1.3746411371418077e-06,3.438116222120868e-05,0.00014808776388708367,5.828911343730425e-05,3.708985767003625e-05,9.36455564248817e-06,2.6437073066709615e-05,1.7502237481537009e-07,4.989596760918147e-05,1.32302063526879e-07,3.5554991306696593e-07,2.2100453933582287e-07,9.850897308982809e-06,3.472211762423072e-05,4.447719460998201e-05,0.0003635173447187334,1.1162715958690228e-05,1.0338318185088013e-05,3.3436480251225476e-08,3.871298868141082e-07,6.035343780297353e-09,6.318146761330468e-08,5.20997373598675e-06,4.281834989239286e-06,1.8119661828741584e-06,2.9564990100539035e-07,1.7036745361131977e-06,1.1786109599398742e-07,1.8560642978115993e-07,7.250158400307072e-07,5.748078735878792e-06,1.748927771272335e-06,7.950000435741345e-09,4.553379895355647e-08,3.734203097849331e-07,1.2782150804468984e-07,2.667045707838156e-06,8.343870039340118e-09,5.820351445251504e-08,2.022304306237288e-07,5.524107691279312e-07,3.190802133623549e-08,9.026352332242027e-09,7.041102567661994e-08,8.869541918699042e-07,8.367564277023121e-07,2.0912290565888725e-08,7.38333281624648e-07,4.711192969075739e-07,5.094800989979831e-07,2.1318611720388958e-07,3.0012649121502477e-07,2.9041803628615526e-08,1.2607280464038695e-07,3.322239328085175e-08,2.417145532618292e-07,7.673624202730878e-08,1.8399492440757115e-07,9.006646362053061e-08,7.935210002418813e-07,1.0568175490277554e-07,5.212006040089534e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.007089448972330548,0.030734671224071253,0.01383346329677515,0.13473421969811605,0.01037484843355907,0.008820584108701679,0.0004313014321737363,0.0010970051081395926,0.003992880716141123,0.004905845410788201,6.81921566543231e-05,0.001349684505331794,0.23631932718748416,0.10939240548401274,0.0013485606098408986,0.005711826995415947,0.004085456095805018,0.0008479370110490159,0.023683327323499537,0.00033555838377363756,0.0021334591379660317,0.03733975607785833,0.001487657037158474,0.0013453010160242584,0.00010112993945154969,0.006009388864424592,0.016986694076993825,0.04974220924471573,0.006244310178384449,0.000981861732951117,0.0006140731210755312,4.7384789278126505e-05,0.0005106900663995884,0.013310556828084241,0.003473720451664164,0.016186904409562164,0.004647413445003856,0.0022186479769978895,0.0022181019789142553,0.00012464634190312296,0.008824626450452566,0.0015206580956612648,1.0261168830183465e-06,1.0604361957211594e-05,0.0001302500343403068,0.003479812593324194,9.55993983933201e-05,0.001688011880828455,0.00012212810630085613,0.0025470895824257767,0.0038127319756022793,0.0008752123664756972,8.429914867846833e-05,0.00025544118956766226,1.5330481622388703e-05,0.00036283621573751645,0.0002477331933177229,1.524903461724847e-06,0.0010639649278436636,0.0007920210795955285,2.4692283695948447e-05,0.0011205369309310598,3.255835989257605e-06,0.000149446195006675,0.0017685018664019836,8.248730946291971e-05,1.9133048836383892e-05,0.00042989630958789604,7.334903354605515e-05,0.00035158285763570163,2.5618246857206373e-08,0.0004882821521976499,2.907204213653536e-05,0.0021217356378591123,1.2776418454985006e-05,0.0004592084397718743,2.7461011109064515e-05,0.0007524789949102662,0.0002448160335726257,1.4908299816873694e-05,5.847388792279418e-06,9.05090939196107e-05,6.554513292256203e-05,7.299962573248386e-05,4.336098147206258e-09,4.3072879307715084e-07,0.00011680960925075645,0.00016821949501455435,3.0209305643680295e-05,1.1413697749595997e-05,1.575857861535468e-06,6.0048914218846505e-05,1.4461162663792493e-05,1.8638497283340882e-06,0.00018586389601482622,5.976600196966331e-06,6.80874218428329e-06,2.8983804066573526e-05,3.8087259182084665e-05,1.7919010835143467e-05,1.0153691525571773e-05,1.9889025071329058e-07,1.8713752045984577e-05,9.346116329922438e-05,4.908263924141565e-05,3.235495652598175e-05,1.1484916608850426e-06,8.139579152910414e-07,1.5742692127673763e-07,2.237404973604029e-05,1.0184017547043567e-05,9.503765507901107e-07,5.2013709339604475e-08,3.714895625783754e-06,2.6616823212144425e-06,5.189904528357658e-07,1.2353444711621364e-07,4.3960695994549326e-07,2.596572963309285e-07,7.642841759469832e-08,1.458674967036444e-06,5.3876097492189245e-06,9.117047916618048e-08,8.096765382603621e-07,5.203530157427139e-06,3.75249715300896e-07,1.4128020344728043e-06,2.7974418742804374e-05,3.894312043195569e-05,5.828320038459012e-05,0.00022890370695805018,9.952544568925248e-06,2.1961840379614017e-05,4.028806066536106e-06,6.517495399283035e-05,7.5892656601350694e-06,2.699714181808588e-05,4.230635508140068e-06,4.725030120256157e-05,1.7487003478589003e-06,5.099764973870435e-06,1.538433787162674e-05,9.69885068302645e-06,4.076199146574311e-05,6.6873424575675244e-09,7.059600692027601e-06,5.923710695743267e-06,1.4533636599534105e-05,1.1561061334042222e-05,9.264730675972999e-07,4.308178753742453e-06,1.5974233802396043e-07,2.402210574459218e-06,3.3618466788176704e-07,1.2223338334838019e-06,2.9675023309749804e-06,3.076935699497518e-05,2.0395697224451226e-06,1.5251380380831847e-08,2.352336361255425e-07,9.115287165073482e-07,6.39717013539709e-06,1.512734026931639e-08,7.101745991278108e-08,4.540066318448055e-07,2.7496033205842707e-06,2.8193883006011333e-07,1.0160514889445693e-06,4.3203015587245375e-07,6.844433242392256e-09,4.553565859932718e-07,1.2439525414187358e-06,8.813740737245723e-08,1.9028322677527854e-06,1.102316908863088e-07,9.384148689228766e-07,3.5649966236839248e-06,7.535003754277625e-07,9.581770310518323e-08,2.32175640046961e-07,2.907161400500513e-08,1.482991507373299e-09,3.5985410207217683e-09,1.2602141552520152e-11,1.8302112203549825e-07,3.3078408039344254e-06,9.8118503677469e-07,7.093803930935394e-07
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.011048860113445524,0.0040821905412258275,0.007487471627518616,0.2902476252318671,0.0018523918615525048,0.0013487160536640452,0.008581023318975811,0.023639390436409613,0.03663826849328666,0.0015842704952842013,0.004603467936393546,0.18131552074022173,0.11947411389433471,0.013950143295661688,0.09568077675898845,0.04367612868790571,0.018404268366188248,0.2851957169814452,0.03565542468900462,0.02629360089504651,0.0038501158545600767,0.10428574634141574,0.00026337338519977216,0.0021086279720741175,0.018753850989799092,0.014669054454346186,0.0025234272684575565,0.005497325642413564,0.0004266737336697801,0.00048377915564890017,3.0779842414396796e-05,0.0003017982022655019,0.004011264599306674,0.00038239671068618364,0.008259703122186934,0.0015067160475243924,0.0001885073174756613,0.0006791613538301711,5.7958227134058404e-05,0.007764115820994899,0.0021070163883645243,0.0015788999143826477,2.1480178104216208e-05,0.0028949628444994158,0.007324660338104305,4.535296316499071e-06,9.687772294331154e-05,1.2272619649422722e-06,0.0013249822294612024,0.0002910491657832637,6.02987797346799e-05,1.465072960726843e-07,0.0004034689298055838,0.00015128035168565646,2.4758644932676432e-05,5.613297950191054e-05,9.368040421020574e-05,0.0003348165887049337,8.70790067570848e-05,8.777195342801747e-05,0.0029794896656007985,4.326257150299995e-06,0.001282930965152751,0.003429018225468372,0.0006360776574556581,4.959983590513417e-06,0.00019017333857451746,3.0286438277293826e-06,0.00042751435211907385,4.838509520599388e-06,6.313356314890939e-05,6.409825784325918e-05,0.001652094451348285,1.1469607195113696e-05,0.0003428313234374869,0.00011238362830168214,0.0011327578523698811,0.00037011206886372605,6.142785196061595e-06,1.84156914464495e-05,5.532827436871557e-05,6.576150557435767e-08,5.159979077840049e-05,1.3674921655493222e-05,8.126057382540353e-08,6.377643835464575e-05,0.00010807914528521145,3.474126903491026e-06,1.6380486478340117e-07,2.896453568990154e-06,8.274984528489071e-05,2.7316520840869885e-06,1.508429821228674e-05,0.0001589337557974524,5.80186764542745e-06,1.860389500230042e-07,1.0173578782080028e-05,2.4458678900884934e-05,3.3937543057582786e-05,4.7273478616105535e-06,1.528336129985597e-05,2.8497390081039242e-06,0.0001685457708466842,0.0001146828540088407,6.498652730568821e-05,1.161113090120125e-07,6.445393778697905e-07,1.8009876456837048e-07,7.14516562672074e-06,1.1357252796884154e-05,0.00017163796204044957,9.181725368945237e-05,5.562011505144682e-06,2.1058000498896945e-07,9.678877567864674e-06,2.526073117037342e-05,2.310989905218719e-06,5.423704637630422e-06,4.580011501831294e-06,9.188238631274714e-06,1.468838624063551e-07,1.6546375825043924e-08,6.835301302743346e-08,4.193784963746339e-08,3.8516271194666274e-07,1.5156172767927245e-05,0.00039144177800842783,7.26526826611007e-06,0.00024989937109953786,0.0005123039642271898,6.779004071999495e-05,4.84819663348901e-05,0.00010098953188020232,0.00023306988120674887,3.586068642413842e-05,7.560831483122143e-07,6.6733768497861945e-06,6.735555842185548e-05,0.00012610272811364176,0.0002655169064742502,5.211372455837804e-05,7.214402223487681e-05,4.127214041593774e-05,9.084278729254436e-08,4.025676236807385e-08,2.60391364914625e-07,1.7236267675357908e-06,2.284623185389023e-05,2.4813242620602693e-06,2.203181329818449e-06,3.242976367445749e-07,1.9704182601110176e-06,2.2785616031750777e-06,5.080086238340442e-07,1.0708581341445367e-05,5.1992905676145895e-05,5.91024382767813e-08,7.675895918879405e-09,1.1285692380624823e-07,3.7249045181653173e-06,6.9392675272617055e-06,2.0304657755154665e-06,3.928457559254639e-10,2.2511412316461588e-06,3.995034426829136e-06,4.082692353524209e-06,5.34001472374257e-07,5.953799675495475e-10,6.753560777283951e-08,8.621446980772163e-07,1.0079577559274355e-06,1.6540797420638853e-07,4.411252258584852e-06,3.451340293558758e-07,3.806438199305262e-06,8.311127149163156e-06,6.043861304760867e-07,5.026706073607556e-07,1.6225985000062337e-08,8.913883298156122e-07,7.05917944987533e-07,9.794135102936252e-08,7.906794197154454e-08,6.020169274201237e-07,5.947244815729391e-06,3.418174111313732e-06,2.9257090288226095e-06
6N1S,N1,0.0,0.0,0.0,0.0,0.0,0.0,0.005856194538597315,0.044817322277594496,0.013916681289895205,0.0008521601043256499,0.0023283088182426415,0.0001076722184254475,0.0013848929382989095,0.0018879784118437382,0.09474567134970435,0.1508821905365063,0.0950045506261703,0.15155979548693654,0.00023069810663489676,0.025783387934163127,0.0035730248571552714,0.002568479102555976,0.043884091958689364,0.07237922496001614,0.010920158544359015,0.01611855597813605,0.1536542405910235,0.009871294603186254,0.00043148005416560054,0.003473344077888907,0.014567807605009087,0.014693266092915547,0.00011736242201632052,0.00590281101376533,0.00016814005270004984,0.005786386762772988,6.405248926433238e-05,0.0012450230824905262,0.0003892933463753856,0.0017113556289278797,2.4338829511805216e-06,0.0029041897854242826,0.0009386960873718486,0.006839979778180183,0.0006483005888218152,6.778291252951263e-06,1.989825261183853e-05,5.008259981553742e-05,0.00019480055467813173,1.0745639862586032e-05,4.805999043178133e-08,1.1823896082674423e-05,7.84883057436403e-05,0.00048498845212963104,7.743245777369623e-05,2.5672503213503006e-05,1.5352004743007797e-06,0.0003145629985650267,0.0006330380784880241,1.827727415371072e-05,2.1936345033779503e-06,6.48098006372777e-08,1.2566410204861711e-05,5.1701614045995825e-05,4.0114578325756156e-10,6.682185276218888e-07,1.188703501497912e-05,2.3276523992699083e-06,8.430389951463724e-06,8.698941511831038e-05,9.459838117287234e-06,0.00015656313275647094,0.00021384245450706274,6.0629755967767096e-05,2.938403637298137e-06,9.228081932821652e-06,1.3803985976501565e-07,0.00021542332011015297,1.5148242695772751e-06,4.375423773161913e-05,3.173153103830373e-06,3.884761173233997e-05,4.956393978794438e-06,4.698937018243754e-05,1.1153344683378918e-06,4.951053969515229e-05,2.458162501683958e-05,3.2006575458876085e-06,1.3929774289600516e-07,1.2224600920429651e-06,1.2942296123696906e-09,9.486471573838529e-06,4.677111845818871e-06,2.4340693598023933e-05,1.6619907250436938e-07,2.337786919603957e-07,4.792709497714043e-06,5.198067346334767e-06,3.461976501029085e-07,6.057485109067784e-06,6.356182393751908e-06,8.839265619453585e-06,1.3843241433164621e-06,5.924094577114403e-07,1.1154570378479889e-07,1.9303678922000245e-07,4.134488476470466e-06,3.217566200808264e-06,3.310258289701551e-09,1.2852764310622433e-06,1.071183026724043e-07,4.253028547118731e-07,2.7405586910944635e-08,4.096985817270138e-08,5.025383544854378e-07,1.0819212981516557e-05,2.256107363196591e-05,1.2084906841458576e-05,1.3338825910480523e-07,2.5303036332857687e-07,1.0397835348285867e-06,3.426016292884526e-08,2.3757164100413064e-06,2.4266192832911315e-08,8.48767343075707e-08,7.236719177239337e-07,3.040044163071798e-07,3.4568254840827706e-06,5.940141730054194e-06,1.1793860764885977e-05,5.360555143774093e-06,3.823474777231439e-06,1.5395900887948955e-05,2.6507359451866108e-05,2.2692975173210783e-05,5.3475000999281264e-05,3.367091259143251e-07,2.0596398483618827e-05,0.0002130421785304648,7.267542789790582e-08,7.956296208089242e-06,1.7995726797614964e-07,2.7853962691892775e-08,2.288285022356007e-06,2.667572254422268e-05,3.301389448351344e-05,4.304740626182024e-07,1.5123808223549418e-06,1.6929173840551925e-07,2.8719195466209158e-08,1.1015280465542787e-07,5.556672122430939e-07,1.1375776285404982e-06,4.792968920863672e-06,2.561557149949323e-06,9.802874732844913e-06,3.462529782893853e-06,2.400618150932843e-07,1.400349261881928e-06,7.307926643829177e-07,1.6582273392184987e-06,2.386175923518863e-09,1.6307879713295392e-08,3.977333880023082e-07,1.465583587823005e-07,4.618528931743526e-06,2.3115216896130164e-07,6.823340115147403e-09,4.0960657976540915e-08,2.245035986447874e-06,1.7238413541065256e-07,4.7231046407247845e-08,7.639367582967793e-09,2.5326294172955954e-08,1.4288070770973604e-07,1.9935773032386805e-09,3.1677709344535288e-09,1.03040963317369e-07,8.108841242915332e-08,2.617371626101317e-07,1.4642686076982159e-06,1.3017977362750344e-07,2.0264778655132432e-07,1.2504845203764603e-07,3.9875872159811365e-07,8.628621572803752e-08,6.016493969696057e-10,4.363240213578479e-09,8.775622450940546e-10,4.253878882476414e-07,1.335916266498316e-09,5.2689567819896865e-08
