 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,H9,H9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,H22,H22,H23,H23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,H27,H27
1N1S,N1,0.0,0.023565441929616737,0.00022523966351806202,0.0011082200308156764,0.0007339253038054494,5.888700952549897e-05,0.0004131898643298104,0.0016027130345788176,0.002051514602888771,5.7372688158807694e-05,5.593318297800187e-05,1.318292855451153e-05,5.931639180389858e-07,6.656652907849336e-05,0.007942625835248851,0.0013726651707883786,0.00786433259699404,0.0013490077223591301,0.001162122045129943,0.002131894196572448,3.2410358645984516e-05,6.89701717762059e-05,0.008887140512001457,0.0006132799513152154,4.2281387990783514e-07,7.713297772715677e-06,0.0008178850693842943,0.0002020312430504878,3.1691831350322275e-06,8.851228468637062e-06,0.0007208465072385262,1.6219860482225013e-05,0.00016734736840540165,2.1995617558223657e-05,3.814378127520168e-05,0.0002335542220306408,1.713211371523471e-05,0.00010080244606403,0.0001827087234529401,3.3704498931808047e-06,1.9539980300464777e-08,4.4127762864221154e-05,0.00021426076209474232,3.1133600673555195e-05,8.91022386428908e-09,5.093796561425612e-06,3.981084544749103e-05,7.376368449278636e-05,8.805202831263514e-05,4.2445448179107004e-05,5.2739464575735084e-05,1.0576510773852021e-06,0.00016577151085539477,0.00010591972858819965,7.242356076242462e-07,3.5797752435673402e-06,5.7307008027862594e-08,7.379732036572051e-07,1.2568864965256665e-05,3.5913613918081566e-05,1.2829273973391508e-05,2.6930822237258845e-05,0.0001739282030663869,3.347093911421073e-06,1.490701595024957e-06,7.644038844678569e-06,9.0783114827242e-06,9.144060190480197e-06,2.344676602775153e-06,6.225489414424246e-06,2.1090896224817968e-05,3.712052333915139e-05,4.148581218332836e-05,8.740748191904402e-08,6.365055456036828e-07,6.622552837232121e-07,1.0186008020385273e-05,1.873429767706991e-07,6.227115378898418e-09,1.945486244325778e-09,6.099447762558663e-07,1.4776535398053348e-08,1.1553373571726588e-07,3.328386704026798e-06,1.5423632864219883e-06,2.801191516965673e-06,4.414402698049713e-06,1.7253415052209675e-06,8.018773882678687e-07,1.2668308839725029e-06,1.3692639466711398e-07,1.3332811883703943e-07,8.863044897999828e-08,2.025313739495438e-07,2.9700585324476947e-09,2.431204709774093e-09,5.728027672180502e-07,1.571082919649136e-06,1.157105672389136e-08,1.1365137164709438e-07,1.2286995865196104e-09,2.0973459569084696e-07,5.042137405375513e-07,6.997551194043439e-07,2.9847378657521517e-07,3.0910678816553627e-07,2.3964135480447624e-06,3.252985214530213e-09,1.696566404030264e-08,4.038658019123176e-08,4.743551396124701e-08,1.638564764427919e-08,2.255144249119212e-08,5.542453416218507e-07,5.838229955035246e-09,3.576040885633347e-08,4.362273431368635e-09,4.67745731036473e-09,5.449488837960814e-08,3.495672751263612e-08,1.0139959982780056e-09,3.5293489530907607e-07,4.9851204719786324e-08,1.688693199164426e-09,3.777169965690774e-10,1.1118053699910035e-10,3.454697639071469e-11,2.95069524369751e-13,2.976046098446261e-08,6.453487966240345e-08,1.473898780801619e-09,1.7531886609134517e-08,1.2832263029949331e-11,9.191425398569208e-10,2.4368218554116083e-10,7.484501907129015e-09,6.2530105537916825e-09,3.5568403777830326e-10,4.032914668883336e-09,1.5242922701830253e-08,1.118923309562092e-08,3.903561363038932e-10,2.2535528998446352e-11,4.466243597178732e-09,8.842951926268938e-10,7.651338784775419e-09,4.957511623437938e-10,2.2588830805858606e-09,9.142157253450023e-09,7.445828398289223e-10,1.7993549317196766e-08,7.095990461891688e-11,7.401964374764702e-09,2.5455049179612388e-09,2.312396940595818e-09,5.3967524893394625e-12,2.486211236885083e-10,2.5218507837543314e-11,7.661310197359938e-10,1.541841654351117e-10,4.03973118151546e-08,1.2550214201212384e-07,1.533441063017449e-08,3.0998803457471524e-07,1.3306601531759554e-07,3.2236854075051724e-08,1.7409813590774093e-09,1.1918325215631853e-08,8.9883895881826e-09,9.666903388882986e-11,3.876487117415728e-09,3.1904762165524403e-10,2.411874630570132e-09,1.752913925123778e-09,3.448441532327706e-10,8.36219968602947e-07,1.352219380912345e-08,4.2510019948593936e-09,2.1720107934442012e-09,2.2524504483811825e-08,6.960212406426081e-10,1.2602063836908428e-09,6.11827821739297e-08,6.201730995414323e-08,3.263318948398819e-09,2.6924206641965043e-08,3.199617570892599e-08,2.439798474362931e-09,3.3416582834178143e-09,1.372309488267831e-10,3.773767298653752e-09,4.545864240590447e-09,4.3607627647768155e-09,1.1146448208876336e-09,3.8520522327445406e-09,3.208933119225321e-09,1.1347120731919347e-07,9.238521059273808e-11,5.0607456003604057e-08,2.934906695450934e-08,1.0885065271359906e-07,2.5606072817652148e-11,7.168887705688576e-10,1.7341489633171392e-09,1.8297925674648496e-10,3.0106298148924182e-09,6.12052075688041e-13,3.2797164983833227e-10,1.1398635590964545e-08,1.6071588504473766e-12,8.82104300714559e-09,3.7040135403287877e-09,8.697425002424097e-10,6.015432596484516e-11,7.721481232181304e-10,2.7650909339982377e-10,2.435090046271071e-10,4.9647425059973216e-11,5.583283835264297e-12,5.092593013955593e-12,1.8209656005296893e-11,6.713518629908322e-13
2N1S,N1,0.0,0.0,0.00524342087365115,0.02451585304857229,0.011518349579887843,0.26402830460833604,0.008386519602287201,0.035249336795345254,0.027380293371114472,0.0012107344633636163,0.0020316804844791037,0.00040637122077891163,0.00016820000646511346,0.002421644336964901,0.10513870334907649,0.15750708020397441,0.10513223009426254,0.15828800817063504,0.003457686989031261,0.0056136180996211316,0.0008870581890181306,0.0008497147735950783,0.09160291794821251,0.041439958954327505,0.0005660183425759691,9.81434373144019e-05,0.21138574550503053,0.013745051272845421,0.00023056135491339447,0.00036286617204317473,0.039469086615754545,0.000639286304749076,0.005410760994878139,0.0001534745304065943,0.0002402325375236991,0.00331603815717596,0.00020180139478354064,0.002041565907337173,0.00806656289462282,1.3921632566749054e-05,3.885002879577826e-05,0.0009163284022721818,0.0001832810882569369,0.0007440324006646737,1.4454639451821905e-05,1.3154100703793858e-05,0.0012122912621050919,0.0007227130370870416,0.0017291858998236265,9.740411843273122e-05,0.001066506030870773,0.0001663658679484925,0.005292811216283333,0.0037512632235192633,3.201867344282405e-05,2.9671039527112697e-05,5.2372535197520165e-08,1.03151709396343e-10,0.0007518872541356636,0.00017379518501003943,0.0003272709670416596,0.0008940879041166028,0.00011691687762116487,1.8136898505272114e-06,2.173186011145134e-05,3.002120878248249e-05,2.1702933263645363e-05,1.4847263206441141e-05,1.6999328527500523e-05,3.5044263775318996e-05,0.000521734957718234,0.0008960747597979157,0.001824284852405711,7.888621440077515e-05,0.00033221194160848455,0.0006988230248254901,0.002688715754071147,2.4995388059334545e-06,2.3932818988825488e-05,4.310313123268017e-05,3.1167452900771053e-06,4.597706402154067e-05,2.9742267446675186e-06,2.5592239456528887e-06,8.75816073153679e-05,0.00010587596734845661,0.00014566493030532257,4.028347043938396e-05,3.8206172237487124e-05,0.00021420846783737346,0.00018773598417398674,4.2334459167348015e-05,7.109339743571752e-07,6.916217331953689e-06,3.119700576936779e-05,1.3592113207394618e-05,2.2841918305260833e-05,0.0002060535154129184,2.875355235243404e-06,3.1518163954302736e-06,2.242173472666309e-06,2.4006663277287288e-05,5.4898452757523586e-05,3.5258604338395116e-06,9.07452606835335e-07,5.999135757051022e-07,4.44194228021999e-06,1.9567112374829776e-09,6.910673212123797e-06,1.1514121615041617e-05,2.1894307151715253e-06,1.346469810026285e-05,7.589523942641563e-08,8.378060321945213e-06,3.49233908458757e-09,2.631237312478163e-07,5.94142139931364e-08,1.7107468948118765e-06,6.053013366091875e-07,2.177801934344359e-07,2.2463886395485133e-07,6.042400127359571e-06,7.983990508719785e-07,1.655720323068266e-07,4.2025916080490333e-10,6.930970020135874e-08,3.3580129787935675e-09,4.5644008350720355e-08,1.4796601632838247e-07,3.0882579840074698e-06,1.3586148650546193e-08,3.548911493567175e-07,5.893507903920181e-12,3.8340441932405156e-11,1.6115932677251976e-07,4.7660832658280583e-07,4.983368091515672e-07,1.1065503313645308e-07,1.5589412871719333e-08,4.086772595890409e-07,1.957308404243463e-08,2.7403790348046186e-10,2.213098149184134e-09,3.8794753542958915e-07,1.4156040251123159e-07,4.046473940366724e-07,5.198135255568559e-10,1.9828434894009206e-08,6.740795477355732e-07,5.344751397018399e-08,1.2266750775147273e-06,6.979399280737653e-10,3.8333639462706515e-07,4.5640533130608674e-08,3.666145613756555e-07,1.7041590361088765e-10,1.2567635820914802e-09,8.50858605794258e-09,9.600176431590057e-08,3.4429497031140954e-09,1.342071933585487e-07,4.009218347089671e-06,6.960099456776447e-07,1.5306582359375653e-05,5.482293042646802e-06,1.2531747692889894e-06,3.996262387673255e-08,1.8721674375221653e-06,1.2393642503383262e-06,3.3495673124050995e-08,4.897027006123267e-07,1.4587445251734721e-08,2.438894717293749e-07,8.052496158761357e-08,3.8558338699701267e-07,2.7618608789747867e-05,1.3197806456588523e-06,6.149510101138844e-07,2.5246391155420156e-07,2.3254050787180347e-06,1.3573191903759607e-08,2.3163130435932544e-07,1.0672157458202491e-05,2.8801221709784386e-06,1.0715749620970882e-08,3.6527481483972224e-07,1.8281296809696812e-06,7.445583942722322e-07,1.0120600542062874e-06,1.2568456342343381e-07,7.61186719433482e-07,1.3202731026229486e-06,4.5144455729229094e-08,4.67467179188219e-07,5.436984782392074e-07,2.679988675424738e-09,4.756190454813236e-06,1.0485260792947315e-07,1.9662271633080763e-06,5.034293959482739e-07,2.523501882123469e-06,7.174904603779453e-08,8.770408843616906e-09,3.1580059367541935e-07,1.4175327556209538e-07,4.794503585259235e-07,3.393253433792154e-08,5.717631705870474e-07,1.1105729438298795e-06,1.692259665730944e-10,1.7775896004046388e-06,2.416721045506165e-08,1.3022083811264906e-07,1.127746873663682e-07,3.35171608245588e-07,1.0816631923482589e-07,3.477396193218851e-08,2.8998946799418945e-08,1.312383977047915e-07,1.9095356407206054e-09,3.1699922597994146e-07,3.3619752226599076e-07
3N1P+1,N1,0.0,0.0,0.0,0.01394209986125805,0.00400540814821726,0.005060723114718169,0.2554232258227329,0.013353251807254995,0.005704106268823228,0.034511472805021315,0.02540942046516892,0.007549147519007704,0.002241483265916555,0.001578481814876076,0.13274246747156582,0.07633169285439534,0.30281343793119575,0.1902041201344824,2.0781673337744166e-07,4.636716254013962e-05,0.0015920586062336817,0.0002945475002986697,0.0017834374200829117,0.0002168751131801372,0.02411057544212669,0.00028481337969443743,0.004644651343283623,0.0019272126341456364,2.7640957300789637e-08,0.0402405119653233,0.00021815987003348525,0.0022941870583865764,0.006876025409609632,0.0008076334597610924,7.337738949786399e-07,2.794140646633636e-05,0.001398681907911925,0.0002514301305893696,1.6937847900244662e-05,9.794760921622014e-05,0.000496719880387797,9.600230751649619e-05,1.6560644224838938e-06,1.644333983286117e-05,1.2839361253957904e-05,0.00026954258232403383,5.171802346848331e-05,5.311432528909421e-06,0.00016561849624707747,0.0003325686139215023,0.0002912778090373713,5.343466034135602e-05,2.1460932261518906e-05,1.5086843904388303e-05,7.889153491724699e-05,0.003443475513873917,0.0003920716129584001,0.004292206400888343,0.0015982757888175492,0.0006389008171665544,8.599858800240057e-05,0.00048723328496480534,0.0023406371213043897,1.2589883617630804e-05,0.00041382566999126347,0.0003993935632449208,2.0918895084376388e-05,0.0004642430450390034,6.340147455596856e-05,0.0011653705019241123,2.444841438542511e-05,0.0016233931961013859,0.0047871017043097375,0.0004221080073709693,6.967840096017142e-07,0.0001953569639425723,0.00029516522118688826,0.0001369182332082719,5.1952191434390116e-05,4.083169328872316e-06,0.0006387063973218865,0.0004389171569800787,4.0218332664210266e-08,2.4396021185424388e-05,0.00015464922449082152,8.641230936934363e-05,6.26419692086877e-05,1.6617081581848936e-06,3.060411993116574e-05,1.1188572666132046e-05,3.267007744423012e-05,6.606131237729684e-05,3.2049496351271856e-05,0.00012013856363557451,6.837062664244442e-06,0.0005401507000741823,7.948813287361745e-05,0.00021665843838736265,2.3542239708795876e-06,8.005503254970847e-05,1.4030429241529419e-05,2.03268206457885e-05,5.859985286260638e-05,1.9305729250795878e-06,1.930060945731782e-05,5.498929067648817e-07,6.893836528565345e-05,8.956698968942689e-05,6.695307530613093e-08,1.2871850720852507e-06,2.14674989884589e-05,1.0275988415076043e-05,4.490636686638183e-05,6.472067326512843e-11,1.3015397648530325e-09,5.237660531953736e-07,1.4161142609658839e-06,1.396044342349967e-07,1.1851204341883914e-05,2.9086768593700185e-07,1.4823184694368052e-05,1.8537271517793386e-06,3.5526021280318787e-07,1.1509377593199588e-06,1.46233694220399e-06,5.1835033820779586e-08,1.0905297503693845e-05,6.1981189070081655e-09,1.1418888323788678e-07,6.006138287162344e-06,2.4636239679409755e-06,1.8624848823201035e-06,1.3940497201048174e-08,7.141838644919574e-07,2.1027828602804277e-06,4.1867897637715146e-07,4.999198388588866e-09,3.1120595500588877e-06,2.403467385114766e-07,3.839464723931485e-07,3.371882328906395e-09,6.975959365718154e-09,1.8738026419384823e-07,1.1903338441587863e-06,9.306788606444627e-08,3.660074843203631e-07,8.436948917278642e-10,7.426321335657349e-09,7.569942046536937e-07,4.818721777155588e-08,1.3848364499580157e-07,1.4065820064246282e-08,2.180387377315185e-07,7.028146065124474e-09,7.006230884343267e-08,3.860257935528466e-08,3.253159430727237e-08,1.8835588555532468e-07,6.28477683228823e-08,8.237091009277719e-10,7.514271849196064e-08,2.351475876238851e-06,6.180018856660752e-07,1.046718405639524e-05,4.235382451422964e-06,8.507889455167117e-07,7.860343886889609e-07,2.2986489156551215e-07,6.029248735828219e-07,4.565358513453077e-08,9.096002007158432e-07,2.2059813398200845e-07,2.7941503666362166e-07,3.353101263314784e-08,2.608771421108713e-09,1.7150244366881395e-05,1.1545162195147896e-06,3.8909742228199207e-07,6.123716083106245e-07,1.7222714201903244e-05,2.3202106902431296e-10,9.49792635296376e-06,2.4168629155330024e-05,1.0577275956435983e-05,2.3228550327658581e-07,6.6942310272821715e-06,6.148452360577039e-07,3.614386951955595e-07,3.6519139918755883e-06,3.840074666916493e-06,3.885335426945247e-06,4.980875714100108e-06,3.555991945347614e-08,5.627635903948658e-07,8.592407190199935e-07,7.660162015810101e-08,4.1696158050719134e-06,6.261487994763115e-08,2.0013578003741372e-06,9.121313970794631e-08,7.747727797102755e-07,4.815679848224619e-07,4.262121255926843e-08,5.964130955771196e-07,1.1732987248436189e-08,2.0911792830702325e-07,1.4460081354528143e-07,4.073088848421946e-06,5.676702919732435e-06,4.9644121702385746e-08,2.3037469656372878e-06,5.07212829958803e-07,2.7185823769926287e-07,5.089853782891396e-08,7.138095625691676e-08,4.4362908324657724e-07,7.578951732867267e-08,3.169394074298282e-06,3.23779841227001e-06,1.0464966671008824e-09,1.902282449339765e-06,5.405497987442942e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.01732605464679393,0.022072151227171766,0.014926982175654135,0.17727094939420418,0.025983878439614916,0.0016020891406589577,0.004689770993941744,0.0014702050918424803,0.020021633364678326,0.0014918821689529072,0.26824041178994396,0.1483776423015768,0.009513044058246933,0.0010102062316312832,4.799625329865442e-05,0.0004456090700539761,0.0003821897414537645,0.002015195849171203,0.0033948335719493627,0.0016233254766429006,0.0005881672749428191,0.035682732931618055,0.00892028622013985,9.394695263953423e-06,0.0017091565619744564,0.0028115833935171697,0.00758902951348861,0.053822478175703514,1.0248260172485146e-05,1.4542565223596426e-05,0.0002515926056827489,0.011548467762906522,0.0022162845403501663,0.0038512117214262176,0.003861977060321653,0.0012068016232062995,0.0004674190972018266,2.6766323678373283e-05,0.003378694080378608,0.0009201638731886064,0.00010534472227252678,0.0002123345232565299,0.0008135142037009047,0.0012447320896471492,0.0025148147666924636,0.0011557043006940049,0.0003991366450786238,2.6179429236883323e-05,0.0020434023277315916,0.0017802949246541466,0.0002195861412384037,0.007507656475554292,0.005441339195573214,0.0033303036364022987,0.0038125136975550866,0.001084692275993504,0.0006476367120278326,0.0009134187842270158,0.004813618679711862,0.0001963189989240277,9.005843229381583e-05,0.00043237123000272604,0.0005271337520547092,0.0006014574052397581,4.916689905143379e-05,0.0009935568181198562,0.0011858986668449312,2.045904776259988e-06,0.0026881507842708707,0.0004932934821337831,0.00026107904099825774,8.264528674306604e-06,5.0320855362606665e-06,0.0002912427785002336,0.0001039053687099667,0.00014807897802326941,0.0008577989621927351,4.929266603626026e-05,9.008880036631695e-06,0.0005309498745380559,1.3348731199958053e-05,3.3409188235022924e-05,0.0004611654897681561,1.2805549880479106e-05,0.00019625409079138123,6.128190920673404e-05,0.00025356091388006874,0.00020313352574041765,3.905658989777905e-06,0.0008582918329365086,0.00013885802141944126,0.0007199421910677462,0.00020760254006502166,7.627300879775589e-08,6.881950989523489e-06,0.00023796768090411646,8.31260211175966e-05,0.0001952561105156292,0.00018045071131878032,1.6130138234426994e-05,2.318788896937818e-05,3.0177197663405764e-05,3.3083342855899645e-05,6.189089756780675e-05,1.05433095010099e-06,9.236353806896247e-06,8.252314396539617e-05,2.720134185363321e-05,3.5294838824029284e-05,5.588184371685401e-06,3.4411511418142027e-09,8.897230867610517e-07,9.049988980436297e-08,2.587294414269081e-07,1.4341179737087373e-06,1.1250475884239108e-07,3.7478389951495217e-06,6.010926156818641e-08,7.671657531460596e-09,3.5821353461251704e-07,3.924463302107384e-06,2.8341992841518504e-06,1.2195131634529233e-05,4.532180646332762e-06,4.557547821804064e-06,4.3876180138013865e-06,8.394344463980019e-08,1.9022911246224794e-08,5.892860799328048e-08,1.4812040260991921e-06,2.547020090393204e-06,1.3541972179176298e-06,3.3957585632293785e-08,8.176465384757137e-07,6.156617895491934e-07,3.8610799002469776e-09,1.0246061599161749e-07,3.5028189904195983e-07,1.727049392385993e-09,1.4016213656375953e-07,7.535318391482804e-08,8.577592702785353e-08,4.2676151501552795e-10,2.341247284931569e-08,1.4748559440391773e-06,1.2968932594503713e-09,2.2577782754495956e-08,1.297684937284771e-08,4.686829782052371e-07,2.8462229018089147e-08,7.297779980319774e-08,6.357669590784099e-08,1.4975470086220355e-07,3.592801967045034e-08,9.10543724863544e-08,3.8383274336695195e-09,1.5560162047734138e-09,2.7595953522308037e-08,1.3116544739233404e-08,3.5435920415771704e-06,2.8610796753980594e-07,1.6833703320173754e-09,3.931755894193145e-07,3.795218406210665e-08,3.2283211659489552e-09,9.724556715440258e-09,1.3017845024165808e-08,7.62805381082643e-08,9.920413557296115e-08,1.1975481273296396e-08,8.814744578700129e-08,1.7900782189883557e-08,1.2801220972136207e-07,3.480468357963673e-09,1.570161828334804e-06,3.985720843813212e-05,7.100577241736516e-07,1.799207733244046e-05,4.9341430288674104e-05,8.970682449760403e-06,4.192841016603666e-06,2.3581293922880775e-05,7.146679653846633e-06,1.2910074786987025e-08,3.021720147655671e-06,1.3985120915327443e-05,1.9097869498718723e-05,2.3081968515414886e-05,6.127334861716349e-09,2.5258573455033684e-08,2.9110728831938104e-06,1.9819907004503534e-06,9.414316526346056e-08,6.97464260124292e-07,1.994946582151158e-06,9.665159641514265e-07,3.399817138927119e-08,2.712498325951884e-07,4.739229950700974e-07,5.994622096494595e-07,9.429451064413286e-08,7.475733179163058e-07,5.664018853934749e-07,1.5488383547701545e-05,9.430925061337803e-06,3.8612640640423024e-08,8.986157778334558e-06,2.694916128476166e-06,1.106925440197415e-06,2.798098286405093e-07,7.554559062761257e-07,2.789653397838876e-06,2.109830443686178e-08,6.253660598698474e-06,1.2232232516673491e-05,4.960917610041804e-08,8.393933518924257e-06,1.5448288446684444e-05
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.017322435875833708,0.004455697615381116,0.02125782994144565,0.2891803998285871,0.018799310246550238,0.0011942581101267447,0.0008060103517091299,0.03356901883580332,0.003939859545368796,0.049082752957250175,0.04053767506283057,0.0436264131781372,0.039426549495771734,0.015503311951974297,0.10186620871178986,0.002995807485920654,0.006756055687390017,0.31164991171002976,0.03737010445634947,0.0035111029850405373,0.007475369813836341,0.11908109770668585,0.008348356722138739,0.00029796599171261207,0.0030258562775584696,0.021049715117318124,0.01258867645229067,0.002975104146144325,0.00018659197466819322,4.862723019138926e-05,0.0001613923910204207,8.820361152572787e-07,0.0015633014121583244,0.0013815105994314791,8.014641858578031e-05,8.541205431633614e-05,0.00016326096637309107,2.7331427849830447e-06,0.000662843122810397,0.00011797488478348939,0.00012802324746097327,0.0020401268001415396,0.008898702335938813,0.0011822006414865527,0.002069474326485299,0.0007973591806624825,0.00042270865991689277,0.005375759567877392,0.0020822357138254866,0.0004283086575105344,0.007040972714010163,0.004069304657781103,0.007840290754280943,0.004509720141522511,0.0004609072011909632,0.00027473412356737725,0.00025390860036900165,0.011489416842727973,0.0023007365568827876,0.0007874651393200427,0.0014813270782647603,0.008641783510151324,0.003756097870906805,1.436264326604153e-05,0.00029173955299821586,0.0019143796268412672,0.00020976427057561864,3.28457417921868e-05,0.00016320036255157433,0.0006734279377309527,2.4592654346289322e-05,1.885824086622634e-05,0.0001691568273143318,7.783155164564626e-05,4.9285545589139446e-06,0.0007907588331630411,1.7957707839855175e-05,0.0001139998442529766,0.003706000163807399,5.599664114619429e-07,0.0010574257323656688,0.0042633866244981,0.0006347638539629941,0.0005326688876992058,8.093957573951371e-06,7.82955907188132e-05,0.00027715539498895936,0.00016189318274828501,0.0012188837818165599,0.00022482717835048405,0.00202753971936942,0.0006287592519784724,6.512228027943934e-07,2.3012112852827116e-05,0.0006237820824717133,0.0006080189058028651,0.000831250612655765,0.0007619383222063902,2.597384517688539e-05,6.942501161688597e-05,2.9291054767899283e-05,6.48772777545048e-06,0.00018335217351905797,3.939056758106574e-06,1.903222755950118e-05,0.00011225153807314925,5.306503907553939e-05,4.020951210481627e-05,5.272076242235357e-07,4.5378521784655845e-07,2.8716431654807195e-06,2.8435639753965347e-07,3.6683024844386125e-05,6.934769780642114e-08,1.2987437263412005e-06,3.8125009256262388e-06,5.0614295163953216e-06,4.6635962513974505e-07,2.6551147946918263e-09,2.2866077803440632e-05,1.720755325029799e-05,3.8758422408191606e-05,3.0063584153472434e-05,3.658275331908101e-05,1.724290730198419e-05,3.7151251737199686e-06,1.7229665965068364e-06,3.5344840609852213e-07,6.6382117118735096e-06,1.836428232282472e-05,6.9419549402205405e-06,5.518547308014377e-07,1.8699416282075276e-06,2.0527443971296577e-06,1.419443357075778e-06,1.2307488361784635e-11,4.296148948590428e-06,5.739215347411175e-08,5.069107624766644e-07,5.7490858518249865e-08,1.6561561011485537e-08,8.940283846570196e-09,3.3996325710106134e-07,1.514230948052031e-05,2.290017064865424e-09,5.730642005374875e-08,9.988202887001307e-08,4.9377657460603075e-06,5.105260134641298e-07,1.6108460831887328e-07,5.077206854942062e-07,9.347779972301851e-07,2.1568721186859818e-07,6.754323205182544e-07,2.4269679599342453e-09,1.6667400792869103e-10,1.1817836931271586e-08,1.4170721218675908e-07,6.504700343690217e-06,2.2864579536374663e-06,8.911072768569284e-08,1.777795843871388e-07,1.9214204693973613e-06,7.597461593178423e-08,6.580244527043533e-08,2.9235926124471234e-08,5.095364730145491e-07,6.647239425561224e-08,1.3704846502093915e-07,3.4541256166420453e-07,2.47950477438863e-06,2.536680643316913e-09,6.65085294837553e-07,4.079569349446643e-06,8.759329055285647e-05,3.4760502787278824e-07,4.1761728104550144e-05,0.00012720487302742,1.8809052174439955e-05,2.8931660756903455e-05,4.5878797849230324e-05,9.085907210604205e-06,1.2562104423352594e-07,4.766303462577781e-06,6.066035546070658e-05,4.34892628804473e-05,6.823940356626146e-05,1.2485149580854227e-08,2.9023894398960692e-11,2.7395565251886467e-06,3.9056619272059834e-08,5.570354160155944e-07,7.833161506098918e-07,3.578361599920754e-06,4.5336940468487796e-07,1.463295840054002e-08,7.257083016742882e-07,1.0415378444150747e-06,2.711798116727948e-06,8.901853054688047e-07,1.4399027508105178e-06,1.4635194278689312e-06,4.2221928698626954e-05,2.2283806191403244e-05,5.686304316299129e-08,3.947359576272902e-05,7.101118669528006e-06,1.9459900864049473e-06,4.2264083965903865e-07,7.103608603564737e-07,7.596566372392033e-06,2.5473766651629148e-08,1.2765844077167188e-05,3.484498553496529e-05,1.2407928018376424e-09,2.5605959048657922e-05,3.209520888125539e-05
