 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,H18,H18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,H27,H27,H28,H28,H29,H29,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,H33,H33
1N1S,N1,0.0,0.023571694408994537,0.0011071053857349966,5.905581818632655e-05,0.0008796658725178652,5.840637385734482e-05,0.001645015434659891,5.910315682133849e-05,0.0023476434423985726,6.5651627868534845e-06,3.506380165141376e-05,0.00010457589697893122,4.703948847414874e-05,1.370401681952127e-06,0.00785690543097961,0.001354581539330546,0.007980489401506752,0.0013841738328477238,0.0011653809166772278,0.002061195378258329,1.6833013747330483e-06,0.0014784238682765682,0.0076299781829216595,0.0006059808078624496,1.878223526596834e-05,9.084326167663193e-05,0.0006850127363706715,0.00031036731942513107,2.5258326717680912e-06,5.1564598443132326e-05,0.0004781478231887515,0.0001986730605870457,0.00014912720641935273,2.791585903128002e-05,5.828173098224032e-05,0.00028910921724034644,0.00010109233582755728,1.7503665183937756e-10,0.00012284442580656751,1.0194136994545744e-06,4.994751854159318e-05,5.780192140947271e-05,0.00031026614903595373,1.0914469599832e-05,1.043991946964029e-05,6.493807583687894e-05,5.150957925631472e-05,2.6029768564805877e-05,9.386252802490169e-05,5.9539772518601985e-05,4.485352097205464e-05,2.9474887695002394e-06,2.9327297482451e-06,1.222839636151607e-05,2.29792076823776e-05,1.6454554227607332e-05,7.308849052617417e-05,5.0533952661080406e-05,6.048754111009913e-05,4.897429714767476e-05,0.00021584071877511768,5.816034720940166e-06,1.1461162096049193e-05,1.9108301150261298e-05,3.37555247590382e-05,1.5606338471529924e-08,4.430621201867435e-08,8.755375838220836e-07,1.498526466914285e-06,2.992408425328552e-06,2.024830641600417e-06,3.9716653410515335e-07,5.844576514424382e-07,5.226960034798722e-06,8.712458301474157e-07,1.560713067672026e-07,1.6560222777073363e-05,3.43711091900234e-05,3.2909408494763426e-05,1.2525680326280764e-07,0.00017987489813375834,1.8766182326712677e-06,1.3037920670866399e-06,6.570326485044742e-06,2.2126264792143857e-05,1.563281499916691e-06,3.1523495578195115e-06,6.139824057393994e-06,2.7422513825259287e-05,1.2297412113282391e-05,8.885976099159976e-05,3.8433927351810837e-07,3.379667739666914e-06,2.959403849756015e-06,1.751383910852944e-05,1.4252008542769978e-07,1.4173724777188923e-08,6.111028535982221e-08,4.272087921197709e-07,7.321390282644114e-07,2.7532977842081863e-09,2.361208869317011e-06,5.165078950541968e-06,3.367139076448922e-07,2.2772883931931887e-06,6.987602430008621e-07,2.6265733032992955e-06,1.1134541832991118e-06,7.318263632871691e-07,1.8857105527070317e-07,1.5472552347683965e-07,1.0324671673167529e-10,2.114894401272771e-07,4.628422206887084e-07,1.2626426095785348e-06,6.584801878206648e-07,4.720117685597103e-09,2.810745820536198e-07,2.2840795499412536e-07,4.751421678328427e-08,4.866620912924446e-07,6.449524210250246e-07,5.48716347470446e-07,2.9396485246024895e-10,2.2997111086553446e-06,3.1564578173437496e-09,2.893072131859853e-08,6.836887722627694e-10,3.539811693764605e-09,1.222774538012228e-07,2.367033680172881e-09,8.987353912193186e-07,1.65407729180167e-09,2.7510943745312488e-08,5.3822852841278745e-08,4.5255747815886593e-08,9.269897627284251e-08,4.0064819462060086e-08,3.897397293783911e-08,2.0233595243723812e-08,9.427125080563314e-09,1.882207528725033e-09,2.136829907462001e-09,5.999527596944887e-09,5.448003020935843e-10,5.481299025777986e-10,1.0400723837733494e-08,9.968103897861624e-09,4.5022452432874616e-10,1.1190906201719031e-08,1.2023826378992908e-11,1.2234824264822919e-09,4.636206973884782e-10,9.780158904959535e-10,3.289875039058643e-10,1.6735729690964263e-08,2.071321336671872e-08,2.147697575338725e-09,4.570939626802328e-09,4.71402972213042e-10,8.134878048959848e-10,7.930671952482982e-10,6.543328379127189e-11,5.221476029326766e-11,3.2758018519984944e-11,6.419225151432784e-09,1.7816947917026482e-10,1.0230245539588623e-09,1.5001864195340886e-09,1.3461647352386308e-09,1.883422307003002e-10,3.5238456597141976e-10,3.108291402043051e-11,1.3812964105852643e-09,7.54796225521659e-12,1.1434159175038872e-11,2.9191454808952244e-11,1.5249301821285144e-11,4.6629367034256575e-15,1.8131302015333972e-11,1.4836798456485667e-11,9.648291054986657e-10,3.0517921523198765e-10,5.3409054956432556e-11,1.7913137639880006e-10,5.6158855343824143e-11,7.939377488774824e-10,4.393749808428993e-10,3.1547580103818973e-09,4.179809831583725e-10,2.6997071245205007e-11,8.520615324414393e-10,1.7462209456198252e-09,3.152638594627888e-09,6.178590972183429e-11,2.36956065879923e-10,1.7388479545132896e-11,1.732031185142091e-12,6.799283358560615e-13,7.704947790898586e-14,7.810396773777484e-11,7.836067350552867e-10,5.470970343424142e-10,2.1779489323137113e-10,3.927340674891866e-10,2.0825074997787851e-10,8.894725234132039e-10,4.935729225330476e-08,6.223675130812012e-09,1.1464762472712664e-09,6.004905528378401e-08,8.924804306698064e-08,1.204268906818129e-10,1.0922385218492536e-10,2.8403596885606675e-07,1.3056722369952922e-09,2.4558170497179788e-09,7.676075663987092e-09,2.7849361705634124e-11,6.182239359331376e-09,7.060412754444911e-09,7.639539001402795e-09,4.24534594145598e-08,4.673983378111757e-08,1.926120241080298e-08,1.0634282343602308e-09,4.2519215037728486e-08,1.9014557484098304e-08,2.963276068967957e-09,8.109080407159297e-09,8.315783533996424e-09,9.062334216380918e-11,1.8801012038882625e-08,1.2613915190140546e-09,8.998314315888933e-10,6.126358087499284e-09,3.208201926341303e-09,4.806032904980384e-09,4.737055192549633e-11,5.977009998048288e-10,5.594151808452352e-10,6.179215805701688e-09,7.936741930336666e-09,1.2404660632014952e-12,6.810255137601473e-11,5.7866597624745e-10,1.0047854215322616e-09,2.488898559471764e-09,1.0416112417033219e-12,1.496518464705332e-10
2N1S,N1,0.0,0.0,0.02434304051652747,0.0020979577618254197,0.014270436331028868,0.26380783273757924,0.035781360155521025,0.0024452411364399573,0.03203725729445672,0.0006709219078011586,0.0014472596034265095,0.003401113658796584,0.0006593801822549761,8.233730480533552e-06,0.1055794984986882,0.1587869093589731,0.1055155419114846,0.15787748954577996,0.0034101349993356234,0.00512066727654048,3.317403932490137e-05,0.017050523219124702,0.07587083992839005,0.040280264151742795,0.0007386053672697734,0.03657925548009677,0.18875445426201987,0.01648983471095966,6.690444123313988e-05,0.0025729634965976356,0.026315354038060956,0.012553905436429424,0.004683401650508845,0.0002091025588870643,0.00030113065346548673,0.004634097898785772,0.0020266520188436665,0.00014927401073849822,0.00603099606710078,8.449079459227349e-05,0.0012852762927448858,0.00019194105858533206,0.0012217809296966031,0.0003729402722658648,0.00014459486335782756,0.0004654729706776717,0.0010135717809514055,0.0008634513416072576,0.0019258087120412881,0.00017871334714891773,0.0008671569576894633,0.00010957792043519987,2.4284488366888013e-06,5.974948958331616e-05,0.00010979765601559777,5.439928960249141e-05,0.0003081300631797568,0.0004908998040242807,0.0015520833390900712,0.0008867063914221873,0.00535709907576809,7.394700362217677e-05,0.0009273847486310771,0.00038064100073365026,0.0016120848824749956,8.512543885341728e-07,8.086764442527539e-07,6.918897210717034e-08,2.2034930218683968e-05,0.0002188105851941291,8.597237557728121e-05,2.581552337987958e-05,3.777602088250731e-05,3.819731880572164e-06,2.4243824414682535e-07,4.0384874454790776e-05,0.0010988046634232695,0.0001197096765754857,0.0009119708861513587,0.00036458941044692494,0.00017515417844027326,1.0887169784368211e-05,1.1104664299210754e-08,3.511488320118161e-07,6.446675379301325e-06,0.00010246982434636287,1.8123629283328668e-05,4.141359829823443e-05,0.0007307174627304569,0.00018026433775286677,0.003161093810380322,0.00010482008616374827,0.0006462407435736672,2.48035317507167e-05,0.003712486063657927,3.953838668246945e-06,4.337583583646776e-06,5.231391029258958e-05,6.63023434821497e-07,0.0001265054654089326,1.7187600604984254e-06,3.8408453884031246e-07,0.0001524791164069228,3.60101121712475e-05,0.00010374252344158563,1.9927892709770134e-05,0.00025759744310205335,5.649041940891664e-06,6.883623291686902e-05,3.222938820268695e-06,7.366956431109628e-06,4.604792185292084e-05,1.4449127716531507e-07,4.82376565700271e-05,4.741104868077883e-05,0.0001715182680417371,2.7894936691641448e-06,7.094943322183411e-06,2.4815523682608642e-05,2.6277309972400076e-07,5.4221955207989225e-05,1.8867518316589837e-06,1.5240684270168003e-07,2.6246957851583375e-07,5.79091247532304e-06,6.799175111815714e-08,5.941546509236062e-06,5.789081448659417e-06,4.609310739089878e-06,1.4391150078951753e-05,2.1706359998319158e-07,2.6155850537445957e-05,1.0621625179396688e-07,1.140842883717852e-06,5.847508112388766e-06,3.261062810899773e-06,1.1159534114124625e-05,1.1511479676151737e-06,3.7427748833529506e-06,5.654356920459236e-07,3.788596399267874e-06,2.577617930210607e-07,6.362581550511948e-07,5.305597399196671e-07,2.7189894780121904e-09,6.151489806427435e-08,8.012057550743634e-07,4.398488062662409e-07,1.4083700246025899e-06,2.628274389238072e-07,4.163558386949262e-12,2.2172305325085517e-08,2.3046886177269243e-08,3.279747806672617e-08,7.210982122529686e-08,1.7897108417486152e-07,2.2850669489926645e-07,1.094782002830641e-07,2.9471042939377412e-08,1.3434672152534688e-07,2.0599773620233464e-07,1.3854266822654893e-07,8.903567416673752e-08,3.026228934110975e-08,3.616383859039729e-08,1.5881322878996684e-07,4.3450552045243285e-09,1.3122088260431042e-07,1.3407042676050196e-07,1.9890950886392034e-07,7.354630238154414e-09,2.7388507906067616e-08,1.6187695628389065e-09,4.85130158267566e-08,4.843291101508385e-09,7.229476794989864e-09,1.5022860067048782e-08,5.282809079076856e-09,2.2694512935572675e-11,5.590595764104478e-09,9.823751145887627e-09,1.5845747824982936e-08,6.878956471112474e-08,1.3744591242925708e-08,1.8843049787165e-08,1.1590692849949846e-09,1.4061585229541151e-09,3.7674655839481375e-08,1.0337954270411842e-07,9.027121272708882e-09,1.0796252780664872e-10,3.961514716266379e-08,2.321364789281688e-08,3.837701090247947e-08,5.03552755048986e-12,7.641599797381105e-09,4.995302838040061e-09,5.895675059264249e-10,3.465248088474482e-10,3.735268983007245e-09,1.0453407028876427e-09,1.127888893392992e-09,7.210176899974385e-09,8.6107574848171e-08,1.5126834007617163e-08,7.102210819454058e-09,1.664719007088422e-08,1.139353531520726e-07,2.0453866866887438e-07,6.47416834809178e-07,5.622175707209465e-07,1.3820358266691812e-06,1.3756461436642553e-07,3.137120914153968e-07,1.2353420215660549e-06,2.021208511671091e-08,3.951194882390041e-08,1.7361002191407238e-08,2.1108746750542196e-07,1.1525371497178583e-06,9.249064847338673e-09,3.8806156466009156e-07,3.867224847020623e-07,1.5342435162324364e-06,8.47506022250144e-07,2.0800431155265642e-08,6.612405063499693e-07,4.294590105757834e-08,5.552877913039822e-07,1.3494079897924394e-07,6.206665921215659e-07,7.571721027943568e-14,3.717658494384324e-07,2.229314783885883e-07,6.606192926028598e-09,4.962897692806223e-08,6.324370183108385e-08,6.388828488468334e-08,4.92383733785573e-09,2.5493195376924405e-07,1.816686667766021e-08,8.657293903979735e-08,5.556811899509739e-09,2.029426959815339e-08,6.7261687330955056e-09,9.527147959431659e-09,6.286358544826953e-09,3.0881194934551104e-08,3.300229423075507e-09,4.134414188783353e-08
3N1P+1,N1,0.0,0.0,0.0,0.008275475104514207,0.023016701526691552,0.022701533492167858,0.1804065286288261,0.007580164587115412,0.03125442648352106,0.022887178412178466,0.0010237878223133823,0.00524217062770771,0.0004708569470790458,0.0015311915436679868,0.0003598180330022238,0.0006294844991829862,0.27403269527749385,0.15391797549538433,5.3962016854924855e-08,1.3516679479241844e-05,0.0016516457236295246,0.0002778217606751454,4.315936622756311e-06,0.0007573888394780681,0.0363279217004302,0.00018744563962913574,0.002600653001761266,0.0035024151177849294,0.004162468661769392,0.05218616349378058,0.0016163989564186299,0.0016528186734863226,0.0003191586192157203,0.00016949060741611177,0.00034303757757103703,0.014862600387101743,0.004775023234324216,0.00045333489402121785,0.0031493085895095696,0.0017949736724252041,5.836414064042117e-06,0.002041046210745634,0.005028696443880154,6.125780631127675e-05,1.3180614954366732e-05,0.000979219870673731,0.0014976844333105532,0.000719833650667745,0.002294310883691697,0.0017974025564044815,0.0004064761327757793,7.259485192623316e-05,3.1377949905042612e-06,2.7202035068674135e-05,1.5935908429076662e-05,4.3547221305839656e-05,0.00017973232521684146,0.0007379700506260356,0.00021290169059229314,0.0007106502527243208,0.0029552972009354583,3.329854233014018e-05,8.03451908621966e-05,0.0002747270135210478,0.0006917267444923603,3.460339594774098e-05,9.343288362995139e-05,0.0003006132802358952,0.0004115830237731988,1.5543525185846008e-05,5.626149586213103e-05,5.236259837015922e-05,0.000193358830923529,0.006324629502898471,0.0024248176011192335,0.002811096897710641,0.005303381012026431,0.0005075641982261736,0.00043667732345609167,0.002211240400315617,0.003673298979610884,0.0002613545227321268,0.0001753783476092785,0.0006335168612270348,0.0011784708276416644,6.642709531545776e-06,2.188571222627722e-05,0.0004886223127149592,0.0005896262253402007,0.00029752384576875457,0.0024120286661921675,0.00033314725550193103,0.0003515116728705081,0.0003164422781489762,0.0001367298427688013,0.00010022640652906922,0.00011179641073155722,8.31820468638611e-06,0.0005201817649518325,0.0001169428444207643,1.0995846073447169e-05,0.0006367513287277582,0.00038923548544067543,0.00015705221745676567,0.0001667688041671056,1.8229735402108815e-05,9.079297253578034e-06,0.00012757710198352257,0.0006500837689711325,2.9551402351835065e-06,1.2855761394758858e-05,0.0007520705530446037,0.000923425821520274,0.00010868651281947805,0.00019026388543830208,3.518833767879315e-05,4.630458546595051e-06,0.00020609037650531903,0.00018483793867041243,9.237833256303674e-05,0.00019933146391837298,1.8016881440541255e-05,3.27978040282062e-08,9.69833841657497e-05,2.6923947764601053e-06,7.675327720058078e-07,4.374249857219681e-06,0.00011014836787293092,4.301411561469237e-05,7.282150443987945e-06,6.526538231632628e-06,1.5499189442991224e-06,6.918196391314524e-07,2.7847218902810056e-05,2.4521201619442934e-05,2.882365910394924e-05,2.9893404704939286e-05,2.3068682453164513e-06,1.5788214211553964e-06,1.6989695588165432e-05,8.070659478498499e-07,3.160352062048233e-06,2.11380701831132e-07,3.035618029434417e-05,2.8850298979365974e-05,1.125107784716306e-09,2.9954575762047853e-06,1.122830861621793e-06,2.3427387310537284e-05,1.530551525430468e-05,1.0862103438924464e-08,1.3566154271060782e-06,1.2708305949793441e-06,1.1882756556502727e-08,6.035616451072201e-10,2.2517452213932643e-07,6.176221303277885e-07,4.359678484888718e-07,1.0240604186861901e-07,6.740115159331594e-07,4.571732106217752e-07,2.1653757009687524e-08,1.866739413269869e-06,4.705151042116995e-07,7.042745231444769e-08,1.8023555536927915e-07,2.129034215592185e-08,7.41004952065083e-07,1.922384917918407e-09,7.604787928272572e-07,7.231427012754921e-08,5.232444832969918e-08,1.4497487077491655e-07,4.1338174661120775e-08,2.1668560812315718e-07,1.2235407798044662e-08,1.7853268752254792e-07,1.1801099519814784e-07,5.563727145663222e-08,5.2849478571204145e-08,6.830612648833778e-07,4.26361496330685e-07,3.530658041484003e-07,4.7361607791174265e-07,1.960160034286673e-09,8.533633355511938e-09,1.0655032411932552e-11,3.728714226269858e-08,2.18513225291872e-08,1.684573898153019e-07,3.864633502104198e-09,2.229195770198089e-07,4.166727451959673e-08,1.7849716105189373e-07,7.201727125760726e-08,1.0709281683674021e-07,1.0220521318160536e-08,5.564064964325155e-08,5.989461149269459e-09,2.5978952322702753e-09,7.2065216016881095e-09,2.4597434933326667e-07,1.959573836529671e-09,2.0657626098596893e-07,1.3239139118326193e-08,9.145243407004955e-08,1.218396494806484e-09,2.5116010600179095e-06,4.4897926532172505e-07,3.653234812439621e-07,2.0911511366961122e-05,1.3829444189816797e-06,1.1410787257304378e-06,3.886334332570129e-06,4.863883815708903e-06,8.824389955197631e-06,8.772840605075771e-07,2.279021533713177e-07,1.9864642020195333e-07,1.52901500873881e-05,5.6784123181330415e-08,1.934195236863445e-06,6.505704026160686e-06,1.9709197829342884e-08,4.392715937662217e-07,4.570938845205319e-07,2.073107108202521e-07,1.295529690636954e-06,7.667886889883846e-07,4.1563328334603966e-08,7.770206564838844e-07,1.8870281202065797e-06,9.232756292831823e-08,9.228806385763733e-09,7.957947678605137e-08,2.0131515752197515e-06,2.522749897870824e-07,1.6841116194932226e-06,1.118759604956665e-07,1.286623945162546e-07,5.016235928856361e-07,1.61104000806489e-07,3.564881279061183e-08,7.625543751998975e-09,8.180795152412657e-09,2.1365056568356522e-07,1.0625539159647701e-06,1.0121222935310925e-06,5.196534278439913e-07,1.767207248981606e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.00606443971143511,0.0013812799685015698,0.007379194745210871,0.2664620690256507,0.008799630095941868,0.009791163096553035,0.00926626480885262,0.002361335087847971,0.04304817630546243,0.006565113385881727,0.30336561162875686,0.20517596135620142,0.05069749971204418,0.02515136253873207,0.0019465836755354626,0.013050308136074218,8.84930230995451e-05,0.005759563994497174,0.07731556619850988,0.006441790555883564,6.132632042010755e-05,0.003748876528693046,0.04924103096904453,0.0009068602249469038,4.340394517710067e-05,0.0010834209278880458,0.0315350957696896,0.00891848013687424,0.00896610867834502,0.0007211197194969543,2.5170627371506882e-05,0.00043939509265644716,0.00012974467761361907,0.001284600907230704,0.0008204746609936642,1.7626574237539216e-05,0.00027666630095302125,0.000601555756812644,0.00014189812734244356,0.00039337148912244047,0.00028561240534585863,0.0011464606318292159,0.000846426883242879,0.00013655840428627997,0.0010084584117966422,8.827778453390778e-05,4.2520729966355475e-05,0.0001334355373798779,2.011189470518815e-06,2.9291957806876212e-05,5.2542290304602446e-05,1.1845882508243477e-06,8.533238007202293e-05,0.000478676051817839,0.000767203995903909,1.8482226290750248e-05,0.0014911764169709407,3.121746674938919e-06,0.00011646178675128738,8.004781043036147e-05,0.00012141138505539217,8.755508702495973e-07,1.7124002704704822e-06,5.197658148436979e-05,0.0001879381047078521,0.00010118391006996852,8.846012768426448e-05,2.4802443339133617e-05,9.987176696313327e-06,0.001538867252019127,0.0009914724412514175,0.00016217890140168834,0.0009486787960906184,0.000367757194590812,0.0001604640647148159,0.0004587954785741921,0.0003209621917052985,2.840417374594395e-05,0.0007959422310284126,5.8459082233897064e-05,0.0002303305188380289,0.0006868400752786386,6.989769716558847e-05,0.0012682099021987803,0.0017824163575324015,0.0002856665127004554,0.0064465963978754814,0.0004352915456591333,0.00032134762484714585,9.823666141484111e-05,0.0004835475239026721,4.730805345931621e-05,9.083695238842893e-05,0.00037819200012312315,0.00044643811699707214,1.3122897169592918e-05,9.66405068281162e-06,0.00019390726782830825,0.00016450282819180373,2.5180103602195913e-07,6.50702253444102e-05,6.643858299959504e-05,7.767848584760983e-05,3.377756991884695e-05,5.673389869009782e-07,8.069881498573572e-05,1.6754580608013825e-05,4.09201593409847e-06,6.977921056305902e-05,4.545370993147557e-06,9.60406473904385e-07,0.00022780286909895864,1.4780877610753862e-07,1.2216171647594365e-05,2.2981116878373342e-05,3.533507530750768e-05,1.7050535716656157e-06,4.042996604169957e-09,4.261094042146141e-05,1.9670701896679077e-05,2.619693436933801e-05,6.837096306222534e-06,1.1374806067943055e-05,3.469008664103157e-06,1.6138451215397254e-06,7.684793519757704e-06,3.414972163984231e-05,1.177153641451767e-05,1.0650850867932604e-08,3.2403009524450965e-06,4.971460176861342e-07,7.424120224808206e-06,2.036261057547506e-06,2.255624130143019e-06,3.1823337316438938e-06,1.520181058811687e-06,4.1199977207639904e-08,2.9548951612223817e-06,1.3480290217415813e-09,1.1964399049269048e-07,3.6415655069177433e-07,3.1774762301317594e-06,3.856568018267836e-06,1.2491296819128195e-06,1.3492563062378338e-06,3.054098320909304e-07,4.114656615428203e-09,6.707381317028194e-10,2.0881635531821985e-07,3.0734743505789197e-07,5.924318822181363e-07,9.007317558484829e-09,4.019581689718166e-08,1.3020530698071298e-07,6.738761046953812e-07,1.6518650891583775e-09,1.284450672489612e-07,1.1649044506789608e-07,3.0699178577009434e-07,4.107683748699742e-09,2.6657999230295104e-07,1.2819588519619174e-06,5.840869343742838e-09,1.9288746821999325e-07,1.8794861977866617e-07,3.59766780810844e-08,2.9128703005198986e-08,7.527041212540553e-10,3.3191365211848733e-09,1.260430870786422e-08,6.43277977552259e-08,4.338242676205084e-08,4.2254175269818006e-08,5.189251250925508e-10,2.384870989580179e-08,1.2747880528962696e-08,6.7332091013838635e-09,9.787431043406514e-08,4.57480076043737e-08,5.8739732633483754e-08,1.1617131656649349e-07,4.062746361555014e-08,5.791658264087118e-10,3.185415975437422e-08,2.3008266403223843e-08,5.8896110655126677e-08,2.0236675890572542e-08,8.180180977035434e-10,1.4775560464030946e-07,5.136747471823355e-08,1.359619483665142e-08,1.801114435373563e-08,2.7569238003621876e-09,5.00781744960932e-08,7.223939935130375e-08,4.231028816192861e-08,1.435572949404218e-08,2.2516894127022624e-08,6.571991750803363e-08,1.1078924000429424e-08,1.0622275059546382e-08,4.0634734688183016e-08,3.3455055170605874e-08,6.366872451479821e-08,3.328998019469509e-07,5.4732696597170616e-08,3.8657716938672593e-07,3.692125886800568e-06,1.5093505880692248e-06,2.5369264302632644e-06,9.80058504618242e-06,2.568892283560942e-06,1.7640161842358282e-07,5.983304967038805e-07,1.1982894898565633e-08,5.516160495044886e-07,4.0041797211287644e-08,1.2095745911544498e-06,3.352091404451585e-08,2.0126869060277386e-09,8.576111989455626e-07,1.43337858027337e-07,1.2658412726906931e-06,5.25551224317411e-07,7.509791961624046e-07,2.924742081855669e-07,5.570455177128508e-07,2.5820079407878893e-07,2.3287771910851518e-07,3.4466371978680854e-09,7.536715695977136e-10,4.5145958527115226e-08,6.100103639994359e-07,4.6724497604344606e-08,1.1842930636163373e-08,2.7540458802377543e-10,1.2583232233964736e-09,4.1059224020756346e-08,1.0904785661125516e-06,3.294874906245582e-08,1.2358197754025468e-07,1.8072151797277058e-07,9.829890590395962e-08,3.411489155613623e-07,2.6680876707985135e-07,9.396274425199636e-09
