 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,H23,H23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,H25,H25,H26,H26,S27,S27,S27,S27,S27,S27,S27,S27,S27,S27,S27,S27,S27,S27,S27,S27,S27,S27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,H29,H29,H30,H30,H31,H31,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,H35,H35
1N1S,N1,0.0,0.023331314066214137,2.4552620564888272e-05,0.00185664422892029,0.00027061055796973044,3.192575624111349e-05,7.721076652789094e-05,0.00427067868408515,0.00016500261660201687,9.59374374042421e-05,4.875000590820466e-06,2.9636076113170873e-06,5.133570979637403e-05,1.0690207387725748e-05,0.007715405971481681,0.0013158901012890745,0.007640567087510597,0.0012973181872719675,0.001124978296169199,0.0019887165117646877,1.2906605502127633e-05,0.005729893521080998,0.003585117333950949,0.0006292867492274645,1.5561396233820801e-06,0.0007065788194289269,0.00019884448563334267,0.00026728524642322116,5.301433767396224e-06,1.3622414118119597e-06,0.00026302519048154727,0.0005971154460009953,0.0001698379329333477,2.1379662353715467e-05,4.33414645404917e-05,0.0002200308972544196,4.194314895222817e-05,4.391003965276141e-05,0.0002177578292350546,8.91041273209936e-07,7.760728023553654e-06,0.00013120721855575113,0.00023964533837594892,3.220431829703552e-05,1.1323460489792714e-05,1.0198942815231593e-05,1.618325534100129e-05,7.704133666214252e-05,7.981380478550015e-05,4.157837726892488e-05,8.285494982707142e-05,2.6350130919450265e-06,1.1429148799230182e-05,5.653855448972678e-05,2.2836583466467886e-06,7.755393100272734e-05,9.850033862601748e-05,1.6213321113234258e-05,3.752332449202811e-07,1.4277629219572319e-05,1.738466995737653e-05,6.128950569284086e-09,4.1243490855880083e-07,1.3664340250962859e-06,6.896019601326797e-07,1.0905935737826056e-07,5.432794750737102e-06,3.225408482521175e-07,2.6703599109723086e-08,7.810771363025992e-09,2.552527356147749e-10,4.268289499620437e-08,2.2809543520629916e-07,1.482423029885993e-06,9.349881462394904e-07,1.6292318605337641e-09,1.0064391982034238e-06,6.916788886091041e-08,1.7242179428667015e-07,4.6510534523758196e-07,1.0908578302881722e-06,5.360335862958365e-07,2.823248005379142e-07,1.0073733003324037e-07,6.697609204742161e-08,1.9772224035818908e-07,3.853389118901873e-08,1.284127276734992e-06,1.2345136348734798e-06,2.499465079353058e-10,1.9064480349939572e-07,3.7238585481880193e-07,8.738159440468962e-08,9.823057645075295e-10,1.3358672801278004e-07,6.356203774426916e-08,7.918093833381157e-09,7.324425849164484e-08,6.099842744800021e-08,4.058621416724861e-08,1.899191354404195e-06,2.852885110371517e-06,5.583837598965857e-07,3.0663839201139353e-07,6.439182584916381e-07,1.615258740761405e-06,2.1087469259661873e-07,3.5082612606651686e-08,2.8514418784486573e-08,1.5770995620556505e-12,6.2850093462962775e-09,1.7238464433688705e-08,4.535886970746805e-07,4.892554936075655e-06,3.3537291277419e-07,1.502980227940931e-05,1.3794326914062793e-06,3.477609440494245e-05,3.9981895602059225e-06,0.00020536968394024857,1.3160810603540796e-06,2.534455723179896e-06,2.8013174943608554e-06,2.7579857196091684e-06,2.3752101843799167e-05,1.3024865703759048e-06,2.648276071506861e-06,5.475429023515943e-06,1.1135543135587511e-05,0.0001132881446601619,4.362436345495269e-06,3.6216500132191243e-07,9.905757800687809e-07,2.1950019989613878e-05,1.574745694288282e-06,3.3153607344182934e-07,7.932515766473358e-08,2.086524647504362e-09,1.1680377132172737e-07,6.227291708682525e-07,1.934374522921667e-07,4.447711662525222e-06,3.3186269288165704e-09,7.324141136688667e-06,2.6738338294585162e-06,1.3579573328037498e-06,2.8796390392216153e-06,4.2210787754015655e-08,1.1954620315890452e-06,1.7022753068252072e-08,8.493155204680747e-07,7.419711192668821e-09,9.47462193423565e-08,9.55027523730223e-09,2.066477863715832e-06,3.054913213507149e-07,1.4716702856354402e-10,3.147527019020657e-07,1.122381321216892e-08,1.0195170236926288e-06,3.682283211681181e-08,9.206378726034359e-07,1.0660799798500875e-08,2.9287314367021366e-06,4.538453857172442e-08,1.2702147111909312e-08,8.278840646358532e-08,6.967957308368078e-09,1.9717662502749533e-09,5.74982236545285e-08,6.237397265351774e-09,5.046010695952674e-07,2.1314247033998868e-09,5.13883873232146e-08,1.7603469126825644e-08,1.3703035772749672e-07,2.096159024134181e-08,9.165767078656017e-08,3.103056878117627e-08,1.6521783052780847e-08,4.605168113513969e-08,6.504451144362378e-10,1.5952278387132424e-10,9.589681826405183e-11,1.1616382578072404e-09,1.1730208471227854e-09,1.465324528382439e-09,1.9877433032888803e-12,2.4885848937117316e-10,2.9773837839641715e-08,1.4607646758868498e-09,1.0402145811383434e-10,1.0061977917530385e-09,1.1878544148302694e-08,2.940194532286e-09,1.0098084590737244e-09,1.290952456045602e-09,3.6127711933175988e-09,1.3497829520758842e-09,4.400368958101808e-13,4.0919184707277623e-10,9.810079137917427e-11,5.942844549799986e-10,1.6493967303077284e-10,3.5178571167193695e-10,6.648764871997059e-09,7.885736508228547e-10,4.0615066865257177e-11,1.6658202595110083e-12,2.343779337277141e-11,5.290554105918943e-11,4.873698666862936e-10,6.021499965314092e-11,1.709743457922741e-14,1.4986545338047108e-10,1.4714449658725925e-09,1.3526824105269952e-10,1.711029096185257e-10,8.917999672064525e-11,2.673564702959652e-10,5.950795411990839e-14,1.600301002824267e-10,6.664211127382913e-10,3.039493240430957e-10,1.7621934467193512e-10,7.543792535091853e-10,1.8669857326791828e-11,4.4075854077618715e-13,1.0100809078039674e-11,2.3530399850812955e-10,1.6986412276764895e-12,1.0091127933264943e-10,1.493014600839615e-10,3.5431657607887246e-12,6.925482409769756e-11,1.0335149402962429e-11,2.1930512961176873e-12,1.3954296051998938e-11,3.228528555609955e-11,1.34473820967429e-11,7.105427357601002e-15,6.881917258283465e-11,1.163513729807164e-13,1.3920198327355138e-11,2.8099522708657787e-11,1.904942870112336e-11,1.4446552648594846e-08,4.899371885969117e-08,2.3316061303901847e-08,9.384073518248215e-10,1.1067278204990316e-09,2.071955640392531e-07,7.900871779042973e-08,7.958724602685763e-07,7.095558773873023e-08,3.888266070228852e-08,4.306792339425769e-09,2.453420799852779e-09,1.309109187719315e-08,1.6278218051279936e-08,6.428105270295248e-11,1.7525523254846576e-09,4.337817660626797e-09,1.4412240645356178e-07,9.854956628529976e-08,2.4204844795150393e-09,9.367002729021578e-09,3.560873906849338e-08,4.970557299088796e-11,3.022994479739971e-09,3.0524099220441414e-09,1.4828754890672258e-10,3.490785618898151e-09,2.514420061050515e-10,1.0090472207791024e-09,1.783700742663541e-09,3.3400013865758638e-09,1.0473472777938753e-07,2.0302723280352097e-08,9.030214354055488e-10,4.0951686486323524e-12,4.0803119549792655e-08,1.2594840725910217e-08,1.4771792122836302e-10,4.924131935535314e-11,1.9347241170253326e-09,2.9074243013127443e-12,1.2879496774642618e-09,6.508849015318674e-10,1.8270459589686538e-09
2N1S,N1,0.0,0.0,0.0005365694672896382,0.03145834548284743,0.009346743969744775,0.2617508671128057,0.0011825631971316142,0.0613471397044445,0.009327328754469288,0.0023445634350471867,0.00013709599336730882,9.423035972444538e-05,0.0010776105979346529,0.0013810860414296133,0.09893601319963974,0.15295079426453384,0.09991945846265171,0.154352447665854,0.0032000616046989894,0.004806510934422192,0.0005266690823648723,0.057221494573098663,0.03739145454237924,0.0397341895178136,0.0004708417514782681,0.16133790834866524,0.08154332903048722,0.014766093074535469,0.0002491367830312896,5.6224024775008985e-05,0.01281910631804295,0.027821191686896896,0.0054519059014008775,8.434313688132633e-05,0.00025094515987111876,0.0032911711180689807,0.0006787001780796942,0.0027540745513361387,0.006976707320113906,9.737636923778936e-05,0.00024777584450630386,0.00012981668142453273,0.0016759805895496527,0.0009136638115132545,0.00013908079413993413,6.949832414560042e-05,3.548815644438541e-05,0.0015236564875120706,0.0014854968354889309,9.051507292756611e-05,0.0018570091945684375,0.0002681521114178409,6.91199185300917e-05,0.0010800881794073014,7.211835526144128e-05,0.002255741382773291,0.0030966625725774577,0.0004620000156263515,2.855378019317456e-05,0.0005067103502067738,0.001238455172699826,1.0128686587007607e-05,9.724465584559638e-06,2.683567149652788e-05,8.882098442075659e-06,1.4498908684323908e-05,0.000198772512536749,3.708045412986749e-05,1.592824979113061e-05,1.1321132915576015e-06,2.328237402871025e-07,1.703651264506334e-07,3.023426401282947e-05,3.396687542700505e-05,1.4211617466397541e-05,1.2793976251757044e-06,4.778407990624345e-06,3.487278200609012e-05,9.634160061988695e-05,5.123899958148215e-05,4.313533189370666e-05,1.3237423541978544e-05,4.599322007736717e-05,6.828485854981636e-06,6.817151321225623e-07,1.806769787560114e-06,2.703822447713833e-06,8.874729648011837e-05,7.940310383869331e-05,1.4628901698898744e-06,9.062576007856649e-06,9.53249551636226e-05,8.34274249514877e-05,1.5616374495763807e-06,6.406787138590886e-06,7.981668370904416e-06,5.312851980576738e-08,3.276955595765685e-08,1.942331291360233e-07,5.736076949869329e-06,7.709718841741875e-05,0.00010588648347331642,2.1573541834296606e-05,7.142173406915475e-06,3.672004679833307e-05,7.318758879382159e-05,2.263904044985665e-05,2.023550003782404e-06,1.3049891240957123e-06,4.6282993282353857e-07,2.0732451311289424e-09,5.788031163245222e-07,4.053734794240427e-05,2.0407555156864987e-06,2.767252222302119e-05,0.0008083296037875165,0.00025568214654425603,8.918287035308836e-05,4.185385045829548e-05,0.0006091266206795787,0.0006789547714789457,4.556605800010161e-06,3.1535253597780866e-05,3.0833068855873336e-05,8.447548853318665e-06,2.9263619969244203e-05,1.849275165377584e-05,3.934329309229767e-05,0.00027437604560098805,0.0037434175297557104,2.031264568724822e-05,0.00012167723474032499,0.00015508990114332377,0.004481776556522821,1.1031579015607917e-05,2.320199885552654e-06,8.101709118935041e-05,3.1941820515246633e-06,4.693386773313435e-05,5.389305131142663e-05,3.7446701275367644e-06,1.479526561487532e-05,3.907451181728305e-06,0.0003061730128575135,8.928883575398672e-05,4.261245654646473e-05,3.537551441112896e-06,0.00028175395687490834,9.503165859126028e-05,1.1738262251981268e-05,5.9867267042879035e-05,1.2159664831257189e-05,1.2344473494962926e-05,2.365298540141225e-06,8.946994557401666e-05,0.00012917341684914874,3.5733988610342493e-06,1.1123701888493542e-05,2.879887470719211e-07,9.57809905965945e-05,3.521333373779356e-06,3.656226917669869e-06,1.783052598902657e-07,7.187007001974166e-06,4.376222757507264e-06,1.3726760172971808e-07,1.2693755016890407e-05,6.889381243269099e-08,6.914569419480543e-06,1.2882788670065537e-05,1.861841609329673e-06,1.4545668982623994e-05,1.4396874203903565e-07,2.943232416896535e-06,1.950840109898877e-06,1.5359003696424622e-05,2.194483764039745e-06,3.2077812925912497e-06,1.6660158141945658e-06,4.398939708494254e-06,1.7237366702893553e-06,9.01835710553911e-08,2.7652465650618296e-08,2.6016266918560405e-09,2.0770905218014946e-08,4.803256690166791e-07,1.2941830407342536e-07,7.10962062555609e-08,1.041436270554641e-09,1.0178859013443287e-06,2.764061157733977e-08,2.0167884695609928e-07,1.3581883617774793e-08,2.1324938925815218e-06,1.2082103317823112e-08,1.1938558586166437e-08,1.900493984408058e-09,1.8354301456469102e-07,2.9137000812085034e-08,7.256246492559626e-09,1.5356911076125357e-07,1.9598694001032868e-08,1.0225328783697307e-07,1.223376528969311e-07,4.101562112168722e-08,2.281445166119056e-08,6.44443018948948e-08,4.5262747327967645e-08,1.2972689589219044e-10,6.118575646141267e-09,4.880345016999854e-09,3.483828980854753e-08,5.078837572725092e-09,2.737140736286392e-08,7.367578680472775e-08,5.907498286106261e-07,9.155988811571092e-08,1.4511027934815957e-09,3.417808480676854e-08,1.791365500380948e-08,3.417283167550522e-08,1.5944383591204314e-09,7.931860057652784e-08,2.6296435029493637e-08,1.800501414628286e-08,1.1437819935622429e-07,8.186309408131365e-10,1.8039900684385657e-08,2.6668720565226067e-09,1.6630708188358767e-07,8.584160493541049e-09,2.99450064744633e-09,3.6754235210878505e-09,3.8501657861900185e-08,9.20187659403382e-09,7.170393168109968e-10,5.831538141265469e-09,3.79111408932431e-09,6.7537582193466505e-09,7.515193134466358e-09,9.641745180033467e-10,2.931757059343454e-10,3.474040699558145e-08,6.3977494413336444e-09,4.888773830202808e-10,5.983658013519744e-12,8.023863062867065e-08,6.797310443396043e-07,5.740425441658203e-07,8.515447014190158e-09,2.4915910667999697e-08,2.86549007721959e-06,4.6105538054064255e-08,8.644983911398896e-06,4.893715924936259e-06,2.377323380375884e-06,1.932141602267734e-08,2.770532074869436e-07,1.1818647549510786e-07,1.9720543631418508e-06,5.896705346231101e-11,1.573724262016185e-09,6.730606441074372e-07,6.561305525565331e-06,3.866948349084964e-06,2.161197665273562e-08,2.4230774986477854e-07,4.062538290217077e-06,5.469569805960361e-07,1.2417841288581144e-07,7.3894859120571255e-09,6.079344139209297e-09,6.829669318975107e-08,6.192100077129226e-08,1.4709492512920974e-08,3.501668590644158e-07,2.896075206315629e-07,3.3247012800607934e-06,2.6566455790799637e-07,1.1116336118277559e-07,1.9877374857202312e-08,5.348017548811868e-07,3.2277691186521906e-08,1.0131064875906759e-08,1.4007742210608853e-07,1.289530160430985e-07,4.8456921364348204e-08,3.1877713135841645e-08,3.296053074919314e-08,2.4703344703169705e-08
3N1P+1,N1,0.0,0.0,0.0,0.0025783520142841354,0.0015392760683905493,0.0007012985094791979,0.2672604132455123,0.002300799268738274,0.0010887986788556958,0.011197916076882697,0.006508064810224701,0.05796381788541094,0.0008462892648597453,0.0001893105639534376,0.2236791844396011,0.13597850431347025,0.29308330143690053,0.17830087783277726,1.158460984473919e-06,3.4753310895752065e-07,0.0006565173212704778,0.0012130310362379326,5.345673487022751e-05,1.201411545004305e-05,0.020286098493873084,0.0012015821915172253,0.0003753746754333598,0.000869668320315542,0.02020108264078102,0.015942865148410146,0.0003849640311517355,0.0001994012293609071,0.005973768503393373,0.000414981332545139,2.5203750561031413e-05,0.0010948312940004534,0.00038330698366628724,3.3337091949192654e-05,0.0017622870098654708,0.00034479376179641363,0.0002168968404916427,0.0002926463118320122,9.85907884665238e-07,4.172802145152588e-06,4.272607322675093e-05,1.7801654810245537e-05,1.8056924965925703e-05,1.602706706549384e-05,1.1652547916352063e-05,3.471941299704184e-05,0.0006798771985234708,0.0001332556670270435,4.2243904885275185e-07,1.635880098938003e-05,4.183214287678538e-05,2.6061973714242015e-05,5.271209209611882e-05,2.328544822294276e-06,7.818007366378055e-06,1.7317413547601745e-07,5.160709940721375e-05,1.1094802943034665e-07,1.754628877259634e-05,7.977121903257611e-06,8.432823854653826e-05,4.625228954724392e-06,3.991867257191473e-06,5.619446143967366e-07,6.233512548048381e-05,3.1512153859658554e-06,4.756343732204016e-07,1.9982246308725138e-05,2.6249832997038425e-05,2.243877099905589e-05,1.885267044166028e-05,4.07596951657041e-06,2.6808519725918245e-05,5.611196842725263e-06,7.236670539612078e-05,1.0006680159602155e-05,1.941089200485635e-07,4.177018309015068e-08,3.485985152984483e-06,2.1039930970800924e-06,6.097700953056062e-07,2.316317174244631e-05,4.379899198880821e-08,2.4139237374765088e-05,9.57420983436208e-05,1.6967741545137471e-06,2.814441475429419e-07,1.1286847145797196e-06,1.086463769173207e-06,8.017295647144707e-06,1.0387665219102615e-06,1.0508644865403483e-07,4.4320252337026744e-06,9.999958840323231e-06,3.9886582925419134e-10,5.9085610626397056e-08,2.147996160895005e-05,8.003070353090891e-07,5.041667505700786e-07,7.078662100923339e-10,7.026169186463704e-06,5.105453837472851e-10,2.635327221334194e-06,1.2998695566590612e-06,1.930211197542775e-07,1.4116121243024082e-06,2.5268920347265578e-06,1.1913280986153296e-06,1.6133137027196653e-05,0.0009223703764158486,0.00010879499974913998,0.0013973457145430856,0.0006626947717047749,0.00018756141490339218,6.2036510000140765e-06,0.0002297783844760204,0.00044896318457254836,2.2860006572589242e-05,0.00041818899251300223,9.95822805858193e-05,9.656260973334163e-05,0.0003268089745394054,5.027012479774662e-05,0.0008541927258827187,0.00012886332516970356,0.006807877948703744,3.0734450557901027e-06,0.0002506629925473902,0.00010267860918355964,0.0009410020301046096,4.819653807608404e-06,3.9138510671943294e-05,2.6120917602456828e-05,1.2223602257055433e-06,0.0006438000636861396,3.4010256340311074e-05,9.359050086032994e-07,1.7096414119066594e-05,3.2580574753637848e-06,3.605175757925849e-08,1.4009701410966358e-05,2.980832773502584e-06,1.4300459530325327e-05,9.06957618340698e-07,3.0588804023068406e-07,1.2368625073033712e-06,1.0802440600699015e-05,6.666865728277571e-05,6.872748147412899e-05,4.80809860678999e-05,1.9448111025610615e-05,0.000105814123550374,7.214815389566809e-07,3.190226869786983e-05,1.7011642761133317e-08,1.5173844286842098e-05,7.450398923136703e-06,1.6664681812272875e-07,2.8644613231598726e-05,5.059820020258954e-05,6.285840681297117e-06,9.700901268061557e-06,1.887509194076209e-05,2.5748254093294065e-06,2.179638693977637e-06,1.1903139707891697e-05,8.422484908177097e-06,9.178199809944942e-06,1.2299376295210607e-07,6.106334287991899e-06,2.697040032639819e-06,1.3212595991518583e-05,1.1830163280990291e-05,3.5313986215257387e-06,2.4525009449938295e-06,4.658984248173681e-06,2.8045732434200943e-06,1.0235398506530657e-07,3.2697178298235485e-11,9.248092758262771e-08,1.5620767790380796e-08,9.617181309096168e-07,7.021290215902809e-10,2.4080068294907164e-07,7.633122347527888e-07,4.0786401589443244e-07,3.6704066452841744e-09,1.1290032819744056e-07,1.4167369499773486e-09,2.3513004876463128e-08,3.005991677795805e-08,2.5982119122858194e-08,1.6002266178816171e-10,5.410654941861992e-07,1.1625269147330641e-07,6.279047615187494e-08,1.0532319660860878e-07,6.189812062906697e-08,1.1854603665373276e-06,5.925489459102096e-07,5.008004144713141e-08,2.5450568497120685e-07,2.2779052866184202e-07,9.238953380119597e-08,1.8071515395234883e-09,2.4976744450455612e-08,1.665680304796524e-08,3.447975305270745e-08,8.240576443441228e-09,4.659498689107977e-07,2.6206912595583276e-07,6.454193668403718e-07,1.2610056376871626e-07,1.7098349847088912e-08,1.1556830248338201e-07,4.9758304143665555e-09,1.9161448561177963e-07,1.6215378773054567e-07,6.564552457177797e-09,1.7271197805257543e-09,2.8358051640253734e-07,4.523119656596464e-08,1.5225267713248058e-09,5.2236265091210043e-08,1.5382898066462758e-08,1.942653375941461e-07,5.1468493911244195e-08,1.415538930515936e-08,3.522907787711915e-08,3.697411266045947e-08,3.6144039317065335e-08,1.3143671928617096e-08,2.9179709759574735e-09,5.9039495514667806e-09,3.94923227453603e-08,1.2183365427631543e-11,1.2521095271722515e-10,3.8023704185263796e-09,4.628288063912578e-08,1.4130705938697474e-08,4.52825466012996e-09,4.838724976252706e-09,8.678897822633758e-09,7.207181154544884e-06,7.4211849057093104e-06,1.6116183019221353e-06,1.1891693585397434e-07,8.302378210256478e-06,2.140098147584979e-07,5.091817095159712e-05,1.1335578920412814e-05,4.0312116933449715e-06,2.7227211192304424e-06,5.049600737550008e-10,1.7638367688643797e-06,3.185106221437195e-06,3.9164338438979485e-09,2.203455982119351e-07,2.3582948394107461e-07,7.0124308355623555e-06,3.1726339475568466e-06,5.052927409820995e-09,3.845439069394274e-07,4.104953791106425e-06,3.169893765697651e-06,5.039756443281362e-07,2.332341166866314e-07,8.668643847187241e-08,3.83150566829471e-08,1.5066075054193107e-09,2.2691439838240512e-09,9.581944571124268e-08,6.574183863961025e-09,8.055723210276255e-06,1.0631258171578395e-06,5.1642381038163876e-08,8.692202557725182e-08,2.5424998315592973e-06,2.963581740011989e-07,6.41798794775994e-07,4.674723874664721e-08,7.887361725966713e-07,1.674423666386815e-07,3.8975314087252855e-08,9.299868297674152e-08,1.688315220960135e-08
4N1P-1,N1,0.0,0.0,0.0,0.0,0.02541858411107567,0.039991626570340166,0.0024384986386012386,0.19120424879992104,0.029557668401625214,0.009969771390480942,3.0432827804016682e-05,0.0002710221973218907,0.004379076726339637,0.002889033882443215,0.012916294900598757,0.00045741639783747345,0.0003920445836693709,0.004258840426194066,0.01097769754547162,0.05814934506384173,0.0008457086032240824,0.17105034547003273,0.12924593859527356,0.01680628837490694,0.0007597204631304422,0.01442843496321311,0.07432913678461128,0.003229798969953901,0.0023218987651392187,0.00024866064089090756,0.026700571710153165,0.030495638983033313,0.0016121757433804618,9.404660876244364e-05,1.6446232617983725e-06,0.0017947661031625373,0.0006441698142682917,7.606382417435498e-05,5.642568704056217e-05,0.00047842271064091335,0.000365774824615972,0.0006099816023454885,0.00013396752582783833,6.476337542138388e-05,0.000624866757757081,3.8990277673178753e-10,0.001523218013291583,0.0011762256939800153,1.1389975208775382e-05,0.003035870683067099,0.0002686190776444164,0.0006737840191273214,2.3061508480859416e-05,0.0002310916113135164,1.832370485166379e-05,0.00020361700141258154,0.000819581780840295,1.6174432897031465e-05,1.6321214024728192e-06,0.00011914783030597675,1.0722532568507859e-06,7.828030696988009e-07,6.839643409639606e-05,1.2674703753212668e-07,7.296345700424922e-05,7.7757569722392e-05,0.00017801443791931604,8.128890949254952e-05,8.699534282508026e-05,7.121267004261966e-05,2.3816104599561072e-07,2.666189753419701e-07,3.762933234208177e-05,2.2297290563688676e-05,3.411457663782258e-05,8.579410799569587e-07,1.4787528903603686e-06,3.618543529038121e-05,3.3219834238984447e-06,4.8661293201579525e-06,2.3596459444163997e-06,1.840581265177832e-08,2.1091629754499408e-05,3.6038718793651725e-06,1.701767931017173e-07,2.4106282414670943e-06,1.3518423180869377e-07,0.00017444228839114118,7.395138969013004e-05,4.545000056310755e-07,2.2978283249486253e-06,2.6181702969196863e-05,4.176063428706911e-05,3.6500387778914956e-07,5.654326307169555e-07,9.883075653638329e-06,2.950792268308078e-07,2.0776185336135455e-05,7.880301899909625e-08,1.967078662623578e-06,2.4172294174729103e-05,2.1649750976404647e-05,1.0271401256201074e-05,2.864647186129332e-08,3.793683004627013e-06,1.7730202384491633e-05,8.376980488833397e-06,1.938205955065442e-06,9.5558752244429e-08,2.9994319772352895e-06,1.1768720582505665e-06,2.588253762425552e-07,0.0006468862190125435,0.013236364628407937,0.0022313658479728993,0.02081769053398208,0.0044655435076457195,0.0008938184154740902,0.00019158551120845857,0.00805303671104518,0.009108579326966737,0.000870826581572004,9.774312409360775e-05,0.0004779138076211886,0.011163205651181451,0.00209692172578424,5.742488003135371e-05,0.0010400913093833175,0.003888721034501774,0.0026009169318359504,0.00015833030821887917,0.0005502605755287604,0.0016633476175811346,8.548298825949985e-05,9.600938566389772e-06,0.00013941106883152976,9.882325116783441e-05,7.913980470086734e-05,0.000811239843103273,0.000986740424367527,0.00010351502808592095,0.0035299765202818634,0.0009682620249957807,0.003934914641830822,8.574798611382661e-05,0.00045581246019477106,0.0009213344863145956,0.0007071047795390584,7.085678777363213e-05,0.0010920404998335798,0.00038812814787458905,0.0001850414997806027,0.003258210677673512,0.0003682494833248118,0.0009879104680492468,2.034088559810243e-06,2.857779455767151e-05,0.0008676223106078851,0.00013175868813775082,0.0017414265581736643,0.00042258867055755545,3.791423867571808e-05,0.0001446149332671176,9.042093500166715e-06,9.494867626980152e-05,0.00023345029119381522,4.712076997037684e-05,1.0711010989261638e-06,0.0002470544900494698,7.956800995856383e-09,1.3174565365314805e-05,1.9677422316455306e-05,3.0792951151159542e-06,7.02576578595071e-05,2.0577274051802874e-05,0.00013123783333979233,7.291069967729769e-05,6.59143776404747e-06,1.245255789683597e-05,1.7736169151127967e-06,3.758989072455421e-05,4.284681932675838e-05,1.0897421232058946e-07,8.589425499083703e-06,0.00017686724152032873,1.2575978862727766e-06,1.891344857396504e-05,3.1284826298438873e-06,7.018561572369464e-06,4.325290946294302e-06,2.121868055482423e-06,6.570242468972864e-05,7.228955868132658e-06,6.26630241198356e-05,8.223961469600027e-06,4.908320929697396e-06,1.0771918778296197e-05,4.059247516341458e-06,1.6654415653682975e-05,5.750840045282146e-06,6.077342906918304e-06,2.2758241735587603e-08,2.9297842673248198e-05,1.081795691493248e-05,2.2921048432600344e-06,3.9923143235753855e-07,9.291469591943269e-06,3.6446819251523266e-07,6.170711719377664e-08,7.476560730523829e-07,8.403524218714153e-07,1.7186619403197767e-06,9.376698726359933e-07,1.3854857953354838e-05,1.1894633311193559e-05,2.7849492972187306e-05,1.3440809566223066e-05,5.779643585945848e-07,4.12817626971318e-06,1.2334934935687158e-06,5.604329690545029e-06,5.408472764978356e-06,7.290972825479969e-08,1.4252939406489418e-07,1.3072168720817956e-05,4.739024539457404e-07,9.222117958174181e-08,2.814819034746563e-06,3.944272495282064e-07,7.348771247084329e-06,1.1016571792588081e-06,4.279899954440225e-07,1.2997064162689753e-06,1.881249125368356e-07,1.8798007976883468e-06,7.608559082772359e-07,2.3925259284851563e-07,7.68774985893117e-08,2.9257262708082266e-06,8.945115848035812e-08,3.7823917597989976e-07,9.940860490331715e-08,3.40670326171022e-06,1.9902487085055043e-06,4.529925514695776e-07,2.970544832336941e-08,3.605831140340854e-07,3.948539587872446e-05,5.289272090491792e-05,6.173751849214426e-05,1.6810452247995045e-06,1.1708056374626352e-05,1.082540546093469e-08,4.775795647127268e-05,2.9462609254515826e-06,1.7856987947650893e-05,3.84278735547916e-05,1.0843629342449645e-05,1.0407469206885622e-05,1.7806182601720622e-06,1.183566822327009e-08,8.717961255122475e-07,9.296306184403136e-06,1.3623175592059056e-06,1.0151409979286541e-07,1.0171302071704247e-06,5.128960389289006e-06,2.5245359625003516e-06,8.628608987315545e-07,5.592234959994613e-06,2.0060997307780326e-09,1.2487655800530462e-06,3.6000720873285985e-06,4.800822102080105e-07,1.9451121024971485e-07,4.345483669343508e-06,2.53748932976805e-06,4.5260004721825453e-07,1.2677859366760913e-06,4.810255060938573e-07,1.6539684377647745e-07,1.9323438227303313e-07,1.9834166486987215e-07,7.049788590673955e-07,2.6328757141147463e-06,1.0393463867330865e-07,1.4043331004742754e-06,8.407898739459796e-07,1.2105378939253342e-06,3.4373404931287155e-06
