 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,H13,H13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,H17,H17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,H25,H25,H26,H26,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,H28,H28,H29,H29,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,H31,H31,H32,H32,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,H36,H36
1N1S,N1,0.0,0.023554437748677604,0.00014147109778650524,0.000769836879957575,0.0011083848430388787,6.063368423303572e-05,0.0007103593287522969,0.0014780521705508587,0.0019045165013942267,2.821771693028996e-06,4.606432197140631e-05,5.081976344759043e-06,6.01966724371461e-06,0.00012097618841791502,0.007938288880412037,0.0013654493049972682,0.007847506631251777,0.00132533332708884,0.001147460509905579,0.0020752303407551853,0.007184739749638291,0.0021295913573446956,5.968045790893939e-08,0.0006267946422577886,0.0005788621096463054,0.00028302193835272327,1.4886662403679196e-05,0.0003171857557419666,0.0005999360304230483,6.975964409128288e-05,2.5525034344969777e-05,1.8505007316427236e-05,0.00018042137886120635,2.087877820211581e-05,2.7030873757299956e-05,0.0002039166296634587,0.00028419986626282423,1.298410902506042e-05,8.990131767250276e-06,3.094634750899772e-06,0.00020456111978361946,2.0109454303973706e-06,5.007187562355853e-07,0.00012467490790196711,7.723942798965044e-07,2.690121878548557e-06,2.195137693936089e-06,2.358766026111514e-07,8.289878823708463e-05,1.7054372449809563e-06,0.0001291026608385426,8.516740433961445e-05,8.3112264929186e-06,4.970682191607345e-05,0.00012177189320827786,7.686671090745278e-07,1.4706520627294495e-05,4.9378185753568005e-06,1.264193786520984e-05,1.2557223553644192e-05,2.15766271847162e-05,2.861642240059581e-06,8.485210756248307e-09,1.3384626568191393e-06,2.263947416758505e-07,1.3767646591111848e-06,2.850865029557781e-05,0.00022398136771484278,1.158445259163976e-08,1.3297340584195183e-06,5.539005445642786e-06,1.0848905438454182e-06,1.4057762509622762e-08,6.664186980032127e-08,2.1057775112520716e-06,2.935988510754939e-06,4.065545142761806e-07,3.117372790906181e-06,1.0960945687199519e-07,5.320169386979767e-08,3.8058117898809307e-07,3.444057405932455e-08,5.919599479486948e-07,1.2716073150009777e-07,4.838585892619207e-06,9.846383619560584e-08,8.72721022338041e-07,3.300954702911696e-07,1.5438787914767715e-08,4.017238324216521e-07,6.526733398182216e-08,7.369204266804985e-07,1.7654551776047356e-07,2.471561935113442e-07,5.426937625951922e-07,1.4472899034778663e-06,1.6198653109977812e-06,6.66265274895661e-08,9.781821626309029e-07,2.267435798536388e-06,1.600631571729849e-08,5.46625281150348e-09,1.742808637406057e-07,5.029214400487092e-08,4.211540893805932e-09,3.2340573263844874e-07,2.822849869410504e-07,4.8145734066196155e-09,9.232551648197251e-07,3.1785876350998166e-06,1.0679947555436442e-05,2.7971417442262947e-06,6.66985707331591e-07,4.171830109389596e-05,8.671485810662904e-05,6.941044184760603e-05,5.8784446844151184e-05,2.930682901691739e-06,5.2936973615191896e-06,2.1514067172462292e-05,5.717915451119993e-07,5.145651038318544e-06,2.901862398360655e-06,5.412132941362557e-06,3.383900753228808e-05,1.812285059821228e-05,7.028371671169431e-05,5.452319957743867e-07,1.1244447972957872e-05,1.3059299911244437e-05,1.1851634007520317e-06,3.0191235517174064e-07,8.66951226904944e-07,4.828715868820943e-08,1.4682943347277266e-07,1.1758573947862061e-08,1.3141805699223852e-09,2.0312675825806537e-06,8.503707071838562e-09,3.5562666791388864e-06,4.127448624435814e-06,7.152420500311507e-07,3.023246444522343e-06,2.3908982820231017e-06,1.8347140673391493e-07,2.470429478623748e-07,4.5706437912240716e-08,1.2554167772016456e-07,4.888422485693766e-07,3.58216040163839e-09,2.194810988509488e-08,1.4769810374737347e-07,5.949343484523695e-08,5.608828030911894e-07,4.986046553412393e-08,6.270546522024745e-07,8.424026711750798e-07,1.2879966990730907e-06,7.0043584576851e-07,4.600424208245357e-10,6.813242128811403e-08,2.619873859521782e-08,1.0546517656417898e-07,1.8225399245341833e-08,2.033939683343533e-10,5.407625169873143e-07,1.6302999034101262e-08,3.935694370404974e-08,2.8652303418752467e-08,2.419433533518145e-07,6.652316919542045e-09,5.132353164682968e-08,3.0975284559531246e-09,1.428550440163434e-07,1.5475176695645132e-11,4.7451302193080025e-09,6.90207629938655e-09,9.488005103808206e-10,1.3112347124755175e-08,5.8338543856839564e-09,3.6323247742942044e-08,6.007206732050463e-09,4.8176180822423476e-09,6.065057123194606e-09,4.470852948967874e-08,4.4639937946122643e-07,4.5521004010673494e-07,4.938169213541954e-07,2.4489326522214583e-07,7.532859669368008e-09,6.148402387218255e-08,1.5853569235169118e-07,1.2129950155426172e-08,1.3850379176894023e-10,3.0800679229336936e-09,1.9339540802132404e-09,1.0965867686119068e-08,6.677621400275058e-09,1.857752396361434e-09,4.7496264254931475e-08,4.059836022918262e-09,4.3687701900552156e-08,3.022240324668246e-07,5.3385959986052e-07,1.3752034979663819e-06,4.3346981715153277e-07,3.8994289885962985e-07,3.1279462042732575e-07,2.7810196856492553e-07,9.386696731006339e-08,1.0573561490812011e-06,6.87785900732596e-08,1.1302396837886697e-07,3.6366533717746563e-07,2.1664498667250953e-08,2.846659774291549e-07,2.8859817513549046e-07,1.7600446189369734e-07,1.0570235795537286e-06,5.888653100694086e-07,2.2194747706372198e-09,3.8198413099266304e-08,1.006340644149617e-07,4.521292673587141e-09,4.040675127825466e-08,1.4378549362259463e-07,2.3499598866827398e-07,1.939798556227501e-07,1.0136768768820303e-07,1.1435597246922669e-08,2.4455237140896813e-08,4.861546165635389e-10,3.3273824806556718e-09,4.9723447581584423e-11,1.6296011012828515e-08,7.698170212400157e-08,1.1092355922670549e-07,8.533184159276175e-08,1.224420329570819e-07,1.2128871240690842e-09,5.989273521578298e-10,6.275977515457498e-10,1.0203181632917335e-08,4.280827220481953e-10,5.443315298503393e-09,4.490951555080613e-09,5.2370404263202275e-09,1.1498067900572728e-08,3.896657857493935e-10,1.349241163239867e-09,5.929443380736643e-09,2.634895013287064e-08,7.335978491340711e-10,4.990738711185827e-09,8.377547766613702e-09,2.3253671654899222e-08,1.1323586512901329e-10,6.985548667293173e-10,1.684697520376588e-10,5.431739516503775e-09,1.503774882394282e-11,4.904557038276636e-10,1.5547552134620446e-09,7.531962831208716e-10
2N1S,N1,0.0,0.0,0.0012367849058292357,0.015124698718214091,0.023236458761164425,0.26371988391408063,0.006058011587290135,0.026693299236007828,0.03691273590530164,0.0005237200326846381,0.0005883850054060336,8.285163935184414e-05,0.0003229011208607524,0.004116082162356927,0.10452687206362565,0.15697381722232517,0.105130582197273,0.1576131095731892,0.003427614385109079,0.005441624398697442,0.0715381925747085,0.022445580981576896,0.00016120329617663742,0.04132185326310678,0.170375818948044,0.0677653522808388,0.0007175774454295514,0.017567776324026285,0.03177436227231056,0.0032915309532219883,0.0016424565696697702,0.001276121898820648,0.005839224285455469,9.93703877654184e-05,0.00019525511286899722,0.0026709506716953157,0.009411563273472812,6.620309687122017e-07,0.00027639225987874383,2.959048941875153e-06,0.0005950453246659215,0.00040499077081879165,1.6870960140025204e-07,0.001792101653057987,0.0002427769346851072,8.379761855303869e-06,2.0471057140314386e-05,8.135842586254327e-05,0.0019342386726179939,0.0002833474168788541,0.004163986039343648,0.003045949833315742,3.8165310827231735e-05,0.000531823425692135,0.002080861182127247,1.215063346338141e-05,0.00021743457557965584,0.00017923492018834253,3.633397900193458e-05,8.679349449902674e-05,4.3315896318230074e-05,5.41407105134617e-05,9.494449582092557e-08,9.66558310204757e-05,2.995553944207252e-05,5.8145471385273595e-05,0.0004356686488335981,0.0020480638712405685,1.4866983424344227e-06,1.101252981916545e-05,0.0002023481202271249,1.8236634431456622e-05,9.471132204286192e-06,2.6598715230363723e-07,1.009110386362977e-06,3.647906236015075e-05,2.5284212849641108e-05,0.00010908673490073184,8.352874125705512e-08,7.900280984962649e-08,1.7296871989813667e-05,1.037571661033354e-06,1.9272453784413557e-05,7.994181933312916e-06,0.00015954683909980005,2.9898456711308086e-05,3.8120035563693477e-06,1.6434883676197387e-07,2.607930675857517e-07,1.0412450770491688e-05,7.177017177451006e-06,8.632423158516644e-06,9.840858933518604e-06,1.155188654067274e-06,3.5268748490580037e-06,1.046219917322233e-05,1.1424637502255308e-05,4.989624979856444e-07,3.5737010455783036e-05,7.528441770321415e-05,3.7881704217923584e-08,6.43748886419715e-07,1.5477299969646197e-05,2.876690494701961e-07,1.2169903573777674e-07,4.5622400373090954e-06,1.873446779443455e-05,8.307996743894819e-07,3.687961466258827e-05,1.7492602232938026e-05,0.001037877718750746,0.00010876619308675117,7.396422532224278e-06,0.00018073377726413042,3.6294031682704286e-05,0.00036017370564156437,0.0012079291133089143,9.176345849848389e-07,5.280943072039079e-05,7.542262084014872e-05,1.273821796510255e-05,1.0332888667585749e-05,1.5959663810294344e-05,3.370716192385714e-05,0.0015014692484696113,0.0007654591472348038,0.0017685959699380582,9.498961512743875e-05,0.0019737633430745305,0.001146049825561768,0.0013379166352920357,2.4973471448364037e-05,2.4377963527832947e-06,0.00011134224612452392,2.9272824264348074e-05,6.242237235776216e-06,1.0728146560001761e-06,1.1551412715249398e-08,5.82706855656312e-07,8.608654442809893e-05,0.00017202270893612592,1.498934853172429e-05,5.273654019255503e-06,0.00018736602290347903,0.00010466066602266011,3.841343895105709e-05,2.275112926675149e-05,3.563928294703089e-07,4.606599896939123e-05,7.791519823552306e-06,1.4327958060000867e-06,2.4255498947134413e-06,8.96566896146922e-06,4.829563895025757e-05,8.968880071957841e-06,3.4819536098851245e-06,5.544811123581184e-06,2.7009282752565866e-06,1.1968045616761458e-06,1.4204543863360897e-06,1.5811894549244698e-06,7.227871405168784e-06,1.2961070988692924e-05,1.2469067841358594e-05,8.862717626456629e-08,1.4850447159986402e-05,4.678925245027443e-07,4.624529045482717e-06,4.160446983814126e-06,2.7583496307048705e-05,3.851512831776205e-06,3.708290896575761e-06,7.647077371331079e-07,1.1927428518632155e-05,3.5898444603610358e-06,7.390819667385529e-08,7.874828196197114e-07,6.336787219396456e-07,9.291857492321753e-07,7.323583877116846e-07,6.200695542357693e-06,1.1083501751940616e-06,5.364781658911966e-07,3.636544754215265e-08,5.553618627196499e-07,3.9341858757424575e-06,1.2370573244879779e-05,2.110620352668846e-05,1.3671310228779987e-05,9.242195164738121e-07,4.325837466012672e-08,6.6568297247826536e-06,1.482028258337209e-06,1.2727945364332527e-09,6.8271677200471e-10,1.933473510851158e-06,6.352125323516589e-07,2.4714898931854634e-06,1.578167054816504e-07,2.258777223929087e-06,2.979468942676533e-06,4.996769841447701e-06,5.008172606624228e-06,7.598431292166197e-06,4.198422999435181e-05,2.9054205286538348e-05,1.6760103756841005e-05,2.7420913392806057e-05,7.207141071940981e-06,0.00010691112523231183,2.264428995424339e-07,3.868313149579805e-06,2.116371876415002e-06,7.348273123319871e-06,4.5579948071416965e-06,1.9695958175525163e-06,2.0893620887640907e-05,0.0001166057240520324,1.5572370674732383e-05,2.6446830636572827e-07,5.554328774692863e-08,3.1841655179221107e-07,3.46788631633288e-06,9.18034270824819e-08,3.257624632269085e-07,2.236654115250758e-06,2.4639095097533925e-06,2.446531709665578e-06,4.70442351740985e-10,8.88946446675476e-07,1.2345014179793168e-06,1.460594536428772e-07,3.9663165218861707e-07,1.007484133896952e-07,5.403400060721708e-08,1.0469075530927796e-06,3.1291249968923296e-06,4.407184967636368e-06,3.0770557910564378e-06,2.165548940169515e-08,8.461141036697484e-07,1.0398359644447908e-06,9.533083256130226e-08,1.204534778587174e-07,1.241425462428225e-07,1.0575564868275933e-08,9.682072521499663e-08,4.488819158599e-07,2.0424151259135215e-09,3.5288280741951894e-08,2.085395367501519e-08,3.729204660629648e-07,2.701075607625114e-07,3.575617313344992e-08,2.223985440252818e-09,2.5293256378233764e-08,8.098193982064572e-08,4.6107698992159385e-08,3.657616987062795e-08,1.8616685348860074e-07,1.0653682158690003e-08,1.0152832463639072e-07,8.974510823378523e-08,3.35362182468657e-09
3N1P+1,N1,0.0,0.0,0.0,9.025529985517977e-05,0.001215329373261298,0.0038576748170111586,0.28884882119580935,9.519268884261578e-08,0.0010760128093907362,0.005456500596275005,0.05473536975764204,0.006047526071792042,0.0006567172963203305,7.955055947306278e-07,0.23895713134491015,0.15971322729053217,0.002472734934594989,0.006040949528303141,0.012184738047178678,0.08125619051021538,0.24987872189673022,0.09251076996619423,3.12992537363499e-05,0.033264639379742,0.07719499084255332,0.04636569633821486,0.0003107489335545388,0.006929395410407491,0.026944236697565405,0.0001257157534813036,0.0035373528663329434,0.0003990459850700123,0.001341624683218967,2.4877105604836913e-05,0.0001484258125055149,0.0036812773318093406,0.007538140764888013,0.0003427913368141411,0.00038162050976175976,5.4721880221819674e-05,0.001252825589274753,1.1582127348308546e-05,1.352348655547786e-05,0.01146111944461392,5.715231081171446e-05,0.00022302629144665964,0.000548201908796786,6.210862249234061e-05,0.0026564141733271818,0.00031920393521200907,0.007099853273803802,0.003421663282611398,2.3576897336230473e-05,0.0002693691033388568,0.00013473309357525665,0.0001686745358933095,0.0007946654586610258,0.0001060058892909943,6.104165940890027e-05,2.7455797231290546e-06,0.0002642417947735787,0.00010580376575730632,5.948189472659848e-05,0.0003570076709926706,3.104918103136178e-05,1.046876627608384e-05,2.8165197907270567e-06,1.933746762716737e-08,1.4602100328886536e-07,4.084987347940938e-06,7.556907096972765e-05,1.2685661281430782e-06,9.40892198197929e-06,2.9104869776475084e-06,1.7649317807233444e-06,4.687906369760242e-06,4.525090098139728e-05,1.9809626214950526e-06,1.267089591028281e-07,1.8845232893083264e-05,3.7862818467182535e-06,2.300365808949323e-08,5.722565325605444e-06,6.596129820124474e-08,3.4250265410928904e-05,3.310408443235602e-05,1.2549028731712042e-06,2.1143476658380678e-07,5.21791629903845e-08,5.355444847587876e-07,2.53665978018347e-05,1.0092164985486818e-05,1.6655769923268338e-06,6.346694322978408e-06,3.050124219861061e-06,3.031298687616868e-07,1.674166723031334e-05,5.746332417455591e-06,1.021391217825851e-06,2.7990863400217947e-05,2.70910473778585e-05,4.155076231970867e-06,2.1108360111821156e-05,2.667592946714592e-05,1.9704837021627952e-05,1.5446854309875135e-05,9.634498181476658e-07,3.759372595268928e-05,0.00016902343136315778,0.002117895023429739,7.8159335625827e-06,0.002346607498303399,0.0038719459926235267,6.216058895880394e-05,0.0035154307732545576,0.0015941665913219438,1.1764386592449938e-05,0.00040329778116321435,0.0031808985498433806,0.005143936212489653,0.0012937139819040322,0.0005704144557119317,5.799576861642564e-06,7.896558340414472e-05,0.0005492437629843749,0.00011351400811898671,0.0010926075848760597,3.529653607747818e-05,0.0003363250861458944,0.00011330174950918703,0.0003201921427726795,2.2552548362142488e-07,0.00022211227060520145,2.5601916265660662e-05,0.0001966660790178043,1.3218414909310638e-06,4.2222544340830837e-05,0.001368047095513969,9.084550721016882e-06,0.002845674576842594,0.0003785070221060671,0.0003240450318537924,0.000235877529936257,0.0002113697218639743,7.360603228301343e-05,8.387681841282024e-05,9.776850055875919e-05,0.0002797622248404963,1.864003015272786e-06,0.0006595847776043051,5.494892985957733e-06,0.00017603658739107075,5.254081711303371e-05,0.00021602374366480603,0.0005600185960852322,6.373411682858432e-07,2.2641350398977522e-06,8.565661245185652e-06,5.3680057991556396e-05,8.57246638030773e-06,5.9633888983556815e-05,7.562215564638208e-06,6.309723481345841e-05,8.150199745027287e-05,6.009572231846505e-06,9.757070563054526e-06,1.6867695031841379e-06,4.922408097263187e-05,1.9489589878407543e-05,9.88085968538499e-05,1.7626289086081215e-06,3.7302456039611798e-06,1.5889583062644874e-06,1.5251269111615784e-05,1.535056998758222e-05,1.1651084408370593e-07,1.0830394692851186e-05,4.334897692115369e-05,8.356295273292957e-06,6.0453876161714604e-05,6.401203928785293e-05,3.7546165765789397e-05,9.778000409355059e-08,2.807140373484174e-07,1.233402917577564e-07,3.521381112925326e-06,9.142536085970931e-06,4.920702837862834e-05,7.969272380670134e-05,2.3500364090267567e-06,5.406009373487564e-07,1.0890158735676891e-05,8.532894836044136e-06,5.15585945937147e-07,2.7115954781553597e-06,4.255418253329424e-07,1.8692588863444826e-06,6.535862353551636e-07,1.7607766356064758e-07,5.035492347538195e-07,9.61349629680086e-07,6.902938731734309e-07,5.769201379735023e-06,0.00010399162223873049,8.483315307339367e-05,0.00015589813845684475,3.995353300600968e-05,2.3908397020822036e-05,8.200357830201455e-05,1.526350553104905e-05,3.923307611097826e-05,4.464033807494161e-06,1.063247602361983e-05,3.4927485947910952e-06,4.877444029172118e-05,0.00010380107274254868,3.91619021304912e-05,4.310954708763859e-07,0.00010110067790414234,5.1503563023302945e-06,1.7600302260056822e-07,1.4349213175446351e-05,3.283055954739211e-05,2.7228005539114974e-07,1.0739689479954961e-05,4.863543789923597e-07,8.23600727173357e-07,4.8489533672757545e-06,3.6902768116853224e-06,6.343678478071269e-07,1.0487505841538791e-07,3.458646030463086e-06,8.082324405300767e-06,2.732385053771935e-06,2.507190366429768e-08,1.6692623239222826e-06,1.7282452549061134e-06,1.7829160103843833e-06,1.3877006286300286e-06,4.3003885918935225e-07,3.296866772917184e-06,5.421338733491154e-07,4.237672767803957e-06,9.548676749293605e-07,1.4335686748800924e-06,6.679239703544226e-07,1.1333227249998856e-06,8.863076581544505e-07,2.0149562018900724e-08,3.8936892288177205e-07,1.2742416677369306e-07,1.0091698054992548e-06,1.5983302148470102e-07,3.3788527531442014e-11,1.3622162686743877e-07,5.558512894410228e-08,1.9453105792877068e-10,6.567457688788636e-09,6.629577020689226e-07,9.735500150487297e-07,2.3670489834870523e-07,1.636646109748341e-07,1.4809031867457634e-07,4.4252721353998936e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.023895042707636538,0.017103166447441698,0.00010097383893681311,0.24961972281725497,0.027241571421023902,0.01573835592077244,0.0041912091746016955,1.0952636353422918e-08,0.017216973548463965,0.023919123529859032,0.22121907350029701,0.11030640438087502,0.16239804503239874,0.10335307442302488,0.003544013955039338,0.020723555206140443,0.09885102843993643,0.020767416921747106,7.043566826325787e-05,0.005087562612872354,0.045866692433800704,0.0034918385949311848,0.0020444702350790322,0.03534012690319743,0.006936040929863996,0.004042912149040623,0.0006858959276161425,0.0004772784204123415,0.0047368382678874,0.00042926128962506027,4.282100472252637e-05,0.003995338708700835,0.0013318700801794314,0.0007668591360450172,0.0003650151762513154,0.0010513454766680752,0.0005048971367318522,0.0007734883166405915,3.3924631384074644e-05,0.00028059321858942,2.532158084123104e-05,8.143948969641102e-06,0.0003737477875891404,6.578169550697233e-05,6.610836588949454e-05,0.00044180215442191084,0.00025603217314351667,3.1123304189417667e-05,1.2322005175091633e-05,0.0005145096248639902,0.001963417912692833,0.00025213466099804904,3.3778144581830816e-05,0.00022004010464415913,2.5143508544545057e-05,0.00010841479009249255,0.00033163666805702263,4.491472095979887e-05,1.8156432073146433e-05,1.9062542770731383e-05,3.5756381291385253e-06,0.00012531569991436342,0.00046005357606659913,0.0033793397716355145,9.642987741642628e-09,1.8719615924034372e-06,9.035720039296535e-06,1.7646186218467363e-05,3.8670034685495125e-06,1.071262150098562e-07,4.181087746957246e-05,3.2313277374740323e-05,1.628307755296987e-08,0.00016615463838243194,6.061583505578838e-06,1.1071623969849398e-05,6.109117250741036e-06,1.6124958756469354e-05,1.7621282299984387e-07,1.7073390310429204e-05,8.206362481599783e-05,3.159877933089916e-05,4.3280080973762125e-05,1.4764576390380313e-05,1.202707577974138e-08,3.905440104645663e-08,2.072516970486049e-05,0.00013393197639466337,5.290329613938383e-06,7.93321616932019e-06,1.028892512122681e-05,1.4772694575171386e-05,8.19227208204154e-06,1.3687556355002073e-07,7.506724984018831e-05,3.3310171089206975e-05,2.5166962412948024e-05,1.2734038421502447e-05,3.4760972060787765e-06,0.0001933653967181037,3.2359914540425194e-05,1.381655964305395e-06,4.238144664947541e-05,2.6176551227496958e-05,0.00023667279370132022,0.004954742656319233,0.0007482844992878768,0.0008195805675836887,0.007427859701753192,0.00020675019405436146,0.004858455585119881,0.0012855479947693205,0.00018741814356948439,0.0006114372459475881,0.0020753249894478465,0.0027055399720348206,0.0016474287175880509,0.0002967600751229149,6.216560732852372e-08,9.492399896782189e-06,0.0006657777891376782,0.002501659961404279,5.701024481785666e-05,5.855478811733761e-05,0.00025054547386460513,0.0013341257686079189,8.759489618492822e-05,0.00019438154570305954,0.00010994700422384263,2.092808589315709e-06,0.00016755885594510467,5.578034894870854e-06,4.06715396366053e-05,0.0016370698054517518,1.5164026795577712e-05,0.0022855150993144058,0.00014496607888014879,0.00020223530302843074,0.0006045674033172688,4.004699221837882e-05,0.0003021061745829279,1.4964676100071017e-05,0.0003688156913375096,0.0005360443183048957,7.89842174753197e-06,0.0009871260005203109,4.568348117572896e-06,0.00017759743782841397,1.1709615194366307e-05,0.00018794382477027582,0.0006723637200369836,1.1652448914212243e-05,3.903975660524139e-06,4.238139366563587e-06,0.00010294520792086814,1.3647655785264945e-05,4.892056292460367e-05,1.2325481792974102e-06,2.5011408348651898e-05,0.00012148091832897556,9.818394203442438e-06,9.208609461630601e-07,1.2162948668237306e-06,3.5946840193368246e-05,8.187997996955687e-06,5.8264465957691414e-05,9.9000239028868e-07,2.2057643134232308e-07,5.438081136510675e-07,5.295581964048779e-06,2.0086164621790914e-05,1.3981327489087647e-06,1.1806922071144754e-05,4.612199635323222e-05,1.683802168006565e-05,7.495815137836814e-05,5.7365754781990574e-05,3.843629284583372e-05,6.1703011589031576e-09,7.294664912116389e-07,6.807470809278016e-09,2.55444764318824e-06,8.79564187794557e-06,4.437646244959126e-05,8.200356884913163e-05,8.572266833262177e-06,2.9911573804497493e-06,2.0091509053798973e-05,6.467341207461175e-06,9.865809413867055e-08,2.995259245519577e-06,2.2078965589145128e-07,2.6127749848114945e-06,8.507633999510489e-07,3.8315627115537154e-08,2.292323348918046e-07,6.43953121937102e-08,7.242419197694971e-07,3.862424903910977e-06,0.00015936695465512685,6.19279411617768e-05,0.0001305573763836776,4.393870490115859e-05,2.392625070513077e-06,0.0002363294455545173,0.00015414447959249955,5.584046818851718e-05,2.807075859978525e-06,1.862369968841371e-05,1.452472621021883e-05,3.179293495891855e-05,8.837178857312722e-05,4.585171952919964e-05,3.923160052021757e-05,8.324059391062733e-05,5.190781430020053e-06,2.2207861460898926e-07,1.0200223397927033e-05,3.26827685439568e-05,1.1450289978398587e-06,1.1451775152604426e-05,3.584446517379547e-09,1.622414469437672e-08,9.891696013397677e-07,1.162335874660414e-06,5.958627604663036e-07,3.279026081770553e-07,7.170663097744168e-06,1.1152653711210547e-05,6.370568053526426e-06,2.1651569426239803e-12,8.04417674693525e-08,2.8392266440135927e-06,1.7234480114147743e-06,4.082948645844908e-09,3.8580835148849246e-07,4.0822582461075285e-06,2.4221142203018076e-07,1.37859734072876e-06,6.357913409082983e-07,1.8780514696725703e-06,5.370953721772764e-07,2.1818134854356686e-08,7.363910403679341e-07,4.3391048087926265e-08,9.765128563543612e-07,7.788021783028398e-07,3.371325248746615e-06,1.864908991677794e-07,4.1128747074736793e-08,8.13924605047589e-07,1.5352839888294056e-08,2.264909371163526e-08,2.0118693688786493e-07,1.0465907005485775e-06,3.56341273155536e-07,4.8503244309827664e-08,1.7337997035848929e-06,6.420833735809595e-07,9.542061141232239e-07
