atom_numbers,value
N1,10.54723713590459
H2,1.9356161463622659
H3,1.9254326218847067
C4,9.630297454631382
H5,2.0891772730327594
C6,9.614652676920104
H7,2.079889926562856
H8,2.0924934195642466
C9,9.569836065916451
H10,2.0746213463509715
C11,9.708807334873379
H12,2.091015108661244
H13,2.097663986834153
H14,2.093411277125626
C15,9.716842078820976
H16,2.0955004344168318
H17,2.089228412292254
H18,2.1025672971035676
C19,9.707597609745225
O20,10.956819340592228
N21,10.321651777474864
C22,9.578118777770671
H23,2.045732083131626
C24,9.612124985115772
H25,2.0705879720767584
H26,2.075622652912812
C27,9.632630047678
H28,2.066258361937397
H29,2.0775297310239713
C30,9.62929474898381
H31,2.0763593936899145
H32,2.094212885713115
C33,9.78504851269693
O34,10.915493108490171
O35,10.919926265402319
H36,1.7614670239155088
