 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,H13,H13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,H17,H17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,H30,H30,H31,H31,H32,H32,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,H36,H36
1N1S,N1,0.0,0.023489544356931624,0.000630082365472795,0.0010541026968597933,0.0003631948019231501,5.455092178019427e-05,0.0009470739800163663,0.0027011893376809315,0.00040258242546342693,2.3468859845221512e-06,4.613115958569669e-05,6.704948620113449e-05,5.1565311995682706e-05,2.7605595276994355e-05,0.007935456910206584,0.0013608120179849914,0.007880512653004823,0.001322417184335345,0.001162570841886118,0.002036217532207507,0.0004541005393159381,0.008322766303054951,0.00022185184297285332,0.0006091270710777419,1.1686066703431308e-05,0.0008219348210962707,6.066435338514253e-07,0.0002257086679952891,9.146686884481392e-06,1.0888373566664278e-07,0.000792766329481942,1.6080374242527506e-05,0.00018319054143867142,1.655639490860672e-05,4.187772215422103e-05,0.0002066532586006975,1.1936797592593251e-06,0.00014739162263022187,0.0001334647843906911,1.086594912491634e-06,2.8466519101932874e-05,0.0002553963287821315,9.753295861925082e-05,2.337908321103921e-05,9.667233509369488e-06,7.44944244798762e-06,1.711106890406322e-05,9.647086853703524e-05,9.636304473259472e-05,5.6008355599379556e-05,6.0331641544175696e-05,1.8738899631998152e-07,1.0806682634673104e-05,5.318200695958453e-05,1.245932250881765e-05,0.00013580797826739932,2.2303300599713083e-05,1.521830893858045e-05,7.044082803275842e-06,1.1796357656912448e-05,1.2942571128160552e-06,8.338987321498958e-07,3.7739732910990753e-07,1.3628529721421145e-08,3.444546568809326e-07,1.3363444115732648e-06,9.026888747598605e-08,1.3451355584948033e-07,1.0431553659762116e-07,1.881022168026547e-06,1.3594165793051616e-09,2.3913855606849665e-07,3.5447435919877535e-06,5.307108681407158e-07,6.26930685143634e-09,1.17226544604776e-06,2.044355831287703e-07,1.5834619562782315e-07,1.8869346505578921e-06,1.2981148544977117e-08,5.3246907244508535e-08,3.481712685521332e-07,5.60604492605421e-07,3.119671903917265e-06,8.934359341239428e-08,7.076699364283456e-07,2.996922336961916e-07,2.2468076821269278e-07,4.622870967696535e-07,1.8891060717951547e-06,1.6524812629370444e-09,2.0993948379732785e-07,7.717881146840355e-06,5.762084323013283e-07,1.9837513631770776e-08,1.995699203671819e-06,3.416768978858897e-08,3.733807728556471e-07,6.783016825995247e-08,2.835404280809861e-07,6.970182681032e-09,4.403859385715414e-06,4.501788876343227e-06,2.876295740028567e-06,6.023440690672288e-07,3.549536820024457e-08,5.651381900229069e-07,3.473611398518983e-08,9.328091969962315e-07,2.7816163736815724e-06,4.777054751770038e-09,1.8996905400303632e-05,6.560079164330546e-07,4.0961211439816125e-05,1.869740055260305e-05,0.00018266731253757662,1.1124830612718739e-05,1.0393931367258524e-05,7.183124269560803e-06,1.0012995042552042e-06,1.683742648109221e-05,9.707474882270084e-08,1.8519123536758775e-06,2.7761580159157973e-06,2.3547390246125843e-05,6.450867286256212e-05,1.1189115587395548e-06,3.0140991258420513e-07,7.271379498519082e-09,2.5677009356961378e-05,1.6713326367323589e-06,2.0156786553759964e-07,1.3448830131213008e-06,5.769075023254189e-08,4.326925710923524e-07,7.797123086072943e-10,3.3723646944427976e-08,3.32759098409241e-06,3.5568062486390772e-06,5.776209266450394e-07,7.377963671117982e-06,8.086177580857168e-07,8.988803184006855e-07,3.583431296805273e-06,6.99740758025591e-06,2.168282328685045e-08,6.405682934362833e-07,1.212391655402989e-07,1.1399221537117254e-06,2.4313196578251706e-07,1.3391999447165404e-06,3.088057808353639e-07,1.2120055986608591e-08,3.865549784709543e-07,5.940056890807455e-09,4.4686084654799174e-07,8.569612328646059e-07,2.8169188825977187e-07,9.971929881835706e-08,1.7209384746141865e-06,5.572370342932231e-09,2.2854043657538625e-10,2.7731447499457218e-08,3.2279454387218465e-09,2.9146012325842463e-08,4.207387085952696e-08,3.983132024210079e-08,8.315178228190945e-07,3.7014041553984356e-08,1.0547095197210865e-08,4.3264074989224355e-08,7.633978338361658e-09,2.3993991304926965e-07,1.0187519494664343e-08,8.292642972307362e-08,4.217141080786746e-08,2.0323720484327623e-08,5.402392755371466e-09,6.85539403022517e-10,5.897133892318607e-09,6.736516566796524e-09,7.976104748896873e-09,1.502876023629085e-08,1.7028551901887568e-09,2.0244489695731005e-09,9.848733162343137e-09,3.070981247077498e-10,1.5343988302163325e-09,7.225292897317104e-08,2.1566148866725143e-10,1.0831291419322042e-10,3.4283422767344973e-09,6.452109957422181e-10,1.3822339106628334e-09,4.2220560381167616e-11,7.768666265839386e-11,4.114886237305271e-09,4.141069848140333e-10,6.660929585677877e-10,1.129041304892553e-11,3.1450952953093747e-12,8.299629872254854e-10,1.4242897083960315e-08,6.187408363445002e-09,1.7613469571742257e-08,1.2868778487273858e-08,2.3723062181346677e-08,1.4640118006781222e-09,2.5384070623246657e-08,2.4345636895350964e-09,8.743703816538329e-10,1.3515957797416434e-10,3.565247430614704e-09,3.8412581448987737e-10,1.829500706485021e-08,7.924264155967364e-08,2.5490558552832e-09,2.341497684632543e-08,1.2495116052946287e-11,5.731810122089342e-07,1.1163938495872827e-08,1.9584955879281551e-10,3.034304141280586e-09,8.609922330649056e-09,1.655417802837178e-09,4.240048756543047e-09,1.118190673388142e-08,1.0127787386515763e-08,3.598014008954209e-08,4.1107173220922277e-10,5.727903484853414e-09,3.6757938359777143e-09,5.901357680304642e-09,1.7510096872452863e-08,6.715808464896611e-12,5.611115572179415e-09,2.737916560136e-09,1.535437377242488e-08,4.8691241261167306e-08,4.287126209590042e-11,1.2146147643221639e-08,8.63366786951758e-08,2.346585148416125e-10,4.5269324400187827e-10,1.39072031668519e-10,2.8837127130643125e-11,1.0642704495467115e-09,3.6315555285160173e-09,1.6154020204828257e-09,3.5972673728679183e-09,8.987699473550492e-11,1.2041665442552585e-09,3.8937786328574475e-09,7.753024888756954e-10,7.757550157805326e-10,2.1169266339882142e-09,2.1440687003604353e-09,3.150465999190999e-12,5.5547288990709376e-11,5.21320764335087e-11,3.575648388487451e-10,2.2472981808796533e-11,1.0631040492370403e-09,3.0992737265478354e-09
2N1S,N1,0.0,0.0,0.01528097853507715,0.017265597316095338,0.009599770269122399,0.2634829584417777,0.022055460981688313,0.03763807201672131,0.012327915063977013,3.178918510648998e-07,0.002066834570014775,0.0027382457496201162,0.0005622593975762591,0.0013128012506316011,0.10418046020383054,0.15667028018766516,0.1053313731956198,0.1575145901365813,0.003349984001982609,0.00519586948897377,0.005943879868417934,0.08473640406775074,0.0018735407342633792,0.04025803498026148,0.008803253289844548,0.20481553186937695,0.0025791519729914114,0.013278903884352378,0.0006111754478650422,5.6797956348608736e-05,0.03984312044203109,0.0009111305340023801,0.005813881824757949,6.482829942111579e-05,0.00024493898825372895,0.003155488325059963,0.00014260605775495705,0.0068587287318493395,0.0029689859081600822,0.00010062171596558755,0.00016492171164861347,0.0005588491365249304,0.0016938417107046355,0.0004946641825409603,0.0002515496573574083,0.00015270378902587645,0.000684746134666625,0.0011123872757543563,0.0020851416160909686,0.00010063427314399576,0.0012866797600299407,0.0003663774092097505,6.888483391231937e-05,0.0010661332944157387,0.00037991389440428236,0.004052367580911653,0.0007524251530615089,0.0004775564219237083,0.00022334462215045647,0.000732547104151049,0.0003516184055545324,4.507582801016596e-06,5.465277318061901e-05,7.988947332782104e-06,3.0423333311491163e-05,3.796120240595613e-06,2.251379025475231e-05,4.016509175919225e-06,1.221166805231988e-06,1.3048491398048867e-05,4.423618144233643e-06,4.017692778468529e-07,0.00010595694103532338,1.3672941645115344e-05,3.0627345455336297e-06,1.7213993990239373e-06,1.8067966384816003e-05,2.507674829788087e-06,0.00012483736514767863,6.33053711962539e-06,2.9271523060980797e-06,8.389329896996145e-06,1.90246901174973e-05,1.6948756456081071e-06,1.1503648792210441e-05,1.9362735930616992e-05,1.797507923262387e-05,1.180321082161484e-05,3.2774431357740497e-06,3.608552769263085e-05,3.280787868042978e-07,1.3432810349378599e-05,0.0002631687126939397,5.53887821341803e-06,2.302254831221262e-09,1.7177840245796716e-05,1.4725606588772422e-05,1.254411315732007e-05,3.847268448708974e-06,1.6960125967413475e-05,5.269126737594831e-06,0.0002195539693856663,0.0001541543354233177,9.876934796260173e-05,9.214679050018049e-06,6.167374078103194e-07,9.533218912061159e-06,2.3693472561703288e-07,3.7756906889452324e-05,2.1423963702194015e-05,9.533031657849023e-06,0.0013692459809480084,0.00015468416414821107,0.0001702086942896308,0.0008615807099765505,0.00010361437115546934,0.000819621771944945,6.828336635233967e-06,4.570665753922398e-05,4.173728521017495e-06,5.850898521231329e-08,2.905907638517391e-05,9.052381373164664e-06,6.054020409873573e-06,0.00047171400243772865,0.0023889470831637283,3.060539513111138e-05,4.336131714843816e-05,0.00028167452514882285,0.0032606927748894954,4.8500142115326383e-05,3.173280155976954e-06,0.0002041337103246832,1.6714309970300434e-05,4.144761319269108e-06,3.835781697825169e-06,2.0457687310848627e-06,1.2386757481497312e-05,0.0001604801496033481,3.577053803738295e-05,0.0002164023678110638,2.5497414830155662e-05,3.410025319539045e-05,9.505148299560062e-07,0.0003144791752394127,7.3862628509058226e-06,2.3582271006405975e-05,1.3856689744518036e-06,2.4403896717428708e-05,0.00010311368391424658,5.8328435929677624e-05,2.4844671249191208e-05,2.135679340709018e-06,8.023184830285857e-06,1.490426210004614e-06,4.8143382706200555e-05,6.14191440910794e-05,1.7035613941729366e-07,7.981041383331444e-08,2.9597201400832773e-06,1.215717972646857e-05,3.746197707599208e-08,1.203742798061569e-05,7.949922564698397e-08,7.221579863658789e-06,4.051474178368153e-08,2.7558785875569924e-06,1.0396319489291983e-05,3.5354673277865345e-07,1.61616675331544e-06,4.765101391246418e-06,2.54962478285492e-06,2.1082479060297032e-05,2.55841097196452e-07,3.102872459859185e-06,1.408692391180466e-06,1.9449319932363096e-06,7.616937183207995e-07,2.473225779731081e-07,8.003386697819082e-07,1.40866890729896e-06,7.511560831119368e-07,4.298724606055515e-06,1.4912999128924298e-06,3.175322227377819e-10,9.800158684569737e-08,1.7652941330936756e-09,5.4515568059798625e-08,4.432097179485339e-06,7.18973156565994e-08,2.826490153040595e-10,2.6420493393075617e-07,5.33360221321999e-07,4.991308923951721e-07,4.0440069737357476e-08,4.530268515878788e-08,5.577230988151882e-07,5.696190896742337e-08,8.343533774990419e-08,9.94000721732391e-08,3.660983294295761e-09,5.810367120773208e-08,7.757443776235107e-07,1.2938983218191424e-10,6.293042353888723e-07,4.530333876928694e-07,1.119650443026643e-06,1.0397336325240758e-08,9.773597029472114e-07,1.4675156778665155e-07,1.6610183783960508e-07,1.1287263812498338e-07,7.592325235172837e-07,1.9771975878768444e-07,1.0991685992500777e-06,2.547880692649329e-06,3.547829940941938e-07,9.654075663334538e-07,2.6102936834249135e-07,1.6782030868078834e-05,1.6235788935503592e-08,2.2729533233345478e-07,1.7072303126752786e-08,5.219134080469701e-07,3.1861991089954245e-07,1.9018594299424763e-07,2.070852094249176e-07,1.0133511363363823e-07,1.7179316724735827e-06,2.8012506980701346e-07,8.640177018293116e-09,3.317289882787122e-07,3.8971352034344875e-07,2.6142614266699837e-06,2.2334495364262352e-08,3.954928073923725e-08,4.7393731783529347e-07,1.7036823893867847e-06,2.433299752802043e-06,1.1563021384830563e-07,1.1402772215340917e-06,2.484488672571672e-06,1.323370035777316e-07,2.7184577477967764e-08,6.006243014056167e-08,9.811244039426015e-09,2.5946926829334416e-09,4.3612089539735166e-07,2.0766304231756294e-09,1.3451713964940382e-08,2.1144045581067417e-07,1.667342219846546e-07,4.013808947433972e-07,3.11238013139814e-08,5.210923292864322e-08,4.040624457246622e-08,5.417304409505164e-07,3.07624095086112e-08,6.594872870024915e-09,6.967928456447225e-10,1.840511520967425e-09,2.7474913455449723e-09,2.1070061251293737e-09,1.3814580590576497e-09
3N1P+1,N1,0.0,0.0,0.0,0.021471207329169406,0.01191721708467508,0.01346349842964889,0.22040309465687358,0.029047235340974087,0.011704219114402559,0.03474031594414351,2.9345441943107176e-07,0.002816525608157816,0.001306736054395019,0.0014094868784331194,4.124669915839263e-05,0.00033059372001220666,0.297636712975208,0.17527221797188952,0.0004740644034921804,0.0037568361695599073,0.00022873798756961605,0.026019151308820376,0.00020562743018359697,0.003248777197238706,0.019854398904536996,0.02734944030939257,3.7385285009960967e-06,0.009251780347318661,0.03853585442519658,6.333082480547425e-05,0.01135179459605884,0.0004808729137029122,0.007542808482707386,0.0006885216586609566,3.7313444732900436e-05,0.0013108012781288814,0.002449154778797258,0.0010483833830101652,0.001490143553338985,2.5269590721688218e-05,0.0011052469645602692,0.0005430458774440261,0.0001328416399815069,0.0002819931303918999,6.446100082380113e-06,4.849692803432504e-05,0.0002777555828188394,0.0012073279624673638,0.0013551214263212152,0.0009322231927160196,0.00013602662048306513,0.00012342286787614398,8.32225847435808e-06,0.00038547323384952037,1.2516102070314616e-06,0.0007005109044841973,0.00013625257964822168,0.00010554967979503616,0.00018912354637512507,5.2155935497122385e-05,1.9597842340068894e-06,0.00019883325535552387,9.52910577025623e-05,3.0877367329651406e-08,1.965209388332667e-06,0.00011854059885774149,3.775029915864536e-05,7.872068903846952e-06,4.507488986282837e-06,0.00025416979060732814,9.95452472318803e-05,4.676589157570632e-05,0.00010006618606306361,2.5363091704200258e-05,8.586964644674566e-06,0.00011886349775824812,1.3566067878389987e-05,6.83725502348409e-06,6.874772693121756e-06,6.282723492123665e-06,3.5566560900868183e-06,4.241924370629313e-05,5.957974799830623e-05,0.00031083231631345853,1.1210401495986844e-09,2.249549011290597e-05,2.6903619092077946e-05,2.8104894634672917e-05,1.0893268458378458e-06,2.8611798559730062e-05,7.284832790332985e-06,1.9970153499748733e-06,9.347509641033369e-05,2.2619071948781766e-08,8.645367368664836e-07,2.4097182809157403e-05,9.016884247259327e-06,4.520419818243582e-06,2.7132138755714408e-06,9.706005077436686e-07,1.1157492574298544e-07,8.794099845954584e-05,5.437307468136865e-05,2.2521873332959075e-05,5.145958329677569e-06,7.582741597733644e-06,8.198608278053854e-06,1.0625366848593387e-06,0.00012036716495256172,0.005848217725874072,0.0034474587611974528,0.0036686258851554854,0.0014695105963222765,0.0007819556986889964,0.001529184192705646,0.003395202641881756,0.0004413911103031687,9.144043720210604e-06,0.0007806278155353397,1.1140654105235015e-05,0.00034604272330263086,6.25542701837567e-05,6.742787727853639e-05,0.0011792059658732867,0.00013856935022893424,0.008075562430872818,2.2213453241270997e-06,0.0005820741588968836,7.209400616892125e-05,0.0007811761804821238,1.5654220579808253e-05,0.000635028061919396,8.10052063648925e-07,8.455454148315056e-05,0.0006612609352845134,0.00013275108349408704,1.9794107530834992e-07,4.088291717163628e-06,0.00010129821246485093,1.932603233001373e-05,4.516207234539493e-05,1.6931755848048624e-05,9.930294447624277e-06,8.359497365351132e-05,3.1189183502533524e-07,0.0003770557637894356,0.00017996939695397174,6.266778745356305e-05,6.578158334047401e-05,0.0001453286672150611,5.95766309152701e-05,0.0003104073893607229,2.6183021217818236e-06,8.624385490074715e-05,6.82752792080521e-08,7.36301953860874e-05,3.769410344389712e-05,3.6987263039023333e-06,7.969723760492542e-06,3.453194400382387e-05,1.7948113203214433e-05,5.669219936987879e-05,6.093038104504345e-06,6.7464471862344055e-06,1.7368493024250142e-05,2.9719518009230228e-05,5.0919937419013905e-05,3.0343653073749977e-05,4.4044647262708736e-08,3.86703651722442e-06,1.0774908361099733e-06,3.807599440186493e-07,6.031702831421626e-06,4.1318993382333247e-07,6.428758951848579e-07,3.7929876364195536e-06,5.011698300805278e-07,4.5656523006698535e-09,2.8737038784143465e-06,3.533183901005543e-08,8.009498051464448e-07,9.849706291253923e-06,2.0431822145283718e-06,4.238076972473692e-06,1.5053827073785442e-09,1.1199059457567273e-08,5.764446697753556e-10,8.365484980288329e-07,4.7559513394190844e-07,5.116193246834655e-09,1.9660801875431844e-09,3.770183232276736e-08,2.496915465499683e-07,3.7467584101946727e-07,2.834739420976007e-08,8.704942446868813e-07,1.5830940647276748e-07,8.851351804839425e-07,4.618229088038106e-08,7.446957539514187e-08,1.3929098319209743e-08,3.556377858870974e-09,9.596122296784415e-08,4.963531146540134e-06,5.853266213939889e-07,8.332554646273138e-08,2.3451556252496175e-09,2.2259366248000845e-06,1.8185009942328634e-08,2.1130880822894937e-08,1.8168706539256618e-09,4.279663845530024e-07,7.88085294134433e-07,5.539619429839604e-08,1.2009119663147771e-06,2.038623048150612e-09,4.061229241791864e-07,1.7621361703135108e-08,2.954998389981256e-06,8.524276289278987e-07,5.316026616686287e-07,1.4741067400514396e-05,4.0634710622988734e-06,1.1525388824651372e-05,1.412350106155813e-05,2.4368872657554164e-06,6.923491548960214e-07,7.969760108750279e-06,6.797404348724001e-06,6.605223434874574e-08,3.916911325729799e-06,6.546705249022011e-07,1.280353553734237e-05,3.8933371222515945e-06,5.259226032450215e-08,7.460356568067539e-07,7.598779787620913e-07,5.725770771292105e-06,1.9529126045192413e-06,5.8686389081685775e-12,1.5857200690305717e-06,1.6107259948050512e-06,3.273736325581922e-06,1.356630752180621e-07,2.1525115800891115e-07,2.1492092572295007e-07,5.142984016437424e-08,1.802109861337442e-08,1.2502099311362258e-07,3.84750740423101e-06,4.363310718957791e-06,2.9050719940748593e-06,1.563857944031355e-06,5.744998130552403e-07,5.516022985041502e-07,2.2940637389723406e-08,2.506045158057191e-07,1.286731940108865e-06,4.6903364703254624e-07,8.615855651150639e-08,2.7438257121925602e-06,1.0432757833189754e-06,1.214457008735792e-06,4.479332717188811e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.01148571256795039,0.02423722140065987,0.02434677375106009,0.27935831592618987,0.014507592294550786,0.009022529603588847,4.784749128461385e-06,0.0015607928900025492,0.03205681064506005,1.1869489611626705e-05,0.023226970206865705,0.024809405559321984,0.018376961968130878,0.02406982987633066,0.014823963781884775,0.09086352552380683,0.030820019121781783,0.2975092575292524,0.01348917579716602,0.03184307826755539,0.024185804004778433,0.09637304239544653,0.01097645577147377,0.00414157431497908,0.025156891002027004,0.00043319646196104955,0.006704875447508529,0.014941935858338029,0.0019187923701129428,6.639666776919739e-05,2.9185814311549763e-05,1.0793409820131217e-05,0.0007135236015107793,0.0002761078304809317,0.0005249079176943283,0.0001185144127169302,3.2663655717080076e-05,7.800260630386191e-05,0.0006938161133565046,6.87446997462704e-05,0.000870326017809564,0.0004364745734375397,0.0003407500702077293,0.007919587989536403,0.0008040819684018707,0.003622115177237095,0.0008350086712329841,0.00029414168650410133,6.559246906490124e-05,0.0013550829686734822,0.0005174795536868615,0.0023504063539951936,0.0010301577081062163,0.0001802099597592033,3.6577002235915757e-06,0.00024907333227153217,9.456062182344738e-05,2.1987207809992526e-07,1.576555718352246e-05,1.0820922302423597e-05,0.0002904161962395957,2.7346715766096708e-05,0.00021527757992334529,8.416494540819386e-05,1.087465098192908e-06,1.1208121979855434e-05,6.752122919007064e-06,9.046054534334047e-06,0.00024124533728642206,1.8932984793273988e-05,1.1593184190417105e-06,2.1209999179205852e-07,4.10109376844936e-05,1.2524927980317457e-05,7.101244691010145e-05,3.501638756286951e-06,2.27557243364096e-05,7.263733384110793e-06,3.741254022227025e-05,7.161462499150062e-05,3.82139551291516e-06,5.163870495650258e-07,1.3183014693218809e-06,9.656958611881095e-06,3.234504967863927e-06,9.69495065730186e-05,4.0542844814694945e-07,2.34881726512981e-06,0.0004538096917343637,8.556845454421591e-06,1.0539622398386683e-05,8.641796299890814e-06,5.5971159369949675e-05,2.340289050284383e-05,6.634358600265955e-07,4.157056779252599e-05,7.776931316705316e-07,9.816159426945248e-05,7.391399667877607e-05,5.049622917319141e-05,1.5012431080485555e-06,9.72243156649455e-07,1.1527546055489779e-05,6.68883590737579e-06,0.0004942438888126954,0.009442066954756356,0.00909105519178377,0.005626242281312255,0.006406795810307564,0.0005535750719953825,0.0014186152950781405,0.013855715265300717,0.0004931464667619068,0.0051986809275932355,0.0013805630857677276,0.0022971125556063843,0.008259090227850763,0.001740331760302638,1.5417942424766906e-05,0.00025053095702709527,0.0009814568617474428,0.0031861469358633876,0.0033866485510758437,0.0002403322583752754,0.0005703294947840831,0.0009469293794377442,0.0021932121379890646,0.0005149916258337939,0.00016951433914558223,0.0002519265690419381,0.00043959410722949066,0.00018753041240904267,6.796814889820091e-05,0.0025958587798253774,4.553214694169583e-08,0.0007681006344939512,0.006360179183311665,0.00023375543137715837,0.00041638434041146866,0.0010330884975666699,0.0010868208016954206,0.0006163720518781446,0.0013786456952220583,0.00035072968980887076,0.00043055826607996117,0.0011556276411228694,0.0009263915204766882,7.454748030832903e-05,1.640824050630485e-05,0.0005153529024783943,0.0004808941928424737,0.0008767887769325355,0.00026213791392981634,3.648401397704504e-05,4.8762216165787464e-05,8.906563738975137e-06,8.744742825017582e-05,0.00020567062420995263,1.1916373221509957e-08,0.0002616017355272504,2.9682750168902317e-06,0.0002921248789555797,0.00018645762066338278,7.653036679933223e-07,3.3245146111582358e-06,0.00012748561102116085,4.4957067517614746e-05,5.188480933338013e-06,0.00037644257215063703,1.6133632282588906e-05,3.6809710302065923e-07,1.3985069340805012e-05,7.486315363580687e-05,4.321671718932052e-06,2.6442985122887563e-05,2.445779522686209e-05,4.712175272203467e-08,0.00011023495771667058,8.035482910928593e-05,6.506379879667179e-05,9.29945702665691e-08,4.412029169564846e-06,2.4432114864580967e-07,1.7553741791243027e-05,1.0667022820598504e-11,3.366508076751984e-06,1.775239657497707e-07,5.350103069012846e-06,5.990865017402314e-07,9.01560659016809e-06,2.826638528796721e-06,1.3411168629628989e-05,9.685249571234067e-07,2.8002278635863576e-06,6.507105965170012e-11,4.773623298737206e-05,2.752936461014599e-07,1.8725398535313076e-05,5.263636910335379e-06,7.161968786917328e-07,1.348696851977138e-06,5.629873319534795e-06,8.208841846268911e-07,1.2195336163145498e-07,1.3010304491967162e-05,1.5657023211268495e-06,7.388045442091595e-07,1.2696473787876528e-06,1.414231019625234e-06,1.22521361740624e-05,8.818273564692447e-07,1.116025823311162e-06,2.9872366802408123e-09,4.42014927592993e-06,5.8905975652834286e-08,2.8298071856003304e-05,4.912993225580919e-07,8.151384955024099e-06,3.3204532385866514e-06,6.185014296278268e-07,4.084160113437818e-05,3.952702019027754e-07,2.7916886997658708e-06,1.6039325632100088e-05,9.196049221671387e-06,9.363223049563274e-06,1.9590076747899587e-05,1.1348719815895691e-05,5.8330366154546454e-05,6.796019660137986e-06,4.846739520836252e-08,9.499300874793448e-07,5.0440170618060165e-06,4.22619192264051e-06,1.7436885579869e-07,7.347967301285507e-08,1.1375708419691932e-06,5.451449949234188e-07,2.493982886431212e-06,2.304445214873496e-06,6.155609355573688e-11,1.6045675388376424e-07,3.004045479038098e-08,1.6509833173916633e-06,4.563777917798717e-07,1.3333132237391965e-05,7.415275092181872e-06,1.2037446136314855e-05,6.950946581429918e-06,1.964503413720564e-06,1.436110704577942e-06,5.543800347673766e-07,7.022374814980026e-07,2.275489958236676e-06,3.300967830188739e-07,6.778374772586915e-08,1.161409086858356e-05,5.513334821793947e-06,5.975378861045044e-06,1.1620300950365703e-05
