 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,H12,H12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,H27,H27,H28,H28,H29,H29,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,H33,H33
1N1S,N1,0.0,0.02355275001353596,0.001428929737793183,7.29923227691387e-05,0.0005673759512228038,5.6233560855378784e-05,0.003148585170876128,9.587010007860997e-06,0.0010232040039124257,6.243289982363343e-05,8.780857443935197e-08,0.00010152741790533937,5.163674763331016e-07,2.7852769553193824e-05,0.007799010625199054,0.0013499272380532723,0.007932738047341958,0.0013782254639448377,0.001179892378335906,0.0021184880656466287,0.00599717175990544,0.003299691740721533,9.151654674521836e-06,0.0006275304871641296,0.0006603791450303653,0.00017313695074072655,1.8885078965080737e-06,0.00037608150269857754,0.0005780338259730733,2.3514429860066466e-05,1.659529842751306e-05,1.1240761618430684e-05,0.0001427031994727379,2.8344395105461828e-05,5.566198835188496e-05,0.0002465333588834717,2.4716955072889846e-05,0.00027042175495783916,5.3961001758029425e-06,6.751253467385254e-07,0.00011538452647297248,0.0002660303894312932,7.9663895566906e-06,6.8194830261519845e-06,9.217662594901421e-05,4.2585549753226815e-07,5.577918044594177e-05,1.2827528500375385e-06,0.00011473266399142368,8.166389514807637e-05,2.992944653357199e-05,9.737209021309923e-07,1.5900393983803163e-05,5.4471038223313784e-05,6.191979410075099e-05,6.497832731877651e-05,1.6505494282448296e-05,1.7992503181796238e-05,6.49023862098197e-07,1.9064040515104352e-06,1.1813746466415864e-05,1.197777039108061e-06,2.6038230904745774e-08,3.160621151188092e-07,9.062187514008446e-06,1.160401633448771e-06,1.0834266843395834e-07,1.5254580798540474e-07,1.2034843810404539e-07,1.8471806972897298e-08,2.0363418695712454e-06,2.1210414440364644e-06,1.3906898659321598e-06,2.226053077425405e-07,3.991398545011293e-09,1.212801776923067e-06,1.0263838736146447e-06,5.146037354575306e-07,1.2433560884900219e-06,7.330079132145118e-07,1.6931472436310102e-06,8.484049533130644e-06,3.729735542634671e-07,1.1937924946137102e-05,3.5844744505908466e-07,1.4284488814020335e-07,1.8500493110806815e-06,2.8835768530743877e-06,9.425790459260952e-08,1.3918814639052313e-06,3.2296303807410887e-06,6.022232461322385e-08,2.89124992591816e-06,6.000476817369371e-07,1.3506728329115703e-06,6.99090408784464e-07,4.258734151330046e-06,5.067924218171704e-06,5.278040776934834e-07,4.99803616094141e-06,1.391699223374232e-05,2.3013538521521326e-06,1.3985819617978734e-06,3.488606156887286e-05,0.00016024882992893286,1.3322436407836591e-05,3.7627772973336526e-05,8.638906990099393e-06,2.7682416613439287e-06,1.1059656989886868e-05,5.2275395678869074e-08,7.3695897678527356e-06,3.1303195807685924e-06,6.288067633475336e-06,7.637229008761182e-05,6.303261019802164e-07,5.611283551587576e-05,3.9141367302875096e-07,2.2847596927499936e-05,1.1401323991577783e-06,3.7578172351615535e-08,6.374905871103786e-07,5.153712177574654e-07,2.5526293578881365e-09,9.665482911258572e-08,1.872473981423539e-09,8.996158809559951e-08,3.526675484533115e-06,5.890909063666072e-06,1.677104356945236e-06,3.819476145805467e-06,1.2490386012142807e-06,6.275546617917627e-07,2.2369499375063384e-06,4.5984370089513504e-07,1.3802285697694927e-07,4.490649783972511e-08,4.562940630337131e-07,1.0981355823280747e-07,1.2469141424942265e-07,1.600655321620792e-06,1.1848043934836738e-07,2.488548256351919e-09,3.3574997382324057e-07,8.37644706264129e-07,4.516615037530869e-08,1.9412643803562446e-07,7.522180451857707e-07,2.0513847140968267e-06,2.667875576012335e-07,4.234929595892112e-07,5.127498009516174e-08,5.002156633349131e-09,4.3608945676787414e-08,3.684766852751764e-09,7.159458784156136e-08,6.9500034616254425e-09,9.367711361063513e-07,9.455417560033652e-10,2.7509762690058892e-08,1.5659295926617744e-07,1.031619256686156e-08,2.6330493341220063e-11,4.824085930721367e-08,6.734512880690602e-08,2.3112067815134196e-10,4.917626528211372e-09,4.462786640235805e-09,8.712433552382493e-11,1.2934167625822113e-10,3.3653094200225553e-10,9.926448552022293e-10,2.3800961201914106e-11,2.572403401401857e-09,3.964036737746923e-09,9.113234167301698e-09,2.1998223687091922e-08,2.993624015346086e-09,3.3555032086241e-09,5.064926256181934e-11,3.516528179758893e-09,1.660909187961579e-10,6.730832113888141e-09,8.024155784269738e-10,7.676192459449283e-10,1.7503529459172995e-09,2.8210156433061684e-11,1.666750071294132e-11,7.767029241989576e-09,5.540027769868061e-09,6.058784585150079e-09,2.8047042466283756e-09,3.37005978678917e-11,4.333223779795503e-09,1.0346390411086759e-11,4.6132164754908445e-10,1.3302902779344095e-08,4.4045056490915613e-10,1.9261725547892183e-10,9.045733051493698e-10,7.309797211974001e-10,1.2367338264596128e-09,2.6978863587601154e-11,9.755934671229483e-10,2.2572416158439523e-11,1.6666928948083637e-10,2.5588239860319106e-11,2.247736163862868e-10,3.6871323771947573e-09,2.1468167243909875e-09,1.4651724278280653e-10,3.2657194726226635e-09,7.214331354532533e-10,2.4767743411757692e-11,7.814539043637936e-09,3.184965668978634e-08,1.44611389529814e-09,6.355450055117728e-08,4.0760822717089695e-08,1.9681875929045134e-07,2.2652954478896703e-07,1.6146788572868331e-07,7.586836903161753e-08,4.03811989402314e-09,1.1234256941383691e-08,5.081640663817666e-11,9.810189938175284e-09,1.952776829128311e-11,8.37579072765493e-09,7.170085303265239e-08,8.023245401389545e-08,3.490004640838151e-08,7.758100850630001e-08,8.005123897092403e-09,2.0334211425776516e-08,1.116802916811821e-08,5.6025260208869554e-08,4.5323181319112393e-10,6.586552331322437e-09,2.7867122887048623e-08,4.7634859529077644e-09,5.285839169144602e-09,1.110175978924488e-10,1.0964340546593121e-11,2.0309770754067813e-08,4.82596207440622e-09,7.190512629762225e-10,2.631181272860772e-09,2.0752231044696146e-08,7.551200775779421e-09,1.2677194849430862e-09,7.114778211025907e-11,6.77584932606834e-11,2.017830347256222e-13,6.985630129907605e-10,2.869767645741206e-09,5.809575043258519e-12,4.96089036516878e-09
2N1S,N1,0.0,0.0,0.025175889724675216,0.003435921308446943,0.012530113856712877,0.2638852686231292,0.04776632257313285,0.00269363187835836,0.020352740267606695,0.001253752127433616,0.00023027372197392815,0.0035445722138096603,6.47147016907823e-05,0.0012480757982673563,0.10408031004466212,0.1580081976485368,0.10460945783893028,0.15757957196119632,0.003435449713988792,0.0056717753236910085,0.060576000338653735,0.03268961354394717,0.00045986955749199865,0.041298616747107886,0.16358627352252286,0.0779070127909911,4.452619838168914e-06,0.021652572869092168,0.031937319910337436,0.0012702629209238037,0.0013422921612364913,0.00042032186286555806,0.004457699491392297,0.00020276571618005335,0.0002952731098437855,0.003893641857534824,0.0019207495102415706,0.007711992986063176,0.00010079956648567645,0.00011625807221538054,8.430050277752343e-05,0.002342771713574443,0.00012995651910951977,3.608607612726189e-08,0.0018813759613538483,3.624625221010369e-05,0.0006710339767628248,9.222086477977953e-05,0.002519754529310969,0.0002778761357391524,0.0004898724748887417,9.077044626915054e-05,8.565967394047469e-05,0.0012648356878353084,0.001693968669036039,0.0020030929997609803,0.00046452906135519,0.0007160325593340566,2.560314929178631e-05,9.93130273370113e-05,0.00025982352919484697,2.7777453240007688e-05,2.2346297128050807e-05,1.9532649508269273e-05,0.00022064155504653016,8.104804811992494e-05,8.605731094402103e-07,1.3725107064210817e-06,1.1112727395623523e-05,1.5581776075190845e-05,5.621921590615031e-05,6.849574041956075e-05,4.964499454462867e-05,4.677381801521108e-05,9.428449132542482e-09,4.998699726121991e-05,0.0001131134580014681,2.6218338363248606e-05,4.327607010945478e-05,6.766892687148918e-05,5.514123730510079e-06,0.00013843203551289207,4.793262031288492e-06,0.00033682352250163916,1.042010729168652e-05,2.336583853956853e-06,2.1282590765725473e-05,1.173516579999756e-05,5.6709382492137195e-06,6.183600214582086e-05,0.0001745042934102603,5.184466817631517e-06,0.00011513854667577483,3.364501585112478e-05,2.678343486106627e-05,1.3125875121033914e-05,0.0001485344385256937,0.0001756263553187587,3.6187440298984797e-05,8.038901551543631e-06,0.0006774090510841546,0.0003671205608264394,2.2225163641031997e-05,0.00013572034712705516,0.0003580196473298436,0.0002624451086612467,0.0007661184796803333,2.2454958641393574e-05,2.715534925323837e-05,4.4115189076876504e-05,8.840993159786592e-07,2.9070723829960343e-05,1.893636594796355e-05,4.4824695763168165e-05,0.002710295378158367,0.00010731860288659689,0.0014257117733471603,0.0001123076772913123,0.0033195912980978903,0.00024971800048323445,0.0010042950676059093,2.0079321638721837e-06,4.64477767003757e-06,8.141681191853323e-05,5.870721777645471e-05,9.697411012643542e-06,2.877254857702738e-06,4.737765786355652e-06,0.00020114947626126423,4.229181732240406e-05,0.00018714015348564317,3.458489778029872e-05,0.000263753900265673,5.165635210158115e-05,9.195303047748737e-05,7.953878240063439e-05,1.3654583523869945e-06,3.833361334582008e-06,1.4698164951809645e-07,1.3369680520458616e-05,6.573659706532453e-05,0.00012268229625611582,3.0307044225352797e-06,9.135469305920907e-06,7.759319179179158e-05,3.156180284236143e-06,2.2666501855894694e-05,2.567827262378586e-06,3.3404559167671266e-06,1.6873341373013773e-06,3.784372815118786e-09,6.991704881720295e-07,1.4416053684129793e-08,2.0954538489270647e-05,3.872090602596856e-06,6.592848124320483e-06,1.8723635206718825e-06,2.64013050266243e-05,1.3194272541205976e-07,1.4131405392525664e-06,2.034850642118613e-05,9.445645323680196e-07,7.260090306715483e-10,1.7839551067488912e-06,8.02859759696517e-06,1.1765694463150567e-07,2.5891928601140535e-09,9.609763158557882e-07,1.9978722165525653e-07,2.5579981977053023e-07,1.9043944199381713e-09,1.0590377064190193e-07,1.1524122101036482e-08,3.880473142814367e-08,3.588906860585439e-08,6.430030219384264e-07,1.6860568012866395e-06,2.818043092212008e-07,9.757292707135434e-08,1.3137937582285986e-07,2.456235730363687e-07,2.793945697021627e-08,3.118909814858739e-07,1.744748143739372e-07,5.723734839424566e-07,3.027807760069834e-07,3.0555780128338483e-11,1.5579404433196942e-09,1.0529052145713536e-06,7.866269995382424e-07,1.0128569867262627e-06,1.080253664298425e-08,9.343903428771227e-11,8.243028837284783e-08,4.885123594533525e-08,3.326327728814249e-07,2.5947917978719204e-06,5.693552296293092e-10,3.9755075320613287e-07,1.2912657609831513e-08,5.666125355574536e-07,8.379505089806116e-09,3.3003786370500166e-08,2.8377595140405276e-07,1.9702061981874408e-08,6.355091830556603e-08,5.694413873769122e-08,3.446476859458869e-08,8.543613105871373e-07,3.936124985948197e-07,1.9364551295808496e-08,3.0788274152371287e-09,7.758106512767426e-08,2.294448098183466e-08,3.0714681020782564e-08,2.0039143322492237e-07,6.375775640776737e-08,1.8371425700713928e-06,3.2476729838748497e-07,2.4893404906300987e-06,2.6384030191728414e-06,2.172064849759181e-06,5.390440405150798e-08,2.0724923843751242e-07,4.105656232766819e-07,3.548426341648536e-07,1.0457711869804598e-06,2.105810437136313e-07,3.303245210695138e-08,7.68823337438107e-07,3.742761414127216e-06,8.9889991672365e-07,1.1629571319282661e-06,3.995104247422887e-09,9.14133795326677e-08,8.272809015608118e-08,2.060445241092168e-07,6.582121958587095e-09,9.48530514133239e-08,7.796163599138595e-07,2.2214439909795658e-07,1.8476676855172514e-08,1.1804681676608197e-08,2.1135421279794286e-07,2.8225047188357166e-07,6.220965254044586e-08,2.9932904155316464e-07,1.2882691446947092e-07,5.090602517299203e-08,1.7830386944694965e-08,5.2378189341339976e-08,1.8810272006675177e-08,1.7548593689298286e-09,2.2002368815776663e-08,2.3198624576892257e-08,6.832526189270993e-08,1.3276935106887322e-11,3.2646946035441715e-08
3N1P+1,N1,0.0,0.0,0.0,0.011793743396623313,0.02287321526226105,0.031099282670640438,0.24207360404367684,0.01486184550538816,0.025613278461817934,0.012691740571576071,0.0037897405353153335,0.005860887458668307,0.014901740354219761,0.0003876519837895387,0.058582352897198486,0.051158456774226924,0.04758307370450643,0.011435798498020233,0.010974355796947721,0.06476772335498326,0.18569511189421295,0.12890403283169682,0.0010986119721159149,0.01959959056676519,0.02280388642426523,0.07120555806773332,0.003534056787794171,0.005766205454040829,0.020416234034001945,0.004961516693572365,0.024386049509620422,0.001072824943753714,0.004787157261231023,0.00036295792298401963,3.876586385231917e-06,0.0023643426693027436,8.902088567763755e-05,0.0003608813262721,0.00024084096327303683,0.000722808805797559,0.0005564309823800073,1.7499125283038097e-05,8.471876519822175e-05,0.0017943687365840066,0.0019949084298491737,0.00013695762540200107,0.000312529828315089,0.00010567602029754042,0.00010634574644718953,0.005217034404806142,4.1336048748341625e-06,0.0001947993701838513,2.293469188896502e-05,0.00031861224794749177,0.0003052583159601774,0.0006292227213995361,1.119184874598389e-05,6.710490100303446e-05,0.0002586979790262234,2.2055172428370184e-05,1.9848319876558662e-06,1.6092386117438906e-05,1.2212353495577588e-05,4.046646079780558e-06,1.4130258376710003e-06,1.8509773725750023e-05,2.1101770686371424e-06,3.423807077185259e-05,2.0890480438851e-06,0.0004037839721040548,5.9735527433879554e-05,3.245004421925657e-05,2.507292129028116e-06,4.200289612787955e-05,8.338376033156791e-05,3.140936574674846e-05,1.087025913726336e-08,4.7184125562260704e-07,3.501167368802349e-05,2.346816476705982e-06,6.651654982370303e-08,2.1965715375493744e-06,1.8728496873343659e-06,4.947776547981064e-05,7.670136253690174e-06,2.9436981741071122e-09,2.7727393687726476e-06,4.88914810858887e-07,8.779722664442602e-06,3.883793181724826e-06,1.47781515422718e-05,2.774954481754577e-06,8.672306725854284e-06,1.3486995529277124e-06,2.0880297260106317e-06,2.2277531798842176e-05,1.3022763259318282e-05,9.805754328517935e-07,0.0004844739766864947,0.009144926210205906,0.008014329479105076,6.531714545410239e-05,0.011582934806005252,0.0005905082754233959,0.00772938909518972,0.004828348049123132,0.0005058892499438805,0.007230162228343273,0.002635079981233135,0.0012650538720389015,0.00014116095488514446,0.003207970331830623,1.5273639492274782e-05,0.0003176472244588169,5.172758991767168e-05,0.0012688267918679053,0.0021967115729855102,0.00024064226279119083,0.00026838146190044654,0.00035666703871095606,0.0008463895018460121,0.000632121302293509,0.00046491014693850197,7.811854301209564e-06,0.00017923880740178255,9.063024177358159e-05,8.891598550642144e-05,0.0032173375694433126,0.005424227520713032,0.00012332053124453068,2.597208443377852e-05,0.0003484941411122655,3.557548989396864e-05,0.0004686996266625165,0.0008865951774303937,0.0008657733694450442,6.092733169715814e-05,0.0027512129756384063,0.00011000070773214965,0.00029348939976370225,0.0009163423048246244,4.07020991679552e-05,1.808014820170456e-05,0.0005809821451756569,0.0007978894638105416,5.606317259321258e-07,0.0012268856009072238,2.9440403729541487e-05,6.42244517301549e-06,4.6644954787566917e-07,0.00021439084689722776,0.0003614953595727499,2.3671219270937627e-05,8.74661738581306e-05,2.076304999709677e-06,1.560109892362327e-05,3.2629471582446e-06,4.363716199051737e-06,2.884171856010198e-06,8.257801844191448e-05,0.0002645955732831773,1.5979530040066692e-05,2.606546015027078e-06,6.908863436017043e-06,1.5934013850582573e-06,1.4045982137389501e-06,4.015961703984772e-05,5.396791157874503e-05,5.948150763046556e-07,0.00012352147334149244,2.6937816866023923e-08,8.55773496510892e-09,3.250196704795982e-05,2.240862393421139e-06,2.2007947242386194e-08,3.328026920712546e-08,1.9531726147548056e-07,4.2232700847577576e-07,3.4584968755524415e-07,3.741157161840647e-09,2.5568527295405374e-08,8.644180993222506e-07,6.717112066567665e-08,4.398387432047457e-09,8.197022934197662e-06,6.786836783678751e-06,1.3048199587473164e-07,6.625480390987093e-07,3.0510389086302325e-06,3.284136421921602e-06,4.109735245894086e-06,3.1283501655821055e-07,6.996860868468957e-10,3.8508172206519475e-07,1.3714861124558553e-06,4.97584151255559e-05,5.926363137032098e-05,7.103198540470146e-07,3.938049182661274e-05,4.451586566478483e-06,8.718465061008374e-08,1.6126480062439441e-06,1.5589298858031952e-05,3.445855364714312e-05,1.0242685271055763e-06,6.024397793957803e-07,1.1499173413476171e-07,1.510784149560962e-06,2.706969226506928e-05,2.4877005970758148e-05,1.5515763713835895e-06,9.654347099541383e-08,7.127535070594604e-06,8.95290508395874e-09,3.2736700661395446e-07,2.6303831360152685e-05,5.743867398599889e-06,3.8348560512435625e-05,2.1799718579629257e-05,2.460308499152575e-07,8.150782859317474e-06,2.189234664662365e-06,5.853756954721234e-07,3.0128252721972615e-05,4.062722751108083e-06,1.6835310949758764e-06,6.527117772048285e-06,1.2181233811414671e-05,3.080765642593519e-08,4.6529549990736996e-08,1.5902354952856967e-06,4.995527204787464e-06,7.821190660894928e-06,8.344561663875538e-08,3.6984826889963074e-07,5.9089068233930675e-06,9.788105829411364e-06,4.5851306862410013e-07,3.4834302515829307e-06,6.29077467007022e-07,6.780671555350892e-07,1.5035512967997988e-07,1.1061254667765752e-07,2.2367435694725657e-06,3.1004054328320763e-06,5.6478783871938276e-08,8.761460588146974e-07,2.725515084733843e-07,6.41561865855067e-08,1.1316491921320448e-07,6.743846681089849e-08,2.3847904029317135e-07,1.5141069256152662e-06,2.665369601473344e-06,3.5623294092346214e-08,8.002267737339253e-10,1.555473794212503e-06,1.375123239721887e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.005812135819909692,0.0016094146283944788,0.017759013595196382,0.27608076356422373,0.0063084430445963235,0.018440240181915257,0.03802339444084213,0.0001991808268311246,0.012183130627755778,0.0010438652222706235,0.0016467759080294186,0.0010894871116597926,0.2988785314049802,0.20281045845300882,0.005831399942233029,0.03878901427239834,0.12215011034743739,0.05664861592865744,1.556964196192112e-05,0.01879318677750863,0.07437390447630232,0.0016094420174637136,1.7249572792366052e-07,0.03546425274159626,0.00613258053258714,0.00027945668855244854,0.005674098813129191,0.00020701666826283827,0.00010471765153496904,3.35220029512584e-05,0.00034622617704327396,0.010030805748903138,0.0001108741491275822,0.011815644433748052,0.0001354779231577119,0.0008886076976724055,0.0024603776211327144,0.00313457201111067,0.00016860737708102036,0.0009939642462488685,0.005812892063413289,0.0002828853468999082,0.0039038061931933044,8.782226809134208e-05,0.004335749753200169,2.0124367166030055e-05,0.0006588182100633055,6.989318531047672e-06,8.626951079282463e-05,0.0023115087825598124,0.002258145482121776,0.0021979785077754777,0.000681919148341148,0.0004449928045509033,7.28143954007443e-05,0.0004375359484702912,0.00021021324670522645,0.00023585326269848217,9.017908251696127e-06,1.546395195450856e-05,0.0009431468814617983,7.139031826808306e-06,7.436056979059913e-07,1.7195132480996023e-05,2.4143299848233823e-07,3.712262329669258e-05,5.714578265703096e-06,5.773011126430916e-05,2.2908065615112605e-05,7.785483533417903e-07,2.3312570482936223e-06,8.526459804913955e-05,7.702132627041003e-05,1.8557321378454006e-05,0.0001702986349512159,3.239689940826018e-05,8.711311886733242e-06,0.0003718727692541002,1.2983988653125778e-05,0.00043171856544388376,8.341947706824726e-06,1.361753897555218e-05,8.397886723976455e-05,3.5912550253591746e-05,9.526269493242978e-07,0.000142751560306964,0.0003064016115759127,7.431061950002871e-06,0.00033329733601239475,7.619902422129066e-05,7.090407057575021e-05,1.7835205321059533e-05,0.00023002579582653837,0.00025385710670988715,3.0314421199939545e-06,0.00011704720711058769,8.388843111228894e-05,0.000510447740014186,0.00014830285647571273,5.410573895225923e-05,0.00023461474969144192,1.7681026216465057e-06,0.00017833455144833366,0.0009713713044026129,0.0002731810533962431,7.125102715854759e-05,1.4126573833816991e-05,0.00046263831668302835,5.101284221709079e-07,2.9291373180750924e-05,1.5162552768899218e-05,0.0003723613336332754,7.687359830077511e-05,3.114083150057567e-05,2.8236083751576047e-05,1.0325338155592334e-05,2.9199480913177922e-05,6.524579409861175e-06,3.105207134934673e-05,3.306848829831566e-05,2.89174563783412e-05,9.525843588598093e-06,1.0262769854829656e-05,0.0002040801191980357,0.0006400827164370071,8.55785895281791e-05,4.6147462202661416e-05,9.587038595881836e-05,0.00011174293201632324,1.2442777718835174e-05,3.01245210998502e-08,3.636647277316385e-06,2.6358779833701718e-05,2.6007909723624323e-06,3.151269921652933e-05,4.4664336185107345e-07,4.791756836075578e-05,8.493320584612718e-07,6.168544710583035e-07,7.911851406472437e-06,3.463746363241427e-05,2.090693439704694e-06,5.525274249595924e-05,9.376690619511407e-07,1.5570752909255248e-07,2.414953845786272e-06,7.497292306979375e-07,8.294058674751525e-06,2.231660067852914e-06,1.4792704128296918e-07,2.729099745524266e-06,1.7539002997946085e-05,8.468758907920204e-06,9.56857315914661e-06,1.2141198668658149e-07,2.6163784565547132e-06,8.159174002653202e-06,1.876141825896127e-06,8.178194268460004e-07,5.257093964594617e-07,1.1578324077277102e-07,6.016615534676362e-07,3.2048866627221173e-07,2.0821979940244262e-07,1.3534140475002232e-09,4.208462228483256e-06,3.9650061234297596e-08,1.7830037890576023e-08,1.8781982120685825e-06,2.8776080318593245e-07,5.478971720762615e-09,6.317907530473121e-08,1.8670988977120828e-07,5.0181192534637376e-11,2.0639217668261267e-07,3.880520882404426e-08,1.0790723425913029e-08,1.534773286238078e-08,7.480433916740026e-08,4.884947690797503e-08,1.6151282244969423e-07,9.133913869696642e-08,1.2186457754026492e-07,7.175280192228684e-08,8.74538419459725e-08,1.5755855642396455e-07,3.4153459793628826e-07,9.93664617254808e-07,4.640458772797729e-08,5.528245861086134e-09,5.3091384843995115e-08,1.9013895422581584e-06,3.0598589115804486e-06,1.5575190914773884e-08,1.4934347989381536e-06,8.34796880511135e-08,2.1246124859430893e-09,5.2461240684920085e-08,3.259844123526534e-07,4.039941379208045e-07,2.724003624887672e-07,1.804092653046041e-09,1.5027085131791296e-08,1.1595685633913888e-07,6.668990581992773e-07,6.924160333987572e-07,1.1784989872865026e-08,3.994228015002932e-08,3.78721207283661e-07,4.047084756209074e-08,2.268466436916583e-08,8.359277230418627e-07,1.0980865678966722e-06,1.090037118789411e-06,1.1030712712134516e-06,5.704044272469844e-07,2.1629732671613056e-07,4.2231376573553803e-07,4.029812807893052e-07,9.733026584690663e-08,1.928752559665625e-06,8.451299216005737e-09,2.984108626868931e-08,1.913198266478844e-09,7.272704660721274e-10,3.1021803525987934e-07,2.9002454349225104e-07,2.419634792971692e-06,4.3907381774843657e-07,3.016654304133226e-08,1.9984310708487385e-06,5.952262558395205e-07,2.8098501290152456e-06,4.3257139159535996e-07,5.016782544942089e-09,2.6187746016148594e-07,9.913475815803707e-07,2.0859473481849022e-08,1.035509455959982e-10,2.3067059373715892e-10,5.5131687659581985e-08,1.1247898079602692e-07,3.1810758471806366e-09,2.0044860438162004e-08,5.294185223547743e-08,5.3081685713607385e-09,2.861309100765652e-08,4.717294066480804e-08,1.506299767140007e-07,4.466350067566793e-08,1.8845086491303675e-07,2.659273912186677e-09,1.3406124654835594e-08,1.084580869559204e-09
