 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,H18,H18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,H30,H30,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,H34,H34
1N1S,N1,0.0,0.02367882554888534,0.00050534420719206,4.843181402458541e-05,0.00140935550933885,5.8257320695753734e-05,0.0014754126259182154,0.00013761566310521722,0.002265784497752943,9.787698228153063e-06,1.2424245842163062e-05,6.866322815111958e-05,0.00010666397312125708,8.610135116299267e-06,0.00792604053987267,0.0013553991091800333,0.008098450922313427,0.0014145169905178667,0.0011750464524171444,0.001966271289754795,0.008689904189934206,0.0002724471654942384,9.953430186726564e-07,0.0006174347627281307,0.0007931989136857887,1.170255409244092e-05,1.7857506635854392e-05,0.0008696004392112766,0.00013727311618788596,5.9606247593269046e-05,2.908911216126242e-06,1.976450874827118e-05,0.00014895364104927644,2.792974072063359e-05,3.5629519069518834e-05,0.00023808621075116498,0.00013310455999659965,8.078522353960338e-05,0.00010247294045773181,6.714121985051946e-07,0.0001846295110159435,3.26967685517765e-05,1.126342103852096e-05,3.0141032052621863e-05,7.321772748256072e-05,3.519489002849763e-05,1.4744570481228791e-08,2.1637827838927315e-06,0.00011919109026292674,9.479028583903037e-05,2.9796617224686628e-05,1.215391766551388e-05,3.320772882647871e-06,6.053858440893678e-06,1.7495382703791584e-05,6.246035340917722e-05,2.077950501253034e-05,6.612867054767158e-05,5.614191627745235e-05,0.00021198396849642087,6.115408928408783e-05,1.0980021010409402e-05,1.9988818420468846e-06,4.047238179150092e-05,3.1956479331629595e-06,2.493065026032415e-06,7.824159987956936e-07,2.440232282061028e-06,1.1267946179865929e-06,1.0412310847002226e-06,1.797759778598973e-05,0.00015599825079681828,3.8339273700227494e-09,5.799958672003669e-06,2.8426065686204538e-05,1.0775124554829318e-06,9.878390823114813e-07,4.1838723653153664e-05,0.00011191188179926481,1.3234741669365668e-05,9.513777994596406e-05,1.4799875848903188e-05,4.294159749562709e-06,1.9294612319642468e-05,1.096685410206799e-06,3.960087477938856e-07,1.3481202987275509e-08,1.6622150853518036e-06,9.735111825781573e-06,1.7322728567137347e-06,5.521749546266719e-06,4.9965259707462906e-08,2.3927331877171554e-05,8.6297879575703e-06,4.145384480125358e-09,1.1287216800659472e-06,4.427673536283594e-07,2.718844515289809e-06,2.7096363132417256e-07,6.725347555247563e-07,5.342944696257179e-07,2.4089798533744045e-07,2.2571877541732732e-05,6.7248053265966945e-06,1.4941053061434673e-08,1.585084929978109e-08,1.962450138459637e-05,2.39464887696883e-07,3.845869089857956e-08,1.8563580533870194e-07,2.339534215287098e-06,7.772417615625749e-07,9.757466923332458e-08,3.4253485048374444e-09,2.1424706180273034e-06,2.6236119365918853e-07,2.5042698176269695e-07,6.760558224350177e-08,9.318430631566343e-07,2.0200055717012333e-07,6.220539496837318e-07,5.412382764191648e-08,7.785315059294362e-09,1.2978036645350244e-07,1.9385897886969872e-07,2.48437659333689e-11,1.239205170977531e-07,1.6659473531244195e-07,2.120045984876917e-07,3.1997912652848015e-09,3.814950355618407e-08,4.550502497036035e-08,8.66456700276963e-08,1.3255975828130317e-07,1.230253554584948e-07,7.242195638745841e-07,3.2331159527387854e-08,2.4339841253606664e-09,7.154765668815344e-11,4.064310088480738e-08,5.271260539174705e-09,8.139683649321938e-10,9.62737267684588e-09,5.2172176023823624e-09,6.297920157605219e-09,1.1447601117042794e-08,1.6040139882989024e-08,3.853197316772139e-09,1.028789864410129e-07,5.7335357461774095e-08,7.69854319182528e-10,7.250737787956041e-10,4.942940501351245e-09,1.473707036403482e-07,3.455647124006589e-08,1.9003776330350775e-10,1.40312137464349e-08,4.0222610797613356e-08,7.054767436898146e-09,1.5311429624187411e-09,4.640933831678851e-09,2.2865665194604645e-09,2.7012717063179537e-09,1.1270063771107175e-09,1.0699469088493174e-11,2.5703590367243123e-09,3.9513059491014246e-11,1.2969603835344401e-08,2.078550664919021e-10,1.0589751298084593e-11,3.2453679743582597e-09,2.3198852616701515e-08,2.9372486665124597e-09,5.589947948969609e-10,5.023882310162264e-09,6.342247838020398e-10,3.698141515240394e-10,7.343695096473368e-12,2.0393020605524725e-11,3.602107501166074e-10,9.35655999900753e-09,7.074998076284089e-08,8.313621058242404e-08,9.28673811184666e-08,4.964540623042524e-08,2.5049695651091497e-10,9.37610411533285e-09,9.783692300757707e-08,2.7236950472797616e-08,7.260775314321677e-12,4.918598320302614e-09,1.0262365957025565e-10,1.7804285823430632e-11,2.6619302873065465e-09,8.285040720146242e-08,2.5152171700959514e-07,4.5504433554555135e-11,1.6688606052639443e-10,1.038201968839303e-09,3.8265467461329195e-08,3.158325379004623e-09,2.8630431359033537e-11,2.11507344971551e-09,2.603877224949258e-08,3.5328047154337128e-09,1.2625178680281124e-12,1.4544139503858133e-10,7.076200736477745e-12,2.5230476041748773e-10,8.695683617609973e-10,2.3563373474644322e-12,2.124767028988117e-11,3.411523563645602e-10,5.249320755851272e-09,7.713031324740882e-09,1.0472196665389788e-07,3.614990062850154e-08,5.688440829487718e-10,2.716431524163454e-10,9.24192233853205e-09,3.3513569697163348e-09,1.8258359546496905e-09,3.5619443505829906e-10,5.346834086594754e-13,1.1212759887246904e-10,1.968123844453551e-09,3.1759428420485847e-09,4.484973503693368e-09,6.278105812995705e-11,2.701732171317417e-10,1.6635437471990144e-09,1.0088110347084012e-08,1.6567056615457432e-09,9.82836034779666e-12,9.903833309010679e-11,6.774552918642485e-09,1.881298894446104e-09,1.6148415937777827e-11,1.2138930138849702e-09,1.0116005810800743e-09,2.4712427937334525e-09,1.2215277678251368e-09,2.6248914153370606e-10,1.721540687782408e-10,1.9687756927511124e-07,1.650422620791403e-07,1.552547199690224e-07,5.228629196274426e-08,2.807978463081895e-07,1.1930923249359182e-08,1.3164164835988146e-07,1.1006406930302859e-07,7.275976210419088e-08,3.759110439593982e-08,9.404274303737026e-10,5.792239221591444e-08,1.1046130676817256e-10,1.2103649527084315e-08,7.538975481391486e-08,7.590085226993892e-09,4.44379302244613e-08,6.983758193968015e-08,8.914261151460323e-07,3.692224666007604e-07,6.737571611736826e-09,1.413813335071623e-06,4.004868322526889e-06,7.381372460479874e-08,1.1298265156778342e-08,8.092373715573586e-09,2.7891165627069725e-09,5.323926502431853e-08,4.563490141329396e-09,1.2701169449513827e-08,2.6176449230419507e-08,4.237963535658196e-09,2.0624538055180608e-07,2.0408119638659628e-12,1.1871497784810003e-08,6.006302122329998e-10,6.200194446748242e-08,7.632518506106578e-10,1.5218935833782865e-10,2.1771091041067336e-09,1.9533803741200728e-10,1.1361891011363312e-09,6.383904516127359e-10,1.4525258773545602e-10
2N1S,N1,0.0,0.0,0.007249599673864182,0.0007974674627160283,0.029547751756882068,0.2631910235428463,0.01868678257439793,0.0016691204678513927,0.045099066902528406,3.6564062888544413e-09,0.00016295636477070552,0.002284308360122944,0.004879049424221238,0.0002745108262807161,0.10662927239240938,0.1597378757047072,0.10980902704632545,0.16153777568711947,0.0032778302308724694,0.004627741696735299,0.0893866787276627,0.0016754194877939277,5.378547846657256e-06,0.039380224711534684,0.20233587894649974,0.0069836459665753026,0.0007293605290628058,0.04151162158341326,0.007357059150423506,0.0029705447097150284,3.894078901223175e-05,0.0008069298728028418,0.004931462616784454,0.00023383430503987057,0.00019402304866833475,0.003131835835507246,0.005797894627862732,0.001930824626690253,0.001651801001379738,2.291871314774596e-05,0.00021274878643051665,0.00025217122213971876,0.000278742730558168,0.0007851813251786854,0.0014441640974105496,0.00015678669398755396,1.8119583800046968e-06,3.7334987255110974e-06,0.0037583943240449003,0.0033204774570463336,0.000463612830533755,3.630571894586154e-05,1.4064715567752017e-06,4.9110378927297305e-05,4.781702514344843e-05,0.0002068171881173253,0.00011304776308818099,0.0003129862459974042,0.0009003112069350117,0.0037549857783729657,0.0017089720232719152,8.723536965460355e-05,0.00025572053293299035,5.652320650373355e-05,0.0002332347514619748,0.00012826789621955825,1.1252935577577006e-05,4.8843694923972336e-05,9.9207565643189e-05,0.00012694676982882847,0.0002850111202414851,0.0011200975512699607,6.139721547393506e-05,1.5744765713421316e-07,0.0024080991185715384,9.069972371156254e-05,5.829076625829543e-07,0.00017857605279480993,9.284097368178479e-05,1.2484109515042974e-06,0.002555162322555926,8.54041385254245e-05,5.571293926198706e-07,2.892395606046705e-05,3.8558617011075214e-05,8.92094872608773e-05,5.513298464432381e-07,4.5451359980130945e-05,0.00039427065570896147,6.200942006717725e-05,0.00027958262445837434,1.2778204759644751e-05,0.000758821688100042,0.00014183387083566146,9.660131080035939e-05,0.00012841276792174838,1.6905575271897177e-05,9.429207421107755e-05,7.691541918930511e-07,6.205933522451801e-05,7.657209146749722e-07,1.852886444986268e-05,0.0005983512551446246,0.0001338269376911505,2.7329963701472337e-05,1.6663640423075776e-06,0.0011735598898834354,0.0001716065899142194,3.7521271467610973e-07,1.3807439924740095e-07,0.00013959631023596764,7.059106628037881e-05,9.625770329035888e-06,4.87602025089906e-06,1.5996136262241833e-05,0.00018320607640553987,9.120420638719651e-07,1.95961496096686e-06,5.329662748998487e-05,8.250845272783636e-06,6.764107195245117e-06,2.2133119648160005e-07,7.708965355401887e-06,1.1482166426546314e-06,3.7067851588190592e-06,9.666345746062177e-08,6.499185253305839e-06,1.3537273921837567e-05,1.9782847383131852e-05,3.522971436797917e-07,3.4235198014265222e-06,7.896320095568399e-07,5.102927840283655e-07,7.142600089160567e-06,7.153124023329127e-06,3.829427185086942e-05,1.7014004423110407e-06,6.050309258043285e-07,4.2221781271223335e-07,7.691980361101969e-06,7.303300186833894e-10,1.9843372878192156e-07,5.451805595857451e-07,1.2184092357259146e-07,1.0951358884181417e-06,9.069536976991088e-07,4.885460795911456e-07,2.8256318174157968e-08,4.685646351365591e-06,2.928917759437155e-06,3.186583441561197e-09,1.05479713852219e-09,1.7011509090281152e-08,5.985890453530374e-06,2.0889229079834593e-06,1.4408048087943826e-08,3.8091314280563893e-07,4.606897188175196e-06,6.316379517201653e-07,1.5205471237678125e-07,5.520849941653694e-07,1.3860543957022742e-07,1.5623622107163726e-07,2.267325696081457e-07,4.929276986587183e-10,2.0509032694349116e-08,2.2738255722742906e-11,4.2945754419321247e-07,2.702661650033633e-09,4.493752481238289e-09,8.918273231017793e-09,2.2222797690929497e-07,9.122977040476599e-09,1.629352097687331e-08,4.5283416527652776e-07,9.705234527146445e-08,5.981398443211106e-08,2.042088276255072e-09,5.494666943661741e-10,6.611068137374332e-09,5.1929725630728285e-08,1.905163883986205e-06,2.3820661758655604e-06,3.7143757301016933e-06,8.657056458361012e-07,7.672729118723964e-09,8.756433933498897e-08,7.313396173103115e-07,1.859295921669002e-07,3.1293678759425347e-10,3.783209134855525e-07,1.7037982136258734e-09,6.065661306564607e-10,2.211261840301404e-07,2.0518887762221993e-06,3.1216096396669e-06,4.549693954913892e-13,6.84736711775713e-10,8.029524467545457e-08,1.586280233389914e-06,1.2120253511938017e-07,3.698334971602435e-10,8.704827569872009e-08,1.2795813582044957e-06,1.822666058082234e-07,9.160516789563644e-11,2.184367020596767e-08,1.4324852415370515e-10,9.99631200038209e-09,4.312960055763426e-08,8.161404885242973e-10,7.74296626815385e-10,2.1525559112944848e-10,6.871596980317918e-08,9.750940632713423e-08,3.3495409565986733e-06,1.158501869547024e-06,2.4515289798188178e-08,9.373033460491342e-09,6.179727476407493e-07,1.8101096666001126e-07,7.706993820910668e-08,4.975543510532532e-08,3.3904656859817806e-10,7.305236415788841e-10,1.2369617485852302e-07,1.2793721948511916e-07,4.29986442007646e-08,6.366907001620348e-12,3.855094909965828e-09,2.338942950430578e-08,1.3475446714039663e-07,2.4193652858883752e-08,1.4717440599554266e-09,6.104450278598961e-12,9.881284457335937e-08,3.064316977940962e-08,4.374396400663727e-10,8.377577698226446e-08,7.473625029952302e-08,2.029464194475139e-07,9.764803787781773e-08,8.278326468769137e-09,4.452630264495383e-09,2.0313632644874957e-06,1.1934758529008604e-05,9.313879562267147e-06,9.61397365273342e-07,1.6093917688309034e-05,8.020058439583977e-08,1.2341492682921285e-05,5.491056174644626e-06,7.193922214376869e-06,8.182609756435255e-06,7.528531384970449e-07,7.816286350603718e-06,1.488167374219529e-06,3.0892422526740404e-06,7.221917213140472e-07,1.5040618945860729e-06,3.2611769076318353e-06,9.564843071796503e-06,6.677702641955108e-05,1.355938312919136e-05,3.66145078700697e-08,5.812959563700204e-05,0.00017923998386626394,5.5586699201359835e-06,6.098332088200209e-07,2.1763413848852053e-07,4.972557685611889e-07,3.0339827128411656e-06,6.916191375161418e-08,1.9630842302831297e-06,1.3636500968416954e-06,1.726653318101512e-07,1.607493612043598e-05,1.7578824840214224e-07,4.044538224334815e-07,2.5645033208121504e-08,4.345309985165358e-06,5.8431266714009666e-08,5.546421522062417e-08,5.423246238756008e-07,1.6103269318001878e-07,1.3513402907783245e-07,2.847585434118116e-07,1.4232124070368002e-06
3N1P+1,N1,0.0,0.0,0.0,3.5994574474340624e-05,0.012766681719121653,0.012257874511246936,0.2909888746700253,4.824035586548092e-06,0.014495974006577317,0.03561722479626739,0.01366051362845866,0.00964126492248063,0.0020367879921867615,0.0009417668680307134,0.1274623479849204,0.08707075228621086,0.016338026978055975,0.017992562462108008,0.014027792976746944,0.08875519201140092,0.3065309230309037,0.01712516319323454,0.0006894871565914507,0.03568836413348242,0.1307545205285603,0.006518954008998712,0.0031805042356212176,0.026483276783313192,0.007939923250041003,0.004604228424649914,0.0007397430311615327,0.0009259650723123514,0.004287619686109245,2.3243573390896444e-05,3.968168742796152e-05,0.000123668879783434,0.0017447416749742928,0.0012775600556533817,0.0009282721572607677,0.00016714441444865002,0.00014170837259053215,1.0295879979249634e-05,0.00018550322180699297,0.002671979395651114,0.004206915432107827,0.005624383956132517,3.6777221388062387e-05,6.782629132495721e-05,0.006120328308498735,0.002034533378833636,0.00030565077251099027,0.0003566871455142895,3.924931655241437e-07,1.577546372466543e-05,0.00018213286549140228,4.659989987443325e-05,5.699101677247853e-06,6.519422989503809e-05,0.003233444127020757,0.0006531884082106032,7.922591745890273e-05,7.127532662298819e-06,0.00012285490626151585,0.0006841397114345504,4.861646357046112e-05,0.00043497507604217667,2.6594808577584672e-09,2.48730566896338e-05,8.292613478899646e-05,1.476290266166913e-05,0.00041575206892963124,0.0006919449680768963,0.00030687671420071005,0.004703383166266395,2.9496413307406044e-06,0.0005374273772535965,0.011763609040242873,0.00033834254023634713,0.008934839030019681,0.00017364316263535073,9.564326561850578e-07,0.003474744578672695,0.00038398259197247597,0.008729786530027983,0.0017919742968988128,1.2000085902741375e-07,3.981557911814093e-06,0.00020321006331469604,0.006932773130507108,0.0002307746259355703,0.004436225373490643,2.9177816784908828e-06,0.0060530076042750736,8.610223720761923e-05,0.0008756334300086266,1.2945280415177507e-05,4.7945501793211776e-06,0.00011301707988153886,0.00102660282034428,3.920020510417288e-07,7.54292488669428e-06,0.00022082975590320686,0.0027854396952369243,2.6467844155941833e-05,0.0003259331720064651,1.8608206489023615e-05,0.001699671610785991,0.00033132286300752156,5.417731514079094e-05,0.00020096483042619795,3.772432081428079e-05,4.536420042411393e-05,6.251622134856305e-06,0.0006632800034933606,1.1046947781423455e-05,6.205068783238232e-06,1.9655017327036006e-06,3.7697363129307604e-05,1.4257111047299986e-09,3.089951746471087e-06,0.00020585741498591048,4.526545374972102e-06,0.00012304216001624013,1.4855079686793005e-05,4.920813259090551e-07,8.052916733447546e-08,4.046528624135348e-05,0.00020836558455106235,6.679323355718303e-05,2.1575586143240955e-05,2.4900643615044515e-05,4.532779250432384e-05,4.856200686020884e-07,1.2705850314986833e-05,1.3508975622578134e-06,3.880592965543883e-05,2.744816169908404e-06,8.059317424091716e-06,5.146144621548387e-07,1.9728677902897118e-05,6.381311505876397e-07,6.108983741093255e-08,1.5345931858590234e-08,4.779035406521359e-06,4.867857983370527e-08,5.727103847164017e-06,5.985375697292739e-07,1.5205243597549156e-07,7.21022717087294e-08,2.3002485738388145e-07,3.397759851253568e-09,6.042071154510609e-07,3.830465455934018e-08,6.131550294163901e-06,4.101933613220865e-06,9.287497686472079e-07,2.2589687231899802e-07,5.291915976535222e-07,1.6788505226017492e-06,2.641391250168823e-07,1.402713312170789e-07,5.376973688520081e-07,1.3302505410539567e-06,1.0545609019363411e-06,7.731253415244055e-10,3.0265669970219733e-09,3.692399141996816e-08,7.116846574284352e-07,4.4039748692270564e-07,1.5130276231900552e-07,3.539052961798461e-08,2.1933087346326374e-08,2.1980762099360618e-08,1.9352295321795054e-08,3.505395571590242e-07,1.0675311101771001e-07,2.460465997611294e-07,8.097124304384806e-08,5.021112414738127e-10,1.84629370458822e-07,3.9750766012147665e-08,2.7022723738667764e-06,1.481351755039384e-06,6.87506134156024e-06,1.8387086075932757e-08,4.0788221156162763e-07,9.911240104187868e-07,6.529412659439515e-07,2.9271954815612844e-07,2.0690853252958163e-08,4.3022455065155896e-07,1.233910027487184e-07,6.322881151987758e-08,5.547890566948155e-07,9.53888848354012e-07,5.5722367164889874e-08,5.138534042714582e-11,2.1450596854322157e-09,9.712838977549154e-09,6.637017886390595e-07,7.626790887726997e-08,9.554144142498444e-10,2.6541932651724665e-08,5.020680005074496e-07,5.6983453511350035e-09,3.740060017243252e-08,2.7324412288365352e-08,4.229445016434852e-09,1.9326668043717632e-08,3.0721207577855125e-08,1.8459638262413591e-09,1.7166583710093164e-09,1.0031226960194317e-09,8.576845900165608e-09,3.411049220858331e-12,2.0762975596611e-06,6.08939602741998e-07,2.0816177537241742e-07,7.670936685855168e-08,2.973876749301496e-07,3.425064898365804e-08,3.647860169486705e-08,2.822144289371664e-07,2.951642708026725e-09,7.9612831882514e-08,1.433908012327123e-07,1.1912340402986388e-07,1.87836324272439e-08,5.701217276055104e-12,1.900423818312902e-09,5.23198462332175e-09,2.533229745971255e-07,1.1136688904400671e-08,1.4406220660845293e-08,1.2349508082820648e-08,1.814356638263348e-07,3.7655789597579314e-08,2.212431571280149e-09,7.15689123520491e-08,2.8301725851775927e-08,1.411019392438817e-07,3.416730365302101e-08,1.3454073410912315e-09,5.633271626948044e-12,2.1184680678576484e-06,7.217221109767635e-05,0.00018653811193392045,2.277910197800992e-06,4.0867314649251085e-05,1.33411916434234e-05,1.1229215914010382e-05,2.0267484722502616e-05,9.49176477194058e-06,8.129152979652332e-07,5.814454273833647e-06,7.176135593534028e-06,9.05622136015971e-06,1.5859124964379134e-06,1.433386606075615e-06,2.2032664677595903e-05,2.1702157892988794e-07,4.5225367710788333e-05,0.00011494011933832482,1.6648142008968136e-05,1.146757888204064e-06,1.1342947126458114e-05,2.3392398535548864e-05,5.929540580096315e-06,1.4403043024913131e-07,1.405537505716481e-06,6.614875061927705e-06,9.713688393642173e-06,3.073624172955647e-07,9.634336946451327e-06,1.2129324785892237e-05,1.713614938836372e-08,5.73240252155216e-06,1.539089425683926e-06,2.1995678745057035e-07,5.460432950243899e-07,5.957372204434819e-07,3.1406593437033337e-07,1.1489639477613167e-06,2.7688916856449808e-05,5.3263894150834545e-06,6.991591519067697e-07,1.5250150297685394e-05,7.460519356516926e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0019393403423273448,0.0011016021387053598,1.830272438319014e-05,0.268654813367049,0.002191443081565936,0.00640437291692586,0.012634126006271229,0.0012662600924948642,4.6140956715401416e-06,0.054003447459668674,0.2530367596386127,0.13798549902322144,0.2750721613284508,0.17136934625901157,0.0007779893178372355,0.004358936588058526,0.020800401093235,5.657665901104281e-06,1.6212147728733584e-05,0.0016477512280537177,0.0076922848717364545,0.01663390545263388,2.022561381709309e-05,0.008520800357923575,0.0239494794202868,0.0007421074471509748,1.5946246959774868e-05,0.0003300256961884518,0.0042263497307892806,0.0006058260323738018,4.326756608552529e-05,0.001707591091288485,0.00100207424009513,2.9917605875784403e-05,0.0015473435288284598,0.0003886068292113798,9.895787722591365e-07,0.00013386133825177282,0.00016193779635598204,9.318178066419769e-05,0.00026273655794883943,0.0005682566866649363,4.638795992706335e-05,0.0002642113586501793,0.0003162590515075614,0.0001249433622945162,8.41389249885971e-05,8.016824422263369e-05,1.4923861570981245e-06,4.642071919414015e-05,4.78266922254722e-05,4.336518805247991e-05,0.00014796814527739954,0.0002868394662218776,0.0008425624301469092,0.0006989213402888161,0.002251875803417125,0.000168967725359348,6.940893380047441e-07,0.00027363737563401713,2.9641135923519357e-06,5.379942797922865e-07,2.9101993420876937e-05,0.000338562517480101,0.00012321747931620664,2.750901242354331e-07,0.00048771136483205524,5.893768746290107e-05,6.558388363830936e-05,0.001719899673722658,0.00026248594442801476,1.0133164476844314e-05,0.002454882457129326,0.0001087781657291842,0.0017931417596237509,6.223188461440543e-06,1.4361054749389979e-05,0.00014785658597471496,6.146157910502659e-05,0.00049560204099941,0.00024799911504680416,1.6206823458597697e-05,1.5718932844244193e-06,4.114761726858873e-05,1.714686892029249e-06,3.213952892489047e-05,0.0005370689968344777,8.173373755582247e-08,0.00015997632769826353,9.157441245877251e-05,0.00019655528518525145,7.831904576871551e-06,2.6609153347401104e-07,3.293066243958975e-05,7.925238703032633e-05,4.054120292584784e-06,1.0148782176866433e-06,7.961022836511233e-07,0.003517439915559084,0.00020238891485258037,2.2246921211888093e-06,4.989527838006325e-06,0.0006751454140130342,9.083860203062954e-05,4.382561170412913e-06,0.0001885021795933195,1.367943720875786e-05,1.2997363286082475e-05,2.3416746657289877e-06,0.00014513587436137954,0.0002129011726337282,0.00012421227303116567,6.953758124872422e-08,6.442873479173272e-08,1.0422139231636152e-05,2.120409289041447e-06,3.6219825632066716e-06,9.333007611189714e-07,4.360458958618807e-05,1.6104180193821094e-06,3.567841102558589e-07,3.3612084038292522e-06,4.203992657503264e-05,0.0002312013802900914,6.664642804765641e-05,1.3233835343129385e-05,4.05401612666445e-05,4.2775734356403916e-05,8.176809749294023e-07,2.0608219802209504e-05,2.4295444873700944e-06,6.138582914738677e-05,2.4772092230840315e-06,4.243918676039016e-06,8.765342229821727e-09,1.9078297078145567e-05,2.275323440770194e-08,1.32606359226628e-08,7.733277467281141e-07,2.0065928156842716e-06,4.1339193623812776e-07,6.001431374080823e-07,6.847404243615074e-08,1.0592319146240925e-06,2.4696171130322853e-06,2.4196494572414906e-06,6.862623802561529e-10,5.651333911949052e-07,1.233847863879589e-07,3.69282030376894e-06,2.7741791486235456e-06,2.2560150516603983e-06,1.1969643671783103e-06,8.912484084078187e-07,2.1790031854429515e-06,4.181640218536842e-07,1.897077717138984e-07,8.745910062835094e-07,9.712129429573224e-07,2.436237394487506e-06,1.8654424671638026e-09,5.4453934250631164e-08,2.290461598164484e-09,1.739295933944618e-07,4.7090242105696234e-07,1.1509890773808706e-07,4.913927131866558e-08,6.684635192044652e-07,3.58197871364041e-09,4.532619612973576e-08,4.410747691530048e-07,3.629729117271552e-08,1.0964029084625793e-07,8.302736742571426e-08,5.30829984413117e-08,2.8655598560689555e-07,1.847827624246179e-08,2.2485540385197567e-06,6.786842816630667e-07,2.7062663945365273e-06,2.270148597993682e-07,2.965662821985404e-07,1.1145969551762391e-06,1.4717031833200167e-06,3.035793838535028e-12,1.4078052945620811e-08,4.459742637408226e-07,3.0535309392121235e-08,3.9925125205897416e-08,2.3085138844969322e-07,5.99904856457556e-07,1.4304627260486313e-08,2.476958638197857e-10,9.86180381801205e-09,4.6976964540590416e-09,8.801808926151011e-07,1.4811568371797534e-07,1.96535232532824e-10,4.205166481696665e-08,8.179810246922159e-07,3.155890260231331e-08,2.8711124366864738e-08,7.393094358931762e-09,4.274790743608037e-09,1.3658095987523211e-08,1.988710085498724e-09,2.3902311241386087e-09,9.697345149106695e-10,3.872024922912942e-10,1.0222510837820664e-08,8.861213984800997e-09,1.4975003086448169e-06,5.370601350307425e-07,3.562318706684664e-08,2.2374536889913088e-08,6.624261601473336e-07,4.121263286194221e-08,2.577776880841043e-09,1.2669612292626198e-07,1.7903446281053448e-08,5.170218853045583e-08,5.201147024180841e-08,1.1925423537562096e-07,1.1026735080577055e-10,1.7850920741580012e-10,2.0226447627891275e-08,1.691190654184993e-08,6.588189549461276e-08,1.0840288666713604e-09,1.5354359561570163e-08,1.1522329756985528e-09,2.6544740627798546e-08,5.732307961636707e-09,1.9948149798665327e-09,5.532103464211957e-08,1.5275502196487878e-08,1.540949876588371e-07,5.330116148449804e-08,3.6427572069896996e-10,1.36892852609094e-09,4.818837196385317e-06,9.440179742714605e-05,3.1864922292346165e-05,4.419901555863248e-06,2.6855485018018044e-05,3.0962582123983395e-05,8.774173507752892e-07,1.5369539375420516e-05,3.0299011486878413e-05,4.0235506025387835e-05,9.964556844099803e-07,9.684601932846704e-06,4.499332942131673e-05,2.962062065670068e-05,2.7887655984493165e-06,4.000886211841248e-05,9.365016961915273e-07,4.377482708717295e-05,0.0002435091901014097,7.203878757966464e-06,1.9922487326518024e-06,4.407441553055946e-06,6.054807328759182e-05,9.770487723326227e-07,2.8674115117865995e-06,3.2391768320927383e-06,2.789920325874107e-07,3.0032174325178573e-06,5.781818426253693e-07,2.044720343663542e-05,6.550951178407871e-06,6.757353521180676e-08,6.188011787422454e-05,1.5506962220968035e-06,2.8977221244730345e-06,3.7948958864220117e-07,4.042296943396195e-06,1.5149716081630515e-06,7.222294207132052e-08,4.681153405350358e-06,1.0957586194848545e-05,8.804514814997333e-07,2.4159910014809327e-06,2.5110133086148068e-05
