 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,H9,H9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,H11,H11,H12,H12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,H27,H27,H28,H28,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,H30,H30,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,N32,N32,N32,N32,N32,N32,N32,N32,N32,N32,N32,N32,N32,N32,H33,H33,H34,H34,N35,N35,N35,N35,N35,N35,N35,N35,N35,N35,N35,N35,N35,N35,H36,H36,H37,H37,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,O39,O39,O39,O39,O39,O39,O39,O39,O39,O39,O39,O39,O39,O39,O40,O40,O40,O40,O40,O40,O40,O40,O40,O40,O40,O40,O40,O40,H41,H41
1N1S,N1,0.0,0.023999325525859705,0.00020022700234489932,0.0004772813213798077,0.000910265155955603,0.00011537487045587547,0.000527061109007132,0.00043276728281727017,0.00204093093761637,3.747558676651941e-05,3.899286026592952e-06,0.00010788355385835113,2.6320216402059282e-06,5.373438429803756e-05,0.00833150352866463,0.001445610156917243,0.008102493170455194,0.0013581551801082892,0.0011827705665984067,0.001981219944082291,0.0029443128537913754,0.002080164453047484,0.004963329701325847,0.0005681309079046404,0.00028546960821307366,0.00011609507017085186,0.00038677893124083873,1.3216483865680084e-05,0.00013962762732902534,0.0005404728471444242,0.00026586585593732504,0.00018909811678791133,0.00016951574149559612,1.905755270281695e-05,2.0936468063531555e-05,0.00016465239279428445,1.8867728119875693e-06,0.000260601586516751,3.804412402619306e-05,4.322893132790995e-06,2.3894143521774325e-05,0.0001077792294197355,0.00019279890764811736,3.414899143852623e-05,7.563414716221795e-06,2.2429427539993885e-06,1.0819759539870688e-05,7.679292311457697e-05,6.774385673868899e-05,5.677781926838321e-07,1.868664962005606e-05,7.629393699937204e-05,1.8708542586232113e-06,0.0003329294392666604,6.474777073073312e-05,5.13579971941347e-05,6.347602625744742e-07,4.150875865915893e-06,2.4023551578933322e-05,3.1188591427672163e-06,5.869257697077579e-07,1.683995516643666e-08,5.181374308771414e-08,1.028930168625597e-05,7.106976291915146e-07,0.0009668366893375024,6.529427384854847e-06,3.5123401013414934e-05,1.0616314360722967e-05,5.395590986023713e-05,4.002366389599388e-05,1.2757751264524941e-05,8.149656178124687e-06,6.566899845461549e-06,6.226841674950023e-06,1.2697197727118414e-06,1.686854430582585e-07,1.3920931052485708e-06,2.386411573546132e-06,3.708538558938601e-06,8.294825968313546e-07,1.1190528059756844e-08,1.4756373091007191e-05,3.2714687381307783e-07,2.693553046606567e-06,4.099876537599911e-06,2.1500789176842616e-08,8.145427744299383e-06,8.475885701519914e-06,8.05900579825547e-07,2.112817619570606e-05,3.5904476771264626e-05,5.1947356309534065e-05,7.432842275445495e-06,0.00016220777704822886,9.770103233108784e-07,7.723221514543965e-07,1.4318417904335412e-05,2.561487164245979e-05,3.7620170779961715e-06,3.3004358024335545e-08,1.9310447629816707e-06,3.2344065581391135e-07,2.0028397442306556e-05,2.6544149867024913e-06,1.1839995228690725e-07,1.9034176466092845e-06,8.821203879572082e-06,2.3570257976723852e-05,3.216044316411981e-07,1.517944632489776e-07,2.560695981423944e-06,9.074187807822653e-07,1.09643930631953e-06,3.0304115795909414e-07,1.222316536875212e-07,1.40711440388408e-06,7.1797779257476435e-06,2.5690197277494775e-05,8.921372640635639e-08,4.633984215240972e-06,3.8956821815094855e-06,9.721274591756313e-06,7.894516177997524e-07,6.390634915420801e-07,3.2258699600440366e-08,1.408684843856589e-06,1.793591469789746e-09,1.681659624441778e-06,4.155185570065001e-07,1.8586216213312134e-07,9.31725969710584e-08,2.3634981083375806e-08,3.43584272144426e-09,1.1266366839457476e-06,1.0351492485405345e-07,4.744167436676605e-08,1.5379577456009486e-07,3.5645578266851885e-08,1.3625500672187485e-08,8.741375012721875e-09,2.961596803907618e-08,7.065347611689976e-07,3.4294127815304165e-09,4.373046971206662e-07,1.4796603853284296e-07,1.0314444215397955e-07,3.277232827336718e-07,1.1641157260378066e-07,6.468672264503539e-10,1.2094829859865541e-06,1.2404231863882842e-08,5.9093872017967897e-08,5.298266270159502e-10,5.246602219344254e-08,5.095808303101634e-09,2.855115061040081e-09,3.4584668462400714e-11,2.7953396541935405e-10,9.101438380731963e-09,1.794908000007922e-09,1.1803588995107361e-08,9.598015826561834e-08,4.513576690179377e-08,1.6607771269327998e-09,8.159404929486413e-08,5.4811488681139053e-11,9.182404303587077e-08,8.941350992941466e-08,3.2345726097560146e-10,3.3212064209919845e-09,4.786373519749532e-09,1.6321254125983842e-08,5.588947360468666e-10,2.4315671698360575e-09,4.270115816495945e-09,3.354752281525819e-09,3.7988348577933095e-10,1.1362477625453948e-09,1.3268368626029314e-09,1.1273478150997107e-08,4.7039566319906356e-07,3.931261538525632e-09,4.791298469086769e-10,2.4794863939803236e-09,2.6306612443960375e-09,6.188629608772089e-10,5.522093893262081e-09,1.2782574998482232e-10,1.3028194079112154e-09,1.2192005627298386e-08,2.2749834793778234e-09,5.131876035235905e-10,2.8142072006076546e-12,2.324250486518409e-09,3.263727732516486e-09,9.801667921749413e-09,6.934453011808728e-13,6.313976230742924e-09,1.9269851270209415e-09,5.6682769589144755e-11,6.603442237462787e-10,7.825624592783242e-10,2.0452595173026111e-10,4.4319437009221474e-11,3.273448179186289e-11,1.5356604876615165e-12,3.5455416380614224e-11,4.868754288622767e-10,3.731098763282148e-10,1.7524703910254402e-11,6.484784931259924e-12,1.6583262540947885e-11,1.8441609350716703e-11,2.275957200481571e-13,9.006138057543467e-10,3.377081947419924e-11,2.7077895481397718e-11,1.7783108319235907e-11,1.3744561044859438e-12,1.9560975061949648e-10,2.8499202997522843e-11,1.3451906255568247e-11,5.551115123125783e-15,2.757526429419954e-10,1.5167811451277657e-11,9.028944258915317e-12,4.878597525959094e-13,5.825501192546767e-11,5.076716824703453e-12,3.8307784722135807e-10,1.4265633119237009e-09,1.680504624346213e-10,1.5888519389051226e-09,2.0590542604281836e-09,5.331231012206672e-10,7.498446308318307e-13,2.587798864084334e-10,6.22260021287957e-11,3.00933583607943e-11,1.843025732028991e-12,1.1634859742315484e-12,7.360886900009689e-11,4.5350584398917704e-11,4.304334666471732e-12,9.768380881958194e-09,2.3037127760971998e-10,5.543920877926212e-11,7.914696675825894e-12,8.449241306607291e-12,1.3679057886406554e-11,4.835265521307974e-11,1.1158896029428433e-10,8.288703057246494e-12,2.066413706813819e-11,1.694955287234734e-11,8.282263763703668e-14,1.0509648706857888e-13,3.2238101077552983e-12,2.1510571102112408e-15,1.881125810676565e-11,9.172398951484695e-12,9.155787239478741e-12,7.69584396209666e-12,1.7152945730458669e-12,2.4591439995447217e-12,7.149436792586172e-09,1.7495928705812958e-08,3.318649488548431e-08,9.837158199133e-09,5.5870651882727884e-08,7.838256710357427e-10,1.6622337950522592e-09,2.222983019883884e-09,4.221445737417895e-08,9.083045204860696e-09,2.069981408503452e-09,2.3317054287375072e-08,2.3677990679260574e-09,2.8516685679491616e-09,4.296991790164739e-10,1.5759171745344247e-11,1.5284388865666187e-08,1.2435052987314066e-10,4.48214994008822e-08,3.794729419581699e-09,9.054663685503783e-10,1.0215404966373853e-08,1.7426898168970695e-07,6.7948521254024286e-09,2.143252519903882e-09,4.956105248421494e-10,2.827687112239019e-09,1.6950499337475833e-10,1.0160955132842986e-09,2.264186615974495e-10,2.8038757982074003e-09,4.765077221691172e-13,6.229470939089765e-09,5.3114441733725926e-09,3.6967628957995657e-09,4.638955886093754e-12,2.419834332911819e-09,2.774615259770741e-10,9.603429163007604e-14,5.331828589749676e-10,1.8330048728865123e-09,4.489519866979208e-12,3.213873611684903e-11,3.53912232853304e-10
2N1S,N1,0.0,0.0,0.00325543382354887,0.013648914984578209,0.016231870627172018,0.26675614576565154,0.008063404986438982,0.01604033402364191,0.031057323317102536,0.0011441781519978544,0.0002673846959888593,0.002223170002697561,1.4832079768822837e-06,0.00292257440856325,0.1159560613582089,0.16482172196077816,0.10934974253932017,0.15973004851290984,0.0033498318366804725,0.004786954764932627,0.03218087815928383,0.020848099127827258,0.04795318036790208,0.03831665997733724,0.07687354852618133,0.04404121754476531,0.12695977410064607,0.0008662379872754755,0.006730322895335039,0.028468787738938683,0.013078886825103053,0.009285137717287117,0.0058440717599745895,0.00011076016997080274,0.00016093091255520164,0.0024713351988578935,9.531528064776751e-05,0.007336737420641892,0.0018920661890167167,8.20338487406147e-06,6.117757397561263e-06,0.0006889320873417759,0.0016124259676701946,0.00042623122575458083,0.00014703575937025093,0.00030140506502718267,0.00019405926866111756,0.0006845358838827309,0.0015710451934971559,0.00029059711760748286,1.7946901706311635e-05,0.00042304639020507295,1.1747113445981228e-05,0.0066774019588939915,0.0013315007275847002,0.0004186222146729257,4.521385712630277e-05,0.00240265956141128,0.0005999835502605855,2.52440058678971e-06,3.708487862463805e-05,7.924581502116723e-08,8.085497013676779e-05,0.0002775086880741906,0.00016842195457211773,0.016461591322022073,4.651869092398009e-05,0.0006824249777426239,0.0002284246852468641,0.001908807088983,0.0011971525048406484,0.0003912599214457302,5.758465470062646e-05,0.000848806160848703,0.0004093479752071971,1.9228157903450338e-05,1.995759120854146e-05,9.745345819167639e-05,8.296079912706311e-05,4.872341895278964e-05,7.228438623219091e-06,9.038082820822524e-06,0.0005073610700705444,6.475613723111451e-05,4.63605981950721e-05,0.00014174319018733783,6.13548925438856e-05,1.6273873715277887e-07,0.0004644182989799184,0.0004129191856119263,0.0011965181124140578,0.000177425268936382,6.591493073937471e-05,0.0018484200401869266,0.00021850180528604213,9.976179024273613e-05,5.641581311666144e-06,2.0101469508704284e-05,7.888049910542705e-05,0.00017964191795405426,7.609054242241342e-07,3.96873720949209e-05,6.639846720446485e-06,0.0008126664188412569,3.372472831397744e-05,1.526159320741627e-05,3.583702326181992e-05,0.0006489154512445694,0.00023915339473790098,1.3775123647308263e-05,6.16220744806828e-05,8.44307810801137e-05,9.686556276067293e-05,1.690235298879017e-05,2.527250186901142e-07,3.0289239129288603e-05,5.214942662279398e-05,0.0003326651510051626,0.0004837973524258743,9.981234183609189e-06,0.00016257015279785847,0.00028207048118034095,0.0008841798805447887,1.659452197189104e-05,4.8441685104094745e-05,2.062006477121514e-06,0.0001015344652972594,8.275306980110031e-06,1.650485641357946e-05,0.00024878813609507944,9.609276192534821e-07,2.4401797871220765e-06,4.958105184194039e-07,2.8448907105627086e-06,4.8526418945815664e-05,2.0952021970721546e-06,1.3539764864844983e-09,4.1040612819287503e-07,5.22013717230152e-06,3.7423649756895827e-07,1.466710497721735e-06,2.0664873960907215e-06,4.619499285496431e-05,1.766984345508149e-07,2.4931299878350188e-05,6.681307807454573e-06,8.486899651938273e-07,1.0859418373421192e-05,7.352622497069916e-06,2.3379820790481176e-07,5.76268318126516e-05,1.4350118870964934e-06,2.586459365794269e-06,4.528394770275668e-08,1.1077237076939639e-05,3.0141479667733506e-07,4.3246850345290966e-07,2.5405879955364696e-07,1.4897118516543628e-07,6.329133224181049e-07,1.659283288546476e-08,1.04070067852291e-06,4.388838822588781e-06,2.820246072232635e-06,9.909294229615284e-08,8.890129317151718e-07,3.0426369868052916e-08,5.229455340316491e-06,3.559284462273382e-06,2.057954073819701e-07,7.643943522595009e-08,4.931667469953993e-07,2.853389611257029e-06,1.8581280958329671e-09,1.4497973399585362e-07,1.0196817108454326e-06,2.4620150362864024e-10,1.689946849126045e-09,5.117860206738101e-07,2.7747446340598003e-07,1.6434290701639043e-06,6.546641819760168e-07,2.2167156998875726e-10,2.712422126904812e-07,1.419624924281493e-07,2.1669981276062344e-07,1.3445855318039435e-07,3.615472778939477e-07,8.722262467841801e-09,7.972713156334521e-09,3.8720062711661285e-09,1.7752509595680976e-07,5.406546454977956e-08,2.1777033953895852e-08,1.0735710009868171e-07,4.3654140258198026e-07,1.0013717406387457e-06,1.5586640111919792e-07,2.2867824878147758e-07,7.98376298405401e-08,1.0105694059348025e-11,2.2393242815610392e-09,4.046600876606021e-08,9.61300905544249e-09,4.724196589478424e-09,6.4715548475646756e-09,1.0733636202076013e-10,4.367465500365597e-09,8.70428795707312e-09,3.552037308729439e-08,3.742832932474016e-09,9.841385484321563e-10,1.2467905596835749e-08,7.732861018183712e-10,1.841065699892397e-08,3.078494659192188e-08,7.70072894340501e-12,2.2152502054950673e-11,3.319839070314856e-09,2.0151871282791944e-09,1.504701918619844e-08,3.129398962187224e-10,1.141418515260284e-09,7.72883979038852e-11,1.553412065646853e-09,4.691194099848417e-10,2.4559823064151942e-09,8.26294588307519e-12,1.0058678334701199e-09,2.0973773828814046e-09,1.0199676658828594e-09,4.1657105320780374e-08,2.911906626934524e-08,4.268715070310236e-08,9.089773644888055e-08,1.833210605539648e-08,4.334248515647232e-09,1.2159873108430475e-08,1.6649082112962788e-10,2.750527805517322e-09,1.3624288364155746e-09,6.271005936753227e-11,5.358360199991807e-09,2.378545582715219e-09,1.2448002628673294e-09,4.580986368019069e-07,9.672493916923486e-09,3.910131329831756e-09,2.5474511389234067e-11,1.8281776092976543e-10,2.5076301035653614e-09,4.528654340418825e-09,1.4145691729083865e-08,2.8048852129813895e-10,2.4006787668895413e-09,1.8068404550319883e-09,2.392415598961861e-09,3.3084646133829665e-14,3.2982283570959225e-11,1.0550760265459758e-10,1.5623329296943211e-09,9.81686953949179e-10,1.019637263510731e-09,5.089262344881718e-13,4.540994247292929e-10,1.1430412172330762e-11,7.54352909027034e-08,7.357719353784375e-07,1.3287611042578362e-06,5.32136112063597e-07,1.4510053807370582e-06,1.1706798286326148e-07,2.43555656975758e-07,6.520030737533489e-09,9.169792885010963e-07,1.2859750475602283e-06,2.7151569881311843e-10,2.116620042569295e-06,1.0136140282668293e-07,4.217211913015717e-08,2.2822759238039225e-09,1.877623478918622e-08,9.165416909873159e-07,3.817497873370712e-09,3.2025404355096043e-06,1.4987818364176064e-07,1.900055708325965e-07,8.39207356939653e-08,9.004802867362827e-06,2.764238391517182e-07,8.472505741430325e-08,5.146266413014189e-08,9.557186464448364e-08,3.4770738066569606e-08,7.782174904491512e-10,1.97451313077579e-08,2.0651336551935628e-07,5.8159830285120506e-08,5.193558876293025e-07,7.513732747099766e-09,1.7505716876087263e-09,2.6297224842153355e-08,1.2014091499423785e-08,5.776707867610753e-08,6.628860571566975e-09,9.372075338021091e-08,4.9933299939297626e-08,2.770861540213332e-09,6.448588685259438e-08,4.5154997074803305e-08
3N1P+1,N1,0.0,0.0,0.0,0.00781824955807675,0.002234938518720142,0.0051229442742561915,0.27389106143687103,0.009237207324940488,0.0019937933194951185,0.008042927983390458,0.030025904374684886,0.012639163490040684,0.0005578058851909429,0.0233562891653174,0.17054893394686044,0.07681762342847653,0.2684410759838842,0.17449042850683627,0.004009369425309384,0.024666679006592584,0.03519575972785649,0.03664152275606236,0.07629414294740933,0.008785423148704119,1.1865610676675686e-05,0.026339398400987424,0.03501547268536287,0.015188062789287082,1.6678833565819673e-05,2.3006579174866815e-05,0.00017102678236380342,0.020603825567763634,0.006401292475112008,0.000271366022604802,8.344849089736428e-06,0.0016056376526538685,4.93808327561851e-09,0.000694244091969054,7.224540505701427e-05,0.0006727055414605942,0.00017709390874420805,1.4307116660283725e-05,0.0002706034443673566,0.0005182705218516048,0.00030401789494738374,7.424334447225789e-07,5.997865724749474e-06,0.0003900766013948953,3.9223002961996656e-05,0.0003371726348047055,4.08683453412273e-06,0.0001911196726305242,0.00042978222997680504,0.0002882980358211995,0.0008828493647712321,0.0002543271745136799,0.00010389586186443367,8.753722597010238e-06,0.00016735940497802915,5.4446745956227e-07,2.172858690752122e-05,8.683432120459855e-06,2.3389281521568606e-05,7.847883314249238e-05,3.506420102894481e-05,0.005689446584595803,1.546599291812889e-05,0.0003253599231389792,1.5013974064892466e-05,0.00032941194889524184,0.0002267276366763049,5.620184168941833e-05,4.133791448168722e-05,3.9909411264638095e-06,2.0687858315326935e-06,1.3433403118767728e-06,0.00013351511184933607,5.832975040753752e-07,3.924785807463138e-07,3.2913385397126405e-06,0.0001344628012129867,1.4284405739140027e-05,0.00011512043029826557,8.74331221383251e-05,5.270209433305695e-07,1.54932605855862e-07,0.00010692962066660705,0.0016584043580318841,2.6025028354581536e-07,0.0032544083550223313,0.00146892346384897,9.298917055922118e-05,0.0008688255418594082,0.0012082981324419428,0.001982636038129648,0.00044180981637542693,2.8396301625654985e-05,0.0008706303766861101,0.003420668309748409,0.00018376422511612311,7.618328372593908e-07,6.530104916135926e-05,0.00028858294658951067,0.004412618821596048,0.001173246319068344,9.220411998800415e-06,0.00046932369151386766,0.0014776453715099613,0.0013790021387483087,2.686370422311235e-05,7.246217727652216e-05,0.00016768379999421157,8.533315030856414e-05,0.00026962105178429674,9.735418730283385e-06,0.00019267945424328303,2.3843795382560984e-08,0.0003219894365105169,1.30004705534148e-06,3.7711234994741716e-05,4.055779028178108e-07,0.00023579027963149812,0.0002590806430715631,0.00017412656873339039,5.868447986778769e-05,1.3497576644372344e-05,1.906815201535572e-05,0.00010298574329126176,0.00013476135275869439,0.00017575100028066615,1.2887100859781953e-06,1.4362582922533562e-05,1.5056790627188121e-05,0.00020172806733587123,2.150908037323873e-05,1.9787290916895017e-08,3.860789456133773e-06,1.7689807270571123e-05,1.3092912043877192e-05,6.874338875917374e-09,6.42585844090604e-07,1.3698169265552451e-09,1.2238107457651637e-05,1.3144574759760275e-06,1.309077086730781e-05,2.6742071115304356e-05,8.081382230074041e-10,4.3005343997037926e-07,1.5180793910829493e-07,2.9194191553116866e-07,1.4318710235272647e-06,2.62259404415488e-07,1.5177007437472412e-06,1.5974777056726452e-09,4.951750121051646e-10,8.712907884067533e-08,1.3839579926511192e-08,4.4959033362879097e-07,2.3455632047753028e-06,8.414847211035692e-06,3.954548470463948e-06,1.7841809527574526e-06,3.2790489026268688e-06,1.1991652590914725e-06,6.018128773099818e-08,3.611325507524299e-06,6.382878847688289e-08,6.322579763295977e-06,7.6219032565383316e-06,5.926389503585483e-07,5.101370579296827e-07,7.589946555697225e-07,2.56144689769755e-06,8.092259529135504e-09,7.631635212668186e-08,1.014672605936795e-07,1.0188306929226343e-06,8.602362822074383e-09,2.0656640620231315e-07,2.025418372131327e-06,2.3580605783557473e-06,3.4955916122569874e-05,2.163117684972349e-09,3.5994842884079503e-07,1.5367269234900505e-08,1.510901639356632e-07,7.341365946267331e-07,5.335928410232782e-08,3.973809281632157e-09,5.948653454268538e-07,6.342837366446474e-11,5.05750599177901e-08,6.760284820828133e-08,2.0097132846785826e-09,3.6930091629194806e-07,5.510227911731391e-07,4.0011251734028974e-07,5.600396275617925e-07,5.763097821187557e-08,1.140399996657493e-08,2.3637114487939925e-10,2.1697208918425304e-08,9.575782122794863e-08,2.866364923193032e-10,2.5912192391785993e-09,5.915115375287883e-08,1.4484399901704137e-08,1.1597905302807021e-08,1.6076682651799956e-08,9.701769387859827e-09,1.80442487618393e-08,1.0560485819155474e-10,2.6537427810779946e-09,9.902449749077391e-09,1.3319301217507018e-10,1.8306815485757966e-07,8.286704655802168e-13,6.428788168477695e-09,1.2803162974250881e-08,7.625011733125575e-13,2.5440605622151224e-08,1.1409284184082935e-08,1.2927761083858513e-09,6.161594345854837e-09,4.227807348655688e-08,1.6916579248515973e-10,5.078160114635466e-13,4.349778315315689e-10,1.6422654347536536e-09,3.1345925854964207e-10,1.4947643123264243e-10,2.9966038539441797e-09,1.5434599376362712e-08,1.6577262229588996e-08,2.996482173500681e-09,4.8425774501481555e-09,2.7075230946138618e-11,6.078515468743717e-11,2.9098616849410064e-09,9.944867152000825e-11,2.976987101277473e-09,3.442853113710953e-09,1.4424601513240987e-09,3.2311930908690556e-12,3.0082838442524462e-09,6.90340944409229e-08,5.3375082131879026e-12,1.838085239569409e-12,1.1220802065281532e-11,8.6994900172499e-10,4.0314596105872624e-09,4.767044536890808e-10,9.06752983809156e-09,1.411454508826182e-09,6.465583624049032e-11,1.0901990421530172e-10,9.053886529386546e-10,2.9960234293469057e-10,1.8026262704751161e-09,1.2893419665260808e-10,1.206682531673664e-09,1.1196230609300528e-09,8.513767468798505e-11,7.62772067730566e-11,1.588817966080569e-11,1.3944578824975906e-10,4.5007704674304705e-08,8.714561667844123e-07,1.0917592804027265e-05,1.732540849452846e-06,7.235905922886587e-06,2.1360915747337117e-07,4.9040637910557905e-06,3.819523417991633e-06,9.676356236276717e-07,4.352253746287005e-07,4.672017525297889e-06,1.4591669781349736e-06,2.704807996467551e-06,1.6181706019580133e-07,2.0213643847633023e-07,3.0438578542124617e-06,7.2279701646138506e-06,1.0119666151719997e-05,2.070781185503634e-05,2.444773979703996e-06,4.1176416574195684e-06,6.453720469590252e-06,5.5826848539553e-06,3.9069256074775183e-07,1.4347887544730042e-08,7.869514870861849e-07,1.146360311565786e-06,5.025333678077004e-07,5.65694597831623e-08,1.4993824093423314e-06,5.575174600647159e-06,8.570569112187343e-07,2.8889831518164044e-06,2.5396866520921435e-07,3.555721068693174e-07,1.5397093298119557e-06,4.320561588500027e-07,5.532218727566374e-07,2.321555700790512e-06,1.227631488465164e-06,4.9680331182244686e-08,4.690952859487396e-07,2.307415110092137e-06,5.72472618198816e-07
