atom_numbers,value
N1,10.550510977978169
H2,1.9210498593953296
H3,1.9258508879944904
C4,9.619667642107048
H5,2.053762751335083
C6,9.641677306137264
H7,2.102616992143174
H8,2.082288940275695
O9,10.957880336909394
H10,1.7698266201034802
C11,9.69990445943666
O12,10.945459472864401
N13,10.338924428310863
H14,1.87403181183966
C15,9.585844087554053
H16,2.039038105397103
C17,9.61627970851312
H18,2.0492639630605223
H19,2.052306665805281
C20,9.76571165184843
O21,10.94763049355767
N22,10.457210046703022
H23,1.8924942149564083
H24,1.892602081948631
C25,9.691620555918774
O26,10.8933698683088
O27,10.872405624722534
H28,1.7510013429369202
