 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,H14,H14,H15,H15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,H29,H29,H30,H30,H31,H31,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,H33,H33,H34,H34,H35,H35,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,H39,H39
1N1S,N1,0.0,0.02348697924895493,7.236894827844509e-07,0.0022206876079602367,3.093949541010943e-10,5.3964404226780616e-05,0.000126470700893222,0.0041666566252587245,2.5811998813907167e-06,1.2150225584178775e-05,3.618779693903562e-06,1.500108815361001e-05,0.0001557082415832023,2.398053276092549e-07,0.007931582620331223,0.0013629154620961037,0.007874537267170911,0.001328032915399735,0.0011632210754521088,0.0020536290245958266,0.005732730721994761,0.0025439839018992494,0.0012727058729724572,0.0006160983647123253,0.0003941353932919167,0.00034284006633300557,0.0001087879578256512,5.182270158193836e-05,0.0006575434648951051,0.00015922960740472059,9.513511618156056e-05,9.516489485529578e-05,0.0001846909540215158,1.794665575660659e-05,4.257180004466066e-05,0.00020874341700216625,0.0002667338946436004,1.1754736867652937e-05,4.133942250295064e-06,1.0656853348667283e-06,0.00032209891794576784,1.3552049587417514e-05,1.1586238698901852e-05,0.00011112654754266704,2.3209705416638027e-05,6.409741832358318e-06,1.549085514862547e-07,2.498947985207778e-07,0.00010409873335492925,6.131571984735462e-05,4.047455640709963e-05,2.2189556636575958e-07,1.5032489659144721e-05,6.578044157556917e-05,9.85471503176516e-05,1.8034228429941734e-05,2.1609499749164485e-05,1.8587384529311635e-05,5.121141105624005e-06,1.815045447273178e-07,1.571352017504246e-05,3.166130067261408e-06,1.7857830000855834e-07,1.6560287828537579e-06,2.4432824929920827e-07,2.246144549522544e-08,1.673638199140015e-07,1.6499150312654365e-07,2.3804012703187993e-06,2.062967923155412e-07,9.053102581479955e-08,1.336586620964697e-07,1.0571482176618963e-05,5.3871626409796036e-08,1.041460631345803e-07,1.6607680779490153e-06,2.7399883308021344e-05,1.910408145011644e-07,2.547777655514949e-07,1.6300816447767374e-06,2.083604687674878e-06,1.5093388761044935e-09,1.3358151695896936e-08,2.5167536927550582e-06,2.484883426523421e-07,7.084461850492829e-08,1.5952587861800538e-10,4.4182947911419745e-07,6.148875159039946e-10,4.3401387372909994e-08,2.659761455525711e-08,2.569171986266383e-08,6.834725008175724e-09,2.460289749706135e-10,4.3134215976792234e-08,1.541882177491516e-10,1.8337047125172035e-07,1.4265259834500554e-08,4.386591349880842e-08,3.3223131828963304e-07,4.3153974838006093e-10,8.185424560380739e-12,1.3217836714041198e-07,5.454388523062903e-07,1.1217269335617175e-09,5.273673675532109e-08,3.0362177438902904e-07,5.9987192990718086e-09,8.939451981715418e-07,2.9493511408684725e-06,1.032524673227897e-05,7.520976515795752e-06,5.24113990429953e-07,4.185165757175646e-05,2.674611590447462e-05,0.00018131103363616674,4.918310429258277e-06,2.369786056832801e-07,2.4230721969220603e-05,8.790771711120193e-07,8.936646384405389e-06,1.7439775807370772e-06,1.9172523023081034e-06,2.8234054723075275e-06,8.458882022166492e-06,8.457308359410831e-05,1.2157128388423644e-06,3.867635183230078e-07,5.508944120657944e-06,1.676503445335875e-05,4.452288142164917e-06,3.003462161893511e-07,7.577277723325171e-08,8.395448803377725e-07,5.834040911478766e-08,6.444676306505137e-07,2.6236239195065458e-08,3.5315577653349806e-06,3.794900047981997e-06,7.144915697976373e-06,8.102487569772165e-10,7.255398268846136e-07,7.153758588618331e-06,3.3344252270417485e-07,2.4425877873657242e-06,1.6917863179810588e-08,5.819339706225612e-07,6.68513789464642e-08,7.022884688234754e-07,4.976539141610115e-07,1.4337969933553296e-06,6.45811177757416e-07,1.749928427163816e-08,3.1887324247747983e-07,2.8543944319281422e-08,7.094436700327833e-07,9.600293893186063e-08,5.159880229754776e-07,2.1172694730786645e-07,1.8222667550471527e-06,1.1981312098008345e-07,9.52174120105731e-09,3.129825668080066e-08,4.084570831563994e-08,2.7704047278476196e-08,2.118506575721213e-08,6.561711707320228e-08,7.153319621089338e-07,3.007694926449034e-10,8.45152658968118e-09,5.170969874512821e-09,3.836639628218563e-08,5.736846442339072e-08,2.8607608282271713e-08,3.70572461605434e-11,1.4004708059900395e-08,2.891305661556487e-08,2.709359014918533e-09,4.496598648984218e-10,2.078781591308143e-10,1.1045360737149679e-09,1.1805265098807638e-09,2.6472364300644813e-09,4.9775807919871795e-09,4.823818844368333e-10,2.8264890428175704e-09,8.992164790555535e-10,2.2876454064402196e-09,4.601536707227183e-09,2.1999717159104648e-08,1.4436130069128694e-09,4.1166579256568525e-08,8.923609629007956e-09,1.6638020960968447e-09,2.7864320573112167e-10,5.888267096132438e-10,1.9859502931041106e-11,6.262729224104646e-10,1.5838752531749378e-09,1.2836907758995153e-08,2.3567068296870275e-09,2.8549820285661553e-09,2.0719496673926585e-09,8.377454285835029e-11,1.7671015761777653e-09,4.5914494428700436e-10,5.316260764942626e-09,4.253779328777796e-09,3.6185321405923787e-10,7.169552729280326e-09,8.557288211363812e-11,4.9615617170317705e-11,1.407866739855379e-10,1.1261847010501924e-10,4.13561962453457e-11,1.466188809251534e-09,2.127805709406516e-09,8.037241983060994e-10,7.076161878671883e-11,6.42737996159326e-09,2.6585758039487928e-09,1.199502719373413e-10,4.352604388024872e-10,3.043609808628389e-10,8.133014262057259e-10,8.930740591495123e-10,6.386013939874147e-10,3.0320190802513025e-12,1.2408807315011927e-10,6.361577931102147e-12,1.6692491833225631e-09,8.817610530620357e-11,1.6620235743225464e-10,5.215647358447484e-11,7.775780019869671e-11,9.576776871522696e-11,1.117332892874856e-10,1.9360268943557912e-10,1.5796963737102487e-10,7.816971514529314e-10,3.357871758424835e-10,1.0342378065075764e-09,2.3953117267438984e-10,6.978070099528111e-08,4.619872018274407e-08,3.453803243402831e-08,1.981784647497875e-08,5.385104451249845e-08,1.9485064894908533e-07,2.8363502513339967e-07,5.9235229388221455e-08,1.2929833870245488e-09,1.3357252526269292e-09,2.7894760890045944e-08,1.0409166084635046e-08,4.189930458142754e-09,9.066694339754378e-10,1.6454770879192893e-10,2.977781909940802e-08,1.90091109519841e-08,1.103164506410792e-07,2.7818918280075877e-09,2.7036461291984892e-08,4.837228195775367e-08,1.5458614388563774e-09,4.4790449127418697e-10,7.251198863578168e-09,1.558246698341037e-09,1.934161067418394e-09,1.8643830645981296e-09,4.9461823525831505e-12,8.419145380855753e-10,2.2455690862344113e-08,5.529357416378389e-09,3.0239674098098135e-08,2.522022590767392e-10,2.5165238781710286e-09,1.3036581592018592e-08,1.6152247317435808e-08,2.5345109067043126e-09,9.434120151752268e-14,1.3312865532189022e-09,3.6117832336035605e-10,1.1261617194335827e-09,6.385958428722915e-11,5.485356613377235e-10
2N1S,N1,0.0,0.0,0.00032425856820106347,0.039689531901479835,6.458022672006791e-05,0.26351598552970446,6.484536974182831e-05,0.06537821829221935,9.614048738892933e-06,0.0007012448129763982,3.172345607960203e-05,0.00022309474029791332,0.004990673517273336,1.0934299377929335e-05,0.10412804037659873,0.15687180896877528,0.10528045267575559,0.15779246404250946,0.0033560561873684502,0.005229599063832691,0.05741512959136408,0.023608285840730048,0.01442273288719731,0.040451857633132526,0.13515653252390392,0.08270052401061623,0.03524364329995544,0.0031698997688180963,0.034060068451544856,0.009765379658531304,0.005177846663384722,0.006402970176700107,0.005717138285016965,8.593705993531486e-05,0.00024685346612440817,0.0032046946548227595,0.00887116667648069,0.0009617132771553294,6.970445763698763e-06,0.00010050223193358576,0.0020891607911486254,0.00011378641255399558,2.4225357040830175e-05,0.0013479111188325898,0.0006151303268322472,0.0004123473852561954,6.457978755092242e-06,2.092048894763998e-05,0.0023184723084561654,0.00011764303753070138,0.0007669652532604765,0.0002319320175079298,8.517548283637488e-05,0.0013348384807105873,0.0034653462980536176,0.000459735679953166,0.0005259967068513838,0.0005653814531010326,0.0008632545585736118,2.361651703974843e-06,0.0002209855430095331,2.090064732773733e-05,1.1480260722063207e-06,0.00011639511688055215,1.4811940122427814e-05,6.675014341261942e-08,2.313082362803698e-05,1.094219058472845e-05,2.485123790751942e-05,1.7363907596212869e-06,4.9374167643279065e-08,1.6866029981521535e-06,5.288161458127938e-05,2.132394394394055e-07,5.915527763189488e-07,5.155068663054152e-06,0.000735869275115153,3.2467712256512016e-06,5.174655192785593e-06,3.836898627085361e-05,0.00014352065993650243,2.465123349892906e-08,6.145220572406629e-07,8.262674657721902e-05,2.139158760217086e-05,1.1529726202663682e-05,1.08280893806878e-07,2.805188922416768e-05,3.548727822710873e-08,8.413362184711559e-08,4.500826576769867e-06,3.0941780559956555e-07,1.2416840258211437e-06,3.3572395041758796e-07,8.587810604865354e-07,9.427194935796024e-08,6.568017245633939e-06,1.1244531239462674e-07,3.2934245643989613e-06,2.205821312473155e-05,1.7297773613478284e-07,2.6326526514353077e-08,8.703198400628054e-06,1.9257742143619083e-05,1.1382767617362788e-08,5.650735031004217e-07,1.5598474387701344e-05,2.0047512321319516e-06,3.876394927404547e-05,1.6345290859476336e-05,0.0011277941930574187,0.00034045825810746777,3.725793406728073e-05,0.0001732044939659616,0.00046293447731793336,0.0012844388440926835,2.1630694958751917e-05,5.267487967142159e-06,1.964885784322412e-05,5.218852162913734e-05,7.897108829313382e-06,1.1843827617319391e-05,9.592465330277022e-06,7.476581190601905e-06,0.0004938440683064371,0.002423419476316635,3.4474741639201056e-07,4.891396006501125e-05,0.0007857639702457675,0.002786811032590819,4.170497432642861e-05,7.014888635747951e-05,3.045209302188212e-05,6.121693217076007e-05,3.7091263371369365e-05,4.146151464912151e-05,1.865911069209858e-06,9.196221346208233e-06,9.58903955119439e-05,0.00030556148463656285,5.948013308554323e-07,2.240948983356361e-05,0.00016330386185625656,0.00015248503894582655,2.9656125913213316e-05,3.586918524267624e-05,2.26950695878525e-05,5.577036765735954e-08,6.3856280529961396e-06,7.163913589303128e-05,5.6894625630299345e-05,1.8157232002824486e-05,1.9119229095476697e-06,7.340877127059997e-06,1.2490761962524743e-06,7.396969206441284e-05,5.17599546556724e-06,1.0662813973993934e-06,4.905501486796027e-06,1.1375586366213497e-06,6.997829395949395e-07,8.924561538670162e-07,4.723179153121038e-06,3.2283890254447556e-06,1.500192725623073e-05,2.0709784556149913e-06,7.226469705745586e-06,2.623411050395319e-05,7.81562645713052e-08,7.409754130272006e-07,5.931691169358544e-07,6.386510865930006e-06,6.987054467444409e-06,1.1661036261045865e-06,9.33474502140541e-08,3.319067256590813e-06,2.448769370388959e-06,2.235221092661277e-07,2.861926806652093e-08,1.2372150481887445e-07,9.301559744656629e-09,5.059609045066082e-07,1.4934617897921498e-07,7.55683906561444e-08,4.981814960558495e-10,9.907533105035782e-08,3.898670808410998e-08,2.649511898766832e-08,2.1669334859808487e-07,2.644477219426733e-07,8.676588336697932e-10,2.828630782936159e-07,8.247993754650906e-08,1.8640804189118398e-07,8.669769169245001e-08,6.11090733571018e-08,7.42413750476345e-08,1.8720236472091756e-07,6.965437115979967e-10,4.43535169036835e-07,2.6894962878998285e-07,2.1140511163864062e-07,2.3283803773921363e-08,7.637718280051331e-08,1.6189992368964568e-07,1.16824180018682e-06,4.158194357728462e-07,1.6830981053317373e-12,1.2869226573286596e-08,2.058754282607822e-07,2.1241097236668338e-07,2.899084527996365e-09,8.365004688926092e-09,1.6798120672234518e-09,1.7876629954116652e-08,3.796371943476373e-07,6.832583854254892e-07,2.4123128028463725e-07,1.9301582554476227e-10,2.0985657211980424e-08,1.83819429011578e-07,4.4984539648851296e-08,8.655904881749166e-10,3.3071521521321756e-08,3.710326756944937e-08,4.560977373557762e-09,2.2086470430338068e-08,4.167233225160771e-09,4.0780014920471785e-09,4.6056047864340144e-10,5.710461437047343e-09,7.443834659781601e-09,6.052305545622971e-09,2.439348723015655e-09,1.5330326119666893e-08,5.90192339444684e-11,6.051680490060107e-09,1.3926988451373745e-09,2.8573219346128553e-09,1.1482952366748123e-09,1.0260579053067431e-09,2.725473624565211e-09,2.1248209369773008e-07,1.2221127079214966e-06,2.5393078062485586e-06,8.071911463680692e-07,3.199442639711947e-07,6.598381085964888e-08,1.9046392192301198e-06,2.295202241597849e-07,2.074672904583963e-06,2.2683723788219368e-08,1.530891013956648e-08,2.0425958633385477e-06,3.590495056826626e-08,2.776267644666319e-07,1.1546319456101628e-14,1.2738227717079553e-07,4.4728796266824133e-07,1.5920405727065656e-06,4.770804862275213e-06,1.6236678668235527e-09,3.530553627228983e-10,4.1104175205752824e-06,9.102098346147613e-07,3.467585441008225e-08,7.093434573057777e-08,5.616474685332662e-08,2.0291657243376449e-10,1.4880517862359e-07,4.178266177490286e-09,7.48525685878576e-08,4.452851087854981e-07,1.6386148216085417e-07,2.9966541692516557e-07,2.1808782335597243e-07,7.229612464243473e-10,3.526945313581109e-08,1.127871085415677e-08,1.326207688112646e-07,1.0255165383554754e-08,5.729891516814689e-08,7.522448886021493e-09,3.206870058392042e-08,3.180091745491609e-10,1.0948732453996968e-07
3N1P+1,N1,0.0,0.0,0.0,0.004950112004121543,1.6865547859623575e-05,5.1469663667091936e-05,0.2857661191898946,0.007251681282996358,0.00012366882929271128,0.0015246037543203972,0.044166810713292426,0.02559152019334099,0.0027738735321933827,0.0003567879864221357,0.2763035078468028,0.18460439418533792,0.00976937758126839,0.008861824979685906,0.009506227043171167,0.06417942859309766,0.16924228356440052,0.08934115312022417,0.045349816419276934,0.028312910701784322,0.03782877745019997,0.047697029547234315,0.02572410607670017,0.0011154794402670198,0.02146741580571998,0.010536586050905905,0.0018651478278890465,0.008231024757158423,0.0013976794063492726,2.4116891772507643e-05,0.00024793080706819737,0.006110674250779713,0.009418528254739655,8.11781443754711e-06,0.00041747854937668194,0.0003954620254718044,0.003952720902906659,0.00019622859828505312,0.00024036000995808493,0.009797737671666251,0.001420774686579973,0.0006575651945444072,7.201943825130286e-05,0.0002725105811729467,0.0038828075751475843,0.00023117819720264166,0.000991164573091119,7.200436885268502e-05,0.00010846855397117494,0.0032566683950592257,0.004114520697590329,0.00046734165656392435,0.0009085633800469672,0.00043226142845043114,3.816947780954649e-06,0.00012435313214576027,0.0005949790275576738,0.0007700637899377138,2.282548216614444e-05,0.00014781610040137672,9.616749106600153e-06,1.2655911429959588e-08,6.970017488860947e-05,7.362156626111727e-06,0.00013018675203246843,3.100774835562703e-06,4.52855960730858e-07,4.025326119982964e-06,9.053040496964648e-05,3.562883906349512e-06,6.162676489340768e-06,0.00011005817583731314,0.0013908712905896792,6.170163663554717e-05,0.00010169040285257225,1.1497772178348242e-05,0.0002796307341519366,1.105272983004113e-05,2.821174421940853e-05,0.00027424488691596416,1.4246557918040637e-05,1.8583396785842865e-05,3.1115001291048827e-06,4.042430616713055e-05,8.044764854275854e-11,2.6495732470266375e-06,1.7638037537182072e-06,1.553931034958822e-06,8.100065689298219e-07,4.625144711667417e-11,1.9675712179534344e-06,5.34663553430903e-08,8.039868480747003e-06,1.4881494658780525e-06,8.719249372513005e-06,3.627458890309576e-05,7.212881347751221e-07,8.337302448424566e-08,7.564368817547518e-06,2.3664664099420918e-05,3.2888772105721387e-07,6.612096603575424e-08,2.060725700481214e-05,1.8981349185764884e-06,3.9965431074096e-05,7.997355592470612e-05,0.0008093241148143804,0.0008434433727102508,9.42943135457952e-05,2.1466624522403777e-07,0.0002756616884140861,0.0007884764079868489,0.000144458638529521,0.0005376780246473256,0.0038362021419484638,5.119038149414834e-05,0.00034990652672539646,0.0009025701293319255,8.210018687115905e-08,1.1428451691664065e-06,5.2939956396880206e-05,0.000125169073042386,0.0003118948857911974,3.4704900619964008e-06,0.00017378741991036506,9.340129074875136e-05,8.795509343828556e-05,5.288311882911678e-05,3.988131386911675e-06,1.6428997933193301e-06,1.9187337372050806e-05,3.7943651587157845e-05,2.1221102002533243e-05,0.0005960092051644494,0.000354641690072377,0.0011223738163894659,0.0004187143808072058,0.00015589183734787682,0.00020255069677910242,2.5433482209180625e-06,0.0001575772937623121,9.024158870207799e-05,5.215185852058823e-07,2.0657213023911325e-05,0.0002005124084401011,2.2407325954709734e-06,0.00016278779182066216,5.034586214547332e-05,2.388874009273678e-06,6.460708830458017e-05,4.715434593904888e-07,0.00033855799069426595,4.330246731854004e-06,2.2218315365307717e-07,2.3031156035635547e-06,5.405024952942483e-06,1.609100910338057e-05,5.595345541564711e-06,3.071121837905366e-05,1.4908432968585572e-05,6.656777714608708e-06,4.596871513196099e-05,1.683559748144603e-05,1.4063563409827395e-05,4.3155876272571447e-07,1.045008340838649e-05,3.638886401979846e-06,2.0259424977631113e-05,2.2847704008288616e-05,2.428799830589412e-06,1.5143884835033816e-06,1.2064562682212454e-09,6.8741542409433976e-06,1.353848939178448e-06,7.304850007106012e-07,6.625762460910067e-07,1.5474818139349367e-05,2.2840967413007007e-06,1.258467120734963e-06,1.7986417386595122e-06,4.732111325012056e-08,1.6955911457117168e-06,2.8204246760310525e-07,4.600540709276402e-06,1.1654648313097482e-07,3.076140275837247e-07,1.0407617700991523e-07,1.8404320289988618e-07,1.2042828458902477e-06,4.976802747691522e-09,2.6674185749087087e-07,2.627035078361928e-07,9.637244580140703e-07,3.648324629068611e-07,9.279086619073951e-07,3.0204271910250213e-06,1.0078354550913105e-07,7.850372574225162e-08,1.534898752542091e-07,5.12745060721187e-06,1.3085857624162145e-06,1.3973056623317603e-05,3.17450001396935e-07,2.980320137346837e-07,7.079215968985864e-08,8.881558657414246e-07,7.058371584989231e-07,3.1258056654159816e-07,4.862507316794051e-07,1.5859955770913814e-07,1.225868906384875e-07,3.964194069450144e-06,4.5924962992494045e-06,2.5918819535064586e-06,5.3393030441384326e-08,2.1287620555199283e-09,1.2783311684749776e-06,4.2696117308338444e-08,1.0312439790993722e-10,1.0026730556944585e-09,1.758169116961028e-07,1.1047051406976038e-07,1.8567935855529072e-07,2.2691760159787577e-07,8.721441346892789e-10,1.876234279052369e-08,8.054297357951157e-07,8.6538776145062e-11,1.1706732050420499e-07,6.302174071493027e-08,5.266416636118265e-08,6.703994182011286e-08,3.620589961172982e-08,1.4020478422693827e-07,3.222315436701706e-08,1.3660400810522333e-08,2.184904657198672e-08,1.0829176066984303e-06,1.9010235186023294e-07,1.030374538801837e-05,1.101841762896072e-05,3.4314644823396634e-06,4.640439493108772e-06,3.887665269708407e-07,2.0602212336129355e-07,4.402559153682262e-06,1.9704067533155012e-07,1.0404562100774228e-08,3.172114654281799e-06,1.090335235431894e-07,4.944005185247846e-07,7.053182051741658e-07,7.640355015325895e-11,1.3009762156457327e-08,1.3783661314548112e-06,7.052336492563427e-10,1.107927767751704e-06,1.6509758671290342e-07,1.5413625371607509e-06,8.903386099490262e-07,3.9916723171273816e-07,5.086436951629025e-07,4.0465405559686474e-07,1.5547896237144698e-07,2.862605379405636e-07,1.9575995469089946e-07,1.0590539556432077e-09,7.780665001178022e-11,3.062255529151514e-07,3.7394108742816456e-07,2.402652743427325e-09,1.2657510595204258e-09,4.0540903967212216e-11,3.78566511471945e-10,3.0704013553872755e-08,4.258766814757564e-07,3.5926399610808346e-07,2.4836457335197792e-09,4.0849956084443306e-08,3.1884386664238207e-07,1.2267604709848001e-08,5.958902771219243e-08
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0025764058799992995,0.042538192885782866,0.004546671852883488,0.08526447116735003,0.002338297023754432,4.7121227276125666e-05,0.00015012174198547612,0.0003298731274143929,0.0023902099321506665,9.100223825631026e-05,0.047836434737204225,0.012013682008754412,0.03719633220073293,0.005310708195040537,0.0055269011535545864,0.02716755451295949,0.094602000961034,0.024450780958158447,0.024541076904873727,0.005525658125780986,0.04261183392209089,0.00945422191662626,0.009646156756547786,0.03859006811715493,0.004015412412729402,0.010003653055914885,0.02359981422390911,9.430528035281327e-05,8.156110318413567e-05,2.8923045098494526e-05,3.969800540359891e-05,0.003882015181629228,0.0012385341590799293,0.0008304358790653943,0.0019349429443851207,0.00064821026186479,0.0004940578778631632,2.6475205171294647e-05,0.0011709820000254112,0.0003385055602136422,1.6050312154458624e-05,9.206302153241808e-05,0.00014467998241385338,0.00042968677707055924,0.0002337838335035869,0.005093572534405233,0.00015965142222817974,1.5911257460032857e-05,6.332897071636978e-06,1.645857093857117e-05,0.00018497409159889955,7.796196646969733e-05,1.3954033066809757e-06,2.2335417959595816e-08,5.012517230174041e-06,8.061579729412571e-05,1.837480977551209e-05,6.278840600737468e-05,0.00027868392027707856,5.296244374841663e-06,7.389644256350358e-05,4.322026945668966e-06,0.0001941110575240934,6.851591173129279e-05,0.00010327966227841046,1.9490119074205836e-06,1.717820907742862e-08,1.5263037567159188e-07,7.857432520186336e-07,1.209984260341912e-06,8.502663306764191e-07,3.286798419210868e-06,1.2950245903642355e-05,1.3654675939722694e-05,1.2702041028767042e-05,4.098759105453098e-07,2.259284586081378e-06,6.490969863826024e-07,4.427124098427271e-06,2.4559290277892387e-05,3.3660122831236094e-06,6.553144777488029e-06,7.310100863300306e-06,3.856501577192972e-06,3.5793410457785058e-09,1.8442391302997407e-07,5.158381546355173e-06,1.724398579483477e-08,3.010977334128029e-06,2.6061907743013535e-08,5.456892715471895e-10,1.2168186280803184e-07,2.1355575525738857e-06,1.8094330771489808e-06,1.3249987551589015e-08,7.307918714616335e-10,9.071235296254088e-08,3.955880689687774e-08,1.3125320625917425e-06,8.453484635406738e-06,1.2267408644461852e-07,9.605523647593373e-07,1.1536878057327726e-06,1.6401538140975447e-06,0.000683127121423377,0.016434406346198305,0.0005047663805566316,0.0272355379582101,0.0006022130582925556,0.0012742933404545909,0.0150791974581308,0.0020896982256046748,0.00382398813058904,0.0012647954878963752,0.00847147004655402,0.00021994194513941245,0.0017667257419333726,0.0013724687703611238,6.320556510686082e-05,0.0010493109467657469,0.008450058322454268,0.002816042123733986,0.0008706760855146101,0.0007416101369956962,0.0024670378453937047,0.0003100210247448665,0.001161623322205152,3.444001872576763e-07,0.0012940743929352738,1.0028327904976209e-05,2.913676750981864e-07,0.0012638360113865765,4.035884855357885e-05,0.0017643691256417071,0.0008684035023867054,0.0016802041431431824,0.002462158225640998,8.21876611318828e-05,0.001155309520807446,0.0007290491998435122,0.00034552240433471937,0.0005436860404397503,0.00019543574615932258,7.897740834783562e-05,0.0030586354201955768,0.0004815461564575685,0.0007069184893180314,2.1000353033873154e-05,1.4741979219579093e-05,0.0005222984028807609,8.0095303163219e-06,0.0014456101191573367,1.5378097633966803e-05,2.2828342729042106e-05,5.000361913864992e-06,4.192540632796948e-05,0.0002710188739971642,0.00011773836884643174,1.2768899534609801e-05,4.8056781666527826e-05,0.00012925221500803552,0.0003558580497580177,7.145069749192601e-07,6.02602657995277e-07,2.9510526740050835e-06,9.147226260974861e-05,2.3111840630196667e-05,9.91059020938323e-05,0.0002088143866987302,1.0193006888314926e-05,4.08139912400074e-06,9.974961606040722e-06,5.615404032166538e-05,1.6020490601675874e-05,5.318090361194905e-06,8.389650776319257e-07,9.691917652299153e-05,2.8396621291726376e-05,6.405842188694777e-06,6.516613598517296e-06,9.265924449941565e-08,6.129808683308369e-06,1.515090788384299e-06,8.294882974269058e-06,1.8101579568607917e-06,1.7855454714776897e-07,7.120949301331336e-07,1.0283270102107167e-07,4.498096823457587e-06,2.978477791071299e-07,2.8716801194761388e-06,8.424408119989124e-07,6.428540023417639e-06,6.481554153392466e-07,1.3713523712155506e-06,8.899294030584315e-07,2.9369795484512906e-10,4.85848046238857e-08,1.1176012713054462e-06,4.0077471209709614e-05,4.307819452264994e-06,7.477668770006218e-05,2.383995982846443e-07,3.876627374665986e-06,3.1395766164621364e-07,3.41813321336204e-06,1.0989629925184374e-05,3.880937899047865e-06,2.8195239385464532e-06,6.862792250039718e-07,3.027584648540582e-06,3.2070102036430015e-05,3.0075324647604873e-05,2.293556812604791e-05,1.6183543785075472e-06,4.4898210038724073e-07,8.402519933170538e-06,1.8556324921092937e-08,2.665564657888808e-09,4.858168978216781e-09,5.145465968858787e-07,1.0125452698517279e-07,7.003115372050672e-07,2.582510711945929e-07,7.0065149238018876e-09,4.899462080487638e-07,1.1714507524018813e-06,1.1326260507260599e-07,2.0560708424710583e-07,3.069253244891712e-07,1.255340966732632e-07,3.8014640324490756e-08,8.617393021381758e-08,7.951414198181794e-07,1.6164583671596233e-07,1.1371195629550357e-07,1.8580947003243864e-08,1.0562794447999124e-06,9.780280663118646e-07,6.403211679328891e-05,9.819201215943707e-05,5.117713801716661e-05,1.725030283949991e-05,6.8477117669552e-06,4.631988607339821e-06,8.41371824336079e-05,2.2734067689711424e-05,9.084668062264711e-08,5.953583175788424e-06,5.508188533287495e-06,5.032284472239468e-06,2.5140151151736845e-05,3.963342365409517e-08,2.3399473141338945e-06,4.071793538340529e-06,5.7786175489127345e-06,8.043083643105575e-06,2.710976906517004e-06,2.4273653398410033e-07,4.080433194886268e-06,7.269334789672399e-06,7.386233175532553e-06,6.247581829654791e-08,1.6261160320496515e-06,5.506586490344745e-06,3.171934364054607e-07,1.984811559552213e-08,2.3151338757188e-07,1.3482797101005417e-09,2.551877775758271e-08,1.5555166932301745e-08,4.922844887289557e-08,4.6683210630504846e-08,1.5325343096783683e-06,5.762541865905746e-07,4.1687057050765475e-07,2.497888879293697e-06,5.717064064381105e-07,1.391468693823228e-06,6.646147301392347e-07,6.407824848508881e-08,1.520144943256696e-07
