 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,H6,H6,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,H14,H14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,H22,H22,H23,H23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,H27,H27
1N1S,N1,0.0,0.023688112275505935,9.147190511482606e-05,0.0008602169487355038,0.0011973348970772957,4.7616792926419294e-05,0.00022786463202306706,0.0012548422309834883,0.0026985786111477506,8.625757708886905e-05,7.736465035851348e-06,2.775913989544465e-05,4.902092573172423e-06,7.016844360784036e-05,0.007881293844611559,0.0013880313510751252,0.007861086360912983,0.0014063799504381302,0.0011845845985579695,0.0023363034093901724,0.0004865073957529553,0.0010113539175933273,0.007803237104144545,0.0006770840963665758,5.753336206870685e-05,3.089501617270507e-05,0.0009448406620047312,0.0001511734040604562,2.3556722941742159e-07,0.0001474276944197217,0.0005095954241673972,1.9267187436167177e-05,0.00018406550491101292,1.9350528980055515e-05,0.00023679852247160404,9.460201082056585e-06,1.460553652021801e-06,5.188252580889952e-07,1.1977300129473178e-07,1.3038274662147131e-06,1.0956555626329134e-05,4.377104698272127e-05,2.2479320788582058e-05,5.983142927323826e-06,0.00019916442260037304,1.0689608767600056e-07,1.9079055466053596e-07,5.816335615888013e-06,2.112384629254782e-05,2.338887427288938e-06,1.815484117873023e-06,4.609525798171532e-06,1.6105133080701606e-05,3.1650898409063544e-05,5.443047049791261e-05,5.994589491464808e-08,4.4673140719986293e-07,8.532489248480601e-08,1.546152781961574e-05,1.585125295605616e-07,6.677226466189623e-09,3.214224492120721e-08,1.710723516457069e-07,2.5440816642241515e-07,3.50126485235136e-07,6.298058274012419e-06,9.054624361404251e-08,1.0101240201398909e-05,7.195031226148174e-06,2.3902852788193485e-06,2.394392772275822e-06,2.0614915108296827e-08,1.6042013695205526e-07,4.3234218621845955e-08,9.87568067600808e-08,1.6795530213831178e-07,2.3664297335579398e-07,2.4538747628310986e-07,2.144020387673251e-06,4.6231119488204797e-07,4.64929297838701e-09,2.974342099282268e-07,6.357282700264477e-09,1.9468246459375393e-07,1.1666921939657016e-06,5.095218240658284e-07,3.5058545733157587e-07,1.324483720477332e-07,2.124877777287537e-06,4.293962738155521e-08,2.6853438667151508e-08,1.2450147696130287e-07,8.178295263228108e-09,1.1031000501926513e-08,1.7062435908599127e-08,7.928039365001638e-07,3.2078452533168544e-08,1.9381589666522814e-09,7.752334085786572e-08,2.6073313286190114e-07,1.5414458598428382e-09,1.9852393728925222e-08,3.355436750673846e-08,2.3557510631100342e-07,7.093494036602976e-08,2.0254537769215375e-09,4.333008341017575e-09,3.245069213342333e-10,3.1952360202147645e-10,1.0402537803377854e-08,2.4708816992458082e-08,8.061551426408187e-12,5.920517631707867e-09,1.4428378125597163e-07,1.2962680928652048e-10,9.313771975882901e-11,2.153198064291928e-09,2.090996265025069e-10,9.448399840294996e-10,3.958277927651466e-09,1.5097569860955673e-09,8.374707594072106e-09,6.031426469377266e-10,4.225553074110877e-09,2.1507705894041607e-09,1.203846550223986e-09,1.3354690964195726e-10,1.897073026446705e-09,2.584576996866872e-10,3.5234295148178774e-08,6.2055205418687365e-09,3.797167469343776e-09,1.437519991931424e-09,3.5116107799382235e-09,5.2192219435198695e-09,2.985594438342787e-09,1.678057692799939e-10,3.2437229569026726e-09,3.7684966258666464e-10,7.699486603840455e-10,2.9449642724443947e-10,2.2336868465977489e-10,2.0696222513549856e-12,1.0471068456752164e-10,4.2598136129612385e-10,1.0086553814403487e-10,2.1788126858268697e-14,1.1870504579292174e-12,7.203841967395874e-10,2.9125057920964537e-10,7.918266042850064e-10,7.813572011627912e-11,2.6249336038119964e-10,2.3163848617002714e-10,6.707434607733376e-10,2.1748658429743273e-11,8.579761900939786e-11,6.874513458487996e-11,7.134737245451106e-12,2.3229751455744463e-12,1.0859764476567335e-10,2.8401192508908935e-10,2.1772939007291825e-10,2.497246853749857e-11,5.30496535589009e-10,1.9983570354042968e-11,5.7196469782638815e-12,1.554312234475219e-14,5.46229728115577e-14,5.0942167151291073e-11,6.135603136669943e-11,3.105796453350962e-10,1.2638501356576626e-13,1.2742672195198423e-10,1.1102230246251565e-15,1.3082868122182845e-11,1.6901013921710728e-10,1.3684287036852538e-10,1.950250544391352e-09,3.739921705658844e-10,5.001314695718406e-09,1.4585221919105607e-11,1.8735502038680352e-10,4.549858179103694e-08,3.468024656338997e-08,1.9739583745348455e-08,2.5377959622652213e-08,1.5755091398172993e-09,3.4090629763561253e-09,8.092806424997434e-09,1.4324857966485638e-10,1.3469703130652988e-10,2.3659174619439227e-10,1.3809398069497547e-11,2.687305222792702e-08,3.99136323991911e-09,2.5944908665920252e-08,4.796611996482625e-10,3.243913004880028e-08,1.4117632174404093e-08,3.072442411600207e-08,1.7664260332228565e-10,1.6278600689645373e-10,8.97801694099698e-10,1.4045309360000147e-10,1.1358884111078993e-09,1.4191029878984907e-09,3.276721560752094e-09,4.846957057935697e-09,8.670140161370909e-10,1.0254019855437946e-11,5.83143044963208e-09,1.951316885850929e-10,1.8207657603852567e-14,1.0240817083229103e-09,3.37700284402942e-10,3.0620389557256544e-10,8.85599302224982e-10,5.525333940381572e-10,6.861455847939624e-13,5.720408591258774e-10,1.496924362243135e-09
2N1S,N1,0.0,0.0,0.0016669269000479936,0.019906890727861448,0.02089706370302169,0.2645808469352371,0.0035546098388024028,0.028142317494856073,0.040264338746844874,0.0024892105743008486,0.0002677030640432232,0.000577244196979132,3.8868421348148274e-06,0.0033105077466626387,0.1050247439598011,0.15848336614644287,0.10606244992745717,0.15990841642094722,0.003422157464939124,0.006440373117110987,0.0043139162883854,0.012326648828688391,0.07835490204056939,0.0418982875513505,0.014093997495175259,0.020866746893664523,0.20029496678006442,0.012038710133607022,3.960549084691678e-05,0.010141434045600084,0.03147293053715794,0.0022201427774142246,0.005103047621649814,0.00015093726394610485,0.006463193809467249,5.519262074304976e-05,2.4169019003705827e-05,0.00013534440368090372,2.8261905348880845e-05,0.00016599099956726704,0.0005253485928111701,0.0003034853733137055,7.362366580476731e-05,0.0008503606731773417,0.0002947261477568297,0.00010109010044212496,1.5174412035801055e-06,8.504831513711508e-06,6.550736708632598e-08,2.889460517851994e-05,1.1980876708062027e-05,1.2904742040298345e-05,0.00047852355556932125,0.0006534935054443025,0.0021895072268884874,3.343307266279183e-05,0.0004135359497681179,0.00028999678914942706,0.0030461155682015573,1.8360453291066392e-07,2.3463344248630946e-05,1.958568983950748e-05,2.2516834108365913e-06,7.694268696289974e-05,4.53770520691954e-06,1.5315019723072254e-05,8.865091771781408e-08,0.0003799066259242423,0.00022881202943292323,5.147631209201364e-05,2.0336645496499273e-06,0.0001937809109655575,0.00028644123273080524,5.9335473903354696e-05,4.2691848189946313e-07,9.009391652714527e-07,6.850372115896342e-05,3.7491376134735077e-06,8.039220624489474e-05,4.595789719807897e-05,3.337333930764075e-06,7.20612326166048e-06,7.632005312174783e-07,1.755773615386147e-05,0.00010251027367225163,1.8184301078250087e-06,2.9223219679685997e-06,3.700241575366192e-07,6.485878669693079e-07,3.6537158387695e-07,8.472008196536152e-06,1.8904319224466448e-05,4.166835011698566e-06,1.0112577643495158e-05,3.4257681980065513e-07,1.4683829192119191e-05,1.6845810524301896e-07,8.400039250844316e-07,2.716979149219867e-06,1.909784323128605e-05,1.6206035726717971e-06,2.1226976576471657e-07,1.8190157127229156e-06,7.21498081723837e-06,1.8091086970706272e-06,9.691432723002436e-08,6.4462615023686e-07,2.055200865047624e-07,1.5734940661538133e-07,9.045188680278926e-07,4.009848085129164e-06,1.474258493949776e-06,5.337205788435995e-09,6.692233119220958e-06,2.4031747702935036e-09,4.243646634094489e-08,5.5302196155793126e-08,4.8543391528710345e-12,2.1875407085758525e-07,2.1309731357277428e-07,1.0184475085495137e-07,2.479077547690167e-07,1.179006523521764e-07,3.64677556374815e-07,5.048180304889627e-07,2.9341975427144007e-07,5.530776503448465e-09,2.1892169543846762e-07,1.745866384794681e-08,9.261565470097821e-07,4.000566993234145e-07,2.30038146309397e-07,8.124426909006388e-09,2.117562010184315e-07,3.0825305907811185e-07,1.5695898225587257e-07,5.651937584616462e-09,9.585883375962112e-08,1.01321306900104e-09,5.414343329235294e-08,6.960931830946038e-09,2.4261693321037114e-08,4.3330738996871787e-10,1.1134300592630098e-08,3.421061034458717e-08,2.3966309159462185e-08,2.4175550450422634e-11,3.2929214910382143e-12,1.587141795766911e-08,2.9992584860139004e-08,5.504820332902227e-08,3.5845846291238104e-09,2.5606223807983497e-09,1.2644280733553614e-08,5.108753420302037e-08,7.405981161667796e-09,1.137263128114796e-08,5.233350641731249e-09,6.28373353350753e-10,9.600276129617669e-11,5.167439809383723e-10,1.573268448851195e-08,8.834940778967848e-09,1.775253277713773e-09,3.016231930885738e-08,2.554871869620001e-10,5.008966574848728e-10,1.3447465363469746e-11,6.873346336533359e-10,1.2405901861356483e-08,3.5317782032251444e-09,2.7699710081208195e-08,1.0784928505813696e-11,8.143827612272503e-09,2.2255974840845738e-11,1.4481553733958208e-09,8.701172671266022e-09,1.258017112704124e-08,7.517602873541307e-08,3.170243632055758e-07,1.4446818870084144e-06,5.907684537120872e-07,1.6746743485285265e-06,1.6453054461074146e-06,1.5472828658325e-06,3.7131429087011725e-07,9.011357562371813e-07,1.3164353385164418e-07,1.6365851376320961e-06,3.7767387861542545e-07,3.901508005554888e-09,4.6485306715027264e-07,3.707886975234942e-08,3.410702147377265e-07,2.7767964425606806e-06,1.1502024443998948e-07,1.5933567798498416e-06,8.139688478792095e-08,2.0169144394621696e-06,4.652474330235634e-07,7.244208464207702e-07,6.438200106373415e-08,9.414128498974605e-08,7.679588431841466e-08,5.9244811279057785e-09,4.016933590200722e-07,1.3916779950662317e-08,1.302547749659766e-07,1.3226046906567035e-06,1.92190263703651e-09,2.767603248798878e-07,4.731713687533556e-09,4.846829342319836e-07,1.0772805758563209e-07,3.8802103752288986e-08,2.1724074761308998e-08,3.879150978214341e-08,3.107958335135663e-11,3.1308668990703836e-09,2.4086608263473863e-09,7.605986462877468e-08,5.284748771927639e-08
3N1P+1,N1,0.0,0.0,0.0,0.004116851360321139,0.0009401277834784061,0.002120870392824159,0.26698114760557834,0.003998218874746939,0.0008762383244729222,0.00024984838684360966,0.05993366714677295,0.00035427139526422735,0.003293582487416069,0.005878657881879246,0.26243455927627934,0.1659149294389004,0.259140032505889,0.1416164598430476,0.0009865870682199684,0.006472086579838887,5.4072885293354744e-05,0.004763710485136574,0.02261595176515785,0.001872842386268836,0.015324050765168185,0.0028662322822698982,0.007997253141543759,0.005247695223589366,0.004095637456386969,0.022732672857850522,0.002577383412381451,0.0063492375778146926,0.004544515056144505,0.0009740577031105424,0.0037656498237170766,0.0007902187017583273,5.823978640706606e-05,0.0014866767353352017,0.00017848726284741545,0.0020217586793140896,0.00201340209189782,0.0002471526704557192,0.00016648510535866023,0.00059466172737066,0.001202015769059539,9.202234606808801e-05,8.52275380336387e-05,0.000355915176483812,0.0005395599249453653,0.00019750066813983835,2.1889777542583033e-05,0.00037967122881577,1.1642596155159168e-05,0.00046141070125749195,0.0023329343320277474,0.00014241397546044254,6.344604114527641e-06,9.506552974825055e-05,0.00025253808490477425,3.0909195748884954e-05,6.38671999841911e-06,1.3528361194170557e-05,0.0005022422792801962,5.36390944549936e-07,3.118651974443054e-06,0.00012743638975720728,0.00016348923288012074,3.893925692599609e-05,0.000412220177331335,1.676064669320354e-05,1.282353709664008e-05,6.694179053745586e-06,7.3104923892231e-08,1.276336420463764e-05,3.614648313998714e-08,5.428296281362321e-07,0.0001878386932381293,0.0003013160528142489,0.00011213293198952812,4.994996986118494e-05,2.2049871126750276e-06,5.877175039392668e-05,2.4414811218065324e-05,2.7553431792171068e-05,8.531246495024902e-05,5.266624412136878e-07,6.05066989400882e-06,7.89908052967192e-06,2.6547813508415175e-05,4.520978575661694e-05,2.8657224308226148e-05,2.0713919979264972e-07,2.563500908192573e-05,1.7379533836514582e-06,2.401544777885789e-05,1.2953504935353521e-09,5.8169162375776295e-08,2.3687914683101496e-06,4.115864312481676e-06,1.5889951745062803e-05,1.634145652573693e-06,2.853303278094188e-07,5.203375042839298e-06,2.651807611719903e-06,2.903745932592017e-07,2.212345213470357e-06,3.3145652311716844e-07,3.0612557866405155e-07,1.09435315365225e-06,9.185275056777797e-06,2.9299707540175746e-06,5.594873588421478e-06,1.4815359161701736e-08,1.0910143249720505e-05,1.902397595010541e-08,1.316996019351535e-06,9.220398489162562e-08,3.0850598164988696e-07,2.353557129186612e-06,7.476610131007533e-08,1.0600114963565943e-07,1.2528239734521662e-07,2.1135348493572792e-07,1.9465609411017937e-06,8.477743085322231e-08,5.625481636073459e-09,6.958833509429496e-11,1.5996683977448356e-08,2.043211662083877e-07,2.0416032588954636e-06,5.609712823151369e-07,7.547700375809541e-08,6.118645590191818e-10,1.90617250872549e-08,3.7614356074300304e-13,1.757141410152485e-08,2.370155183228917e-08,2.6801246555407943e-08,3.593720387939925e-07,2.21623065677079e-07,2.4575497370449284e-07,1.6796523172324385e-07,2.689316325188429e-08,6.682920083989075e-08,5.2818940332599595e-09,6.811051389554734e-08,3.71549901956314e-10,1.578190911288857e-08,3.844224329974111e-07,3.738949816423087e-08,6.097815763439485e-08,1.041426944681234e-09,5.857030238587413e-08,5.154712567900788e-08,9.531466060863636e-08,4.4901363738247824e-08,1.317416842283592e-09,1.1114618114760333e-09,4.637623618464204e-12,6.84381440407833e-11,2.9573277160466205e-10,1.0844671827214825e-08,4.54226705137728e-08,2.6851880718936627e-09,3.227849987297304e-08,1.6731713792239589e-09,6.612007386053165e-09,3.069614207262816e-08,3.505492252031672e-08,1.7352193015796047e-09,1.4858652086502389e-09,7.95692844945961e-10,3.5035307988096065e-11,2.223221828856481e-09,6.043423539381365e-10,2.6684404907939552e-08,2.443027558030053e-09,6.999544055474871e-09,2.926766473621001e-07,6.922538537512679e-06,6.37593360952593e-06,7.915085608711792e-06,2.661091562217166e-06,4.49236842170464e-06,3.8882054553823764e-07,1.9387638547918584e-06,1.1533067358904248e-06,1.4307384166301063e-09,3.4466189260395907e-06,4.611630359807606e-06,2.6552959688785904e-06,8.01541322426047e-07,1.7389550688307054e-08,3.028700001905804e-07,1.2075312900705626e-06,3.067914811083483e-10,8.851790109787316e-07,2.1128001570502875e-08,1.429103142047694e-06,3.928259717511651e-08,7.041646821193126e-09,2.603831816827551e-07,3.476755976450363e-07,1.197691792409472e-07,1.0511048920136545e-08,4.0603538975503284e-08,8.017753083677803e-08,2.1146313513575876e-06,4.658138928359534e-06,1.5806667619244763e-07,7.254662373057386e-07,2.159214376185048e-07,1.2017967954136566e-07,8.534207562860274e-09,5.499921718055134e-08,2.7341301178651634e-07,7.036860472098283e-08,2.6407057758248698e-06,7.31029119904747e-07,9.316652693769356e-08,1.1702238773558804e-06,2.680384692421711e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.03258181829904405,0.01706791662206042,0.004931411342977476,0.19676637843107958,0.043576715537812394,0.005035814473688616,4.279971123821724e-05,0.00451516321689871,0.019951748538977965,0.0025541141790026423,0.18591763910057857,0.09239828421800445,0.14881225030527778,0.06471199610162692,0.0012382465968374667,0.010446782944720567,0.003525847661030923,0.00028938605237716075,0.049162194346638266,0.007472375862211056,0.0038669748782469426,0.01321190265940908,0.055550810598823386,0.0027460380309687338,0.0045652523875989726,0.007330212927155744,0.028998575895578638,0.033213070497176256,0.003913162986458829,0.00033590620539802885,0.009369514036968951,0.0014213723109546272,0.00018157003436392039,0.00790676049397776,0.002343471876512737,0.004780315664269619,0.0049094512129945755,0.0016383056005522256,9.236301992121554e-06,0.0021096449000275186,0.0017071371138883684,0.0003071911313357045,0.00015821799888326993,0.00019820605251452683,5.379055783016895e-07,0.0003351256128860669,5.7567310341788414e-05,0.0010846970168083558,0.000541286644939909,4.277170959632315e-07,0.0039146089382557925,0.0006111531733279385,3.582178620487042e-05,2.308349158219869e-05,3.9505708602227685e-05,3.744804777450206e-05,8.362742916578902e-05,0.0001648742391497926,0.001178380783285915,3.552266632622647e-06,6.341895009143173e-08,1.6782734873377336e-05,3.440769367202279e-07,0.00025687091743398227,6.201878934142258e-05,1.944907549233932e-05,3.0045339216577815e-05,5.1069697329708674e-05,0.0001438618039233397,7.61452983599753e-06,1.0397313867649416e-05,0.00025645930625128877,0.0006145831224166898,0.00036129100724413554,2.9311593564340654e-05,0.0005362034229952073,2.878456922816852e-06,0.00010250736073702527,5.626377684198047e-06,1.749705468379048e-05,8.615347687301877e-05,1.1469080409831633e-05,1.0279106454902376e-08,5.805290944183028e-05,2.5606212306072962e-05,2.2693874393020508e-05,2.7769919390685516e-06,4.2698276116581724e-05,0.00011499438435991216,1.01149790876498e-06,3.849622425500243e-05,3.5628156158651336e-06,5.922103385458399e-08,3.561822623954214e-06,2.043823776887166e-08,8.283946373310869e-08,1.0663605404026555e-05,5.660266104712264e-07,2.482257333014104e-08,6.457371584112082e-07,9.467338912827472e-09,3.716079755022861e-07,3.1046813075974455e-07,2.372131432393232e-06,9.155299707241937e-07,3.503979053576245e-06,2.8465669821287065e-09,6.304182993410734e-07,2.169452080202916e-07,7.75911997141776e-06,4.1097791836364195e-11,2.163338841398854e-09,1.1757583795457549e-07,2.7739620156452816e-07,2.752101408987073e-07,2.5564582406545355e-07,2.6695997412673478e-08,1.8412379443333293e-07,1.9697408504271152e-07,2.805600338717795e-07,1.627031842588167e-11,4.7494902233324865e-07,1.1125360899200132e-07,2.713873126225508e-09,2.0765137564993097e-07,4.579272978588733e-07,2.8867517132269427e-07,6.680448594309496e-08,7.469136420468203e-12,1.2890946088361943e-09,2.0058337213413324e-09,9.903677877787231e-10,2.0023716018613413e-10,8.609019275240826e-09,1.1442968883557114e-07,7.250554823201583e-09,5.839172922961211e-08,3.737177012297366e-09,5.501458177903373e-09,1.3821523703327898e-08,1.3017039224294535e-08,2.3162071816074103e-08,4.8334669600080815e-12,3.376407597954767e-09,5.130534663777553e-09,3.542687032620506e-08,9.83869874460197e-10,4.334974601505337e-09,2.47262521568814e-09,1.3715898194988085e-08,2.9027150016958103e-08,2.8952573671858772e-09,1.0204947997749514e-11,3.752840926907197e-09,7.768623522252938e-10,1.1283411982532243e-09,1.9991364119675836e-10,1.0746378453774241e-08,1.2299461005227386e-08,6.634497395907601e-10,2.541953314505463e-10,5.670979241756413e-10,4.892786176213804e-09,7.749598296413751e-09,1.2999251453038596e-08,2.469877635746798e-10,8.51387005340598e-09,4.112499674135961e-09,7.830085468896186e-10,3.463296316397191e-11,2.6421620447081295e-09,1.644500313702224e-08,5.9188893786199515e-09,7.029397952607042e-09,1.0727813468669467e-06,3.349683191622432e-05,1.046629098810925e-05,2.517370317800527e-05,1.4714896668710509e-05,5.613457634723318e-06,5.577055879335546e-07,1.1307669524285302e-05,1.757367571775248e-05,6.476270952848751e-07,7.3103803321927785e-06,1.466803913485748e-05,9.836753706027324e-06,2.2346521426630517e-06,3.2601040089730304e-08,2.0260724964416e-07,4.720346017617061e-06,5.294630911478748e-08,1.7473897040432007e-07,4.776941864292894e-08,4.614506459610368e-06,4.035249023814913e-09,2.1566655306060056e-07,2.133483478772291e-08,5.377659337835183e-07,6.633546068002261e-07,1.8511314303637505e-07,1.7074106350989382e-07,3.1598222638429263e-07,9.173177850207992e-06,8.675775365674099e-06,9.729960561699613e-07,2.3162057996017893e-06,1.952128910076567e-06,4.635129933205917e-07,2.881882101846145e-07,4.5586554753285213e-07,6.092678717095623e-08,1.837648995195451e-07,9.263175130946877e-06,4.711100179521921e-06,1.2218710621070272e-07,3.949919207713037e-06,9.358762475653037e-06
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.025873513590828345,0.0009408794811691656,0.03712508460632957,0.27241379726685055,0.014952019068553923,0.005086019569258138,0.011264722073045741,0.019652117566885563,1.387022246168712e-06,0.0015293669585454417,0.0004660489962167169,0.07012751741538992,0.05524196714722107,0.014556479833980784,0.09096474560144685,0.022832841236849255,0.06125768991550329,0.2701202301749883,0.030563779448631312,0.008062846793116307,0.044602596274802675,0.07060920297658102,0.0016798821871646386,0.007365573535706993,0.0031560648249475687,0.0009974601563067509,0.03387916444444361,0.0027090175998853994,0.00018432601474405175,2.3377992315776197e-05,0.00029735653168572185,0.0005682448465822443,0.009793237511555475,0.0030996455168987858,0.009103985644722812,0.009797967663201401,0.0007785645343960645,0.00018770441817395067,0.0031458372959956016,0.010280067508346313,0.0005959107829571764,3.236543473472686e-05,0.001880647869238583,0.012184800452852196,0.00011864356535351561,2.013794297406335e-05,0.000403945078721879,0.001970449303325239,0.000529806775706021,0.0001588311416034216,0.00026836468099356026,0.0007131348831386219,0.00022279850494832942,3.027360588037098e-05,7.589443949096442e-05,9.24444848842132e-05,5.979584949966643e-05,0.0009893289367013391,0.0001842049826921155,0.00012713264643382516,0.004152580717703636,7.394970947594004e-06,0.00017368755060598318,0.005619039411215443,0.0006543314870319783,0.0005444326761590013,0.00015251498497548255,9.073602020359672e-05,0.00023159744699619011,8.651534062376065e-05,0.0010598421894703058,0.0013487406801977464,0.0019357860583955055,0.0008757939218329014,3.42739483101262e-05,2.771315808591801e-05,0.0007579008986446922,0.00036985370954667474,0.0008578118510063071,0.0013204904684642749,3.761157390291814e-05,3.876151399273553e-05,9.566322229215274e-05,1.517073450862938e-06,0.00010884399916966103,6.540338214988672e-05,4.741165940624903e-05,0.00023577885832404277,1.1457159149852458e-05,7.05022098452801e-05,2.952741873230025e-07,9.559534788206037e-07,1.8488034072117188e-05,1.1286762736872902e-05,6.363651438512363e-05,9.363100693882132e-06,3.1230956323291537e-06,7.1992527894693126e-06,1.3552306340702813e-05,2.7912778666205895e-07,4.4294316509985165e-05,1.4248615385348273e-05,4.616015762737291e-06,2.860589674025249e-06,7.560262708294907e-05,6.23735010876203e-05,4.025993031042674e-05,1.1241934405603615e-05,6.413302302554769e-06,7.039280913723189e-08,2.8604420054811897e-06,2.322384289321633e-07,3.4813849136838826e-07,6.357589115602025e-06,1.5013526288853996e-07,3.942894104547179e-07,2.1845586672952777e-08,9.92632250174097e-07,1.554818434446048e-06,1.0132478067692574e-06,1.1383078613036446e-07,6.420093459080789e-07,9.265343787756564e-07,5.1840592707463884e-08,7.223286434321352e-06,1.020401998452769e-07,2.3956859340756864e-07,1.4952141746960024e-09,8.840655052466673e-08,1.2593838905061716e-07,6.276410058347892e-09,7.305038352001247e-09,5.8312160433615645e-08,7.517076729968153e-07,4.820836703167686e-07,5.425242797230112e-07,2.878159408581382e-07,3.230166667478329e-08,2.2773134600306832e-07,6.635123783738095e-09,1.1999476479118698e-07,8.317995181528204e-10,3.0597511191388094e-08,1.0504970457958507e-06,2.8399699791847866e-07,3.7957195297977364e-07,1.0521006288399803e-09,3.39426009077215e-07,1.1547009703960498e-07,2.711459647919412e-07,8.730264733358695e-08,2.5584315999083174e-08,4.638875727991376e-09,1.2533929449887182e-10,1.1395773213962457e-11,6.703517740902498e-10,1.6108024247785124e-08,9.683210944189113e-08,6.864374402226758e-09,2.4479435367652513e-08,5.809379644006185e-09,6.035206379095825e-08,5.166532934808288e-08,7.673169699629057e-08,5.575842676464049e-09,5.692128102197103e-09,4.1282994800440065e-09,2.469568327612137e-09,4.4545687138963785e-09,5.169198402654729e-13,1.36880409229434e-08,1.4171348539093742e-09,2.606420856920977e-09,4.0707717028354296e-06,8.384916370518525e-05,3.751693158537961e-05,8.494368042333278e-05,3.8509054624658035e-05,1.739674617828868e-05,4.507098112949137e-06,4.935810177553179e-05,3.2645697420896624e-05,9.550364277188805e-08,2.0845367153965455e-05,8.489688695600961e-05,8.604895775943255e-05,1.6084770288138373e-05,8.301102916163927e-09,1.5565593258770605e-10,2.5717338658637345e-06,9.677858239243164e-07,1.6645936318226973e-06,1.0828217811287288e-06,3.729308778233076e-06,2.6255169283118107e-07,2.0425440245830373e-06,1.532904874146368e-07,2.600912916594922e-06,3.0980920724399397e-06,3.1938502065287366e-08,4.83181373356345e-07,1.5039785439263653e-06,4.299666751483855e-05,3.9116553232521056e-05,6.556270517599216e-07,2.3318369134717187e-05,7.034638072056509e-06,1.3710159953994605e-06,5.147824690965308e-07,1.3915305854261817e-06,1.9808170659274538e-08,1.033744716716356e-06,3.821032369177857e-05,1.9366588130731444e-05,2.5416136593126026e-06,2.4317976832222143e-05,3.393308927757133e-05
