 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,H15,H15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,H29,H29,H30,H30,H31,H31,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,H33,H33,H34,H34,H35,H35,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,H39,H39
1N1S,N1,0.0,0.023526144379736547,1.3058462671189375e-06,0.00010250592817140358,0.002090611337079773,5.87975913937111e-05,4.2616533564299175e-06,0.0005525521997968852,0.003690167645400866,5.5875985358361246e-05,2.3271151226425535e-05,9.47783098864674e-07,7.797224399638814e-05,3.4392663360666154e-05,0.007954760238443992,0.0013668652769267542,0.007867782440980742,0.0013311082620984793,0.0011650165000381407,0.0020761244330227413,0.0023716479267914536,0.005832451535172867,0.0013586539548440246,0.0006123264942474727,0.00018174567499551486,0.000437639946680779,0.00022290663322732662,5.6256747326094425e-05,0.00029675675084273045,0.000116703097445367,7.017225193958754e-05,0.0005199913013714808,0.00016476990721292495,1.9612512049627107e-05,4.532653597946745e-05,0.00022910745858184534,2.5341772056375333e-06,0.000256426151036937,3.6825066100920623e-06,8.26268467868374e-07,5.9116864277397596e-05,0.000338824628437262,3.539653597783854e-06,2.425854450782694e-05,4.100321949784824e-05,3.8716266956284606e-07,9.41316312610685e-05,1.1985828725635805e-06,8.391733924839606e-05,4.5888635761826e-05,7.278639866092895e-05,1.4481843668701089e-06,1.28402786680748e-05,6.078237348550175e-05,2.9162522020786952e-05,0.0001351382267940071,6.4072856984509485e-06,1.6487745486459815e-05,1.3235314116677444e-05,1.6802912528035563e-05,4.2407642419917124e-07,1.2527543263030072e-06,7.896820697350648e-10,8.35352905598219e-08,2.7249146742763797e-06,1.0204686906600813e-07,4.6054670481687765e-06,2.2334897487041871e-07,6.058097334893375e-08,9.385181298782186e-08,2.416400413096653e-13,2.889990990961877e-07,5.317069502464022e-07,3.281375762664851e-06,1.2069017607529986e-07,1.061556449410972e-07,1.1305202879396958e-06,3.053720911694313e-07,1.1449133552332569e-07,1.1481018066805682e-06,1.181466729699432e-06,1.0306749065325249e-07,6.082174298649434e-07,6.222411474965384e-12,1.320750749045363e-08,1.2287381245812412e-07,1.550637218628026e-07,1.649844536544265e-07,5.845546269256374e-12,5.754832876903038e-08,2.912299417179298e-07,1.567897560450504e-06,1.087701284596676e-08,4.7655221740994236e-08,1.299622104378173e-09,5.407506387111738e-10,9.403142164909895e-08,9.331421746416879e-11,8.732108706943631e-08,3.604299563253477e-07,2.116303770005601e-07,3.2496644264412566e-08,1.7431355359143197e-07,1.8377444011008492e-09,6.016921605400682e-08,1.171394974353035e-07,9.875021600436185e-08,3.289631983482977e-09,3.849931014265895e-08,2.542089871937492e-10,1.1802083491052606e-08,4.773706398231159e-08,7.046167116442348e-08,1.9036190179733126e-07,3.5941037257458675e-08,4.129224406845822e-08,9.204949010521712e-07,3.3232652689729747e-06,1.373360978496052e-06,1.1411195146804332e-05,4.677671503694469e-06,4.022337196651904e-05,5.368382090753521e-06,6.174120873370104e-05,0.00014609073195159805,8.609955777838518e-06,8.810599472219849e-08,3.385824769275292e-06,1.1493790808003723e-08,2.365655191352567e-05,2.3538712297099806e-06,4.007876842626601e-06,1.339131071365074e-06,2.558854114731446e-05,7.763175604980077e-05,3.4085332267785873e-07,5.854252406400917e-06,6.738525504923487e-06,1.2866396279509473e-05,2.3503010648795453e-09,1.0824824683841605e-06,3.656174321353678e-07,1.1139061203979672e-07,4.662020615386897e-08,6.963166311602098e-08,3.586450556092302e-06,1.9925878991244872e-07,6.242535899314561e-07,8.859535241656502e-06,9.475009052906103e-07,1.2042846417870123e-06,8.181645951621519e-06,1.62466520459148e-07,3.441351195954123e-07,7.810868188351527e-09,5.832881576073312e-07,2.6085041932022435e-08,7.087649658565898e-07,1.0744785468030926e-06,1.1491519913420234e-07,6.1347184276971944e-09,3.6989378204843604e-07,4.3817150952030204e-07,2.616469707561464e-09,7.978200404767932e-07,4.2331833438602473e-07,1.4330184594513184e-08,5.871261543610728e-07,1.581120562699212e-06,4.5957742944580104e-08,1.9673561946209617e-09,2.0081073248690018e-08,6.35506869350877e-10,3.346432797535215e-08,5.3538729005708774e-11,1.4151525513650398e-06,1.6302029254289252e-08,4.453613922095201e-09,3.783780533339609e-08,2.6216629755992926e-08,1.6086432141904083e-07,1.9335155920785496e-08,5.00784991253056e-09,3.5612266469087217e-09,1.4411320226059843e-07,9.283451812835963e-09,1.0931957006299342e-09,2.981959124070954e-11,2.1454255039188297e-11,9.730484279435458e-09,4.247148188696315e-09,5.392203572540666e-09,7.262893897408418e-10,1.725624976245399e-08,2.4392002861972628e-08,1.3134426879446437e-10,1.1227980767358758e-09,3.3458280590537015e-09,5.694729132699194e-10,9.262768330131621e-11,1.6994552431981447e-08,1.5078252535438708e-10,1.3632703715904526e-09,3.396682463074896e-09,1.800041588007062e-09,1.4572827944370204e-09,4.558284860678441e-10,2.4034925827365328e-08,2.7487310205742688e-09,8.618594726783613e-11,4.1146466789321323e-10,4.532640929255649e-11,1.2801778970228384e-08,3.2889519996359695e-09,1.0611245215841336e-10,2.1399161775903508e-08,1.4814028670429025e-08,3.771830403564991e-09,1.515632841453396e-08,3.200382181489658e-10,4.168697470552374e-10,6.678935182691248e-11,4.863502101049022e-10,2.446692015656282e-10,2.0228143604583693e-09,6.258271012526961e-09,1.8772077226003603e-09,3.8371044719376357e-07,7.141735425264528e-09,2.2049625014730623e-08,8.355126590586792e-10,3.1877704920191263e-09,4.896008487520476e-09,4.146545329319906e-09,5.277938086578615e-09,3.123123981652043e-10,1.4102770062862646e-09,1.071327027091229e-09,2.315100999794595e-09,1.581028918895555e-10,8.996679790040929e-11,2.0107192300056198e-10,1.4179352136878265e-11,1.668082338923682e-12,1.7867884949396284e-10,5.890710141898126e-11,8.049920730002214e-10,1.0947931450289161e-10,2.986242364499958e-10,9.23122689400202e-10,1.1755802026280904e-08,3.57832141695269e-09,3.1543967438096843e-09,1.6279774417427006e-08,2.299251899984256e-09,1.8141143698358064e-08,4.860095215164506e-09,4.423116006790906e-08,1.2584133735060732e-10,1.2210153998992723e-09,2.041070426561653e-08,1.2558848960786406e-09,2.8681784725037573e-10,5.787327894690719e-09,5.202746844457096e-10,5.694309690440491e-09,1.734967924882369e-08,1.8915419452980586e-08,8.232537984653732e-09,3.3126590359700003e-10,3.1416902412928494e-09,1.7588937417656325e-08,1.7557136189338962e-08,9.786078059015324e-10,1.1733669313951367e-09,1.7355402809338116e-09,2.545691712985132e-10,5.264463864840252e-11,1.9518913429994456e-09,5.791513491004707e-09,1.2948766503484421e-09,3.321773967002173e-10,3.0703424247491284e-09,5.298519401009116e-10,4.055202840191896e-10,7.19730941511898e-10,1.9473911372358543e-10,2.6569284272692784e-10,4.3544307049003805e-11,4.701711242560691e-12,3.312747298700458e-11,7.592452361260271e-10,1.117167025554977e-09,3.310828611269301e-09
2N1S,N1,0.0,0.0,0.0003042469047143115,0.0007917031001705155,0.03865842402332165,0.2638635300975265,8.892130403070908e-05,0.0044244904591801415,0.06146847537053235,0.0015005255926292538,0.00029254510181431215,0.00016320831554006432,0.00384584754672046,0.00041237884589606644,0.1047235076165669,0.15703796728044805,0.10521898063906843,0.15771393245672893,0.0033916450866577907,0.0054112688076251025,0.0261047762607447,0.057145020689446824,0.01246186804276217,0.04062337400003235,0.06166088604174025,0.1409901541634868,0.050151224261509864,0.003378318428177929,0.018267781489112345,0.0073832877220796345,0.003848627850797204,0.026369872800011684,0.00523939879835611,0.00010166462335048365,0.00026121425062020087,0.0036311945371263477,0.0004992385452480264,0.008729878557314663,8.499093194558327e-06,0.00012031928874334241,8.155099333562177e-05,0.0023366823097075162,0.00014943324089200516,0.00038847259594265715,0.0011729176680652653,1.557640430127627e-05,0.0011896952199987876,0.00018327657015571042,0.0016826472628688194,9.75647257854817e-05,0.0015660856372012866,0.00027687816646393415,7.806887109174099e-05,0.0012336018440453067,0.0007940010308353784,0.004086815672929234,0.000146734870056342,0.0005184640908186822,0.00029176236197114847,0.001337948316868065,1.6073900948043729e-06,2.1051419876849664e-05,1.8290942787047015e-05,7.212852984661566e-06,2.459744382354856e-05,3.486399381635863e-06,0.00016536486622475977,3.009487175820169e-05,1.8147602356410886e-05,1.4247550996770997e-06,7.53209277615241e-07,1.042984464572072e-06,1.9261140495885343e-06,9.909109969807872e-05,6.2822107387283666e-06,9.247722193350683e-06,5.679359291166364e-05,4.589740071825332e-05,1.2430664348528353e-05,3.363119897126232e-05,0.00010325176333259023,4.979329513155051e-06,1.9046584035509184e-05,5.053978167079975e-07,4.57780657825424e-09,1.0834261838787995e-06,2.6294968193951718e-06,5.425768205391535e-06,9.532697538006119e-07,1.0298375836548246e-06,2.8456388343478523e-06,2.3362845168239943e-05,9.04902322851342e-07,1.0422003162702254e-06,1.4332947895212556e-07,8.646490856634159e-09,3.7866825410848293e-06,4.617420934494021e-08,3.4506154134028577e-07,8.50098540139399e-06,5.918090932865994e-06,1.5530945800534823e-06,7.841971805699899e-06,2.825681408857861e-07,5.093925281585143e-11,6.51611333779556e-08,4.205652125666148e-06,9.912522489496922e-07,3.348621513632466e-06,2.7346176345588447e-07,3.0438409370781017e-07,1.967510407485662e-06,9.257826980579864e-07,4.8340696428006424e-06,1.8064233295866927e-06,1.785978176016556e-06,3.7182933038559796e-05,1.687524193494383e-05,0.0001241641353546541,0.0011218750862553861,0.00015857979355216045,0.00016312914065563788,0.00014356058062547916,7.80930693777826e-05,0.0014629712054059496,3.1048922437548754e-05,4.501307055782e-05,6.524401955143588e-06,6.683276483343548e-06,6.025122448738429e-06,1.2669017281918826e-05,1.752600020976658e-05,8.760038561206329e-08,0.0011138832696304668,0.0021907697491467815,6.709054575670947e-05,7.377499506677765e-05,0.001451264911999317,0.002383586871568255,9.701235164971678e-06,8.971397332446784e-05,1.9598388789399124e-05,3.338255527074452e-05,8.810489220989481e-05,2.4829725888686482e-06,1.1234382515823427e-05,1.4418031521579167e-05,7.048160798994729e-06,0.00034658608943116676,2.96716238028516e-05,2.448558454659633e-06,6.219464142143138e-05,0.00028635938374499403,1.1904365198267541e-05,3.0483687365467915e-06,7.120575716390576e-05,4.459772471432366e-05,5.034414765514583e-06,4.633058275693713e-05,3.990728085234707e-05,2.479846204161973e-06,8.714400120624077e-06,2.2737604060019123e-05,1.928324421474059e-06,7.768344423952911e-05,1.007106525729995e-06,2.127065116042104e-06,5.022969335577443e-06,2.5760188249179805e-07,7.014410325467679e-06,1.8438711668622432e-07,1.917703587261954e-06,4.794786540696094e-06,1.0058373556498523e-05,1.0835821129262513e-10,3.413715045708088e-05,1.9858065525291124e-07,7.877521861487935e-07,2.657061123567672e-06,1.0383251729528808e-06,1.864077259172703e-05,2.45396536868725e-07,9.213874108127129e-11,1.3706235213462037e-07,7.447290362616599e-06,8.377968587769402e-07,7.865447670951653e-08,1.6613302689094667e-07,3.4913531843372425e-08,1.7903750157977072e-06,2.692700362683098e-06,9.126394844294339e-07,1.563803464499358e-08,5.899764663475082e-07,1.2598452405754301e-06,4.866660763269692e-08,1.9844373833066697e-07,8.964028630487064e-09,7.953744329824985e-10,4.977307455078517e-11,5.185471527724417e-07,6.2065217409923434e-09,1.4596582431636307e-07,1.001297588842931e-06,1.2416179551166806e-07,1.9317382071726286e-07,1.7732062218556166e-07,8.251923206969991e-07,1.941438063646217e-07,2.0977186210302534e-08,1.0909861902774765e-08,1.903195379071576e-08,5.579810555822462e-07,2.77269460724483e-08,9.810712686686429e-09,4.1567011788146147e-07,2.2530567855838513e-07,3.1341385664518384e-07,1.7277994412978614e-07,4.3550997697039406e-08,7.059413675847281e-08,8.907934390123273e-09,1.1692094803450459e-07,3.81112078340351e-07,1.6449636142112922e-07,3.6073260156754827e-07,5.392905588763597e-08,1.005692406463865e-05,4.487836715583171e-07,6.045244909103076e-07,1.430298057769619e-08,2.7745293573744334e-07,5.128442710500281e-07,3.2450189602073465e-07,4.927972270252212e-07,8.614309399135323e-08,1.4079612142836595e-07,1.1655517484499e-07,2.111085382061617e-07,4.605731040996375e-08,6.754135029041208e-09,1.1204770444805945e-08,2.9867979201014805e-09,6.426637000345181e-11,1.0968555397283808e-08,2.5692212801686765e-09,1.2125387627293094e-07,5.997694385584396e-08,1.711594510567238e-08,5.752306631023885e-09,2.545631927475256e-09,1.2190677001200356e-07,4.31744617834795e-08,3.6350006515917244e-07,2.6507014361243364e-08,3.5276222831726045e-07,9.18721321241378e-09,7.680719620317689e-07,2.728317882727538e-07,1.4703552730921388e-07,1.3691429792128673e-06,7.039108629314228e-09,1.6991082008033231e-07,4.7550672310769926e-07,4.933609076829271e-12,3.580647289780359e-08,1.250195949875632e-06,7.496162539588624e-07,1.882593827495782e-07,2.281933308978523e-09,1.2297431117858082e-07,2.953717612719231e-07,4.5802635151304116e-07,2.102051799290905e-08,3.3059444071170674e-09,8.875267032415479e-08,2.6205912662113917e-07,2.6587936963196057e-08,4.796836261533599e-10,5.029754390761809e-12,1.1523828824522298e-07,1.0364687108577186e-07,1.245609837496886e-09,3.644465307317546e-08,1.741043029745981e-07,9.906952369576061e-08,3.687126737261792e-08,6.340385994008102e-10,3.981520446671993e-09,1.2747673139301696e-08,1.1200151917023504e-09,3.2480040879079297e-10,4.4710901647704304e-12,3.579828300459553e-08
3N1P+1,N1,0.0,0.0,0.0,0.000584819242999135,0.005062228378301281,2.8481881785502594e-05,0.2745331209640587,0.0016539098061159052,0.0051175139219608035,0.0413338235984293,0.004612819182471695,0.02678987161292601,0.006356880932693043,9.501904006503636e-06,0.05868051247221029,0.026663327114002655,0.3026490355459588,0.2096932675029568,0.0034270382469345773,0.02346023620066351,0.02441523476932872,0.08677545029378608,0.024627254410706012,0.009978573019831849,4.728303300005621e-06,0.051657211796669156,0.011925321702510594,0.02255783274631673,0.00025183178694820896,2.5681879951555686e-06,0.004576983185392347,0.010090521872311076,0.009686551373124352,0.0007896667525826295,4.981416476201872e-06,9.649460235294782e-07,0.000818300408559125,0.0005604115642943164,0.00024215573985708616,0.00012849849071949748,0.00025012232345789087,0.00017092399152707216,0.00022693703078813243,0.0002944858264135597,0.0005177032510705892,0.0003227883135528131,0.0020526247406664755,3.846999633672077e-05,0.000802435691447112,1.6196002915247476e-05,2.5032910500932815e-05,0.0003922619921357118,1.856071200823095e-05,0.0005516075432008272,3.968861811554092e-05,0.001122095600897044,1.759014705271511e-05,9.871464566169053e-05,0.00026302699707292376,9.856646920569645e-05,9.80649140158718e-06,0.0001391930346634762,2.3487702546232114e-05,3.381827391457648e-07,3.668453900806945e-05,3.3399365377828616e-06,0.0001231078997125934,9.220288862810122e-05,8.070571411611382e-06,3.8765577770050186e-07,1.4179358376331663e-06,9.298462543494423e-05,0.00011502045160716179,7.340726316007462e-05,8.620717799612265e-06,2.8160585977321517e-05,1.1935893384773522e-06,0.0002620727208491047,9.622101283301987e-06,4.2876178478978844e-05,2.3379845015547573e-07,1.5829338415596084e-06,2.4106894729092332e-05,1.8992221215707872e-06,9.893235408675594e-08,4.322204291362652e-06,1.3187290588412282e-06,2.5810174526963436e-05,3.52853530038999e-06,2.487293294439752e-06,1.7561320007075665e-06,1.6298206300113804e-06,4.1589994861368496e-06,7.910134030009175e-06,9.813153794002716e-07,3.141354261160245e-06,7.891286061489922e-06,1.4295898695948495e-06,3.5559885325220364e-07,1.2754660947411622e-05,4.601630527734102e-06,6.167720116545539e-05,2.509102326353485e-06,2.018770645761947e-06,5.3944110955939095e-08,1.518743694584046e-05,4.734012398088794e-06,3.678559617581456e-06,1.4176632223694696e-07,2.385053354814204e-06,8.49327894236751e-07,4.765281614416139e-06,9.348085105997939e-08,1.3286641080689776e-06,4.635094796867634e-08,1.5952474097247205e-07,2.544600697929056e-06,0.0001977564276356425,2.3446319764364176e-05,3.9762524044917313e-05,0.00010999915565834684,0.000161392527977533,5.2331465145272205e-05,5.838584705930572e-06,0.00012280944503340052,5.38317834930524e-06,4.867645181572122e-05,0.0017866458716599976,0.0002760545077398202,0.0005972570458609994,3.592581214562074e-05,0.0006463313727911313,0.0012803788833317675,0.0005054501145882462,0.0034359838408706267,0.00019303904130119065,0.000340467681975376,1.2765308274431675e-05,0.0004837034676570262,6.860061351887659e-05,7.65155937054729e-07,9.123847457304102e-05,2.5568344740989346e-05,0.000273972902152142,1.9520133200279233e-05,0.0005747312363304502,6.326519081767401e-05,0.00010731092694937772,0.0007008596476874018,0.0001315454583212805,6.354798791763372e-05,0.0002684860055857108,2.6361252736251117e-08,5.5602752846439785e-08,2.17292256099455e-06,8.33813805489747e-06,7.859080897132387e-05,6.073326778488486e-05,2.574497902596562e-05,0.0004518608418409009,1.2294419193814576e-07,4.231316556690956e-06,8.357633184807867e-05,2.8292399933960155e-07,0.0001376936407400109,9.993298899502179e-07,3.5034038470271867e-07,7.86930806473407e-06,3.626166993164759e-05,4.362198042340282e-06,1.5182222139475954e-06,9.463889940608539e-07,2.0249189665255685e-05,9.634203243402695e-06,3.867681484415186e-06,4.3170182939977764e-05,2.4654629959819374e-07,4.703454787424732e-06,1.1335616636465318e-06,2.4925982331502894e-06,2.3185854727270083e-05,4.565462434769074e-07,5.587423137942693e-06,3.064435909472252e-07,2.450999887049221e-06,9.002623549969613e-06,2.6058409490214984e-06,1.618248225421226e-06,5.500863765162123e-06,5.0878588009339865e-09,1.2503072440051e-05,4.447843893640169e-06,8.809589369107584e-08,3.760315215650678e-06,2.209925118901168e-06,8.564991116344345e-08,1.049807494712951e-06,9.267257707890053e-07,3.6633985178724515e-08,5.957435189607452e-07,2.1465762500838537e-10,5.4961740492132094e-08,6.342316538621162e-08,6.411901298797318e-08,1.0191532773262679e-07,1.413904784364206e-07,1.2218699918520315e-07,2.04052437391411e-06,8.294708075951007e-08,1.2311482455729106e-07,1.674635563553295e-08,4.694486874790016e-07,1.7994268253218593e-07,1.4812868531777212e-07,3.0109151571977577e-07,2.610711646866548e-11,4.2325885907246175e-08,3.2814192074681614e-07,3.801551553550553e-07,7.32834153360784e-08,1.684445583016725e-08,8.997121136999908e-08,6.92376312505516e-07,4.792630561301081e-07,3.47455696214638e-07,7.249848819057547e-07,1.9013959295932636e-08,6.029261458984081e-07,3.247781643622716e-08,1.4012488946946178e-09,1.0982326159592048e-12,2.012975564014141e-09,2.0012747015130117e-10,3.3249714093130933e-10,4.11291252611079e-07,6.8442007616908995e-09,3.593083164332711e-08,1.0575007536317571e-10,3.109920410082623e-08,3.78852171856181e-09,1.4371668299872908e-09,3.8110143707470456e-08,2.5327282937581685e-08,4.528074137866156e-09,1.0455090126981759e-09,2.5451649676710986e-09,4.802278130711102e-09,8.730923539701507e-09,1.7349726677551303e-07,4.224029570565335e-09,1.0328154753658225e-07,3.7325046906566683e-06,1.1737036187398076e-07,7.702101016970886e-06,5.390041737385332e-07,1.0046472000979634e-06,2.788301362244283e-06,3.662334568943493e-08,3.4286526062743405e-08,2.1110039183369622e-07,5.055005115384148e-06,4.961237909384408e-07,2.3347366284731663e-07,3.4919421949552998e-06,1.2354635536837577e-08,2.652168751282602e-07,5.090513695016341e-07,2.874552346820991e-06,5.042466337812357e-07,7.3616313045477e-10,1.0678811670494781e-06,1.3508087364222376e-06,9.685552626592653e-08,1.3426051737042144e-07,4.6734713876617207e-08,1.2889525224935028e-08,1.6190975715701938e-07,4.275497647032722e-07,3.998844588792849e-09,1.3956428102090968e-07,4.2395975929920837e-07,1.5727496061046509e-07,3.687322491785494e-08,1.685930062222951e-08,1.824594297872295e-08,2.105618555070521e-07,1.905905655519291e-09,1.4453553287552268e-07,2.6011957721117085e-07,1.2743679000948305e-08,1.5184534740697586e-07,4.263673747395558e-08,1.8332842444124253e-07,1.2494622225744934e-08
4N1P-1,N1,0.0,0.0,0.0,0.0,0.00039615033238460384,0.0027910620500914973,0.0011446321791299674,0.2864100946878465,0.00016256785760848658,0.0038337296103891916,0.021302747131763944,5.0635348136651714e-08,6.929011524525741e-05,0.04917289815110015,0.2762775647370894,0.18850763506451162,0.00910770040175457,0.000734303242501344,0.010012069768225551,0.06671847915558082,0.0862771842962009,0.17640452415422248,0.04699536737373444,0.0269913926394163,0.04616242143472693,0.03689444009331,0.01987976520888468,0.00283012205754285,0.01866842676489555,0.009013930755176647,0.00037310566246384624,0.00919863918550945,0.0001932021940906914,1.9903815720034856e-06,0.00019807310927544286,0.004442185682372646,0.0002467720212178115,0.006130232255558976,0.0009052578159858271,0.00034543289256294685,0.00028455896871948383,0.0030907736773904126,5.12031517847511e-05,0.0008482931900490875,0.002867199252296171,0.0003195715438950586,0.007933567489174287,3.4173195011533153e-06,0.0019687937109309495,0.0006405275208036798,0.002128903175379282,0.00014059952285139232,8.07642469697889e-05,0.002538941348151802,0.001063478985430688,0.004544582249035312,8.650660933273713e-05,0.00024609493059335463,0.00023799450175721049,0.00012859060276326773,0.0002206674125346808,9.714072651134664e-05,2.0545280883466077e-05,2.5428858677178923e-05,0.0003044004299370684,0.00027316174869218557,0.00044748615172185424,0.00027014113012979735,0.00010426196122370612,1.149718490767171e-05,1.536059781592769e-07,1.479520475733409e-05,2.4705788624679315e-05,0.0002005231675350494,1.5466158657329032e-05,2.4126181052963602e-06,1.369291749142576e-05,1.4337371806671939e-05,1.4657934332973355e-07,7.253824240160966e-05,0.0001456200219254189,4.113053496235253e-06,4.041216902006539e-05,1.0240217878099145e-06,4.374526474393292e-08,7.464372231424932e-07,2.5038725497417147e-06,1.7146395261846692e-05,3.847624431507768e-06,2.8401511977804716e-06,2.3764232626177773e-07,1.7733160603494724e-05,6.22901642710616e-07,5.475459968096175e-06,2.6792177141299334e-06,1.2225002123944506e-06,7.356670661540221e-06,2.070546808896623e-06,3.6077102572029673e-07,8.003481077434316e-06,4.887478178616789e-06,7.135832209570481e-07,1.3801949910074995e-05,3.259980774217297e-06,4.694937942861799e-06,1.0009001183419741e-08,2.140344016687834e-06,1.4575803297667278e-07,5.634872974003002e-06,6.641655376782296e-07,1.522137971221582e-10,4.202114917584154e-06,2.4086812544510394e-08,2.2303985325322628e-08,3.308922016387328e-07,8.330442113901881e-08,0.0001299332407918019,0.0017317215909855577,3.2651978584929964e-05,0.00015121916824289983,0.005400716293390229,0.00010243440235990775,0.0010408032561057823,0.0020898330214995653,0.0007692068021865062,0.0004945772022979522,1.4298930050893333e-05,0.001696212136780506,8.60842424330599e-05,0.006623839520666808,9.315344652316426e-06,0.0001239781626463099,0.00021790659512044286,0.001174842282201105,0.0007245968843059281,4.739451094204483e-05,0.00010391440026946697,0.0005835655232755421,0.00012139782753894934,8.893663577147493e-06,9.933460160205243e-06,0.000310729962317291,7.665265848499914e-06,0.0001726803069181937,3.4000838674552725e-05,0.0010371326399609693,0.000444730573392782,0.0001614869876545022,0.001935215895802589,0.00022362838832545862,0.00012656552850920377,0.0003740017544329177,3.2487242589418486e-06,0.00039244174603236814,1.3064259715811488e-05,2.9676600407091414e-05,0.0005155546838024883,0.00015935876565809082,0.00027600912922398635,8.101525850179314e-06,7.13450080502831e-06,0.00019988998869813202,3.7324903874313975e-06,4.5177702273857534e-05,0.0006193536455665338,4.4809631041253795e-06,3.235235773724199e-05,1.3483094308597288e-05,1.2669193973913195e-06,2.3804548575867557e-05,4.068955705482935e-06,9.388963647416482e-05,4.879159868553806e-05,1.6051321404919605e-05,2.104905377464661e-05,8.221030099342386e-06,1.1696124078142134e-06,4.3117252615409996e-05,1.829830562760648e-05,3.0182959952718136e-05,0.00010464853107627903,7.285522436450975e-06,6.343946426401459e-06,1.8016199486492468e-05,6.039362842713558e-06,4.0737796114243e-06,2.1021798235487665e-06,2.9409814139569335e-08,4.5227037176465146e-05,3.8211575770219497e-07,2.7316013945455353e-05,1.8772770934205596e-05,1.1148095113711065e-08,1.1883965393977292e-06,7.031132565060716e-09,7.588412103132214e-07,1.4160769175042276e-06,5.425441522710628e-07,1.7223942272437398e-09,8.966992819381403e-07,6.396660978680302e-11,7.628324136810249e-07,1.3465246655464114e-06,3.585229046976224e-06,2.2427480517173137e-07,9.135803225035488e-12,6.957593701173437e-08,2.330807745920538e-06,3.6490795096710826e-07,1.959092501557791e-07,1.6195898844273415e-07,7.912083129557601e-06,1.0430003385408781e-06,2.7547049974430138e-08,7.5917843713746436e-06,4.414428224297495e-06,3.476191835716236e-06,1.5566062083749443e-06,4.6925570762468283e-07,3.2223051338320374e-08,3.40078974536695e-07,9.293922818010003e-07,2.2834421398165716e-06,1.3116576467187002e-06,3.421706473716313e-08,9.450902624941193e-07,1.7704995993739203e-06,2.0508820450793053e-05,1.4101970702284916e-08,2.1886271728277507e-07,2.7365222532438338e-08,8.834810270030857e-07,8.234117405692132e-07,4.4374610519426483e-07,1.344528932634148e-10,4.450409063494476e-08,4.3417644945975553e-07,2.253320108280832e-08,9.282147894751347e-08,6.917194685929218e-07,6.854032252867626e-08,7.573418780992824e-09,1.5170039424639015e-07,4.4801380827408366e-08,1.8400423407172184e-09,2.6005967157516352e-08,6.269603165520721e-07,5.906199849192717e-07,1.1495791927274013e-06,1.289327102860227e-07,3.0516025262272706e-08,9.146869484055742e-09,3.5348676536983703e-06,7.279273042115619e-07,5.480479833952501e-06,5.87544457530953e-09,2.0699407388136137e-07,2.6455154955584703e-08,2.101846763302717e-06,2.739421578468182e-09,1.8859758865730214e-08,5.534663261030914e-08,5.2481924339709e-07,2.2507217169120963e-05,1.933050830515981e-09,3.498268563717488e-08,1.3729220231795125e-06,1.6949268655253036e-09,2.3541450655528706e-07,1.2256547332611945e-08,1.5334270959677099e-06,1.1762176566065818e-07,1.8604089913054622e-07,2.354853230190912e-07,7.654102662790763e-08,4.3519762460419997e-07,4.4673521326643595e-08,1.673125260559516e-07,7.305058535855835e-08,1.860279765786288e-06,2.5645931120976684e-06,2.3164289708610397e-06,2.580865112733477e-07,2.949230748505727e-07,3.879270518147848e-07,5.087678722759392e-09,2.727787506984214e-08,3.1959928548097594e-07,3.4395366399486704e-07,4.0489503594365317e-07,1.130781293934291e-06,5.595473586694766e-07,1.1819140217639301e-06,1.3671787990610085e-06
