 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,H15,H15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,H29,H29,H30,H30,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,H34,H34
1N1S,N1,0.0,0.023645539744363342,0.00016420261944682935,2.549863967260535e-05,0.0017589227386787254,6.482861791079486e-05,0.00046578202670799485,0.00026396147531926317,0.0032813958565116597,6.820932220845399e-05,5.794784047663537e-06,5.246957290655496e-05,4.2573102971607546e-05,8.670455186904347e-06,0.00791511561959668,0.0013659493579672999,0.007870067202088826,0.0013209995014954456,0.0011370942236399728,0.002110870894771466,0.000618298717114385,0.007368740032670518,0.001394111014567656,0.0006139449117668061,4.104263458337698e-05,0.000599459217328624,0.00022884834404401921,0.00014061823720140643,0.00016948858544763024,0.00010693448925266913,0.00011982911179897471,0.0004945779093495084,0.00018978269034519712,1.7072872661727523e-05,2.2028356036540853e-05,0.00017819802585372635,0.00011195595191249019,0.0001893249834179489,7.29470181171088e-06,3.652714295254711e-06,2.9327239701393282e-05,0.00011356229919368133,2.1453612064625815e-07,2.83113153945469e-06,5.623374984786711e-05,1.6579532475247127e-06,5.2549385634564905e-05,8.594734020039851e-07,2.8662412093760636e-05,1.3406256060832789e-07,0.00010889309673167702,6.682251235534675e-05,1.0016888314756667e-05,7.256040643799366e-05,1.099942823934441e-06,0.00011259362532056727,2.0137217902282956e-05,9.020063633791153e-07,2.662792341356912e-05,3.5139743482792696e-05,6.619454576961559e-05,6.038160016708094e-07,7.275475459783687e-06,4.510884135666693e-08,5.5592300335638445e-06,2.2933073956510341e-07,4.2306493261090594e-05,0.00012556719221534784,1.723629399186244e-05,1.3210480484859843e-05,1.1313236819576744e-07,8.461195153408596e-07,2.5743375653419776e-08,4.198183833903357e-06,6.836697795442603e-06,3.337792310098564e-06,2.197580056817472e-07,1.8724263506353367e-07,2.077993180193971e-06,1.710391514309073e-06,1.411160030495573e-07,1.04446671228553e-07,1.2191633706193361e-06,8.717060462903881e-07,1.187147560394175e-07,4.194449521044419e-08,1.4586279473149943e-07,5.899178723289822e-08,5.396054612027967e-06,5.0182318300784345e-09,1.312255071272972e-07,8.11889870888649e-08,1.1910419974725528e-06,1.5594141354602353e-07,5.290653692924252e-09,3.1321396080918884e-08,4.137402337400786e-09,2.602827245123951e-07,6.328596536236963e-06,2.779551898401955e-05,1.3874586324291727e-06,7.446002728084267e-05,3.6084818055392986e-05,1.2669528144826359e-05,2.8411707106990036e-06,4.7769951305731695e-06,2.5036547648404905e-06,1.6554220771958228e-09,6.030382587451921e-07,1.2803674127870313e-07,2.9787669178493736e-08,8.267518244176042e-07,1.0089286490488902e-05,0.00041477853605909054,2.17349445352788e-06,6.150401443694165e-08,6.795106891055447e-07,4.502893313107492e-06,2.3605965859818667e-06,8.111256076359652e-06,5.869887288012521e-06,3.896637069311648e-05,2.0586728026183998e-05,6.712616617010614e-05,0.00013957713726064913,2.131478632483308e-08,6.587189177065245e-06,3.065419523495816e-06,2.697689662933822e-06,2.1064959770389358e-05,2.4268177841874072e-06,6.395386686230964e-06,2.1653092416418218e-05,2.372871478861782e-06,8.024401704687101e-05,2.022065985762822e-07,2.9704123605256427e-09,7.536891089454656e-06,5.285601892168756e-06,3.5752521192200515e-07,9.799928457621121e-08,8.47936837411467e-09,1.4353047569914956e-07,4.1954127824594956e-07,2.263780440742158e-07,4.571578171130852e-06,1.8921236710767175e-07,5.5272666443784146e-08,1.0862881649309486e-05,2.171189768862547e-06,4.172959923831598e-06,1.1479972528150029e-10,5.956950746011103e-07,7.87481445746474e-08,1.2739100506420353e-07,8.365276832900115e-07,8.001885418162935e-08,2.1788088000462835e-09,1.2680905814299592e-06,2.264935521356648e-07,2.4437076806549385e-09,3.711961853447576e-07,5.4880078259600396e-09,3.6035052408678325e-07,1.1234481158695075e-06,4.639560604591253e-07,4.795844164018348e-07,7.309564349355924e-07,1.2769849240257258e-06,1.7486469217065093e-08,9.033394560153951e-09,3.543350579615634e-08,1.0688868734565204e-08,3.1075163831051356e-09,2.4056517222703633e-08,9.324412709732499e-07,1.1790122933508229e-08,5.941353187211007e-09,2.000809984359364e-08,9.967722203185758e-10,1.3898210404761357e-07,2.7150469872339045e-08,2.306155266751375e-12,2.6524902274616124e-09,2.0097952191378e-07,1.988103806582764e-09,1.4481084664730304e-09,6.490012860460581e-09,5.428713034660859e-12,1.18209461663632e-08,5.973252115154537e-09,1.3076262295186325e-10,2.0804104439164917e-08,2.4759819750030942e-09,2.4128051778760096e-09,1.3640104601364555e-09,5.520635060207724e-09,6.288666032361334e-09,2.507334784240811e-09,3.421175565065937e-10,2.833503431887152e-10,2.152849787329103e-09,2.042988445083438e-09,1.728608922668684e-10,4.7824910698324175e-11,4.342292525549851e-09,9.342979390147832e-09,1.4707949302916745e-09,3.3087611817084195e-10,9.389262700665313e-10,6.111312123024959e-09,5.147157877694042e-08,1.5851164825164687e-10,9.41385636110681e-10,2.5281110538344365e-11,1.1998015914116422e-08,4.774847184307873e-12,2.5210766807504115e-10,2.810595228774915e-10,2.489036199371242e-10,3.791982838841079e-10,1.1557990675648e-10,5.775494153759109e-08,1.8861279249549057e-07,1.3657674680089826e-07,9.888196927931858e-10,4.5402925796800275e-07,4.249489493624026e-08,2.0982571236061176e-09,5.028732097400734e-09,2.0992568350308716e-08,1.986725506331055e-09,2.8263386075977337e-10,7.621272474223062e-09,2.615671929051544e-09,3.811489041050109e-10,2.5544704795876783e-08,7.006197777492673e-07,2.418179234631168e-08,1.5918752982457818e-09,1.8613718899551657e-10,4.631663497178806e-09,1.466218835233235e-08,1.7077963487821535e-09,1.2941048899151042e-08,5.4125591231191095e-08,1.0074015621697185e-08,2.281479072330228e-08,1.337521204902714e-09,3.408521409564713e-09,1.5044010481801706e-09,1.0790556115303218e-08,6.540284980260935e-10,4.833593636455191e-09,1.1924212867109318e-08,1.097103607961003e-08,6.19461870687843e-08,4.487062144065135e-08,5.7580338497231764e-08,2.02682604033555e-09,1.0066774192019068e-07,1.591913267873224e-08,3.225835887299411e-08,7.944449542662824e-10,5.6417273630593456e-11,4.332362246728394e-10,1.4199357800670498e-09,5.764516364248351e-10,2.1602997168912452e-12,1.5206946812895694e-11,1.7401458496379973e-08,1.5488532678631373e-09,9.433673842096368e-10,1.202796751087476e-09,1.903364132971319e-10,3.0899784952964637e-09,9.510170428939091e-12,4.670800829442712e-10,5.4444976305134674e-11,1.365813018239237e-11,2.500860629695012e-12,2.67816394061704e-10,5.3228532692628505e-12,5.129585645136103e-10
2N1S,N1,0.0,0.0,0.0030104694358357165,6.986966202493505e-06,0.032689488887466034,0.2643717023693086,0.006723424477829809,0.0010761119066518,0.055263762719418796,0.0019166625275757188,2.3394062991233255e-05,0.001422730974535158,0.00229277474321421,1.5361838574756703e-05,0.10542050872136244,0.15870591658891264,0.10545490765098764,0.15824347364553892,0.0034135713065306383,0.005419714778740481,0.004416672632225449,0.07768399586228902,0.01290526291899452,0.041257000742841665,0.01617324628604422,0.17376987668506683,0.050850467162423474,0.009551682484456148,0.009931320866612081,0.005768602673271284,0.006744149864346793,0.026621526408813656,0.006230715203735748,9.488182118344568e-05,0.00017124490703812612,0.0020769556301925007,0.0023102094908873383,0.00708927584173491,2.190433387561086e-06,1.318354843071745e-07,0.00034316945676060584,2.0937931656028752e-05,0.00026657731280632646,0.00023940590394788686,0.0005908602977897637,7.519864718941172e-05,0.000788778850332239,2.1293317602033568e-05,0.0005357470270652698,0.00013445479524243353,0.0038088083896248293,0.00273326097053328,6.812464070393709e-05,0.000832270950891445,1.0647689149934081e-05,0.0019228178543575503,0.0004374698209295147,9.378417622718516e-05,0.00018553821388866965,5.5241677849871e-06,0.00020890428207298584,6.299098745854437e-05,0.0002061934364105955,1.6254429153761407e-06,0.00018349388645888531,2.2676177555691623e-06,0.0005504213238083366,0.0010424863889535452,0.00030802930142215246,0.0002141101186832195,1.3803020748603956e-07,2.8274959706919844e-07,1.669303681950396e-07,8.73861409722565e-06,9.231352587679709e-05,4.936770444574634e-05,1.0253983311336867e-06,1.2330623784695405e-05,0.00011116285874779308,5.671470322332617e-05,1.0979247933029512e-06,1.6506196315324573e-05,5.5341208621939586e-05,6.685266428685388e-05,4.442676067029083e-07,8.737953244075669e-06,9.075169416838946e-06,1.2613816879891715e-07,0.00024016914395641464,2.283233853983546e-06,2.1330349442294505e-07,1.2197995817864182e-06,0.0001373080968050111,3.0568215043658142e-06,1.7616948988496972e-07,2.9043148395135887e-06,7.999708975248154e-07,4.560524427432711e-06,7.831183785000917e-06,0.00021291029747105839,6.1630915477728365e-06,0.0011826556169505231,0.0007792093527667632,9.493353225042966e-05,3.0123977910356814e-05,0.0002069922874525787,0.00010131531791435222,5.599917467957738e-06,1.9185926119380525e-05,3.879548303276081e-06,1.0879428240517797e-06,1.3739845963645081e-05,0.00018455069395484358,0.004919841322172491,5.650695814152229e-05,1.302258334856532e-05,3.6405176772502656e-05,1.695849041727371e-05,0.00019529216982938635,0.0006405945600942431,0.0001697076756617122,0.00017526045569482562,2.059900474637999e-05,6.47752820461811e-05,0.0013603198125289317,3.200273380832286e-05,1.7208056658724047e-05,3.2598412635920226e-08,3.3543582522721493e-05,1.0983661364871722e-06,1.5998262915317696e-05,3.577724841186125e-05,0.0006361771694707308,0.0003271034960334873,0.0022898610543302667,8.287296384157372e-05,0.0005322268130663055,0.0008075983164830269,0.002359190700694125,9.077235682442009e-06,1.5171334142305426e-06,7.849955871308545e-05,6.690685998944623e-05,4.243689599725542e-07,3.961475324665287e-06,1.419902282329133e-05,1.778475423241943e-05,3.668532122524937e-07,0.0004147072854707723,5.134786595961671e-05,3.529103440147452e-06,1.669034617179932e-06,0.00041455925966760176,5.627445695388644e-05,1.0359665080450497e-05,1.8276870466849005e-05,1.503467397245828e-07,3.0625855103716404e-05,5.3087461121315016e-05,0.00013734719036673226,3.0420340906278653e-06,8.320716932797012e-06,1.5731708229438368e-06,2.823196011902951e-05,9.406534405353995e-05,1.4279930318217282e-06,4.136076175775827e-06,2.1661965554642393e-07,1.4269732107052846e-07,3.4716081565022705e-08,5.657224406707684e-07,1.4660363049978642e-05,7.346979627786965e-06,1.6609437878400968e-06,4.0952301505470246e-07,1.6159420377359623e-05,1.9365407100124798e-07,1.026691717420647e-06,6.435568442597628e-07,8.073994965940301e-07,1.7024682406496794e-05,4.979739913757442e-07,1.102923974372061e-09,6.585720457863431e-08,8.726514901802318e-06,1.5002512121498057e-08,1.4512904722430164e-07,1.310460587600204e-06,2.679802824090416e-09,1.4449364276192256e-06,2.223971726778018e-07,4.46244330376544e-09,4.518817962040345e-06,1.1866719584752161e-06,4.6098247441506146e-08,3.105981631890131e-07,4.330182443723629e-07,5.9491265247402225e-08,2.338185423056416e-08,5.550249548846864e-08,3.2507232461398416e-09,5.906178168757492e-08,4.9306563720818986e-08,5.390630830603982e-08,4.011412979565421e-09,2.0709661274764812e-07,4.552077850217273e-07,2.8557912745696967e-07,9.661775823843755e-10,2.035062340866034e-08,1.5477866632807036e-07,1.964612110771924e-06,1.4327043240669468e-07,2.4070189841296497e-08,2.6858262280882172e-09,6.055793853043667e-07,1.2952066974492027e-08,6.4623824069798275e-09,1.5893477423034597e-08,1.341198685445022e-08,1.1250506526394588e-08,4.694064026367073e-09,2.3833415929708224e-07,7.119227540375306e-06,6.226292454947213e-06,1.0725257304500246e-07,1.8491005147946993e-05,2.1886141112759105e-06,5.640263682771263e-07,1.3445391999766798e-07,2.0238873252864664e-06,1.6742143982284574e-07,1.1808223709941501e-07,6.266081651329358e-07,1.753713330110429e-08,6.718474843125932e-08,2.8566201848434503e-08,2.384700365221093e-05,1.8961220815683077e-06,4.544474823120481e-07,1.0736828315316416e-07,1.1436841633738482e-06,2.4360209289753243e-06,1.2874947143970417e-06,1.7231717519550216e-07,1.4840257556159031e-06,3.070829546203413e-07,3.0548008478348265e-07,2.0721487503649882e-07,1.7265767349172734e-07,6.535687826492165e-07,2.095686056691193e-06,5.225614270187862e-07,4.1527423966236654e-07,8.233150006198287e-08,9.099962849923315e-07,4.383731492474396e-06,1.4798433980445225e-06,1.579103906301782e-06,2.3016343764226121e-07,3.944856750148773e-06,2.3731533582704856e-07,1.0414705657879608e-06,1.069513941853728e-07,2.7141376257588945e-08,8.154620223521647e-08,3.2496687563110527e-09,9.314719595643339e-08,1.9988825261663123e-08,3.0682696117168007e-07,2.198026312072443e-06,2.60090216031017e-09,1.2576181340762105e-07,6.44389452908456e-08,6.531985250468608e-07,8.629192915776684e-09,3.526658032271257e-08,3.377788448943875e-08,6.978563971138385e-08,1.913539926512442e-08,6.622323134308772e-09,1.339784239107189e-08,8.493292247280237e-08,2.1239328962252557e-07
3N1P+1,N1,0.0,0.0,0.0,0.0005923047792779634,0.008700499120195548,0.004169488059032833,0.2649425507010954,0.000664130383303263,0.008600852366252187,0.0001666985695489842,0.031511407930285396,0.03130652134376066,0.009671800889100801,0.004792026343866551,0.24335476638350162,0.1529355661947367,0.26032028753286784,0.13721464203322675,0.0015042624383063696,0.008614190244476294,0.000403428389476268,0.035548696937016455,0.0031509189650003044,0.0026966538006920615,0.015493032773513882,0.012415139558263899,0.0006233593182214392,0.007088795569424544,0.01695704844892898,0.00322209402935969,0.011013112102215006,0.0021874356255122684,0.003553020191888745,0.0005797471674306998,5.810841235343034e-05,0.0019872747538798308,9.629272634814612e-05,0.0025723636417516182,0.0008505755176582142,0.00021639485857249952,0.0003986482254219048,0.0002789645942269381,0.00033848155461146945,3.205343272494332e-05,0.0003381380888696217,1.4335819860100685e-05,0.0012638524945620677,3.956281169337217e-08,0.0008689410440929635,2.3092161294258062e-06,0.0011818061308890293,0.0006082108609928305,3.3979654705529327e-06,1.9120547043893765e-05,1.0955048700633796e-05,1.2394711824903482e-05,0.0001876308237029889,8.92343737937118e-05,5.8601140712433164e-05,8.772619450159169e-05,0.00021404795933221976,5.957121174127167e-06,4.139312007822582e-06,2.5080127358911852e-05,1.4719250601258338e-05,0.00017471740278129921,1.4776377388336925e-05,8.647926525995331e-06,2.7105690484585665e-05,4.979633575041831e-05,2.1462481658574006e-07,8.80679514203564e-06,7.47737022965822e-06,1.5166561344592822e-05,2.8130762936839915e-05,1.0351242930806137e-05,9.836458114254043e-06,2.3597623929560996e-05,3.92557273980465e-05,3.803417601755399e-06,7.533114287916476e-08,4.6990340699215594e-05,1.1530225333622468e-05,4.282887798634505e-06,5.356362242636692e-09,1.4198243625251905e-06,3.6513963736606314e-05,6.050819569836108e-07,8.237418189738221e-05,2.5605693565466936e-08,7.213172753317565e-06,2.0461639866908854e-06,8.468099822689368e-06,5.338143778121918e-07,1.3671235170598095e-06,2.256109743470347e-09,3.387648166430779e-07,5.964786904844033e-06,5.7524432210964704e-06,0.0001914288032582867,2.8712470703240456e-06,0.0007679056002491969,0.00040054216346119276,6.813693721730019e-05,9.037622014318458e-06,9.307083657406068e-05,2.305460240048518e-06,4.397769626240944e-07,1.2358645288479408e-05,4.945129882250043e-06,2.4282036181766387e-07,2.6727917408653212e-05,5.555327428607981e-05,0.0034705600355788846,1.8344064651731884e-05,3.5524489954141814e-06,8.230855788204927e-05,0.002271798819111659,6.499414528349234e-06,6.300525813962565e-06,0.005471918999381931,0.0003774544927552803,0.0001175678697213911,0.0023905286896619415,0.000101819765215172,7.684654204842545e-05,7.818250769453527e-05,0.0008399151688072148,0.00029777055265656216,0.0008437346166072501,3.868639387838435e-05,0.0006645458054297393,0.00011115305526043784,0.000691804621396841,0.0033395995882536944,0.000219537766283473,7.345355265364617e-06,4.3905087618867356e-05,0.00035429234230255346,4.9153088101494546e-05,4.4841641511084163e-10,1.6031823681927904e-06,8.91311692985397e-06,0.0007917161003221374,3.229778281710338e-06,0.00012541906205143505,0.00017395982263579413,0.0001296276710585076,0.00043400391765402446,9.304273610677427e-06,5.6214591985348505e-05,8.464824130527404e-07,1.3073583771117114e-07,9.767504470792332e-06,2.52697588380979e-05,2.571329375422593e-06,0.00039395394677277373,0.00021913034343135074,0.0001364405009711689,0.0002138141438448038,3.1185287017176933e-06,8.40458247903797e-05,2.5392908616250764e-05,3.568990508817649e-05,0.0001361174884393357,1.8788320677032289e-06,6.675693400737259e-06,2.348786591177543e-05,5.420670977418496e-06,5.561610271609396e-05,9.451398701898484e-06,1.7962131445781182e-05,4.297507889994279e-06,3.1807806595063326e-05,3.131855165028341e-05,7.47413277624176e-06,3.3525112286270087e-07,1.6774224900650836e-05,4.32581550269262e-06,2.7099436028521495e-08,2.810901101391039e-05,1.0811070128013966e-06,5.394732713881467e-06,2.3491614355997115e-06,2.6322378099408184e-07,4.106918746638044e-06,1.3186557068500804e-06,1.890228792600368e-06,1.1695567872616053e-05,4.425550959474833e-06,1.0527648117708566e-06,5.314768531938796e-07,1.131226607853364e-05,1.0524742121820196e-05,3.722507835313138e-08,9.250367378754731e-07,4.466170802075453e-07,1.4519494051512538e-07,3.614899020121243e-07,2.592624301911428e-07,9.442170822993035e-08,1.8515962585397006e-07,1.8877241991788196e-08,7.806035817736756e-09,7.507713783994063e-09,2.7615859821139566e-08,1.813862591237836e-07,1.3100132800758502e-06,2.0876855799656369e-10,4.004889753161933e-09,4.396818464869057e-09,1.330558533574333e-06,2.1464276356297773e-07,1.0837917230333005e-09,3.677720350481195e-10,1.466050170151334e-07,8.210264024199887e-09,1.4346945853560555e-10,2.760914918908952e-08,4.822818810978902e-09,5.408721248656434e-09,7.02796731921751e-09,3.071669603116334e-07,8.068257177917815e-06,4.781934419550993e-06,6.146617690383493e-07,2.2586700517024383e-05,1.531237615370884e-06,3.736093279194108e-07,8.463854803686388e-07,2.3288734061210903e-06,6.538592232097074e-07,1.5742030834431375e-07,2.009140995795633e-07,5.666605185083995e-09,6.301071284742221e-07,4.1029484210142186e-07,2.2894838513032312e-05,3.166433407031377e-06,8.546373297946275e-07,2.4175037438567415e-07,4.810798794885329e-06,7.382707707837e-06,3.1431508467072433e-06,4.489097896076544e-06,3.2366945679207504e-06,8.693607624898902e-07,9.726643961371906e-07,3.032977797357006e-06,1.1456482273963786e-07,8.561782505189797e-08,1.0185277471874699e-05,1.472478872166505e-08,2.6592012849491198e-06,6.377466599261084e-08,1.3507663609857445e-06,6.7997180486223385e-06,9.32379262241767e-07,6.032808443912074e-07,2.6249031837011216e-08,3.4611250137039917e-06,1.674077183544398e-07,1.931767350527025e-07,3.1895224927858123e-07,3.095626299742804e-07,5.2661848215507234e-08,1.8080531516417864e-08,4.003574538558041e-08,6.270570263033903e-08,1.554961603034144e-06,6.08630156007095e-06,1.038674191100597e-07,2.2581179504044258e-07,1.6267250702028946e-07,5.178443838183e-07,9.81070322758626e-08,5.171238681711543e-08,1.1028482926889183e-06,1.0355973811826402e-06,3.2407423922187206e-07,5.781837142393442e-08,5.4592857567925535e-08,6.092131155099878e-07,2.087589207278029e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.001611300445134134,0.0006951007480600069,0.001198686015153605,0.2888362543400844,0.002296762039565081,0.016562695322616117,0.019547083423227196,0.004611009567055957,0.0029631125992217733,0.032582962843728636,0.08534787593281479,0.05460893981620085,0.19591270727987542,0.1193966785532945,0.011709202776033711,0.0788469502460214,0.03059044659923371,0.25249700541897857,0.06673266111814868,0.03441811049953447,0.013606172330735689,0.0878937876454775,0.03338820556329658,0.0036486614942861095,0.011944191877396815,0.005806145065685886,0.002362275850394724,0.01986627928045981,0.00729598209718052,0.0004088163930733302,9.709175728889186e-05,0.0021369940276794175,0.0038423108180603016,0.0037443229558111746,0.0001483972292510849,4.707379857027405e-06,2.352963750240633e-05,0.0004609264680959235,8.662474502152406e-07,6.789077227975504e-05,0.004811457158751642,0.00046623028521786125,0.006309362358482229,0.00011977546185648613,0.0003313578775294701,0.000145074992298877,0.006073232994696198,0.0028781961183041993,5.3940451602674244e-05,0.0008437240624092901,1.2560594410793158e-05,0.00017804428315981724,0.001905956499841821,8.887004592894598e-05,0.0002116636599129862,5.296209967031729e-06,2.19979522992908e-05,1.2106900689978772e-05,0.00022370201363552944,3.1319469373514153e-07,0.000152519469350354,5.502743514207431e-05,7.843484981506776e-07,3.963196786349599e-05,7.51657129938188e-05,0.00010334076377516155,2.272573700778935e-06,9.048241738085494e-06,1.6349352498501446e-06,4.170451292750954e-05,6.221174875919999e-05,7.344223138927575e-05,2.243026841153295e-06,3.0891745464334264e-05,0.0001732424747755701,1.0351115429241275e-06,1.0364630287362786e-07,2.4262984093859075e-05,4.83481050017609e-06,4.755910180676004e-05,1.1097984309316189e-08,5.877232034379176e-10,4.4241386154553197e-07,3.108263973272685e-05,0.00013155653464869133,3.606921987753253e-07,2.367629454269604e-06,1.5935573296488315e-06,6.354121447138539e-05,3.5207358997091376e-06,2.0450971804919504e-08,1.7755736405611344e-06,3.426855132993012e-08,3.913371299235635e-06,2.5991047425399927e-06,4.958711183178366e-05,1.1934193403728699e-05,9.91554682636675e-05,8.116874075758673e-05,1.1701711040146279e-05,6.554870402020185e-06,6.590652623650328e-07,9.403096843385583e-07,1.1773516630508851e-06,1.2704918629369288e-05,9.161460554629741e-07,5.527008342109951e-07,7.670619839750259e-06,2.2176945290830474e-05,0.000260545757758468,1.6708612283533597e-05,4.353110755861422e-06,7.71304299098663e-05,0.00026254639457601314,3.153674235933934e-05,1.3418929454722672e-05,0.0015403904739463847,3.4075107727016274e-05,9.237741770373731e-05,0.0013174906533537367,0.0008373578872813425,6.138292649637833e-05,0.0007815990941617557,2.439852222679839e-05,9.037121505794943e-06,0.006960740698359169,4.847750353587088e-06,9.661939607452652e-05,0.00032595840560967204,0.0012517640022804422,0.000304607187879391,3.2173562040771486e-05,0.0002977557967258626,0.00013023519363120073,1.2177168040139463e-05,2.6090073734774677e-06,1.754623996674809e-05,1.8091520886720502e-05,6.183606263410191e-05,1.8361005382772078e-08,5.5909068622739255e-05,0.0015949664119401241,4.4090414595743255e-05,0.00041178264576879897,0.002243044859471688,0.00037791557274013954,0.0003988262821414956,1.9144376546265107e-06,7.538360978553982e-06,6.0920665012398345e-05,1.2178636630943984e-05,0.00029489914331959355,0.00031263867720632277,0.0001645373476633072,0.0002516510348726797,9.98210725491333e-05,5.569093464163899e-06,0.00014668291786534837,0.00019519804037937405,4.373955965863985e-06,0.0006016850441747934,5.550682709909438e-06,3.405526496180755e-05,3.5436341505601376e-07,7.130753320261363e-06,2.9708240865788937e-05,5.644683053196431e-06,1.1014302621070726e-05,2.60056689758148e-05,1.715294022686109e-05,3.914116860403993e-06,2.4255268034067967e-06,9.583507756261156e-07,2.3572284012729483e-05,5.9983825382303735e-06,3.176842788832346e-09,8.507452934658488e-05,3.7343870280537317e-06,7.68867178768673e-06,2.1551811446585134e-08,7.92849385655714e-06,2.761491438252328e-05,4.675908105156168e-09,9.045541284669056e-06,1.9709905726861265e-05,2.0490189720501206e-06,7.430263099905687e-06,3.831923653940805e-07,3.8164567765619495e-05,1.7221493321173398e-05,6.574201183440209e-10,2.803610827939451e-07,4.379841405111051e-07,5.726423326635199e-07,1.1688220800110116e-06,1.1960952228662336e-07,2.791600151041962e-08,1.8779404387103682e-07,3.574895738545081e-06,2.5737354047983274e-07,3.723964892010656e-08,1.4666221550552194e-06,2.460116894642539e-06,7.309579428405044e-07,8.545940843873723e-09,2.3644332136640855e-07,5.067233501687696e-06,6.105875804962579e-10,1.2186881468423394e-06,5.13986622152629e-08,1.9827321042775736e-06,2.5886740306901856e-08,8.722182500697784e-07,2.5895103394901753e-08,1.6958445536729982e-08,8.145471408482763e-09,5.1525292255050203e-08,6.964292209588052e-08,5.293583904553145e-08,1.6769463790922146e-06,1.471639392569557e-07,4.215142368479974e-08,1.0178736217003603e-05,4.793105934375319e-07,1.461672738400921e-08,6.444017466300522e-07,4.459186597749465e-07,2.7499964083688155e-08,7.091045794993533e-08,7.24395157192248e-08,2.509931666949683e-07,2.4152563482537914e-07,7.838650928349011e-08,8.854017946369197e-06,1.6080692955000586e-07,2.4200560000409155e-07,2.0124193289561276e-07,1.3107225380615262e-06,3.634940116015173e-06,8.282204078113864e-08,6.77408477134378e-06,1.5625851310652195e-06,7.61095977797055e-07,1.9861545297317207e-08,1.4467259368267094e-06,3.5231006778602136e-06,3.345298114076911e-06,1.266113151365822e-05,4.566631930380538e-07,1.4136479163706639e-05,2.7621972709113152e-08,7.10592566122159e-07,3.3996057968721516e-08,3.4336011722757576e-07,3.8230639365366414e-06,6.720533907156323e-09,4.0729997152766373e-10,9.600448378499493e-07,6.660702522864881e-07,4.07401451241185e-07,1.7574070643178175e-08,1.2801220838909444e-07,4.850463142247463e-07,3.9874237445225447e-07,1.5404368669535984e-07,4.285340391874115e-06,8.111936579791035e-06,5.17690185386499e-07,3.5020419142384185e-07,4.30525123995551e-07,2.164366859069844e-07,4.1241428405669467e-07,2.577169055939521e-08,6.995717107827204e-07,2.7612448914027254e-06,7.099025045587126e-07,7.931851417897207e-07,4.699321887180474e-08,2.432411056574324e-06,3.0525163108308107e-06
