atom_numbers,value
N1,10.47585586257239
H2,1.9311739400622954
C3,9.616691653846738
H4,2.063578078732836
C5,9.614113603938812
H6,2.0705068919882965
H7,2.079626806026722
C8,9.632372118621783
H9,2.0854439417067407
H10,2.0821146568564286
C11,9.65493456073481
H12,2.1126105977804652
H13,2.0982956057044655
C14,9.74490846332746
O15,10.959272107682374
N16,10.384165726895983
H17,1.8950105657570246
C18,9.591481194935257
H19,2.0352033735487023
C20,9.6138740348041
H21,2.0764638132780706
H22,2.0646664278441342
C23,9.581130505123822
H24,2.0987418216274385
C25,9.709767535057868
H26,2.0908368842734086
H27,2.0900133875387654
H28,2.0904404533093204
C29,9.716388178145477
H30,2.0904210951076427
H31,2.09310159262511
H32,2.093380728894979
C33,9.70849383839117
O34,10.917828216782835
O35,10.90333326145001
H36,1.7559093425628045
