 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,C3,C3,C3,C3,C3,C3,C3,C3,C3,C3,C3,C3,C3,C3,H4,H4,C5,C5,C5,C5,C5,C5,C5,C5,C5,C5,C5,C5,C5,C5,H6,H6,H7,H7,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,H9,H9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,H30,H30,H31,H31,H32,H32,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,H36,H36
1N1S,N1,0.0,0.024947514138856652,0.0007918205381007848,0.000414947441586655,1.0799825240104255e-05,0.0006118709694804547,0.0011535466003407269,0.0007103724097135,0.0003016953528998112,5.785084496950921e-05,4.7075784492270345e-05,5.273773756642175e-06,7.74675420830706e-05,4.304481815570194e-06,0.008910313909990641,0.0014054507844685205,0.001238935209825015,0.0023605520168874516,0.003976514815556165,0.001929310860790956,0.005050544395517109,0.0004465396303710012,0.00022523341095381788,2.721623626089631e-05,0.00036437001348699205,8.546253884794686e-05,0.00011453905648201035,0.0005254404905823407,8.668249223114932e-05,0.00013871881348129222,0.00032594434610855316,2.3104231194892577e-07,2.06693010097736e-05,0.0001782416185778235,9.975080140778303e-06,1.5067429945281319e-05,0.00014141527715660906,1.670801654585219e-05,2.282946409826181e-05,1.84740207576084e-08,0.00015635910944777898,1.576925674219576e-05,5.099068872749246e-06,3.799778748228566e-05,0.00015338531206490758,1.8644158143177325e-06,0.00012235513484593064,9.074858477764458e-05,2.1313781868537163e-05,8.500908092567983e-06,1.6083590272636394e-05,0.00011923806455049757,3.442419428179022e-06,0.00015961107499018468,5.098145258508602e-05,6.4118991311978846e-06,2.1775023184567033e-07,1.8288427936274942e-05,5.5537836327612666e-05,1.7495101189521356e-05,3.5005211156680094e-06,1.5306651285629247e-06,1.7827766263495137e-05,8.477237106793711e-05,2.7205836463650712e-06,9.33548988246713e-06,4.803373065098704e-05,1.871425645294522e-05,0.0012443755711879778,0.002380381537067544,0.001192352415010589,0.008203156465154127,0.0010982335295666168,0.00046956499702321963,1.7198876843371735e-05,0.0005427378827156382,0.00012977324256069345,0.0002298666006263772,9.745763441282307e-05,2.9969852121419782e-05,0.0004615757218031924,0.0002361171459746847,5.222073825028595e-05,4.875478894228458e-05,0.0003197877196441379,5.893045185167978e-08,1.6301766521120697e-06,1.6161585584484328e-05,3.3232996029752826e-05,9.665601652386613e-10,5.503318835309301e-06,1.0833389069597743e-05,0.0001432537479759688,1.8211219670827283e-05,2.9982977764908547e-05,9.322497021568843e-07,1.5736694963630615e-05,2.6532380609456396e-05,5.541716330270674e-08,1.2104748825514378e-07,1.3582866406069982e-06,5.507987984598728e-06,5.2294660387142144e-05,2.6468161893333786e-06,5.875225128626482e-08,3.9288673923110196e-06,4.790473112192828e-06,1.2398157760440398e-06,2.9677727451105085e-06,1.7419840567245437e-07,5.189048679632435e-08,4.052569913814974e-07,1.9240026474798277e-08,7.115710075333848e-08,1.5202255394114461e-06,1.4520425604791498e-05,3.768089890798798e-05,9.745602153499178e-06,1.7274614747542216e-06,2.1784403614333314e-08,1.645694672403053e-05,9.071377937708291e-08,1.6665581497044002e-06,2.8285616027190486e-07,1.4511128687555441e-09,4.492830699143191e-08,1.1075517031278181e-08,7.859851658409411e-12,2.2270704228333216e-05,3.1874020963273964e-05,9.994786573375158e-08,2.1874262416954338e-06,5.6582190088860784e-06,3.945935367344333e-07,1.377253542322876e-07,1.2848125896525175e-08,1.7975150701232678e-07,5.357693844132427e-09,2.0295688196725337e-07,1.1367433586095821e-07,1.7847842070928266e-07,1.9893491975953026e-07,1.6627141330438633e-10,4.492089616947581e-09,2.0462506067353559e-07,2.354077773825125e-07,6.412642639119781e-10,1.0826384055917515e-07,2.616000920330208e-07,1.2720821818135164e-07,2.509797323302365e-07,1.110698333306459e-08,1.038998036495542e-07,4.371340622810749e-09,3.662689929129215e-08,7.947074212588667e-08,3.3544808319962982e-09,6.104745042811999e-10,1.2796464721187562e-09,3.52934070857458e-11,1.3240704177519547e-07,5.688933546466046e-08,2.6014443710309365e-08,1.7187646861316352e-09,1.2497302082081774e-09,1.4014300830922366e-10,7.008079894177399e-09,1.295570317694228e-10,2.386430608680712e-09,2.562049017384993e-09,1.5405301478921274e-09,7.096347065527198e-09,2.9457549732825328e-09,3.7063715985219403e-10,9.16924344784853e-09,7.771092103148192e-11,4.6968123834645326e-11,7.587883321669153e-09,2.190685632896816e-09,6.586724499157981e-10,3.7855882317749945e-09,1.072015698433404e-08,5.8711295825020215e-09,5.710154793447941e-09,7.67710983673453e-09,4.762701344418474e-11,1.5676313580570422e-09,2.799297460498451e-09,2.093744955189436e-09,1.9282012098109647e-10,3.515900626194224e-10,1.0198805688865775e-10,3.77353592817542e-10,1.5457385371675514e-11,1.0374145986702388e-11,1.291322604402012e-11,8.254612549052354e-10,2.98428215472768e-09,3.107114565636948e-11,3.2584663856027873e-09,1.689779449698392e-08,6.4213463435436324e-09,3.8924636847070815e-08,1.561746998390845e-08,5.4208988409243375e-09,8.424191344502674e-09,2.9442967397486086e-08,1.4719771623816769e-08,1.623187362298495e-09,1.7330581414398694e-13,3.867739462037889e-14,1.4584988772270435e-10,1.6089228283000523e-09,1.9238656501219253e-10,6.832653554056378e-09,3.7150100107297135e-08,1.2296596629823853e-08,5.893968135772809e-08,8.364353654144452e-11,2.165313643942568e-07,5.165108118987405e-09,1.6318248974300786e-09,7.955199010645231e-08,1.1112210263064526e-08,2.1957206941536356e-08,6.700329180375775e-10,5.305518313569735e-08,3.928619651816234e-10,1.2472273769326137e-08,1.031788821048707e-09,6.412873010397391e-10,6.08839144655704e-08,2.9707281634649974e-09,3.111084231899319e-08,1.0290882535013424e-08,5.688298498895961e-09,7.779114641337515e-08,3.844819906895225e-08,8.605545165352169e-09,1.0640450676113744e-07,8.144084053807177e-07,1.9956494368145172e-07,2.1288864404667152e-07,2.000807491908674e-09,1.4424801825230205e-08,5.180331869025778e-08,2.6584017209785316e-09,3.051357694294765e-09,4.357848096270267e-09,6.821597731132556e-09,5.240829992203544e-11,2.7886486453354564e-09,1.9987363319984297e-08,5.560316651553876e-10,2.9173343740751534e-09,4.6533665809533886e-10,9.661811350980543e-10,2.4134472198511503e-10,1.4300358119889722e-10,4.054885566207034e-09,4.3004203947871744e-09,4.101705086689833e-12,1.339714894577071e-08,1.717415143431822e-08
2N1S,N1,0.0,0.0,0.013844363250341551,0.007326156834118525,3.475242621542307e-05,0.28243306511195776,0.018982453379548403,0.01161468028192214,0.0012959536423742257,0.002212651368618701,0.0031317826076473487,1.2179555357594296e-06,0.0016599600133349046,0.0001643571104248398,0.12003993429991278,0.15931572666346128,0.003735558787057114,0.006417124569773502,0.04087993074127283,0.020361569840810834,0.055647736854343766,0.035858618115280017,0.09621169272397134,0.03674032734399102,0.10947665986946387,0.0043607091738369075,0.008814760407416689,0.03168252466364896,0.005576988101762437,0.010381065321304117,0.007725976850529559,2.6161326913687333e-06,0.00023567879104113842,0.004039020651942948,0.0013534480507129132,0.0011341700231883856,0.009069692074463287,1.532424011729816e-05,8.031768445482257e-05,0.00041636616272633376,0.0010032497360183967,3.4403222952672508e-06,0.000120452111566971,0.0008675157690092306,0.00212109412369732,0.0001342331267992769,0.004600579888236922,0.0031670622006916282,0.0003168306206777771,1.0500647578126632e-06,0.00018211966736281227,0.002524136683645928,0.0003888328347669834,0.008498731974452056,0.0028778473382269354,0.0001043762079944166,0.00030939146858965927,0.0005112768006307888,0.0003767970580912383,2.9434936403838208e-06,8.546541593301704e-05,9.985358365760533e-05,0.00036588619758237684,0.000701678275362827,0.00017832719890220616,0.00015995066499474575,0.002193126312363347,0.0009645239187436871,0.00340437864976173,0.006030765549841277,0.01163259070985978,0.08581308739732307,0.011420368569242445,0.03252939901802465,0.018527613572563606,0.1699199483029621,0.025191772009321323,0.011597693946757914,0.005935573694571428,0.0016653418250127672,0.024163854282680752,0.013096635067550988,0.0012189720381567959,0.0006557014450714327,0.007510621668873174,2.340923350852009e-05,5.2257060996874216e-05,1.949416002844373e-06,0.0005820664523317198,2.143895497530579e-05,0.00032025369316901475,0.00012859941931298025,0.0010551112806607144,7.302225294658626e-06,2.740370706977302e-05,0.00021281809564155374,0.00022575917386946642,0.0001802565453536964,1.0443691311756709e-06,1.0249275050444595e-05,2.861828760414298e-06,3.0384263887128782e-05,0.0020727413474350698,0.0001273527005047903,2.5383219215413533e-07,3.8387711660536894e-05,0.0015172496540007963,0.00010046614570669021,3.850093234447627e-05,1.8006456015351446e-05,3.371513792482794e-05,2.383814250439542e-06,1.0836745922837565e-07,1.921952201389132e-06,1.3317139554214208e-05,5.796519491507723e-06,0.0007033939802632005,0.0001275028392426769,0.00012563911721086285,8.039785361901863e-07,0.00037550212871506616,3.61712393388558e-05,0.00013463837781912957,1.7169052294319087e-05,4.725184243881131e-09,3.083947548088162e-05,1.2591838904896235e-08,6.3846629745345496e-06,0.000611754126706554,0.00011896161547619855,4.456056587054391e-06,8.490719089593313e-06,0.00021420025872087578,1.3176600610620426e-05,3.118090373455118e-06,1.3310288871082321e-08,2.6665677052672976e-05,6.73618907320872e-07,7.258359038253559e-07,2.8113592249967567e-05,5.050508610660032e-06,2.2134835292009214e-05,3.3429679269225687e-07,1.9127945449781691e-07,2.3731751230826603e-08,2.4183084770257324e-06,4.3653190617831683e-07,2.2571448625718915e-06,3.29706673474206e-05,6.647374684476404e-06,1.540228991281367e-05,4.3062376420266446e-07,8.981436319999148e-06,5.477984878599074e-06,4.543079390018079e-06,6.001202259353633e-06,5.94010808319112e-07,3.0582825294445115e-07,6.396295515465056e-08,2.955522979686265e-07,1.5314454137715927e-05,9.05230228376297e-06,3.7234618099901695e-07,6.241833450548739e-06,1.1486080975231516e-09,2.7208901798303486e-11,1.9944809004357467e-07,7.582845906739522e-09,2.6984822065756475e-07,2.5343637055641466e-07,1.3883884131260515e-07,6.867401594057299e-07,1.52603636394133e-08,8.345550694954795e-09,1.1958745109730273e-06,1.7934205231995293e-08,4.312815216067634e-09,9.227409647483142e-07,2.5301444805947426e-07,1.1448916037437584e-08,2.225031003888489e-08,7.67127232403908e-07,4.610933412863005e-08,7.343285903793628e-07,4.923428349457026e-07,1.77338066897903e-07,5.647994516522203e-09,9.425057623246857e-09,1.6960061044457575e-07,6.474978642145857e-08,1.4825691785347317e-08,7.497293452729537e-09,5.233314692709712e-08,3.909821355563281e-09,3.2298164143185204e-11,3.5083349558817645e-09,1.8920926470045174e-07,2.4399010234432694e-07,1.7981116062770752e-07,9.911849119248473e-11,2.2897843621194625e-09,9.268277034735206e-07,1.4506519092627457e-06,6.495488902302782e-08,5.230911690468076e-07,4.860572242471051e-07,2.5724132157733948e-08,9.536369169893533e-07,1.3339924853639218e-07,4.871465453248902e-10,2.8874579616200435e-08,8.496583436823357e-09,3.5884328619673056e-08,2.037409374544552e-08,4.91264229296462e-09,2.0422099389350024e-07,1.0616300438748283e-06,2.535219832289215e-06,7.539482460572344e-08,1.771220324631173e-06,2.7919316414326545e-08,1.6179944459793205e-06,4.383746516900544e-07,4.93827037040262e-08,2.361097276804003e-06,1.3992217469116497e-06,2.0544633549945956e-07,2.6786095563835488e-08,3.9488912051410807e-07,9.285868416419873e-07,9.988343485645146e-11,3.5428300435569327e-06,1.5278545650865283e-07,8.815714500620686e-07,5.164841732074876e-08,3.4173042262608533e-07,2.686191500345103e-07,1.342066647591622e-06,4.7300878058820217e-07,7.198686091669515e-13,8.371946713658929e-07,3.713571871788446e-06,1.2184754538679954e-08,5.7381658313815365e-08,1.8491798337016974e-07,2.9766587372748177e-07,2.8331752721655334e-08,5.899229083006219e-08,1.0308028253191992e-07,1.7205546836152052e-06,1.1866936500126712e-07,5.744710485089399e-09,1.5659441836568533e-06,8.849124633059091e-07,1.721279057065317e-07,2.754890493505968e-08,5.654264083609917e-07,7.642775301519578e-13,5.731881635995251e-11,4.4586902792076444e-07,3.8991908457575164e-07,1.7024914811258895e-09,6.034092252527046e-07,5.969785277226691e-07
3N1P+1,N1,0.0,0.0,0.0,0.04699643286979427,0.0013508988998283122,0.012670661998651411,0.20520850863199547,0.05121360334366898,0.0015516337384431367,0.004639471594771072,3.078545663726118e-05,0.0025791731184598987,0.005888550773281542,0.0053761964219785074,0.03416307269152652,0.008567993344953617,0.007680144683178902,0.04077065940693858,0.05421313530401317,0.047129282476722434,0.11157257385231745,0.013096059299665175,0.0006354600174764968,0.024343338406647153,0.04840372184146524,0.04492726177936879,0.005575745849889735,0.000885349783008138,0.0007784139521220812,0.025701130727894705,0.0013860581973190733,0.0015951401270157817,2.9060663653268648e-08,0.0002788126752020226,0.000296006022543871,0.0003137708991749477,0.00030253315785744306,2.0190395577657227e-07,0.0003618450388360728,0.0004992198706816886,0.0007350532881464922,0.0015576598807083286,0.00033754561071908107,3.823799256119642e-05,0.0007805420303033106,0.00023332987122426374,0.0001631076895263206,8.179899288141002e-06,0.0005460280806532936,6.862512771332874e-05,2.1836317080525802e-05,0.0004779381971231622,5.677511971358129e-05,2.657353677992802e-05,2.7437034403998695e-05,9.419087392625869e-05,6.016726227109359e-05,5.198060096045509e-05,3.802819847287253e-05,0.00022413491923289897,0.00044313542763241287,1.5371977913902768e-05,7.16629706316585e-05,1.582400325350619e-05,0.0002100265763815834,0.0005241275875134122,3.334766206952722e-05,0.00044525861122846067,0.001469562228225696,0.008000714799361486,0.0012731673925863163,0.04151304827225344,0.005271779848913916,0.0067302755851357254,0.007996863944863097,0.0432195322253941,0.0030040212697883817,0.03409352555556633,0.02445924231937613,0.0021847037954034754,0.01257666368641086,0.0013027538489989166,0.007238747348378816,0.005456881107505751,0.024498824428738963,0.005251422424838115,0.0009128512675835587,0.017514982043021377,0.03201231093589474,4.663237150781541e-05,2.3356720788569874e-06,0.006234702929597713,0.003186242273208073,0.001784274427925503,0.006351265457816613,0.0005976992798013558,0.0008812734426155711,0.004240859237922612,1.0234492364702419e-08,0.0013307901125039212,3.840414541134152e-05,0.0012539206566266614,0.010726945357752538,2.0264389647639547e-05,0.00011222397848520416,2.633279100550112e-06,0.0008237119628220491,0.00012384245438212815,0.0007985773965915044,0.0018866323394843842,0.0002076615193287168,0.000275831670875748,3.6511317833554102e-06,0.00026974115396671827,8.901800277083538e-05,0.0020194369316968164,0.006237306463221515,1.9921146447554605e-05,0.0029061993506798167,0.0012960657149658772,0.0001928208684387478,1.1500522534291235e-07,0.00020134088207646172,0.0012361880996378805,0.00041605468085248454,0.0006984095343776087,1.579204540247403e-06,0.0002100439087122652,0.0005639068732627983,0.010952409054471257,8.466972180487531e-06,0.0003026607056240138,0.0005896158740537061,9.884392278536325e-05,5.755466329082637e-05,1.0587651427584888e-05,2.6539134105885154e-05,3.1273945855225804e-06,6.379542795942328e-05,5.5671141263147206e-05,3.1981470522746136e-05,0.0004127556729440762,6.351591131070755e-05,4.1670048483100075e-05,4.734430433606107e-05,0.000373453221758524,8.767958621369587e-07,1.79124611809911e-05,7.793098317865343e-05,2.7289934523277992e-05,6.435881409272426e-05,8.773629862623977e-07,2.850246616503682e-08,3.7839652808013824e-05,3.178868153419501e-05,3.1446560950998403e-05,1.0097619735693897e-05,9.647729419803852e-07,3.168562903166361e-07,2.9666039780273934e-07,4.033171289963278e-05,1.2840472885411458e-05,2.37884450982051e-06,3.832561948691193e-05,4.978754297724208e-09,2.663501136090929e-06,1.2526210602104015e-07,2.4631348960468813e-08,4.460193623323505e-07,1.3461832226724368e-06,3.0722881527722734e-07,6.733216961762878e-08,4.119253791401434e-07,1.864085923397596e-06,3.6202229587445345e-06,8.466178491595144e-08,1.5567562461349382e-07,4.771699708694399e-06,3.740241170113734e-07,1.6996120351109312e-06,5.965857496903482e-08,1.4950266029600812e-06,9.84438752738015e-10,2.0370827789051305e-06,1.1554049703654812e-06,1.9184026589513792e-07,4.469341705615193e-07,3.940242758737611e-07,1.2160372353520188e-07,1.3547451662709875e-06,1.0165202013467933e-12,8.215017799351187e-08,5.012309558516392e-07,8.997349953965283e-08,2.4801035447552522e-08,5.34491420012273e-08,1.6586474749225033e-06,4.4353425288079507e-07,2.053749313279951e-06,1.5887625437471797e-07,2.6737245373276153e-07,1.893802712071846e-05,8.05050474417257e-06,6.957567543874887e-06,8.61940987606502e-06,9.513137908090386e-06,1.8135965795806896e-06,6.198534574508585e-07,5.656158760913854e-06,5.476847368957038e-07,1.2460055653917834e-07,1.8204923191156297e-07,2.415179276571422e-07,9.193117191941269e-07,2.7183629791593944e-07,7.324408124453896e-07,2.4737132804375506e-06,7.15399012918283e-07,2.2536253871940914e-06,0.0002714897105122738,9.746035558588773e-07,6.404422386863118e-05,1.4862233781443024e-06,8.301720367587251e-06,4.3886846800234025e-05,7.0326149348431954e-09,0.00013392858356731097,3.723549314216257e-06,6.815582963337619e-06,1.4399431445211164e-05,1.0973052229079627e-06,3.8677940721321136e-06,1.8332797468989526e-06,2.1040185675946788e-06,1.0973376807221769e-07,1.7238674043795754e-08,7.478693088369681e-06,5.416068673103069e-06,9.107446752310011e-08,8.10277731133624e-07,1.3599950234866043e-05,6.173402965714558e-06,2.0123197371102464e-05,2.1961292220318285e-06,2.446500260155915e-07,1.5421274770499593e-06,4.552234007526579e-07,1.3948928012652573e-07,4.508447770668056e-08,3.1749814741743876e-06,1.0561258619201652e-05,5.702866179291277e-09,4.229107775088892e-08,4.103006901345907e-06,1.835445087916554e-06,1.3752097904884408e-07,2.1096963731537244e-07,3.10593522012681e-07,7.065623479629579e-07,5.910507272499643e-06,1.003182731551533e-06,3.024648023153276e-07,1.847777766350589e-07,3.244075674757596e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0003288523797717602,0.007873335094899403,0.05086180597182732,0.284591249279456,0.00023189023509928575,0.003075825030430579,7.830423188881497e-05,0.0056059991792209996,0.019632798891266123,0.006937490303790206,0.004172557064641591,0.00527027787660117,0.002265787367039307,0.013648956517325672,0.04046440291231512,0.0058943500869479415,0.04905261387763371,0.009714262635553528,0.03810825849394206,0.0011902103031267153,0.032541739713745965,0.01887280830440763,0.0016094483553694694,0.017024167898307407,0.01663730454414103,0.006878544386361263,0.014215755904643412,0.0019126430201028555,1.910241544478275e-05,0.0007627118000725908,3.340486820491151e-08,0.006427192489615319,3.6910040018156565e-05,0.0010234806570181831,8.79140512162202e-05,0.0017754409058263754,0.0012001561152290563,3.0291751932587374e-05,0.00030982352766306676,0.001007412876843361,0.0014058853155238804,2.4852275932740753e-06,0.0010631693606391046,0.0009302982915064817,0.000505408850426825,1.6749897282508641e-06,4.6406308000790375e-05,0.0006877794644144508,0.00010043943925142074,4.07398069048881e-05,0.005159380660845869,0.00011086771175783383,9.808103453723405e-05,0.0017846978808031544,1.0569595219500627e-05,6.386731557705971e-05,0.0004037832314767176,0.0015570909593658477,0.0014602333911750698,0.009404630089783428,0.00013605813517081344,2.6557422927453445e-11,0.0035891475983791388,0.0024246963997760496,0.011886430022651995,0.07284481759750472,0.049114599937273073,0.24389781386617093,0.056997419769757585,0.02780461343450913,0.03600428953081192,0.08308304065121286,0.03078500053414457,0.0013408083375279212,0.03102258551860415,0.007075423701482064,0.001077189635254161,0.01727856961888441,0.021437506107363724,0.005616896889979461,0.00022966193199813745,0.0008746453848975655,2.2686723657683316e-05,0.0017088085608243375,0.0018348854685608096,3.703817775413398e-05,0.00015293908721281113,0.0013473891692932227,0.0003064519685787026,0.0001364989235388414,9.244046980860787e-05,0.00013359460995210348,0.0005892221765084749,0.00040056787841269426,7.702105036422324e-06,0.0002688531348162826,1.692861159252601e-06,1.7879062419901004e-05,0.00012411858143268617,7.003767883473344e-05,2.6464999454134386e-06,6.0353546419644744e-05,9.55570791667526e-05,2.6178836391999027e-06,5.401304079555302e-07,7.29574969908775e-05,0.0001369826507930938,9.202826934950892e-06,3.3253653755060952e-06,5.8302902371520915e-05,1.1009925541038967e-05,0.0003181654427475422,0.0008651537094155337,0.000986385872474127,0.0004586591560165054,0.00021714740083211836,9.119957411884982e-05,0.00019750240381588569,1.1498920935881785e-05,0.0003769921978731272,7.110352261086028e-05,0.00011259745079938988,3.91841399283166e-06,4.524241657910544e-05,9.24329676355029e-06,0.0043251161565156515,1.7341898583822513e-07,2.687532105305479e-05,7.73581943076529e-05,1.902270253761884e-06,5.240378468940321e-06,4.5698148110062675e-07,1.126572029885864e-06,3.176133146265414e-06,3.023338638419304e-05,5.422070148597413e-05,0.0001098465089330869,5.6070826389920114e-05,2.055100688180822e-05,3.399505195633701e-05,0.00010632160442147764,0.00010047223139775241,3.419264871240557e-11,8.507914439626063e-07,2.468221536489068e-06,3.4909993118503735e-07,1.9288550756613176e-07,6.16784867624176e-08,1.6149706683066256e-07,8.52422664898711e-07,1.837138623450585e-07,3.3203882632282244e-06,3.877844868327429e-06,9.358225590005986e-07,1.1200835061675463e-06,7.969088304804473e-07,3.078114640509e-06,5.644618994438133e-09,4.532405313284471e-07,2.3248449254609227e-07,2.717078895209113e-08,1.7187937557672228e-06,7.900237966040891e-07,1.9532325845617038e-07,1.4218972843593747e-07,1.378760008385882e-07,2.1704700259306264e-09,6.224364970108809e-07,1.412548821466686e-06,1.2755726073176987e-06,3.715128338299678e-08,1.0890526893625463e-06,7.952814629064164e-09,9.032789960450316e-08,1.0639656413680143e-06,1.132571592066256e-08,8.040338617121279e-09,4.6861583102852933e-07,9.581600504127152e-07,1.2344305133638045e-08,1.428175555595601e-07,1.2169561314223643e-07,4.835203348818595e-09,1.8231394260936895e-07,9.429856762110944e-08,2.7098055577212676e-07,1.017292672322867e-08,8.290667885546554e-08,4.044837220718023e-08,3.080509647368501e-08,3.0610298296096516e-08,4.117039953399626e-08,2.0377641973823302e-07,4.6891162064355285e-08,5.149016355510128e-07,5.1636965814338964e-09,2.816361637236753e-07,1.857505182822905e-05,1.849111955598559e-05,7.405189804465806e-06,1.5738367901807493e-05,8.301859078851948e-06,1.5023221400234377e-06,1.1501977663641583e-06,9.877605625874253e-06,8.744659751869222e-08,1.1409379019333699e-07,7.167826399090416e-08,8.833687945575264e-07,2.666516212279646e-07,7.027161998962583e-07,1.5234016839116293e-06,1.726539562874052e-06,3.288975205073541e-06,1.0517503978846321e-05,0.00026118426634669234,7.978473335334968e-07,3.3393397518732826e-05,1.5964192279227518e-07,2.4103964246791065e-07,4.021702452883247e-05,1.6903674917578826e-06,3.2460078744467324e-05,2.613331941958563e-07,3.282318719044497e-07,8.834383833145054e-06,2.6911806116913795e-11,2.9166984016892883e-06,2.4577951007742627e-08,8.554323909226724e-07,7.276640134890044e-08,2.9016931568648374e-07,3.4231656527161647e-06,7.434706494890975e-08,2.764676534372512e-06,2.7440784222676484e-07,4.734283132634687e-06,5.439888095537526e-09,9.884196685128188e-06,3.0199837941502494e-07,2.9735320428159184e-08,5.43560221499817e-07,5.865596786058802e-08,1.0426570051791373e-08,3.6134322645153816e-08,1.764450728636291e-06,5.699535477798889e-06,2.120783711756502e-06,8.767291568290148e-07,1.0152532454732466e-06,5.600429737739887e-07,2.1421772666840866e-07,3.846277469854442e-07,2.7517447653835347e-08,9.648561172248549e-08,4.194824964942612e-06,1.171711287994981e-06,4.4554799627505304e-08,2.7701275895353206e-07,9.336360573541924e-07
