 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,H6,H6,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,H14,H14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,H31,H31
1N1S,N1,0.0,0.023667142540338526,0.00109427724060418,9.75269913399135e-05,0.0009788069986444992,4.382681575809677e-05,0.002375286679641153,0.0003286817496490624,0.001485586617679946,1.8250526577223702e-05,4.8406813107249036e-05,8.41544003425676e-05,4.059779566423227e-05,1.737972004589583e-06,0.00787087442154144,0.0014075522228145232,0.00788525729590761,0.0013860726478663876,0.0011798940297666205,0.0022955408370377572,0.0063603862790080345,0.0025999831615859392,0.0006098104633809331,0.0006788208507237936,0.0007621585834478584,0.0002586388775576154,1.069070867365518e-05,0.00034890219907932063,0.00046627324086387367,1.461028580229673e-06,3.5679995173343304e-05,2.5334521203124183e-08,0.00023954922781732613,8.653154640048122e-06,0.00018446925699677763,1.9339001069651474e-05,1.3041890028209213e-06,6.872420446057959e-07,8.221618167381095e-06,2.4065436359244075e-06,8.550601877654884e-07,4.405867957379961e-05,0.00015760154695609874,5.018857712146829e-05,1.680135857562437e-05,6.740933113980052e-06,1.0508109872880977e-05,3.5113815236575974e-06,1.00410382070093e-05,2.218555834293534e-06,2.0118360817972247e-06,3.974957404340174e-06,4.184075658608677e-05,2.878780364223843e-05,3.134988567921049e-05,2.3143759442234568e-07,2.0195233434439075e-05,4.267165516713689e-06,7.655458489352895e-10,2.860335575061157e-07,2.268683852169051e-07,2.5001782011369045e-07,6.106133931815805e-09,1.8163843969187798e-07,3.761412878111603e-07,6.058552251220206e-06,4.202041428147396e-06,2.115410679737195e-06,1.1873270868711927e-05,2.6286267333919255e-06,1.4456950281349634e-07,8.949149634895903e-06,3.2528284421573517e-07,4.0973094478369276e-07,2.6073052544761666e-07,1.5045791029733024e-07,4.150117083323579e-08,2.4887247235261256e-08,1.4436016515517736e-06,1.0248443015337116e-06,8.371913995386393e-10,3.1686299251099115e-07,8.61694010145797e-07,9.171088333204125e-10,2.2515481989948682e-07,6.026189351970856e-07,2.118827314712135e-06,6.634941596139754e-08,4.95340341855055e-07,5.8955613169153764e-09,8.55089467011183e-08,1.235176567970786e-07,5.942324074470484e-08,6.383628220474336e-08,1.8852819905212925e-07,1.5552400443041847e-06,2.3541469634791312e-08,1.3802986931210626e-07,7.509274579931002e-08,1.2067376187196999e-07,3.9771543836053525e-09,1.273584571137576e-09,2.35785300173319e-08,1.5300025468789613e-08,6.348874981298991e-09,6.954001263714815e-11,1.9066070944262492e-10,6.802891583390647e-14,1.895189283285248e-10,2.444106028676174e-11,8.146847862988693e-09,2.19673845780477e-08,2.2869423466076455e-08,1.9024911779297327e-07,1.1833570234820456e-10,1.2014409467298037e-09,9.59805346312237e-10,1.9515666860314695e-09,1.5098547967440368e-08,6.594094159595443e-09,3.6247138623934916e-10,1.2328835730102128e-09,1.0057066290869443e-11,1.7616635927808488e-10,7.644190835875975e-12,1.5835591171686758e-10,3.98209243357428e-13,2.997801146209511e-09,5.43043665590659e-11,2.7267077484793845e-13,5.331788344165034e-10,1.1427876422942518e-09,2.3415180905317357e-10,1.409035110810919e-10,5.75545833214619e-10,7.872476004422424e-10,2.8104123472871834e-09,5.838757255460791e-11,2.249764263773102e-11,6.481660486112872e-10,7.017891823224431e-11,6.613418146450556e-12,1.6562813343057314e-09,1.4516166046973922e-11,2.1508100855882617e-11,1.1232694774321317e-09,1.8123200717923282e-08,4.758859972753271e-12,5.614218201444032e-09,4.870772674081536e-10,5.878705300332854e-09,1.6142829295517913e-09,2.101632201600978e-10,2.0394547162183585e-11,4.233339373493905e-10,9.29597510079816e-11,5.45718553679464e-10,2.062158777071943e-11,4.100568773424129e-10,2.5252904656269948e-08,1.1054546167343915e-11,2.2362312002144336e-10,1.2412071370704325e-11,3.028981954145138e-09,9.140022072529064e-12,2.724620529193089e-10,1.077582467701177e-11,2.1052140031230238e-09,3.556854810682353e-10,1.309458097509264e-11,9.205095019559906e-12,1.7998935675223038e-11,3.840067153149107e-12,3.5882380400309444e-11,4.401812248033821e-12,2.860889303235581e-11,4.829109334636428e-12,2.693774092676904e-10,3.959166328115771e-11,7.119775879971257e-10,5.157996252336261e-10,3.076401355883718e-10,5.127480662281414e-10,4.602602743375428e-10,6.399001328816212e-10,4.235985173739465e-10,7.634995413674517e-11,2.864800341395579e-10,1.7528507811892524e-10,1.4794249159066908e-10,3.656845937172193e-10,7.982348115831428e-11,2.154015854571867e-11,5.1229687159093373e-11,3.586753116735508e-10,1.915312353162335e-10,4.1492365099315975e-11,3.6841196759951345e-10,8.61759552606145e-11,5.475619957451272e-13,3.058664432842306e-11,8.314321453539719e-12,6.283554232489053e-11,5.560885085742484e-12,2.7110869105229085e-11,5.018274684687185e-11,1.268388172270818e-12,7.605027718682322e-12,1.4073187060148484e-11,1.183420028638693e-10,4.887423799004864e-12,2.0872192862952943e-12,2.2091217743991365e-12,2.211697491816267e-11,1.7355006320940447e-12,3.394506897791416e-13,7.500666754367558e-13,1.1968204205459188e-13,2.3595292386602296e-12,6.8833827526759706e-15,2.9320990080350384e-12,7.379763466985878e-12,2.2054072734700725e-08,2.8485579006698458e-08,1.2742089694484093e-07,1.6100389910178592e-08,1.5880023962466794e-09,1.0116941673299351e-07,5.5562209388959616e-08,4.036810996588258e-08,8.319578359561319e-11,1.8959295244869168e-10,3.7799621765977065e-09,5.708211681110242e-13,1.289636564205665e-09,1.0196102850912325e-09,5.746013526097826e-10,2.0913026865798656e-10,2.4019637390182424e-09,3.4277992888576136e-08,3.176481300215528e-11,7.99336019596808e-09,1.520432668655758e-10,2.6858160140363907e-10,2.516282648912238e-08,5.26272733725186e-10,6.311840133887969e-09,1.877396862970393e-09,1.5139015041576442e-10,3.8816669323260555e-10,2.5926691349376085e-10,1.082454792467047e-09,3.4640834423171896e-08,6.851696987553169e-11,1.211220013175307e-10,5.273083081291929e-09,2.6472157799162233e-12,5.953155746141192e-10,3.9060732426321465e-10,1.4265484488129587e-09,4.472228143370671e-12,2.1476107003870482e-10,7.10794978431295e-10,5.336807523681486e-10,3.954269134354149e-09,2.0132264744177064e-09
2N1S,N1,0.0,0.0,0.019514072592919707,0.0013016330480426497,0.02190234055582474,0.26412742218313445,0.03650979845910651,0.003877544370286312,0.03161974854972094,0.0001772551479928275,0.0007118425912977511,0.003463826108785595,0.0018962085497304937,6.374985950352574e-05,0.10640851484678704,0.15992198526022117,0.10465900999919864,0.1580941887126892,0.0033773227166671305,0.006212563803003501,0.06287983967785271,0.025260621650227133,0.007926787289591175,0.041456009023736584,0.16905283031461726,0.06848155081434637,0.011123022267575777,0.021859427359383732,0.0300468236600282,0.0003220177052056794,0.0022268906994422633,6.0922821528253124e-05,0.006617987823640092,4.940334039060801e-05,0.005085581573734732,0.00013894122641744389,2.700251431120293e-05,0.00010774231996668604,0.00039593591825637375,0.00031314209419663896,0.0001319883510535469,0.00027730496579181363,0.0002336057990039997,3.431092392869317e-06,0.0010932707448190193,3.3568077363099746e-05,2.541075373452273e-06,1.7561246356878613e-05,7.398391421720163e-05,2.406799413856575e-05,1.1318824399086935e-05,1.2023093069579716e-05,0.0017417017265231038,0.0009611621836196349,0.0006837669915578104,3.7698214302661626e-05,0.002526520714130065,0.000998077699437161,0.0003776822676928582,1.4437205075878978e-07,5.379206245104129e-06,5.645335021675635e-05,1.4068127325295166e-06,7.720244448039537e-05,4.668345848557465e-06,1.9901115339227005e-05,0.00013355628365108174,3.686507896638602e-05,0.00044154499905380007,6.170856361631394e-05,0.0001982862124370044,7.163794778142218e-05,0.0002716877943353957,0.00011774329355418445,6.102561198595424e-07,2.8845562893842214e-07,7.111201196785544e-07,8.936669901871142e-07,5.2809500816319854e-05,2.054697533182548e-05,2.962338917278373e-06,7.787292696015413e-06,7.344009691045983e-05,4.6427590971731547e-07,2.082439014561288e-05,3.4625329163873175e-06,3.044410148422827e-06,2.1546751494128102e-08,3.9013968189394177e-07,3.1860388727267264e-07,1.1729983331321137e-05,2.8661796009021856e-05,4.4999873494155906e-07,8.982661657830349e-06,9.47385373128995e-06,5.191910415947021e-05,5.498434951789477e-08,2.329910592901996e-06,1.2385687297999937e-06,1.0251309157105482e-06,2.1408789585564136e-07,1.0580412768135261e-07,1.4664859993018808e-08,1.0947994599774802e-07,6.088431359074775e-08,5.498492883226902e-08,3.986549756973545e-09,7.96463386354418e-08,5.222333676613289e-11,2.923614683680853e-10,4.591363422790096e-08,3.4675974092124306e-08,1.681519847807067e-07,4.167561450607593e-06,1.48368495267448e-09,2.491974715468359e-08,8.580351984477375e-09,1.5956635124325658e-08,7.762474938388664e-07,2.637482294787219e-07,2.659310238684043e-07,2.5233831868476386e-07,1.6069242381178128e-08,2.0759092000943724e-08,4.8774278615937305e-08,7.929805700968018e-10,4.9137387936326604e-08,9.01762133853623e-08,1.0057683574871135e-09,8.466431999920587e-10,5.49914336289703e-10,1.5584644907917777e-07,5.036181249806759e-09,7.492046982804368e-10,1.6102281286123343e-08,1.4502723777454207e-07,3.560690409187828e-08,2.2585511239014977e-10,2.6850348611162644e-09,7.521934941578934e-08,2.198819348819825e-09,6.282796505274746e-11,5.666640445767257e-08,6.386332795926819e-09,4.4408698940401337e-10,1.1656962506378932e-08,3.3444570268770235e-07,4.019503618835074e-08,1.3161954237617124e-07,4.272408027361507e-08,1.6993919071950359e-07,9.522792598914975e-08,1.2066703636293141e-08,1.0003119221835277e-08,4.431649447411701e-08,1.1316700687657999e-08,1.4515033841533409e-08,1.76507342075638e-09,2.9333637741046914e-09,3.624872224605724e-08,8.102387649699949e-10,1.3047352975803506e-08,7.769071608265676e-09,9.661209388056591e-08,6.587311141004193e-09,2.718966829462488e-09,3.048485908152543e-10,4.7501745203959445e-08,2.1669865901685625e-09,9.872769268781667e-12,4.416984555888348e-10,2.2418980005767253e-09,5.669084535142588e-09,3.3507332464211004e-09,2.9687248215282125e-09,5.86463322349573e-10,1.8555823544375016e-11,6.6347785043774365e-09,7.52198303644036e-12,3.756585265080048e-09,1.2906878676943734e-08,1.3180523339428873e-10,1.3848091562351783e-09,1.3490434103147209e-08,3.310960394742324e-09,2.1402807304227167e-08,3.919491398107766e-10,1.4003522785799305e-08,5.119749069137924e-09,1.3247536401195248e-08,1.6398782776150256e-08,1.1083415074608638e-08,4.038835932362872e-11,1.5876877590415006e-09,9.137449907825612e-09,2.9293005354702473e-08,5.612500242335727e-09,1.9164669851079452e-11,1.5305401390719453e-10,9.01590224700044e-09,1.4896803790520607e-09,6.152856002472618e-13,1.1270784305850157e-09,1.666044635584285e-09,2.0371375697436633e-09,3.7447009937352504e-09,1.3876011450975057e-11,4.86655604703401e-10,1.7723600365116e-12,7.773755861251175e-09,1.3911791718612676e-09,4.297229239114131e-11,2.2573498625888533e-11,2.555129885450924e-09,4.0568304271459965e-10,3.1709523895528946e-11,1.0287548590781626e-11,2.3230306567256775e-11,1.8634433995856625e-09,2.5425528349387605e-10,3.0962610253482126e-10,9.117826493820758e-10,2.790828534937617e-07,2.911330030386239e-06,1.19074277451503e-05,1.7593538319538027e-06,1.035950658589968e-08,2.966201856580142e-06,1.634820782303592e-06,1.220715938998751e-06,5.172672956632596e-09,1.0938550731864893e-07,1.1150048762065268e-06,4.442416996486287e-07,8.181784389993396e-07,2.1214271583858135e-07,1.2865877918599722e-08,8.393538886153351e-08,6.779157892822241e-07,1.5757215936496038e-06,3.4131330250986025e-07,1.5716787871156157e-09,2.768013311893469e-07,5.8721960627394765e-08,1.6526946970962797e-06,3.0637941073052843e-08,8.03977421304225e-07,3.913568271673995e-07,6.137117458671071e-08,2.2726089454749854e-08,5.5193797088293195e-08,8.098783368382101e-07,2.745518529412294e-06,6.006407371472733e-08,2.567662855668118e-07,6.975449373669562e-08,3.669794637062296e-07,1.5661660812682499e-07,3.040917739838278e-09,3.4685223737618287e-07,2.403713872389801e-08,1.7894330461842856e-10,5.2210065826230334e-08,5.2056819521695274e-08,6.029732637635732e-07,4.0814360691143747e-07
3N1P+1,N1,0.0,0.0,0.0,3.118574189464596e-05,0.029992107798209044,0.023547155398502273,0.2679748048743078,8.025243469322874e-06,0.03417606122698391,0.011060231624195449,0.01751325729511999,0.0066999642792242575,0.005326409843572355,0.014260697227126196,0.12978746175333367,0.08888139833465614,0.044167570971274106,0.011423035309192642,0.011788205703195498,0.07187378649549903,0.2014583788600124,0.09849371516090155,0.030663812534824864,0.023647148261706885,0.034821270795456716,0.04457433838441949,0.026982870257487246,0.0011937743309324844,0.011698803387804046,0.014789227848270636,0.0060006682987845394,0.016614224679169176,0.0008327967267187653,0.0008010552507617952,0.004284694211313056,0.0003856273909201846,0.00048518031181221666,0.008496607964430414,0.005723923533801578,0.0019870648445281525,0.01022322326036118,0.0004996714212675002,0.007076711375753941,0.0020794699597845856,0.0018805391124612214,0.006805441177115457,0.0032036098749523845,0.00025684404987558196,0.0030880340748118407,0.0003961217740888756,6.483118201838778e-06,0.00014405847979714892,0.00017897276985667787,0.0030122391225431144,0.00011045248164087695,0.00016031746539857394,0.00029544431395178705,0.0014352020830710188,7.481518851237823e-05,0.0006569198390546926,0.0001516409762793991,9.362214161234839e-05,0.00017905519193894825,5.774481683085142e-05,0.00011614983648700061,0.003725247712460522,0.004089634001596121,0.00019867832125974871,0.00045453520707994244,0.0006438248342588437,8.218774865476064e-05,0.001243641576201604,0.00010436860131468606,0.0008201880242435511,0.0008501093447588204,0.0022314088203589932,6.488622834144309e-06,6.511475737536188e-05,0.000557398576964907,0.00010631292423468608,2.0917366089667766e-05,0.0005700645483717182,0.0008024182193437923,1.8272644995764864e-05,0.0014090299501372527,2.751449386195759e-05,2.0815957801900709e-07,6.674742484058527e-06,0.00016076947104259887,0.00024696403264123923,1.5063248972824184e-05,7.24443609223524e-05,7.16955219859372e-07,4.025616037850455e-06,1.8287613321454899e-06,4.916714144709289e-06,1.8537928525574898e-08,9.932335878204412e-07,8.325820516574822e-06,5.407309133786953e-08,1.528227662639381e-06,1.280335421238732e-06,6.772373684071908e-08,4.107527170393865e-06,1.3753296501661794e-07,1.691204267739721e-06,4.1077569703951156e-05,6.1053463464855184e-06,2.254246246335967e-06,6.436489606831408e-05,2.2755074910119077e-05,1.2175777417855471e-05,2.2148038292257866e-06,3.9966452269890596e-05,5.780766865193243e-08,2.4098676800754504e-06,1.5137938143006124e-06,1.964644070096e-06,4.563492675746517e-06,3.400947079512662e-08,7.264432291265166e-07,2.5475365728055976e-07,7.723032195983137e-07,8.208466573123019e-09,7.147084282177474e-07,1.947796026691151e-07,1.9712549370609622e-09,5.175396520229469e-07,1.1593663806763743e-09,1.1185536941127339e-07,2.6142244502480594e-07,1.6230583543830335e-08,7.434388660243485e-09,5.246049372686912e-09,6.220789749988853e-08,8.59150778520501e-07,2.666339344870039e-07,5.210878395445206e-10,3.596708988418129e-07,1.719631519403464e-07,1.5069965741965063e-07,6.226741344761422e-08,1.2538614413415416e-07,2.3273238491938741e-07,2.99897398026161e-08,6.206299207889288e-07,5.876234534518687e-07,1.0905483627254853e-07,2.2989871562018038e-07,5.651454948463197e-08,5.071605717610339e-07,6.953233695483618e-07,7.330388878123983e-07,3.090023552587695e-07,7.207617525040177e-08,6.315874168105751e-07,1.540103988784125e-07,1.9669796391674765e-07,7.5545792155296e-07,5.1067276602978495e-06,2.0637049846783384e-09,3.390547798076682e-08,6.131042074031257e-08,1.1440233560477964e-07,2.409119104207491e-07,1.806293337125453e-09,4.437961109715616e-11,2.8633438819980483e-07,1.3697410672364185e-07,2.3938192317274343e-08,6.117214068623866e-09,4.269820497171395e-09,6.97161661733503e-09,3.9765324366669574e-10,3.220129762837587e-08,1.9724590849534707e-08,4.6920338725442434e-09,2.569828327914081e-07,9.462499361845289e-08,2.1359166346712755e-07,2.055699912517639e-07,6.809191299694817e-08,3.6511953460660607e-09,5.3731863403072566e-08,1.2808309968193043e-09,6.343591207880195e-09,1.0110580372924005e-08,1.581730391109204e-08,5.819500881187878e-09,1.0762239766037851e-08,3.4760012646017913e-09,5.148704262936121e-08,1.574118613234532e-10,8.744458490639317e-10,4.610315240682894e-09,5.116929102655376e-10,9.305552772786996e-09,4.039915069142808e-09,3.1553943458106914e-08,5.076321585306687e-10,1.2907841462350689e-08,2.895876649589013e-09,2.7510371092276387e-08,2.4249732000214408e-08,9.289958358138506e-09,4.050360047358481e-10,1.2399303805921136e-10,6.177000244633746e-09,1.1017008638702919e-08,1.264032478687227e-08,9.872764827889569e-10,8.465526057932493e-10,2.1860735444079182e-10,3.6570475536734648e-09,3.901456935295755e-10,3.970113127138575e-10,6.843414723789465e-12,2.2270030264337493e-10,1.3689471778377538e-10,5.370839328833199e-10,4.0738523665595494e-11,1.5585753576630168e-08,4.787021235852507e-06,8.83132518070262e-05,0.0001116277391615128,5.090818060216051e-05,1.1096217767736505e-05,2.379447577638416e-05,6.011467441613405e-06,8.188935546549203e-06,5.668391499380476e-05,4.312756560387321e-05,2.2152146783582793e-10,0.00010070482960622407,9.943878950258167e-06,1.0097364148586863e-05,6.553269482623136e-09,2.020635885280342e-07,4.771937942571469e-06,7.78351967323232e-07,1.5805229658383269e-07,2.5652603889980696e-06,2.7616357529680613e-06,3.7188185153524955e-07,1.9394358563573633e-07,1.379111713717407e-09,2.7172701599909033e-07,5.029774013731725e-06,1.2779780795835194e-06,2.0597864036631108e-07,1.6278135979153063e-06,4.567742288585919e-05,4.930897391730582e-05,1.3357155235205198e-06,1.260683756365566e-05,6.128724783227568e-06,2.663038869421541e-07,4.37731181968104e-07,1.8568635207216744e-07,3.845827117188172e-05,1.382490914458856e-05,8.819178852537135e-06,7.412197366996054e-08,1.6184269768793058e-06,2.908912175492162e-05,3.6197830958872856e-05
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0029402311674653347,0.0023743845563797272,1.4041733248149058e-05,0.2765280502307208,0.0028861041156611478,0.011361345980554383,0.014882783482681017,0.015258820600473344,0.01015888011777144,0.036350474450013825,0.14617786955857248,0.06375203840758825,0.2907735289975131,0.19871247016425553,0.004544016333696277,0.03155569536065528,0.09424056446813633,0.030128068934724528,0.01246688311385169,0.011345479204711406,0.0469101756571213,3.542996525052189e-06,0.008399472707687483,0.022780118994832677,8.732013874190869e-05,0.010259764700821794,0.0040043699142195965,8.992589164003029e-05,0.0062278936702200305,0.0009507899557830157,0.0010885231982937782,0.0004024927438810444,9.209250706598837e-05,0.0015003915464428808,0.002249744641896978,8.904668057629905e-05,0.0024259779292834516,0.0001710002028509905,0.0018971742891080723,0.0008202549779112722,0.00039844979098058175,0.0011902648897019752,0.00116823514890263,0.00031869589654842656,0.00042728972980699,0.000618370270086821,2.0798015559764238e-05,0.0003294696789390983,0.0015929586678788965,0.0005403998264825738,0.0006149089209794845,0.000108915847707447,0.00023529888609941096,0.00018673842069594215,0.00010676281337307358,0.0005284433278474054,2.1143852154015264e-05,4.226980987453999e-10,4.320089775133873e-05,1.4338973267413735e-05,1.8458701546597567e-05,0.0005373108352140221,0.0009903168325791079,0.00020643456833857599,0.00018809253023555073,0.0001392718173347518,2.3321614768256893e-06,0.00013510953751172394,1.157087660352829e-06,0.00014087513731619872,8.484355233928653e-06,0.0005384941378536734,4.1245250548271883e-07,5.9491754411666875e-08,0.000130807660930099,6.299703343781715e-05,5.906781316289411e-06,0.00014965167295066806,0.0002479291772168324,1.8026576428908925e-05,0.0001741447679908248,1.5325167983526455e-06,2.3202618861795088e-05,2.33916428027392e-05,1.0459790387162826e-05,9.74926731105441e-05,2.3092099275201505e-05,1.4898337523661098e-06,1.2572131957711008e-07,1.516193446859937e-05,2.228171385620925e-06,1.8351450274511905e-05,6.061726232076126e-08,6.743731723712898e-06,3.0885673205638398e-06,1.2881810107501224e-06,8.132311624109434e-08,1.923391024227783e-06,3.0056548272483496e-07,1.152543576132814e-07,1.1393675047877139e-06,2.2333665095075617e-07,6.748926101751707e-06,3.530026368991912e-07,7.083401722951521e-07,2.8838568955080746e-06,1.8306144093926946e-06,3.943589002020076e-07,9.456795035944765e-08,2.140633916036805e-05,6.433586996479335e-11,3.612510734996022e-08,1.1146905620762482e-10,2.037887814054784e-08,1.0445059861474704e-06,4.013815146919342e-08,5.313956830121924e-09,5.943119329998581e-09,6.750998426952037e-09,4.020481059185954e-09,7.233431964515091e-08,2.1817857076555924e-08,7.052972472720853e-08,5.910955058752165e-08,3.111533253274956e-11,3.2662059723520542e-09,4.812009013477336e-09,1.2776067581654615e-07,9.276432955118707e-10,3.548320748336664e-09,4.045666024410366e-08,2.95436697328455e-09,1.9188976185802176e-08,4.123774655084844e-10,1.777951563752822e-09,1.2539511629050537e-07,9.365467290578522e-09,4.0410474966279253e-10,9.725516170178139e-08,1.5926818530687115e-08,1.7142198771580297e-10,5.177029915870435e-09,1.0500144638214692e-06,1.496906598674741e-09,1.31864541064175e-07,8.321551541179417e-07,1.8359944262691386e-06,4.79401957242942e-07,2.3403299920232712e-07,1.115557579645099e-08,1.2327570653170028e-07,1.3961029488029908e-07,2.1448310016936034e-08,1.4196333886218326e-08,2.5332020392454524e-07,8.276943960883187e-06,2.7820967751779335e-10,1.741361188578594e-08,9.54237000527769e-09,1.2461339071734301e-08,2.10955235502297e-08,2.502000828741302e-09,1.3233858453531866e-13,8.273168816685939e-10,1.386006864834144e-10,6.030509425158925e-11,1.7840555699422112e-09,5.790041779363264e-10,1.6902386157369165e-09,7.992658090927307e-09,1.4417906868402497e-09,1.8948753677250352e-10,2.6478819137309983e-12,1.0999869459737965e-08,2.6395761132391726e-09,1.2925949199882325e-09,2.5025479466478373e-09,1.0813772943762956e-07,1.461263599011886e-08,1.3091686401622837e-08,7.000601476292445e-08,3.7772631689136915e-08,2.388942377251624e-09,8.76280092931836e-09,3.6152588700488764e-08,2.5919680179953275e-08,2.0702705771924457e-08,2.632285944770274e-09,2.3466073528766174e-10,6.685545006490656e-09,2.5742144416085466e-08,1.0405274419866828e-08,9.179950133386683e-10,7.4498536228873036e-09,1.1275579581138118e-08,1.8016779179674813e-09,1.0437011255248763e-09,1.396882609583372e-12,4.988232049640828e-10,5.53142642800708e-10,6.92375268229739e-10,2.7005064850982308e-11,2.860933712156566e-11,4.52236026404762e-10,9.652159072004451e-10,1.9811134954750287e-09,1.2192025167223619e-11,8.477831769937438e-10,4.118079210968517e-10,3.7290215360030743e-10,2.531308496145357e-13,5.4123150405871456e-11,5.0149884245342946e-11,9.38145117146405e-11,1.7024703868884217e-09,1.1100897978622015e-11,5.150107007523275e-10,6.168532351580325e-10,1.5804690227660956e-06,3.8588127396987915e-05,4.743460353839879e-05,2.14164425371699e-05,2.3327261255978726e-06,1.2154718419754573e-05,2.888331606332173e-06,7.326528923101705e-06,1.3770852071992579e-05,1.3551421177648848e-05,4.7018395354925246e-07,2.0001371200617513e-05,6.665304009167983e-06,2.0411968471023556e-07,2.54544185729344e-09,2.211219651826468e-09,2.900473141664861e-07,1.1157988972776423e-06,7.702616291460629e-07,3.951278819691595e-07,1.2020873185747405e-10,2.8941218266353985e-07,1.7917195509475903e-06,2.7917443135017095e-07,5.333728005929572e-07,2.4064832131465153e-06,4.433917326629455e-07,1.9148878038777184e-09,3.738039358047729e-07,1.1262888891749867e-05,1.1598083707653473e-05,5.161574976320082e-07,5.097582795876576e-06,1.5079021018493677e-06,1.0669537653384964e-07,7.964462866993927e-09,2.76716358715845e-07,1.0036826264103738e-05,2.7489419178738927e-06,3.361240548338529e-06,7.954808189936102e-08,7.281502434342002e-07,6.659031151823314e-06,9.481370048192161e-06
