 ,N1,H2,C3,H4,C5,H6,H7,C8,H9,H10,C11,H12,H13,C14,O15,N16,H17,C18,H19,C20,H21,H22,C23,C24,H25,C26,H27,C28,H29,C30,H31,C32,O33,H34,C35,O36,O37,H38
N1,0.0,1.8711133875820196,2.9668399417748237,0.10174635130683629,0.22825238240466467,0.026820088436674827,0.004837060667454596,0.19590296595365753,0.0046510260438858975,0.01996134869476296,2.7353280395076545,0.10060798812781635,0.11136654516600641,0.19887232082065778,0.03950407284951743,0.042595824145593306,0.047707767861657646,0.005752263148516762,0.001748727138827122,0.0005377285133440629,4.993577575795882e-05,9.355740617855712e-05,8.665657077613909e-05,9.637951997445993e-05,9.039763958695879e-05,3.489094040885765e-05,1.3093414874987275e-05,2.1143798550810056e-05,3.844007199216293e-07,2.0351248761749097e-05,8.049577477908798e-07,1.3140307621090086e-05,2.6186830977686926e-06,2.9098893294943196e-08,0.0008437716294588671,0.000617328033302722,0.00019472023463924792,1.5746267343907938e-05
H2,0.0,0.0,0.09211549080006398,0.0025951090135183374,0.03247603729142423,0.00183062802013656,0.00014479693307789532,0.025304197334316103,0.0002130178732138166,0.0004398764262203425,0.08776881310245999,0.007953476886380928,0.0036737072575405705,0.007365960638059277,0.0012281927409542037,0.011784026925350743,0.011901950773620218,0.0012234992545908652,0.00015168042995306052,0.00047110418982554414,7.225865740201343e-06,6.901982646922988e-05,3.632848242574038e-05,1.0592630802497283e-05,3.6392296973719596e-06,1.0352930343904276e-05,1.6615630051841634e-06,2.090480141880846e-06,2.2217449213712825e-08,3.802255545304334e-06,3.1702871949867983e-07,2.0515692524814e-06,4.0895056230283444e-07,1.309363284462961e-09,0.0003826924804286591,0.0012467038111186879,0.00015503908265912525,1.8377727943663658e-05
C3,0.0,0.0,0.0,1.691467750236452,2.7744404165043983,0.07474008017954836,0.08598487921270581,0.20025301107364557,0.00435817675972161,0.026223448125341164,0.23987507666650695,0.016183358872895015,0.017519023728159278,2.4227398612769386,0.2899029981949271,0.22154481250690192,0.012590315320056722,0.03721102796672765,0.006137761944488673,0.0035308404249563274,0.00011555001865493075,0.0009340678036737771,0.000538718428478413,0.0008668410047510677,0.00028599307535870366,0.00010073479563907362,6.399220111363846e-06,0.00012015975425772041,2.177082141674447e-06,4.6342076531313836e-05,1.3367804851949217e-06,3.90399154718557e-05,8.23481814274385e-06,1.1746525463429691e-07,0.0036144896959580397,0.0003473739017851446,0.0011321661161043245,0.00023485104170428706
H4,0.0,0.0,0.0,0.0,0.07865066235260754,0.0016159660077905702,0.009237739184041693,0.02447905140620843,0.0003807838880600656,0.00045576989608586693,0.02728835017800657,0.0011184313302390336,8.699360092334629e-05,0.11719451499554268,0.019694245200230553,0.024981281447001957,0.001517094323937096,0.0031417100217216998,2.5302142730110333e-05,0.00021773621573661917,7.682185617641224e-06,2.8563381730961623e-06,9.378296757489579e-05,5.575305565308497e-05,5.657157632343868e-06,2.5907236802513722e-05,1.2282553196740764e-06,1.2218260786678314e-05,1.6691752646735836e-08,9.764059043626538e-06,4.0248652344310187e-07,3.4240826707332417e-06,4.988050574805669e-07,1.640389601931247e-08,0.0011475321711862385,5.0726066132655845e-05,0.0002784158618086563,0.0001015294057631344
C5,0.0,0.0,0.0,0.0,0.0,1.99223980066331,2.000092421537015,2.7384023439126755,0.08386894771363584,0.07830044259568214,0.18854798195462383,0.01810785268621795,0.004186340059785687,0.18239294503048784,0.042104770107060485,0.02668428695048891,0.0010659111585938907,0.003244025487413066,0.00039840132157509256,0.0013184156253229218,1.7128572717739488e-05,0.00016163205756436483,0.00018821664836959906,0.00015589728932563496,1.9235005323192667e-05,0.00029666493991326037,4.346267720611863e-05,0.00012215334665310884,6.326569614856226e-07,0.00014053120782328565,4.172977193572791e-06,7.162774103466885e-05,1.1595622009627493e-05,2.2973991153918405e-08,0.0003540720037397138,6.650434770495706e-05,8.040307729681451e-05,1.2336175359894952e-05
H6,0.0,0.0,0.0,0.0,0.0,0.0,0.02644015531437205,0.07891646594582924,0.008835534492990682,0.0010508199770389304,0.025975781912774165,0.00028340796633186116,8.649725012865872e-05,0.016941282332949337,0.009981834293378622,0.0026918127125239444,7.81674669816379e-05,0.00028177187578815044,1.2241671311086222e-05,6.894942800361736e-05,5.02573372584969e-06,1.13004690718288e-05,1.9480122847470582e-05,0.00013055761280234002,4.590711069063502e-07,1.9605533813527032e-05,4.126610450239099e-06,0.0002995689733360507,1.3564462033599511e-06,7.170050725924249e-05,5.344825220188199e-07,0.0001879067487167152,3.7345492169826855e-05,5.302449990196578e-08,2.644798581119545e-05,5.2112336264009684e-06,3.4634606831396297e-06,6.473761000602707e-07
H7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07921592804947464,0.029102756129699037,0.009064733077738252,0.0035227979095273643,0.00021493601857724975,0.00021313498066000136,0.02475482689309505,0.004064097916222864,0.004033696125782971,0.00023598037632832636,0.0007672885048857214,7.581370349463157e-05,0.00019473859619290046,2.9520760089774e-06,3.9518616354872194e-05,4.50074152467117e-05,3.6396954100181844e-05,6.036778265494647e-06,8.407817181632637e-05,2.0302067644806243e-05,8.364461167253978e-06,9.699904102156154e-08,2.4560841260123922e-05,1.126438091025861e-06,9.060055695453428e-06,1.6435040606221918e-06,4.720928092893928e-09,4.4727802076316436e-05,4.5516887777763415e-06,1.1872867864748393e-05,1.959183366873063e-06
C8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0055573529705084,2.0680715813912336,2.5508235743151757,0.07820826634558342,0.07705432556430614,0.01358386383576829,0.004442377024244326,0.00781772871690345,0.00041588121551983104,0.0007673941805791118,0.00013276017952057462,0.0003432767453681318,9.151202269297443e-06,7.355438903999811e-05,0.0012418213188833127,0.00013468776749900324,2.5518631514565016e-06,0.003126216297838158,0.0002918913534057932,0.0005034545917060596,9.950946155967699e-08,0.002005364378834834,2.5862066816539908e-05,0.00020570043227507995,3.50243584476273e-05,1.1274570532737727e-07,0.00022982087587378186,2.1620233916233578e-05,5.520728052137158e-05,1.900123504738893e-05
H9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025997362847399286,0.0822127912694075,0.012898838143825753,0.01906689955753338,0.0030771653479271244,0.0004750698973019496,0.006437539694471361,8.601337153812949e-05,0.0004966589884753958,7.491208438237251e-05,0.0003443656258153016,9.256348875164022e-06,0.0001409013940514292,0.002054690397816472,0.00026139666403479644,6.829484506809536e-07,0.010481862269746456,0.0005144184288901066,0.0008853990944892587,1.0146340709837887e-06,0.004617134294187419,3.3664205793204616e-05,0.00019385442949815257,4.312190219235568e-05,3.265792667406231e-07,0.00017822055897354083,1.1082242953319721e-05,3.653802705028131e-05,1.421281769076188e-05
H10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07934060996764836,0.0034241102661853873,0.00983188848897476,0.0018242958824468136,0.0008498825100371477,0.000428676526629701,9.127612004844465e-05,5.860961686021682e-05,1.2203995487292119e-05,1.4756456871101165e-05,4.273218545680635e-07,1.3614999645472636e-06,4.985422701753173e-05,9.03127723028696e-06,1.8696921211258655e-07,0.00014680534927080657,1.7270575881411787e-05,5.621707733105552e-06,1.1056445092805234e-08,2.214360853325381e-05,4.508517699175485e-07,2.4780689609205098e-06,4.840510662296182e-07,1.4137577775130694e-09,2.6041596882020457e-05,2.0495948314103174e-06,5.992476275085146e-06,2.305375153444089e-06
C11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1781108297730594,1.7816540557268363,0.016945437606243424,0.0046027251885414205,0.009096192826436644,0.009598681875231496,0.001179385327965382,0.00046912282089062174,0.00011476429528589627,2.4339490175995238e-05,7.687807664691348e-06,0.00010425677921677146,3.345781497332556e-05,1.047417918331739e-05,0.00029807187810976243,2.757526295749102e-05,3.522655819809817e-05,1.3290112166330914e-07,0.00017938996348992875,5.046727296509346e-06,3.3564230972893405e-05,4.639167136985534e-06,5.2978359255106966e-08,0.00017584855718311143,0.00014432795306063007,5.764012198904156e-05,9.651262195542465e-06
H12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023350878504382333,0.0018136464243432293,0.0003275752866847004,0.002200734906917301,0.002839020240874346,0.00036657125155104,0.00018006584087437716,4.25921387956496e-05,3.745730882998011e-05,3.543274702977328e-06,3.0146930169783204e-05,5.665743507243803e-06,1.026194943243297e-06,5.5515096708314005e-05,2.3566195390012368e-05,1.0823832662376631e-05,1.4336383014068588e-07,2.4091893378042073e-05,1.0956975327047758e-06,5.1119814690192555e-06,7.867138196449019e-07,7.365361542888138e-08,2.4881664232756506e-05,1.7416099598710488e-05,1.0080145196988965e-05,1.7755673382691128e-06
H13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004142184701688256,0.0008610002804811945,0.0010282605798319633,7.8141167612511e-05,0.00014586775701586063,1.813977253761756e-05,3.021583974383013e-05,1.467211139027924e-06,3.988027039714126e-07,2.3320302697804607e-05,4.133806458250788e-06,3.3737672722189416e-06,6.140276509558618e-05,3.5898595152072943e-06,1.0845922404634223e-05,2.1949351225458713e-09,4.292893700608147e-05,1.2853178286142963e-06,5.998518350702753e-06,6.434139755429058e-07,4.5135650772465397e-10,4.5517245102821846e-05,1.897657910809869e-05,1.419069782082616e-05,4.12423396101147e-06
C14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0364726864692,3.531268883256533,0.1366225674020971,0.27525574265442776,0.029503697538271423,0.033430941479706905,0.000744844266928002,0.0035305791952762178,0.0054328295046846276,0.0057778182397462685,0.0007947909915808626,0.0012269487879416896,5.158743057798176e-05,0.0007104449436048654,1.185232013423132e-05,0.0004689684000877825,7.571126767746961e-06,0.000442773271322916,9.735635451937896e-05,5.946645800225525e-07,0.03084445955908488,0.005229620841913529,0.006004453659470305,0.0013659376557637604
O15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5422429508910188,0.024527163394571283,0.07188973623534256,0.057499254586294235,0.010377245006839106,0.0009841883686023678,0.0015843420493842908,0.002834839517435017,0.013042921282842054,0.004320334824315819,0.0008405552201089239,2.847965622954085e-05,0.0018855046518072849,6.731869214293695e-06,0.0008714835576726365,3.3334904888659977e-06,0.00021283064864147105,1.8132071214399526e-05,7.102368347888799e-07,0.011459694422834232,0.003692204584294659,0.0017497358756711143,0.0003854061005519327
N16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8625468756484813,2.60566610217934,0.09983681648838072,0.18080649632644705,0.005912258011509408,0.02618797386253835,0.02077234163190006,0.003886006804413533,0.0003625788303387445,0.004903282737869996,0.000250795392792158,0.0007292471012780022,8.527202214336782e-06,0.0007927162525377118,2.328074792790069e-05,0.0008832833168223586,0.00024143654194855313,1.8328077273643828e-06,0.19595680775161545,0.04569351113981397,0.02827183794036528,0.005108582958017305
H17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978725680704352,0.027759920869767862,0.004525815769828578,0.00136040088918854,0.00010802283411104341,0.0002905737346496906,0.00024046086084472673,0.00013092400307646024,8.40295650487155e-05,3.297420309089638e-05,6.21295540125244e-05,3.71124066078643e-06,1.863956013337109e-05,1.1012443512647963e-07,1.9798865721121217e-05,4.62428306347018e-06,2.0197509109642908e-07,0.02132453619640784,0.050138489932983865,0.003547467935521964,0.00012414757341461247
C18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0671495810721847,2.5076444526053128,0.08250863366180039,0.0921669936905003,0.16506921896477597,0.03265130982986014,0.003695650855452204,0.03451089091804266,0.0008844356147079679,0.0038977273861394435,0.00010693524720428726,0.005327826366397281,0.0003901817520837181,0.008957077020118026,0.0022608957817769754,1.9601588894913036e-05,2.5116636533257246,0.2692617868679616,0.21705027510597058,0.05327292426615837
H19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07766552728358334,0.030460023973408523,0.005561143657811796,0.006744468283584215,0.005584074314213705,0.005816442446571202,0.0009000488178213528,0.0002476823435275666,0.0006409735261599936,1.8801886088715136e-05,0.0002928943170844578,1.9423740170276815e-05,0.000348419978206449,9.138254896179365e-05,3.5605508732494684e-06,0.10973691684800602,0.027467138852515727,0.010507545216440262,0.0007506763449451892
C20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.114479034872637,1.661738489130311,2.6874150614419627,0.2276110084614622,0.011805473160257707,0.24671480942030455,0.01630410933287263,0.037593532395791024,0.0022794377374038,0.034450266405791186,0.0024659023621571574,0.02042935934412382,0.005056341168687417,0.00027375438059873414,0.20172031477838454,0.0431253310533975,0.031229215825677795,0.0018456661336300195
H21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024341196166159262,0.10035526148907592,0.022147192675301852,0.0008848678587782821,0.021396465253403107,0.010364734968376643,0.002648511479530269,0.0007946477881839442,0.0016563932895734546,7.96640203322152e-05,0.0005848838253499355,7.79388525102842e-05,8.951268940005086e-05,0.013374172841598364,0.0025263136394904073,0.0010555195588123345,0.00015340784315287515
H22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09016425715674403,0.017887672603221105,0.0011258671931653197,0.028172867391243583,0.0002852701243520883,0.002041760544657212,2.655279805918731e-05,0.0026064294101941776,0.00028799084352160165,0.007036420073439187,0.0017307291847914463,1.0000901993212352e-05,0.008361573359159324,0.0014306819028880868,0.01219175701841968,0.00027084819839462426
C23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7957889258118453,0.12826886763466394,3.574101680836161,0.12310438145049551,0.3294562255504932,0.025689552407252236,0.32450922282265454,0.026330603057761692,0.2630987556170995,0.05384551402438209,0.0013861135689066106,0.029190063096254854,0.007233152436231044,0.005370649810450351,0.0004088190769622191
C24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0174384775741947,0.3342713904546024,0.029146698227530132,3.828230198774664,0.13059441334771038,0.30463789481282477,0.004032184236072878,0.33767736535967585,0.0429499441019751,0.0027204919757302104,0.005122175423918102,0.002101527136853701,0.0007458040537115379,0.0001833455493224223
H25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029032755875952443,0.0017481119424562763,0.13621401257839683,0.008753917980146797,0.003592534842131956,0.000420765731403705,0.026602300919853272,0.003191676408729749,0.0002028465171013405,0.0005206544782165867,0.000361606221346622,8.035826111141287e-05,5.170098123175038e-06
C26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0289761689528802,0.2960393595799526,0.003987211787938039,3.840972415724986,0.13292430247813836,0.3428497664216742,0.04169394544916216,0.0038837977161736426,0.0061583875875421135,0.0020022588403642294,0.0012090494159931603,0.00020160051769313458
H27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035383236636881144,0.00040315748123309625,0.13455101605581388,0.008524311138394802,0.026646366362229612,0.00320144557931501,0.0012925825314953343,0.0001610338802886524,7.613852538157495e-05,4.0597816677756526e-05,1.049208757430975e-06
C28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.016641733339195,0.32361430154259707,0.028276437329475268,3.5479633108379343,0.3086980099695943,0.031046842227412608,0.0009277184032882024,0.0003680948240216281,0.0001552480210184337,2.331413961720319e-05
H29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027829794844683953,0.001926117483316947,0.12848282080688223,0.012750882297998034,0.017221869458455608,6.032213017270749e-05,1.527526071809504e-05,7.619429256866539e-06,2.7855736717263824e-07
C30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.011233654512318,3.7484915440150828,0.3076717879264587,0.03389779651120228,0.0014016714484299253,0.00036900998418695763,0.00027241523327528605,5.0042437026442954e-05
H31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13838671859538043,0.01250499212611833,0.0012633576521812184,0.00014072811799215046,4.8072178035818425e-05,3.2516322809317266e-05,3.5484930727136543e-07
C32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2588446117464454,0.14063933172488785,0.0014611360124137385,0.0006617776298652872,0.0001849914308845596,0.0001022806496694395
O33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8650460894623933,0.0004043588281849586,0.0001845262179546031,5.433350455357616e-05,2.910558596835866e-05
H34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333611022148801e-06,3.372846262617024e-06,2.012500708081788e-06,3.217415667222667e-08
C35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.864938372200896,3.1038342093920877,0.16463885714143855
O36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5016616234885035,0.06667622104131032
O37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5440271770766756
H38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
