 ,N1,H2,H3,C4,H5,C6,H7,H8,C9,C10,H11,C12,H13,C14,H15,C16,H17,C18,H19,C20,O21,N22,H23,C24,H25,C26,H27,C28,H29,H30,C31,H32,H33,H34,C35,H36,H37,H38,C39,O40,O41,H42
N1,0.0,1.9793371048557353,1.972383886004422,3.0662093646479054,0.0915580675048221,0.19501985047991321,0.03541327428033969,0.0030472278155680987,0.029217160811677148,0.00406913026243573,0.00031377012755329226,0.0060623764659451795,0.00022377243658866508,0.0007760778877336783,3.8382440344264523e-05,0.0012334975655496766,0.00011827811249531806,0.0014156782309271837,5.7906165131793585e-06,0.23331154201388105,0.05298704556420305,0.03364044294268641,0.002225507047045161,0.007307433191158286,0.00022619887882247003,0.001401520919855681,7.902631539324911e-05,0.0004123655044222796,2.689523626031587e-06,1.5587653544146818e-05,6.901211165426246e-05,2.5732308217563116e-06,1.7253094058089502e-05,1.614334116784022e-05,0.0001127065734718713,2.1004962946769012e-06,6.212997660792752e-07,1.958613983110702e-05,0.0005706140291554251,9.570830467259261e-05,8.298184075947179e-05,1.4964002269857168e-05
H2,0.0,0.0,0.026809290784425732,0.10991406281962035,0.007657678424783043,0.03331761197649685,0.002189822050455925,0.0001550736611326542,0.0041486173776549284,0.0006155489191439489,3.4364503765482723e-05,0.0010148921243524622,4.5797450202389456e-05,8.777725906794487e-05,1.3456886552409841e-05,0.0002181238290523968,4.0904743957348444e-05,0.00023122534769470793,7.568666842150407e-07,0.008132152502859258,0.006913824155344472,0.0007789501741997107,2.002772270914832e-05,0.0001837801653504778,8.591918685629807e-06,1.2819406738584505e-05,2.3060244873640556e-06,2.5018304463664265e-06,3.056555204494771e-07,1.1941464594933393e-07,3.2329431755018234e-06,2.599669581826447e-07,5.932373616790443e-07,2.7725004829726174e-06,1.129074887362691e-06,2.7811860592308335e-08,2.2229201146473088e-08,2.418845084228849e-07,3.602510798150771e-05,2.4162968141006047e-05,7.040283347969911e-06,1.4252582674068037e-06
H3,0.0,0.0,0.0,0.10786655332488249,0.036573512796729046,0.006722583872162846,0.0006150858672471227,0.0019848618733231405,0.0009314433367887398,0.00041298732299377416,4.524942100481155e-05,0.00016960409480559768,9.396812726603088e-06,0.0001223397015190919,1.045059686055616e-05,5.0879913893742135e-05,5.56879560087431e-06,2.089400024785082e-05,3.16643278708284e-07,0.01985866436653383,0.05098082923418379,0.003322931019747122,0.0003742700319659953,0.00046978832250921254,3.3432288453871806e-05,8.804477675417033e-05,2.8264731084526318e-06,1.2013054876081064e-05,1.554612316656545e-07,8.960296227211728e-07,2.3942105756402654e-05,1.9572861864602942e-07,6.3880410152705736e-06,6.749487914126107e-06,2.930649135701735e-06,1.555704767230992e-07,8.747455670921056e-08,6.490127806291213e-07,4.895508185764896e-05,1.0279225510334555e-05,6.520493463502142e-06,1.242951320312713e-06
C4,0.0,0.0,0.0,0.0,2.1091068766576564,2.698107449466256,0.09540378410343786,0.07607534498292479,0.17039248270625584,0.03537955458149496,0.0016748314627028638,0.03465743956104338,0.0005910610355408519,0.004573595430282504,0.00011674683677886932,0.004765328830465668,0.00020512785452586613,0.013032933496883087,4.646383916662167e-05,2.7119920781607094,0.27959641826772097,0.21178129502233994,0.01163966541903172,0.034912568098322216,0.0029221178832659067,0.0040354657881761236,0.00023586369472972102,0.0014097532491824938,1.1938197697514141e-05,4.144871752753687e-05,0.0003247799922058009,1.015305030027669e-05,2.7816436075855933e-05,0.00012290566074124598,0.00028540081863373534,4.940001130604443e-06,2.518228602310657e-06,5.7301495975714545e-05,0.004633978414804979,0.0011165866024571702,0.000879842319589097,9.980555067012897e-05
H5,0.0,0.0,0.0,0.0,0.0,0.07416433971211589,0.0020340816260346894,0.0302864483723313,0.016205873392013626,0.00800925382541362,0.0020436148103994967,0.0014890963581397632,0.0001582807383391227,0.0008583819397889325,6.474393049704652e-05,0.0007519386387693228,2.9058591349606644e-05,0.0006706902322101138,1.1858066836234471e-05,0.09845452293055224,0.02601271393109439,0.010141251031084986,0.002809264729900063,0.0013453010325923387,6.511684325527511e-05,4.446022126258775e-05,1.9678476822715396e-05,5.006094336179601e-06,8.740119876726737e-07,1.2226785612856617e-06,1.1848932888081087e-05,1.412327629957133e-06,7.143167062295674e-07,4.190628414280084e-06,9.678229293541563e-07,2.03279015620339e-07,9.186517591075472e-08,1.457523624015522e-07,0.0005973095595097622,5.246959215077229e-05,9.15499894704741e-05,2.5089075986084453e-05
C6,0.0,0.0,0.0,0.0,0.0,0.0,1.991707476310055,2.0103552112429126,2.543685124488883,0.23226657387109867,0.014157683047320901,0.23492408557391117,0.014111065804545686,0.03657321042913246,0.002612137518198443,0.034839596626551644,0.002572833226959448,0.02133067583154298,0.000519025948233276,0.18994025588943245,0.03965976869606948,0.024840001972577117,0.0019260438256368806,0.002638954631551671,0.0005754108551647708,0.0002989774995057204,3.8754446161970435e-05,6.115538356962769e-05,3.861854614983784e-06,5.647333489733342e-06,0.00010631421617904313,3.0740903933512698e-06,1.0998620366242662e-05,5.7802585305299914e-05,1.3088572372241258e-05,5.453884646122731e-07,9.741084878722717e-07,1.8343676895238303e-06,0.0013322171545467332,0.0009587035831431223,0.0002787073366666143,4.434251980434123e-05
H7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025886504941800004,0.10163530560093381,0.018985571291478376,0.004021113876546023,0.028896099826041466,0.00045891590607172184,0.0020895561602842783,4.7163138953809636e-05,0.0029903458779432235,0.0005064992903294208,0.005808377730096348,1.8353548342675552e-05,0.027733226004339695,0.004093359266823193,0.004667617027824367,0.00035592580482513014,0.0005441487536095302,0.00013875339793023578,4.3590945710381135e-05,8.653582505679935e-06,3.1333988772530574e-06,1.2155609763198072e-06,3.7941105057726077e-07,5.581510096108744e-05,1.0063948208127727e-06,5.239351980490525e-06,2.8250092245052372e-05,1.1513731126289173e-06,5.528771196416926e-08,3.6261090552436315e-07,1.6202088115591096e-07,0.00033130154788474364,4.3976315409310907e-05,8.131917091647178e-05,1.2085423159780007e-05
H8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09456774019000469,0.023943501613163276,0.0008037350535523569,0.016674909124675952,0.0062767913359007554,0.002799135188843227,0.000756986061391185,0.0014691855485259309,6.674198834555334e-05,0.0014252296272229126,3.609812041660554e-05,0.017649328852161306,0.004271551656591321,0.0013699422336352907,6.668619795346942e-05,0.00014531284001262357,1.5787870411676508e-05,3.197932975385065e-05,1.6882517923644258e-06,8.50790633388776e-06,3.1055158711268405e-07,1.0693335283917804e-07,2.7886174169822198e-06,2.8197326629175734e-07,1.1865984861358925e-07,1.4645221204645509e-06,2.0183760796044226e-06,5.8702310345992714e-08,2.7105608646493806e-08,4.195760736624976e-07,0.0002991597380614941,0.00118505200560437,0.00011912033413297163,4.06725144297404e-06
C9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.597059237917152,0.12504751786444857,3.526267312197709,0.12560221156769247,0.3288452120603156,0.026167164798147846,0.32115057188468144,0.025901497408625795,0.2959614396287011,0.004001309136177245,0.01004052778305517,0.0031859236815136444,0.011946643062504675,0.02905406154972001,0.0014283322415111765,0.00041724317607372274,0.00019265390415029726,6.053126858196478e-06,8.762285514465895e-05,1.1426460728714005e-06,8.314108947082843e-06,0.001245622429815782,7.685568929938214e-06,9.745629348167917e-05,0.0006296943901353824,1.0737330247173604e-05,1.1978828906578087e-07,2.8418786410799868e-06,2.112402037734995e-07,0.0004968359567127933,0.002182082081870082,0.00017111349206942739,2.042453069028838e-05
C10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.860995225756679,0.3355645429569777,0.02762564642532117,3.4927945188102116,0.12595983361049035,0.31166101992811573,0.0035184671110214394,0.3241150243414149,0.026809318971671825,0.0028592854166718806,0.0016975194907474858,0.0024904246434073046,0.0035055529833092347,0.00048192316063964957,0.00011889056437552892,9.329601576213431e-05,6.037591432694889e-06,5.433279805687474e-05,1.552094322287978e-06,6.825876522231766e-06,0.0009632904548524529,3.892324472065667e-06,1.294784572269947e-05,0.0015410922250069792,5.922425352467009e-06,1.9592055555683885e-07,2.58502261019089e-06,1.935400562036449e-08,0.00010999004245898503,0.00041508862560823284,3.613325452660188e-05,9.034141489561165e-06
H11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028087493602914737,0.001508496130325554,0.12279422144714047,0.008326717598376776,0.0038314840322309918,0.0005278785920359574,0.02689224283092362,0.0012391897212906677,0.0001630392687739235,0.00021112707919157536,4.163395622702737e-05,3.6484799181835115e-05,5.1833059797612435e-06,8.479518152082477e-07,5.424511804186238e-07,5.922757462251127e-08,2.2036053271001776e-07,2.4048447455626842e-08,3.2456216603193866e-08,8.464362639681866e-07,1.1546887868085776e-07,1.7601627000374265e-07,3.842530960085355e-07,3.631168721263123e-08,3.980410667736578e-09,6.741815550270758e-09,9.06354569174539e-09,1.3721231145735757e-05,4.7132126689164444e-05,3.813107499084367e-06,8.243578946132146e-07
C12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9792287017427506,0.30830695226757,0.0034399196615839678,3.44607019186934,0.1237803689114132,0.3293525041066015,0.026812827909216352,0.003111354962785723,0.0014299552298811663,0.017669985431126703,0.03256426077069652,0.0016534096839981305,0.0004605327159288297,0.0005026708607208108,3.504437889489953e-05,0.00017423722571770217,4.32647481951598e-06,2.678999659377901e-05,0.004818315066722409,5.6820349240815915e-05,0.00020115343152382614,0.010057998787202704,2.5126419653895282e-05,4.977445167142491e-07,1.1814053761050047e-05,4.600353959993697e-07,0.003175364104579498,0.017955380068333346,0.0012429091963678113,0.0001313111763371344
H13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003657452448519005,0.0004752660759965721,0.12480252827580118,0.008295409233384454,0.025737339290058836,0.0011914934000862853,0.0004982752667677115,0.00016544274708385487,0.0021374631010682155,0.001296940579715855,0.0002324874711996383,9.479312959759234e-05,4.859805332690925e-05,1.4386584648029555e-06,1.136982588056945e-05,1.4286248755102093e-06,2.714966965466914e-06,0.00031846097454502065,1.1703786642502934e-05,3.120271230683258e-05,0.0003235966849022276,1.8383233277852185e-06,1.5821732946008638e-07,4.683499505997446e-07,1.172998422838134e-07,0.005823610552988745,0.04691663981879557,0.002144135921814838,6.675115886389804e-05
C14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.007024758794072,0.34453434535293337,0.02740451036910474,3.5928498597558978,0.1226652284770624,0.0010463487889993406,0.0005568293173867783,0.0016127924235947166,0.002015364554381893,0.00015375046830673478,6.067864358927366e-05,6.855928699198155e-05,1.6281303323317786e-06,2.8235696302544855e-05,7.833206563390149e-07,3.745455722015123e-06,0.0006467477212523387,6.0251732145744086e-06,2.9054290850316633e-05,0.0008317465992857542,4.5944379227086385e-06,6.233096705443586e-08,2.765893304612632e-06,1.2233429669272766e-07,7.547326988724401e-05,0.0002279852973901958,2.548074739357198e-05,7.065501839820243e-06
H15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027288420213843256,0.0013913478673270863,0.1247789085895189,0.007974069138692474,1.4247792686550298e-05,7.309528770482743e-06,2.123004402942996e-06,1.1758809513429114e-05,5.034433885331424e-07,6.861681933756358e-08,5.243762177808975e-07,2.383495001367919e-08,4.782974549755181e-08,6.511618799720509e-09,2.3777448454609384e-08,1.3045590361304704e-06,4.1753639878905346e-07,6.5379031077839045e-09,2.2085866491217132e-07,9.550698898408427e-09,1.8083112784950117e-10,2.483543148912304e-09,1.0303695674451774e-09,1.5810228768398105e-06,6.85668605671097e-06,2.929526319306319e-07,7.316037620164195e-08
C16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8601922569421936,3.7082272882180276,0.12454395415863106,0.0006918985886099349,0.000536572548970049,0.0036308047207434663,0.003806495242752006,0.00038012553278653216,0.00017418307018723933,0.0006313949126980634,9.377593903292514e-06,0.00023762230031602882,6.231781393917224e-06,4.562115049366877e-05,0.00547000717553639,0.00013056127252797367,0.00016652458609667242,0.013537340558095412,2.404936700305116e-05,7.325035547012249e-07,9.349603828701092e-06,1.4388612782356702e-06,0.00043271906286743156,0.001948144978479456,0.0001582688516733599,2.724653628694007e-05
H17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12671137914761055,0.008026510524501429,6.943525191038802e-06,2.6848476560870083e-06,1.4185007755740386e-05,2.0305468575454455e-05,7.842699254245744e-06,1.7085223500412638e-06,0.0001267277687473367,4.93474100582425e-06,4.355153735247086e-05,6.529722722525833e-07,1.1135112213400689e-05,0.0006059338285104854,2.5395993250354465e-05,3.056935707168584e-05,0.0007067534109814755,2.1327538959337033e-06,1.0552127260865518e-07,2.8160940024335446e-07,1.8803151080604152e-07,2.2131859173324386e-05,9.708508618189171e-05,8.495874027292238e-06,1.6109410789777456e-06
C18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7715300634123738,0.001015353877971109,0.0005880016484960393,0.0015296468768100507,0.0021192113363854848,0.0002591503416383839,3.331282182339468e-05,0.00016401374716355777,6.572992958364665e-06,9.213236644706191e-05,2.4956860714686613e-06,1.621027981024703e-05,0.0016107981137543775,1.601204953460833e-05,1.691836290795834e-05,0.0017443009553554933,6.930233066970715e-06,2.553876148336798e-07,1.882847381673436e-06,1.8049760786009728e-07,0.00011716837349370901,0.00037054251088227547,3.499264187252493e-05,7.89330712114289e-06
H19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.167612556204574e-06,2.7072718227216797e-06,8.148809805819113e-06,5.5143552128988915e-06,1.4385377200554217e-06,1.233245525700255e-07,6.704799195844657e-07,1.2855288855639913e-07,6.792899376328876e-08,6.623318116183441e-09,2.1922872406321403e-08,1.1435386884084409e-06,4.302186022986376e-07,2.643701901838824e-08,6.115998480327178e-06,8.681531049603564e-09,2.2148625156148682e-09,7.304470361901849e-10,1.968702090238139e-09,1.2798853523676712e-05,5.17009234404231e-05,4.219939671590289e-06,1.0959703928836717e-06
C20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.627741540843897,3.5837600426850837,0.13517596525383402,0.27328577366331946,0.01899610779069305,0.030760661771748632,0.0017077852184710363,0.00546036033932823,0.00019761949929186784,0.00025435762678260865,0.003018652920422249,0.00018017501817846338,0.00037326382354474497,0.0009736901719443747,0.0011738805029485044,3.6287423843983646e-05,2.664572505595153e-05,0.00022077011258003765,0.044870687513063445,0.0108257256623783,0.007211772497327407,0.0008639839857635945
O21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5283420972497133,0.027830449820393177,0.07628961355483899,0.02918802924471131,0.00961320836376553,0.001149603464440374,0.001169753004839777,9.536380364327801e-05,0.00020178779327229002,0.0025940222873651123,0.00017454381758597037,0.0004927667630360011,0.0007907447854744731,0.0001323344405433774,2.1722575767824104e-05,1.1569519406062767e-05,1.6372799093278267e-05,0.033593965545748394,0.006232559103450885,0.003870857778620909,0.0005948569443354756
N22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6709721905647827,2.83600201423534,0.1022365896698969,0.17433572925370672,0.018511902264036317,0.027557760364341058,0.000602568396915748,0.0014411037482908728,0.018241696284624798,0.000712157854709794,0.001737008234991011,0.005910745507214266,0.005021440237429564,0.00010229581865872639,0.00013622094006326968,0.0008716152668784005,0.19600059382027737,0.030987131815798236,0.030160114170304717,0.005120303941535065
H23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09811220502652307,0.024428803262402043,0.011926337188232328,0.0014019944780705451,0.0010632100858540827,0.00023997669323261306,0.00019559403505731154,0.015108357854025978,0.0003715431121593671,0.001145417722210107,0.015412379063217463,0.00017675434383923605,7.024739876904107e-06,2.3790689597014136e-05,3.565318326947953e-05,0.0049825059250029335,0.0013497593871456548,0.0010918031228022151,0.00046018490301058534
C24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9394862889572972,2.662352280042336,0.09653022613796836,0.16873778926457217,0.0044828869793740456,0.01571929093719615,0.15396055590768284,0.006472690019814875,0.030040659146812976,0.007433995925234971,0.03137482339849745,0.0006863047126655086,0.0008780670292558579,0.003065202003092349,2.6725246843213912,0.26681634002614124,0.22130155610389776,0.055175925249995816
H25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08487852394148543,0.003180410281002688,0.016605632457609487,0.00017240814381769276,0.009846681794230872,0.026450876395714862,0.00033250084768465804,0.0011123602870526383,0.0006857326915152839,0.0016847800753684306,4.644122073860224e-05,0.0004080957871039903,0.00010666509383017164,0.10831183494660701,0.026249771617828488,0.013249804363070994,0.0008807564046009464
C26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8576031315604395,2.805475286046403,0.0840561617454696,0.08518450337189276,2.8238637765000285,0.08457730009493325,0.08941189619002454,0.08564862069848034,0.16479100645469538,0.010395080689934,0.005541162552543444,0.028866483551349464,0.17455503757055252,0.0390762340448475,0.020710343753025454,0.0019165492585426769
H27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08165578368208304,0.0352589563530743,0.0032098642508033848,0.0835646204198579,0.03543824455633815,0.005469250519343882,0.003560847868513406,0.011971602448675567,0.005742957489337952,0.00011181212988176092,0.0005815054142153109,0.02947330974454787,0.004331492885531141,0.002942099374667051,0.0010884391422580908
C28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8330135025694745,1.9466194523943006,0.15780711734318964,0.010586825236010622,0.005837242880567972,0.030159938200757574,2.8396164866930445,0.08342475042354769,0.08194329829551017,0.0922086977268941,0.011937189669378484,0.003139152553474925,0.018506383291544137,0.000903522003106616
H29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02311858082449314,0.010581104496513172,0.0051922754721709374,0.0001292420128060634,0.00043552452009243403,0.08349590582591349,0.03383007988664111,0.005267281229599519,0.0038287951874858006,0.004986021629385773,0.0011557078054696968,0.0208809860510748,0.000625946029488178
H30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029556436010792053,0.0005224040713847078,0.0007274744146474887,0.0019296590469335406,0.08518621211204835,0.004076337431578425,0.03331239103086525,0.00572959106216242,0.0009891288878833837,0.00025788720325514713,0.0010097993331075195,4.976569874171055e-05
C31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.858128090031545,2.041876073264997,2.0736549751825746,0.021800017117873507,0.0005495945799807167,0.009082327097192922,0.002465753998749154,0.02695144313349912,0.012402652308804982,0.0031650114998087453,0.00022179913660469452
H32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02413871153407543,0.024860322764035825,0.0006132677170498368,0.00022506006081846053,2.9002763437091517e-05,7.187313869461143e-05,0.011784712413670295,0.00594203197866916,0.00032402031876666015,0.00012694249544709102
H33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02571042365010534,0.010602341138492344,4.956604390882191e-05,0.011030886028387865,0.0006779920288817465,0.0025308485586161833,0.0009121807571791374,0.0004720140447840304,1.6132899245624444e-05
H34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020984450352354855,6.507423088031317e-05,0.0005746032707336646,8.287525729011591e-06,0.0010295403526188185,0.0009439125045335173,0.00023021168907533252,4.3413499040134695e-06
C35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8869681949231936,1.987803604704307,2.1291963026708087,0.0024804511908842197,0.0009792165005343412,0.002321385396153175,0.0002674008760956692
H36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02313206648116295,0.02339453107292866,0.0005451106664242644,8.833069502900415e-05,0.0004711088388036355,6.015379175550173e-05
H37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023805909198230113,6.054246340125857e-05,3.055162756071539e-05,5.1080746842124825e-05,4.0656594333388085e-06
H38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002136550148774674,0.00011416512286610558,7.831338392105813e-05,2.6613237849026916e-06
C39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.098667364648152,3.5737796951018352,0.17178449918026906
O40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5147447486601374,0.06868393089984093
O41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7387021746514866
