 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,H29,H29,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,H31,H31,H32,H32,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,H35,H35,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,H37,H37,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,H39,H39,C40,C40,C40,C40,C40,C40,C40,C40,C40,C40,C40,C40,C40,C40,H41,H41,C42,C42,C42,C42,C42,C42,C42,C42,C42,C42,C42,C42,C42,C42,O43,O43,O43,O43,O43,O43,O43,O43,O43,O43,O43,O43,O43,O43,H44,H44,C45,C45,C45,C45,C45,C45,C45,C45,C45,C45,C45,C45,C45,C45,O46,O46,O46,O46,O46,O46,O46,O46,O46,O46,O46,O46,O46,O46,O47,O47,O47,O47,O47,O47,O47,O47,O47,O47,O47,O47,O47,O47,H48,H48
1N1S,N1,0.0,0.023443702784564424,0.001828312842409252,0.00014512215007722595,0.00021110410419655778,5.146101072384113e-05,0.0030905080490917225,0.00040724880764719806,0.0008657514204317707,7.50334899014965e-05,3.265768223573162e-05,3.5133455816099834e-05,2.3910723914055687e-05,1.556545114980712e-05,0.007847599998154875,0.0013619703622487211,0.007797822794677778,0.001297467426504162,0.0011520892826491491,0.0021007183211980696,0.0002589035368028014,0.0006061132493913046,0.00827517627980634,0.0006075719899125698,8.91726892089384e-05,4.7412726532636285e-05,0.0007248254310403546,0.00011824447205430189,4.904406977040976e-05,0.0002519813981171626,0.0003973037209121233,0.000217646870219107,0.0002139988191001141,1.964951940613968e-05,4.235122136048153e-05,0.00020531028753834057,1.3775782916614077e-06,0.0001342554856771372,0.00018749997934586204,4.9722519346318e-07,2.6305800144399427e-05,6.516913425547166e-05,0.000183085087261059,2.6341387769010516e-05,3.2219146517409314e-09,1.9069584341641077e-05,1.6200484710710006e-05,5.757317860299871e-05,0.00014420215210297904,0.00011520342251414295,3.403707776072906e-06,3.917822852805841e-07,1.3514572056949614e-05,4.277056511825528e-05,1.1063173350311928e-05,2.114696823207751e-06,8.964854715931558e-05,1.1763976615730698e-05,4.293276995914752e-06,1.2827547223537294e-05,1.9530934869393946e-07,9.073059537290096e-07,3.869074310658416e-07,1.0898427804661992e-07,1.2544519062407389e-08,9.24408673660948e-06,1.5539168315981122e-06,6.611145463963908e-06,5.0950466827792695e-06,7.554865644188169e-08,7.413878344575409e-06,5.346773135350702e-08,1.7985072493509335e-06,1.6394475670367115e-06,3.677034241866828e-06,6.335467208629098e-07,2.3119688646877634e-07,7.949261577044897e-07,2.0963059648715365e-06,3.8825399550912465e-07,6.965205430198296e-07,2.3761978162895048e-08,4.6179773893761933e-10,8.310640566833172e-07,1.844056480626577e-06,1.383557244549749e-06,1.9334293055450757e-07,2.607580851243796e-07,5.763967398930703e-07,6.868847484131635e-07,3.595052979754598e-07,7.455646655607495e-10,1.221810281837321e-07,3.152453492694107e-07,8.507851352868023e-07,2.409534705649641e-07,4.85954275986078e-07,1.783891926621095e-06,1.9238491955064774e-07,1.3623441279531079e-06,2.4788278165654987e-06,1.8808735924302766e-07,1.541681604599887e-08,1.0557006004940916e-06,1.3429809486709132e-08,4.518842067202655e-07,1.6334818428442865e-08,1.2972824731116717e-08,7.475078084018261e-07,8.146450819479512e-09,7.471644258849608e-07,3.38110297093408e-07,9.763041933230632e-08,1.714014123965768e-07,1.2589929099249275e-08,1.3061747239362376e-08,1.881889870603004e-07,7.645239696874029e-08,-1.9984014443252818e-15,1.0833502694929109e-07,7.154425962774269e-08,2.4073713578154354e-09,2.3231244372645676e-08,2.2502871149798764e-08,1.791407405193901e-07,1.933009910470851e-08,2.1306492131722976e-07,5.4601578813873175e-09,2.0358672525588872e-08,2.5840627415618656e-09,1.694553399822496e-07,2.941980870030392e-07,1.5934668273764885e-06,7.243115440758174e-09,1.635094994734132e-06,1.1870189775553541e-08,6.860145795872796e-08,4.382282417503269e-08,1.5764120564476514e-10,1.3475678906083033e-10,5.2301536435095386e-08,1.5345410873113252e-06,8.660774875046684e-09,9.983544213554296e-09,1.9180115273798037e-09,5.864502661268034e-09,5.394777802258943e-08,2.1198676147804463e-09,1.1903851238059815e-09,1.607916932933051e-08,2.690725642295888e-09,2.666084741864694e-09,3.20967291633778e-09,4.098032135857466e-09,4.654291008154843e-09,3.9610537072576335e-10,3.8421344106254196e-08,8.098524073574254e-10,2.2319796399994374e-08,8.641640292239572e-09,1.4678900983611243e-08,2.8160989984371554e-08,1.5879791703810042e-08,5.463696517438166e-08,5.7664639729893e-09,6.46204800780481e-09,1.2640476443337434e-08,3.1212469137065213e-09,4.389929503245682e-09,4.854620594407777e-10,7.378653243961253e-12,3.0503377601576176e-14,1.3661027864486641e-09,2.236342044881212e-08,8.146319424584547e-09,5.4306372732071395e-09,5.21689513810486e-09,3.6705278816384634e-09,3.881875709765836e-09,4.4677550548044564e-09,6.668607888116185e-10,2.2415187483915133e-09,1.000996641131735e-08,3.569785994583796e-10,1.0679765405363639e-10,1.3540439325332443e-09,4.380892315580809e-10,3.280090365986865e-10,5.597800001311271e-10,7.935685442106433e-10,6.911668374298685e-07,3.99768367831399e-06,3.0911489312668294e-06,1.7100356035637532e-06,1.0530196002722647e-05,3.745367811713862e-05,8.893036119805853e-05,1.1801030813329838e-05,0.00011504315999466552,1.3312031077461484e-07,6.63799944150556e-07,2.6858246648442385e-05,2.681526033998516e-07,3.3225066591868746e-06,1.6090544920077665e-06,5.165639018978041e-06,7.931684283768448e-05,6.146844018006803e-06,9.693989373227296e-06,3.170021356524444e-09,4.460587879062672e-07,1.1026170199102125e-08,7.116982727817245e-06,9.080487076151833e-08,1.1242099237640524e-08,1.4576403437049912e-07,4.843169471441255e-07,1.353047659052864e-07,2.1901269141311186e-07,3.899855074651626e-06,5.432545240102726e-06,2.3995237818930093e-06,1.9795454029303272e-06,2.1473006335259726e-06,8.284820895987366e-08,4.2138857958562426e-08,4.1342929790744165e-07,8.705612794535078e-08,3.669238496789573e-07,3.4161098116936017e-09,1.8822816383323726e-07,1.0649976248111592e-08,1.0362921403217484e-06,1.3476074109952663e-06,1.7015058806357786e-10,2.3589857445216467e-07,3.71999326009842e-07,1.575951538157483e-07,6.053646681714042e-07,6.410724706640281e-07,1.0974369639704662e-06,5.561128531006432e-07,1.1543187479201578e-06,1.062404115237392e-07,1.1615333972425645e-09,2.32922903187216e-10,7.789644596023493e-09,8.477514940041786e-10,2.060373871515253e-08,1.0349636160311704e-06,9.538481116067032e-12,6.482936409923923e-10,2.3957432260246492e-08,2.3350563704838123e-09,4.029735367616638e-08,3.4557888994868335e-08,8.019981212470384e-08,4.016002419504616e-09,1.298392859894193e-08,6.5788208214456745e-12,4.113991092236091e-11,1.0647979553635167e-08,9.114273225030445e-11,5.871117592093356e-09,5.53853629625678e-10,1.8442505300697576e-08,1.935372750949682e-09,1.4482345767063975e-08,1.2651472647284834e-09,7.342038532698325e-09,7.020159564774531e-09,2.8697675347189033e-09,3.757745514754163e-08,3.217039967751134e-10,2.1554027895831496e-08,2.959388289980325e-11,6.8407501885303645e-12,6.609129910017941e-12,1.7622880932322005e-10,7.999706175265686e-10,2.6197260194482652e-09,3.3127695031609505e-10,2.2066627414218942e-09,4.1185876931137955e-10,2.295232892635113e-10,2.622366768179063e-10,3.2382985182266566e-12,9.467706618693228e-10,4.2329912908201095e-09,7.63791030422567e-10,1.847358976903024e-08,5.203940611764324e-10,3.2990277176736527e-13,6.373930827585639e-10,3.9968028886505635e-13,5.601664965215747e-10,2.137739762986257e-09,6.451915668392871e-09,3.256464542467086e-11,7.832179349520629e-11,7.698789161736386e-09,7.60535900923287e-09,1.0172019004883737e-08,2.2984436576223288e-10,2.5209756504551706e-09,6.635549887334946e-10,2.7538948899064053e-09,2.3054769204833292e-10,2.027265855186755e-10,2.311179025937804e-11,1.817631961609223e-09,4.4113893093999934e-10,7.635381216175574e-11,8.635392401146191e-10,3.4768526946393763e-10,1.7260342044522758e-09,2.756212147403403e-09,4.5227355194299435e-10,2.4225066397320916e-13,2.0866357530735513e-09,1.7129093698997622e-09,1.1131560118116113e-09,1.2311307528989346e-10,4.816173571065008e-10,9.511991194699476e-11,5.30271743182098e-10,1.8554396907788373e-10,3.0829505615059816e-12,1.9924073502153306e-09,6.049460932189277e-10,5.134806468909403e-11,9.528289268700973e-11,6.69641786466002e-09,2.153544231831006e-09,3.940250792311417e-09,6.423750420481156e-13,5.896676258387856e-09,8.211227253696052e-10,7.93073007265832e-09,7.904014109882951e-10,7.49653394915839e-11,8.9282192750062e-12,3.155028738266452e-10,5.993835983097995e-10,1.952533690285918e-10,9.973089021286796e-11,8.118061778361607e-12,9.226570618636742e-10,1.053387199689837e-08,8.967804276949209e-10,1.048007036708043e-08,1.8018636582795011e-09,3.872710152563741e-09,1.4243428658744506e-10,2.180813529761849e-09,4.3194398058332695e-10,1.08160508327515e-10,7.622229514225864e-10,8.608277979327283e-11,4.551914400963142e-15,4.899394778767885e-10,1.8853132388585436e-09,5.41203526438494e-10,6.338263247585019e-12,9.361333930257842e-10,4.5152837024886594e-10,5.188176555037671e-10,2.0816837142945133e-10,4.348112980778751e-10,3.442795076802341e-10,5.7981300316534146e-11,2.9408989132839736e-10,8.480993685111571e-13,7.867623219581787e-12,7.704947790898586e-14,5.699595240216127e-10,2.698306128534611e-08,1.4178157980992978e-08,1.475936706185621e-09,2.2093351148555485e-08,3.3744309568817243e-08,1.5957816112965872e-07,1.577131003571708e-08,9.219084207146011e-08,2.073350657827433e-08,1.0983993325996977e-08,9.227388686472437e-09,2.3819946015635196e-10,2.3412962124602643e-09,7.695232950855058e-09,4.658730179407655e-09,2.1780813153071676e-08,2.5572717055055705e-08,4.6451894331056565e-08,6.273954689106631e-10,7.571290261410013e-10,3.474763810018544e-09,6.364242466361247e-12,2.8097579152230878e-08,7.086639608466783e-11,5.789740908923591e-10,5.374981237871168e-09,4.024530708690577e-12,2.2951454903274993e-09,1.0202201305986591e-09,2.6719610968228835e-09,1.5632637184737064e-08,8.338306711763721e-09,3.1612490403176707e-12,5.615329090602472e-09,1.156221784981426e-10,1.1576983816041775e-10,5.493701493719527e-09,8.890110869685941e-14,1.2543352467808688e-09,8.065018375358335e-10,7.035252103104739e-10,2.3991049424854083e-10,2.5407513870590037e-09,1.1759043294645721e-08
2N1S,N1,0.0,0.0,0.03538440095770712,0.0026442407118736355,0.0022483451821058154,0.26380367730982224,0.0547406072936516,0.005845972917795095,0.008830606197139712,0.003918483364279135,0.0009332829832475742,0.0006532522568436505,0.0002495040318644115,0.00016689121370272453,0.103477786413118,0.15729091967913034,0.10278913505460929,0.15603803180526743,0.0033932276449577525,0.005398660806016586,0.0018172277893975242,0.0046300937347880655,0.08694479180326375,0.040962795422744946,0.013163668304235543,0.016451464075033062,0.1972571254035631,0.006479900482574186,0.002448653155796565,0.013815730226782952,0.02445585054992172,0.012702780285168025,0.00663824700704696,0.00010698543733811405,0.0002496697337162068,0.0030224876374398413,1.5574814966612394e-06,0.0032715607200772823,0.007654013500923096,0.00011435976414553295,0.0010434488614685655,0.0006128003051104614,0.00014401506984729195,0.00045209153940306557,1.7703626578491338e-05,0.0003325259842790196,0.0005558225526067773,0.0004397202669275124,0.003670822056466516,0.0003067483362562129,1.6315914924014407e-05,2.3022198916144987e-05,8.577655666108797e-05,0.0010662784002639647,0.00045844674420747467,0.00014334008925942499,0.0028254146918595957,0.000467195615556637,0.0004197679348041383,2.7148970985990672e-05,0.00011826211031440437,2.999294819683307e-05,1.2646149902817427e-06,4.884796758219956e-05,9.685630581124371e-06,0.00031339893159176846,9.609307866309535e-06,0.0001742234842239121,0.00012495494204056712,1.2490755701310974e-05,0.000266415664338826,6.179285717777816e-06,5.7250305948386426e-05,4.88573329482378e-05,4.140839884003711e-05,2.601193780793487e-05,2.276011239410458e-05,5.805860544882968e-05,9.997053100674336e-05,9.417542547573987e-06,1.2733097145556371e-05,4.889838312038819e-09,4.186460178523532e-08,3.874158025940488e-06,3.167778569634905e-05,3.592594469425947e-05,3.267808512674719e-08,1.351933888038559e-05,5.603125919639851e-05,5.722234301508422e-06,1.599166576937705e-09,1.2380841107884066e-07,1.1594316489560441e-05,2.4318962979164027e-05,5.797846980271082e-05,7.943299131563109e-06,1.5248668574496804e-06,5.011683432565306e-05,5.746317041754878e-06,3.396890246198936e-05,9.085177214807061e-05,7.797733272862928e-06,3.612940383757035e-06,2.9599048292361374e-05,1.5619561639645951e-06,2.5465797990786854e-05,1.8489908246710485e-06,6.402681442807534e-07,4.248778890447724e-05,1.1076529142783897e-06,2.888070610529425e-05,1.484339658741618e-05,2.348763927795261e-07,1.0883298761754645e-05,1.1750468642546252e-07,4.109899398585526e-07,1.003080660400002e-05,4.062216465872126e-06,7.859987123381984e-07,2.45037983193086e-06,1.9853724628760006e-06,1.582433357683044e-07,1.0211280798699818e-06,6.201099316260894e-07,1.1592787032776997e-05,4.307429077865521e-07,3.091675047084408e-07,9.226959640784571e-07,5.5404012178073e-07,1.4009266444681145e-06,3.1279358836400206e-06,4.219200307797877e-06,2.181225974950962e-05,2.582780367355042e-07,3.109683882485115e-05,4.699429323462567e-07,2.6050398185262225e-06,2.1039594881866464e-06,1.0045737863784154e-07,4.370183315227649e-07,3.5525395469804266e-07,1.3453110015770875e-05,7.864646489608162e-09,3.49599771354292e-07,2.0970274405840428e-09,2.3588278086350556e-07,1.3927521438361623e-06,2.8516771166664512e-08,2.317508851490402e-09,5.888233878259541e-07,3.727298603095619e-08,2.9649195565362163e-07,2.2846611069660128e-07,3.5739293058334454e-07,6.218977568472894e-07,6.185260059687891e-08,1.3269470189314347e-06,1.273453689165649e-07,5.781934375725939e-08,3.503038259466962e-08,5.372628244515454e-07,1.32493515092591e-06,1.060842182543098e-06,4.6716633850252265e-07,7.708113627380442e-07,2.3525963399606553e-08,6.036434188061435e-07,3.195851894233215e-08,1.1010050249282699e-07,3.2092220880741706e-08,2.1892232249243193e-08,1.6049372053572597e-08,1.5651807405703266e-08,2.125269542574415e-07,6.742947089577456e-09,2.1922789672501608e-07,1.3908706053555875e-07,1.501200221909471e-07,3.9026518905416197e-08,2.482387362334748e-08,1.1459819759807033e-08,5.200710972985689e-10,2.304979629386139e-08,9.777521015053026e-09,1.9065451217770146e-08,7.03348934649739e-08,1.0936870364908202e-07,3.24744728885662e-08,2.2560434853602374e-08,6.678979103114102e-08,3.359186620355281e-05,2.3729611108080917e-05,6.17767900625843e-05,0.00010598041599596542,0.000711656943600314,0.00018413800767858035,0.001300916714811251,3.469039159487153e-06,1.2755689038357332e-06,7.89862233108174e-06,1.175688319454693e-05,2.544007920368685e-05,6.152125865588332e-05,1.01985151612638e-06,1.524336024760764e-05,2.1333283880764498e-05,0.0021782576970452716,0.00026529466632441157,0.0007356802400853013,7.01788480643728e-05,0.0019347752215979064,0.00028872135822277656,0.0014823239959418366,8.32998089732584e-05,4.010502059581533e-05,2.0380151292131998e-05,9.773559042303148e-06,1.1574115665879958e-07,3.930608357682885e-06,6.555127935570226e-06,0.00023836734409465876,8.705208375836548e-05,4.4706339615174784e-05,4.623097983813551e-05,0.00029491162812034233,2.9969398639639877e-05,7.30638869401723e-05,1.6168720478049181e-06,3.193982303306697e-06,2.4825116690330162e-05,7.428353186877956e-05,2.746460423086461e-06,3.693019330253122e-05,0.00018709743863798423,3.500199940331683e-06,7.641714598882743e-06,3.7033205977365924e-05,1.7164273157455057e-05,5.1753873568038955e-05,2.2053571195890243e-06,1.3092653872170956e-06,1.0038378235321943e-06,4.112436244874118e-07,2.134435848399896e-05,4.568198372467691e-06,3.891288686386218e-06,4.163259292866428e-08,1.2283962125270165e-06,4.999065832400618e-07,2.1686917136332085e-05,9.928055266783531e-08,1.9267556794488883e-07,4.937212100930566e-06,3.009506777118531e-08,8.6947573350038e-06,8.697243978339486e-07,5.531217934784394e-06,3.913955382017775e-09,2.003951457663078e-06,1.3085567918125207e-07,1.3350527217070862e-07,1.6050597311245696e-06,2.514807695419563e-09,7.928082632613354e-07,1.5374518866906328e-06,1.5336460812420682e-07,1.7330613388821803e-08,5.863440186715252e-07,1.870219645816462e-08,6.138352954820903e-07,2.3014874894755621e-07,7.854218342373542e-08,2.5760478865599623e-06,5.464564800661265e-09,2.1186089416147524e-07,6.08890902142889e-08,4.647681350888888e-08,2.0916272491788845e-07,4.759279970123487e-08,1.461747531905644e-07,4.5401909609665836e-07,2.8555093178894708e-08,1.3520893293872405e-08,2.020605771591022e-08,8.443850108008633e-08,3.6419222748662605e-08,2.3267961424267014e-07,7.347767017051865e-08,2.030891086413078e-07,7.137649715716066e-08,4.2530953781039216e-07,6.360000348593076e-08,2.14763873351842e-09,7.637966925599926e-08,2.1936132910127526e-09,7.868626217266694e-08,4.1963921226795264e-09,4.552449528461011e-08,2.3745960753274176e-10,6.522542506104401e-10,7.55873263980078e-07,5.603826367384102e-07,6.685176123788494e-07,2.9253364175474417e-09,4.501024086778216e-07,2.179997977691528e-07,4.775587183480923e-07,1.9682308671775672e-08,1.5130160901932754e-08,9.79039072035448e-10,2.2060106297239201e-07,7.950107905330128e-08,5.808731273759804e-10,5.23115595285617e-09,6.987093126298305e-10,4.838844658294761e-08,1.523286057292239e-07,3.092532896431521e-08,6.790811468704305e-09,5.130821945087405e-08,6.485881121065518e-08,3.159442085731712e-08,2.254637809784299e-09,7.882923203084147e-10,2.750815131236095e-10,5.298097671690982e-08,7.041576011168615e-08,3.3821159206581797e-09,7.396202539311503e-08,9.445271675900813e-09,7.516876010527085e-12,6.838051014312896e-09,2.9970065451578876e-07,8.864846368084045e-08,1.0353144475061526e-07,8.487921476785232e-10,1.813220635860091e-07,5.140299119688052e-08,2.1691408491619768e-07,1.2864305420912103e-07,1.3976429791284772e-08,2.6527040564161553e-09,5.438279826464054e-08,8.254012828778912e-08,1.2957166450888735e-08,4.654580276763909e-09,3.496758438359393e-12,2.4524219544019843e-08,6.742432558937139e-07,1.177691668630132e-07,7.595836959417568e-07,6.65908439501095e-08,1.1038306713118118e-08,5.412088732725806e-08,2.1638603042717364e-07,4.130883590747203e-08,1.3755869998632875e-08,3.368141943127512e-08,1.366396329416375e-09,1.8385293287792592e-13,7.610587715589645e-10,3.296938322350229e-08,1.5410428488848993e-10,1.3433782530825056e-08,9.253486865645755e-12,6.894292248205147e-09,2.0198869687959586e-08,1.3537924559159364e-08,2.265504583931488e-08,5.12063931257245e-08,1.5089843152793492e-08,1.7073999103445203e-08,7.82129050413971e-09,9.85522774499259e-12,4.2310599468464716e-11,1.740804611571889e-08,1.374288032263138e-07,2.4976822396993725e-06,7.210966490589499e-08,4.237860652622771e-06,8.275753895503613e-07,3.458319177251923e-06,8.69203793385509e-08,7.054883104373744e-07,1.3848177671249573e-07,1.124288117271277e-06,7.943925561804122e-07,1.2591470133216376e-07,1.6279018755227526e-07,1.1758983229359643e-06,1.0754081403163696e-08,2.436517823056761e-07,7.171319897913975e-07,6.987148197801218e-07,2.1612235112655753e-08,8.301473730654152e-09,4.721627711035126e-08,5.165469563195302e-08,3.8104508481850985e-07,3.020574013135047e-08,5.034979855267352e-08,1.1228973351151694e-07,6.386943196545758e-09,3.289546413043354e-10,2.8816516062235564e-08,5.347923548448819e-07,1.082279740938219e-06,7.251312901246365e-07,6.902492266647187e-08,9.119293853387944e-08,4.74510315484622e-08,1.0316169962720778e-07,5.061695063091065e-08,6.348527703536888e-09,2.650620671840187e-07,1.7179058620087062e-08,8.237507209685191e-08,3.034001938573283e-10,2.0652950416533145e-07,3.313416181427442e-07
