 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,C8,H9,H9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,H13,H13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,H17,H17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,H28,H28,H29,H29,H30,H30,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,H32,H32,H33,H33,H34,H34,C35,C35,C35,C35,C35,C35,C35,C35,C35,C35,C35,C35,C35,C35,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,H38,H38
1N1S,N1,0.0,0.02357599639158403,1.2115036358562037e-06,0.001891099204051061,0.00019849420305551035,6.283543231666577e-05,5.172255635210732e-05,0.00334355371526196,0.0006561402351630274,5.329430288023018e-05,1.4953277886475824e-06,2.4600678953795585e-05,5.937635205204017e-05,5.341590576712907e-05,0.007994882280235815,0.0013664688698648009,0.00788257775657919,0.0013243540890449657,0.0011589645098946944,0.002069378880737327,0.002715612969895087,0.000930210123687436,0.005889597710960093,0.0006144166908510496,0.00015194053906375515,0.00015204616697306328,0.0005371138906835604,3.742324885647186e-05,0.00019737652505438796,0.0004348273846205841,9.762106577840268e-05,0.00034091853726789245,0.00017622499754255116,1.7285608249650863e-05,3.0851262545206204e-05,0.00019034556877750575,0.0002481354161674165,4.294616483324631e-06,4.240264498078794e-05,3.1332892080904173e-07,0.00015972459349455903,6.557120738603928e-06,9.411947725812553e-05,2.7514496313330028e-05,9.274687143567828e-07,8.74301976635794e-05,3.391552681142329e-06,3.0628928865406024e-08,8.353807118988144e-05,2.50431938431106e-06,1.1399246824056464e-05,7.327190822814522e-05,0.00013531160011504006,3.0152154240070672e-06,7.128649720455904e-05,7.499557355128417e-06,7.679281925243586e-06,3.858070020479332e-05,2.550709258919426e-06,2.0159911894301885e-06,4.1709834805447876e-07,7.073472855501084e-07,1.9005643197567146e-06,3.6268132941330578e-09,2.273284475551307e-06,4.487520355311858e-09,3.622112916801257e-05,0.0003218390126749071,1.0073297589618946e-05,4.0337160852832454e-05,5.621869323491069e-05,1.1428634246746228e-05,4.506181397001541e-05,1.5141925226114239e-05,6.1689515458152044e-06,4.806239640275933e-06,1.1153634104532628e-05,4.6589233352878345e-06,1.3250657279750833e-08,8.955812251798534e-07,3.207907720848002e-07,4.7049497607642987e-07,3.1568563541028993e-07,6.202400770760619e-08,1.060621809156892e-05,8.791364649596289e-07,1.2114711500643693e-06,1.7614076488481345e-06,1.088637450741281e-07,2.5231850155904567e-06,4.664151594058197e-06,7.328067850309594e-07,2.5454192864593495e-07,1.554896211786172e-10,2.2006691136056133e-06,3.4582735319865776e-07,5.5090357482523444e-06,2.6630489663448387e-06,3.5127219327746317e-09,1.7211945019801611e-06,4.4514641001081046e-08,5.131178879569376e-07,4.358424613215561e-06,1.906774887983076e-06,5.613889968447694e-07,1.0137903960760752e-07,1.038481009629777e-06,1.8118500588748532e-07,7.936618939829998e-07,3.967082678801859e-06,8.166616084270828e-06,5.5527768285656975e-06,9.316871328435283e-06,4.3930750379228556e-05,1.3051047847101316e-05,0.00014941653523292686,6.192589854092656e-05,4.2124914453878226e-07,1.3537988498152354e-05,2.2083812409867676e-06,1.3438617993966062e-06,2.2793345473282045e-05,2.153975678917397e-06,2.8020436952935768e-06,1.094082665265006e-05,7.616958048450861e-05,1.1644177824177149e-05,5.065329142794894e-07,1.4294962282779267e-06,1.3387271792009159e-05,2.0188066873760846e-05,1.9523976195479076e-07,2.8060345021174715e-07,5.714955061131288e-07,1.479477924781758e-06,1.59838395435985e-07,1.9528066566576463e-08,3.023061149853845e-06,3.6375482010964078e-06,6.392623129070074e-06,1.3142329868820468e-07,6.951516668962654e-07,1.4461995568870734e-05,1.1104226542713036e-06,2.4863079239878516e-07,4.099132631246727e-07,8.498533243528339e-07,1.1899637548246078e-06,4.215724007661237e-07,1.539482969437067e-07,1.2238275415299427e-06,6.034172080893185e-07,9.663436134621506e-09,5.116748302835816e-07,4.940295172950471e-07,5.130819296095268e-07,4.208640091984961e-07,2.947534263331164e-07,1.727415208652161e-07,1.1297570482460273e-06,6.170628628066055e-07,1.4466043918304194e-09,5.250192350314542e-08,2.640061855241349e-08,6.667477653321541e-09,8.748013147208411e-10,4.701038180954242e-08,9.656163412197216e-07,3.0486684843289424e-08,7.103175159173247e-09,1.8122869005487985e-07,1.4359264732810573e-07,4.030596301163314e-09,4.863164981827595e-09,2.245147623369803e-09,1.4973888506908395e-07,8.163469900068776e-12,6.546051423139687e-09,6.796776669260041e-09,1.1620815032475917e-08,3.4580671659512063e-13,2.795397108235065e-10,1.0506627790007883e-08,1.6737349284312586e-09,2.1612628353651075e-10,1.2830314588541114e-09,3.12885053421752e-08,1.791307924214891e-08,4.412095355732504e-09,3.305558293753563e-08,2.3348107891507652e-09,3.605012754981374e-08,4.3245917957790425e-09,4.661249983217708e-09,2.3468968990414396e-09,2.596136916555025e-10,2.374726526532811e-10,3.1281921497594567e-13,5.128664160025664e-10,1.1628898490823047e-06,1.6243180356312337e-08,8.090166003782429e-08,2.1803352456828407e-09,2.6310249090499838e-08,2.553996181209328e-10,2.221755313058793e-08,1.8314443517297718e-08,2.429996204256213e-10,9.959405078419081e-09,2.515515573620064e-09,5.635665933922951e-09,2.7433344707006313e-08,1.6090100363186366e-09,3.187000899296244e-09,2.3175874552805453e-09,1.1988192383238783e-09,1.5727011359878418e-10,1.2988350672760163e-10,2.2073114447351827e-09,1.569613328200603e-10,1.2615464006771049e-08,1.851531217234026e-08,2.994912318143861e-09,7.082239239508681e-09,1.2592687920198742e-08,6.579581324217543e-10,1.352063794257674e-09,3.6203577913340723e-09,2.5989798535519526e-08,5.49586975928662e-09,2.5173296780423016e-08,3.0072970780281594e-09,6.633349647344744e-09,2.26433065630971e-08,3.345157484346828e-12,3.3752502459627465e-09,9.585526317135162e-09,3.699627826314611e-09,6.457470669296583e-11,9.021432489930703e-10,3.645762269854913e-08,1.236691637984677e-09,2.534460197267663e-09,3.9777114935191094e-10,1.2829922679813421e-08,3.7719344092579377e-08,1.2585376074625287e-08,2.0733527811289676e-09,5.0779158655700485e-11,3.476052778950134e-12,2.1664844918056758e-10,8.275726770534675e-10,1.7766652593564913e-09,4.605055226036825e-09,1.9105754756054694e-09,2.649588770609057e-09,4.054665936337187e-09,3.6161695859959764e-10,4.2900238916843136e-10,9.534593115034795e-10,4.840786660409435e-09,2.9509593379994925e-10,4.3310258157625015e-11,3.4170027918278834e-12,2.576525104380778e-10,2.999337861409046e-10,1.4182663932160722e-09,2.3621261613371303e-09
2N1S,N1,0.0,0.0,0.0004593607174561143,0.035390001669437066,0.0024885460665395875,0.26383079166527734,1.045046492675894e-05,0.05686165875566784,0.007532094117639776,0.0015825665652682286,0.00025561461111944794,0.0002186735388847172,0.0030015976562027813,0.001023273057961127,0.10572890392757683,0.15758869231004402,0.10575567215034276,0.15805505162114164,0.0033848405718466257,0.005349005222794911,0.024616768799781585,0.00812221509967781,0.06222257675346654,0.04039063869526238,0.06349907002886646,0.03511426020910724,0.14794913769637175,0.0019841139548761877,0.00995292096537681,0.02350818252212661,0.004846759599300032,0.01888248533696557,0.005580828385280956,8.042548798892213e-05,0.00019389886453913263,0.0025566802089156404,0.006307745285724309,1.5592756963389576e-05,0.0026448778600038914,6.41732370736392e-05,0.0013551288271340667,3.1760754692911064e-07,2.5717908906930376e-05,0.00011803762100970339,2.2700702746458745e-05,0.00160815939371739,2.7926236453312825e-05,8.930675880103323e-05,0.0019103647836669069,0.00027850422132669195,5.280810547625414e-05,0.0008395531243401422,0.002576601754721075,3.756875385940717e-05,0.001322801069727042,0.00029552169725377553,0.00011183030344641409,0.00017936845477661834,4.716657458914142e-05,4.2358887563764824e-05,2.4784908581043652e-05,1.5698643718309313e-08,9.266388207374021e-05,3.2892721215649345e-06,7.087706746000677e-05,2.2490370739092214e-06,0.0008181785715679624,0.002957990962153989,5.915598398931188e-05,0.0008328168024007709,0.001991457581125289,0.0002658466496949785,0.0013227448756496507,0.0004990608255757145,0.001002417981378123,6.68659345346434e-05,0.0003918474422976992,0.00010167564498053672,9.392827296172968e-06,6.252735555989375e-07,4.9035347040593535e-06,4.2123671857074996e-05,9.060319321463339e-07,1.9414184006194546e-05,0.00036803969715526463,8.93171293179229e-05,1.1557403238882102e-05,5.300011035824781e-05,3.2705991162007564e-06,3.324143480343267e-05,0.00016657895539529122,4.069666712602782e-05,1.0847103659727964e-08,7.073408525570812e-11,4.331277776437048e-07,2.2321818481607636e-05,2.6753025373249528e-05,8.651947641324931e-05,5.50875170857168e-06,7.858287328033065e-05,1.493297714150188e-06,1.7385999402375063e-05,0.00013969431896843076,9.48698625777844e-05,1.1237719697021475e-06,4.777576418923957e-07,2.7914527577443948e-05,1.1180206471728127e-05,4.5396761075622294e-05,2.639263729786734e-06,0.000904192939573889,0.00026111466326073085,0.0007679417289128132,0.00014639371699409764,0.00031510071723817035,0.0015795014776247562,1.9619737678500115e-05,2.3419310099415114e-05,5.065520934732781e-05,2.0385016097357322e-06,2.326461349633213e-05,7.234410414280745e-06,9.476743460634651e-06,9.0639749990018e-06,0.0004209056033088743,0.0019893103828794167,0.0006578871985727375,5.5830772162757114e-05,0.00047891700714552954,0.0021243247000515275,0.0011937483284225614,1.6105225297824433e-06,0.00012111717014628987,3.0918434269278094e-05,0.00013728126321210787,4.531676808028351e-06,1.6742265522839972e-06,1.6410256981735927e-05,9.790069358395215e-05,0.0002946777266679135,2.5857188186151348e-06,2.330237394998491e-05,0.0002995187619121431,7.90623504163257e-05,2.5742771319059443e-06,9.034270931351784e-08,7.777891455917896e-05,0.00010095697425516192,1.3132213581679153e-05,2.3351119804448928e-06,5.621892157448016e-05,1.3481091690525915e-05,1.8226244213881415e-06,1.0772722089047448e-05,2.6141184775063664e-05,5.100644471989213e-05,3.062784073959435e-05,1.9438189235998493e-07,1.4142547959394847e-05,3.856807531121831e-07,4.237062207756992e-07,2.0429348555062177e-06,6.007709643096604e-06,4.0597660877494945e-07,5.229559997488309e-06,3.3973661135444644e-06,2.8324989558292657e-06,1.3364441352248235e-05,3.26640144932e-07,1.3867220620689125e-06,1.2334864870400253e-05,1.69892456827192e-05,8.398745992010959e-07,1.460024119381842e-07,1.0030712735975555e-06,7.043375795046103e-06,1.0664984317898529e-07,9.521034527448791e-07,1.5444397805097765e-06,9.806990917127223e-07,1.7329803370103036e-08,1.1821394729771839e-07,3.7641057653026166e-06,1.4468944309342646e-06,1.4796809999495508e-08,2.6281757214974277e-08,6.808851233941482e-07,1.7732686252713847e-07,7.976800624476255e-07,1.1398135084661476e-06,2.4109516427728295e-07,9.684745063687217e-07,3.8554760317666137e-07,7.777708286305085e-07,4.864232898693643e-07,1.0270437900139484e-07,2.0366278885575184e-08,1.1887714257419191e-07,2.1417137352486293e-07,3.7085359904764914e-05,1.129847386316385e-06,2.482074639598153e-06,3.090861007137846e-07,1.153418936361561e-06,8.3556814800545e-09,5.518729802034272e-07,1.1428151411863041e-06,3.6392573399268713e-09,3.9947084662372845e-07,4.159975208750666e-08,3.3638425378512693e-10,5.206709992044978e-07,8.580953725356721e-10,6.255932871734871e-07,6.210049705579479e-07,1.3060813119913917e-07,6.408063857321622e-09,1.0825414453741189e-07,9.135319745112724e-08,4.027806088657826e-09,1.1618576682970172e-06,1.3439588131269886e-06,2.261621685484272e-07,6.982593063753484e-07,2.4777087048732938e-09,6.537948538110072e-08,5.574910360017782e-07,1.9717223853632504e-08,5.971014793715312e-10,2.0491934016320101e-07,1.131167949086631e-06,2.1041909681329685e-07,3.895502143080876e-09,2.2821037739539918e-06,3.5130764519664126e-08,9.341251931971328e-07,6.863728518879952e-08,1.4038713480601928e-07,1.85149262588169e-08,8.078903945829552e-08,2.8036076251680697e-06,2.8965579801365493e-07,9.801034206446957e-08,3.182280305935592e-08,1.1391722569698004e-06,1.3014873796457493e-06,5.513359324638145e-08,5.270047398475697e-08,3.1401177214007703e-09,5.970408034627894e-08,1.9578819454579843e-08,6.496212190398865e-08,2.1221602253262972e-10,3.694928807362885e-10,5.798824642688771e-07,4.863938585231153e-09,1.2189445675048205e-07,1.8383632838236963e-08,5.274028858082147e-07,1.0260201577239059e-08,9.856247906725457e-08,1.1767019802988443e-08,6.19988282934969e-10,1.245334502186779e-09,1.4175052909237706e-08,1.6574848160644251e-09,5.138359071565901e-09,7.957862813157135e-09
3N1P+1,N1,0.0,0.0,0.0,0.002107091373785064,0.0008285441904769542,7.898833625397117e-06,0.27770929334415095,0.0034678038591646754,0.002057193340431862,0.03908197597636076,0.027889884434127987,0.009795960659061187,0.005786362818640756,0.00015965801163564386,0.3026998591850827,0.21923087476931835,0.054916545204815925,0.020366971180423743,0.004849449015949414,0.031410667465969766,0.03726975770854901,0.014715358642255705,0.09676978285154991,0.014282170124331639,1.5266407582092967e-05,0.008760601637326726,0.052302188265755056,0.01924761317995638,0.0016289345589746151,0.0009481480157937927,0.009531303475530217,0.00705994576959057,7.239271693482152e-05,6.571968406232642e-05,0.00019866778950872188,0.006293996038545746,0.007935237213806623,0.0006160860372306232,0.0012636328409825204,0.0006210879086796517,0.0014904853091533,0.0003736493551893538,0.0011357832044125438,0.0015334635633095228,0.0001379479688516927,0.004506678782741913,0.0002700138259088547,1.2107209939049568e-06,0.002483857426246683,6.021869573213934e-06,3.2797826653219175e-05,0.0006052550413704338,0.0009078189390709923,0.0002653912641790157,0.00039746499246673395,0.0002394370920257849,7.99351976210616e-06,2.0373671167916996e-06,1.5861725650268e-05,8.447308036751977e-05,0.00014404413862245669,2.6672653919534994e-05,0.00010042957518785478,1.930009137862676e-05,1.0290544750990449e-05,1.0818706908111153e-07,0.0001119388681671829,0.0006272402840710178,4.8653818443655794e-05,0.0016359905470202385,0.0015493324228716965,0.0002624827759540871,0.0015505260893942108,0.000191802218795889,1.9647965956437474e-06,0.00018658107495461707,0.00016722998957918733,0.0005657748622642789,3.7271887682877036e-05,0.00023555063334934623,3.9255116525360734e-05,7.184582110109083e-05,3.256489230007986e-05,3.6695803729003273e-07,0.000488313991695577,0.0002905768638625794,0.00014592120620360305,1.5836464604124245e-05,6.698860550713448e-07,5.645486241601105e-06,2.0415194927458913e-05,1.5989511841674187e-05,3.390272018677365e-07,4.673149867073789e-07,1.2498039897224089e-05,1.0429998933414453e-05,7.973178863363017e-06,2.1515027065710512e-05,3.776558150647702e-07,2.39571791613713e-05,1.5033973599365424e-07,1.0325462027171994e-05,2.9814686254070466e-05,1.9105121143336845e-05,4.551893528770279e-09,1.6049082818270222e-07,6.374527986352518e-06,2.378905373578988e-06,2.074991741185528e-05,0.00011530382428537322,0.0006388893921522865,0.0006166125510609355,3.852635345147348e-05,4.595359213599437e-06,5.09336345988487e-07,0.00028763659143038467,0.00043709117629875394,0.00022773592664515618,0.0009700585335903344,1.1785336388348e-05,4.466232571487261e-05,0.0012038160586400615,6.896409097345568e-06,7.527633871440287e-05,0.0001698558897826885,0.0010689289355969578,0.00028001267714028444,1.3257180694115078e-05,6.210842990750365e-05,0.00028610816722407506,0.00013271947709370124,2.536721832213651e-05,9.721639036452956e-06,1.9474920081918867e-05,1.352200077953114e-05,9.228101593006244e-05,6.747821524433206e-06,0.00014235282133157057,0.00011676694067341842,0.000291410722914609,0.00010526205506744546,6.0224585352486315e-05,6.618004340364081e-05,1.9857948947432646e-05,1.2401423515218113e-05,3.1363853292276644e-08,4.4827552485582345e-06,1.6398703284181693e-08,6.507764860730347e-05,3.1363179800569796e-05,6.441708042848049e-05,1.7986866008623537e-05,1.9588464619246793e-06,3.947822801597667e-05,4.23285767325865e-07,9.648282704244338e-05,2.6059077807616404e-05,1.4962738159596256e-08,1.3212883964719424e-06,2.6773578376548812e-06,6.346797272627214e-06,1.5382284845877336e-07,1.986636642148376e-05,2.8567823218139665e-08,2.9328642678905226e-06,8.087586291782856e-06,7.898484028157071e-06,1.4349306898253644e-05,1.3357769312882795e-07,4.189177799762689e-06,1.3139730943301231e-05,5.905927292548796e-06,2.9018779201805955e-07,9.071022146756036e-07,3.1756449110353913e-06,3.391733764956939e-07,7.167925724083091e-07,1.535328366664146e-06,9.971489320914628e-07,2.302325839975694e-06,1.593529817878192e-06,6.764921955948466e-11,5.488884675663996e-07,8.472792392133499e-07,1.346490479114948e-07,4.587742812312001e-06,1.819116475232363e-06,2.482859809571636e-05,6.643718020171718e-08,8.385332772586906e-06,2.516973121036159e-06,1.585700785566857e-05,2.129559550922977e-08,2.4152372701813363e-07,8.436083342999723e-08,1.625861132392714e-07,7.89015630608958e-08,5.616981546552324e-09,9.283437667484407e-06,6.272969937048956e-05,2.2192228232853495e-07,4.100806183515715e-08,6.351279542293753e-07,6.964577980994591e-08,4.756151028573186e-10,5.999645225074346e-13,3.3033867952170226e-07,1.178859357242601e-06,5.150675885801093e-09,1.913875218306771e-07,1.7812941344175215e-07,5.047873044006224e-07,9.036982984156339e-08,9.213015323972229e-07,6.007110364691925e-10,5.862262475453406e-08,2.1446449727235972e-08,2.8016825082133323e-08,2.0028793557003155e-07,3.3336009508388997e-09,9.894024444179195e-08,6.581463996013781e-08,2.019552178822437e-07,7.326210957891988e-07,9.101523712473636e-08,1.60273513172271e-06,4.067343198244089e-06,6.692841658662019e-08,1.6631460053595504e-06,1.1080507280603058e-06,8.78843417151387e-07,6.955825395671411e-07,3.882026700097185e-09,2.161759077523584e-06,1.5333755836177687e-06,3.8621178322095773e-07,1.3529402531631263e-07,1.1000475566014245e-06,4.5106540724759725e-09,5.3005916988979607e-08,1.0216580199617908e-06,5.0801811646294937e-08,1.893777490380444e-08,5.9256599627133255e-09,7.674403628143978e-07,1.0760525048780778e-07,1.4901293798885717e-07,3.376155355283572e-09,7.661077661147431e-08,5.7414073051376135e-08,6.61284438319143e-08,1.0107323866748175e-09,2.808938504017533e-08,6.639307494893387e-07,1.5509748401143497e-06,4.5938867332395716e-07,6.680718112050954e-08,8.0738431051941e-08,1.4707439710548442e-07,2.503360185812653e-09,1.4222075073178075e-08,7.042787419919705e-08,2.3660789816304373e-07,3.8733860585615787e-07,2.909059881872622e-09,1.610515616423669e-07,4.1087895619185133e-07,5.250804595569036e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.00165914759179131,0.037126178090051365,0.0017602080351060145,0.07748319233641832,0.00300482277265246,0.002182135695347087,6.421536318246268e-07,6.211997098204414e-05,0.0005752127354092806,0.00168268233266744,0.024107316275864932,0.005153151718661597,0.14680318623239952,0.048951727921255905,0.002059289642344364,0.008057867230019777,0.017765803316426965,0.0005053700332471323,0.036950983351752065,0.0008250598108787699,0.00722890801244036,0.02828125484342614,0.0086562629920226,0.009528864229176426,0.012944022114245168,0.008063474039267104,0.02729168783783731,0.024116309929121282,0.0008944437840101571,0.00011535226456116376,3.2766087348701234e-05,0.0030504343734869543,0.0034655060291206574,1.0663564436352857e-05,0.0005930685156760873,0.0005653299694681202,5.835525003217157e-06,1.033281227291738e-05,0.0016788879949851676,2.6258473843299157e-05,0.0002442079744959802,9.230144111249672e-07,1.8485868038542463e-06,7.422857995531551e-05,0.00011076419150812811,3.958855498620295e-05,0.00010842341583927606,0.0028706419092343616,0.005353802252247242,0.00015114185890885423,0.002961098621963032,0.0005996174929521203,5.601677717237408e-06,0.0014565191814579492,2.2552722667157354e-07,0.00018250110839246325,5.092759833358329e-05,2.5271643705471192e-05,0.00019479951214673719,0.00033810192148298057,0.0002056723989198872,0.00010095586644043308,0.0013546716059322783,0.012895725369066025,2.9000552972391347e-06,2.5409824401023684e-05,4.5685118122307244e-05,1.1033250916892001e-05,1.1485532752431027e-05,2.5363464162708738e-05,9.482666188276312e-06,2.424129281308751e-06,3.897212091263924e-06,0.00011145390699973667,0.00014628924244064478,6.31127512995544e-05,1.4593068531354447e-07,1.0311548592767394e-07,9.786919138221606e-06,2.4835563845471142e-06,1.998600502872705e-06,1.28907208507556e-06,1.2248366472622507e-05,2.3533990703761276e-05,1.214278931849222e-06,3.916007939608335e-05,0.0001818580417038973,2.936691544164205e-06,3.3986174339695197e-05,6.956918365830234e-07,3.690051575366837e-05,1.6390259910625815e-05,0.00020271687918738124,0.0004439161003653158,1.0866603466164193e-05,0.00013586484571037616,5.265545313104525e-07,4.0214001031380064e-05,0.00032865747132770906,0.00017395512052287287,9.017317335135999e-05,1.408393447155376e-05,1.7424182543912536e-05,5.2317745454999454e-05,0.0005284140317229902,0.014935478462823504,0.00011860243499484113,0.02403902416019843,0.00017113510450972313,0.0008643692534651137,0.0056857098196885225,0.00015117083280369314,0.013009158377805807,0.00016941637212841698,0.0032206199177200467,2.2384483209236805e-06,0.0001334721449703924,0.0047959738538243535,7.280688785837874e-05,0.0011553811136999492,0.008554186628143778,0.002922820983769725,0.0026366812837919085,0.0008146914497753066,0.0033097344216637126,0.0005328472301457943,0.00012951745576961216,4.977145806606131e-09,9.523941173461559e-05,1.8410315487216167e-05,0.0005678612620783063,0.0014519263698840046,1.5869136271495776e-05,0.0008449323464034819,0.0025746749546189385,0.00031221361361177813,0.00047266075250229633,6.419330508489196e-06,0.0011864007392405895,0.0005328638501911342,0.0001532637621353139,0.00032564333409479396,6.851615994696303e-05,8.618263056314746e-06,0.0008548722465462344,0.0018996885464266366,0.0005100025443787182,5.257277326631282e-05,1.2529446314468728e-05,0.0004050866174964973,1.4879868384554129e-05,0.0007241636326567047,0.0001060178976959314,3.94900416442745e-05,0.00010082502371178137,8.179413368836208e-07,2.6054569278066708e-05,2.6863384194220075e-05,0.00024659633278378834,1.1288151258170842e-07,1.263092817005429e-05,0.00021991209872562756,0.0001707662887442396,1.0324306982667508e-05,2.4020965621041057e-06,9.209634411311285e-05,0.000141949217995041,0.00011216147748660532,3.5557299771227235e-08,1.5094073314791956e-05,5.0174245606271484e-05,2.026478453487357e-06,7.66783049321873e-06,1.712919880025865e-05,8.509430540426521e-06,1.394838023860423e-05,3.7233558853211335e-05,8.97746197714433e-06,5.336764247720893e-05,4.9546446720505344e-05,1.7813302832792033e-08,6.044103054048122e-06,4.028152085222558e-06,7.833259982437113e-06,3.75763621240921e-06,1.1510024933159002e-08,2.726231692840031e-06,2.4260802567788176e-05,3.1782279803493907e-06,1.3935142531007472e-06,9.206166629027734e-08,2.5305707773704e-06,1.943471072962666e-08,7.117662798483693e-06,5.8989779101459305e-06,1.225463103793345e-05,2.0051667624088054e-06,1.1810133080381036e-06,2.3879889621269967e-08,8.956897953549259e-06,1.6360730548115043e-08,2.5477196281542547e-06,3.298204762636203e-07,3.940064717600222e-06,1.3929599198547749e-06,7.004274049648984e-09,4.6823307582322116e-06,2.9576443516532436e-09,3.98006991808586e-08,1.0504182068160617e-05,9.398064548804541e-10,1.4438144984030288e-06,2.00764538926812e-06,2.1681263928652328e-06,7.43942794478869e-07,8.55593831339263e-08,2.273034622302106e-06,2.4374913643043783e-08,9.780520349167432e-08,4.283649503555864e-06,3.491564026791849e-07,7.319569055752595e-06,3.384347993851122e-05,1.1621745689360807e-05,1.2243064340111687e-09,2.5883195142739623e-08,3.2500020821224496e-06,2.23835811898887e-05,1.3297993047167722e-05,1.2929309456399807e-05,2.728981083333082e-05,4.010851408775551e-07,5.082836902481347e-07,2.4164678780191906e-05,5.6802267112132654e-08,6.842802018347527e-07,7.667150117018906e-06,4.053169295747949e-06,1.330063348348176e-08,2.8834099552454973e-08,6.95780871007301e-06,1.3584607660988013e-08,1.2377059457335804e-06,4.559353117272735e-09,8.390929566726157e-07,7.278811819944053e-08,3.5610202742120123e-07,1.5061969054208646e-06,2.895114610268479e-07,7.836510890868453e-06,1.5720827485132816e-05,5.002670550258159e-06,1.1514174032001279e-06,1.753833281714634e-06,1.25927727401276e-06,8.605170975783949e-08,1.576060599806084e-06,5.419514024218586e-07,6.152763013522744e-06,3.849483831031009e-06,1.870723242980432e-08,1.1139384044067668e-06,2.3465978320480474e-06,6.751149281836177e-06
