atom_numbers,value
N1,10.577618904453763
H2,1.947799887079514
H3,1.9379229091234378
C4,9.622827988820564
H5,2.079279074176456
C6,9.607788041965632
H7,2.086824824530369
H8,2.0479664949301277
C9,9.447428318784475
C10,9.476247841644097
H11,2.035190578023082
C12,9.496990191815541
H13,2.078548342175027
C14,9.524878846738238
H15,2.0767231202064824
C16,9.578002814022721
H17,2.1075267529016557
C18,9.510054193269799
O19,10.92831998046725
H20,1.787752169297764
C21,9.74237592768538
O22,10.963552557952081
N23,10.413019225879172
H24,1.8688542239103272
C25,9.61719525412156
H26,2.0755968378718506
C27,9.660151539515454
H28,2.084459990835551
H29,2.0867324210527674
C30,9.976395545995548
O31,10.948620185945568
O32,11.005258889857219
C33,9.748862262671235
O34,10.924232051047317
O35,10.938225247276534
H36,1.7847497798018357
