 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,H9,H9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,H23,H23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,H32,H32
1N1S,N1,0.0,0.023494107704726375,0.0009182468158799306,0.0003730282002682994,0.00078221119185784,5.103266703976317e-05,0.002375980218355389,0.0007780460755668628,0.000979445471966267,1.1109744049303538e-05,9.522441604356557e-05,4.229890488238741e-05,1.9178542221012784e-05,1.730842439537361e-05,0.007902105854060482,0.0013680139076900355,0.007842115010171735,0.0013273632573046479,0.0011547738306619815,0.0020949236591480958,0.0059728905232105944,0.002288441230980709,0.001310131391307534,0.0006196260703541512,0.0005584235197091392,0.00025074731028773556,3.3805251642204937e-05,0.00037520239383773135,0.0005181265663476431,5.605673878597561e-05,2.6630305887398453e-05,4.220461583823165e-05,0.0001841413446248552,1.7748380851889678e-05,3.5851095772782005e-05,0.00022476784212832612,0.00018543711215723846,2.7436390701574e-06,9.690112794613626e-05,4.379763158146588e-06,0.00016614111473556292,1.1668481623150484e-05,8.590924841178627e-05,4.9451135091610476e-05,5.360995325442985e-06,7.78862688357862e-05,1.6554159433024296e-05,2.1391055176067653e-06,7.175284484750577e-05,3.588508951102298e-05,7.069144556925977e-05,8.520546614931845e-07,0.0001640657319781358,0.00011133389134743155,9.683344136257599e-07,2.771197612050358e-06,1.0829094923225924e-05,2.804911332088267e-06,3.008511739732711e-07,3.967388944126071e-05,0.00014842845335261146,4.767879671352393e-05,1.1109724748825656e-05,2.020899591118064e-05,5.895827300816947e-06,4.889173649269551e-07,3.439397659787957e-06,1.9808949772714968e-06,2.152864987739478e-06,4.112338084949485e-06,7.247367736495924e-05,6.247938315384616e-06,2.1663116165804297e-05,2.036340636113465e-07,1.0870480278146744e-05,1.0067594661711254e-05,3.4382725555559546e-09,1.727641073256958e-08,5.995178798678946e-07,4.198039900010775e-07,3.088792424610354e-08,8.713235361001992e-08,6.120799975195546e-08,3.035760560043954e-06,2.124504641320968e-06,1.9197474481202903e-06,5.219141566703556e-06,1.1881752317588479e-06,2.930911972898187e-06,3.330929355449541e-06,5.539507930141241e-07,7.876471193879464e-07,1.7779000355266916e-08,2.0419055749010262e-07,2.784754556117708e-07,1.822066489354235e-08,9.364116273502532e-07,1.5092402338989785e-07,8.39665825758118e-09,3.1104455078256876e-07,2.8728857581761247e-07,9.173770216808208e-07,8.258613615197419e-08,3.9079689240217874e-07,1.932670479654064e-06,2.857249006282814e-07,6.372270289212167e-08,5.448130524499106e-08,3.0097829784025976e-09,1.1393877896725968e-08,9.414714563504845e-09,5.079949710884435e-09,1.2887808376049747e-08,1.1521525612456784e-06,1.51004159176793e-08,1.5922818619173995e-10,1.2274443683679692e-09,8.131738082894913e-08,6.700717203322881e-08,1.5453489599082104e-08,4.682320842164245e-08,1.15406555423192e-08,1.176455217688499e-07,9.619605945143661e-10,1.771911964376649e-09,3.7246855044692495e-09,4.443809237253404e-09,1.2727477155527467e-08,5.718949758204417e-09,6.401934982136481e-09,9.498944131269837e-10,1.8703965709576664e-08,2.203818683099712e-09,1.8867503559505394e-08,6.673217534114428e-11,4.1680769946594864e-10,3.979145457577715e-09,5.893160182068868e-09,8.1091211523443e-09,2.0210290940791964e-09,6.373536420856141e-11,3.1432176306189774e-10,1.2787020609028588e-09,1.9657264704875388e-09,5.979703399106029e-10,1.1694329504763346e-08,4.5751507027347316e-09,2.997482262401263e-10,6.485348924556433e-10,1.5631224759005136e-08,2.2145307809751102e-10,5.5634430840001414e-08,3.8615777242512195e-11,1.6985408635150634e-09,1.9206858326015208e-13,8.713762378320666e-09,5.77281735747448e-08,5.166351235708078e-10,4.056477376224166e-14,6.159257825988362e-10,3.9822117825494274e-11,3.787901020624318e-09,2.3647210856125866e-09,8.480023327983588e-08,2.313163882661229e-08,5.3871395344629036e-08,1.1459398763236095e-08,3.439650053671528e-08,6.147219122620839e-10,2.0404635758808354e-09,8.453515665252098e-10,6.537422603258847e-09,4.960847510560029e-09,6.535092467174763e-10,3.9768810466966897e-10,5.415687454046747e-09,3.691453809295808e-10,1.9635126857764362e-12,1.0571082897925521e-10,1.1818537815067032e-10,2.104589141849189e-10,3.451877672588921e-11,5.777092138004036e-10,3.417854887999283e-10,1.5616130610851542e-10,3.5793590313915047e-12,1.0458656163336855e-10,1.0301117736588594e-09,9.561933467239214e-10,4.2923642418202235e-10,7.113953870430123e-10,4.850185786331451e-08,7.767120280277595e-13,5.52883268056803e-08,2.3623490719160145e-08,5.912453859835409e-10,4.299829048370896e-09,1.2113421377080158e-11,1.5718744528214756e-08,5.245040624046737e-09,8.289482988921293e-11,1.9349978841454174e-09,1.3399187301366133e-08,1.2492564094301883e-08,1.7799317975075724e-07,1.2067920218683525e-08,1.467880483829731e-09,4.570751555021957e-09,1.4372566381481988e-07,2.7301072513807867e-10,5.557878601791799e-10,2.0285672724940085e-09,3.403347048624994e-11,2.478511007542039e-10,2.711336155591937e-10,2.3261166326449256e-09,3.3155597711775897e-10,1.1477612193999676e-09,2.0492241237235476e-09,1.0631128422033953e-08,2.3327073606083104e-09,1.316291298181227e-09,2.946154431526793e-11,1.6976935413026695e-09,1.5824905830186253e-09,9.354624019852764e-11,1.14181553101389e-09,1.5487955362658568e-10,7.753853115133325e-12,2.656208586415687e-14,1.0224341373543666e-09,4.3745340683187806e-11
2N1S,N1,0.0,0.0,0.01539964673890104,0.006958958174480223,0.01951973319714284,0.2634155380660088,0.033411723927045944,0.013301577280148358,0.02588871343850352,4.928316020613721e-05,0.0018781979425097628,0.002073075454351425,0.000995536818496845,0.0008070565078717173,0.10374499028751138,0.1567768422192497,0.10464434034337344,0.15722494288141942,0.003397615952479782,0.005406397033154597,0.058031030438685516,0.024320967440988994,0.014738065053811145,0.04102539426562668,0.15399563776483038,0.0678962923906572,0.025241428577081226,0.020829014769968346,0.029833275221651245,0.0037457933808664468,0.0013445613162179626,0.002359089335526532,0.005770400115157948,8.953247786314122e-05,0.00023131884237903577,0.003235862275011936,0.006954430906474851,0.00010949250521097298,0.002973011016515592,9.393598816576088e-06,0.0003204001505894283,0.00023647203691856689,0.0006236706809712445,0.0010815615435935122,0.0005844480741254987,0.0010242709104615333,0.00015280740869005882,6.066148736483257e-05,0.001334355872164572,8.477703252207647e-05,0.0015457805661798218,0.00027881344840174904,0.005263872475122611,0.0038737151694712146,3.4094091192038434e-05,3.1457142248392245e-05,0.0007946832394609693,0.00012274659001176857,0.00011185634974841818,0.00019071328878306204,0.00014885394679176045,0.00010975606364604928,0.0012654031817054268,3.655645285771669e-05,3.921512351823253e-05,3.891575077741294e-06,7.752918618209037e-08,2.8713830302340426e-05,1.2673368030347021e-05,1.5596727267030985e-05,0.002529165536472977,0.0003671075019040515,0.00040279033295309574,5.748244073267017e-05,0.002946590301235563,0.0007105967854474926,0.000198849812992119,3.922063204231385e-05,1.9942622404567345e-06,0.00013276517984062153,3.065795373125013e-08,5.8295923386353365e-06,2.7151648998025024e-06,4.4412116273484514e-06,0.00010342203617463852,5.0276851399022604e-05,0.0002149846455465898,3.3955080129821624e-05,2.7987338059531908e-05,0.00017070855766787574,0.0002096422398221165,3.300588446220054e-05,6.400459423772098e-05,8.904902237816259e-08,3.3043974913438134e-05,2.187104448658772e-06,4.602875983339416e-05,0.00013027663736187023,2.807955621575431e-06,7.302169195089192e-06,3.874555491467646e-05,6.593001337540372e-05,9.463798644304688e-06,9.189889218497171e-07,4.6746293986821286e-06,3.463764915778711e-06,5.391874617899362e-07,1.070643186951159e-05,1.8320365622326307e-06,1.0995695896021118e-05,4.531192807633033e-07,1.1408568150184095e-06,5.280982358080166e-07,2.1766983945070706e-05,2.1362958024795375e-07,5.520885850707202e-07,1.5624887161891365e-06,9.346564335377394e-06,7.4214864378419065e-06,1.591553990820671e-07,1.617020705779737e-06,1.2809287417425708e-06,4.2907264767855224e-06,3.9213708302732186e-07,1.554246629176248e-07,7.253530671658126e-07,4.549998715575043e-07,1.5838341334006856e-06,2.878740249734335e-06,8.798263446685439e-07,1.0311368647819563e-08,5.924372645793596e-07,1.749728815170215e-07,1.0066624573923377e-06,3.040918628016698e-10,9.456671001828454e-10,2.2892486750691887e-07,1.9153707953023513e-07,2.982150224539737e-07,3.166247750652218e-07,6.8069945236004514e-09,1.3804166698605513e-09,3.5452576430117233e-07,4.37045944101655e-07,7.269750312843826e-08,4.112305989067977e-07,2.733812398680868e-07,2.467734905309271e-09,4.3188541631877797e-10,3.1851764958901185e-07,5.508671829801415e-08,2.6550957743509684e-06,2.1180213494176314e-07,3.714459451131802e-08,3.1211520923335456e-08,6.855297796093396e-08,2.2442249072440745e-06,1.9139254159306063e-07,5.922515988743271e-08,1.9065347478530725e-07,3.1175136472327836e-08,5.817837636090673e-07,3.1810272949073237e-07,2.1403450403134627e-06,1.1050440908988435e-06,1.656337629274418e-06,9.178218096650426e-07,1.350286322310268e-06,8.238418836015171e-09,1.7532116780571982e-07,8.646357585462283e-08,6.052231635855776e-07,3.1404415778979455e-07,7.798802981184849e-08,2.408889931970748e-08,3.032520941026462e-07,7.351484221373994e-08,1.4803711589905788e-09,2.67659070463111e-08,1.1501555041704137e-08,2.8820943409613164e-08,3.3795188869589765e-13,4.606660741757196e-08,7.701575377438985e-09,4.9871916374399916e-08,2.0304870229637118e-08,2.0803555766946147e-08,1.4298638273402275e-08,6.262551632829627e-08,6.516642874210277e-07,1.443357595221073e-06,8.632488128768045e-07,5.941877101456328e-07,1.5396503676434747e-06,3.988939232257849e-07,9.884915952440565e-08,1.4103860745962038e-07,2.785650154990549e-09,1.2135712594840697e-06,1.8937540606778214e-06,1.689970385854167e-10,2.3074687072188738e-07,8.576989052322403e-08,9.712289537056051e-07,7.287543614342695e-06,2.2052688564144773e-09,2.1429726437816043e-08,2.8591384504395023e-07,4.340668175562001e-06,2.2473459893035397e-07,1.3269005139093792e-07,9.194944761148349e-08,1.05376019021719e-09,7.404472834871001e-08,7.999640860845147e-08,5.833445393399472e-08,1.0340334810621243e-08,1.191793104204919e-07,1.05140841411e-06,7.233043861631927e-07,9.748240126228325e-08,3.6115107349132813e-08,2.51841345555448e-07,4.811833456130898e-07,2.8076545532940145e-09,3.967803019477856e-08,2.058924297720921e-08,3.0572211429102936e-10,2.8230715543031693e-09,2.120392750271094e-11,1.2079692357502836e-08,8.47697974037942e-08
3N1P+1,N1,0.0,0.0,0.0,0.0028824182731090886,0.028364158053752586,0.021154281654852447,0.26945262347803656,0.002842235896661993,0.03246946587584665,0.008475060134388368,0.020832608305643152,0.004039426362018261,0.00034355473085967425,0.0188337718686169,0.1443593265716827,0.1004651766267628,0.0630222889663461,0.013900308000251549,0.011216458783626537,0.06844709236353452,0.1767608161634162,0.08372112996635428,0.05954565885534935,0.02302645590758523,0.022904742747908546,0.033181111168401944,0.037413720622379465,0.002382509183670667,0.007052188872916476,0.023958089544563688,0.00026421432178280746,0.01773559937412128,8.077770821124375e-07,4.3923815788105e-05,4.9952240673611925e-05,0.00037894477800692883,0.00037895483277505804,8.33601298464437e-05,0.0030442700459891725,1.2298284217671096e-06,0.0002116330093011598,0.0002595115280450422,1.1847538050169248e-05,0.0011552590497361237,4.178498261175889e-06,0.004328673986073728,0.0016029795708083494,0.000844579910197707,0.0004050249904818948,0.0018246289659225035,0.001573192965893977,0.000162588308627587,0.0037794870331637753,0.0013271675720418763,0.0004523690085391774,0.009385084907741259,0.0072800489293363135,0.0029101899560184386,0.010575698023666646,0.0008747124407215701,0.006568780157854004,0.0032621284395024652,0.002997568430592956,0.0060815236335731715,0.004474881114538309,0.0004757766238763228,0.002524361352026494,0.00012464998567374153,4.843285760514071e-05,0.0008236115506443653,0.005880683649620799,1.5169080103127897e-06,0.00022902540512648173,0.00042636437557908025,0.0012057063153165792,0.0001825192601243586,4.151814612685101e-05,0.00021541624441412388,0.0008993400660828321,9.047196689615511e-05,0.0007464768795502064,1.6063074423922075e-06,6.0149923985397535e-05,0.0021290745270707845,0.00036781218894343937,0.0038383646534896343,0.0004787221548561149,0.0002523332620096852,0.0007981510088668209,0.00022975785394230286,4.49309921446428e-06,0.0007242744245832267,0.001010087173407781,0.0008992223300707813,9.198127408471812e-05,0.0010338444831097249,0.0007603030082767859,2.0289200548084807e-05,1.884297928000933e-05,0.0005507481623601151,0.000998154281150132,0.00020041613718602136,0.0003678591613627269,2.6778604242050363e-05,1.1834024227663775e-05,8.486558683351575e-05,1.2972791667120731e-05,8.284937851321672e-07,0.000323968762868887,3.3303808186779804e-06,1.3770018645553606e-05,0.00016694100579250915,0.00012001679124828968,9.146234661638886e-06,1.999630292459642e-06,7.278702822954841e-05,2.3207028920779749e-07,0.00011055647414748293,0.00013229422629823517,8.452428181371374e-06,1.6701837448174217e-05,1.3103434195915753e-05,1.9754695103735287e-05,2.164892930256457e-06,4.15993836697659e-05,7.319865294030947e-05,1.5332527114608752e-07,9.628123072369377e-06,5.973338667963901e-05,4.733045987448392e-05,3.1466098615595683e-08,3.2009642150221396e-06,6.352222044370137e-06,1.6345355509095327e-06,2.071656362012675e-07,3.7759146787053055e-07,8.718717854350189e-07,1.0167458270871066e-06,1.6133651441485597e-06,2.2473463978656127e-08,1.3361064559180846e-06,1.4874351332849756e-06,6.7147730040684195e-06,3.4380447799797764e-07,1.0989168930386484e-06,5.518002069493377e-06,6.994417716121859e-07,8.937965567668016e-08,1.305718839716974e-07,8.352926625043722e-06,5.0044091981504835e-08,1.4199945601589548e-06,4.853162258289245e-06,6.365800533814081e-06,9.540012899655892e-07,2.0001399008151566e-06,1.5614980486411412e-06,1.1394806311848527e-06,3.973233065224235e-06,1.3641970322275654e-06,2.5576522262316104e-06,4.2960061485963763e-07,4.089846590282775e-07,1.8456899124608128e-05,2.2292134391754814e-06,5.635492072997295e-13,1.0942326436058636e-06,5.805190430585583e-07,3.557379169016883e-08,1.0526014939671313e-06,1.3537278356068327e-06,5.085675582883198e-07,3.0289588615062257e-09,1.3049135105802634e-09,2.621675427860737e-07,8.141901095548576e-07,2.651186030711017e-07,2.0246511223120933e-07,1.4912866934668756e-06,2.406077319605515e-07,4.2431837354861557e-07,2.1591333432269266e-07,7.628210196841678e-08,8.731765133163094e-08,9.35807030977287e-07,1.0365524549804661e-06,2.741716163878749e-06,2.859996941495524e-07,1.0977816087276437e-06,1.932614268573829e-05,1.0811852296122026e-05,1.9155383498059564e-05,3.269446565523637e-05,5.254640318863579e-06,9.215484484403902e-06,1.3768415364712183e-05,6.8066492242557786e-06,6.177545039909305e-05,1.0411780252184144e-05,1.1479371163414243e-05,6.216155115312816e-06,6.608029062826759e-06,6.739818259049457e-08,1.264590522076503e-06,6.9485046352291135e-06,2.566753637633923e-06,9.079395679734148e-07,2.2006635180815692e-08,2.2644356834078394e-07,8.91734997754412e-06,2.672385690516421e-08,5.153950599634527e-10,1.503136734859467e-06,3.2776190006522654e-07,5.7611167170179556e-08,1.2343912507706278e-06,5.205282915810017e-07,1.4342220875818157e-05,2.3755562924332452e-05,8.142490654172718e-06,5.055024381306339e-07,1.9990809434489165e-06,2.6711355793906932e-08,2.611373399297179e-06,2.7378771338959496e-07,1.7089671689340946e-05,5.380623830930631e-07,1.5292357564700154e-06,1.213030889068989e-07,6.362953741678723e-08,6.694632940451584e-06,1.30643362918903e-05
4N1P-1,N1,0.0,0.0,0.0,0.0,0.008599733604881532,0.008524658615383984,0.0029790092867898466,0.26893714765656673,0.010906669395215562,0.005467338418984724,0.006342228439927933,0.022453182502460534,8.595277846135119e-06,0.03896440457385286,0.1963138741939896,0.09687961296245717,0.2471034058031023,0.156115859069752,0.0037070898742281866,0.023900831981015447,0.08830026586029582,0.026017579375990696,0.019413613862695023,0.007221966651318468,0.03702359110145137,0.0008709085925264759,0.01624434267833319,0.012200335268826468,0.0017718320246369323,0.018990431373995476,0.007329207443571795,0.000558288958425468,0.006579497748593344,0.0007395795995717158,2.8140660711883925e-05,0.003045040659697573,0.00010724435693676426,4.1617848443920025e-05,0.0007160168028104152,0.0008605846521128058,0.0006712770037062832,0.0004243203362492842,2.1290344438540387e-06,0.00033096117140685166,5.564292130344484e-05,0.00021743746439906175,0.0005022079299688009,0.0002603031868659844,1.726978058336215e-07,0.0006362579584808792,9.919505933053685e-05,0.0003726553624123774,0.0002534183622633357,1.9286912389837596e-05,0.00013403165399727968,0.002237048426929178,0.002971855107875676,3.398165747015014e-05,0.0019101133884737997,4.496141968513001e-05,0.0018141553418331569,0.0008572690491184254,0.0007042217249861871,0.0018733883552128905,0.0017931526561394406,0.0001403098535073255,0.002021049587640711,2.5563680369655728e-05,1.718686629681443e-06,1.633703910464135e-05,3.147774536271797e-05,0.002758079097667121,0.00016186463118605943,4.724480774154216e-06,8.970613569925234e-05,0.0011956827995089903,2.4256327167737624e-05,1.2695658178296654e-05,2.3434322002691133e-05,0.0001813288334633345,1.8469525304709578e-05,1.3101617741595462e-05,4.010459609116168e-05,0.0014774872748137824,0.00021781000832366004,0.0014157956502298674,0.00024329750612395173,0.00017879381848162623,0.0007280721334685936,9.460208065670273e-05,4.119311536321391e-06,0.00041693678183651883,0.0005632864176838837,0.00041596621990191984,1.5584198655993475e-06,0.00016582537188414292,0.00023727410311558117,0.0002695458848229748,5.200531827176391e-06,0.000184858706641311,0.0004287236977567055,2.9635719553500195e-05,0.0002822261514086044,2.110681556777294e-05,5.4303740423922164e-05,7.15491992053785e-06,5.721807903480425e-06,1.2041477781554732e-06,7.252583644934418e-05,4.151493601334266e-06,8.396901243212795e-07,7.2066447809771e-05,1.8201314872623442e-05,9.445985672762447e-06,8.210977322509194e-07,2.5714264497267436e-05,1.5045228551890943e-06,4.865082645677532e-05,5.454384601932816e-05,4.143947135659687e-06,2.1386175803606022e-06,1.2860880985954282e-05,7.673220501658307e-06,2.4798832742867205e-07,2.211375975891272e-05,2.6292836147634446e-05,3.2307310042778425e-06,5.177541856582479e-06,3.5991418307457224e-05,1.8519566612251737e-05,4.863977620672699e-08,3.2058869368079e-06,1.087129716470514e-06,2.003277619344601e-06,9.609550932765387e-09,3.3770929519505444e-07,3.8873118768378845e-07,6.280177089479366e-08,8.553504304842363e-07,6.036580124657576e-10,2.482282890348131e-08,7.173917624392345e-07,2.334097232825627e-06,3.4513225166676875e-08,1.5024153698917075e-07,1.7399315277444316e-06,1.380527203664883e-08,7.145616764958618e-08,1.0078984802319724e-07,5.556778071014179e-06,7.859002972843143e-07,1.0838259290046892e-06,1.771638369341133e-07,2.610783109702197e-07,4.931877808367346e-07,3.224000148183137e-06,2.10802923827913e-06,4.258647252619596e-07,2.220990221291075e-06,5.937695308766422e-07,1.914711522887913e-06,3.6862493524303375e-07,3.8811792490989205e-07,2.76009564093016e-07,5.175230421983201e-08,6.300717800833411e-07,8.857692197494771e-07,5.209157591057334e-06,1.2109231173340618e-08,4.520810410468812e-07,4.673321263304331e-07,1.7136644370197018e-07,7.694399251079176e-08,1.6093864019239845e-09,2.3843912178023174e-08,3.947678570703772e-07,6.238181171625001e-08,4.6845242573922974e-08,2.84862482491377e-07,2.7723683126978926e-08,7.919514399823413e-08,1.0732707456106994e-07,3.304778672941211e-11,9.763400399265265e-08,3.2260859095245564e-07,3.3945802746515596e-07,9.0551396603189e-07,1.859431764117403e-07,1.6746150777180446e-07,2.087097712877295e-06,3.0303724862790204e-08,4.732864824052996e-06,5.869642197176006e-06,1.1908470209931465e-08,7.16231456410199e-06,6.777021659409854e-07,3.872858833631199e-06,3.758395829822625e-05,2.5987181142550497e-06,1.0525071527656138e-06,5.551811768311765e-06,4.591496156614028e-07,2.232370732713207e-09,5.213386389257835e-08,6.815225193079755e-07,3.426751127300065e-07,1.8065951064016872e-06,1.0516418580408526e-07,1.3323573675450007e-06,8.234941941687168e-07,1.4350371557725339e-08,8.362136094675066e-09,2.9938686352259936e-07,1.0187786170234858e-09,3.170657856266246e-07,3.7934468499756235e-07,1.936914648670296e-07,5.853042117642815e-06,6.937909128534869e-06,9.711714272775396e-07,5.9108273831043334e-12,1.065359081398043e-06,4.2138282196901855e-08,5.107403211468409e-07,2.446513431841879e-07,6.839512644907231e-06,8.95148399848722e-11,9.51820506411849e-07,1.377650780121087e-07,1.3291418321514925e-07,3.1864513401203e-06,3.973287262759584e-06
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.01590523803065169,0.03901539607312943,0.011781414734718165,0.21047606480006342,0.011698131643476772,0.017297821029164773,0.002217863706396539,0.0026971814362206636,0.0010913634742555356,0.16984619036275994,0.08618145223186735,0.1715002165606263,0.0790138932469544,0.001810906655357325,0.012521687663781478,0.05040391271319944,0.015978149901474392,0.002140768114806235,0.008725133191799017,0.041575427002586096,0.015544709129514889,0.011063236946327049,0.023845213035238233,0.019222210021733632,0.020115119649152913,0.00663055221301434,0.003573415756630949,0.0035618705136664097,0.00029741245735026567,0.00019348462624724228,0.007611857792777066,0.006876132857706718,0.001626001229372953,0.0010758059629427663,0.0004017674697505136,0.0008578390551639004,0.0013408468062152679,0.001245172692523333,0.0026172620481659248,0.0001255885638822285,0.002829751361369315,0.0005414302778670166,1.3520558691970663e-05,0.0027523210791873254,0.0005091072019296483,0.00040940684921686454,6.910912796742608e-05,0.0034151727583418,0.002547227572537558,0.00011519993145192586,0.005980036039175296,0.005546580000106438,0.0002893623444122362,0.0030587882284214274,0.0009615894169825445,0.0012377762775348522,0.0006950705789097178,0.0026126533749559755,0.00015323106518061458,4.938472682702866e-05,0.00042699031581094893,7.883478461234716e-05,1.499592138043404e-05,5.376672761148171e-05,0.0010353742119022513,0.0046887968462097085,0.0006057153492156075,3.23974988929443e-05,0.0005602010891676557,0.0003294291310202979,2.1655911242035586e-06,9.618492669005718e-10,0.0004217909071329018,0.000547547646655433,8.006400005311498e-05,0.0002620178849168653,1.8388040285755025e-05,3.0253930471957347e-07,1.6944075686975424e-05,9.615497203352419e-06,8.72071682516129e-05,4.7211348582987256e-05,2.9560565663722116e-05,0.00021771375904178214,3.128331745738677e-05,3.3799223913444365e-05,0.00028141312926055484,0.00029292209845133144,5.597030739301623e-05,3.834192647089729e-05,0.00033578052679850146,5.746364143943694e-05,0.00013110599159960046,2.1185794882860876e-06,8.869465773342355e-05,4.635759176041532e-05,4.311980621585221e-05,4.58957638471702e-06,1.1215549912346745e-05,2.6629904232855495e-06,2.269088456952062e-05,8.218267808057789e-06,1.102799892960249e-05,7.70405852967837e-05,1.6283970294406203e-06,4.909081894766132e-06,1.2021844585596853e-05,4.252874081966951e-05,1.2892455096391586e-05,5.161426686051129e-08,3.908371914995712e-06,3.5050009739023835e-07,3.818364112451178e-06,4.1179005667579816e-06,1.0055131394182126e-07,2.778367818478955e-06,1.2669118198971319e-07,9.382713526129294e-07,7.023557127006086e-07,2.017397337406024e-06,8.133111922159486e-06,1.6367771276115661e-06,1.2404225633311228e-06,2.6576682410350827e-06,4.9002643480733354e-06,6.5638752211327756e-09,1.696232043713053e-09,2.820607658549079e-07,2.2973019486727253e-08,1.1937681954066193e-09,2.0609330730891884e-07,2.456267544914681e-08,5.807086713716103e-07,1.1150548706595487e-07,2.319033853837027e-12,2.971528230144571e-07,1.583517466041684e-07,4.919731606545241e-07,1.4487906985216625e-07,7.483090991300401e-08,2.122361930645411e-08,1.1532188670670962e-07,3.560586048223513e-09,2.004794996679493e-09,1.0385348270247619e-07,4.451979340736045e-06,1.2949908652082343e-06,2.266884457924334e-10,7.636498500218636e-08,1.3622138501645509e-06,2.906146079340033e-08,3.974765183656359e-08,3.430613830790463e-07,1.1929159127177513e-07,5.236036049183213e-10,1.702665801683878e-07,3.9127994622134565e-07,2.970039736815977e-06,5.625243546525382e-07,1.1853739070311065e-06,3.7890037773991025e-09,6.485319232751863e-07,1.0195225952358555e-07,5.041712602960047e-09,1.642503675292062e-07,9.117304644590263e-08,1.2536756965886298e-07,2.877706428705551e-08,1.6624232657136417e-08,7.747093277998829e-08,8.451360633543459e-08,2.982543190199749e-08,2.898093964809334e-08,1.1988458359368792e-07,1.102135893660261e-08,6.058755208648847e-08,5.729582142066647e-09,8.258731920562923e-09,1.2400244386867598e-08,8.601247669659529e-08,1.3686033817350562e-07,1.6568187799492762e-07,1.1511709852030094e-07,3.257955867308482e-07,1.1350455073166899e-05,6.789043907495795e-06,6.449968701360831e-07,1.1825281893251827e-05,2.0172558423681153e-07,7.527937399665063e-06,1.112893952948113e-05,5.004542625641761e-06,8.249029755491577e-06,3.2322995069389293e-06,1.3891264383225632e-06,5.715307340725673e-07,4.321089594583327e-06,3.5316438662391647e-10,9.872913020458896e-08,5.288740863029773e-07,8.135113243046277e-06,8.283037948864092e-07,1.4760869193608528e-07,8.42699518166512e-07,2.6741312546540996e-06,5.194761509841328e-09,2.5816111470788883e-09,2.4644228435732884e-08,3.810579958241078e-07,1.582805175814883e-08,1.655185744020571e-08,9.416539725748407e-08,2.9135335219976355e-06,2.885917882444744e-06,1.6549563834900027e-06,2.797976463853047e-07,8.4961579549514e-07,1.0348148116179345e-08,6.627675706027958e-07,4.7730634999965105e-08,4.769538539006746e-06,3.0492674829574185e-08,2.2506183938730828e-07,1.2350640066216556e-08,2.4781114937866278e-08,1.1507016006717663e-06,2.7700377938089105e-06
