 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,H18,H18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,S23,S23,S23,S23,S23,S23,S23,S23,S23,S23,S23,S23,S23,S23,S23,S23,S23,S23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,H25,H25,H26,H26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,H31,H31
1N1S,N1,0.0,0.023856295118141135,0.0011382037786744625,0.0004081045076547163,0.0001612952065586093,9.225347268593254e-05,0.0017147760798139622,0.0013396284070983366,0.00044498905169088054,3.209542522096542e-05,4.517823024904888e-05,4.680337502210863e-05,4.301422418015455e-05,2.0453566132450085e-05,0.00811064669181727,0.0014161046187572968,0.00790045557093455,0.0013366403750805222,0.001164110906903576,0.002130605523673168,7.649814429244728e-06,0.00855331123375036,0.0003707154155387915,0.0005909191836237504,8.825020786584759e-06,0.0007335109188795208,2.4517252970923664e-05,0.0003039564579659093,4.079694525402355e-05,1.2641493931653258e-05,0.0005014306261282853,0.0001816147311382854,0.00013783210478934826,2.4709736522576797e-05,1.8739956444996375e-05,0.00019451676319448552,0.00020436221723674208,0.0001069783028353477,9.863836901047307e-06,9.09968021534091e-06,7.264039850185533e-06,0.00021510906660382467,4.320956553294231e-05,5.377750667001635e-07,9.861599703131496e-05,7.067159032397852e-06,3.348895348018188e-05,1.6711912030897835e-05,6.640215259823279e-05,2.1435279591308642e-06,0.00010618728519729004,7.859255007569566e-05,2.2532710415731905e-05,8.825473366913528e-05,0.00018294270804108947,0.00019967020331468355,5.098326234076467e-06,6.0657007515674266e-05,3.1520630794368287e-07,2.03938976952589e-05,7.3430700040511e-06,1.395782392596412e-06,7.893204116038444e-06,2.027067101922908e-06,1.8413406077388839e-06,3.992655217860408e-06,1.1562839150602855e-06,0.0010362300304761485,1.7016841355466106e-07,7.975379522573434e-06,3.2321557845715887e-06,1.5310347844632588e-05,4.4519698192413415e-06,2.9404895532825215e-05,2.6651579551950633e-05,0.00014758058398289808,5.1455499638253244e-05,2.9567362213878123e-06,1.3088790460136224e-05,2.9620853161937966e-07,7.518310137233364e-07,2.260429195266589e-05,4.246156169437909e-06,8.845416101355141e-06,4.228284610707789e-05,4.4473818682222443e-05,6.551898643269993e-05,6.285399323235907e-07,2.2568250981347404e-06,2.21844249321812e-05,1.1832945085998858e-06,2.5516673249348365e-07,1.4017275665190176e-07,8.526804262665166e-12,1.0993122795122101e-06,1.7183006187360128e-07,1.444777716352874e-07,4.16092407329316e-06,1.0861932782546546e-05,2.214507114572939e-06,1.0352190527029848e-06,1.3418591648939326e-06,2.6572956552950444e-06,1.7460664913926394e-08,2.7516394880411355e-06,2.830028385247818e-08,2.006581148461528e-08,1.300453934954815e-07,3.2086636819750325e-07,6.325753437452786e-07,1.7331036761270013e-06,8.158513847833504e-07,3.1778065456844473e-09,5.192954317667642e-07,6.696529044614152e-07,1.1563366071332126e-06,8.451992483671233e-08,4.569702520829111e-07,2.3279031702294617e-07,1.8509767800711785e-06,7.962344610312755e-07,2.047637950863823e-08,6.3423904461679115e-09,5.3623198381647086e-09,1.6267657432234017e-07,2.0244896814514135e-08,1.1862805027185175e-07,1.0586947162272153e-06,3.5454709751414626e-08,2.0617499707498155e-08,2.662542710751836e-07,6.712489231119889e-09,1.0471445932580536e-10,3.3055809867121866e-08,1.6998595953054974e-07,1.9192358813313604e-09,1.484857792277694e-08,5.921919288276456e-09,1.6958747101059046e-08,1.0118479332188457e-08,3.6416639148662e-10,1.922831338596609e-11,9.448601456796268e-09,5.80546921646885e-09,3.1842218195521355e-08,1.392884252382487e-09,1.3785809160893336e-09,1.619009615261291e-08,1.3747447180634254e-08,5.173829076277059e-08,1.5053250645991056e-08,1.0597665855982541e-08,1.4806941717182553e-07,9.345588747322608e-10,2.018707423445676e-10,1.3978434881822821e-08,3.5888975125075717e-10,2.646338231881984e-09,1.8963056125365085e-10,1.7506829319557937e-12,2.879031746338967e-08,3.4443950358564734e-08,9.274852219576246e-09,8.057113221049406e-08,7.284686465158785e-10,2.7539986541258443e-09,2.615815253292908e-08,1.2946652638845535e-09,2.9556060654467586e-09,1.149171224845702e-08,7.98749102415286e-08,3.8794700785160785e-09,7.590319706096693e-09,4.443463819114868e-09,2.3640886137599182e-08,1.6354140264240868e-09,3.857412611552036e-09,7.085361741765439e-10,3.726607911147539e-11,3.219126909481673e-10,1.6131734836832834e-11,3.088013178498272e-11,2.7285701476031932e-11,6.200151503321649e-12,3.2945912664672505e-10,1.8391421718888523e-10,3.5211389359801615e-11,1.668956084444062e-10,1.1142642364347921e-11,1.3435919044013644e-12,9.818812429784884e-12,1.6479642650502058e-10,3.2218283596563424e-10,1.0286976825923944e-10,2.4447624480394836e-11,6.619504944183063e-11,7.48179296294893e-12,2.917939223578969e-10,8.401750406505926e-10,2.6606261638306705e-10,2.3942425819711843e-10,1.563162932427531e-10,8.443506727129346e-10,1.493728740697975e-08,3.591457931051423e-08,3.6015324056393183e-10,1.58517470261188e-08,6.630219362424583e-08,3.810464299647265e-08,1.0873047684434312e-08,5.075816433830482e-09,8.452420596771759e-09,7.3740489270335274e-09,1.6682533299228197e-08,6.972483701517262e-10,1.9871454481901196e-10,1.129431596857966e-08,7.473955454528891e-09,9.396101674497004e-10,9.05708459342236e-08,9.664930278319162e-08,1.6653736167882016e-09,2.8497204596078518e-11,4.996089653097613e-08,1.5418087606633435e-07,2.344466426551506e-09,4.157348354461021e-10,3.4249908464900614e-11,7.228069531795e-11,1.1449222125925473e-10,4.697882360904515e-11,6.138800578980863e-11,1.0328238264634138e-09,7.139069335693193e-10,3.1233090780347084e-08,4.989684221357038e-10,2.6229729499505083e-10,1.921601100463022e-09,2.178613511816252e-09,1.0339618050636545e-11,1.1480025263743698e-10,3.3597728765766277e-10,5.825144533400106e-10,1.901548779548179e-10,3.2580604880649844e-12,6.217840686773002e-10
2N1S,N1,0.0,0.0,0.02428563662375094,0.005853101917809855,0.0030754788903428754,0.26602362130987434,0.036706243550599815,0.016477322595710664,0.006762533464482079,0.0020107095367849492,0.001502891155054531,0.0014429306132479613,0.0005842672721954045,0.0002876221861918271,0.10977049958000995,0.16084665062717995,0.10742609114224955,0.15912586044517818,0.0035420679646931408,0.005866524631896741,0.0001036820447821718,0.08910177344967218,0.0021506904805383975,0.04050158769159884,0.0004294223285383758,0.20206459371134322,0.010308005429826128,0.015667676909634887,0.0019468585078168399,0.0007153506223500639,0.029085665925291826,0.010359291430645401,0.004587589908538803,0.0001603366594182809,0.00016349979547047866,0.0029172631404446037,0.004563224147465128,0.005557944873682885,0.0002245535612921401,4.878568119259796e-06,0.00012924301386485482,0.0006023807014887694,0.0008997126079277606,2.710673314698653e-07,0.0010885366529049811,1.0227792914596634e-05,0.0009700513772155084,0.0001772432132871593,0.0015933996879935464,0.00018128594430910638,0.0033965827831021755,0.002696534358482605,2.2805206215448237e-05,0.0005522437220220056,0.003923399571001518,0.003133343110150122,0.00019607605819160767,0.0005358701154656309,0.001562824618626113,0.0010636604702023433,0.00016817790536549637,0.00024156645212847216,4.087613590453287e-05,0.0001174018856766601,5.408718437638349e-05,0.00013690141059363725,8.67008631124655e-05,0.017470037584963904,4.1572483154617146e-05,2.7753632458882294e-07,1.9306246709316355e-05,0.000985498446429478,0.0001938165431805139,0.0001035638808004613,0.0007866899990536247,4.705355911660547e-05,0.00041583158371283346,5.050936220829527e-06,1.759060701611581e-05,2.013124164035318e-06,5.8044693583614304e-05,6.189601386452637e-05,2.101325219094896e-05,6.920768666462962e-05,0.001107572991354111,0.0018888699403167841,0.0017429248052001078,0.00012098689619577385,0.0008211725463969088,0.0025490952572808645,0.0013123998897612843,1.3074720728312172e-07,1.3739265064982575e-05,4.89331008426408e-05,8.157038162992514e-05,1.3035530189053901e-05,3.750642390443204e-06,1.0493630944186094e-05,0.00033324123343181355,6.416250823626513e-05,8.413213359803606e-05,4.1862881814846986e-05,0.0003523168822248124,7.424581328008273e-05,2.7101660832418162e-05,2.8678430119555287e-07,1.5722709613585906e-05,2.4677478567269873e-06,7.423521592442306e-05,1.246292913514857e-05,7.234032438274696e-05,0.00020193245891464429,3.801135225245389e-06,1.2567269028096462e-05,4.933917747163008e-05,8.241771258665764e-05,1.18992965147946e-05,1.684518952771441e-06,1.9423414308050724e-06,2.2216297881350044e-06,3.334492348461282e-06,2.309605308781215e-06,2.8021077389528415e-06,8.3008186835265e-06,1.2269727167613098e-05,8.528595618839674e-06,2.6663819965300206e-06,2.09747968473728e-05,2.4981375146282403e-07,1.8021734184969773e-06,1.858341906757488e-05,2.4584123790027945e-06,2.996040433522751e-07,3.539117119366608e-07,6.696251900084604e-06,3.235219505626219e-07,3.7452861478826094e-07,1.319805952970654e-06,1.528929460148376e-06,9.241182021835215e-07,8.789482497384427e-08,3.0702540509963683e-09,4.117779788259668e-07,2.2147058542643094e-07,4.5845117977449945e-06,2.0864923331309626e-06,1.92936688847567e-09,3.564318449278403e-07,1.4324067931781315e-07,3.800220464977855e-06,5.959917035447404e-07,1.8696093517789336e-07,4.328612220216854e-06,6.87198076221307e-08,1.9590373767641722e-10,1.7716787623633934e-06,1.300024976558234e-09,3.556344683186552e-07,8.909592841277458e-09,1.1666567711898779e-09,1.8534068191300435e-06,1.1107629060980173e-06,6.689919711533321e-07,1.5016720018579122e-06,1.0548535378518409e-09,5.677896597333643e-09,1.510092491052717e-07,1.263259363781799e-08,2.4980650659145454e-08,3.095150868936969e-07,2.778676064796315e-06,1.9835435294268677e-07,3.7894329940613147e-07,2.7201675578680806e-08,7.221295632575675e-07,1.6309719663709643e-07,1.394297481915885e-07,6.180678679967855e-08,1.7023709553143362e-08,3.8735483043339514e-08,2.2661525989065012e-09,2.3178390318179254e-09,2.1298185437501616e-10,5.891631182919355e-09,4.673565534574209e-09,2.779124042007197e-09,7.759521913897061e-10,4.26219415317064e-09,6.040423272679618e-09,2.758270944980268e-09,4.4275694222051243e-13,1.0522232196663595e-08,2.726653258733336e-08,4.330664715723742e-09,4.303335687794174e-09,1.0558762530976651e-08,4.04121180963557e-10,1.3072623428200814e-08,2.780285468517718e-08,5.455917051477854e-09,7.97674548635996e-09,2.2072382144244784e-08,1.5531549046876592e-07,1.8507492915986745e-06,2.402543500590326e-06,2.6475120677993402e-06,1.6070105619547803e-06,2.1259122213734827e-06,1.2107852618292725e-06,1.6568998439936422e-07,2.6180559098420986e-07,7.382555606838537e-07,1.5559418966581973e-06,2.6323421016272164e-06,1.5637418959713045e-07,2.162837264840789e-08,8.489627068009042e-08,8.942234210884692e-07,2.1562606633551695e-07,3.0300306641528607e-06,5.292086474817381e-06,2.1449415976704245e-07,3.4743088406230527e-09,8.54018581630811e-07,5.6040826796888155e-06,8.931798034517158e-08,2.5967664907255994e-07,3.921604818657443e-09,1.4909787648953454e-07,5.804145608578892e-09,2.3945545324366435e-08,3.5662009478798495e-07,8.160905240472971e-08,5.6908729284543824e-08,2.7755301648113573e-06,6.741660740772204e-08,2.9571667248262656e-07,1.1027800894680695e-10,5.692374283050583e-07,4.329143132864033e-08,2.7624800225112267e-09,3.498939737944795e-08,1.7151091658007545e-09,1.6444108807966984e-07,1.255205668293513e-07,3.0951749696583875e-07
3N1P+1,N1,0.0,0.0,0.0,0.008537131136604259,0.011750468898922062,0.023920275016999337,0.142573904833164,0.014916315974821792,0.013641599117538039,0.007897601137597743,0.0010189664961157696,0.004620686463887358,0.003470081348877052,1.3287115619098344e-05,0.21569383767853756,0.10619108702001379,0.03925509224226564,0.008264084613935019,1.1177921566130067e-07,3.301686739387577e-05,0.0026349358250024046,2.5558949597659364e-05,0.00011184200487024398,0.0008217879101803938,0.038204890525593616,0.0020364106639307877,0.000751520574491682,0.002290339633948646,0.052374354657382716,0.01269714932668764,5.281024659131717e-06,0.0014348461688229452,0.00010003599983887668,0.00011956831745241203,0.00014998611772676362,0.009839948733065373,0.01005656669023347,0.0013121992734648202,0.0011505479692548448,0.0007079819772477514,0.0008545814736975466,0.004937169744537062,0.00027222645916191723,0.00012465718194931696,0.0021816741330034084,0.00032875927781206293,0.0004945824248050457,4.802415774229907e-05,0.000488218648778016,0.00010005833290627208,0.00044076849626151215,0.0007559078848942136,0.0001396880651376442,0.0037711711766350575,0.005901648955109362,0.012278435262252696,0.00029358423514702636,0.002488400850734873,0.0005807190411770691,0.0023531356800958747,9.737566819678634e-05,0.00015263675795584852,0.0010464081714716134,0.0002846109943610564,7.891125064896087e-05,0.00018667488821422218,0.0001260677672094701,0.050514437937976275,0.00023440071781033467,0.007472605603753735,0.003667103653424153,0.0014704893876005265,0.007880649120579175,0.0007147968789213976,0.00034613209012945845,0.00527603661825804,5.823296388163257e-05,0.00018494036953242698,0.0005908116936002017,8.829894761142043e-05,8.123698909168198e-05,0.001024335306818891,4.4031625470175584e-05,0.0008361384933102123,2.5215990384630516e-06,0.00174021482614517,0.002091074757513578,0.0004680728578874138,1.920436961455607e-05,1.8379701605120147e-06,0.00034417084348303817,0.0002065812623501806,0.00011415100609601936,6.563806707071684e-05,0.0004426840208400229,0.0004127143953509549,1.0001456780539542e-05,0.000532979611837181,8.624088824760179e-05,0.00047054173576244196,1.2015895478612038e-07,9.29858856402177e-06,3.6729201920771004e-05,0.0001712648025145036,0.00046138045630161884,3.648844254744432e-06,0.0006120066463000118,0.00019572391610633844,3.245057985656885e-06,0.0011746109729326992,0.00020323722056758697,2.2673225483771375e-06,7.658668635279753e-06,0.0002644645119724842,0.0001731136549452117,0.00015584976480775836,0.00019028771359685948,3.063109403100839e-05,5.557628246499746e-06,1.9472664747333113e-05,2.042968837345782e-05,5.239470739493157e-07,2.2309010792254114e-05,2.2333340135016755e-06,5.372196652708716e-05,6.917811118034578e-05,4.2061540276971954e-05,1.0818782985921871e-05,1.799466620155954e-07,4.835117753732021e-06,2.1540823560428635e-05,1.7358802839595455e-07,5.9054185541640436e-08,4.323621194401994e-08,4.507567308742466e-06,1.3253345270136663e-06,9.412407298015069e-07,2.5407191703852305e-06,2.009838851346757e-05,1.7256542950150333e-05,5.3019282297839254e-08,1.8427943615506592e-09,8.724029263440514e-07,6.956311082717548e-10,1.5600466008791614e-05,1.0760306610180237e-05,6.862845847166454e-09,7.979539864422236e-07,1.1583141557025556e-08,4.6804954543233634e-06,7.16810524270528e-07,3.295685129245385e-07,2.6980356393480065e-07,1.885217891128832e-06,2.1031700736529046e-07,1.17878856986664e-06,3.832946271487003e-08,1.1379494235796983e-08,1.974403158744309e-07,3.9447914979007237e-07,1.7637083704613588e-07,4.4742351601456676e-08,2.4782817282797964e-06,3.1119796073397765e-08,1.9961223785003313e-09,9.827493929748243e-09,5.598274932516745e-08,4.258440267079777e-09,1.2545893213200543e-09,4.923384464561309e-07,9.658824962066603e-07,5.067554020854459e-08,3.208311838420741e-08,2.3816865368786466e-07,1.0751549561760498e-07,5.964936402591547e-07,2.665984397687282e-07,1.6780551281847522e-07,9.999177708053253e-09,6.942414265687091e-08,5.2522244997632583e-08,8.915907767637066e-08,5.351274978693255e-13,8.374811955036421e-11,1.3698930878547344e-09,6.136142749468831e-08,2.668407717010268e-10,1.3749446914346208e-08,5.2900625657770206e-08,5.8448104134356527e-08,1.3537233556348838e-09,9.401730505231853e-10,3.606974718906031e-09,1.1992318249554046e-10,1.3269141341254453e-09,4.467681780084831e-10,5.277547288073947e-09,1.8714226612814855e-08,4.434674849562725e-12,9.672544543093409e-09,6.770823901547374e-09,1.850178987794493e-08,1.0034381461299091e-06,2.326592052037668e-05,2.7587415093677237e-05,1.3974730106891542e-05,1.6039829957570362e-06,3.478839656789745e-06,1.6183326198238035e-05,9.544186152066203e-06,6.059953619796943e-06,2.695925656470699e-05,5.8019269657538786e-06,2.821890273674299e-06,5.5167837187397595e-08,1.9177596701114297e-05,3.453074715054072e-09,1.1539238453650569e-08,2.5028036159113753e-06,6.247598491881945e-07,3.921221442215739e-06,2.41010885915216e-07,1.2803392914761957e-06,9.953308870436217e-07,1.6143979917337958e-06,3.406448858545019e-07,3.4400943871304435e-08,2.995277772477323e-07,3.4919124236587606e-07,6.095318028087604e-09,4.018905970237796e-07,1.1062861968724746e-05,4.4773513874218906e-07,1.0755458927924622e-06,1.3626795677623704e-05,1.9662623920169153e-06,9.830333125293578e-08,1.191615252693623e-06,6.477802108051378e-07,3.662970671003407e-06,5.106936014076524e-07,7.137092272735401e-07,4.288529487084247e-08,1.0832373468439016e-05,5.165470569057362e-06,9.78186453304275e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0003302712883588299,0.010517464626367712,0.010858553007405902,0.2909656359975914,0.00017207142614994453,0.004415331454505456,0.006992226174724836,3.583664824557964e-05,0.03482416320211357,0.019283686919691068,0.022181692132082542,0.02087434515689024,0.13559931914429058,0.09136026152851162,0.014172544026290979,0.09077830528443176,0.0010678646294981498,0.30590328371750664,0.024778969820822283,0.035397290264291836,0.0022979048233606747,0.1253909038399117,0.009102673144557372,0.008286309993820629,0.003499048647055414,0.0007889753025009938,0.020736089112355804,0.010113024411115612,0.007473416483024131,0.0007225268573485266,2.5675053643814394e-05,0.00019477800612444085,0.001276631057558486,0.0013039633978602083,0.00018338825882313614,0.00027303296505287733,6.66857919124908e-05,0.00023341216146910426,0.000309282462962468,0.0007234692502091633,0.007151984413661161,0.00034172132664234134,0.001428954622959333,0.0017149085580521195,0.0009195369919927643,0.000620691682348351,0.005715998211646145,0.0023368532315344304,3.924141227518163e-06,1.3363152539636047e-05,0.0010534016280669967,0.0008658952183648871,0.00019240350696891895,1.1903662509027413e-06,0.0005814681820695,0.00011883820428515435,5.4031829072265225e-05,5.7111080451699436e-05,2.4083675105757152e-05,1.2751093017016046e-05,1.251295851623091e-05,0.00018470884927279663,4.257609943714158e-05,0.0024796949146388414,0.0002608056299635564,0.003234475934565495,0.004482889581195693,0.0008524750189868868,0.0032543748766640235,4.193199686230997e-05,3.7693164589569506e-08,0.007118834046388578,0.0002153572736363074,0.00290837564772084,0.004591427725340047,0.00038920473542503053,0.0024313132020183925,0.004447342647133423,1.0954319207279184e-07,1.8940009187673468e-06,0.00019777126628817143,0.000644548721696836,0.001533557952582587,9.004570070469953e-06,0.00011274887906376208,0.00018070466026998133,0.0007713477530719715,9.869817232543987e-05,1.0598773409364881e-05,6.090010043591221e-05,0.00022222760151646703,2.3691569619455066e-06,9.773797119172478e-05,0.0030844707981518837,0.0023047675751683983,0.002557727693670131,3.401037221362202e-05,0.0005601481635837402,7.967142046494402e-05,5.3683525687020506e-06,0.0008091835670951397,7.992481649621297e-06,0.0009443643664219792,0.0006114748764423084,5.3775535358013826e-08,0.001023221051750678,0.0005563807584265668,9.232263182923361e-05,1.4659201442945857e-05,0.0004168175980261424,0.0005186283462745855,0.00028377297667825374,0.0008565320596680692,2.2953875847164795e-05,3.789615377058908e-08,1.5983070911218533e-07,7.734211583576567e-05,4.2379310739804055e-05,6.950090765300843e-05,2.194558476054098e-06,8.93312281171621e-05,6.415739227128014e-05,3.656129680074116e-05,9.409576788854679e-07,1.632337096824088e-06,4.636625930976024e-05,0.00016612727092946145,5.427166180016485e-06,6.643999386213295e-07,6.481046894712961e-06,3.0153212572159305e-05,2.0616335616452375e-07,5.321749326547831e-06,9.03149877462539e-06,3.64841814666228e-05,7.670137406190491e-05,1.3216957084338787e-08,2.0504060507242627e-06,9.061402827192921e-06,1.1170028102469587e-07,7.095629481312926e-05,3.750216911679871e-05,1.6494344756701196e-07,8.565836907781232e-06,3.5747941269370642e-06,5.883241156467989e-07,4.291127004840689e-07,3.0772308403648196e-06,3.6688448723509737e-07,1.9282159366973417e-06,1.976850986018519e-06,1.1661498227066858e-06,3.4149829037932733e-06,7.053533312983973e-08,4.3787692449726023e-07,8.17572741285133e-07,4.151011667730131e-08,9.638127704825195e-07,2.206907767643429e-08,1.120592892922545e-05,3.495114198059923e-09,7.715933136864805e-08,8.275679252989221e-09,6.012614628403412e-09,1.2550349470785704e-07,8.82659872303293e-07,1.1161155466510309e-07,1.316888540436878e-07,1.9635229482339867e-06,6.43052100457453e-09,1.6269514597766488e-06,1.5761165541583466e-06,5.138339531640668e-09,1.9480793600479274e-07,8.97890265250112e-07,2.0528892896720663e-07,1.5858427349080273e-07,4.636011425862563e-07,4.657180419087581e-09,2.0342317963439882e-07,5.984153927940383e-08,9.359234347527945e-07,1.0159063679182623e-07,1.3645675611684283e-07,2.976308799418348e-08,5.389379511555603e-07,8.010976770833622e-09,1.372574720548414e-09,2.1323798282679718e-09,3.355262734316966e-10,3.5535361320171432e-09,9.340923079470542e-08,1.573593246817495e-07,1.8971991977423386e-08,3.4891156630578735e-10,1.0200551514571998e-10,1.3799719589258075e-08,1.949515393562251e-08,9.429524781001675e-07,1.432133261092261e-05,3.397395208448728e-05,4.473992146092343e-06,2.609036792833308e-06,4.447013724373505e-06,1.1160132868504036e-05,2.6830758859119896e-06,9.02419062764892e-06,3.8841268869882484e-05,1.355394250945885e-05,1.2450613018355483e-06,1.0661659051169892e-06,4.47230399209797e-05,1.8330693629664552e-08,2.518111954508129e-07,9.956884343687022e-07,6.815306541341215e-07,1.9277175473675356e-06,6.222528803334626e-08,7.965592678793598e-07,2.5434681583114127e-06,3.6798578895158585e-07,8.869186449711464e-07,5.108864451486284e-07,7.5087920770045e-08,7.771168990533539e-07,1.0841345599033048e-09,5.145084152058388e-07,1.4813399715318809e-05,1.2053264870637292e-06,3.688679624858082e-06,2.1664629868300977e-05,2.246954381224242e-06,1.00242740774803e-07,1.061188322104556e-06,7.79905993564256e-07,5.305078598638602e-06,1.951643264774816e-06,8.884184621305025e-07,8.428252717962437e-08,1.2057799197329189e-05,8.215880423989574e-06,1.1010694403790211e-05
