 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,H27,H27,H28,H28,H29,H29,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,H31,H31,H32,H32,H33,H33,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,H37,H37
1N1S,N1,0.0,0.02342966065186647,0.0005644360269625448,0.000940464669596297,0.0005672485632250979,4.150443303641005e-05,0.0009800833047020063,0.0015362909893736898,0.0018308984448378585,1.9800371733907918e-05,9.25170876108633e-05,2.8264691324830782e-05,2.1147464593640475e-06,3.8226097857127495e-05,0.007737373871773645,0.0013834210124288315,0.007845213494091619,0.0012635577622662764,0.001138606618854232,0.002029979132012416,1.3130172589193023e-06,3.661335559845824e-06,0.008802190713927072,0.000625852727333065,3.7100181891069894e-06,8.933861651794217e-06,0.0009063989819120266,0.0002899514429048622,4.858048546496629e-07,4.713550505980324e-05,0.0007136720655586126,3.8952585178136934e-05,0.0002958483649679877,2.6945256093036107e-06,2.036312771691584e-05,0.00010567419151952251,2.90690787818626e-05,3.5968423095500413e-06,0.00020573569049986418,8.070215265609804e-06,2.3197113082629173e-05,6.349998041121907e-05,0.00016466410959958822,1.5784268082075226e-05,5.66611106367354e-08,1.8509450464998523e-05,3.6023227949738557e-05,2.8330693260220086e-05,0.00010439304641995939,3.795874701473245e-05,1.9059667378362732e-05,1.329713956943479e-06,8.078147384571466e-06,3.664917454626604e-05,1.665852951360236e-06,2.5500346209739178e-05,9.512440706771486e-05,8.607009909011865e-06,4.700145199487693e-06,9.236953992797226e-06,5.576180521993379e-06,8.836094295139318e-08,2.9609282153897354e-07,2.6383364025439615e-06,1.3307383509020276e-07,6.794249086117254e-07,7.107376643222807e-06,1.4399950560850527e-06,3.2713974937870205e-06,6.547227457964766e-07,2.1689490026233216e-07,4.4468844451195366e-07,1.199231884907448e-07,2.383037660536047e-06,9.362464425954897e-08,1.0130706851185778e-07,1.1230768515169132e-07,1.4174607563255393e-06,9.943638510367947e-07,6.736536972695717e-08,8.524359912387425e-09,2.8017708264549412e-08,1.2813255654275935e-06,2.871912385682407e-07,1.8996507349100522e-07,4.425566015875404e-07,6.797052316542818e-07,7.105791081984947e-06,3.9050356970271594e-07,8.707006671215822e-09,3.584189882666067e-07,1.2051413915692422e-06,7.154408177001415e-10,2.5536777761847596e-08,8.339398477330562e-09,2.5913314410930255e-09,3.308081558683895e-08,6.970987836973919e-08,7.876320488875432e-08,4.927619867700628e-08,8.811889218307556e-09,1.3279437596214194e-06,2.0434847525230282e-07,1.0599480848583198e-08,3.3707396873694506e-09,4.295101283524616e-07,2.7023132620485057e-09,6.887014014633763e-10,1.5927354296563223e-09,1.3694408107500777e-10,9.12781890349823e-09,1.4821671945330905e-09,1.4594943464896204e-07,9.682210117878398e-06,1.6491982930411098e-06,6.087082603301042e-06,1.3111303158508392e-05,3.098213228813762e-05,3.983126706241791e-08,6.411376110471156e-05,0.00017500294466910038,3.849147346218773e-06,8.510481540602299e-07,5.0172090759748045e-08,4.262031199575578e-06,3.3065517017705215e-05,4.935313213272341e-06,9.324746554240093e-06,7.079172559265601e-08,8.595272200873083e-05,8.049773743468158e-05,1.0908999452663437e-06,2.2016312462014298e-07,3.42787667140243e-07,3.034858551953512e-05,4.237248581867581e-07,1.4841592232972545e-08,1.739151936908101e-07,9.577391872350738e-07,2.6447809753360474e-07,2.5782577212085656e-08,2.5556621154887438e-06,1.2076073228284301e-05,4.95718783866117e-06,6.278895416933494e-07,1.8542033837221084e-06,5.335888427104862e-06,3.4651752622849585e-07,1.311614241661374e-07,3.830128991744175e-10,6.639758620696767e-08,5.932684994658377e-08,9.476190360180325e-09,1.1730926063879821e-07,9.858844578491954e-07,9.312619005941158e-07,7.793726775062737e-11,2.1491737700607416e-07,8.306434473581703e-08,1.654041770215997e-08,5.733730170653928e-07,7.290922721114867e-07,5.504530282696152e-07,1.2339376131986768e-06,2.053584990946433e-06,1.6875290054230163e-09,1.4633660477825217e-07,2.5921272356344005e-07,1.5720485790904348e-07,1.07423768824777e-07,9.351138530178105e-09,1.5539306064127345e-06,2.2333416033193387e-08,2.2912517261275411e-07,8.678591090216514e-08,6.895647497451307e-08,2.4541918519638273e-07,5.534623870318001e-10,3.1968299119000676e-09,5.146814974210656e-08,7.351506248198802e-08,3.921738878087666e-09,5.979367084796294e-09,4.085065063996751e-10,5.471596620232333e-09,3.5214393345750494e-09,4.9599444329473386e-08,2.802487657493913e-07,4.639658934824098e-09,3.522773783792843e-08,1.8798074208348226e-11,5.411162451451901e-08,4.905805761623583e-09,1.0171097297728693e-09,2.1582735598713043e-13,8.017996044884512e-09,2.051227410149181e-09,4.722874868967608e-11,6.239541716634989e-09,1.2813868854877342e-09,5.133402591894765e-10,5.895091165220023e-09,8.246086702357047e-09,8.61281335140518e-09,1.5276668818842154e-12,7.249312261592422e-11,5.104559830382271e-10,8.422014197151384e-10,5.264411129246582e-11,5.386037615906503e-09,7.986837857743012e-10,7.027193271724741e-09,7.46947037555401e-09,4.6146642063149557e-11,1.560908735598332e-09,3.859781938508888e-11,9.979667509041334e-10,9.31352217570236e-12,5.377452289012652e-09,1.0931332228292234e-10,4.979643364322328e-10,2.457365422259272e-10,5.355271781581905e-11,5.26788168642156e-10,1.0869394273527178e-10,2.2384355702342873e-08,9.848028503789408e-10,5.678990611102108e-11,9.952039192739903e-13,2.934401610588111e-10,1.4570660455959228e-08,1.6764123422774446e-10,4.197060476940351e-10,3.399880377230602e-11,1.3837619938783519e-09,5.121633950277982e-10,9.179268456449563e-12,5.92303983637521e-12,1.1802719912523685e-09,9.639233855551765e-13,3.934315095932561e-09,7.13927161832828e-09,4.6292223387922604e-09,1.1260505861088177e-09,2.452011704789925e-09,2.236017149215286e-09,3.91408239430735e-08,1.5020508103980035e-07,1.508797120575167e-07,6.661643237038106e-09,3.1655777221750725e-07,7.786272193666122e-08,3.7819554266071975e-08,1.8690412773025855e-08,1.0982794118596928e-08,1.6040318850940594e-08,2.4854895919190767e-11,4.4858838865735606e-10,1.2086864842331124e-09,4.526627406242767e-10,3.358457956181837e-11,3.473238141538104e-09,6.781541994627105e-08,9.912086929020347e-09,3.954194971456104e-09,3.5385121499587058e-09,2.7698248805663184e-08,8.42281786539445e-08,1.7254075945771774e-09,2.165500334605497e-09,2.2095920093612165e-09,4.6160200384282035e-09,5.927625001955761e-09,9.860834648822703e-09,8.299219783625134e-10,3.041729534913884e-09,3.802923087548038e-09,9.960382962859171e-09,2.401683385500064e-08,1.5966679089984837e-09,2.6629720650817035e-10,4.0411274326856983e-10,3.7648506534537773e-10,1.5817989973410107e-10,3.2772082270149383e-10,8.570952836350898e-10,1.5365662908717326e-09,5.749104345365019e-09,3.9576237842453565e-09,1.557752926650835e-09
2N1S,N1,0.0,0.0,0.013094895312540267,0.02011613885203456,0.00784552367770841,0.26274705876389826,0.020497974787185402,0.031261851652772954,0.022190124561151325,0.0001932262075490243,0.004034921761181254,0.0007718305523958247,8.223473094126632e-05,0.0011164991113554734,0.10256231141596706,0.15716418620574757,0.10212911668153879,0.15308091358340947,0.0032701861591712955,0.005165227568750375,0.0001475913355117875,0.00018297766534125515,0.09082365107944979,0.040290389262587656,6.718678851269644e-05,0.0002069735722169952,0.21165322918161822,0.015735925889040603,1.0816668821522768e-05,0.0024027988519146337,0.0339258714942412,0.0018887594923007178,0.008716805722066123,1.2079530553599227e-06,0.00018830082432796935,0.0013145707852828536,0.00046526056889950596,3.1804682754543734e-05,0.008926124480426179,5.7822338477286905e-06,0.000601144228044248,0.0013471068940638098,1.7756639669741503e-07,0.00033392997914583056,2.733402082344405e-05,3.3352386607399254e-05,0.0006777553687813409,0.00027264437191143465,0.002580788747809315,1.3084814431962855e-07,0.00031701589511179407,0.0004189136161718565,6.023349354200569e-05,0.0006811953136458548,9.654675495829323e-05,0.0009779982968685097,0.003490452567703084,0.0002628241490065797,1.192974884656195e-06,0.0006565096394157699,0.0006766454841873326,2.135707833472722e-06,1.5671199318223472e-06,0.00011323937333429512,3.0866351652392154e-07,0.00014798134355586967,0.00032635317175344625,7.486486612506837e-05,6.18746074678711e-05,4.035081720310529e-06,3.1020511612744883e-06,1.0356140862199936e-05,1.3146367882299614e-05,0.00010906812705968605,9.59673656675264e-06,1.4345757750611199e-06,5.977877139962118e-07,1.2195324527564111e-05,3.4973589917886017e-05,5.46603313611449e-06,5.76418185782579e-06,1.6767272372764097e-06,0.00013152005005823142,6.292569580734764e-06,8.431377449547028e-07,1.8779706967286813e-05,2.6000551525573457e-05,0.00026093335329280265,2.088917833464876e-05,9.199953572291975e-07,1.2013516046405215e-05,9.068504348297424e-05,1.2390985970611723e-07,1.432184654426294e-06,1.1778938711071163e-06,3.494387961211487e-07,2.6588373533975584e-06,3.7200084603838945e-06,9.367233382295836e-07,8.272783360574465e-06,1.2905468160795408e-06,8.434132788659454e-05,2.028477636395465e-05,3.5917440199817463e-06,2.7254297219059254e-07,4.664133232523682e-05,1.755348953214053e-05,1.2263097159959102e-07,2.7263383239883865e-07,2.5210389087426677e-07,1.1662224892461381e-06,8.420382417995143e-07,4.4114418915830456e-05,1.3835763173819515e-05,7.940562350761127e-06,0.0001421220371491394,0.0010469882288255405,4.995720635081469e-05,1.2256955618905607e-05,0.0013459219509210918,0.00010101088317826523,4.762476879527355e-08,6.886056063382107e-05,2.183003859967947e-05,3.928982236023337e-05,0.0001098885315189424,2.6740336342534476e-05,9.363345236002019e-05,9.973954995246004e-10,0.002106517965447363,0.002889051996180836,0.00020672797907739238,2.0833873581871387e-06,0.0015708352573913231,0.0035925305587150014,7.270217418975378e-06,5.944556962012015e-06,2.7665585744518495e-06,7.469595552422881e-05,5.0024134565340717e-05,1.8408157640426026e-06,8.629796721670857e-07,0.0002773245011282732,0.00019977181251151777,1.990916165039991e-05,2.984582847220807e-05,0.00019686735744439687,0.0002480472519850174,3.121771695280273e-05,2.3827381490981736e-05,1.892601280140127e-07,4.0704238291722206e-05,1.1902681651188018e-05,1.259339268866455e-06,2.4686547466679087e-05,9.878445067368347e-05,2.7514918368165553e-06,6.689615559718476e-06,5.966313883387642e-06,9.038940968153497e-06,4.712207598656093e-05,3.1359977037404008e-06,6.666045467618176e-06,3.1682925722975597e-06,5.519453797120377e-06,3.926174643842373e-06,5.005069821484298e-06,1.1735511082244798e-05,1.4457997047578885e-05,2.2213914566249215e-05,4.812825906697071e-07,3.7255740713337815e-05,1.2950626282481892e-07,4.254677921089467e-06,9.68489593411448e-07,7.411408806667907e-07,6.765792543106386e-06,2.4970593237583216e-07,1.2533207360831966e-08,1.6484130771488026e-07,4.2503802699656035e-08,2.0454242255496524e-07,4.2317549175940883e-07,1.997747900439606e-08,3.1100097919178893e-07,7.925615941317687e-09,8.505348216836239e-07,5.65617264003393e-06,6.9169228122945015e-09,4.3839824748204137e-07,6.0389648837144705e-09,8.246669906952775e-07,2.2684205935874502e-07,2.21969389535559e-08,1.1565174418137758e-07,6.940738161986815e-08,2.2292834245263293e-11,1.3148601096801826e-08,3.085202886499161e-07,2.244216656954734e-08,4.559830268924259e-08,4.023542445885653e-07,2.142730246568192e-07,3.660652834192035e-07,6.784930972614234e-08,1.2444529451371977e-07,8.534730699949478e-10,1.0518208526377748e-08,1.146628569870245e-09,1.7681192288065972e-07,1.401860432181934e-07,2.0469374639731086e-07,3.160492982878793e-07,2.870859105996715e-10,4.156436146374176e-07,7.421199210710938e-09,4.312509993553704e-08,6.587462908491659e-08,2.1950500905809633e-07,1.985982867047653e-08,2.084237622490548e-07,1.6246180223333795e-07,4.635746453374168e-09,1.647731684428777e-08,1.2969877616342274e-08,6.622904580311229e-08,7.292062509378638e-10,1.3830856460117502e-08,4.960555077815343e-09,1.7965555709764658e-08,7.630813674275316e-07,2.095909890087455e-08,3.0169079234809715e-08,8.667225159797454e-09,4.5553097738348924e-08,4.0842411896946373e-08,2.520402997419069e-09,1.1279153167009781e-09,8.269744333766482e-08,3.318803232232881e-09,3.178948344562116e-07,3.625777926785645e-07,1.981807189466167e-07,6.44008939509888e-08,8.504722481816884e-08,5.1126313849181315e-08,4.767218899637271e-07,7.311868834403157e-06,1.1041603284578372e-05,4.8399333474336e-07,1.763401615084703e-05,3.2213523555313373e-06,1.3911426774981805e-06,6.873683000563346e-08,4.2734220428997105e-07,2.2363142422321403e-06,3.651362323608964e-08,2.656881921137e-07,6.196707293959491e-07,3.0253623828357945e-08,1.0225205127056824e-09,1.9592816258295898e-10,3.844111871487144e-06,1.7117577799652395e-07,6.274616515256071e-08,3.406987980625331e-08,1.2769005577339954e-06,1.7001604102340195e-06,1.1639915697969627e-08,3.0203311807142086e-07,1.9383011395923688e-07,7.429753270393746e-07,8.309643486636986e-07,6.452327425687798e-07,3.69252060039571e-08,6.414283060252046e-07,1.0088680295616825e-06,9.497232600352845e-07,6.940553967105245e-07,2.7256853218915467e-08,3.47341585271721e-07,9.006311252335308e-10,2.464048121098017e-08,3.406331994249001e-08,8.2798288003616e-08,2.025028698060538e-07,1.8885939367940807e-07,6.013825903927739e-07,5.616092599858291e-07,4.49739403496352e-07
3N1P+1,N1,0.0,0.0,0.0,0.01961473644347489,0.007044798833310217,0.012454133470276574,0.2421247655385308,0.024568039358145555,0.00984325233162986,0.038909543370960975,0.00794265341519207,0.008851033747810044,0.0021689420098720547,0.002014276031829354,0.06971599219868052,0.041817202417748334,0.3021806746224045,0.19623847070796474,1.019489894815706e-05,3.9000488717633175e-05,0.0009294776324053622,2.4247547013800386e-05,2.308727630850882e-06,0.000410710672848591,0.02446477452538387,0.0008606895576028784,0.0025714563723129302,0.001173146623765442,0.0006369701471820033,0.04100759012687405,0.00017814790163495076,0.0035001320069274477,0.009857916486788021,0.002043788062118246,6.813408495598416e-05,0.0023423097789252445,0.00040676697103414483,0.002329850702964098,0.0010031710075701916,0.0006637433260823222,4.457799832691123e-05,0.00011042164415098199,0.0012327497481110505,3.6586758798806684e-05,0.00010596783493377337,4.790048586045259e-05,0.0004332747663018388,0.0005221959835493006,0.0003633690353606056,0.0007392812944284621,0.0019154445801481401,4.688675753339311e-05,5.813347472294339e-06,0.00011947381305787985,0.0002854775319978131,0.00012866667144439958,0.0008790723538987244,1.8565001662196323e-05,1.3355236783141322e-07,2.1230169955366307e-06,0.00018390111539723364,5.609160611541597e-07,8.409341751169919e-06,4.506440567308978e-05,1.7790222556879343e-05,2.9505625621428777e-05,2.8722823151028365e-05,1.7846956029909933e-05,0.00016069027004439462,3.391159878507466e-05,5.620200094202943e-07,5.771475313665064e-06,3.4761009817252386e-06,1.065342160311289e-05,2.228009532423414e-06,3.1712595083277506e-06,2.1020966665119545e-05,1.5404086783910031e-06,2.408215660487656e-05,1.958618221076236e-05,1.965194249309299e-05,1.504136737384698e-07,5.452084854473682e-06,1.2301696486805014e-05,1.036722827585379e-07,3.4198610183722167e-06,3.7983890492476746e-05,1.7887893436707714e-05,2.4508757845431717e-06,8.099866377619946e-08,1.8364792016001275e-05,2.398830047933842e-06,1.6393738055953122e-07,1.7776206640007786e-07,2.3138886713347517e-06,1.2078964273243287e-08,1.2516923075800435e-07,2.3894638987442818e-06,1.026473941401207e-07,7.006703026668504e-07,5.747369943964742e-06,1.7803003160565822e-07,3.333712832009894e-06,4.30218638047819e-07,5.33044807538019e-06,3.994127197870512e-07,1.9482636322010194e-06,8.724896161105278e-08,2.1373687730807944e-07,1.2049320763374283e-07,1.4907434708888445e-07,5.910606966086362e-07,5.8277947335483304e-05,0.001601314464043213,0.0005098445817353081,0.0022906232286681316,0.000422536001446705,0.00017679813084248153,3.136300016404192e-05,0.00035420717766943,0.0005999452693985496,1.4428597036930668e-05,2.8670708518196975e-05,1.7509612039168232e-05,0.000532901679022757,0.00013255924479205206,1.7494107911186774e-06,6.759919921162094e-06,0.0008985606549494207,0.0001873281180717612,0.00026788423758894453,6.50175223926297e-06,0.00025590495930583046,8.918351466213892e-06,0.0002592851695983889,4.839383604959835e-08,7.731197460003614e-08,5.7531409729305594e-05,0.00013188685549514467,3.2093405974986666e-06,8.061572262185734e-06,0.0003184800836808499,2.0107948768277595e-06,2.2330076587806502e-07,0.00028773917221336376,1.597968789379678e-05,1.9073651766010613e-05,0.00012878675367256065,8.973874610607169e-05,0.00021095573200136108,6.914398358759399e-06,4.786492315611568e-06,2.0516964188699305e-05,0.000468211948913666,4.088809058933052e-05,7.858130524951434e-06,1.3087839123571143e-06,4.367127426219142e-05,1.0495821259226545e-05,0.00019798605591425655,2.039956470856197e-06,1.0630217458285074e-05,1.0755733011347246e-05,4.512668263112474e-05,9.22864984431726e-09,2.3595184257541035e-06,5.890679628528517e-07,1.2456109808045568e-06,1.247282059635424e-06,6.837108361068545e-05,4.793979786921199e-06,3.9422448470105564e-05,3.50615398936327e-08,1.480610239745772e-06,6.881458128216167e-06,2.877756344332738e-07,4.6948009613245745e-07,1.5441980760755314e-07,2.157397371416181e-06,1.122316575230542e-06,4.90563285993062e-07,3.7757689022033247e-06,1.1893382702021782e-05,1.1538614685946413e-06,3.164934012422904e-06,3.809721970560176e-06,4.733204002072e-07,7.262842265376435e-06,6.928486384616406e-08,3.221739479197794e-06,1.56147888397129e-07,4.62531055989146e-06,1.472602768615161e-07,2.74358534557706e-07,1.084586968236323e-06,5.684191237698144e-07,9.800127376280443e-09,8.297788123279304e-08,2.5853580867263304e-06,5.867805557002725e-07,1.6035273131542738e-07,1.4242575763212528e-07,1.5195379403643017e-06,1.3760874897350561e-06,8.513756313277554e-07,3.0274992735002115e-08,1.3379475305441701e-08,8.614172570808876e-07,2.668440659547855e-07,8.840235565799048e-08,1.4608382112868412e-06,1.3476640647880345e-07,1.1146627625358008e-06,3.330900963938177e-07,6.643088301672151e-09,2.7253270751259606e-08,1.0341135294744674e-06,1.231945720991945e-07,6.890828130323712e-09,1.1680762002086453e-07,5.025537319625073e-09,2.8952722441744072e-08,1.6333579111460494e-07,2.56381061713995e-07,1.0029023833624251e-08,9.482107943270535e-08,1.5764212157876045e-10,2.8768130100331746e-09,4.509035100852543e-08,1.4890977340087375e-10,7.325936435265135e-08,6.77554456984808e-09,7.317414540963796e-08,2.7675013392070014e-09,2.6830020871670968e-08,1.143113301793619e-07,1.80371118041478e-08,4.558448418734429e-08,1.5013887755266353e-07,4.839265210776489e-09,7.754191333475546e-08,1.4536737547032885e-07,1.541408383154419e-07,1.1005449440659731e-08,4.325464653121003e-08,5.933986724215856e-08,2.1533662075690074e-07,3.2429579315262913e-06,6.902620291793227e-06,1.7057845251855497e-06,9.986865556754765e-09,7.078483026390359e-07,3.3885851902226705e-08,6.738347138490752e-06,4.7611293485516626e-07,1.7337761848423838e-07,1.4357144344279149e-05,1.878406174160574e-06,1.5022154276067567e-07,5.075143869603949e-06,3.58135743283583e-12,1.0683542939204926e-10,1.805321976355856e-07,2.1364614966046247e-08,1.8961681105267303e-06,2.102971219386518e-08,8.924298100509986e-08,2.5993299246351853e-07,1.2427675639692382e-06,2.1913959535879712e-10,2.308598365807768e-07,2.7771119559538704e-07,1.4496560840626671e-08,2.0399908229329355e-07,1.3937572251876418e-07,3.983250082217893e-06,4.125139595689831e-06,1.8773960035467496e-06,9.314655713410502e-10,8.169833178861552e-07,2.3611613997331915e-08,1.0062361077700643e-07,1.9116874039326603e-07,1.2447866071241265e-06,1.7302592818513318e-06,2.2483132435802133e-06,4.9578727789878485e-09,2.2629766482928915e-07,2.0489154044511793e-06,3.2283340378747027e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.009837726718344708,0.019130487112412276,0.02394061475104614,0.197016231380712,0.01465847948039034,0.007503013883829457,0.0011232993663714552,0.0018326018609138295,0.0217248285407301,0.0038835483809842586,0.28985523830688065,0.14857400986104174,0.003361230590181563,0.0031502592147978348,1.3254762791348185e-05,2.2296491799966844e-05,0.00010593146172777068,0.0027718992096796846,0.00022041956176677147,0.0005538145848653642,0.0006884737878509739,0.03090151848826128,0.00405508814043376,0.0015226661412583997,0.00037609546423333917,0.0034197725545614954,8.720098449988001e-07,0.04993782941208669,0.004058278660298953,0.0005772701850101924,6.200488746799238e-05,0.002718652457749382,0.00161998871847846,0.00015012949357817718,0.002436647611825382,0.00018031739483070908,3.6204671394202137e-07,0.0008811536431032607,0.001207388281776467,0.00013003951457557505,9.052311451540618e-07,0.00023981756431279422,0.000370895606556898,6.085432109559363e-05,0.001584286519000333,0.0013039766252953555,2.5749325072155216e-07,5.320415872445139e-05,6.585490680333095e-06,0.0003893467481437263,5.7657628915741554e-06,6.192723927522792e-05,0.00030454701328075373,2.516395141816119e-05,0.00014531411236973213,2.1233919360597042e-06,5.212617335859093e-05,3.063357942378886e-05,2.6029381166914334e-05,0.00017248128431224252,7.707338755635895e-05,5.3638479666773264e-06,0.00010250902224306913,0.00011454259961229951,0.00010777997734612299,5.868804453834642e-05,3.1836981939648012e-09,9.502736242339438e-08,7.910171184732917e-09,2.0505791509251026e-07,2.2749214356743153e-06,1.3512088585798665e-06,5.338454662329184e-06,8.125207556997083e-06,2.254815646640651e-06,7.421274705876613e-10,1.5328977283068923e-06,1.946866785562662e-07,1.0893021380464774e-06,5.491691717152136e-06,9.842534320902985e-08,2.6249888120943865e-06,1.0899725566559937e-10,3.0494361773492074e-06,1.3254742770030248e-07,4.262343988870043e-08,1.7436333710207919e-07,1.5959524644060252e-06,7.05312932058888e-07,1.3758108166062044e-06,2.1664810412325153e-07,1.0912819492503445e-07,4.952202821151275e-07,3.8811148628248304e-07,6.992247847392719e-08,6.763335562709472e-07,6.841988056116577e-07,1.806085452304984e-06,5.269198011248477e-07,1.2592754483620183e-07,2.132684687516928e-06,3.0538181672312703e-07,9.438118269144979e-07,6.571631239182807e-09,1.9839008214006526e-09,3.4530254211517786e-09,9.88601445151005e-08,4.740376429168691e-07,0.00023696605922718383,0.009197904288432923,8.535494002126498e-05,0.01071958941963791,0.003387383526838761,0.0008008105831129875,9.16623220308388e-05,0.0009274117956081795,0.008186189363980745,0.000541763783049154,3.5469798046472434e-05,4.931250887629801e-07,1.4290129210170477e-05,0.002692665774407965,0.00018636974428187791,0.0033715745602176383,9.323942428807186e-06,0.004533354889674879,0.011521909404725417,0.0011736154432044898,5.55095593490762e-07,0.00041937151648152593,0.0007997286672809523,0.0001957947323258935,5.694093420549606e-06,7.070766916039695e-05,0.001293099506438633,0.0009204638176805169,3.218169796204151e-06,0.0003012376026876318,6.169565216929129e-06,2.137067840868312e-05,0.00028401371605246695,6.720433149975946e-06,5.671973735132951e-07,0.00041742306702863274,0.0002231556568519366,0.00010627661009721123,0.0002313946684562307,2.4487972580811146e-06,2.918979946642253e-09,0.00183348150075191,0.0003641893545012209,5.1883807527186576e-05,1.0812116561842444e-05,0.00039680005782471994,6.429129600693528e-06,0.0002791088700195843,0.00021807320729694268,2.2764211555337255e-05,5.672766302167176e-05,1.9372622470648082e-05,9.593011104991334e-05,9.595928939676313e-06,5.700730421054345e-08,7.326926336626016e-05,7.456827038243574e-05,8.753398980920757e-05,6.229977276239751e-05,3.337498524524918e-05,1.3808953980287697e-08,5.695278094464129e-06,2.1377464643812516e-05,4.699288473908325e-07,2.6765469952838572e-05,3.2164213275009956e-06,1.3186541450327383e-05,2.5133510868080577e-06,8.379981597528285e-08,4.4356830009029125e-06,9.403967037080463e-06,8.950525612672067e-06,4.900399582785653e-06,4.865299940481904e-06,3.4047863639585785e-08,0.0001288248976827333,9.772387632445145e-08,2.462167807859572e-06,2.44080255562551e-07,4.08070239599212e-06,3.737765652545022e-11,1.5662006469518985e-06,1.2755347968962383e-06,1.1668498451911091e-06,8.456412503576871e-07,2.2739846583519352e-07,3.983607062219008e-06,8.704051288610515e-07,1.0274011421618212e-06,3.0815852936072474e-07,2.2288998389186077e-06,1.655148118118177e-06,3.420363507089519e-06,5.911690150739446e-07,1.1454548420886113e-10,2.896632267379573e-07,2.473664828528399e-09,9.608377653513855e-07,2.391617065722329e-06,2.320988827797521e-07,1.0727735499926894e-07,6.599837263365771e-07,3.190200414948663e-08,1.8099354699430137e-06,2.1529053371160956e-06,1.573272414567839e-07,1.0851666403244309e-06,5.252900336927269e-10,2.2366021741326847e-06,3.9156958964170485e-07,4.601034424567274e-07,6.593686396882958e-08,4.532351738362195e-08,2.024427500746384e-06,8.206520574205456e-09,1.0465084221422671e-07,1.8049587691137958e-07,9.662547206801264e-09,1.4733214714901521e-06,5.039530344141951e-07,3.636791312544574e-09,3.715358554146064e-08,1.8465179341120574e-07,5.490007581876455e-08,6.286082765427636e-13,1.4724967334345251e-07,4.743082282487876e-08,5.3305195590880317e-08,5.077928189045622e-07,3.1053826110571947e-06,1.1973160241041114e-09,1.2388756687187197e-11,3.926947167443018e-08,1.1560772383845119e-07,1.99416383694917e-06,4.7667420471686484e-05,8.351370797399227e-05,7.147101246829379e-06,4.7055359519987405e-06,3.087738498841475e-05,7.161334143024334e-06,5.158755300271878e-06,1.903333688968445e-05,2.0421106153412083e-05,3.055973322352301e-05,1.2866706963432506e-05,6.59368430522278e-07,4.8741375635596995e-06,9.334850581410592e-08,2.4912203282489997e-06,2.398080342302933e-05,1.205873959353454e-06,1.7254028712443414e-06,2.12139210642448e-07,7.036567695628548e-06,1.930642978820174e-08,8.823204623809033e-06,1.0609489906610037e-06,1.9957673300652345e-06,4.599800167426338e-07,3.939901787042288e-07,6.458665469111224e-08,4.776795694549918e-07,1.277310334613091e-05,1.5528690320731897e-05,9.753022627734254e-06,1.9320736619476975e-06,8.771693487119592e-07,6.394939466858318e-07,5.628794319534336e-08,3.1297974554256314e-06,5.028500565940064e-06,9.879535000756334e-06,4.298900327937005e-06,6.92690815817798e-08,2.8436152239574852e-06,4.963609294250659e-06,1.9076640012105628e-05
