 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,H12,H12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,H27,H27,H28,H28,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,H30,H30,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,N32,N32,N32,N32,N32,N32,N32,N32,N32,N32,N32,N32,N32,N32,H33,H33,H34,H34,N35,N35,N35,N35,N35,N35,N35,N35,N35,N35,N35,N35,N35,N35,H36,H36,H37,H37,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,C38,O39,O39,O39,O39,O39,O39,O39,O39,O39,O39,O39,O39,O39,O39,O40,O40,O40,O40,O40,O40,O40,O40,O40,O40,O40,O40,O40,O40,H41,H41
1N1S,N1,0.0,0.02360645159511776,0.0008631349002719002,3.1300217706586864e-07,0.001205923326789593,7.718341559015407e-05,0.001633114777836342,8.508964032993838e-05,0.002249616951836675,2.691492470563439e-08,2.522345107780488e-06,0.0001818331558978009,1.0834998517478267e-05,2.6080096859892876e-08,0.008006966999161591,0.0013863299822455266,0.00796249908476332,0.0013139195563400818,0.0011814889820763175,0.002176374371493983,0.002070551678021948,0.006617719643308373,0.0009967173144094232,0.000590945651497865,0.00025351634231896014,0.00046120415399930614,0.00013217449324121056,2.4009443223949045e-05,0.0004145623671603371,0.000163495750095638,6.25796576113058e-05,0.00029384302462792666,0.00019768361071959006,2.0435064894908095e-05,4.639702483871799e-05,0.00021101193243033833,3.388971423490261e-07,0.0002483635442256382,6.179347504686739e-05,7.721760699741509e-07,1.398043659950332e-06,0.0002644198332204528,1.635694729906767e-05,6.46392392499584e-05,1.274357286362715e-10,4.276806039038572e-07,4.780238750110022e-05,2.0433478443993014e-05,0.0001494972986770815,0.00010682029266961823,9.480212170842606e-09,1.5975105659427058e-06,1.0515461489279954e-05,3.764659982041785e-05,8.188692402821829e-06,7.916065587942889e-05,1.1125567600522857e-05,8.094803070068934e-06,2.8842367728598717e-06,2.8229006540092527e-06,2.6454160008126948e-05,5.353928606011138e-08,2.0262278069282935e-06,2.643001700608494e-06,3.861416909972659e-06,3.8804151159810285e-06,3.867980066796228e-08,3.759468270025934e-08,3.4331538723009203e-06,2.785297232854589e-07,1.5427357820341214e-05,6.448428500060999e-07,5.1938920275773626e-08,1.1492981435434757e-06,6.892905339839217e-06,8.432032044813909e-09,3.1752450018740497e-06,1.6910253899937722e-07,1.0180913795343471e-07,1.201342347545431e-07,6.107383231368502e-07,2.3104838842158415e-06,1.5966410638057482e-06,9.63448527624422e-07,7.834560520336709e-06,3.1761209551284253e-07,1.1703183244726745e-07,1.3607846662821999e-06,1.3209729690100147e-06,1.7467919651847907e-06,5.995980934814238e-07,1.496721972749082e-08,9.545721895293235e-07,1.1131713142098487e-06,3.632298697375802e-07,3.161477578617067e-07,1.6750672837684277e-06,1.9983090615571797e-06,5.902178034922212e-07,3.6879835636494107e-06,3.0129288635105667e-06,5.380787033937295e-06,4.817266003875886e-06,3.7346549592864875e-05,9.591978596812378e-05,4.409907252123091e-05,7.171039968467685e-05,3.6196655167353153e-06,6.478636697393458e-06,4.301000391615517e-06,1.0130064328484067e-06,1.3203155970531455e-05,1.5678710086480807e-06,6.039905800170331e-06,4.3720667464164364e-05,9.771552011983431e-08,3.867316810923782e-05,4.1178735976643566e-09,1.7255424702433686e-06,3.2445596100938445e-06,3.0918334559260074e-10,2.235692186935978e-11,2.0925235673374676e-07,3.5680289281470046e-07,6.564430396482912e-08,1.2056543088889704e-07,5.693569946341182e-07,5.875103697983164e-06,1.354929537678018e-06,1.6734258645456634e-08,1.109621807993122e-05,2.928325315787461e-06,1.8516621125286292e-08,2.9509079402245675e-08,1.9431107545209159e-07,6.185431146443765e-08,1.0337368128165991e-08,3.717323697471908e-08,1.7879459138225862e-07,5.0993959249678866e-08,8.329093683645539e-07,1.6402432878592776e-07,1.6892064969020737e-09,1.9583686605706419e-07,2.298676795575716e-07,2.0295231339950703e-07,7.326764135395791e-07,5.006344940827745e-07,3.351274744378685e-07,5.284101920466355e-07,1.4394281881990878e-06,2.6232746835885834e-08,1.1342177197448677e-11,4.72446452792763e-08,3.705517181984419e-08,1.271247912493223e-09,1.433529206451567e-08,1.122875435743964e-06,1.612507877224445e-09,1.2683415873127046e-08,1.2529142168204999e-09,3.487854449701899e-11,1.559863349598345e-12,1.3325520686890968e-08,6.900258631148404e-08,1.3221659322937285e-09,1.944113670049319e-08,3.390965203076135e-09,1.8304138760250055e-09,1.0796477045715847e-09,3.3077794669988947e-10,6.168484889546022e-10,3.937543846532776e-09,1.390938475509529e-10,1.9862134159609468e-10,1.6264530611209693e-08,7.432843229793207e-11,6.241502426007628e-09,4.542170417565217e-09,8.410803387093324e-09,2.6989233070651153e-10,2.3032487028729065e-10,1.0055456467483737e-08,5.187434704012617e-09,3.30621818811494e-09,2.7223087673000634e-10,3.0203867185107924e-11,2.232940110591386e-09,1.4238610290817633e-14,1.6522400114737934e-10,2.0907053865926173e-11,4.61151117292502e-10,3.764319300714192e-09,2.4400088616260973e-09,1.822029999098973e-09,3.174477947176513e-08,1.360990462551115e-07,1.0176768316938478e-09,1.3788374886303245e-09,1.7945012142916994e-09,2.9537748469365965e-08,3.3053877412925203e-09,3.8807494107118146e-08,6.09940431495204e-11,4.04566935507944e-11,2.2799022947328496e-09,1.9111027482754395e-09,9.422179703122424e-11,2.284306077626752e-11,5.1880825191474855e-09,5.978034511855412e-09,8.702566889340346e-09,1.4831710720697444e-09,8.433245657357702e-09,5.97959748382948e-09,3.1740365891153033e-10,6.038292088561548e-10,2.809545929238766e-10,1.2356955458869834e-09,9.445866311352802e-11,2.2927759690816174e-09,9.320264005019396e-10,3.361559114400947e-09,9.097729514184749e-11,3.4564850981411155e-12,2.102791829550199e-10,3.186829244938849e-09,4.3376890968005455e-10,2.4714232327305297e-09,6.523541928871168e-09,1.5002873610114875e-08,7.019858028201043e-10,6.287264042725837e-10,3.5736702486133254e-10,1.8052442873894847e-09,6.02254401904645e-09,1.1361032115075886e-09,1.7897419102297363e-09,1.8194519724179514e-08,4.53189707982915e-10,2.53759707691259e-10,1.5394605035190523e-09,6.3950365572496e-08,1.5747350090578038e-07,1.4572414741564899e-07,2.851871556686092e-07,8.689456709731758e-09,2.5746036413920592e-08,2.63924642140978e-08,1.220784140443243e-09,1.0693519136850682e-07,2.1496271429555236e-10,6.5998622678087315e-09,1.3966171968915475e-09,5.475743830585245e-09,2.9445890170620714e-12,1.6748919895448466e-07,1.9004555751322982e-07,8.584141397705025e-09,1.3068068849264591e-10,2.07260436591028e-09,7.588159878224587e-09,6.254812445760649e-09,2.732267967431312e-09,7.992451145355517e-11,4.987077417695218e-10,1.119924597503541e-09,4.984386237083527e-10,1.697686435875312e-11,2.2087029427630966e-09,1.415583789077246e-09,1.3867941517364812e-10,3.191891195797325e-15,2.133085375000121e-11,4.47978520945469e-09,2.3108569502383602e-09,1.4547258953001574e-09,4.636128148050034e-10,1.1142446798562133e-08,3.344934285109957e-08,2.4596785941355392e-08,4.035507483735046e-09,2.9761342057454954e-08,8.263663309193703e-08,2.607287719058604e-08,2.154099354445549e-08,1.9988957933314566e-08,2.3794743952976205e-10,3.2380556014288686e-09,1.4747812471238575e-08,5.280099024673746e-09,4.05111111323464e-10,3.737522874525112e-09,6.191269052990833e-09,2.9096867137923255e-09,1.031262186756976e-08,5.5531146347931326e-08,1.45686573915782e-10,1.7677510788516315e-08,1.2159687035051547e-08,2.648366881352615e-08,1.92188370773394e-09,1.8318679906315083e-15,2.3920666697430093e-09,9.958303764934229e-10,1.183907666346684e-09,6.948340514068008e-10,3.4148301963909944e-09,6.854214973373018e-10,3.309599927447948e-09,2.684293187726894e-08,4.170446876727851e-09,3.730764586151736e-10,1.8465229345565604e-11,1.789286496745035e-10,1.2883815819764166e-09,2.162879597644718e-11,3.4901989631741515e-10,1.5920059714957802e-10,3.700914991133786e-10,2.688087086255564e-09,5.048104601002024e-09
2N1S,N1,0.0,0.0,0.016893616634127362,0.0006028678992078262,0.023773213192578968,0.2654897161048271,0.029052399018671515,1.5950659459917915e-08,0.03863018234126825,5.282258360272962e-06,9.8389765257334e-06,0.0056166097670729,0.0007404408023661269,0.00016451707910780655,0.10721223211832909,0.1588908422567914,0.10601695376797471,0.15725718517412135,0.0035011797712678483,0.005853895728321401,0.021324803464566333,0.06975569282921024,0.007788185341799814,0.04123274502848373,0.06333568677106971,0.15720490098384454,0.03262986729940742,0.0016212284020242773,0.02412681626095381,0.00977422664782912,0.005222678581514817,0.018104591481852728,0.006254049988228871,0.0001552709150640652,0.0002774829344021068,0.003212055078645193,0.0001215226447008888,0.008591611012355393,0.0019585323769684138,0.00011159225829660002,0.0008030360426527494,0.001100218992048596,9.466048920714343e-06,0.001195969246036821,5.9552332716927836e-05,9.752762454295905e-06,0.0006629470437731211,6.328656886123163e-05,0.0038919589690036283,0.00024335833053168443,2.3985053766661935e-05,2.0554540993700243e-06,6.857944615257239e-05,0.0009505595062093697,0.0001716455774092296,0.0026848902936471575,0.00020906910856011152,0.00040203378494219066,4.304705081281668e-08,3.058672984801447e-05,0.00038606140873076455,1.91684551693605e-05,5.416071465669248e-05,0.00013840411526966356,4.8185363823449734e-05,0.0002068736956895023,5.175352757458285e-07,5.8619629594858225e-08,0.00013773547217743598,7.34105383370931e-06,0.00041323279458760354,3.1624655532080936e-05,4.618429958913595e-06,0.00013394702764601973,0.00024849075874389115,1.1907449148473859e-05,0.00016874994050386505,7.794734163235617e-06,3.3891388159901226e-05,2.014734190591838e-06,2.5283908180462333e-06,4.645635899480638e-05,5.149255855485535e-05,4.75013337561947e-05,0.0001316296403652828,4.489482918312859e-06,2.789536885927646e-07,1.201486969648613e-05,2.9463922025296796e-05,9.970094876088353e-05,2.1066067390718146e-05,2.5585922667215044e-06,6.05774695565664e-05,4.843711724888955e-05,6.187849602934392e-06,3.1906401178893873e-06,6.598446063144081e-05,7.886804841250594e-05,2.9101784535301434e-05,4.852364260798936e-05,0.0001201296638209115,0.0004251864514444037,0.00010680129154305718,0.00022233994258025191,0.0005853437028635611,0.0001465302044851846,0.0005595127054194293,7.419012084719512e-05,5.905379459658633e-06,1.054369427411217e-05,4.896272023380277e-06,4.615065783530881e-06,1.5447835320259173e-05,2.7919727675129735e-05,0.001400486720263494,6.647036613482982e-05,0.0011988278720806989,6.87044636396017e-05,0.0015761070064272964,0.00035524122729491125,0.0012890472242848006,2.3017303296679614e-06,9.729123651158744e-07,7.423569125752927e-05,4.2092985749198064e-05,3.130206005508285e-08,5.617435048455022e-06,2.371725450567297e-05,7.011322984196156e-05,6.601205315703851e-08,0.0003751407128813611,6.328450159642784e-05,0.00010419292636543176,3.3911001371400573e-06,0.00028468198773445863,4.6728422220532195e-07,2.79972575620846e-05,2.642231038074705e-05,1.0703274206269597e-05,2.6283696417550573e-05,2.9089181294406075e-05,9.15760350128636e-05,2.692652144364871e-06,4.626508893768033e-06,2.1810389700060995e-05,2.0636695163389618e-05,5.892573601151696e-05,2.5751937902107613e-06,2.0748531870395936e-07,6.77186071662561e-08,1.0769479876771015e-06,9.845191772939188e-08,1.0300134316576504e-06,1.7501856129253923e-05,1.1922564010058423e-05,7.094458114309532e-07,6.283439617504882e-07,2.3178508176346924e-05,3.5001465059636416e-08,3.0225200120526097e-10,1.8113373863037907e-06,4.90379449935574e-07,1.2203259411869283e-06,1.6352939180563908e-07,2.457383101006627e-06,2.8311660571489483e-08,1.3001801897338794e-06,7.580504035598068e-07,3.3266616483729194e-07,9.988528471005509e-08,2.125572962086153e-08,1.0217477242058237e-07,1.6713510131438625e-08,1.2167797747153486e-07,1.6534531752654402e-06,3.1558590896096916e-07,3.6762504151965913e-09,1.4833463790608903e-08,4.9200798990511885e-09,6.58535993736109e-07,4.102316086829205e-08,8.942897089525559e-09,5.637531983460065e-07,2.2384018194543387e-07,8.030442177897612e-08,6.724120216183849e-08,9.27740062550697e-09,1.512380736201635e-07,6.604137237076202e-10,5.974444938772194e-09,4.407314069254653e-09,2.267992282867226e-08,1.4598094910667214e-07,2.259879479105109e-07,6.479447955953788e-08,1.5320779263028328e-06,6.584535046538775e-06,8.956688812844504e-08,3.0647891779977954e-08,1.2531158688489086e-07,7.878002028505193e-08,3.303220363903847e-08,8.830862978648213e-07,1.9067906364966802e-08,1.684798967005463e-10,2.4742552429124487e-07,1.8325182238321247e-07,5.944680303571204e-09,7.842022395898596e-07,4.222987421975688e-07,4.456458233548233e-07,4.153743229373674e-07,7.0328101120509245e-09,2.625001624956269e-07,3.5494437033989357e-07,1.5581652412777203e-08,4.8351900261423e-10,4.394222319348273e-09,1.0440439623948805e-09,3.3463409820910783e-10,3.897578126910162e-08,9.906369968781803e-08,3.6907273592845513e-07,4.676172560280634e-09,7.288136760763564e-10,1.668759019857191e-08,2.63187602378423e-07,1.385473469284193e-07,2.717626634840542e-08,3.3828650458644915e-07,8.191629845555326e-07,1.205000543791357e-09,3.849772678421459e-08,1.5517898077632708e-10,1.1861277293689909e-08,4.3089762691295164e-07,4.5251583813410434e-08,9.004226830811035e-08,1.3773751497137e-06,3.6024871308271145e-08,2.2402610211358365e-08,1.1844964542540026e-07,2.3753701872131217e-07,4.650101387060346e-06,5.285143124478253e-06,1.1690539317488202e-05,1.578123143275434e-07,1.348630394026884e-06,2.0059186831566933e-06,8.339970869464253e-07,2.102355697530811e-06,3.7273117925451515e-09,4.4424364453732323e-07,1.7684615549740101e-07,6.316569436393138e-07,3.864859987601221e-09,2.1531593894508205e-06,3.035963117348217e-06,8.071027530753838e-07,6.952634601375962e-08,9.031844161455638e-09,2.7262435065011914e-07,4.0312697224820226e-07,1.2956538864017375e-07,2.916644703532256e-10,5.962314553187298e-08,2.821458622292994e-09,4.2295198010577906e-08,8.167450271656662e-09,2.207839537859968e-07,1.1516577380632498e-07,1.7546389008415986e-08,1.919536307681824e-09,3.3313651837119096e-09,2.691142135802238e-07,1.3888059946509657e-07,7.25174178484167e-08,2.7572084171367806e-08,2.2594160342670477e-07,2.8583991871222736e-06,1.517974042908321e-06,2.127655838624065e-06,4.9773053891755126e-06,2.1022038301232726e-06,1.1502320114153974e-06,6.417352382825925e-07,2.8984041744450906e-07,1.019914943611866e-07,3.615187660344077e-07,2.7568799345623063e-06,6.421551119739632e-07,2.7260436130660537e-08,3.448896035429527e-08,2.824382878685583e-07,1.8975550020172705e-09,1.4964486139135147e-07,3.601675698128304e-06,3.9250974026572294e-08,9.880519913352259e-08,1.9717800858742862e-07,3.0323841984092326e-06,1.7321228296118818e-07,8.353311020670162e-08,9.478284823671856e-11,1.8449947392085164e-07,7.512758082306448e-08,4.098207484481975e-08,6.704122830214487e-07,4.4529839371421076e-08,1.6675080560801803e-07,3.0436366382780022e-06,8.21644121629106e-08,3.440421636469182e-08,3.5920241447939816e-08,4.674974354301753e-07,1.9201899381648957e-07,7.680620583983e-10,4.050126678478705e-08,3.898805434054964e-08,1.5216365034653734e-07,4.2109379183585816e-07,4.3984857311940573e-07
3N1P+1,N1,0.0,0.0,0.0,0.004713456112123371,0.02556131716443355,0.018225695240420503,0.24132469839570936,0.004484771176887836,0.02784710352140296,0.004731722679864436,0.011769398338929316,0.010016422579820716,0.01246060176846675,0.016994319843239403,0.22402609799761874,0.10713683175130395,0.13931675757534823,0.09001725709204011,0.0037207068215550088,0.02346274265913495,0.012643493865956756,0.0903835749437194,0.007209167490889179,0.005725948693989569,0.006900291512735635,0.04260343390355548,0.00047410685230664384,0.018329055019771445,0.005556908500347291,0.006823852640916561,0.02320047688005067,0.00403074222733224,0.0016052509855311037,0.00014058950892170685,6.261939913088099e-05,0.005136885114483292,1.0326142993566378e-05,0.0021644768121462654,0.0008530508476618515,0.0011711408598809037,8.382402188145122e-05,0.0006477463880303347,6.3505234555449874e-06,0.00032249417863727814,1.2888489277829152e-05,4.12935529947589e-06,4.093682162586987e-06,0.00012649581548274114,0.0002564953009072113,0.004609423788051181,1.7444373484831743e-05,9.294494516698393e-06,5.678032408695799e-07,3.537665453912098e-07,5.450951982322039e-05,2.7930830215350255e-05,0.00018602467906303488,3.3213676786658652e-06,6.0553906119587e-05,0.00016915459839506042,0.00013597989828406654,6.502523652862635e-08,3.1903430430801905e-07,1.8003228824170492e-05,9.989408779875752e-05,3.5553043214786584e-05,3.704224336154027e-07,5.997429650683728e-06,1.489116008723812e-06,0.00012336171459015333,1.562092110996005e-05,6.721838324619256e-06,7.34802920732136e-08,1.5381025676219906e-05,3.6950822894343816e-05,1.6794045731849394e-07,8.946213652105683e-07,2.9022066182271544e-05,1.1683506828674695e-06,2.4943271281774315e-06,5.6556002103747005e-08,7.053429449399573e-07,1.142577656487731e-06,1.6187507282161562e-05,3.43294866067545e-05,7.604459701937571e-07,1.0636516112327854e-07,3.056414510371752e-06,1.3605896579171883e-05,4.359992529234802e-06,2.2636725427460647e-07,4.657652237893828e-06,1.0767089235752536e-06,1.663379040106605e-05,1.695075804164503e-07,8.501290018614327e-07,1.2165584539758356e-07,2.189342773739611e-07,0.00031403873260904547,0.007368848055665733,0.0029441902185030067,1.1091578294042392e-05,0.013138541140903293,0.0009118144598385669,0.0010613184781695928,0.007912072493769795,4.9283324373039505e-05,0.00011362056481245553,0.0016875955603445902,0.00251579650585132,0.00016885220453288774,0.0023579007997580614,4.6538095978654326e-05,0.0009648048629360417,0.0004610536960352185,8.222793894407943e-05,0.0030675069106465003,0.0003765213079174323,1.613841332570587e-06,6.124386909389656e-05,0.00023769843201737473,7.561942777956077e-06,0.0002850789787722796,0.00019005152557571847,1.003115261299925e-06,0.0010397032855657962,4.4470560305764906e-05,0.0015898061718302436,0.0004188777282454481,0.0007484387589231645,0.0008030362777744493,0.00021745118470084535,0.00010650559356450984,2.469980984187714e-07,0.00031302265767285675,1.0637958317127882e-05,0.00015929491935162687,0.0011239196747292457,0.001095094474923508,0.0007089318673021427,0.0005896556142070963,3.285283895149149e-06,1.59156870487287e-05,0.0004785182285882428,0.00027885328586840785,3.589599943776278e-05,0.0009968094686234608,2.5612477473568873e-05,1.041101493015617e-06,4.4708034145468645e-05,1.4186331234622429e-05,1.0428403296458555e-06,1.4594135566703414e-05,1.3631545964454261e-05,2.0130168041365692e-06,0.00015282921983672537,4.807671241824352e-05,1.9434358215608682e-05,4.754144868890364e-07,1.4874430268818628e-05,5.8868464159367306e-05,7.175396197212081e-07,9.249769181707279e-07,2.3382016767214964e-07,7.272494529697582e-06,1.065827390789309e-07,2.0078966627146144e-06,1.8034163524749403e-06,6.22437021879918e-06,7.422362703013441e-05,5.766439599153017e-07,2.2948468738626104e-06,7.599197652030654e-06,2.953379091064079e-06,3.2603990231638846e-05,1.9250452554242514e-05,2.8399327334227564e-09,3.900997969097375e-08,1.0152639795535379e-07,9.011793098423482e-07,3.96242683109449e-09,7.030991255874142e-08,2.4378902008237446e-07,2.452429370691789e-10,2.7545728791267265e-06,2.424285078239663e-06,6.054190080373445e-07,1.9945420204336983e-08,7.071769414501716e-08,1.155040803224594e-06,1.8980038469784688e-06,3.6550202553442546e-07,1.879707132168562e-07,1.239479185954906e-09,2.1875631528445183e-08,1.7871729265372949e-06,4.0260780043155364e-07,3.7706321176500524e-08,9.688617663705656e-07,2.3850601493791146e-09,6.336512243798609e-07,4.882398396688359e-07,8.442980661271804e-07,2.1460748955703934e-08,3.16232517949544e-08,1.0776976400173055e-07,1.3799372311495972e-07,9.291072244899112e-08,3.327404529684941e-08,3.8737265706245694e-07,3.897580214129448e-08,1.194218675060199e-07,1.7847572308937742e-09,9.688596103174518e-08,7.79537114858897e-08,6.491738080427467e-08,1.2709669316990357e-08,9.088324759431998e-09,7.2956667374057815e-09,9.363124542360879e-08,1.8330164808233462e-07,2.2489030637729e-09,1.1946791000916335e-07,8.338594259527099e-09,3.019696759309909e-08,9.899151498515835e-08,3.689561012265585e-08,1.5702927846916737e-09,3.820744831628531e-09,3.637142542700644e-08,3.946220283879143e-08,2.573179580522833e-08,3.152118592808506e-07,4.7548365245120294e-09,4.223835059491421e-09,6.08621024689171e-08,2.5921139901186052e-08,4.830602962080377e-08,3.807650106324445e-08,8.362230308200935e-08,3.1798144117800575e-09,8.815170815523743e-14,3.67409529467011e-08,8.009149894405709e-07,1.692848923262602e-06,1.0820168414582554e-06,1.124595803148054e-06,2.9857904548791225e-07,6.316134459893874e-07,4.940002451547798e-08,4.0149596713945357e-07,3.3881413230574253e-09,1.8615428754031882e-08,1.1584084136373463e-08,7.770863508227421e-09,5.516453960296985e-11,8.505709070405487e-07,7.438888989685921e-06,8.005273199884755e-08,4.826805519719812e-07,6.075540071037722e-10,5.032983363406629e-09,2.0574308035037348e-08,1.7057501633388483e-08,1.9394806649586371e-07,7.020113379496706e-10,3.4189495679015636e-09,3.858795949440719e-09,7.259552159410987e-08,5.832475391542857e-09,1.224071732863763e-09,1.1365980157052036e-08,5.319679141635447e-09,2.0771789399631757e-08,3.9360975367941364e-08,1.5907763994960078e-10,3.864200071035384e-09,7.648504052326643e-11,1.7767780815525214e-06,3.3424769245282704e-05,3.0356060142011643e-05,2.8058024418076144e-05,1.6083648387343885e-05,7.076545896378406e-06,1.8149990292481988e-05,6.781825279134068e-08,1.1910503790790727e-05,3.189925295288276e-05,5.011615901384658e-06,6.424331094656566e-06,2.205922108666769e-05,1.437917885938056e-05,4.139731446528572e-09,1.193268008847781e-07,5.239400664436289e-07,2.3492002285685487e-06,2.251414787934891e-08,8.647109890347338e-07,1.7081711778388353e-07,1.5175479286533289e-06,2.962305147846678e-07,1.6385908407912098e-08,7.167167659360985e-08,2.9970389883171578e-06,1.232656359873019e-06,1.8987900141098635e-10,6.205782552282102e-07,1.6913191027256858e-05,1.3495929218620972e-07,2.2202756535527612e-06,2.2443751271694623e-05,2.712615022382181e-06,6.608914482342243e-08,5.305666257449104e-07,1.0159340035897912e-10,6.85021967838928e-06,2.043102875770586e-07,1.296276429973986e-06,4.855637093292842e-06,1.412871968264895e-05,1.1429183068401016e-05,1.4057775873599354e-05
