 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,O21,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,H29,H29,H30,H30,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,H32,H32,H33,H33,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,H37,H37
1N1S,N1,0.0,0.023908571245071952,0.0016498699050704335,3.910973132015272e-05,0.0001678779149703047,0.00010161413619136361,0.002951673589502102,0.0003224937109851389,0.00020029981732783142,0.0001146521179271609,1.9966180979186232e-05,6.445340948219025e-05,7.16305093892422e-06,5.679229156452248e-06,0.008025647424191762,0.0014589253791932322,0.008200957285797505,0.0014283685608407204,0.0012212348327030609,0.002110177075067776,0.0020552197624139623,0.007236660759725622,0.0005614188135241172,0.000624198350914984,0.00026691931882050213,0.0005403172289975,4.8767442013541995e-05,1.987204706344059e-09,0.000654233601973836,5.990531669664012e-06,0.0003152305578301151,3.7451380126812817e-05,0.00021670774278970129,1.770307052983977e-05,2.4415074329792175e-05,0.00016482625096991832,7.797979575840941e-06,0.0002916673699313588,7.415506151353668e-07,5.569840297203754e-06,6.263883536083981e-06,0.0001966251504219585,4.769850157071431e-07,1.7862902333104502e-05,6.036684321170105e-06,4.91537832172928e-06,9.546828479239933e-05,2.370087300168633e-07,0.00011644652259512611,5.998683556551754e-07,0.00013020707161470746,8.975325780746779e-05,7.603328145422417e-07,8.264239091504422e-06,6.363838229939134e-06,4.1760464535745e-05,9.428882044026921e-07,3.5472858317397993e-07,3.4072300092446994e-08,6.035416616034794e-06,1.1226514722073588e-05,3.629609007793633e-08,3.4351787235598064e-06,2.3589206130103513e-07,1.61550748611905e-08,2.8873842127241645e-06,3.2958300127394757e-06,2.111280135275173e-05,7.838119530756416e-06,2.6854998738112812e-05,1.1084662258520339e-05,9.393352318198822e-09,5.6907109345250007e-05,3.322574126474187e-05,5.1196928867458524e-06,6.437444718954133e-08,2.229482660209836e-06,1.7863711421206574e-07,7.870217424571502e-07,3.565122914939156e-07,2.7242319787124103e-05,7.274102617160771e-05,2.1625133314606693e-07,4.335423819945561e-08,3.5165217848742714e-08,2.2089637363720271e-07,5.079623388581922e-10,2.4080804461590333e-08,2.033785180266534e-07,2.2238367882732035e-06,1.8354289459399098e-06,3.2336630900742236e-08,3.469184401694303e-07,1.3565505457835414e-07,1.4497114341760486e-06,8.092276487792205e-09,4.8167967170442694e-08,4.6607931469822006e-07,5.398945160384194e-08,1.8059915367629742e-06,1.736007981811838e-08,2.7952090839722388e-06,1.0185457544498178e-05,1.995193392723138e-07,1.6769087507473301e-06,8.028287898476094e-06,2.6935647670089935e-06,1.388104221566877e-07,4.2627762636415767e-07,3.7457125678930225e-08,7.586838463025103e-09,5.142953940773243e-07,3.4973861806619766e-07,5.0356296910081255e-09,1.6610200659350483e-08,1.6249769752008092e-08,1.5987628851910074e-06,3.2898421897797903e-06,3.244479546804513e-06,7.756556730242892e-09,5.585767581806067e-07,3.2615648912770467e-06,1.9528728301132503e-06,8.261302197887233e-10,1.699518420439361e-08,9.84445608365192e-10,2.286484085400886e-09,2.771353924124753e-09,1.5411871778781006e-10,4.60570692695228e-10,4.906863593223676e-08,3.6663159619365615e-07,7.858780293190648e-11,1.188320395417719e-07,3.4618698241395407e-07,2.603091076025521e-09,1.958112538780199e-07,1.2056879938882048e-09,5.517773082885924e-08,4.869081529634833e-08,5.770493527457177e-08,2.851277880466796e-09,6.665308499853584e-07,6.975305200107584e-08,1.8241433874521817e-07,1.3394493381113648e-07,2.5433314232437e-08,4.676712348716805e-06,1.0094988783349024e-05,1.3700384158932266e-05,4.337037640134156e-08,2.895164830163388e-05,0.00015467133292168533,4.113448391240837e-05,6.9843209082876e-07,2.574109324582352e-07,2.623792318806606e-05,7.671514471230267e-06,2.784274435563283e-06,1.3959755373882388e-07,4.6528203800910717e-07,3.3589379440090994e-06,1.900989123049257e-05,1.201372878667506e-05,1.7701270449421713e-08,1.7626748394228287e-06,4.545315412940454e-08,2.4048749682537007e-05,5.870552530762296e-07,2.4031251574796464e-07,1.9585245862180356e-06,1.4456456814970764e-07,1.2734591992025202e-08,6.607184012685785e-07,2.4160988576493736e-07,1.0116346933486398e-06,2.4921484236273272e-06,4.1338470193608146e-06,5.0661439243704365e-06,1.3247028118890114e-07,7.623076170304444e-09,1.0722980632316137e-06,2.157152014792274e-07,3.2246122999568527e-07,5.540515113366951e-07,9.29357414913845e-08,5.578446343745824e-09,1.0952928422292008e-06,6.087662865472687e-08,7.772438093134326e-08,4.662156747325952e-07,2.9196849182788753e-07,3.878149417158028e-07,8.860778955011028e-08,5.7442186562894904e-08,6.944753927484726e-08,2.1264033978063424e-07,1.0407179268367983e-07,9.879002865753606e-09,3.510532178840897e-08,6.385503464878539e-08,2.0285612578607726e-08,4.1637226999569066e-10,8.907453352691164e-08,1.4394992464694667e-07,1.2967374884986782e-07,3.9550656727449507e-07,1.0583304188571674e-07,4.164913687265681e-07,3.354792732501721e-08,4.3316953357575017e-08,1.1692382839711968e-08,3.8047369255167496e-08,4.71199348983653e-09,3.3421414247225556e-10,6.841651187250442e-08,9.199277145599538e-09,7.254191899952467e-09,2.035207249395654e-07,1.464291183861377e-07,5.5157544753825505e-08,3.6061656549790655e-08,8.418217328776123e-08,1.5181758650228971e-07,1.589567199644648e-06,3.33398753271652e-07,1.4855112575595797e-06,3.3270619592684625e-08,7.048149286426053e-08,7.124479672881989e-09,1.9482070401366514e-08,4.921858171025306e-09,6.843869915229561e-11,2.2236062174885163e-07,1.0043368438295008e-07,1.8198196838348224e-08,2.278287336565654e-09,1.0964133378976726e-08,4.01600033228533e-08,2.5796613734030416e-08,2.3611294444059183e-06,1.8715940357516558e-06,1.084665695061382e-05,2.9960711300791587e-06,8.352621239104963e-06,3.034512026101055e-07,5.598375096838026e-10,1.1777727704220808e-07,3.27269539912578e-07,1.186084927495834e-08,2.087769193637179e-08,1.2441873739610365e-07,7.355453801594081e-08,9.72301038570933e-08,1.1123027499060356e-05,6.527830298530546e-08,4.909380984630118e-06,4.957158930007921e-07,2.8695826881364184e-08,2.9791245470534022e-08,1.201316348620196e-07,1.1349048389952543e-07,1.5448076817747847e-08,2.672113641466467e-10,3.006617177447879e-11,2.4137634890841753e-08,1.7788679418373476e-09,5.869878472175571e-10,1.1689714696228037e-08,6.180151224111086e-09,6.302016825054935e-09,1.3888832306463428e-09,2.883804306463844e-14,1.980530339729114e-08,4.101796236000155e-09,6.684019560054821e-09,1.9685384433643094e-09,2.7677040437268374e-08,4.621906111168528e-07,7.797905654527426e-09,8.572695420205889e-08,1.97828234071995e-08,1.4447176788223715e-09,7.83900908074564e-09,6.441916888810795e-09,2.569317147926853e-09,1.6957360515768016e-10,2.75284461892511e-10,7.853643069211103e-09,1.0514800141692149e-09,6.151568143764052e-11,2.084350247955058e-09,1.106803537709311e-11,5.504168232306483e-10,3.5486724669908654e-10,8.248124405696444e-12,1.6550745218779639e-09,1.2898862394861155e-09,2.6709925937673518e-11,7.816146341266261e-11,3.6739788988882083e-10,1.181160724783581e-10
2N1S,N1,0.0,0.0,0.0304753271788214,5.5089277837261363e-05,0.004683863957925194,0.26611532463735044,0.049422261093574615,0.0015577828190140863,0.005687071125707099,0.004585965300814676,0.0001342332769500576,0.0028946787499877225,6.96854300463734e-06,0.00011867966210910019,0.10874931119717823,0.1631823661205427,0.11168056363057888,0.16172255680187053,0.003404959288108911,0.00513529205583696,0.02172417257933512,0.07529110111762938,0.007168510119744731,0.040310713398512554,0.06688628449012679,0.16520855466043693,0.012467651565081006,7.684238134686439e-09,0.03357767946888757,0.0004467327833410639,0.018484298803221444,0.002604261343486014,0.0070205703914458795,0.00011211106411801453,0.00016947611127093865,0.0019690698479140067,3.643574217004897e-06,0.00917286682153895,4.86234310694833e-05,4.17054798118599e-06,0.0001423419869803766,0.0004478428342560292,0.0002964076960645379,1.9329093364106598e-05,0.000467130231730728,0.00013908257373995703,0.0016971472729416792,1.0561138696907335e-07,0.0026721790186630123,0.000402307666719004,0.00428745119187024,0.0032949430951836334,5.840948920088351e-06,3.681925906295902e-05,0.000129563381510156,0.00048729990146645363,8.589228580468955e-05,2.8204935569320355e-05,4.413048334539482e-05,3.758720112845282e-05,0.00016142906401261925,5.6835814230549175e-06,0.00016189611916317403,1.80511695058172e-06,4.7978689021732635e-08,0.00011991071312489332,1.0516688259798457e-05,0.00016897491288769828,4.94431528017536e-05,0.0006322438967560906,0.00011590905051850342,4.271344593131943e-06,0.0003765203118342164,7.335818903131397e-05,4.3241676795258144e-05,8.6275075767972e-06,5.6062821642832716e-05,1.0511171565363853e-05,2.935021773131652e-05,2.323978849561037e-05,0.0004078168018883943,0.00044060094643594283,3.245777218108259e-07,1.0898348747012676e-05,3.0709927507643897e-06,1.8373193655385478e-06,6.149610870753719e-06,3.3108977728346645e-06,3.5346589477569523e-07,9.463258113129314e-06,1.8455621690449675e-05,2.4498270769779396e-06,1.364976317064226e-05,6.975581646972984e-06,5.983922105956552e-05,1.5062716185454406e-08,5.554128356788368e-06,6.031560229491362e-06,7.423827876884559e-07,1.317750575458021e-05,3.2928917370611543e-09,5.1239056944485384e-05,0.0002136940398709264,2.608494231282066e-06,2.136462890334201e-05,0.000123003068137173,8.218015461780581e-05,9.915153401873766e-06,1.7362860051717277e-05,4.322094646624919e-07,1.5511308553151082e-06,2.2197275738156108e-05,5.943341206293695e-06,1.261153981246821e-07,1.5178664991566393e-09,6.215992103264512e-07,3.936463890452657e-05,9.107079738379653e-05,9.999567782337238e-05,1.0431419816825382e-07,1.4007193339882207e-05,8.092330663567182e-05,9.532203662354632e-05,3.8795606061015064e-08,1.6735125574207643e-07,2.2295048029974396e-08,5.407084335828927e-09,1.1512918884903911e-07,1.083891199016307e-08,2.9944870982845373e-07,5.225320265367372e-07,9.19647429586945e-06,7.906631793730412e-09,8.827380155729259e-07,2.7373862825808004e-05,5.563751588333332e-07,2.1157221219425537e-06,8.59500363326049e-07,4.06246117234943e-06,4.391009486903741e-06,2.5168526145424863e-06,9.262484488292699e-07,3.492638316338059e-05,1.7005771639766465e-06,6.258584344553952e-06,3.6847233180203887e-06,4.4281511284216535e-05,3.177429690603972e-05,0.00015868508131999803,0.0012204007254550397,6.976220821908186e-06,0.00023143130096991982,0.0015096478130400826,0.0004403163271389232,1.3484574008515438e-06,0.00022156780495152795,6.823966714453178e-05,0.0002239675525144147,1.6004227239019286e-06,1.2483846763222672e-05,2.734679761307035e-06,4.857054485496448e-05,0.0009379294561284723,0.00043806064541573875,1.205580076923951e-05,5.257344193321245e-05,0.0005131672753395655,0.0005989702235695837,2.7669355575632437e-06,1.2955835918093683e-05,8.123230855172636e-05,4.402527497471276e-05,6.588786035433003e-06,2.9901612826677137e-05,1.3846701563124952e-12,3.155510295238528e-05,3.2347078615657665e-07,6.385419991472574e-05,5.382831791633791e-05,2.7961332343728884e-05,2.423205828128161e-05,0.00017274917371734588,7.690686169681271e-06,9.176475469496737e-06,5.8138750202108014e-05,8.015370234204511e-08,1.1095274410344302e-07,6.348132567901565e-05,5.083830401098055e-08,1.0826197760493983e-07,2.1323546914864266e-06,1.8943225689405097e-05,2.13497006305019e-05,6.084546528839496e-07,2.1974748429798296e-06,3.3225408468950945e-06,2.6866659350588407e-06,1.0798966651792696e-05,1.928274799833929e-07,5.106909732877085e-07,1.0451223945162624e-05,4.976419276658817e-10,3.9775273830144897e-07,2.6409647841951767e-06,1.5222267437664527e-06,1.4788696390155565e-05,4.265543488157775e-05,1.2204926939318739e-05,2.3324639569999306e-05,7.761162153396839e-06,2.2001476695177047e-05,5.720150618060416e-06,5.3842032663453665e-06,4.470331904649072e-08,3.390132803371415e-07,4.755171805204128e-06,2.0229839010621475e-06,4.03749149224808e-07,1.2713189950996906e-05,5.496748788580419e-06,5.122314162164798e-06,1.4001593404699975e-06,2.0638947972884125e-06,1.7182031424312072e-06,6.844890249269042e-05,2.1734984336330143e-05,4.692338940825991e-05,1.4001621285508747e-05,1.595091832262696e-05,9.974747865904021e-06,5.02623523512824e-06,5.282813160256694e-07,8.392187855754685e-08,2.4950791246203252e-05,6.93829882680852e-06,1.3675688921299667e-06,7.575821263650084e-07,2.2931606702414342e-07,9.609242984431887e-06,3.906138288378713e-06,2.0536420271222156e-05,3.5191680671786685e-06,0.00030287641276594,0.0001030610770236251,0.00014520261826289627,7.303781236167595e-05,0.0004837702052928883,0.00013791857052014578,0.00043298650357570523,5.533504867649697e-07,2.1760139912174736e-08,3.159028399335462e-05,8.335994974517646e-06,2.6882101676006798e-05,0.0002420345910429944,0.0007024135456425995,9.023959288878558e-05,0.0003138471277783772,4.333361651731593e-07,2.0871983639203506e-06,4.214429196292002e-06,7.992227573971888e-06,2.2082487527441685e-07,1.5406212705570965e-07,7.993992978683195e-08,3.363887923768516e-07,4.392476617987029e-07,1.0286182683394429e-07,9.221658650027109e-07,2.452539578090551e-07,1.02709630533937e-06,5.350136156323515e-08,5.799875246736974e-09,5.79791432642196e-08,8.086401552809264e-07,1.0288513592193738e-06,1.631844619431888e-07,8.658936856420496e-08,6.364447317164235e-06,6.753556114347248e-08,1.1627191551788485e-06,9.964736491507864e-07,7.662140055764155e-08,4.7350070975227254e-07,5.373318496815216e-07,7.368260623863421e-08,5.085187826381343e-10,3.0505513226586345e-08,9.988560210061337e-07,1.1820498357906217e-08,1.322839935369302e-07,1.5499595429346869e-07,3.1183948312474286e-08,3.6535894309963624e-08,5.044774198381674e-08,1.0651338255840415e-08,5.785225787313664e-07,3.812323012830632e-08,1.5590788882136053e-08,1.6820351111945797e-08,2.682221138528007e-07,3.716389667118847e-07
3N1P+1,N1,0.0,0.0,0.0,0.0006425081301641988,0.017035019774521487,0.030647077711730475,0.10774147206588536,0.00035685266003504523,0.019323581788185606,0.0024254244392376556,0.0006129217341579452,1.634976664055543e-06,0.006480633840894479,0.000816935161314758,0.0011665897338386522,0.0056099468141601605,0.12838364522424728,0.049926515344909106,0.003970763947047429,0.017538523373264336,0.012016731533075475,0.08931330441205976,0.009106219829447593,0.003873129664439645,0.01653090463256479,0.03729339728728309,0.005724912430272067,0.04056910848502704,0.014926416034724888,0.0016967240486387425,0.012398930082155646,0.00741161422417802,9.013845485394967e-05,0.00041553289340834354,4.1228239588742e-05,0.003718289046015233,0.000633325755480918,0.001311926922108686,0.0006470738062738235,0.0004752113003840819,0.000842947017668294,0.0005030261639267231,0.0002974003712399309,0.0005148059399788796,7.3929545134632235e-06,0.00022098134740167197,1.145461053009278e-05,9.567230335938426e-05,8.763416205592733e-06,0.00021966865043410166,9.864748106291898e-05,4.368897631223945e-05,6.161747637678516e-06,0.0002303467303650386,8.652257856045509e-05,0.0012994446524117187,0.00019588799784164834,2.5873884685889692e-05,0.00012920102391600352,0.0001458828306155624,0.0003462454535219095,0.00017462761846021024,9.890730290562644e-06,1.9168817207537714e-05,9.529468760094417e-06,3.525969416195984e-05,6.035572639473408e-05,0.0017701595368557754,0.0004342120319407172,0.0011278879581135826,0.0009386925034342575,4.597936759065391e-05,0.002741398509698012,0.0011201518930894494,0.00029057620622729985,6.151770090001563e-05,0.0003348792235531306,0.00013659837999213664,0.00010142967852422302,5.035146734888585e-05,0.0013069058916670429,0.004280579651982475,1.1154555901171648e-07,2.078904693147976e-05,1.6385292056497747e-07,1.4305177611362296e-06,4.0940038156911385e-05,3.696473471759276e-06,3.9437091819749526e-05,8.849277399214373e-05,3.904048770531077e-05,9.804178093153482e-06,2.479850490355595e-05,8.70337091285478e-09,0.00012889382404868144,7.572507396469419e-06,3.2616327549916946e-07,2.0543058765198907e-06,3.448446454168419e-06,0.00014705996819541767,2.338880588537151e-05,0.00011941075791011002,0.0006302842577787793,1.7370853278908527e-05,8.491027883250624e-05,0.00036846820904568034,0.00016675746927719004,1.3576406241888606e-05,2.7684708182373896e-05,1.7166244766109173e-05,1.1443668901378601e-07,6.251734991757907e-05,9.096243577033647e-06,2.474314664713262e-06,1.1243916686609623e-07,4.364649991650538e-06,3.54027320326189e-05,0.00013197861752978213,0.00018971003398871034,1.0716346166006474e-06,2.6830887953188665e-05,0.00012840173209038852,0.00011892886042286221,2.5982553886194637e-09,2.0092490782275263e-08,2.4517558874226353e-06,2.2858085479970924e-06,1.885622902264572e-08,7.294740456131876e-08,9.327203542852658e-08,1.1057713364959199e-06,2.4063840701415984e-05,1.1211438577518607e-07,1.001713424164663e-05,3.477196699286367e-05,6.457378285418258e-07,7.069057581521321e-06,5.097053370484161e-07,1.4843200091263498e-07,1.6691530380086306e-06,1.185438204509559e-05,2.137630294996029e-09,8.664614921194413e-05,9.795856375172107e-06,1.5081659544335935e-05,9.640743791727857e-06,0.0007584884981737261,0.01636838045967748,0.02760634758763869,5.437753869408368e-07,0.0005157029188920248,0.002345069060445848,0.0007731409488749286,0.013982022896680935,0.0009266777778966784,5.0317083275519536e-05,0.007224277865102824,0.00041558586571133205,7.956914132467574e-06,5.0195159690735736e-05,1.343438787837492e-05,0.0005654284692084843,0.004626414687596725,0.0061125748400310265,7.039646089390672e-05,5.899981392110121e-05,9.73820180178997e-05,0.005746239314906809,9.439242239039913e-05,0.001974812717895791,6.922517357677016e-05,0.00014494470692305583,0.0002450615114064636,2.9443425699771097e-06,2.130080761553188e-06,3.951926336798195e-05,8.373209603407261e-05,0.0045121486572679,1.503037772909721e-06,0.00010563280751041404,8.894360093503195e-05,0.0013819216815895707,0.0004357686532610039,0.00010353556083209092,0.00011007057007050847,0.0012551449464230924,5.123042011945245e-05,2.2953658381563713e-05,1.536732834095389e-06,3.592191018908508e-05,0.00012749434321523978,2.9568222108089515e-05,2.057462111881847e-05,2.2793664916420653e-05,1.8379445863470067e-05,8.162230901076484e-05,2.227117336550677e-05,5.136309548459117e-05,0.00039272557757175086,6.643970837649782e-05,6.397989249284919e-06,1.1722690504978317e-06,0.00013079223881140578,0.00011394633575445567,1.170774224013016e-06,2.663908022615402e-05,2.543504603025326e-05,1.3940735765771706e-06,1.2610401858292875e-05,3.053173485145777e-06,4.176172465619743e-07,1.5020194865655867e-08,1.6679890801896136e-08,2.4729652122301715e-05,6.162003223231238e-07,1.2949626437830375e-07,1.527381699761854e-05,1.6150682484727952e-06,6.447321189817501e-06,3.3543006243696993e-06,2.699654890747638e-07,3.6579713995621432e-06,3.0996446915843023e-06,0.00020126546712395665,0.00014889476673562996,2.489291312635089e-05,0.00023003636140961348,0.0001048406920722833,6.589350289409879e-05,6.9403073474916255e-06,7.849665555559326e-05,1.1864465887523323e-06,1.4728962302257287e-05,2.986802449811421e-08,1.483893074638587e-05,3.7225188468603676e-05,2.1669071238683557e-05,2.3792002190603512e-07,1.7140261016734826e-05,3.6480705039476646e-05,2.0005921045340713e-05,0.0005857758242187039,0.00010699678753534059,0.0006260721009101466,0.00014041942993436862,1.382898992074999e-05,0.00046539654587185453,6.826353407873853e-06,0.0022170160095891234,7.254467828055056e-05,0.00011908082891753935,0.0007138495234497721,7.375777704154984e-06,2.1289621022546612e-05,0.0001158632755138278,0.002215966884310472,0.0003567619363900043,7.566282049387141e-05,5.036685570392052e-06,0.00014667131231727026,3.318098772364664e-05,0.00011074420258561091,5.3725146874405993e-05,2.4064541288559838e-06,8.223616167368775e-05,2.9518823607688205e-07,0.0001338317429664393,6.325305689069971e-05,2.056986003751149e-08,1.7686195175059538e-08,1.5993848483386586e-06,1.3747454231660683e-05,3.357904199141615e-07,2.6525152301282162e-06,4.4080948763625116e-05,1.1524114995609125e-12,1.6729991528130483e-05,7.2070664991485955e-09,1.1302149260039585e-05,1.600936290202526e-07,1.8702474009923975e-05,2.7155771331610623e-06,6.457616492649976e-07,1.8647402404425861e-06,3.8962956772081725e-07,2.693422146649027e-06,7.37396131045287e-07,2.2482484823171944e-05,3.679495252306708e-05,1.2135164491056116e-06,3.2275843373508195e-05,2.4393770363673184e-06,4.911918001226923e-07,2.6429200863375968e-06,1.0081312296517098e-05,8.928724819057265e-06,1.4952459352457481e-05,9.36653645822183e-06,1.643399567541337e-07,2.9793881746176254e-06,9.748832474176794e-06,2.225932908395123e-05
