 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,H18,H18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,H26,H26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,H31,H31
1N1S,N1,0.0,0.023585318783165832,0.000167696498261094,0.001572128298261255,0.0003747297656544468,6.562233342988222e-05,0.0006779094890663195,0.003000250747742239,0.0006098813152379812,5.009452404280967e-07,3.117310533082285e-05,4.227312646237769e-06,5.544494915848963e-05,0.00010183173294613102,0.007884288496731395,0.0013264087044035922,0.007938725594341944,0.0014285382221769227,0.0011680470830883194,0.002206363480560025,0.008214553738860042,0.0008259408861051032,5.229347605872903e-05,0.0005954523528315381,0.0006756265647682724,0.000135863137683101,1.8581799950956324e-05,0.00038328819081609455,0.0004263103816705971,4.634086019347783e-05,3.0801292637133715e-05,1.809946240133309e-05,0.0002472023348125685,7.799137966335579e-06,2.089487390780076e-05,0.00017309780857721613,0.00013909783522825236,4.999029232277685e-05,4.196299189973551e-05,6.777427686399662e-06,0.00022481608251734286,1.0406806684182257e-05,4.011794369374044e-05,5.095242259944843e-05,3.38291219587894e-05,4.666037220721342e-05,5.476908955803772e-07,2.365674012239083e-06,0.00012050882284131426,5.962904393985724e-05,8.804867100442593e-05,4.892245408305573e-05,9.742044527749627e-07,7.53780942758242e-06,1.4805200713174926e-05,9.245562188286982e-06,2.0103603535964742e-05,1.706956285030259e-05,4.314030600882646e-05,3.375227164292838e-05,6.169592006699531e-05,2.2310367442379686e-07,3.7513712705106173e-06,2.048384823127858e-05,1.9416361407564864e-08,6.203237101876091e-06,2.3450254810208904e-07,7.063125469775056e-07,1.4556862482084654e-07,3.1308452824174715e-06,5.420795925470401e-07,1.1379228905816774e-06,8.596529893489802e-07,3.754655798937634e-06,9.11556709470851e-06,6.734540331843064e-06,4.1391780225552566e-08,3.8022087664124626e-05,0.00010760755182492865,6.770297675562365e-05,4.275929400943124e-05,1.0102070446826872e-07,1.6257517864215476e-05,1.2206211063958694e-05,9.286858421164723e-08,3.08043265756508e-07,1.9752618527352217e-06,5.466034514345353e-06,9.617504266312693e-06,5.0809793424866356e-05,3.356214417760128e-05,4.546713361364141e-08,7.75090942095602e-06,1.1930217447275737e-06,9.459811600720514e-09,4.637787196781762e-07,3.912444603570986e-07,1.16674850059173e-08,2.429296624972821e-10,7.728757731029212e-09,9.09125700970792e-08,2.7409073237727455e-06,9.558026747846782e-07,1.1829435652588316e-05,2.022738516682665e-07,1.6258101807054004e-06,1.5546667109234136e-07,1.0626634010524327e-06,2.99296315953157e-07,2.0838339664930317e-07,3.589198702136365e-08,3.800228645656212e-08,1.4091352568135207e-07,1.2039240188110867e-08,4.188269684402002e-07,4.260859562066344e-06,1.4444865026330689e-09,1.110645626578588e-07,4.601954388672169e-07,2.6393782803779686e-07,2.6169955091859265e-10,6.092743600749628e-07,9.968269718552136e-07,1.8658996960851937e-06,2.1386976900572563e-07,3.1700982311422266e-08,6.167305000026602e-10,5.318910978324709e-09,1.3391465863987762e-07,1.816636166773744e-07,1.1815154055128119e-07,7.514823713306029e-07,6.838872412817665e-09,1.065776356057313e-09,2.991235703575512e-09,1.8802692736130666e-09,3.793762193282646e-09,3.2759775114854506e-08,1.0703506081455316e-08,4.936051567483446e-13,4.3759353474115414e-08,1.6741258934693803e-09,3.042337118341898e-09,2.6757006221789226e-08,4.005129561335252e-12,5.888150522714852e-10,2.544054233943882e-08,3.721856400851209e-08,4.394729247181317e-09,4.871590930655145e-08,5.772220201816225e-10,3.3822731282384666e-09,4.5942665227727275e-09,1.4033570527871575e-08,1.258017023886282e-09,1.1864885074430731e-08,3.470160825358448e-09,3.42429196109606e-09,1.300741248044801e-08,1.0068168521115695e-11,1.0358921498365703e-09,1.0723930077283228e-10,4.1156966723576716e-11,2.233658813466377e-10,3.672419257583215e-09,4.2381242959521614e-10,1.4922552082907714e-09,1.78476244894199e-09,6.962919130160117e-11,2.1380297532402892e-10,4.1847192377986175e-11,1.2666934168237276e-10,3.668176873361517e-13,1.4171686046893228e-10,6.732319146607324e-10,7.375421384736569e-10,1.4971704986876944e-09,2.4194765635421334e-10,4.626898864046325e-11,4.63642735315517e-11,3.185051666854122e-10,8.271183737917909e-11,3.5541014575812824e-13,2.7442714767289544e-11,1.985123176950765e-11,1.649707037643111e-10,8.954992303245035e-10,1.0134937333816652e-10,3.606293041968911e-11,1.3500089934836979e-10,3.957412175736863e-10,8.803305306948062e-12,5.6449983576456475e-12,6.14801265452769e-12,4.748423876321795e-13,6.046330103259834e-12,4.0214082064338186e-12,4.000655362546013e-10,3.9466030443691125e-10,5.8830718074887045e-12,6.558453780058926e-10,1.82522885694425e-11,1.02646713351362e-09,3.9067304946627246e-10,6.388898299292123e-10,7.363737397625414e-11,4.762856775641922e-13,1.2165030094379858e-10,4.6959491850628865e-11,3.0531133177191805e-16,1.6071521891092289e-10,2.6068007752400035e-09,2.0254908861261356e-12,5.809464020956057e-12,9.654642318945861e-08,9.407622347801237e-08,2.689395595112387e-08,1.4586206797950751e-07,5.086114773789063e-08,2.1983548537107822e-07,4.188145052985703e-09,1.077265524562776e-07,1.8438512938701024e-08,2.517615646513427e-08,3.887057398177518e-09,3.710514118182573e-10,5.448048678857731e-10,1.9815677987367053e-08,6.5897544088144855e-09,1.5685101661944145e-08,3.9554528541430045e-09,9.56093373361e-08,3.628026767898973e-10,5.311306949806749e-13,1.4802946202152611e-08,1.9299063014344142e-08,2.572669632883162e-09,6.385634243599725e-10,2.1652048695641746e-09,1.351208617217381e-09,2.2002319410852067e-09,1.3905223361643237e-09,3.784486751756688e-09,1.0645413661691805e-08,1.520017445244548e-10,5.1293934211216197e-08,1.5472058301213565e-08,4.916127727128128e-09,4.300889422381715e-09,9.210556761729549e-10,8.648859406434894e-12,2.7317405282278884e-10,5.271157260677839e-10,3.0356185620750153e-10,6.112381364942188e-09,2.2780535791078194e-10,5.739645647651059e-09,1.9531396833194492e-08
2N1S,N1,0.0,0.0,0.0016916678285627818,0.029534378010987794,0.008243756782303269,0.2645566946943485,0.006311441505749027,0.048979235333746374,0.013376883785843674,0.0003404394712271941,0.00038317600893478243,8.013988220567647e-05,0.0018274995382361325,0.003835276041778135,0.10541497132791067,0.15784726210791833,0.10676048763962509,0.16090740738323595,0.0036128070740533147,0.006270771639656392,0.08458209583260157,0.0062640631781616385,0.0005618752513227854,0.042319150307124964,0.19524873615104443,0.029165928190480805,0.0030994716843721903,0.025638013272289983,0.024539285557077184,0.002552073917885922,0.0015617806493097852,0.0012036072435106515,0.007197356974283586,3.6094212525927816e-05,0.00018025892292183876,0.0021525835453708453,0.006110956735990936,0.0015769972102681606,0.0006097696766018679,2.4128933961975463e-08,0.0002880719084612515,9.144195458610227e-07,0.0012238671726128025,0.0009610362073684264,0.0006331344315508858,0.00030531312427894974,8.071477320070741e-06,2.134557041788554e-06,0.003636683592147971,0.0022214569381842075,0.0017308134468407843,0.00012389951143765288,7.084876056939748e-07,4.9674520705922376e-05,6.896500610920064e-05,2.8384208048404247e-05,8.609185692631804e-05,0.00012535764502841218,0.001086816123459844,0.0006101832931779683,0.0013947851205786677,5.3568052586161485e-05,0.0008306526235024592,3.5649951654281864e-05,0.0003863347869139666,0.0002465874863195605,1.779346626507028e-05,7.631567227539549e-05,9.507823528265291e-06,0.00014735677487021093,1.1935027640852525e-05,2.264690333886321e-05,2.933283575767831e-05,3.6311301806701834e-05,0.000655541533650883,0.00017419030970433624,5.805005853787293e-08,0.00022526732445804498,8.101835886620279e-07,0.0005904631157895857,0.000783872159285437,5.7232037380616774e-05,5.789408086265269e-07,3.273362167433014e-05,2.5689214076418665e-05,7.750612140977609e-07,1.4961590835360639e-05,2.185582583491552e-05,0.0006722099054741193,0.001582753154551586,0.0008582138521142646,6.373283321181589e-05,0.0013435228047224967,0.0015441653999994642,0.0006857643211426456,4.642414232680636e-05,4.5606011391807755e-06,1.1089799997865413e-05,2.8296955729700812e-06,7.474017488284801e-05,3.0452510739742422e-06,9.217137160177913e-07,1.91203076491675e-05,0.00041074482033254256,3.2703328356475936e-07,3.474552161808475e-05,4.961545550408175e-05,0.00038052091691875845,3.395048110199639e-05,4.639872502121278e-05,4.815553949977236e-05,1.1081117562206089e-05,5.140612264753486e-07,1.2177146108349746e-05,1.0245855474266818e-05,0.000302596158586077,3.187805883264616e-06,4.028952103940497e-06,4.034127104945995e-05,3.971810647662721e-05,7.540728557131615e-07,2.1764178188554695e-06,3.760543729747212e-07,4.168727805176076e-06,7.312376517631947e-07,5.056790159052582e-06,4.858843158261905e-06,1.4158827839061416e-06,4.288957377029945e-06,3.223427546927837e-05,4.263522789038632e-06,1.211484081498071e-05,3.519830404918878e-08,1.3038315760383057e-08,5.075696742018465e-06,1.2655531351768445e-06,1.1285660810322895e-06,7.047671215509865e-07,2.364313542724261e-06,1.1582305083912559e-06,2.7409823624147123e-06,1.3036715706959967e-08,7.748740471491544e-08,3.1527808859177497e-06,1.3223004113882553e-07,3.3152733891483877e-09,1.5529913430789577e-06,1.0547716242648164e-06,5.180447213426476e-07,1.559493112424093e-08,8.729361677950465e-10,2.9714462890240156e-08,1.6506744771049853e-07,6.650289163800949e-07,3.414451832384202e-09,1.4292603767174228e-07,8.44443386327498e-08,1.7837660903907704e-07,2.4422529332213117e-07,2.255196052125541e-08,1.4463694686384088e-09,1.7191784951187117e-07,6.90776646994351e-08,1.6721908524530704e-08,2.719007889950831e-07,2.3850724062413065e-08,2.0001407463610121e-07,1.0125985738795862e-07,1.2135403792967736e-11,1.4880896515023778e-10,2.861377801366416e-09,3.6788971868872977e-10,9.618981167136553e-09,2.5850166451846235e-10,1.2914388225482298e-08,7.771524312971678e-09,1.3903154627570302e-08,1.7821208508905784e-08,1.1418781031835579e-08,2.894706918610268e-09,1.2799218351844388e-08,1.6338161490381253e-08,2.7501778632199603e-11,1.5684520349168452e-10,1.3491989747649313e-09,1.019471174146247e-09,3.917848179213479e-08,1.7819972164545561e-09,5.338406605659429e-09,2.9732327710974005e-09,7.568152771142422e-09,1.828465823194847e-09,1.6056365126360106e-09,7.34972527283162e-10,1.056497112017496e-10,2.0355250818226978e-10,5.834888128219973e-12,5.022158244827324e-09,1.3843308721561698e-09,1.1586312353983885e-08,1.6609092323705e-08,3.3516482922379964e-09,1.5763532257295765e-08,1.5566383737564138e-08,1.3871673587573241e-08,5.652637469211186e-09,1.0400036387636646e-10,2.0588140081656547e-09,3.047653240884074e-09,4.5998937991953426e-10,3.289069461231975e-09,1.8384936950610609e-07,1.3427006173571954e-09,6.260458818019288e-11,4.962870783220552e-07,6.875773383541173e-06,7.527232392945393e-07,1.2265783911669104e-05,2.087931703531609e-06,5.21624006211141e-06,8.781511162681e-08,5.805729719199348e-07,1.8971728321659498e-06,2.5225490116742577e-06,8.118707752746701e-07,6.670802221719896e-08,2.9416195479470275e-08,1.5352473883289974e-06,1.871194199587478e-08,2.1609653977350263e-07,7.713766518868681e-07,1.1512762063681237e-06,6.914649830491726e-08,4.4715253721960835e-10,5.429115628174941e-07,7.271216158066807e-07,5.350727310116099e-07,1.6654265966309367e-08,4.907083628324926e-10,4.7629987509623106e-08,2.892449464386715e-07,4.886718445451521e-07,4.1869809619399234e-08,8.477154538333309e-07,5.847872097675122e-08,2.789881637710323e-06,5.255013899585492e-07,1.0526534754973227e-07,2.8917019001539757e-08,3.4439532869967593e-07,1.2098224644319089e-09,4.024196109675415e-08,5.983250561669706e-09,1.4266021475251023e-08,9.175486928025833e-07,1.0615663903479344e-08,4.1213628421132853e-07,6.172588298269943e-07
3N1P+1,N1,0.0,0.0,0.0,8.003934946376745e-06,2.6934216835083902e-05,0.004260329212946612,0.290959311666668,2.92655228939509e-08,0.0001495222331069357,0.030977125613362855,0.03567185157804298,0.0033093545563078752,0.0025034978427695975,0.0057635576182353265,0.1432631623959142,0.08962879305493487,0.09151100577466087,0.059240862238558734,0.013776957829177539,0.09599611997863278,0.29608558617214387,0.04357711776461226,0.001894090661791914,0.03871170055876316,0.1171966853807076,0.01524439355710916,0.0006859764071251995,0.01963236108524624,0.0148564583167623,0.0004229934933757118,0.0012462390921275102,8.560427225301481e-06,0.005007795901176504,0.00017261095792164838,9.752120493522476e-05,0.0016976704718287827,0.002652162253540258,0.0009189857241462818,0.0028718701061460905,2.932324949966869e-06,0.0007698955235615479,2.0569740266651593e-07,8.955874211746817e-05,0.005856098930266507,0.0009503224873737004,0.006752512175934644,0.0004023598507540971,0.00035071983139056684,0.00702637534682049,0.003120784502735674,0.0025017825085171808,0.0007352278150842828,6.811049191313145e-08,1.100338610005025e-06,8.385051442361124e-05,1.8114417616343914e-05,2.5422307148303958e-08,1.7863679520502274e-05,0.0012944524483100572,0.00032269566161735597,4.3048841336101873e-07,4.188070814592493e-06,3.467206196416939e-05,0.0002835958108873271,4.035931810530968e-06,0.0002736669126304214,0.00015384777460170085,8.242083200382666e-07,1.908580936205162e-05,3.703120776243907e-05,5.1764995476766273e-05,2.9789396881252372e-05,0.0001639744695995926,0.001586522096448384,0.00014898755794146012,0.0029298502192314224,0.0015892488962574447,1.9673059034719387e-05,0.004776504641558432,0.0003345704818289441,7.331051333592242e-05,0.0013076815429600153,0.006640995484344714,0.0035020832832362014,0.00014839374958541818,2.5660186093512394e-05,6.323538670471862e-08,3.313670129401203e-07,0.0008110791887512292,3.410612495180487e-05,0.00041624087684599687,3.2660733855216506e-06,0.0001181644957903849,2.188739684516605e-05,0.00020696313425982993,0.00016707202630894535,3.1333127459287624e-05,4.5523358949139947e-07,1.0299332942054207e-08,2.1311436667614814e-05,7.537408856972405e-05,0.002275366199952611,0.002036264955527667,0.001518530845682431,0.00010865527917047757,0.0004677916494357781,4.335061196947265e-05,2.5044899449433444e-05,0.0001242573850595008,5.6988215122011354e-05,0.0005166566731498179,0.0002725472212172786,0.0002099776063875236,0.0005039492661964573,0.0002943310337966132,3.1899956474568114e-05,1.0877650258978022e-05,0.0002620771248449394,4.1572786764199066e-05,0.0007661255143278645,0.00036386948834410404,1.1020246942994305e-05,9.026848041049362e-06,1.4764913292886206e-05,3.2866989786661804e-05,6.955403964115092e-06,8.161833930153684e-05,6.322061537278323e-05,2.430208774573117e-05,1.8813719153687458e-06,2.0150978343291825e-05,2.4144359671574023e-06,8.061506064915847e-07,2.7354321963990458e-05,6.3858310767273e-05,2.7257275734271502e-06,2.2831259034017393e-05,1.752304015223416e-06,1.073778194582431e-05,4.576036462644595e-06,1.3860614789251713e-07,2.773376153619722e-06,5.77226228783978e-05,1.4517566792493497e-05,1.6661405588536127e-10,1.9395999746540937e-05,1.2026598158687563e-05,1.141268176851895e-06,4.450340150086163e-05,2.671844329515949e-05,3.134194681564395e-09,4.4664857012932657e-07,2.7054707363305397e-08,6.355561321669256e-08,4.1999285960159227e-07,2.3747131727702708e-07,2.9211936425355134e-08,5.995999008412412e-07,1.1734531728535558e-06,4.186770028447029e-07,2.280046139668812e-06,5.248388443845897e-07,2.4479158380330546e-06,4.602403280706824e-08,1.1241544304319007e-06,1.7301859163154631e-06,1.1514182993721533e-06,3.2297395469171875e-07,2.0408563727869478e-10,2.0533406086542527e-09,6.390699081038065e-08,2.7308191263841763e-09,1.55363104603623e-08,7.7439432200066e-08,1.6582187267744075e-07,1.2705736462947925e-08,1.1409628797309779e-09,1.656297321517286e-11,2.5433184225320815e-08,3.4422444894488535e-09,5.4515327807536096e-09,4.648384788197291e-09,2.2100299368332799e-10,4.933721431399363e-09,1.0311729248257961e-07,1.7823964970631323e-08,1.18174336094512e-07,8.500857795468164e-10,4.1722437948976676e-08,4.323793323379732e-09,2.9577281068782213e-08,2.461927772756667e-09,4.678842646654857e-09,6.922360462624511e-10,4.115042750996167e-09,8.132583495523704e-10,1.7373080751781345e-09,5.163879279734829e-08,2.913760566158885e-07,9.670016876128784e-08,2.140246069259888e-08,2.7945606717594274e-08,2.7267077484793845e-13,1.778496905302518e-09,2.5107924628287037e-08,1.200561938752287e-08,2.5565489503165395e-08,7.831863402252282e-08,8.332130541077731e-10,8.631932280067645e-09,3.471612775030053e-09,1.4914526680342988e-07,1.7322469680891572e-08,1.9951824192787626e-08,7.15872321643829e-07,1.1091743304714186e-05,9.061313735347909e-06,1.3915154526866758e-05,1.1384249205548258e-05,2.580945793528855e-06,3.6633324831392144e-06,2.7418684203084354e-06,9.261324737330767e-06,7.65579059947008e-06,7.810737703284332e-07,6.642163330905504e-06,2.9830179713252747e-05,6.116177359016817e-06,4.897725025543309e-08,9.620308127900046e-07,1.924399528618892e-06,4.67839741480347e-06,9.954078494800456e-08,4.5270516002560157e-07,1.6233236399543216e-06,1.4363923579452376e-06,1.096104143893939e-06,8.419723975805482e-07,1.2569263629913507e-08,2.6758619764422065e-09,3.9205569457578804e-08,1.970901477799103e-06,2.9047603411491707e-07,8.43889467105896e-06,1.5542290503489653e-06,1.3190475269375668e-05,1.5946899001306747e-07,1.1659395107166404e-06,2.779511856232375e-07,3.009447846480384e-08,1.365967570166049e-07,2.8887185765658074e-06,2.152316601389259e-06,1.709938857175075e-09,1.0399059308330294e-05,4.158650888097526e-07,7.057591803860674e-06,5.934201422475027e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.01971527665424233,0.030564609425744127,0.0002758192717782215,0.1340962731119939,0.022509195646414515,3.7515940463084263e-06,0.003032642988280987,0.004818744575380007,0.011230884965193866,0.0011701942505690788,0.22056892077979828,0.09532594037288256,0.0012541237523064908,0.005790127937324474,0.0023346753702500056,0.012020298370520877,0.049414493076338495,4.0757184827100446e-07,1.2494660735384855e-05,0.0016903552970242153,0.010031319307314934,0.030421814995053698,0.000584768449452433,0.027611227893507895,0.037696476947342905,0.0007231910124145813,0.004126987382159442,0.006506399840820132,0.00793022330528359,0.0018105278926392465,5.431477682726893e-06,5.307546437904875e-07,0.00014035376501109198,0.0026090418059632192,0.0004432764300945635,3.980501000944159e-05,0.0004299016384989862,0.0005841763144940337,0.00025748475485443123,0.00017364427615640388,0.00010236801212126778,0.0006520750243508289,5.4827841559079715e-05,0.00025235811143264897,4.334693936414169e-05,0.0001037837013329046,2.6292105435476998e-05,0.0030713666830526343,3.125326786701521e-06,8.663596550251285e-05,0.00029785353494671263,3.343147069978514e-05,0.0001407370788983897,0.0005639757415298874,0.004150469082736308,0.0004428444681239263,0.001970702294164184,0.00022633227939961031,0.0003311476860625717,1.77571796156073e-06,4.30736891599004e-05,8.653585460716151e-05,0.00017511908571754553,0.0006075575643258446,3.197498184004388e-05,1.2611432082421103e-05,5.419857505639669e-05,2.0897730496738376e-05,0.0004840250687223602,0.01184129258069877,0.0010893856419085246,0.008319932310943745,0.012427518051886022,0.001996579257763642,0.009853536911750282,0.00023590999150790992,0.0008310652854905953,0.0003782955955959899,0.003183256793356959,0.0018189793544278743,0.0003558684422335645,0.0007779893006432115,5.660448565159015e-05,0.0010738136397838716,0.0011043623598334662,0.0007657255659818674,0.0015286848702134037,0.0005812197622674375,4.9687357071448446e-05,2.1146632355417694e-05,0.00017731050563130069,0.0006669152980438575,0.0006472415017950706,0.0005574864255948331,4.131790771322308e-05,1.1691795553936402e-05,4.000487666488972e-05,0.0015457841257755511,0.0021203715803359557,0.0001586118764138611,0.00034247900504480455,0.00014581531929769298,9.49789803694756e-06,0.0001871500620556077,0.00024056808610239955,7.082400002689226e-05,0.0010693542226023478,0.0014421164861451174,9.313414806677578e-05,0.0006413773004492196,0.00041092259568742406,1.8328415684720767e-05,1.5058012313051705e-05,0.0004464224923559357,7.388632523719352e-05,0.0007895498738474949,0.00020885466883058257,2.1779459650872468e-05,9.268352728275531e-05,5.929940242577203e-05,1.0315262795046465e-06,5.326061749766353e-05,0.00022055135325271813,0.00014878231710158119,1.8359316289462413e-09,1.8671799229652564e-05,5.360687720123991e-05,9.875456332242294e-06,2.057780579711732e-06,9.145219908024416e-05,0.0001790702564989921,1.6303664014394315e-06,2.677969254571977e-05,5.842145945234023e-06,2.7816178949091608e-05,2.2300896655558233e-05,1.4210224463795385e-07,5.831333904637859e-08,9.514462849158356e-05,2.2068134534869444e-05,5.295768128465994e-07,3.145189455344699e-05,1.0676835707990051e-05,1.7400998753025476e-06,6.339000034527587e-05,5.427528350843147e-05,3.7861888513290864e-08,4.779099481044824e-06,1.2126644355348049e-07,1.1132971033944727e-07,3.675333997588126e-06,2.9312615179577506e-07,2.224446886689435e-06,4.7496675481539796e-07,2.750036376397702e-08,2.0690046764748615e-07,7.647309488323373e-06,1.258225506672872e-06,1.8477126475513472e-06,3.7676160347110965e-07,5.858368967714966e-07,3.1990451359042993e-06,1.3372658100863077e-06,4.947231957430631e-09,5.8287163984260815e-09,7.366060339464298e-08,2.0868640149274142e-10,5.284612303313452e-09,2.6323097701563825e-07,4.2088940332973834e-08,1.6144837466924855e-07,8.417224250933941e-09,3.4004205229365425e-08,9.582802862340145e-08,3.8267109481182615e-09,1.430138230062994e-10,1.1630867380318932e-09,3.20057296221421e-08,5.343263609347559e-10,9.462432615237049e-09,3.497781042582915e-08,5.7678657405801914e-09,2.77599536246953e-07,2.8047431044342375e-10,1.2345588551454512e-08,9.166463588172746e-09,5.7191757552033096e-08,1.3216439054275497e-09,8.864242673212175e-11,4.2564907154485354e-10,2.257678066719393e-08,6.262006468915615e-10,4.275156451072348e-09,1.0597210975404892e-07,3.711541571860266e-07,6.1845616183831e-08,2.691001022014916e-08,3.745674526101084e-08,7.350831054964146e-11,1.7621468728634682e-09,1.6776632083548293e-08,5.740060537995362e-08,1.1082184059318934e-08,1.1529115839792325e-07,5.368874234079613e-10,4.805911224536885e-11,2.142996891052462e-11,1.7833494103669523e-07,3.623723587864447e-08,6.766229532217949e-08,1.3813032673226644e-07,3.89703882497372e-08,1.1418598666601554e-05,1.2946622485188186e-06,1.7272900221243503e-07,9.73439928664277e-08,2.0683084800410256e-06,7.917635471699214e-07,4.408510845266278e-08,5.518168394447187e-06,1.3371761089508993e-06,1.1788143982727206e-05,1.8777021774107894e-05,1.8536195609542006e-06,2.361455475607954e-10,1.2578107888572276e-07,2.9867235902258926e-06,2.203846722892422e-06,3.1428940143740647e-06,2.3475488664104205e-08,2.4938513099037607e-06,4.414266449259685e-06,1.025956821720797e-07,9.842062098641691e-08,2.305976365413187e-08,1.0871910016696518e-07,1.1324761306497066e-07,1.7711533639719335e-07,1.7181469091909207e-07,3.895495499506296e-06,2.568512363687603e-06,4.561729292085204e-06,4.7365861943760024e-07,3.9948489982677415e-07,1.820822852494075e-07,1.2164963703042986e-08,2.180376474925083e-07,1.1063799629784654e-06,2.927071776293033e-06,4.227610483908961e-09,1.5044717598389212e-06,1.6508327882469587e-07,2.6168826914307886e-06,2.911554176421305e-06
