atom_numbers,value
N1,10.590656491944943
H2,1.9306214449766812
H3,1.9278241883383438
C4,9.628254304257547
H5,2.0751808742005258
C6,9.615941959852151
H7,2.059219636392461
H8,2.0710400504100357
C9,9.527646028113365
C10,9.603907088929702
H11,2.0545886153210677
C12,9.468388031616165
N13,10.389915332992802
H14,1.8825028285997145
C15,9.501894794718334
C16,9.523482703920765
H17,2.0757192881770914
C18,9.550818011349175
H19,2.0838218764239502
C20,9.547531210895595
H21,2.08239283014296
C22,9.531590060854153
H23,2.0814580206333044
C24,9.735729834680424
O25,10.928506694446426
N26,10.380644904514359
H27,1.8897723311361618
C28,9.608227736222132
H29,2.035881557353425
C30,9.707426503467754
H31,2.066315261069018
H32,2.0830402109748314
H33,2.0654926124011386
C34,9.722925395137823
O35,10.901803072122613
O36,10.885919250896553
H37,1.760426048647473
