 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,H13,H13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,H17,H17,N18,N18,N18,N18,N18,N18,N18,N18,N18,N18,N18,N18,N18,N18,H19,H19,H20,H20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,N24,N24,N24,N24,N24,N24,N24,N24,N24,N24,N24,N24,N24,N24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,H29,H29,H30,H30,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,N33,N33,N33,N33,N33,N33,N33,N33,N33,N33,N33,N33,N33,N33,H34,H34,H35,H35,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,H39,H39
1N1S,N1,0.0,0.023711914488959263,0.00016153357490655829,3.2173808108826307e-06,0.0018633445293947393,8.052805723113288e-05,0.00021917312802810507,0.00013380542537322349,0.003420724453440549,5.037888410996949e-05,1.628419776773804e-05,5.366727462688403e-05,8.86476293575772e-05,8.613656805128711e-06,0.008169757123725363,0.0014079620901095158,0.008087811795996824,0.001357865219513421,0.0011974496096467668,0.002070443340880912,0.0007274804330328344,0.005568691986040486,0.0034624351836125555,0.0005996053994778983,4.2092578887986676e-05,0.00035047472562554915,0.0003811020575488211,0.00019537141048980855,4.56258932889364e-05,2.6508380208511984e-05,9.830905999541617e-07,0.0007467524763341005,0.00018598656631052535,1.5839924482952128e-05,4.42612842997403e-05,0.00021777920423260433,6.969873200812771e-07,0.0002478788323070358,7.823674943452374e-07,1.0620898933666467e-06,8.94420384600636e-06,0.000350684785321409,5.1612223040953253e-05,4.10866850146796e-05,5.284797749111059e-06,2.6418072376910295e-07,8.52928221735938e-05,3.1724503846336516e-05,7.47928784299301e-05,4.2261802532084225e-05,8.458669641431271e-05,1.4203052309813557e-06,1.4493354093564337e-05,6.382776826141523e-05,3.7466661639840027e-06,0.00013455021868291617,2.7793315371837934e-05,1.8861442794060324e-05,7.916438094390799e-06,1.4859050246673888e-05,2.222764988735193e-06,2.4851225899347185e-07,3.2907377600643883e-08,1.3081674984927183e-06,2.3027319045326733e-06,1.885922257249817e-08,3.0430664135217e-06,4.2827410129397947e-07,3.2470637059134333e-06,9.04873127538508e-08,2.9930071693273774e-07,1.4796678626805004e-06,1.9103064814451898e-06,5.842417085677454e-07,6.838926687180447e-07,4.152986243788348e-08,1.0010196294096829e-07,1.5125395285142673e-06,3.3553673994823896e-07,8.85996452898441e-07,1.479885619104504e-06,5.294577748449214e-09,8.511079716000403e-09,2.052299438309868e-06,1.6792914170338236e-08,1.5894178728714792e-07,1.5466049447798724e-06,1.2729065357319769e-08,5.165692280872936e-07,1.6120834187560718e-06,3.277540940871404e-07,4.623699461081543e-07,9.246755923175698e-07,2.0705421133193624e-07,1.206809618237159e-06,3.994705233267837e-09,1.6032892080630745e-07,3.2919735631908864e-08,3.3381195863047e-08,3.857599721601712e-07,2.4630706779715794e-08,1.7101780183659265e-07,2.0054552396508996e-07,3.874567333639334e-12,4.9466188256630517e-08,7.637457088982558e-08,7.492196360536774e-08,3.583336261048231e-07,3.2526862270287893e-07,1.8827250869435375e-10,5.191998275755338e-07,5.035908867689898e-08,7.809882429654635e-08,1.7352527859060274e-08,5.423311133512243e-09,2.488391245836219e-08,1.6481129003209638e-08,3.834825409998466e-08,7.178911357041962e-08,4.5904453321865546e-08,8.509630333719542e-08,6.00840854847462e-08,1.6021601600968438e-08,3.036593421157363e-08,9.689552715741456e-09,1.773132751736739e-10,4.6193166297614496e-07,3.073142682108454e-06,6.981073230605261e-08,1.67960955761437e-05,8.638882198930276e-06,4.4830143814289514e-05,4.171681702636043e-06,2.5113102879559257e-05,0.00018645925944227315,8.705563992350562e-06,2.8865216273321614e-06,2.494334104818918e-07,4.337639259804904e-06,2.556632631725564e-05,9.570290753213584e-07,3.909682853020513e-07,2.0671334604038805e-06,1.3583688794227555e-05,3.898941924829202e-05,2.384943995625832e-07,8.818997232484804e-07,6.694870095191874e-06,2.725545983106592e-05,3.25545617130274e-08,2.2628421955661615e-06,1.66760220957074e-06,5.173430002447521e-08,2.8862355977432586e-09,4.852571072744283e-08,3.7295507762102886e-06,1.8210844794364078e-06,6.599623257219633e-06,1.816422670275486e-06,5.96501803062921e-07,4.82090995568285e-07,1.6455569506135248e-05,2.3040266901031003e-06,1.1826435425410509e-07,6.151325813857911e-07,3.7197864352633836e-07,6.129947961452942e-07,1.981393844607826e-06,8.882089905792867e-07,4.4777994345768235e-06,4.622132818155045e-08,1.2665585624738185e-07,5.723868712337321e-09,6.840272912533862e-07,2.0183887583513638e-07,5.573128589730914e-07,3.1726259397402146e-09,2.3186193631730134e-08,1.547579962402068e-06,3.055957153996758e-08,8.946129337328301e-09,1.8644765176212275e-09,1.60362355894339e-08,1.4450946689281707e-08,2.3258022441297044e-07,1.4343422760632052e-07,2.3547372107746156e-09,1.2570675611556226e-09,1.3157950284892195e-09,1.819189243690289e-11,1.9501400494448262e-10,2.1834683838761748e-08,3.1437781267129594e-09,4.7685735360403214e-09,7.879182839509724e-08,1.88085653995973e-09,3.416577798454057e-09,9.742965323411568e-10,5.8654109624800554e-09,4.486071333853481e-09,1.0061361299662508e-08,1.155918227802033e-08,3.5740965742547814e-11,1.0575973430348995e-10,3.155744637828306e-09,2.902226903245264e-09,9.719240967598353e-09,4.136204934113152e-09,1.5903947048201417e-09,1.3240585183815767e-08,4.6061732206226225e-10,6.464112689563706e-09,1.0225310487221861e-08,5.486263665588353e-10,1.896238721599275e-11,1.4907491907578674e-10,6.240802319368299e-10,2.87170287549543e-12,3.7376421402335325e-10,4.554867594208645e-11,9.284177870938493e-10,2.656042052961993e-10,6.841202937479807e-09,1.4084993171792348e-09,2.535822662963483e-10,8.56037463137227e-11,1.0058725408157443e-08,5.862070273643383e-10,5.332151387094086e-12,7.900291532081383e-12,2.500967349883254e-10,1.5891454818728334e-13,6.674522046168363e-13,2.311484337269576e-13,4.887201754399939e-13,8.110343507894413e-10,6.331490887134805e-11,1.4585186391968818e-09,1.2381451419685163e-10,1.6913337397284067e-10,2.695781375905426e-10,6.39107849975673e-10,6.23847640213171e-11,1.0379752612976745e-11,6.585676448622735e-12,3.6066297171011286e-10,4.0894398978252866e-11,3.0177582654999924e-10,3.842084428384851e-10,1.726057519135793e-09,6.01058841587232e-10,7.649735511705558e-09,5.8283035953010653e-08,1.168886631930377e-08,8.825300490400423e-10,4.470932002398342e-08,1.8710654914322333e-08,2.759402761842722e-08,3.7947250586256587e-07,4.131877179291976e-08,7.954718106439884e-09,3.886395566476963e-09,1.8508569121777896e-08,8.002431384213082e-09,4.957190213872309e-11,8.293829401040398e-09,2.4821868782609613e-08,5.233231625823009e-10,2.817432318558133e-07,1.9306906517968514e-08,2.0778323062131676e-08,8.252154515275834e-09,2.7677047320651127e-08,1.8237511500984738e-10,4.103645950825907e-09,3.128462419677014e-09,6.041553174407355e-09,5.164987951222777e-09,2.6595075031110582e-09,5.2728843513705215e-09,8.669577278297425e-09,1.521738290932717e-11,1.47668741234952e-07,1.5747620984996047e-09,7.486270048318033e-09,2.5294610850323807e-10,3.837311890464434e-08,1.5295986560692754e-09,7.608935703729003e-11,2.8320372436052565e-10,3.4908742563288797e-12,6.659955226195891e-10,1.6936427815750221e-09,5.5841798962674716e-09
2N1S,N1,0.0,0.0,0.004698477373966448,0.0001629687414461678,0.03397816930768727,0.26490678716527505,0.0062624987637383,0.00012507381501913883,0.05545920502572921,0.0010365442818303094,0.0004043217328069115,0.002578147243368578,0.003424327811138994,4.441786494169264e-08,0.10986049854304358,0.1601508398352749,0.1099087299260515,0.16028465957871685,0.003428431384883579,0.005346618147274551,0.008696339822026111,0.05544332532833263,0.03440531776352662,0.04028928234182105,0.017257177707799,0.12801681900182205,0.10305766306676434,0.011755875639703595,0.003426402818656582,0.0017170788314191388,2.8447057385694308e-05,0.039010551297092855,0.0057018638674053435,9.175868641975171e-05,0.00024984306028086323,0.003442744957097066,2.8171026862366944e-05,0.00844706406796547,0.0004823435974903312,0.00010967591021637801,3.039909715507605e-06,0.0026806666934287016,4.005926790284775e-07,0.0009221479208536554,0.0002006122714632852,8.300185141418837e-07,0.0008144725376233453,0.0010286242689965253,0.0014554161928788112,9.426104119292233e-05,0.0018787225006247077,0.0003503133043238904,8.323851341618393e-05,0.0012917087525727844,9.887909456685051e-05,0.004208341129672277,0.0006594068800191977,0.0005928269123534058,0.00011390919399945076,0.0014008776216125618,1.81992326022673e-05,5.238622911019064e-07,2.6039730589566545e-06,7.669952305899841e-05,1.941748238487584e-05,4.29374319965703e-06,6.14506672658166e-05,8.628084848805173e-05,0.00017054603856969663,3.383659591316146e-05,2.0526771096207597e-06,4.6269929781850294e-05,6.249603899766143e-05,5.675570312924094e-05,1.7432391723914975e-05,1.2366919399653398e-07,1.94429477851088e-07,2.4740393921085513e-05,8.16610985587829e-06,6.110668309244893e-05,7.325516548473132e-05,4.162263324669624e-06,1.4929803637819816e-06,0.0001045837559872087,5.186935570833384e-06,7.549512997861996e-06,7.021661000328194e-05,1.8652942959107577e-06,1.5129287707082995e-06,5.2760585341982136e-05,8.118293349124173e-06,1.8049198886593842e-05,3.230037994361723e-05,8.29388489442806e-06,3.4612919771692674e-05,1.687026252028545e-08,1.5996942352991539e-06,1.6909773448148258e-06,1.7863025241204866e-06,2.2652666515909914e-05,2.8589941969414667e-07,9.383647785465854e-06,7.29603998328443e-06,5.597509211696661e-08,6.394678560006639e-07,2.0815097809823158e-06,1.639432090083659e-07,7.811220771980487e-06,7.760294874703533e-06,1.523180603868468e-08,1.3693645703583002e-05,1.1867422258227123e-06,2.012973686404962e-06,5.810193792754603e-07,5.465274814930865e-07,1.3323182865843108e-06,1.357982228444854e-06,2.284918784178913e-06,4.837518318812073e-06,2.9186208332365737e-06,2.6244157398380707e-06,2.0125811284188444e-06,4.6101374406859463e-07,9.722188254457365e-07,1.8346805275015754e-07,8.400446560585806e-09,4.7986566814817166e-05,7.339589949140191e-06,4.113420289764136e-05,0.0016599426675059092,0.0004632305498866174,0.0001867128007901897,0.0004986452294466481,0.0005786944314296605,0.0010520268021587675,1.2893008654257798e-05,2.800111780132397e-05,2.964932435123302e-07,8.361250307453716e-06,6.531537681708777e-05,2.5587660776871246e-06,1.7421403493145249e-06,1.2462689276571126e-05,0.0005721062209786965,0.0011164663309144451,5.891389353251952e-06,5.487228449396753e-10,0.000696686146093306,0.0016725940199617817,1.0200420132777666e-05,0.00019200790487672315,6.155446669975362e-05,1.829879733539208e-05,3.7360384152584913e-05,2.0040698744949736e-06,3.7635104389810436e-05,6.442957147623218e-05,0.00019983652933808216,0.00010634667055420266,2.8613976799540808e-05,4.521028624360213e-06,0.00044582573063012276,4.483294650192704e-06,4.503310608861e-07,2.929402813234283e-05,2.4510820742840167e-05,2.5764759925550607e-07,0.00014171342607371962,3.242328423658236e-05,2.5060143266752988e-05,5.018969508885363e-07,1.928284705687844e-06,1.2914559195387199e-06,3.480157937296724e-05,2.399129025176805e-05,3.5255305785852897e-06,1.128061697830418e-06,8.187998204345348e-06,6.00578070786284e-06,3.6733551966872113e-06,2.0432712568574374e-06,2.143179560487596e-06,8.923018573581132e-06,4.0435644543812543e-07,2.1340264625191452e-05,1.1622360635676898e-05,3.899005562857383e-10,2.9265478929119126e-13,8.356866487702064e-08,3.831647354957113e-08,6.332438831080367e-07,9.997632961500358e-07,4.6566684064330843e-07,9.680048762561455e-09,3.2239544278667154e-06,7.333575524626212e-08,6.899300570850642e-07,3.021070726916264e-09,1.7871371982280948e-07,3.6065983377575606e-07,4.7301355854401095e-07,7.528616396967891e-09,8.805288320701266e-08,1.7036921740043454e-07,4.739140191389879e-10,1.3094497486321188e-08,1.452078044472671e-07,1.6241446232356793e-07,7.124432688243587e-08,6.312362987870301e-08,1.0878706424577445e-07,7.538913804339131e-08,7.49671880129199e-09,4.547599408155634e-09,4.679686860242782e-09,4.328262637187663e-09,3.483086441491423e-08,2.0836710135085923e-10,6.182976353130698e-10,1.8090808850956819e-09,9.049067717370463e-09,4.830651878506842e-09,4.898278227472019e-09,2.6824276133652347e-09,2.1382682735548997e-08,3.9701530951674613e-10,7.662646073214319e-09,5.7210473691782227e-08,2.5091884126027253e-10,3.578670693116237e-11,1.0256195892566211e-10,1.2943429883449653e-08,9.392486788328824e-14,5.041491668578146e-10,1.078488720551718e-08,1.0731797672747234e-09,1.9732120826176924e-08,2.677622568114657e-10,2.204091575919165e-09,1.7363337434517234e-09,6.58512844253778e-09,1.4622417721099623e-08,1.1292282664498998e-09,6.246114736541131e-13,1.3834918322075396e-08,1.0524177085358133e-08,1.0198348832091142e-09,1.0651625359514583e-08,4.12340250832699e-09,7.933636858581394e-09,2.6040768275059634e-07,6.173543654064417e-07,1.549032545344886e-06,1.5381267171044044e-06,2.221736110641359e-07,8.941537421591761e-08,2.477141831214169e-06,8.343765922624868e-07,2.1143582480398493e-06,2.1269923591304973e-06,4.0496373121534646e-07,7.707834690506843e-07,1.0015274387598083e-07,1.0122910170107247e-06,6.416140507781165e-09,6.437001598413872e-09,8.192899088044214e-07,5.969349459178375e-10,1.5835870807556773e-05,4.578061263416089e-08,5.155818580959703e-07,1.1364110985567777e-08,9.998344676187543e-06,3.236208279133734e-08,2.662462579294811e-07,5.371857669800306e-08,1.7047655909152581e-07,2.6927629681594567e-08,3.393589831368615e-08,7.355955871091169e-07,2.426308753911144e-08,2.85117707221616e-10,3.821666898495835e-06,2.9515071631180945e-07,5.026393212759217e-08,1.8547445357341985e-08,4.524303376385319e-07,1.5843651413049997e-07,6.394305085422047e-10,6.444799161009485e-08,4.693454513926554e-10,6.497071480815464e-08,3.586187169446475e-08,1.3238653640001985e-07
3N1P+1,N1,0.0,0.0,0.0,0.00012078355347044933,0.020478843027575966,0.0036338888309699335,0.25746743217931645,1.0828653809191735e-06,0.02362295106247636,0.04969533430666728,0.002829199938191529,0.00439194715978819,0.0031274161997363326,1.2287527949128574e-05,0.06462918634977033,0.0329465902037418,0.3044406895100522,0.2056000348176128,0.0008726605783775376,0.006854490674544245,0.0002773164754259483,0.02288217423788641,0.01724002638182176,0.003743065699200354,0.011980893603956932,0.015606585919110127,0.014567714334339676,0.016326391842101717,0.014688054149344154,0.009927817513694093,0.0007505728319117111,0.008737061970924609,0.00905948512172694,0.0012140418449724244,3.415316576438343e-06,1.641988242839787e-05,0.002306973399649248,0.00016543317335271368,0.00011473747425183589,6.99308898752804e-05,0.0005889124806714996,0.00025320931003536273,1.2570552332391571e-07,0.00028970695514973777,3.5412320316119406e-06,6.307742283562234e-05,0.0005409857164095921,0.0003432955104902824,0.0005882624107025336,0.00018886560458986068,0.00017054253883985737,0.0003862262878673306,1.0210427785706244e-05,0.00026526875766519353,3.7046076212909895e-05,0.00046827557675621634,2.2833967805002686e-05,0.00014412994829360315,0.000133402674803218,3.288764542697109e-05,7.24814985231248e-06,2.513068001386287e-05,0.0001454620300060938,8.347573480582682e-05,1.9284738724367756e-05,2.4016091342726753e-05,0.00017844670535716034,1.4382792476563822e-05,1.1429290776021617e-06,6.158273579970341e-08,1.6773620601373551e-06,6.772389714448934e-05,0.00010290900829135197,1.7083255207772652e-05,5.845171359375456e-05,1.5438307281456787e-06,8.711782874648577e-06,5.125635488401059e-05,3.494531233272369e-07,4.630398900085098e-06,2.0643893925420542e-05,1.324418294368357e-06,4.455978318773646e-06,3.2621497437990143e-05,1.4943971584635563e-06,5.960916331204658e-06,2.6891717842758567e-05,1.2291489678073475e-05,3.685915421769437e-07,9.506327461661357e-06,8.34469755073286e-06,3.581442669986501e-06,8.30451819533451e-06,2.1379203980487205e-06,8.739622273434833e-06,3.29375220431416e-08,1.390926982480778e-07,3.1490004137602057e-06,1.523867069863627e-06,9.548175296414385e-06,1.1234836105877832e-06,5.2169744095831305e-06,9.807996659283447e-07,3.5727288008047253e-06,3.0898998604200756e-07,8.630751358040811e-08,1.2876426724872658e-07,5.168349725526156e-06,2.0936618390088313e-06,4.961420296822894e-08,5.553473620523164e-06,4.784178848638021e-07,1.066799032667376e-06,2.332950579386761e-07,8.584338573314199e-09,1.3527080136022107e-06,3.20840782830345e-07,7.643793140665878e-07,2.3816052614478167e-06,1.8026213850497186e-06,2.1459436343462812e-06,1.9079066224669816e-06,6.941386274661454e-07,1.5766307295272952e-06,2.273350840908961e-09,7.688047976017742e-09,3.437976308640067e-05,0.0023232661481213945,0.00024855350078833993,2.2716703667491345e-05,0.0025770723625346825,0.00032767671329958503,0.0009560882331576259,0.0012901946243433215,0.00022820113201937886,4.933436947629488e-06,2.1456536549724348e-06,0.00022792540101201908,9.119939028812141e-05,2.8981219011514625e-05,2.30931083893271e-05,0.0003894920275797631,7.128349544327506e-05,0.0012950853309048327,0.0024145224307350333,0.00023263488669655885,6.274021076002612e-07,0.000167927415609892,0.0004530872992747348,0.00013507640520815656,1.5235758371368036e-05,0.00025378718011315193,4.508789886514819e-05,0.0002248777980944361,1.1684810672374368e-06,2.3256430268236983e-05,0.00010419024983621128,5.609522815719359e-05,4.4985850156109564e-08,2.3212565865016188e-05,2.0313306641206452e-06,5.251798873562308e-06,3.608611387484473e-07,0.00017061087771463868,4.4762144724153075e-07,1.2657338865240675e-05,4.679927016115748e-05,1.061091629006583e-06,1.4635989697531215e-05,0.0005983530221636002,5.724124851891332e-07,9.849377783588409e-06,1.6370713513680357e-06,1.0896572759655498e-06,7.791018824754303e-06,7.389656575540471e-08,1.1312404188501546e-05,3.083358235400624e-08,3.4439105167649586e-07,6.621135257844912e-06,2.7854548851902194e-06,1.9027866659859782e-05,1.7410804410200598e-05,3.092272120586159e-07,1.1538303212432766e-05,4.4498894178346404e-06,1.1877817285288472e-07,5.539271475285545e-06,1.3823458727024729e-05,6.731395885140046e-08,8.082929004338268e-06,1.4623015109904713e-07,4.580953796295972e-06,7.811341040664388e-08,1.818017731025634e-06,1.2318118007836887e-06,4.2076555129000326e-08,6.3394427485263805e-09,2.231302574928762e-06,3.981721681256545e-07,7.90219534252401e-08,6.695102783282891e-08,1.96825525211608e-07,7.857196626659402e-08,1.493816248476776e-08,7.420370513600005e-07,5.418484327890383e-07,1.6552590009766277e-07,1.2835477476436097e-06,1.2632721846372874e-07,2.4951310630960677e-06,3.5899971617681103e-07,1.1819947909330608e-07,6.258575295792213e-07,1.1679602174297088e-08,4.834360312067076e-07,3.3285912492964087e-07,4.718677959480999e-08,2.5065816089409054e-09,1.6152917048373183e-07,2.644426895237473e-07,1.91614556221964e-07,4.987219459628989e-07,9.23084497728155e-09,1.062891552550127e-09,3.834220003717803e-07,3.433718998024915e-08,5.561004501331013e-08,1.0115219994943914e-08,1.1055988546893047e-07,1.0783485437926288e-08,3.320537822482095e-08,6.090522974844248e-09,3.356743101257109e-07,5.324752372359853e-08,3.7630399551957794e-07,1.3597495573947072e-07,9.807155576524451e-08,9.35325683570909e-09,1.5615458437423513e-07,7.954125891274089e-08,2.3509922852937848e-07,2.458968006990858e-08,4.448677426438508e-09,1.6536998659333335e-07,1.5655298235550674e-07,1.1362342400289549e-07,7.2284893626317626e-09,2.3685092020997445e-07,1.8866232709413566e-07,1.582077135964255e-09,3.837234285875013e-06,5.103497411340641e-07,5.490754699799538e-07,2.7919526601749567e-06,1.696740882239922e-05,5.616622318349584e-07,1.435170473573777e-06,5.697407747407013e-05,1.5324148403550453e-06,6.251091004827458e-07,1.3506590843537225e-06,9.968605108046091e-06,8.585007220673901e-07,6.623110060388626e-09,7.190866990747224e-07,3.1852233148832454e-06,9.758259800207725e-07,1.1180685643097377e-05,8.71255378953606e-08,7.436413493877581e-07,3.6422949101222457e-09,1.3108786909299397e-06,4.450593826810234e-07,8.29904447385843e-08,2.3119713232766514e-07,8.018711232793407e-07,2.2195496329757702e-08,1.2676526495170037e-09,7.404367341479201e-09,8.79196004888172e-08,4.082840754371375e-07,5.102177423665921e-06,1.3260397668801716e-08,4.49614745434701e-09,1.054361575825169e-08,3.3425486694049766e-06,1.506304372345113e-07,3.4426175576918183e-07,3.8716213457412607e-07,3.497314682299191e-07,4.382959550852661e-09,1.2288018780282073e-07,3.098776879539855e-08
4N1P-1,N1,0.0,0.0,0.0,0.0,0.005259349615726716,0.00012470147450382996,7.284281027386541e-05,0.28505651720072844,0.007906832394479757,9.577392089288317e-05,0.011211276067420117,5.821425213903275e-05,0.006952951395214679,0.05181200347544368,0.28710253798340846,0.1926554022314524,0.0008584507380042794,0.0022577882535048666,0.008995896967525674,0.06033851772372367,0.02477657624622065,0.15300028051993397,0.10737094514058754,0.02621762983977982,0.013872858103674002,0.029988803477268178,0.05914414568704762,0.0011711903406368407,0.004419524135301778,0.004919839319321717,0.00584938767673604,0.02399702944046256,0.0007624034427968773,3.0960681698388726e-06,0.0002567347495212591,0.006787617846513605,3.217819795731103e-05,0.009171629883505172,0.00012777942304298406,0.000517006924444896,0.00015202169569628055,0.00415878513176704,0.0007532975789277252,0.002192380956465234,0.0005926078980933447,3.97985567746062e-05,0.00810978398279305,0.0018955692062787577,0.0024598106450244295,0.00012135879387109583,0.0024576839862953115,0.0001616189593014461,9.591898739236271e-05,0.003092992916467363,0.00011705078864832075,0.00536410978839541,0.0008336948971443547,0.00040101947491333334,7.25477501770655e-05,6.708475398831126e-05,0.00029027644901091776,0.00012153731359321185,2.536114462881045e-06,0.00012997953096793857,0.0006676209167362224,2.67565043596818e-05,0.0004385025475652782,4.0819295059613125e-06,0.00044404966288791314,0.00026079357401931347,8.081969273820988e-07,1.312577212031485e-05,5.563995013702083e-05,1.3830430161121399e-06,1.9129293391539903e-05,8.309719508048374e-07,3.5858477747119366e-06,5.4288921448986116e-05,4.453036606122396e-09,6.242591534189046e-05,0.00012859377740781497,2.7798458410721594e-06,4.613434212430434e-08,0.0001929835818288428,9.925090260765046e-08,3.948786846397212e-06,2.8865496260355172e-05,2.4924463810638287e-05,1.593234867147686e-06,5.554475637969958e-05,1.3874729670515507e-05,5.794496647393288e-06,2.9594875612382054e-05,7.98666492718425e-06,5.571206532017925e-05,1.374509903673271e-06,1.0870545587238212e-05,1.5014577494643078e-06,1.438298530498372e-06,2.750506953907994e-05,7.968397319757514e-06,1.458349617688981e-05,3.319489910058593e-06,3.529701150029041e-06,8.49802001035016e-06,4.949916807994725e-06,2.527816214126233e-07,1.2126913248700077e-05,1.1218775370025469e-05,2.6961791910196098e-08,1.6969006753964067e-05,2.8894530523793094e-06,4.741592814383466e-06,2.929624054459623e-08,5.765640724852972e-07,1.815866943033484e-06,7.879209242833696e-07,4.935443935316641e-06,7.159738105277924e-06,2.928367386800801e-06,2.8096107231867506e-06,2.7517410829958067e-06,1.0092350013479745e-06,9.810068015703166e-07,1.402404699035742e-07,3.662848691021736e-08,4.128895974253588e-05,0.00010647260466356556,7.488209932171586e-05,0.0008359881703201566,0.0007133820428912863,5.247952743037132e-06,1.4272671051696051e-05,0.00015413050453361166,0.0009030624015795574,0.0003670482564968047,0.0009522055125754658,0.00021411050554265287,0.0016325825958076745,0.0025046061485296534,4.344820963009255e-07,1.307817951712309e-07,3.952769293702474e-05,0.0010099655131070584,0.00021841878788775304,4.594103142352424e-08,7.162546202366116e-06,0.0006275467022396342,0.00018543017561389874,9.998881087547318e-07,9.07823411355757e-06,7.704405640818202e-05,3.880187869498286e-05,1.0947378068726366e-05,1.7471114390321674e-05,0.0004624426575356999,3.112922932757556e-07,0.0005866376775469639,0.0005251681371336581,0.00015702809995499223,7.82886520100945e-06,0.0003684746223395763,2.514408965037518e-06,7.476860374744376e-05,2.0919243328698656e-06,3.7014605483109975e-05,8.50920089872087e-05,2.229108082851816e-05,6.121701850192451e-05,3.7968110029318325e-05,1.9436665252836605e-06,4.678826907600353e-05,3.369020963761571e-05,4.539982079565519e-05,0.00020489459931738452,2.7214182019008604e-09,9.746975268676294e-06,2.454176648569728e-07,7.343864996567362e-06,3.517919346718301e-06,1.0866447206492325e-05,6.030153583802544e-06,1.4277722582001218e-07,2.9402124245292427e-05,4.178639464491596e-05,7.17798180138729e-06,1.0741688272197791e-07,8.460478668759208e-07,2.0469893344809975e-06,5.026247307249321e-07,7.95828905530982e-06,4.720072519504015e-07,1.5864088305228563e-06,1.1820767324977055e-06,7.076897170499308e-07,6.750017723877733e-06,2.1815400819136244e-06,1.263635773796068e-08,6.272399211804114e-06,5.218595018341432e-07,2.326192620749623e-07,2.415115663012557e-09,1.8452343026886808e-06,4.4099135667607925e-06,9.283390700609573e-08,2.407822433880824e-06,3.8523979339899483e-07,1.147703709847292e-08,6.469659703078889e-06,3.3569209634265462e-09,1.2548074463936132e-06,5.418525494960136e-08,3.8635167909362167e-07,1.7864429979752572e-07,1.2488931111498403e-07,1.2415918759778322e-06,1.73687730864458e-11,7.186218287102975e-10,4.998224056862455e-13,9.455680682890488e-10,7.202540519557488e-07,7.926912295452837e-07,4.899113781320352e-08,1.992601905698166e-08,2.0881644013925893e-07,8.378894840177509e-07,7.572827032120699e-08,1.0619625179231207e-08,1.1832088198104884e-08,3.541205086943222e-07,6.994934853565837e-09,8.549702212867771e-08,1.091550050347223e-08,3.8817228853460506e-07,1.8836935566923785e-08,7.028391930674616e-07,2.5684549331828066e-07,4.09846063753605e-08,8.682241103841193e-08,2.664444114230946e-07,7.113380506851286e-08,1.1488115148061695e-07,2.234905771558715e-08,6.398999108370163e-10,5.066775690121261e-07,1.4306231577165818e-07,4.034963829724347e-08,1.588302822597143e-10,2.917034591654044e-07,2.6778546002859116e-07,1.0840638653419887e-07,6.653900678887936e-06,5.012967151163394e-06,3.524612405936267e-06,3.79664961691617e-06,9.182680202890481e-07,1.2955190209495981e-07,2.9254906364073463e-07,1.2264317121868373e-05,2.2585923702411748e-06,2.2247059949798142e-07,1.7720572496049414e-06,5.222111187919154e-09,8.927938801583934e-07,1.3665140130569853e-09,1.8312138738707517e-07,9.245188472561949e-07,4.606945496199444e-07,1.7156030871490202e-06,7.427784298741358e-08,1.0999394746136204e-06,1.6247208289854598e-07,1.3249046304508738e-10,2.1270887939905947e-08,4.0015476132637673e-07,3.405764459341043e-07,1.0129198939612394e-06,1.83982284962525e-08,1.0225866819979501e-08,1.8071249785478471e-07,4.507186268654095e-08,9.502283360163233e-08,2.8196536661084792e-08,1.5065132252800595e-08,5.793000301679285e-08,3.6741438336207466e-08,2.3461992926243624e-07,8.581208454927491e-08,2.056087144985952e-08,2.888590606708874e-07,3.6104930867253415e-07,1.5963776966998466e-09,4.51356418906812e-08,1.199930703688068e-07
