 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,S12,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,H14,H14,H15,H15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,H29,H29,H30,H30,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,H34,H34
1N1S,N1,0.0,0.023489432922054743,1.9986838255103834e-05,0.0004446939979394493,0.001687158070212691,5.417393964046724e-05,0.00027299668833902224,0.0007864223780311708,0.003158706597865102,3.309430076106623e-06,1.0153963124037713e-05,4.469547582347522e-06,5.790454180300275e-05,0.00011494337106840447,0.007934189794392754,0.0013613865451800322,0.007877345203030517,0.001325808965079056,0.0011588982968513406,0.002028245321908706,0.007195488088186819,0.0011747502140784238,0.0009572054010245079,0.0006155998655152928,0.0005461125715864323,0.00015198023571683095,0.00014416191006150214,0.00023442353534244842,0.0003186101018433918,0.0004366468174858418,1.398084344170214e-05,8.999490909453178e-05,0.0001873801430807287,2.108716301374436e-05,4.2297026775744984e-05,0.0002085789877295241,0.00023419209267605545,2.0419869248389233e-05,1.6524029524900286e-05,1.2659282211391343e-06,0.0003590626555542986,7.507825316999117e-08,1.062243255023354e-05,0.00012661722843232415,1.1793029778273123e-06,1.8367667260391074e-05,1.8842149770437189e-06,1.0080340695495238e-07,8.924310761737608e-05,4.98723595443451e-05,6.066183875486075e-05,4.392002335151801e-07,1.5285181523327918e-05,6.774853096414013e-05,0.000127300995653723,9.55200549679347e-06,9.302005319788975e-06,2.0315666326764514e-05,1.2712877963005909e-05,7.034101004776971e-06,2.5507719914052984e-07,9.793402329094647e-07,2.269826751860604e-06,9.500314267635313e-07,8.278549817886116e-09,3.6993182961353455e-09,7.09063805448551e-08,2.492853559132868e-07,1.4773927148326038e-06,1.379334526596665e-07,7.695562502518793e-08,1.1829518216377455e-07,9.32919246043884e-06,1.4393839684601062e-06,9.999966271712069e-08,1.4004072605988682e-06,2.3767218166215187e-05,3.7193202455654273e-06,2.0825719326822423e-07,1.748888888819522e-06,1.950081519153102e-06,5.976403549823317e-08,2.7016780590471967e-08,2.6095854349234004e-06,1.9966283443251243e-07,1.761096788399641e-07,3.1336976460960564e-07,2.7768019095208984e-07,2.5003534659395754e-09,2.5583136276097207e-08,5.63219211269228e-08,2.3176733421337303e-08,9.597521666293574e-09,2.5822743943137993e-09,2.358896633580798e-09,1.7475274449729739e-07,2.6913298034614286e-08,1.33310696565081e-07,1.1173757605287271e-07,1.4002805649726557e-07,1.890701178952625e-09,1.3163470147237177e-08,1.8573819215994547e-07,3.369416414766846e-07,1.6408698844116998e-09,5.884569231895398e-08,3.325801185560806e-07,7.435433380109657e-09,8.322298358232061e-07,3.320485201463441e-06,1.309183771280864e-05,8.178168395822638e-07,4.751716385920091e-06,4.1519118020971746e-05,4.285796376846118e-05,4.047737607260071e-05,0.00012407211303544496,1.900259880005528e-08,1.506309755650026e-06,2.939767855333897e-05,1.59661923565535e-06,3.870899970781494e-06,2.1709126075408758e-06,3.0177564782629673e-06,1.4804407152402277e-05,4.967223304674917e-06,7.706194322842919e-05,6.569704951164823e-07,1.0893302175629671e-05,1.0012242394052961e-05,8.358508480688087e-06,8.185379129221904e-07,7.764183066472086e-07,6.533909552297601e-09,3.177603947052132e-07,1.4914405471744274e-07,6.166818833364118e-09,2.1569512089758547e-06,3.116198971309103e-06,3.311337100297962e-06,3.5475515680616354e-06,6.622184169913226e-07,5.770581052111368e-06,2.2028143991104088e-06,5.766494772796449e-07,2.62911986292913e-07,1.5189110708080378e-07,2.1813048242669275e-07,6.485106828768572e-07,4.763548111519356e-09,3.435350487412947e-08,7.220583642109091e-08,2.9145671875951962e-08,5.140210930232314e-07,4.85852011955501e-08,6.637017988531113e-07,3.31998270652889e-07,8.909606654672331e-07,1.1691892459753106e-06,7.378397420820804e-09,4.8137113795032604e-08,4.9939619883865305e-08,9.60315001130585e-08,1.8673655011181012e-08,8.508176607691098e-08,4.2361916030575486e-07,6.713456845997001e-09,7.198370677308219e-08,3.2441029640395413e-08,5.1726366967486115e-08,6.38998245428013e-08,7.195264162263015e-08,1.9210610657793836e-08,8.274847473899172e-11,1.9082597724207062e-09,4.647853019124071e-09,4.584666646323399e-09,1.324704373972807e-09,2.3708634250274585e-08,4.1130251982046673e-10,3.5671450238083935e-09,2.163267232013766e-09,3.308186702355442e-08,1.317668196776367e-10,7.782795491406702e-09,3.084395405750229e-07,3.2607139210938385e-09,3.4246898295009487e-07,2.5130276704032894e-07,6.669971619466253e-08,1.260540070102678e-07,4.811435028173605e-09,1.836895078266565e-07,1.655776415976362e-08,1.919201805811177e-08,3.196355763401826e-09,4.382795487645197e-09,2.819667277442761e-10,1.24546484236987e-09,3.858355657193613e-08,2.1656677340331498e-08,2.6734283897766886e-08,3.7784851775191086e-07,1.4778939143589298e-06,9.316310143336892e-07,4.086902667399528e-07,1.751184131260075e-06,6.241724197497689e-07,1.427787599261876e-07,2.0576113524128914e-07,1.6777372868759244e-07,1.7391226514451574e-09,3.492336281274433e-09,3.936533432558065e-09,1.2131802590298335e-08,5.714041070581377e-07,7.997431605843985e-10,3.267025647790689e-07,1.3028800722736378e-06,5.601091331186581e-06,2.990876990516256e-10,1.2228207824094284e-07,2.058669168469862e-08,7.412630664838105e-08,8.241620830240493e-08,7.923989087110783e-08,2.2856942571980454e-07,1.4086352773112765e-07,3.8374959898668237e-07,1.3414340582773576e-08,2.9662386047402123e-08,8.061926570768208e-09,2.6256819662950903e-08,2.1728551513611194e-08,1.3259607301030485e-10,4.279922638517064e-09,2.387222670652278e-07,1.9842287524163282e-07,2.9614379393194668e-08,4.688125221363748e-09,1.5236025774356676e-09,6.731632051781844e-08,7.482858110918755e-09,1.8903334453312937e-10,5.254799012588407e-09,1.0096542588100554e-08,8.396147777034457e-09,2.446396599187217e-09,1.2632087736941244e-09,6.06143113479618e-09,7.101724830427258e-08,5.868898345084972e-08,1.9493833214312417e-09,2.251293373944918e-09,2.1581252784841354e-08,3.188146124877278e-08,6.206479330472803e-09,6.468448429663987e-09,2.4444474222562462e-11,1.0336972944280376e-10,5.795686430776215e-10,3.5629075662013676e-09,1.226591717085057e-09,1.1021747958750439e-09
2N1S,N1,0.0,0.0,6.191706105607153e-06,0.00911354789594565,0.031805150222613765,0.26336728673364496,0.0009104610150574288,0.015337651178914058,0.05245179838352332,0.0005063527961164382,5.681969448345647e-05,1.3096935991274705e-06,0.002074407382681942,0.0035418197604666357,0.10392362559867907,0.15644667417087188,0.10554332891762819,0.15777260104210367,0.0033429958646951086,0.005143139298176891,0.07360540520999548,0.012473163956504774,0.007539902628169948,0.04027716296984307,0.16833271289131302,0.03872654145490406,0.03431243967553943,0.012968968177105245,0.016939499521878787,0.02329270346407153,0.0007373225373923376,0.005457392033334729,0.005889875470336481,0.0001021369494140778,0.00024395172806923604,0.0032423719691978548,0.008743829107805023,6.862565875520588e-05,0.0007101789062051722,0.0001012017126948983,0.001960884278019659,0.00037938628369982297,7.593742128442216e-07,0.0020312375463193977,5.691121129203225e-05,0.00044234810090482135,2.6705658606740457e-05,2.8291708939587323e-05,0.0018707092493994715,9.074577051659816e-05,0.0012807208406924175,0.00032187990324672455,8.457256395844048e-05,0.0013573353607938543,0.004163695780811771,0.00017960466033573041,0.0002621137931146933,0.0006017422016570961,0.0011334462206629148,1.9589616765625095e-05,9.183938143308978e-08,7.235559824625426e-07,8.283462350089366e-05,1.9251388889474086e-05,1.3500833562218872e-08,6.699003551879912e-08,1.8318443536280427e-05,1.0462072212114037e-05,1.0441624213264333e-05,1.4025316517063402e-06,4.3310844688448924e-08,1.5992237751838445e-06,4.4887415980632284e-05,7.286489466018509e-06,5.561940912279795e-07,4.044092873911609e-06,0.00060743664255547,9.074613411197419e-05,6.558336932638298e-06,3.979408489573899e-05,0.00012689805646237673,5.681814485569703e-06,1.2250742327246655e-06,0.00011349003783522882,9.195889016933023e-07,8.492621507816267e-06,2.8070247178879626e-05,1.371032534858152e-05,6.135338881385621e-08,1.0979997799864805e-08,5.415301592925914e-06,2.5048485374767893e-06,2.39581043892656e-08,5.362569046596377e-07,8.452622557442169e-08,5.437805020935826e-06,1.5529065291453037e-06,6.459749502196743e-06,9.465625848692483e-06,1.1688264293541195e-05,1.2387180481354676e-07,4.698465709829236e-07,1.1390524949472791e-05,1.5273557511630287e-05,4.070077608275824e-12,7.440933802449479e-07,1.707847669818463e-05,2.3717871884265662e-06,3.9780308819459265e-05,1.3518338861207013e-05,0.001332421299126807,2.176341852200281e-05,0.00018700084132028394,0.00016459408239200002,0.00039735032651355695,0.00028438858751522744,0.0011484520317708302,1.360647778891888e-07,3.621092892402977e-05,5.6527029704822596e-05,2.3205976791507155e-05,5.209203239875393e-06,1.0364194087841838e-05,1.113295152954663e-05,0.0008092722901560379,0.00026659939381357134,0.002130203022643773,6.300759641852949e-05,0.0012538170741591692,0.0005178560944281152,0.002157126967410772,0.00010407494430375586,1.6177962900876253e-05,6.623404471284289e-05,6.058249107843139e-05,1.4009940683124e-06,7.683045246675846e-07,5.896591792620143e-07,7.890025915813226e-05,9.321899150993573e-05,0.00015517692869781996,1.5655781155032855e-05,0.00011065610576643792,0.000147917448451107,7.258061751036493e-05,5.9513675230826735e-05,1.4573877740176044e-06,4.815632387522584e-06,4.0094371940524454e-05,1.838429652845086e-05,1.0165594641620146e-06,1.6998224143804919e-06,4.449223474090047e-07,4.322224553199305e-05,1.466721860277076e-05,3.6457082419616427e-06,6.905206924923135e-06,1.3917755774528473e-06,2.359637956139693e-06,5.731133406960964e-06,3.444644173011824e-06,6.377711676552877e-06,1.6826201433284282e-05,3.19186003405747e-07,7.262917561146054e-06,1.6068872891406016e-05,3.00502383421275e-07,4.445045933554326e-06,3.6986301985564296e-06,9.429820757578256e-06,8.692923715081236e-06,3.986692868274133e-06,1.3775016931560913e-06,2.0184946598611475e-06,4.793737630404138e-06,3.580214389398151e-07,7.933996142295285e-07,2.4128313591553763e-07,1.4579853053753311e-06,1.8403650492437862e-07,1.0227401592288743e-08,8.834802356361138e-08,4.937944461325117e-06,9.074232512062963e-07,2.7355090015390715e-07,2.1271670558320466e-06,7.00061431047061e-08,1.064010017870487e-05,1.1460467399082575e-05,2.1753026056003932e-06,1.7524650410827292e-06,4.168166607421142e-07,7.827335535282032e-08,4.5865060505079214e-07,1.0786468989110176e-06,6.305951516516473e-08,7.317999295430866e-08,1.4407309318897887e-06,1.1133363355675385e-06,2.9627257949194075e-06,1.5365486660812167e-13,1.4441482671934125e-06,4.10303197484474e-06,2.633153487208162e-05,2.3029919610007e-05,2.0269315847532e-05,5.2516639699184964e-05,3.257783820931337e-05,6.273612562779363e-08,2.110661113574608e-05,1.1764458819119028e-05,5.169825385564764e-07,1.9453774324773576e-07,1.0640118655036446e-06,5.59895669605126e-07,1.0426360835591453e-05,3.901987994936462e-07,6.866855075671197e-07,3.9990644446152857e-05,3.0033755412883778e-05,4.6479211812666676e-07,3.615799857747959e-06,2.899078082041484e-06,2.5585792489124515e-06,3.58909381992234e-06,2.615353991153313e-07,3.986547527645712e-06,3.346695458983362e-06,1.0492736000067282e-06,2.4580346460467695e-06,2.0455409199815477e-06,6.922154338617759e-08,5.001021798900496e-07,7.753566524382194e-07,6.885854553217996e-09,9.840617209988523e-10,8.623559628606614e-06,1.1194747040477182e-05,2.1109231305160847e-06,2.0012744794684068e-08,2.108181934357134e-06,5.700451305656884e-06,3.3507900654150546e-06,3.6108238621324062e-09,3.573916043109193e-07,4.7919419099429206e-08,7.874697804943764e-08,2.090455739622854e-07,6.409686115205204e-10,2.4253834496335003e-09,1.1090680791525642e-06,1.118067570970993e-06,1.2472865984491932e-07,6.844565580976791e-08,1.3676783972016437e-07,2.0905435249574111e-07,1.2590773623699647e-07,5.255385870928109e-07,4.1670400463544865e-10,2.3869206611237814e-09,2.421614464509503e-09,3.414856051264792e-07,1.384001451221195e-07,2.553675222394247e-07
3N1P+1,N1,0.0,0.0,0.0,0.0004446538679627743,0.0019122781319715898,0.0006131869317331784,0.28881097709294146,0.0007585691015514762,0.002892582176913905,0.009419241551343216,0.03278640466126137,0.02522105146900211,0.004135497232658603,0.006526411502509433,0.21089140299319586,0.13630792585151585,0.06721702773566474,0.04508707399453815,0.011720656187168776,0.0793553725068068,0.24757075432357878,0.05336386767851309,0.04520957489065802,0.03419112731616947,0.0838988319914189,0.028516138035102667,0.02032010121022232,0.004690950298545937,0.016814598621916144,0.015835681471441765,0.00010965801757123472,0.003878416237700355,0.003540869689747428,0.0001065564765925231,0.0001994506287792408,0.004085541146955585,0.006242548126829117,0.0014293463029853015,0.00029259834137063123,0.00015467313893013923,0.0038369510820621677,2.6032763456029784e-07,2.6362831878401494e-05,0.011761136375874504,0.00022018746653862387,0.000878809804509606,0.0003640468857135648,0.00035906936069762807,0.00320074444165952,0.0004076197388789282,0.0012381581699401067,0.0002333566115972907,0.00012059834144562132,0.003504450514757451,0.005346132474687071,0.0002134147791572616,0.00024071789898538754,0.0004853283960635224,4.00878706638963e-05,0.0007404720058277192,5.403999990161168e-06,0.0002908923406665931,0.0006184224085121759,1.4694867715769888e-05,2.742439375214012e-05,6.443379321208198e-07,9.579562774542083e-05,1.8966951100374274e-05,0.00016044472985043967,8.684464748665022e-06,4.550516503609714e-07,4.1593090733815785e-06,7.55924176292222e-05,3.579018668986578e-05,3.056359942910092e-08,0.00011134377620214408,0.001127718299877234,0.0005842147759946847,1.1635148622346492e-07,1.2015456517744383e-05,0.00021823436840007204,0.00012095563259739706,9.012302015776186e-10,0.0002689439389080839,1.3876099665521835e-05,9.321992659794276e-06,4.267991926121262e-05,1.4690694923435998e-05,4.912782181065722e-09,8.932501218694711e-07,3.3256446050344834e-06,3.531962785796594e-06,1.1775872277297594e-08,4.625293925641927e-08,3.8518416456412297e-08,6.387095712767632e-06,1.0209757475010406e-06,1.3413502492287677e-05,1.0817958150166618e-05,2.302283407207284e-05,1.6433070837429398e-06,6.820988549538498e-06,1.0570300874146454e-05,1.4128008786418178e-05,6.58881648796239e-07,9.539855128082309e-09,2.7723682075375677e-05,3.488926247463553e-06,7.692678087534155e-05,0.0003745451285874779,0.0005568932654633763,0.0007444374871852233,0.0011890114163777277,3.966872927474441e-06,0.001035606845360526,0.0005137055271147162,0.0005642977007251915,0.00017724336177193933,0.0011787590213638843,0.0062815560155664585,0.00011679599413527697,0.0007440048193501081,9.924455146581579e-08,1.1615735202141764e-05,6.940572693947544e-05,0.0006279853977129157,0.00022415719954338442,3.54613488617872e-06,0.00024864369385069196,0.00023932190800657338,0.00017831610355489858,1.3816275618250273e-05,4.2995677451473924e-05,2.0161002107776937e-06,6.867752478689759e-05,5.999352126195845e-10,3.057406973616672e-05,0.0009030528877631561,0.0003461914686311296,0.0021443793921700482,0.0004876414050127842,0.0002508824979821078,0.0003765887399156398,0.00030399805750036535,2.4355219262250927e-05,0.00010718360197459198,1.912082958632766e-07,8.018352405603224e-06,4.551025072574433e-05,0.0002510798641783829,2.2383066708986377e-06,6.891507626649584e-05,3.0146017606647035e-06,5.985849468892468e-05,0.0003731557108910266,1.9887345104052656e-09,2.169560978426688e-06,3.471009142330672e-06,3.1422050311924465e-05,5.370613909150279e-07,3.317440501859892e-06,4.649281317004039e-05,9.350867806956487e-06,0.00012238260712926774,6.403998804849209e-05,2.6561673003744346e-05,7.834410413742887e-07,2.2718839757462916e-05,1.1686793466747503e-05,1.1551983915669695e-05,2.738642323363294e-05,2.803556027775045e-06,7.666981566512021e-06,9.751301455196426e-07,3.229305232110846e-07,3.5438880792160177e-06,1.2277776573199617e-09,8.219229839845354e-06,7.954956169342609e-07,3.3948974485609185e-05,2.7137398994625528e-09,4.514930624921476e-07,2.826221270391116e-05,9.298184850070612e-06,5.175470274565441e-09,1.3080061167514145e-07,1.5988736778993484e-07,5.382711775858695e-06,4.051820861938893e-05,1.1917304263420192e-06,3.061327857878382e-08,6.861838165228562e-06,3.466894771264606e-08,1.4511554997653775e-06,2.8095399347005667e-06,1.7344604013036502e-06,1.511571132284395e-05,7.076194363797583e-07,3.651791596670506e-06,3.7433409176834687e-06,2.053111858302259e-07,3.6401686109854836e-09,4.4662232725478646e-06,0.00011473428859476442,2.747656168144985e-05,3.150040487964745e-05,0.0001720101194013779,2.3581657361937403e-05,1.65223152670535e-06,0.00011427314192369309,3.7121155487263024e-05,1.1041170145720258e-05,2.7677178549012638e-08,2.7680170986865704e-05,3.4814282793282914e-05,8.615124704292043e-05,1.397047653561856e-06,3.132321482635092e-05,0.00016678029288064167,3.850326252674563e-05,5.514223586633449e-07,2.1622060588200043e-05,1.343536630571407e-05,9.997742457912295e-06,2.1613824475519294e-05,1.3186318756908122e-06,5.070939979034961e-08,1.7518789392489964e-06,6.663739166246074e-06,3.305024476318863e-09,6.0771664900372e-07,2.312163129625233e-06,2.345894729582909e-07,3.2443483417576857e-06,2.1180079912141991e-10,1.6269060898466137e-07,6.053425125607248e-07,3.485633186528503e-06,6.591057033489278e-08,2.9580794125294574e-07,9.9157250987858e-07,4.028705484770967e-07,3.322757923474029e-06,5.168320889037403e-07,9.260670357225109e-07,1.6359949839284127e-08,2.4133094083111928e-06,1.208601390079167e-07,1.1592482529465542e-10,1.5804578978872996e-08,1.9161304321002604e-07,3.4342522026165057e-07,1.0654273059351738e-06,5.3124900034617895e-08,5.664933855342724e-09,1.4651768109885666e-07,1.1803981836422395e-07,6.947480719610155e-07,4.0583792348947156e-07,1.1582343240057469e-07,1.420746799318806e-06,1.241750615665893e-07,1.931300008806147e-09,2.8411965669050687e-08
4N1P-1,N1,0.0,0.0,0.0,0.0,0.014689121408399952,0.009855734830595875,0.0004823365649873068,0.26121052321238913,0.017436179202086066,0.009582720173007875,0.02272744983222763,0.006709936066717104,0.00950300660334813,0.026916448456001385,0.24942574676986107,0.1365748879140818,0.2134942906110333,0.12971714613981833,0.0018807600198067487,0.011569466327427058,0.05908158749774861,0.00549044016634026,0.007340506719528239,0.0028102363316793166,0.03190146248199488,0.009168379058800635,0.0005520393738693841,0.022983253162132566,0.015357299527957391,0.001060180017736334,0.00018433400407280587,0.001696889759600806,0.0043432309358659715,0.00044220130134009494,6.896526765554079e-05,0.004880039462873409,0.002022921147344814,0.0005537677798130858,1.6268272120534277e-06,0.0010929749605819161,0.0011584590669979633,0.0004932847503540394,0.000261448364152983,8.965123414084175e-06,1.569380164112566e-05,5.9461554354101054e-05,0.0002499616500373225,0.00016817967912152731,0.00012159614047480005,0.0009347569342668116,0.000346324914658247,0.00014798929900639024,4.4746305949416865e-07,7.0935752427558896e-06,4.744929231748074e-06,0.00017813862200233288,5.754371570354522e-07,1.1347979294029642e-06,2.698201662099109e-10,6.555610305714055e-06,9.57234006282448e-07,9.377635151675001e-05,3.6684263293729202e-06,9.878872301527508e-06,2.657108705528266e-05,1.504346476943752e-06,1.5889615189390582e-05,3.360209462588415e-05,1.531930621112565e-05,3.6813380721589795e-06,5.181146178756535e-09,4.169705358769704e-08,2.5958337479536908e-08,1.2567974281285643e-06,4.5758580302646124e-07,8.311117927206624e-07,1.5737933232173873e-06,2.152572155011967e-05,6.194776018375592e-06,8.669119955229121e-08,3.0751403556905643e-07,3.545819518002702e-07,2.9482464301011646e-06,5.710050078522322e-05,1.342885200261712e-05,1.3673848149320378e-06,6.506380736404083e-07,2.712838973462084e-07,3.812652193957433e-09,1.5408445723785746e-06,4.0440178850076336e-07,5.411696726298487e-07,1.4229280154154367e-06,1.3764205775146365e-08,1.7102077265462867e-07,1.7765782591716572e-06,1.849938824349806e-08,1.231791739497723e-06,4.054560376332006e-08,8.733619516476665e-08,8.151727992622426e-07,3.467744933427497e-07,1.7207038904842875e-08,3.359144910675127e-06,6.565050507667536e-07,3.3454247772013446e-07,7.850332939263183e-07,7.704720590417935e-07,0.00013356081203941272,0.002794819777797386,1.5856857960905302e-05,0.0001040664736073893,0.004823232036646807,8.687319118649839e-05,0.003733930055374479,0.00027697298979001417,0.0001332287120301423,3.6493832333839293e-07,0.0005108938158493448,0.0035324775355503046,0.0003742874906809135,0.00047866011276487264,2.2413191214099015e-06,2.082223902055702e-05,0.0003853370007749213,0.00252141545632778,7.979370995547796e-05,9.375460626515064e-06,0.0003098507607930401,0.0013780259633584535,4.835315945417307e-06,6.707789575299827e-05,2.138169093868214e-05,1.9079364008467437e-05,0.00012189726492883857,2.440041346751798e-08,2.2244018970329904e-05,0.0009630108415557004,0.0003235576925848527,0.0016655425143938807,0.00012754070607945422,0.00010304802260296952,0.0006179442062963503,7.76164205196217e-05,0.00034470388869856095,0.00014505731565828128,4.148408428883421e-05,0.0001102006799114097,0.00012928224344510575,0.0006650860512262824,1.817661398506587e-06,8.76511982350614e-05,2.002904990838772e-05,3.086433972665503e-05,0.0004199239563722479,9.5759555112096e-06,4.319810485764464e-06,1.0177108573650173e-06,9.208551081796301e-05,3.0013970384601407e-06,4.1504496972599725e-07,2.3381587753279476e-05,1.3426193987697843e-06,0.00016429040109078308,6.623747576561811e-05,7.424398694499956e-06,2.3708061869243124e-07,1.0364718963096209e-05,4.325664916038363e-06,2.02739280963371e-06,5.709751951243902e-06,2.8927487116803263e-07,4.324757272300417e-06,1.6608686470576117e-07,4.997056576083736e-06,4.900523594253414e-06,2.441768058858429e-07,1.2146389613443276e-05,1.092417118986333e-07,5.072441092535129e-05,2.2011861933179944e-07,3.7637445027272065e-07,2.1921942271685424e-05,1.1572310962826293e-05,1.5519194662694247e-07,1.5590064039727736e-07,1.6114012835188873e-07,6.631325200068261e-07,2.3278585283392772e-05,4.6688543360318135e-06,1.0947374340375404e-07,6.871567574062709e-06,2.628713913210845e-08,3.1756537932636775e-07,2.6973908879845965e-06,2.92369039933682e-06,9.890987412219943e-06,2.9879275742494826e-07,4.813550110505105e-06,7.717955695429879e-06,1.2138210570000751e-07,4.9323002127010795e-08,1.181768771507663e-06,8.370274644287079e-05,1.8343585230784498e-05,1.9799780270446377e-05,4.692534746775223e-05,5.444280182231864e-08,1.161366501190031e-05,0.0002433858366450714,0.0001312124652645963,5.018664080091995e-06,3.336230358641501e-06,1.3558024845261585e-05,3.4529285446227576e-05,6.461663583268162e-05,6.048025249505429e-07,2.008457159563548e-05,6.278697105743802e-05,3.657820761615582e-05,5.511179210770933e-07,1.6440220666158467e-05,2.145051899926642e-05,2.3355663913982028e-06,3.239452154302214e-05,2.326472306801719e-06,6.7067379703189545e-06,2.613786218574887e-07,3.0684211620446433e-06,1.0993247201440681e-08,2.1977444772947052e-06,2.0431833613887562e-06,2.4133911116219764e-06,4.819596735261555e-06,9.478368534487913e-09,7.045403522809579e-07,2.6881511159260185e-06,1.3992628518089134e-06,6.034696449219723e-07,5.610904332264965e-07,2.038241129653784e-06,4.518405916087431e-08,4.068137289259255e-06,1.4041730049818568e-06,8.760358942705437e-07,4.901755445985145e-09,2.144768130873942e-06,7.844795624212253e-07,5.3514082054562095e-09,4.260776975684166e-08,9.084721677155017e-07,2.5819205999866313e-06,1.7717272875472645e-06,7.477075447681614e-08,5.644012643912788e-07,4.290277733076664e-08,5.005023071547043e-07,2.1080791845484725e-07,2.00497095370622e-07,5.778879157425365e-07,1.8761455469196164e-06,3.269428228147575e-07,7.23472761698929e-08,2.367713296536067e-07
