 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,H9,H9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,H11,H11,H12,H12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,H30,H30,H31,H31,H32,H32,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,H36,H36
1N1S,N1,0.0,0.024213980771613075,4.344885823859279e-05,0.0006487697116053237,0.0007687481792506556,0.0001329654020589821,1.551778549524485e-05,0.000916278345937771,0.0020888902988946967,6.289984737062326e-06,3.317433491498156e-05,1.4431105510581688e-07,1.6839170199844933e-05,0.0001489004108396752,0.008253300001283437,0.0015161609390301756,0.00812536583442025,0.001345584554326873,0.0012330901443148579,0.0021821946508850942,0.0033663063034639062,0.0001873211830507593,0.0059455445619234215,0.0005960228389272348,0.00014963275467616555,3.555046093750569e-05,0.0005108457025304602,3.7226420926350645e-05,6.772624753839662e-05,0.0005564332408847239,0.0002840251621076817,7.385456346192809e-05,3.95683088123544e-05,7.439070854364793e-05,1.7703338577895744e-05,0.00020572916941286046,0.00027686980214891577,7.487776414349945e-05,3.7982442007145067e-06,4.136694679246489e-06,0.00013099617505885064,7.788435498756741e-07,0.00012177568295257402,5.169670867360976e-05,1.4085507754169058e-05,5.5273487641366303e-05,1.4403640111460003e-06,1.324199315025365e-05,7.476071411449681e-05,6.553190265812248e-05,2.370414595820325e-05,9.405185199695687e-05,0.0002490637555372377,9.003472672786117e-05,6.891283162979711e-05,5.083254762960898e-05,1.4883199169979378e-05,9.374993095168094e-07,1.4316654342483304e-05,9.732953946336997e-06,1.8397649868828747e-07,6.955943826575384e-06,2.9182221189527624e-07,1.1647277867593564e-06,1.9191146887198585e-06,0.0009999710694061914,7.5569838257349975e-06,3.2967792646276806e-05,6.629153549742028e-05,1.787889023274758e-06,1.4254762608079119e-05,6.25639653972776e-06,8.090724916920422e-06,1.6699062610481263e-06,7.842936134538903e-06,1.9164271767985186e-06,6.511540504572366e-07,5.847135826464456e-06,7.412295532915891e-07,4.604083693321437e-07,1.6440768723979815e-05,7.548960314607278e-05,1.6878186936963857e-07,4.384299654436319e-07,3.788873046861596e-06,1.0714310600956622e-06,3.6208967999773467e-06,5.10400676638767e-05,4.97543727639993e-06,2.464145563818576e-06,9.003020083686586e-05,2.1557803345673143e-05,2.7551483291587964e-05,1.7391707802794087e-06,0.0002665311233611689,2.685386951989388e-05,2.081300712775125e-06,7.260172907308515e-09,4.013000353333962e-05,3.789435476436731e-06,1.38770671838373e-05,3.1061824161460194e-05,7.186286592242297e-06,1.1658378410439596e-05,0.0003048058008818799,3.209168422335651e-06,8.80133090186419e-06,3.214486121727589e-08,1.6822392505666528e-05,1.7214150154487573e-06,7.519491945773282e-09,9.492364706070733e-07,6.167885082619673e-06,4.73253736893442e-08,5.354040278071626e-07,7.61518721348331e-06,1.086589040966146e-09,2.7721111228729e-07,1.7923470522429596e-05,2.299676748140911e-06,5.116106476243942e-07,1.1638245922540591e-08,3.6532932234933924e-09,2.555707483253844e-06,9.253840453637974e-08,4.5288706942980816e-07,9.953849255672775e-07,5.164924541944949e-07,4.126048389174741e-06,5.245964196709529e-06,2.449586988251262e-07,1.7143620556492323e-06,4.509148721076883e-08,3.765867389038391e-07,4.7816733290684255e-06,3.4489903222301166e-07,4.2475512840312035e-07,5.510261158470087e-08,3.5948396668317173e-06,4.73264033518106e-09,1.1382607309484705e-07,2.053886029307339e-07,2.8841741517293684e-07,4.185308305482138e-08,3.451770826945477e-07,1.237893364147702e-06,1.8600576467964203e-08,4.90300269273547e-08,6.580870781647263e-08,2.8168784638182842e-08,8.983318289246256e-08,4.025273936392182e-08,1.1144706957288975e-07,4.269227260600417e-08,3.2600328214726915e-08,2.895461251317677e-08,5.2159236846316404e-08,1.0261141103473648e-09,5.3592754095665995e-08,1.244005259914971e-09,6.7066177056318566e-09,1.8247569677498632e-08,6.519399331494924e-08,2.9316885585828345e-08,3.6955181692555072e-09,6.012298969793051e-08,8.735209622301454e-08,8.498725412309227e-08,3.60914435226789e-07,1.2399752336023084e-09,2.1303129327243653e-07,4.384775431631738e-09,5.3439225711215954e-08,2.987129987808146e-11,3.844401713637424e-09,1.2171040175701364e-08,5.97901589349803e-10,2.813871913254218e-10,1.4666574510435737e-07,5.319525607783149e-07,3.028688411177427e-13,6.166084309811026e-09,1.1326189097715655e-08,9.086921437528872e-09,1.2295515050553263e-08,8.785358662777298e-09,7.263154522263449e-10,7.973570692598742e-10,5.308442352358611e-09,7.174645738627916e-10,4.66966146306369e-09,3.240885060318277e-10,4.951827350940796e-09,1.216799133674229e-09,3.474627696675725e-09,1.1857236259515957e-07,3.613709331773407e-10,2.773159479829701e-11,5.041530082294798e-09,2.474953575415384e-10,2.7288715176432277e-09,2.5886186083567964e-08,1.2559131290501568e-08,3.408238802293795e-09,2.019911549133724e-08,8.438239440522466e-09,4.889812110775438e-09,2.353799599674744e-09,1.1002356803402336e-09,4.8915657635539844e-09,1.5034585659767785e-09,6.63526511512913e-10,3.1534997946280896e-09,3.7196258573235497e-09,6.748808178969057e-09,5.737423869334179e-10,5.145297521380598e-10,7.608722540908275e-10,1.1469193594848548e-08,8.550576469090743e-09,9.20623261790876e-08,2.2080817618785886e-07,3.039028275697575e-07,1.918092240593694e-07,4.4815928745833844e-11,2.2541351063498638e-07,5.129629487843346e-08,3.7704203981192563e-08,2.5219437205237227e-08,3.3399541632395113e-08,4.74465616240316e-08,1.238892766153299e-09,9.474472206782991e-09,8.494023573391019e-08,4.3484012529626526e-08,5.140158232386227e-08,3.765908318520417e-08,3.0149232888021515e-07,1.820299684318627e-07,4.797239716580748e-09,2.094000084440495e-09,2.721161886931611e-07,4.402119513358116e-08,4.398873071354004e-09,1.77350586993974e-09,4.906922923542112e-10,3.2250991183202515e-09,8.088753694623918e-10,1.8380291469388688e-08,4.362582561867612e-08,2.4880293381102092e-09,2.0887759966115027e-07,2.226978801367352e-08,7.414313607512213e-11,1.2094307777488211e-09,8.223729475176356e-09,1.0040246412046372e-09,1.989431092086491e-09,7.2512987420170205e-09,3.2348254769276608e-09,3.1937210653865122e-09,9.40457409170925e-09,1.480998434999492e-08,4.293151634193748e-08
2N1S,N1,0.0,0.0,0.0020416951834256736,0.014682168212661661,0.013038864658920346,0.2677659175507068,0.002480086502119505,0.02183329556000979,0.02989204293736014,0.00024285021347614233,0.0015046839122052624,0.0002495869885750235,0.00011635043040825188,0.004731639408789068,0.11280842329515339,0.16451337498856722,0.11490751932604981,0.16162595851564276,0.0038111244228049568,0.00630693406041738,0.03300174903748543,0.002629337831383971,0.05971195971248644,0.041134178320652914,0.0743137990135212,0.00891715344278543,0.15228081395317838,0.0014319726674039135,0.003579392707380613,0.028752147187252497,0.01661023215364943,0.004703627099245544,0.001089103330873975,0.0009992115641916932,0.0001445427978836733,0.002798585496917916,0.007483727826075981,0.0014050713553857008,0.0007183534259067592,6.857848395380728e-06,0.0010584819319867655,1.7942261286041372e-05,0.00042005725367966207,0.0003414162722703562,0.0002526561594897725,0.0007624820166978186,6.628621812065916e-05,0.00015501346992952136,0.00216897652246395,0.002068955970929043,2.4780298440552073e-05,0.0006014301885577389,0.005251449315984313,0.0019383028096839894,0.0007136572652814976,0.0004569910074749828,0.002338890751634626,0.0005672102594562745,0.00018947111907063885,0.00021365967381825612,7.147864967027573e-05,0.00013740564189124171,9.607135188582916e-05,2.0604121016898347e-05,0.00012430911411653867,0.017197657746137907,3.177411407517816e-05,0.0003800256692265691,0.0011008315470522057,5.6194868189418656e-05,0.00027539129421816355,0.00019882620622224678,0.00011538285252843394,1.738214603630439e-05,0.0002216342495815482,0.00015174331746381498,2.7265504036755317e-05,0.00016285657478642968,4.0230182981382256e-05,2.830341821802307e-06,0.0002753473876926371,0.0003429492997111261,1.9174626868512235e-06,9.533621216473165e-06,0.00014168121631907837,7.3263171228799e-05,9.208716762376667e-05,0.0006100652842992993,6.255629985130184e-06,4.670802151585107e-05,0.0035119592707570924,2.361964826391727e-06,1.956546816694882e-05,0.0001205486352069407,0.0016259687706954296,0.00017119761136985545,4.435938669944406e-06,0.0001386747650797826,0.00010036571586402587,4.482115810700016e-05,5.874752582180065e-05,0.00045176625813736493,4.300218143882262e-05,0.0003152137662607579,0.00802395887858598,0.0004932358685296734,2.4010627873050083e-05,0.0002568475932007708,0.005473169277068202,8.4802621898028e-06,1.2448397237241338e-05,0.00016782840562146184,3.138896567511651e-05,0.00013152028945939698,4.7075697449106e-06,3.9587043882960415e-05,5.71009119454402e-06,4.520556945886156e-05,0.0005043881773705294,4.8520690713260706e-05,4.4128459451009405e-06,6.575800047503577e-05,0.00019914359344186394,8.028880053734255e-05,2.0044313886247167e-05,5.7802908993265234e-05,2.1265256666680443e-08,1.2335778809324793e-05,0.00012968565483317818,0.00040168117178263074,5.927821330908856e-06,3.8566377274840136e-05,2.063454547673871e-06,1.4577033029983255e-05,0.0002279140960732562,1.1171385274622025e-06,6.850724135976094e-06,3.590760178084906e-08,6.677583050063163e-06,6.386705894811939e-06,8.954027928220754e-06,1.694901191418019e-05,1.4780594830288152e-06,1.099683342187241e-05,5.596662439266709e-06,2.9944767730327726e-05,1.4113141655336392e-07,1.953789955599916e-06,1.3654473169921744e-06,2.6750428805399906e-07,9.467606775448445e-06,2.71957086628305e-07,1.9839066998095234e-06,5.01278782039094e-07,1.802600452460723e-06,2.236053418203099e-06,3.9170727270665395e-06,2.3911197022385977e-08,2.845085099734135e-06,2.5844533557695115e-07,5.596941967667135e-07,5.782100576112725e-07,4.887330460778827e-06,3.470977440578338e-06,1.5224706828576018e-08,1.0096686677840694e-06,5.187719730237461e-06,2.683874800180064e-06,1.2774020445860401e-05,1.382523295845317e-08,7.2418729311074514e-06,1.4117546509595513e-07,4.348794702124792e-08,3.936498815804157e-08,4.813641834022775e-07,1.2389085404240774e-06,3.777050894271383e-08,7.969916282490885e-09,5.880566401827991e-06,1.1516917971743368e-05,4.2071701678025875e-10,1.2829637041633646e-07,2.700033960856274e-07,9.190104588441272e-08,1.8020350944780716e-07,2.466280513147012e-10,4.905037220837016e-08,8.754269309463325e-09,6.915424233255862e-08,2.139845989290734e-08,4.655217165083769e-07,3.2288660634094413e-09,3.599472739868048e-07,1.7245774142082837e-07,7.266547363826703e-10,9.736677686333906e-09,1.156321105533209e-07,1.1473925853877631e-07,1.8960772640852497e-07,6.282781406241611e-09,1.3063834236604066e-08,7.008007671949201e-07,3.970681827780709e-07,1.3764903838975329e-07,9.205282180957397e-07,2.3147201666517958e-07,1.0804179417789328e-07,3.764550360330077e-08,1.2627773848805646e-07,5.053725202763815e-07,8.64287508228756e-08,6.576555411363927e-08,2.969924461915241e-07,2.9814192537003237e-07,1.823259148103773e-07,3.962597361351072e-09,3.704519802028017e-08,1.0358008672994856e-08,6.444823625884055e-07,7.175768517164727e-07,6.385204862624505e-07,9.87994495460498e-06,1.4849391083870955e-05,9.099013795754729e-06,1.2426044277979997e-06,6.044596662757584e-06,1.341375785557375e-06,9.119092907461379e-07,1.0485695551842866e-06,2.790371385952284e-06,4.8727788595215316e-06,8.412587781947423e-08,7.807051565222878e-07,5.83099207052129e-06,1.6046271622549568e-07,2.1245295962479815e-06,1.4225524913591414e-06,1.1235095493944414e-05,4.815346331454862e-06,2.6550194975882846e-07,1.1402228494716837e-08,8.508235464166347e-06,1.380309563092652e-06,6.474435612080498e-07,2.6958561449852425e-07,7.0854806466513764e-09,1.2248973058071044e-07,8.376816995614433e-08,1.0486516410779245e-07,2.196601756487837e-06,7.913236732548512e-09,7.745168934647495e-06,1.1478895953764834e-06,2.2146189371241576e-07,2.1116295378931227e-08,1.1476689372180715e-06,2.061185622181938e-08,1.748572837634299e-07,6.56365195750297e-07,4.2075412087783093e-07,9.045567916921016e-08,8.061824290361841e-07,9.594198822071576e-07,2.3576666459135254e-06
3N1P+1,N1,0.0,0.0,0.0,0.008583694489376015,0.017078570645021163,0.0013160085007934974,0.26630660116507476,0.011295597175128957,0.020882469077172505,0.01563369136945547,0.0005225271979028001,0.029491802234068665,0.0054639041695894175,0.003762559414661748,0.013423189495806565,0.006643024772226447,0.28621170308314703,0.15825684139803675,0.005450411995085558,0.031931287512109385,0.04809414027233583,0.0022811537665119452,0.12693338038351332,0.016615213796222328,0.0014949218417732446,0.0022717085910057833,0.0785208325304314,0.025558133674840722,0.0028492695732109663,0.002277877394766481,0.019225176696480606,0.0022150453924032476,0.00028012051023962314,0.00023309569704998978,0.0001808886178462643,0.00858325957763384,0.011274100790144903,0.004245546467344763,6.709921920222683e-05,0.00023422978489895385,0.001318122454590842,0.0010016454715771062,0.0033531535857656003,0.0033997480248011414,0.0008326174961990063,0.004467697723109065,0.00014064925720025379,0.0012490971300460618,0.003986524935415403,0.0029595331908529587,6.669903410205791e-05,0.001785755521537702,0.003084397560999985,0.0025466051228555386,0.0010693641626500217,0.001202071506899216,0.0005551611321421568,0.0005326556780915759,0.0002707872902929509,0.0006248800349677452,1.0734370221365808e-05,0.000568668100484393,0.00013180304349380556,6.273610006957142e-05,9.534321939597135e-05,0.013960135644990324,6.888295663887156e-05,0.0012419061873383264,0.00224183765021424,0.00010339804283310272,0.00024587761587469004,0.0003740863997880872,4.691033794745891e-06,1.2983899937424326e-06,0.00016736704571584937,5.116272998550997e-05,8.056143390966497e-05,0.0006312563987551645,8.196378856384356e-05,2.29559722584316e-05,0.00029864587474293103,0.0015658447479309778,6.15681468163487e-06,2.267950820655784e-05,0.00012567227551762983,3.0156219806620754e-05,1.892717020446355e-06,0.0004687818636064378,5.540679728843756e-05,0.0007573879070670309,0.00028281925437045885,0.00020319724016237828,0.00014071950094551866,8.536299427142069e-05,0.00013150031354092206,0.00034276865731008854,0.0003365225500573388,0.0018869274246833267,0.0007511627511347374,0.0004755822714135327,9.62913891653372e-05,0.0017587405867582895,0.0014668552801460066,0.0004698547778310136,0.009258948792080446,0.0005550330575410101,0.0003644597637397773,2.3611980379811826e-06,0.0009386525655332711,0.00014517079569542624,5.6928216567664336e-05,8.65971857881842e-05,0.000654239630933029,0.0002968932047668904,2.811496014420989e-05,0.0005738768677256978,4.0246698942425496e-05,2.6459067492545785e-06,0.0009210476563406012,0.00022090160714016704,1.3531125450327863e-05,1.6865404663946038e-06,0.00013655944198331937,1.702928509317303e-06,0.00010183661532714439,3.2520739166042034e-06,2.7205864638002453e-05,2.0350536567459443e-05,6.586889305104648e-07,2.3724185909124174e-06,6.790533024769729e-08,2.8209775848608842e-06,4.912181292437978e-05,0.00011221297399766073,1.52222661093937e-05,1.3416737507654375e-06,1.15272024849844e-05,3.436096465270211e-05,2.0392168234906194e-05,5.3147590479696305e-06,4.1692638372836655e-06,8.951219636177399e-06,2.470320680680871e-06,1.228787749329996e-06,4.800780370572966e-06,8.444174227717482e-05,1.4530071879015338e-07,4.823156068312073e-06,3.5637501576424313e-06,7.660734269165914e-10,1.0026780742578012e-05,3.0137929822871e-06,1.4163752837248467e-08,1.3537246377204326e-06,1.89884799528528e-06,3.3048423109249825e-07,2.83803887057843e-08,3.5647660487914123e-06,5.520706314321444e-06,3.6087895369796286e-06,5.8592561344994465e-06,6.512841652650536e-07,8.671468766596746e-06,2.9605356708373165e-06,4.842456280407248e-08,2.3558931760980784e-06,1.1276133502491348e-06,3.7764039215737455e-06,3.999777299590335e-06,2.941390890853768e-07,2.1981165745366127e-06,3.341774590381874e-08,6.003973154200537e-07,7.960267127682386e-07,1.9890823432788807e-08,1.9207795065590005e-07,9.793468036534136e-08,2.6502517513904422e-08,1.3894033195072097e-06,1.3029845292056308e-05,2.1102053437971335e-10,9.2679665719686e-08,2.4538808762741837e-08,6.645659977877472e-08,6.741167086765643e-07,5.466624930505759e-09,2.4579823687531643e-07,3.310196561301382e-11,3.1463862404379483e-07,3.886660326912761e-09,8.58812487791738e-08,7.3057311311686135e-09,1.3291506739676606e-07,2.341743621236958e-08,4.829017470342478e-07,1.6183729165675231e-06,9.02203378672084e-09,2.1857229359767416e-08,1.326411558366658e-08,1.3082515071261014e-08,2.884050775975311e-10,1.971510421583389e-08,4.311163870340806e-09,4.679211240699033e-09,2.6039191736160205e-07,2.9034076476364135e-08,4.021275401555613e-07,2.313681868315598e-08,7.029246518186483e-08,5.058689409587203e-07,3.041717100416008e-09,8.627678571571096e-10,2.862410795057002e-07,2.7181913986318307e-07,1.4617209664891107e-09,1.3863173098371817e-07,3.1042844694795235e-07,1.5813776998996332e-07,6.108327519349643e-07,3.51727780234512e-07,1.025793294751054e-08,3.343046750536871e-07,8.381109237731721e-07,6.4715610648136135e-09,3.425974757220729e-07,3.357664413172756e-08,1.1518700735457799e-06,4.328167853451248e-06,1.983360891522068e-06,4.589279123390355e-06,2.5053025267673945e-06,7.298553772461247e-07,5.936806402040418e-07,1.765529356489992e-06,1.1965314961059903e-08,1.374930227449056e-07,4.847402710339566e-06,4.211787634655906e-06,4.69038738071248e-06,2.0080283569257062e-07,3.8270275837248846e-10,6.704599231355246e-07,5.642767719749031e-08,3.233810204061882e-07,3.6801514835538285e-07,3.9130813234145023e-07,1.2822443380411386e-06,1.6973922112306639e-07,1.465398469235879e-08,3.334496843088175e-07,1.8459277395521667e-07,5.790267150196371e-07,1.1611365255959072e-06,8.141121199400914e-08,8.318679078911373e-10,6.9913297373602745e-09,2.134303751510913e-07,2.3308331287275053e-07,6.557336895696153e-10,1.2289684470090378e-07,1.5735290181950745e-08,1.0669653449646432e-07,3.079480661583034e-07,1.0747977174929702e-08
4N1P-1,N1,0.0,0.0,0.0,0.0,0.018137712027940456,0.01518573828195846,0.009520137967038877,0.2229441158150096,0.025371252656718024,0.016856159956126993,0.012990105655537931,0.005332792074341786,0.006941669635214476,0.004824527523849209,0.280566023043765,0.1567296993455618,0.07850755066693171,0.042694740551042276,0.00025216621637369485,0.0017654007525527149,0.0068276760779699686,0.0003792689435551111,0.009771296533390483,4.035373456945379e-05,0.005192252285386445,0.02123849427836344,0.0021710098048419724,0.007520559911333935,0.020336966355108732,0.0011143370664414842,0.0011856487340944355,0.028047479064436054,0.014224898500393657,0.0032754749488308477,5.704349468738101e-05,0.004326484549941778,0.00447142229321118,0.000778418672412684,0.00029975185610586763,0.0006201599969259952,1.8879289829243362e-06,4.0387279045983604e-05,0.001758605668876534,6.921703947959656e-05,0.0005498120822564623,2.286624750702515e-05,8.358348556281037e-05,4.291143794521446e-06,2.253462185919375e-05,0.00012762137487642988,7.120487507017437e-05,0.0019138655629649115,0.006594300053877955,0.0006267398091912568,0.004213658514572671,0.0012867391727202637,0.0009476329572066788,2.6093773617397176e-06,0.000912607260708409,0.0006520145375301656,2.6614763797505603e-05,0.0002515495963619774,1.5341765624565795e-06,0.000310035712929313,8.137666668162069e-05,0.03328970779771412,1.2016457584529405e-07,0.00015261902857632847,6.103676776891831e-06,1.4781387225326625e-07,5.819091441594537e-05,0.00014440398669712806,5.8999409692006566e-05,2.129958240892904e-06,6.568932441419761e-05,7.72080895523608e-05,6.4928010528042535e-06,0.00019707892591669385,3.67034025896551e-05,4.027619882052136e-07,1.008220527864978e-05,0.0005946306648256794,6.725312307409581e-05,2.0690911690657288e-06,3.6149505085347755e-05,0.0001898965301814215,1.0262126171056707e-07,0.00014090391223398058,0.00011630363207260075,0.0004916744520926386,0.0002724090417531855,2.5643058626734216e-05,2.8199265571515753e-06,9.343442919718115e-05,9.926175733365739e-05,9.756165562757602e-06,0.00023733947615833806,0.00039574519297258526,0.0002076571029125951,2.4560872802670275e-05,2.4295554774900197e-05,0.00033618111616018354,2.6250776225200667e-05,0.00013436680463962958,0.0022472045952222075,0.00013371548124174737,6.795402262893546e-05,5.645899108230878e-07,0.00023268574978541068,0.0001063373402652168,5.186142695290386e-07,1.0380362507333984e-06,0.00014580350479365123,5.945587437006239e-05,1.1143136189994962e-05,0.00024728026689579963,4.2193939216339515e-05,0.00017319832208340102,0.00011050857560412908,5.010769893853961e-05,2.0953490231789829e-07,3.687190519929828e-05,3.6839644277364414e-06,9.934351430374022e-08,5.260712745647211e-06,1.1318065495036223e-05,2.9307899729325015e-06,0.00017592982958869463,1.6187356655095186e-06,0.000122913332754937,5.947070960132805e-07,1.6163204788810503e-05,2.042263346835327e-05,3.425802012202439e-05,6.258770367040256e-05,7.456600040978145e-06,1.8734031836942222e-07,2.2728691373430365e-07,3.689621701541412e-05,3.0184821862011546e-06,9.610754458933002e-08,2.449850364572015e-06,5.987699570164651e-06,1.3675209869612459e-05,3.2063728432341065e-06,6.955746703063426e-07,8.38738878350398e-09,1.9209128714337e-06,6.541106767343763e-09,4.1471693146277744e-07,1.1367957730712419e-07,1.679812262622704e-07,1.0585461396317442e-09,1.026764227862742e-06,1.4069951213002696e-06,2.139579631244004e-07,7.560339199130794e-08,4.290367263681816e-07,1.6938946822975254e-06,4.676530769298637e-07,3.4715771812798835e-07,1.1394349268556425e-06,2.1416535012086513e-06,2.269127108434077e-09,2.3204205445992443e-08,4.6060756231369737e-07,2.932905140973219e-07,2.4026873282068095e-06,9.836536780660765e-07,5.7753175575214755e-08,2.78261202524277e-07,1.4736584397212482e-08,4.847753753978168e-08,9.094691599820237e-08,4.5276162263796493e-07,2.986079161715338e-09,1.7931711226992775e-08,8.253545402681084e-09,5.418584332339549e-07,7.090282339916598e-06,1.2281446748474423e-08,5.607929915996124e-07,1.8508642316561463e-06,5.199530583865908e-08,3.915324408687582e-06,1.3279257604636996e-06,2.571870974410473e-06,3.444368772420603e-07,1.8177938931884796e-07,1.5984604861962737e-07,3.8644831779066635e-09,1.5287054511148312e-08,5.581750595062829e-08,3.964914840892675e-09,4.433304026107976e-07,2.7783322057661763e-05,4.3287359030586003e-08,7.550066571937464e-08,6.975320587798706e-08,3.6965369298869177e-07,1.5929901842071104e-10,1.2789769243681803e-09,2.7188766793528885e-09,1.4434107242777827e-09,2.4740403947731693e-08,1.1849468073421576e-09,2.094977036293244e-08,5.4264726045971656e-08,1.780421854391534e-08,5.9671297014674e-08,7.091668186021138e-08,1.2232141077817005e-08,5.873304775860788e-08,2.551870963429792e-07,6.962777066021886e-08,2.8364044446504977e-08,1.5411041331958586e-09,1.0405498684917802e-09,2.1961874097087275e-07,1.204405748467252e-07,1.5763625071940623e-07,2.6675029549672047e-06,3.7849298863967817e-06,2.138112025207306e-07,3.0091141400845345e-07,4.2253738286035514e-08,3.1267912068422277e-06,4.795752436947964e-06,3.550335018864814e-06,3.8234572989903626e-06,8.816024044122628e-07,1.4386935134336198e-06,1.214360629830935e-07,4.530992319118354e-06,2.8694558285025096e-08,9.741874236190995e-07,8.954958667928281e-07,6.409912294280673e-07,2.481262298292819e-06,2.0113131116161753e-07,1.72543864529473e-07,2.2941389676844892e-07,4.197403313810355e-09,5.43775979799932e-08,2.709364954611715e-09,7.46661243944402e-09,1.7915219152619954e-07,5.022875642080038e-07,8.488459668498649e-08,2.8070829585225e-06,5.883369684767104e-07,8.423757664743903e-07,9.64925810809092e-07,7.468400151644516e-07,9.703096104374254e-08,5.82056363107597e-08,2.3912219759836262e-08,5.0960513142683794e-08,9.321520006988493e-07,1.1883682264901552e-06,2.1321907350824176e-08,1.0956799256778282e-06,1.7246807044735135e-06,1.4496788471873856e-06
