 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,H9,H9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,N23,N23,N23,N23,N23,N23,N23,N23,N23,N23,N23,N23,N23,N23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,H29,H29,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,C30,H31,H31,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,H33,H33,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,C34,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,O36,H37,H37
1N1S,N1,0.0,0.02347178415073059,0.0003013902056021589,6.526129689632398e-05,0.0017966694931212945,4.863379456176986e-05,0.00032882313325854895,0.00037249399715344467,0.0035702016747312104,3.8863752475221114e-05,1.8583077638356649e-06,7.757436150497565e-05,4.067776103103271e-05,3.036401885692097e-05,0.007885189932649084,0.0013611690506611929,0.007837118845759994,0.001323665671359997,0.0011511259503244053,0.0020794905141046094,0.00022874770350012064,0.007025738534514492,0.0021259220761664643,0.0006194427469603525,4.4386370912086193e-07,0.0005679152402680021,0.0002749887146735741,0.000309929970491174,9.887650591039465e-06,7.72810956159442e-06,4.40388148097437e-05,0.0006445608736087294,0.00018646750909456777,1.7296977763203714e-05,3.589459688313479e-05,0.00022483666564054872,0.0001387964063266356,0.00011324126203438034,3.199426540523298e-05,4.312646319171165e-06,5.6172728242653847e-05,0.00017914564756660312,2.808573363832778e-05,2.815117142118684e-06,8.332202528102406e-05,1.5519425255600128e-05,1.6436589918483735e-05,3.437302163220024e-05,0.00016360783118085642,0.00011229821438130116,7.387848156370502e-05,3.703808475186143e-05,6.843911117848656e-05,7.327000186574395e-07,8.754139797229055e-07,2.9857390373422277e-06,1.7133970287019906e-07,7.893628324318058e-06,6.1605170880163485e-06,3.977523953746509e-05,5.346511022352729e-06,5.499162002786662e-05,0.00014521186414995224,1.8639053190327992e-06,3.654712090184198e-07,6.079098734124155e-07,4.175128302363884e-06,2.358214688824578e-05,2.0756183510967086e-06,3.8707382841174365e-06,1.0765797082701312e-06,5.217585112182732e-06,9.759102989392865e-05,2.200829920528946e-07,1.2211867714828628e-06,1.2541017075040628e-05,8.342649059356333e-06,1.1698170140905795e-07,1.518730377569888e-08,7.660313647295247e-09,6.309701313655935e-07,3.7191055521357264e-07,8.262776342304878e-08,3.3211414547373863e-06,3.309246918936637e-06,1.1568858537813753e-08,5.876534734161609e-06,1.303946177477755e-06,7.143444108015373e-06,5.0825584407832025e-08,8.911784623588659e-07,3.6877410507230035e-07,2.8935477501546014e-07,1.0741483708054389e-07,5.558288524165622e-07,2.088903422459154e-08,9.178404483112246e-07,1.1597714899558298e-08,9.133371559055803e-09,2.687153015656918e-07,5.742394473262635e-07,2.0291394653426664e-07,3.3661316023447796e-07,4.489954799069551e-07,1.0638169900545336e-08,7.355062860980865e-07,1.7364624300686415e-06,2.516018365872341e-09,8.17224202198652e-09,3.5592556124619534e-09,6.014141074039969e-08,5.138210468214055e-09,4.041074674887568e-08,7.56513753752408e-07,1.9068326112536838e-08,9.892110020004452e-09,9.725575678132259e-08,1.090176942053489e-07,6.735378477173981e-09,7.006169866485834e-09,1.6006739622653754e-07,2.4063711023813994e-08,2.0124740940374863e-07,1.1118770626428187e-09,2.7751098641282113e-09,2.3799268111801553e-11,3.0025611441608646e-09,2.6391486218635407e-11,4.5786252567125985e-09,1.5881839954268173e-08,1.1212578643338134e-08,1.1708222025230697e-07,1.3739936965961874e-10,2.5139585968503297e-09,8.066974199749666e-09,2.029564738492695e-09,1.0468648170558481e-10,4.344263837552376e-09,4.622541016630066e-09,5.920943735304718e-10,3.397866432663932e-09,3.445922047706773e-09,1.7240031902066022e-09,8.76702044294575e-11,1.866071103195921e-09,3.1236724318262077e-10,2.1969208952032915e-09,7.458572204299685e-09,2.39145614422398e-09,1.7682540986996287e-08,1.9249490890160814e-10,4.8510361949638536e-08,2.2758211093432124e-08,1.847155051137861e-08,1.0295986285768777e-10,3.229801148751932e-10,4.989156865420341e-10,2.8960708831071713e-10,1.389759696213133e-10,2.544651156455302e-10,1.0159724173064433e-08,7.032272408835638e-07,2.792349684810347e-12,7.1944672441759394e-12,6.1117519933873155e-09,1.3871064297177327e-09,1.0769820590894597e-09,5.476923359282182e-10,2.556018730004439e-09,5.056294050120869e-09,1.2172198804449863e-09,2.538486643111071e-10,2.9648505872614805e-13,5.274927716847344e-11,2.2868784643748086e-10,1.01683383935125e-11,4.2799097599299785e-12,1.6340684361182412e-10,3.2378331127347337e-09,5.1134398937335845e-09,1.8865808915080606e-09,1.8314239014216582e-11,6.58974963485548e-09,6.042277789219952e-12,2.678390398358488e-09,4.790635665941068e-10,3.53266887964665e-10,1.5415169141164142e-12,3.106121748697177e-10,1.139924266091441e-11,1.0436207453778934e-10,6.603287916462364e-10,2.0240198406185073e-12,1.275080041551746e-10,7.244251865046181e-10,4.6274184484218495e-10,6.533507068695599e-11,1.9253043603839615e-10,1.5282175525044295e-10,2.8254731887500384e-11,2.506375107458325e-10,1.5570461586733586e-10,2.2348956019158095e-11,2.1160101448813862e-11,3.8739131347220734e-10,1.8335818974257734e-10,4.1865344524438797e-11,2.489786155024376e-12,2.707682966729408e-10,5.5542459520552256e-11,8.54973869479636e-11,9.91218218615586e-11,6.137723662646977e-10,4.453424296002595e-10,1.9691093200435716e-10,3.554556649021379e-11,5.6015664329223114e-11,3.39226230439138e-10,2.794875442191369e-12,3.3136826615987047e-12,3.753442001652729e-12,1.695754647812464e-12,1.5515366769136563e-14,8.836931186806396e-12,2.626419082218945e-10,1.5812351428223792e-10,4.389688612604914e-11,3.500155720814746e-11,1.7053025658242404e-13,2.5519275581586953e-10,5.683675752266026e-12,1.7867124446624416e-11,1.431818552610764e-11,9.317824289922783e-12,4.711039891525104e-11,1.2328194021193895e-12,1.8414159086432846e-12,3.455258301698905e-11,1.631755841557947e-11,1.91580085129317e-12,4.865645664153817e-10,9.52945722332288e-10,1.0419887175316944e-10,9.019363034212802e-11,6.096607663153009e-10,3.8365977061971535e-10,1.8298829118634785e-10,1.3197470893899776e-11,3.0811464490909657e-13,1.395827897709978e-13,5.05184782895185e-12,2.261668630154645e-11,1.3939960297193466e-11,1.8541168600449964e-11,2.1271873151818e-13,1.0185186027911186e-12,1.8611712171434647e-10,9.063594319513868e-11,5.218492304948086e-11,1.1502798713536322e-11,4.9634296672707023e-11,1.3126366660287658e-10,6.595324286706727e-11,2.356376205270294e-11,1.7625900738948985e-12,7.611800079132536e-12,1.3899159601038491e-12,3.164993267468219e-11,5.554445792199658e-12,6.745715097622451e-13,1.4560070649149992e-09,1.47240020176298e-09,1.140777627917089e-08,1.980378083743517e-10,1.2742906729812375e-09,3.577567631030121e-08,1.305100372217538e-08,2.675216925762669e-08,1.1792267162746839e-09,1.0336372313624054e-09,1.05633723990195e-08,3.849687790768996e-09,4.14890344302421e-13,1.056953413680617e-09,2.2741937777404075e-09,6.112466088836754e-10,2.0197179484426897e-09,4.2375283726414636e-08,4.58293365479534e-08,3.4007019422688245e-11,6.340394875792299e-11,1.7923205142267307e-08,9.873761319667551e-08,2.536185150781023e-11,1.316680431351358e-09,1.7955081865750344e-12,5.96778931827302e-10,3.502945433719873e-10,4.1409024820193707e-10,5.09017272776191e-10,9.379568011169681e-09,2.2182256032010628e-13,2.8937312546162275e-09,3.0657250071897124e-09,2.3938000470735687e-09,3.105956380977659e-09,7.105427357601002e-15,3.488885291780264e-10,1.993496617780366e-10,7.061339013514356e-11,2.321282055461893e-12,3.012282090431029e-11,3.585649555049031e-10,3.4394342929289223e-10
2N1S,N1,0.0,0.0,0.008051074310938766,0.00031241129387993283,0.03250392871316521,0.2631840474389384,0.01030789357425066,0.002583476077725244,0.05596617812591642,0.0006457258626395568,2.9098894637868966e-05,0.0035503591130696677,0.002069095181476799,0.000245615990643433,0.10319429074504427,0.15621356646236695,0.10458286430819719,0.1571319897857193,0.0033790233856920704,0.005320264908750705,0.0019827189557353186,0.07421964983123086,0.018640962342353795,0.040856450511447484,0.002624925777760634,0.16809315871912878,0.06816770516044679,0.01717347647145484,0.000829050729137526,0.0003131891344760884,0.0029198233755136638,0.03529221147364647,0.00581687618979343,8.353443210262768e-05,0.00023179671926554235,0.003264171770841262,0.00296535976354928,0.0056867027749376575,0.001482254820134088,1.102536706998336e-05,0.0010571296422421383,0.00015649417899155083,5.7729987013033224e-08,0.0002667889842389304,0.0010274977969071397,0.00010009065837923714,0.0003465226073515737,0.001167705619792736,0.0052729177189903,0.00391274631141636,0.001397400894830092,8.415440304121447e-05,0.0014941839315629757,0.00028310317266377893,3.529312825700792e-05,2.4497226348341172e-05,9.15234218981098e-05,0.0006392340659093776,0.00029669705834756144,0.0001825077280321885,0.0005252829409121418,0.00012139050094983617,0.0009043575085945221,2.098009271089829e-05,4.2029317297576085e-06,2.2198757005487124e-05,5.30463738164233e-05,1.2303283529746523e-06,1.2347870779416681e-05,1.4229496149820164e-05,2.6348861852376615e-05,0.0004659251151823973,0.0028289690546228208,5.773536843811655e-05,3.7218536724115125e-05,0.0010202064013906664,0.0028705164721998244,1.2320210283300881e-05,1.0501197564849463e-05,9.23999050606028e-07,0.00014738528978130994,2.1062756849765663e-07,2.8622857646265487e-06,6.266056146397858e-06,9.12014713132514e-05,1.2552817092448265e-06,0.00027632595238680224,3.749802190755602e-05,0.00025038279172173716,5.437241847872087e-07,0.00016071490285263224,1.2932493853590188e-07,5.764963489562902e-05,4.766968474667621e-05,2.308543453843903e-05,7.622815312302578e-06,4.3010815829358506e-05,8.756548059540847e-05,2.739752485769742e-06,6.651509524058241e-06,3.849629960850365e-05,1.8133393383301666e-05,4.6400091729292825e-05,1.1864523141724703e-06,5.972233400264315e-06,2.0965212206291994e-06,2.237048561948285e-06,3.2554764628489608e-06,5.1062904571352874e-08,5.602630552825616e-07,1.8512824660810168e-05,2.952225499397443e-06,1.2219654879075392e-06,1.156346967423616e-05,1.244381320208987e-07,1.561418416784477e-08,8.500668080557716e-06,4.02022948486902e-06,3.3207583913785754e-06,1.147497359355043e-07,6.155767233728682e-06,6.904922131845126e-07,4.875606409271427e-06,2.537036727368047e-07,3.513826818402066e-07,7.1227521658556725e-09,5.715193727162671e-07,1.2009521599409823e-08,2.220344994974255e-06,2.895834754212956e-07,3.516697155703241e-09,6.838828829014432e-06,2.5254687230358286e-11,2.806459553639229e-08,2.649704824442267e-07,2.1914517756016494e-07,5.121512103301029e-09,2.38714916722671e-07,1.2825962514284583e-08,4.442323398023973e-09,1.2563208739990728e-07,7.388090406124093e-07,1.0153192797623944e-07,3.868146469798717e-09,3.654594848967463e-08,1.233110364928791e-07,3.7071057334969737e-10,1.449762163652224e-07,2.412610333735188e-07,5.567363268177417e-07,6.907229144204052e-08,5.415315529333498e-07,8.229253349867349e-07,6.974298836226467e-07,3.807779647146958e-08,5.5494611350681566e-08,8.16037637463296e-09,5.900698374361468e-09,1.7574093513772482e-08,4.1694833807781606e-08,2.0023111613198807e-08,1.5899215084491658e-05,3.549593952101304e-10,1.0307146247612309e-09,3.3569945978584315e-07,9.583482096786611e-08,9.407537771011221e-08,7.2162720243795775e-09,2.2166266999690265e-07,1.5637126837830806e-07,9.575168080644403e-08,3.0204252210452864e-08,5.394508617584393e-09,1.0216349988212414e-08,1.969466811857501e-08,1.1209035921666555e-09,7.4504846736545e-12,5.010020842632912e-09,2.2607181593414793e-07,2.2681422962023134e-07,1.295740514883903e-07,3.0333673350924073e-09,2.7971901106482733e-07,3.3156322132299465e-08,8.367950687926395e-08,5.65134867791528e-08,1.756213108272675e-08,1.3177456903434859e-09,2.2863772874970323e-08,8.08584155187475e-09,7.13656245210359e-10,1.548098405024234e-08,1.2682743744107938e-10,1.7887913372760522e-11,2.272423049731742e-08,3.3821050404725383e-08,6.076406044996929e-10,2.2425172829798612e-11,8.074351853792905e-09,4.117293617156292e-09,1.0757759127955069e-09,1.2085280554074984e-08,6.263026541830641e-09,8.309096966030438e-09,3.2933979543514624e-08,2.425623790713871e-08,3.358473499304182e-10,1.4815766391507168e-09,1.7670032548267045e-08,3.2441871411492684e-10,3.176658491810258e-09,1.2876983923604257e-09,1.1803552801836759e-08,2.7637843125205563e-09,1.6355099496934145e-09,4.360305005945975e-09,7.264924217764701e-09,3.0917134852259665e-08,2.498725448774053e-09,7.592078077323094e-10,2.7809856639748887e-09,5.580433892760084e-10,2.902122986370159e-13,1.0878009604198269e-10,8.88508022711676e-09,9.174637938258456e-09,7.897682507973514e-10,1.4747332244269273e-09,6.115792317018531e-10,1.1208200589862827e-08,2.2737367544323206e-12,2.541585830684312e-09,5.757214704971148e-10,1.1037426528304195e-09,3.768809708759591e-09,2.1990742560262788e-10,1.1145750988816872e-10,7.270166690886981e-10,1.2223777545727899e-10,1.0651644011261396e-09,1.7968285970226816e-08,5.9530714136002416e-08,5.762056609626143e-09,1.136954974612081e-09,2.5825044769334227e-08,2.8747484392965816e-08,9.329972794347441e-09,1.5073613468530311e-09,8.355538483328928e-13,9.438672066153231e-11,2.0650725574000717e-10,2.011240285426652e-09,5.89431170539001e-10,5.083165000030476e-10,1.7714718580918998e-12,4.026468047868548e-11,5.973584737972715e-09,2.792674536067352e-09,4.619931992522197e-09,5.399458657961986e-11,3.980439977624428e-09,2.7191702223205994e-09,3.428601402788445e-09,3.3527385312481783e-09,7.938056878487032e-10,1.4242418355792097e-09,2.9154145764209716e-10,3.827448136206613e-09,1.1795631138511453e-10,3.7826186627398783e-11,1.0427103624977008e-07,7.661119014734652e-07,7.414743099509735e-07,2.6739895262473112e-06,6.893935937668516e-07,1.8400894568060266e-06,4.880533297502154e-07,9.904557471962505e-07,1.7852489309078123e-07,2.813007964341807e-07,1.609044981476515e-06,3.796492136221019e-07,8.375681288530501e-07,2.2841915758853304e-07,4.715874091232308e-08,4.4886229666474264e-07,5.349381901886829e-07,1.9308102054971243e-06,2.9920874133892994e-06,1.2984767483459336e-07,1.9671511930496877e-07,3.403974906390772e-07,3.771472542268839e-06,2.3785581282353974e-08,1.2903299562161408e-07,1.1191645388208826e-09,3.5741407078404563e-07,5.863998397970249e-09,1.4477474330476525e-08,2.0529008804004434e-07,6.029808283791738e-07,1.418291457611076e-07,1.1383231472983368e-06,1.1748621187024355e-08,4.26994885671661e-07,4.968789513171146e-08,1.277400651922278e-07,6.030900223663593e-10,1.3708796986477978e-08,9.49721301601869e-09,8.099625414814682e-10,8.336225620908522e-08,8.801489048693156e-08,1.3809833188105358e-07
3N1P+1,N1,0.0,0.0,0.0,9.141581019456169e-05,0.019038470512176442,0.006428692284390358,0.2570665779788568,0.0006087786369350923,0.02366578792309504,0.04741275083868368,0.010887610143641036,0.006134780844406995,0.0008734973023944992,0.0014462397513430592,0.30531067376204524,0.21118889818000186,0.08432808725967389,0.04520664529690244,0.0003693156941189102,0.00263935960088979,7.025196880361406e-05,0.007719049909132192,0.0028160210461010138,0.0022958280597120684,0.022385414203818677,0.00537402087025507,0.004723137656385656,0.013085983613412067,0.025207084220744358,0.005870275864098051,0.0001703453160009083,0.003984158903304724,0.000795582953633911,0.00017781561218077613,0.00019314107359602595,0.009107114949006512,0.005213765189973518,0.0021287175004691683,0.00024670190878905984,0.0010917873394746813,1.4214408327273276e-05,0.0021629769474187377,0.0005876573091012638,4.041122814157916e-08,0.0014623725407940658,0.000252454300421201,0.0005597268325214788,0.0009182774934011206,0.0019046614451534438,0.0014748410861180616,0.0013174343269475308,0.00020850631479252257,0.0011247890513894632,1.8742372332347657e-05,3.56434570680797e-05,0.0015169046850438406,0.000148904014773521,7.436883460165689e-07,0.0025101308432677882,9.387154055939817e-05,0.00014714555667971752,0.0011533697661723075,2.4012519674876387e-06,2.5902636835439807e-07,9.666725198975712e-06,9.007564536700485e-06,1.848682673499802e-05,0.000212993553329488,6.900124471798108e-09,8.31173525916995e-06,0.0012275917787505364,2.144383646651704e-06,6.794743261373526e-06,3.889185553296315e-05,0.00046591693708109005,7.360423495894608e-05,1.2676025615832032e-06,3.6113418921956963e-09,3.449724149007238e-05,2.24810898856731e-05,3.495042372425594e-05,9.615976941934612e-05,1.9953977217213037e-06,0.00016091416367203237,4.487964354549234e-05,3.9776798010482395e-05,7.516293609732827e-07,3.729369479898992e-07,1.2616998598335982e-05,4.036636356197221e-05,0.00028416432131139757,8.386445834585032e-05,3.745376742081419e-08,4.5781550372714364e-05,0.00010475064976112058,0.00024075650513477598,2.3844983495724392e-05,5.345771735543181e-05,5.652485317586553e-07,3.317991386664332e-05,1.1342917246803808e-05,2.7285285142397697e-10,7.176760953164774e-05,8.718869142665397e-06,2.5943033232778134e-07,4.728951452648289e-09,1.4074202348446363e-05,3.252334524583844e-06,2.153590616948975e-08,8.313045478880454e-06,4.46452202229608e-06,1.9574019562096368e-05,5.756111244981099e-06,5.520645216527953e-07,8.912331250776617e-08,2.5524428095557994e-06,3.098539902435249e-06,4.479934956336251e-08,1.366137828640035e-06,1.2410125860284893e-07,4.2584633597186894e-08,1.1655815512767731e-07,3.843737106379308e-08,8.84094391029322e-08,9.450529805388186e-07,3.936236762758227e-06,1.1021490111673415e-06,7.9718110512772e-07,2.8743820874588266e-06,2.0757720040620598e-06,8.125319510554618e-07,3.8368851611458865e-06,3.775842971620591e-09,7.507420507479878e-08,6.253176998427534e-08,2.046163238844656e-07,5.285476833982727e-07,9.514142012001514e-07,1.2130920934438905e-07,2.4011101951160185e-07,1.583517326153583e-07,7.595533690896161e-08,9.921115839972572e-08,1.830754645659738e-07,7.000458057682124e-08,2.7565727478418012e-11,7.76487298903561e-08,1.3876352413788595e-06,8.610070172387907e-07,3.0993980955074107e-06,4.258804440659958e-06,4.095121629799081e-06,1.788628436472095e-07,1.6691389226330955e-06,5.943752061199348e-06,4.830321453930253e-08,9.01204115777432e-08,2.0922955390467735e-07,1.200459998074166e-08,3.2037112673855006e-07,3.450098372770327e-06,2.866648691313145e-05,1.8726900030685556e-09,1.4370706846733583e-08,2.3889526801212924e-08,1.0678817830012122e-08,1.2437580565460848e-07,3.348726673735314e-08,1.8080339447834604e-08,2.6691363785857902e-08,9.033502834654428e-09,5.7219660121177185e-09,3.3200704185887275e-08,4.097865380359167e-09,1.0299260777557606e-08,1.958771367327472e-08,4.8412831521460475e-09,1.1625055540420703e-07,4.0963361236379114e-07,2.7859528861640115e-07,1.1798926546902067e-07,1.2643974756088028e-10,8.312825983125549e-10,2.6392384722129236e-08,3.504856271874246e-08,1.765542800846731e-08,6.489047033042539e-08,1.4254124658386047e-07,3.2013039552580835e-08,2.2662918031102208e-07,5.4096915835799564e-08,4.3157833307105875e-08,4.587019875046394e-09,1.305389449868244e-07,3.771543255481902e-08,1.7902671434200101e-07,9.516536092490924e-08,3.4947009730501577e-09,9.290031410813526e-09,9.455534577540448e-09,1.95317939599704e-09,9.546063939325222e-10,4.804286302118044e-08,1.6791946055860762e-08,1.6556851445415077e-08,2.4581670032830516e-09,1.3740775184345466e-09,3.9420802622203155e-08,1.020857087752347e-08,5.0767904991033674e-08,1.778218061687653e-08,4.355951155332605e-09,1.012001238365201e-08,5.087290855243509e-08,3.6795322344573833e-10,1.6968648708370893e-11,2.3311882424437158e-08,2.866373804977229e-11,3.214450927657708e-10,2.921968222935334e-09,3.100613543693953e-09,2.4194501069274565e-08,8.738103574046363e-10,2.2763114504442683e-08,2.9785471422627552e-08,4.9509956134841104e-08,1.2612261013345005e-08,4.482611171141571e-09,7.539049384774898e-10,6.409718533717523e-09,2.7701996252460503e-09,2.31863994670789e-09,1.64710378669497e-09,3.785922686461163e-10,2.151426370389231e-09,2.563521617204856e-09,2.742979177128291e-10,3.557096839301721e-10,3.4710034846341387e-10,1.229151180837107e-08,9.530782829614282e-09,8.012572383364613e-09,2.774897644997054e-09,1.7031867471928308e-08,1.957616291292652e-09,6.677947084199332e-10,3.5644296403347653e-09,1.2775336344361676e-10,2.250810648973811e-10,1.5450618562340424e-10,6.068685554083686e-10,2.513345087606922e-11,9.260885391881857e-10,1.2673577742816633e-09,2.2454638148872164e-10,3.1319427051812454e-09,1.4235723710953607e-11,3.6217944199279373e-09,1.2494902001947139e-08,4.002535192171308e-09,6.722578049789263e-11,8.696110498362941e-11,3.7338425684652066e-09,1.1187670789780668e-09,1.763302837076708e-10,2.849929847670296e-09,3.27305960112767e-10,1.2721264042170333e-09,8.813882956815178e-10,6.0185549877189715e-09,7.485851583055592e-08,2.6906760730582846e-06,9.525400042065257e-07,2.1409083510448568e-06,2.2919847930680248e-07,1.5250900942120893e-07,1.1247981102080473e-06,7.170527123179227e-07,8.352851876836098e-06,2.087179784560078e-06,1.0838810586832892e-06,4.6686169152820867e-08,9.853408531323993e-07,7.9296085868652e-06,3.5533316289360073e-09,1.2035657981357417e-07,3.138517818968012e-07,9.481834832847369e-07,5.1840973736005935e-08,1.3771511664373293e-07,1.7120330841891018e-07,2.136735401947476e-07,2.439005077903289e-07,1.6151774095973792e-07,1.1762519847025033e-09,1.6679635450600472e-10,1.2898253576310026e-09,2.1868540311942297e-09,6.165536636792979e-08,2.0950899930483047e-06,2.559428149417897e-07,1.9201244194633205e-07,1.242297117176605e-06,6.237726872804217e-07,1.0152017582143458e-07,2.6539030528738294e-07,1.9013849161808594e-08,9.22175262152436e-07,6.775148220228289e-08,6.471501601268415e-08,6.1286016261874465e-09,2.2071332745898786e-06,9.583517281974707e-07,1.533861277103199e-06
