 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,H23,H23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,H25,H25,H26,H26,N27,N27,N27,N27,N27,N27,N27,N27,N27,N27,N27,N27,N27,N27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,N30,N30,N30,N30,N30,N30,N30,N30,N30,N30,N30,N30,N30,N30,H31,H31,H32,H32,N33,N33,N33,N33,N33,N33,N33,N33,N33,N33,N33,N33,N33,N33,H34,H34,H35,H35,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,C36,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O37,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,O38,H39,H39
1N1S,N1,0.0,0.02348671806477154,0.0015443077846462039,8.895921506280047e-05,0.0004882341444036875,4.6028702209932604e-05,0.0024328501615942244,0.00023719080230244494,0.001502325690221351,5.05505052911942e-05,1.7316353856072775e-05,5.4895669144822135e-05,4.299470065524669e-05,2.7715143353868044e-05,0.007959088409630999,0.0013961563924971276,0.007896100772515346,0.0013060399510214094,0.0011427460243683962,0.001961080829835371,7.259380056412468e-06,0.0009586755298534033,0.008094402612583984,0.0006207939079265756,9.36730185818746e-06,0.00010138035114271027,0.0007089271312681333,0.00022924011797298416,2.8932096615696956e-06,7.329511258219457e-05,0.0005612419637361088,0.0002695221185247676,0.00021527534231013945,1.21523586101846e-05,3.522208044809405e-05,0.00016029747696144625,1.024206640010128e-05,1.8770390360689504e-05,0.00023496295481506557,5.599155056934535e-06,1.0112163210784786e-05,4.961691861815609e-07,0.0003475686200344885,1.7978992112477332e-05,1.3400521362005868e-07,1.1347791841878618e-05,0.00010636729140156564,1.1608740533852746e-06,6.633573128378423e-05,2.9435683730372197e-05,6.816796613917653e-05,3.783887736474867e-08,1.8371524938748385e-05,4.689009057212701e-05,1.0672322448002092e-07,1.4046451463300968e-05,0.00012923334547076948,4.0637577893409826e-05,9.701236347581244e-08,8.108339031309697e-06,1.8424624048662963e-08,1.4576512524788754e-07,6.331503432099872e-06,4.734982328447046e-08,7.294323606243935e-08,3.8382247424251226e-06,7.901840407831262e-07,3.1631387411579226e-06,3.410828616212669e-06,1.3669332192822736e-06,1.8446932665838744e-05,4.2706683545112867e-07,1.3101243023783127e-07,1.626054620285089e-06,7.862869244590343e-09,6.481921014100944e-07,4.777668146521696e-07,1.6515364379132702e-06,2.675336247218163e-06,8.713168417329165e-08,1.1298545389559767e-07,2.1348429979362038e-07,2.5163023049668e-06,1.310240268415086e-05,1.4360074174213366e-07,1.317324888283622e-06,5.576189630707162e-06,3.3475620186962374e-07,3.882330235072118e-09,6.650781506079007e-08,8.309798960048909e-10,1.05273938692807e-06,2.8041856336979976e-08,3.5870641825197502e-06,8.322344796085623e-07,3.446862585798627e-06,2.0672625011819434e-07,4.533607650181182e-06,1.814522539578256e-05,4.5596539260728264e-05,9.385224201152731e-05,2.4718308122229082e-05,0.00010593990459206726,7.4107928583200255e-06,3.866513801464855e-06,1.6645220571959163e-05,2.5591583623363334e-06,8.308032621195949e-06,7.133850360302452e-07,7.849365957213195e-08,5.490704544586222e-06,1.2014389516590285e-05,4.180218175986461e-05,8.283807486630934e-07,4.182441417865945e-06,1.0469586968486766e-06,3.66793588679748e-05,2.0685028877254208e-07,4.2427820073909217e-07,5.309529328423324e-07,1.9247259712140696e-06,9.347941851700625e-07,3.103388968167531e-07,2.265470357976085e-07,2.9356723367790494e-06,1.220780896371565e-06,3.2573496557830595e-06,2.466151378666126e-07,3.302389544046491e-07,1.2011595071026449e-05,8.56922281178285e-06,1.997351100901934e-07,9.543793830224523e-07,3.125637735301723e-07,1.4417855052489825e-06,6.66213537947602e-08,1.6028555815950085e-07,1.5809966114055385e-08,7.52265186254597e-08,6.577365452287154e-08,2.7579666550536786e-08,6.033849502262711e-07,1.9228817693672795e-07,8.93494869202982e-08,5.979432113889516e-07,1.8453460981504577e-09,5.34374435368079e-07,1.3359516326527654e-08,1.442298219744842e-08,5.336260183730346e-09,5.21267473629905e-11,1.0469738620511038e-07,4.322067339579405e-07,7.839650217889016e-08,2.5702580064290714e-09,1.8330339468519696e-08,7.0932049123229035e-09,3.124725367342762e-09,4.159555366811674e-09,1.3438317125746835e-10,3.8174818861591575e-10,9.307519199808212e-09,3.3819618217023617e-09,3.828722616727731e-10,1.170897240276858e-09,9.094327180214634e-09,1.6069561126208498e-08,6.1175131627067e-10,7.6276458482738e-09,6.780598305056174e-11,1.1308411984600752e-08,2.7108193245695134e-08,6.973034372137477e-10,2.4080892835343093e-10,1.6791311896469097e-08,4.7014177662063616e-08,2.2071145799884562e-08,7.41838146467444e-10,3.493467737314404e-10,1.8811427748843812e-08,1.9782308902094314e-08,5.393293728284121e-10,1.5901222005787474e-10,1.7974949306776011e-10,4.311273560375639e-10,1.4523602598348617e-09,8.877209856095192e-09,2.5698536965101937e-08,2.3603254906134907e-09,5.185432083720798e-10,1.336226046477762e-09,7.512932942432826e-09,2.1047826592734964e-08,9.766560005175506e-09,2.3420316797029272e-09,8.355612424182368e-09,6.496945204048643e-10,4.7084127707819334e-09,2.883650429552631e-09,6.570701621688713e-09,2.8936913643029527e-08,1.7853663769606953e-08,7.780659005973689e-09,1.206478028592528e-09,7.2622072799788384e-09,8.141058938093693e-09,1.644515101872912e-08,1.180257092059378e-08,1.9883800833619958e-07,5.500369644195757e-07,3.8459156392889327e-07,7.556916765683042e-07,5.215271550174094e-07,1.401066758166536e-07,1.0228081048779814e-08,1.768951896075066e-08,4.381553031507224e-08,3.5537220388626167e-10,5.1043005933060215e-09,1.109591021841716e-08,3.4605399101828027e-09,1.2601875293283271e-08,3.18349542505203e-07,2.081527108899195e-06,1.737915883426311e-08,2.2327947934996928e-08,6.110509875867365e-10,6.668527952058412e-10,1.0846035181089064e-10,6.691731613273078e-10,1.7127172902142718e-08,2.461384773777553e-08,9.365501263403075e-09,4.4478126515201666e-08,5.024201849002097e-08,2.1689068541164147e-08,5.603795205644246e-12,3.9945898866466933e-08,2.579424093762661e-08,7.192707740522053e-08,1.4778642087875937e-08,2.3584210806504302e-08,4.237161088660457e-08,1.409254002382454e-08,5.6785243174317657e-11,2.967313061930099e-10,2.826152867285714e-09,7.260717027612884e-11,1.6475387720760182e-10,1.782981456921462e-09,1.2125715431743345e-09,6.142489503146997e-09,1.8654542355278636e-09,4.8824766452071344e-09,3.377156998496389e-09,2.3018615680214793e-08,1.2622732835365635e-07,3.500877756579257e-07,2.062503594579823e-07,1.5088505311844358e-07,5.794636426248445e-07,1.254653829718677e-07,1.2443655217353466e-08,1.2793938797273086e-08,2.6565620148133462e-08,5.460201457641034e-09,9.144186796650189e-10,3.798299369472957e-09,2.2970811502931454e-09,1.8504751397863117e-08,1.45722930611214e-07,1.4362255270627955e-06,9.690834135156479e-09,1.6161967097971797e-08,7.888173422787581e-08,1.8847872373939367e-08,2.5477731302459006e-07,4.8697759158500276e-09,1.2338141619494536e-09,1.3897170181298435e-07,2.5176480145105984e-07,1.280264672054443e-09,2.681501132251185e-09,2.842221985543958e-09,1.5840474487660572e-09,2.5995294805625235e-10,1.6296458626996468e-10,1.4701486694690402e-08,7.996107942442876e-11,1.1082028628095486e-09,1.3360817341379061e-08,1.6115673240335582e-09,1.1190262272364748e-08,5.461418428609477e-09,1.280328334463121e-07,3.232788481355442e-09,1.4693738448201543e-08,2.626701495200834e-09,4.604991263312819e-09,1.709604147137611e-08,5.768959754348657e-10,6.621624637492829e-10,6.276185543496737e-10,3.5879079707257233e-09,5.5708476498494974e-08,5.296163507750862e-11,1.689856232722775e-08,1.199723809186537e-08,1.0041656395287646e-08,4.260034325298534e-09,1.7359873538680404e-09,7.421443196098387e-09,1.0022822571897905e-09,2.301641127688825e-09,1.054058784699663e-09,1.7943840857626014e-12,1.0826164409394323e-09,9.352715935051492e-09
2N1S,N1,0.0,0.0,0.03217277652195172,0.0014827749668611112,0.006778868421932316,0.2627700976794891,0.04740153162585736,0.003759819453172497,0.01825976509196492,0.0031638771709345814,0.00047129564672743207,0.001699817877798937,0.0005454811491607536,0.000465869629060256,0.1067270483815479,0.15953953308128588,0.10363675264754768,0.15592113948742625,0.003205881983782799,0.004596725601165641,0.00026225531127277435,0.010296076481449479,0.08250633888720937,0.039709794029234136,0.000286757291850126,0.0271518379461555,0.19399946950660718,0.011933522652515682,0.0003245856352813714,0.0034507456037018436,0.02852764250020745,0.014630484538474375,0.006669664595870817,6.04123151441982e-05,0.00022566187453421094,0.00217168071823437,0.00022014172716922076,8.238128347404228e-05,0.008897563147868048,1.5122413823842606e-05,0.00015934006773266063,0.00021566625977609277,0.0012778949576213172,0.00034992259090960154,2.2561941077858805e-05,4.68450015393973e-05,0.001991871991705585,9.492164405888737e-05,0.0012032955253409305,4.337406487442408e-05,0.0014074039980780384,0.0005095438211153436,0.00010119051341495044,0.0012039034349804467,4.53865486882421e-06,0.00029655559355079575,0.004096817855605561,0.0014632860365124678,7.138143139995279e-05,1.4508596737350388e-05,0.00021678944192382588,6.255226417706261e-05,0.0003597035719813402,1.4825326794865035e-05,2.5310498699804285e-05,0.00013665991367051156,2.072958921184309e-06,5.160847853469264e-05,4.8699398262908034e-05,2.187062506608939e-05,0.0005974280971510204,8.874551765014616e-06,4.901859345540771e-06,4.623772532630355e-05,4.153448646748714e-05,4.460493982749725e-05,3.67774120366704e-05,6.480887370807764e-05,0.0001541631936072818,4.065024189703337e-06,1.1254575849051207e-07,1.1394766044947602e-05,6.660876011554961e-05,0.00045499372200197286,1.0018738781703007e-05,3.089270372935715e-05,0.00021271883570861405,6.361336273696949e-05,8.655831211790144e-06,4.8330038280308685e-06,3.1703058156473674e-07,9.553011110940979e-05,2.415068993677494e-06,0.00019771687871328325,4.517635468603842e-05,3.3126851510800748e-06,3.511255702193239e-06,0.00039352011060023173,0.001718808523881954,0.0001613955591635019,0.0022420280548125504,1.1381125057496888e-05,8.355955903871504e-05,7.135986997108823e-05,4.122017981655901e-05,2.7492209566659653e-06,1.9522760131174266e-05,4.811221099743079e-05,2.971401206641744e-06,2.7922972249960765e-06,0.00011441083872787416,0.00033185652799261334,0.001701920403452739,2.1418676041662366e-05,0.0002974170913452312,0.0003285941997654973,0.002361142728313226,1.3567734291619615e-07,2.4417429514311806e-05,0.00012224217376766155,9.26476591012193e-05,9.120446734200982e-05,3.696826578192258e-08,7.151341874234163e-08,0.0001430562466704366,3.168337103609531e-05,6.975945155129892e-05,3.59695070084598e-06,0.00010792024029138148,0.00022079392424734223,0.00020014896074549426,3.654525338681047e-05,6.772711739944093e-05,2.02992698206117e-08,5.852071769618661e-05,1.8358204263435596e-05,5.556131182693491e-06,1.0412049746832963e-06,3.1674537992465446e-07,2.034607352818796e-06,1.3316276072483646e-05,2.69074677752279e-05,4.145057155735543e-06,2.1790149240530354e-07,5.591768470480929e-08,3.2060288410740156e-06,1.1268795255148234e-05,5.8787340107002706e-08,1.0830360486213664e-06,4.333230016584366e-06,2.2283865153127635e-07,1.001209070250475e-05,2.423800219286676e-05,2.209565450161932e-06,2.6030129607335084e-08,4.833634767997808e-07,1.77800032119535e-06,1.2321556854821836e-06,1.1633324374926701e-06,7.314754224552189e-08,2.954653073317104e-07,2.630589079899437e-09,5.60462094068015e-07,9.533707157061144e-11,5.0748591551297295e-08,6.683350293190671e-07,2.078556850637625e-06,5.583930096086931e-08,1.0191657699998302e-06,6.704682902203274e-07,2.128054621408637e-09,7.776844546114603e-08,1.9220958158427948e-10,1.1691545953596005e-08,8.189358644550282e-07,1.2229040051714435e-06,7.607234766560111e-07,1.1850086245601688e-08,2.850222946548797e-08,6.922130060260656e-07,6.070181504114203e-07,8.77904415830244e-11,1.053289144792302e-08,3.500428613634199e-09,5.151061288621861e-08,2.356513442158814e-07,6.126005924755873e-07,3.720794246042658e-07,3.4002220106188474e-07,1.1604736371850777e-07,6.321978274215212e-09,1.806946618998495e-07,8.6927350162469e-07,4.6916279305975195e-07,8.464089740201075e-08,1.673648659661353e-07,5.049080131769301e-08,2.4203674042766465e-07,6.223941539929001e-08,2.748103313798822e-07,2.1300618135988714e-06,1.256201960897485e-06,5.900002657543979e-07,7.374667920778677e-08,3.50135660021067e-07,3.5061664194202535e-07,5.512631688908698e-07,6.001488777052089e-07,4.743365733528293e-07,1.4730989382982784e-05,1.119463171272983e-05,2.0435014638664484e-05,1.4353702576741512e-05,4.786057124395171e-06,2.369762635012762e-07,7.997189261921278e-07,1.9765922805170533e-06,7.003957680495887e-08,4.209651494058164e-07,8.02504072971999e-07,2.3425834316803673e-07,8.505812081338604e-07,9.151480629299158e-06,7.503023854482649e-05,6.553066089765025e-08,7.601348932517737e-07,1.4039658324804805e-09,3.150294913822904e-08,1.081539302560941e-09,3.802802561736485e-08,4.011355949629092e-07,5.698704295120649e-07,5.04734330331047e-07,2.703725962005521e-06,3.372983699456711e-06,1.5969969167084486e-06,2.336762183752228e-08,2.5555103975172244e-06,7.445926364368916e-08,2.3573139524835085e-06,5.217425247394658e-07,8.32896894564783e-07,1.0090473905322028e-06,4.2004908751280823e-07,3.1386653276399556e-09,3.1270701583707705e-08,2.724072700743818e-08,1.0475531997400367e-08,5.182192008845732e-09,1.7590578971216075e-07,6.977774158478667e-08,4.352893816506054e-07,8.173340226846904e-08,2.5253669111435784e-07,1.0610014022915948e-07,9.643789997682006e-07,3.1844591052987425e-07,1.1456043306434793e-05,6.2933624236372054e-06,4.650531826300153e-06,1.7885648602167237e-05,4.0601634019310495e-06,4.876761789951445e-07,1.488382803671584e-07,1.0069210847341026e-06,3.964175274706605e-07,6.41769974940587e-08,3.082038555479727e-07,1.610912907512585e-07,1.6295979892166912e-06,5.738415899347871e-06,6.32042358277296e-05,4.721845763278054e-07,8.668054825022864e-07,5.026599707580459e-07,2.4298720378013172e-06,1.296062305522483e-05,2.543161770063307e-08,8.872003496307457e-07,4.490085983910319e-06,6.083969223968921e-06,7.379901751924933e-07,1.0956293650110638e-09,1.4546606030840792e-07,1.0535142003220699e-07,3.119905156445668e-08,1.457424891881942e-07,1.1993861528392102e-06,2.77505796120181e-10,8.631201087183626e-09,5.7960328536665884e-08,4.4926812936552096e-08,1.0109183694595458e-06,1.54391659457076e-08,7.088567595125994e-07,5.013158563826892e-07,7.354029829542696e-08,4.7967132932313916e-08,5.648716090433936e-07,1.326421821046253e-06,4.1805781059167657e-10,2.7120485190934573e-08,2.377896768379628e-09,1.3376337903991953e-07,2.254204509721802e-06,3.961292094345481e-08,6.134225420950656e-07,1.7063331636535395e-07,2.8541241059443223e-07,1.2374466784592641e-08,1.5828950061802516e-07,9.286191851032299e-07,1.2888033795732667e-07,3.4217158884075616e-08,3.793349678815616e-08,2.0087696395165722e-08,1.1186047066402693e-07,5.048736841928303e-07
3N1P+1,N1,0.0,0.0,0.0,0.004877408555905127,0.011697644578653854,0.030752184014767092,0.10559068278351047,0.0054429908228583734,0.01803574582689338,0.006002469198864935,0.0010063156784663185,0.0007234264242297339,0.005228992028316837,0.001394133147411658,0.0999375786340555,0.036243431010865024,0.16369366200136648,0.075003228956664,5.937730037208766e-06,5.0824228170043284e-05,0.001478184879744937,8.190610114144903e-06,4.097503810385206e-05,0.001045193318522486,0.037484891672875165,0.0005273761225232931,0.003049296133259549,0.0003794060070052563,0.008912553811460944,0.05614245237381632,0.0011859807687053525,0.0016180653780077936,0.0055748097491488124,0.0009940118884297355,8.033647563565616e-05,0.0034208788982317273,0.0006013804460343053,0.0024285177336884622,0.0026260766999932628,0.00020376201400962302,0.0002578701437441211,0.0007776285720528797,0.003132972661369582,0.0003961893264021743,0.0001741679991389411,2.9206070073506396e-07,0.0010976638642559156,1.5954477203816708e-06,0.0016367926165279378,0.0011710022460471592,1.2417048576018885e-06,0.00012734375263834252,1.3314341289927256e-05,0.0003855363026743497,1.012445394010797e-05,0.00011365224955106612,0.0006714437228301229,0.00036258246352005585,0.00019384682291301303,0.0002340936868874266,1.0992939527110224e-05,2.644914905158835e-05,7.0590186588948e-05,5.6216644447104613e-05,0.00011905731188677215,8.641792263341941e-05,8.007668521603506e-07,2.6635008682607264e-05,4.9751044914891907e-05,7.260517600915506e-06,0.00019549565383147893,2.9737845625987802e-06,7.265941777134799e-07,2.287712946191789e-06,8.695752497622777e-06,1.794190382153893e-05,8.081396682069197e-06,7.186470890840901e-05,6.719462000237542e-05,1.0318642369444575e-06,7.544422442329335e-08,9.714536181260058e-06,1.3724187666319665e-06,8.67676510818427e-06,6.645441947750186e-05,7.251729596369216e-06,1.8382050903653635e-07,5.96812485698095e-06,3.0481353556766067e-06,1.8848402529858532e-06,2.330731747379744e-06,1.3330851471593519e-05,2.927689519305332e-05,6.109747612836891e-05,0.00033714998090972337,0.011160464023963979,0.014624060897609148,0.0012059519747911196,0.0009796646628643657,0.0006817207192106878,0.001340053618892778,0.0003719931986911895,0.013245184417338685,0.00042955817349832337,1.047874585546893e-06,0.0024287906239750523,0.00012088742945515207,0.0005599052229561252,2.2522105381783675e-05,0.00039075431625468227,0.00013335382122647843,0.002342833576116643,0.005674305950067904,0.00047406451537712613,7.846338614880821e-05,0.001844800338825614,0.0013422848307111934,0.0005188931666584295,0.0004336391037222942,0.0002748915414569897,0.0002527777387248964,4.391558084515523e-06,2.2290673895586366e-06,0.0002551755527031574,0.0006847071126134807,0.0016353381246632104,0.000360942450124746,2.3886392743310836e-05,2.983462903172196e-05,0.00042195932749233833,0.0010439599340879013,0.0007777376375806,8.648517920928356e-05,0.0009897404413596878,0.00021788377680831417,4.185506117737603e-05,0.0002839365212681244,9.633530009267588e-07,4.7221367043270845e-06,0.00016124644739479166,0.0002933526891344407,1.0004092172444246e-05,4.699839135202666e-06,1.4919169536664612e-05,2.96216572914787e-06,0.00010899658996965655,3.983977145072259e-06,0.00020826520442529528,5.226367031996304e-05,2.9404840043545377e-05,2.733934880705391e-05,0.00011514372608090184,0.00017580865582855765,8.943255831450614e-06,5.704893402125322e-07,4.278842084115553e-05,9.707986909468502e-06,2.155953345361894e-05,4.8414963437437564e-05,2.369187811712692e-06,7.8273344006341e-06,6.832770143017086e-06,5.5093673294592804e-06,1.1132578319861253e-05,3.2156696332386048e-06,4.2110832310093826e-05,1.2577751729025977e-08,2.116268570384605e-06,1.0435774768779993e-06,4.664191642245186e-06,1.8890420189876522e-05,2.9752400878102492e-05,2.5055734376167038e-08,2.8463271015688463e-06,9.081241860720013e-07,2.4094859440992877e-10,2.0356912560082208e-06,2.1389456290599185e-06,1.9720096666731024e-09,3.880782162291041e-07,2.2425503090062193e-06,3.0982539820367805e-06,2.5621773502848555e-07,1.226283817157281e-06,1.8697051018534694e-08,4.551348735670757e-07,9.51350305200549e-07,2.487864856792754e-06,1.869163358758641e-06,3.4668690140904346e-08,2.5111863699578407e-09,4.9839427251896495e-08,6.357876416451802e-07,4.5377027557691463e-07,9.054928362672854e-09,1.8813310598275734e-07,7.79331221334445e-07,4.679287268771759e-08,4.7500492339480616e-07,4.7316379436779243e-07,1.860597480529691e-07,1.8032109472265745e-07,2.0438588310689454e-07,7.020136250091014e-08,9.579931070646808e-09,3.8624303755341316e-10,6.364250557666651e-07,1.193915561970016e-06,2.292635423728484e-07,6.850700696503509e-06,2.660237520935027e-06,6.3952490707563925e-06,1.304200082596907e-06,1.6718337469967537e-06,2.4748270810448503e-07,4.60644633548668e-09,3.2387745196871265e-07,2.308744440071564e-08,2.5127417990766787e-07,1.970625134184445e-07,9.794372479721147e-07,4.0405828061196303e-07,8.831376256956958e-06,1.2131527042047452e-05,5.12184938905591e-09,1.876720072679916e-07,4.823382764307382e-07,2.272891519439213e-08,1.0468944244834688e-07,4.1437242526143336e-08,2.972386869970478e-07,1.8152418901351552e-07,1.5208626358287347e-08,8.90989659607655e-07,2.281949806892669e-08,3.515762414529888e-08,2.7085443554675237e-07,3.0547965179650305e-07,4.354519411720048e-09,1.5289671395635196e-07,2.1316282072803006e-12,1.4460530106674696e-08,4.441815555367157e-07,8.760348446656963e-09,2.0024426561349173e-11,2.1455820231608413e-08,1.0892911417315077e-07,7.728783102400882e-08,3.1054833149468664e-08,9.79750280905023e-09,2.021810630026266e-08,1.8771121657046308e-07,5.0535307494214976e-08,4.280630205855118e-08,7.540676261186263e-08,1.402455600540975e-07,9.86852599638155e-10,2.295421630549299e-09,5.0705022403008115e-09,5.911850951001441e-07,1.8412106328469235e-07,4.695734467929924e-09,1.0803408834192396e-07,3.776929879961699e-10,1.7319834455520322e-09,2.0959185720315077e-08,2.6012081377757568e-08,1.2787552572390837e-08,6.879718150720748e-08,1.4266297032605735e-09,1.0397727567834636e-08,2.624816688445719e-07,5.338673236821023e-08,2.4327070136109796e-08,4.005507099336114e-07,1.605086226641461e-05,3.76747667152344e-06,1.8997395708986176e-05,5.287131476316986e-05,3.496780017542278e-06,7.374305079377308e-05,1.62555431604261e-06,6.443346687357021e-05,1.3028544062487768e-05,3.5760625658465273e-06,3.193378996790841e-07,1.2731992583336904e-05,5.72903333884156e-07,1.760621870516843e-09,3.598807829519046e-07,8.872073494092803e-06,1.3487982716053892e-05,5.628383400235748e-06,9.071829953910537e-09,2.4083527327967147e-06,7.200947875318775e-06,5.172532550279385e-06,5.337763231416659e-07,2.8126257078930905e-07,1.8885131678469946e-06,5.632438745850621e-06,1.555078079640282e-07,6.548828368480031e-08,1.7064863038207534e-06,1.4904187288777848e-06,1.8538742719176327e-05,5.605543733633311e-06,9.933828586383697e-07,1.1200376510700494e-06,4.557442902619613e-06,3.302371435420781e-06,1.0598883495305245e-06,8.686937691404495e-07,1.9218092370820727e-06,1.5609157208995583e-06,3.716793440577959e-06,1.3196137529369878e-06,3.7682038556141606e-07
