 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,H18,H18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,H27,H27,H28,H28,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,H30,H30,H31,H31,H32,H32,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,H36,H36
1N1S,N1,0.0,0.023728264574069513,0.0009760256557327374,2.3238657948843056e-05,0.000995816207973954,8.721975638792401e-05,0.0014265973573881485,1.0818902815179499e-05,0.002475817126953883,2.0041751536262198e-05,2.409903500505406e-06,9.020619021131437e-05,8.95175810483595e-05,2.5789145201432495e-06,0.008024704942958705,0.0014350502154338862,0.008028419940820486,0.0013469490355295655,0.0012070234178799821,0.0022752692244623063,0.0005190451900709547,6.404412144833671e-06,0.008607967236845981,0.0006037014082123093,6.204868845838263e-06,2.2606036069738877e-06,0.0008089717233872307,0.00020951158499699085,7.668120075021712e-08,8.407761361850508e-07,0.0006375841620012701,1.986144666121792e-06,0.0002445219840525592,7.390197440559909e-06,2.0425201756935074e-05,0.0001724795443271976,1.3927797838153566e-05,6.829609388692148e-05,0.00015236976240995403,6.4036124107769155e-06,4.467468587643353e-05,2.8770101380803936e-05,0.00017981158725888235,1.0324012775828062e-05,7.079335519299956e-06,1.9101129860338295e-05,4.243758400540587e-05,5.262321551513516e-05,0.00011866109211267073,6.590084162905185e-05,6.557785570460162e-05,3.3031745598433027e-05,1.5917971026152555e-06,1.007426004592804e-05,8.389824187882144e-07,3.9064631267876626e-05,2.4015417540296236e-05,2.8325164129094915e-05,1.4318650660705146e-06,0.00012649663336339323,7.327291351399978e-05,1.6748354232376528e-06,2.1399362860163862e-05,7.910341479844263e-06,2.777582530644196e-07,2.531536629352127e-07,5.162150246429409e-07,8.12762256774402e-07,7.010624337722149e-06,1.2985615986532695e-06,5.910555398447315e-07,1.5091611094142365e-06,5.536039115738856e-07,2.9832467247636885e-06,5.455121421249487e-08,3.1735073524608026e-07,1.6699150145349506e-05,4.277975683542046e-05,1.4983654057276752e-05,1.431072048529991e-05,0.00017817784569917894,1.6759556872414372e-05,1.8985012745220686e-07,3.569359217803214e-06,8.350772016219032e-06,3.4278850732927246e-07,1.1447869023850643e-06,2.9406732369174904e-06,3.036306955950252e-05,1.9464779499323015e-07,3.431626496075424e-05,1.1954993439644568e-08,2.1587949206036683e-09,1.1292661872275289e-07,7.5969444641721395e-06,1.6203838373862745e-07,2.2095328372495615e-08,5.025011539927515e-07,3.8697234232276667e-07,7.33790944673629e-10,4.2069043434955766e-07,5.491732968376795e-06,3.810080517530068e-06,2.7049171658077853e-07,6.011119809024024e-06,2.1296893653044435e-06,2.4904872009123835e-07,2.2372349199883956e-06,1.319870641669496e-07,1.881605266595976e-07,2.0076167117633048e-10,6.328228191188057e-07,2.9686010738494417e-07,3.7281806822275776e-07,7.816586493625266e-07,1.3891239381003118e-08,3.526181346913404e-09,3.356728435210954e-07,2.138536989715334e-07,3.303192546155742e-07,8.440192706959948e-07,4.058650981964007e-07,1.7538304941666638e-07,3.1751643536637175e-09,1.909692678880859e-06,2.4759111427741232e-11,3.891285682566803e-08,2.3081804967350905e-08,3.105766754885053e-10,9.360093256027824e-11,9.458540617401923e-10,7.795726272297188e-07,4.686982357782199e-09,7.913964950034824e-08,4.979200940447015e-08,1.4904033562856966e-09,5.725369311981865e-08,2.878520977134258e-09,2.249697772516157e-07,9.251537802512644e-08,5.866573360435723e-08,9.813652807055817e-10,5.051792317800619e-13,2.590970077376298e-09,1.274307603882363e-10,2.2869850457851726e-09,1.841699459603774e-09,3.569875162146019e-08,9.432908010253982e-09,2.354834746087775e-07,3.484160182587459e-11,4.979651802017315e-09,3.998416042705344e-09,1.2779721725308946e-09,7.39862393572821e-10,5.697546878735693e-10,1.137095728687143e-08,1.9141032536751368e-08,1.6806045444184292e-10,2.191960501995993e-11,3.0692174357582758e-09,4.998633451602785e-10,1.2393229498197655e-09,1.2234690760504208e-09,7.871034934936461e-10,6.8603338565509375e-09,3.76928488421413e-09,1.0810958794849057e-09,5.833465654969672e-10,4.207228343489078e-09,2.641838081629544e-09,4.786026241987429e-09,8.741662949063311e-10,2.3690638339957104e-09,1.9374679638417547e-10,1.492131973535038e-09,4.001538655984405e-09,4.717892743144603e-13,1.8621115760453222e-10,3.022249117634601e-12,1.2311004993215136e-10,7.914391364494122e-12,2.8955282616038858e-11,4.081337490191572e-10,7.080291908323488e-11,6.323482848458184e-10,1.2526091275333329e-13,7.092149090226485e-11,1.4986967222796466e-10,1.6975310046518644e-11,3.9579228783281906e-11,2.113997865649253e-11,1.41895384331292e-11,2.117572783788546e-11,1.2358114531707542e-10,1.794660114962099e-10,1.2007228544774762e-11,3.101546797168453e-12,7.721689954109934e-11,2.8970964516261688e-11,1.6209256159527285e-14,8.893008551780213e-11,6.283862319378386e-13,8.207878821053782e-12,3.644168300453998e-11,1.25928156791133e-10,1.205924249347845e-12,7.024669734789768e-11,2.2197577109750455e-11,3.0543567675067607e-11,3.5094815942215973e-11,1.155564532950848e-11,5.325517804521951e-12,1.6326648366593588e-11,8.859302180752593e-12,5.346167952779979e-12,3.043743035391344e-11,1.2199519172639839e-11,1.7780887873186657e-11,1.7957568765325505e-10,1.642708191695874e-11,1.8726575845562365e-11,7.754774600243763e-11,3.6212699505711043e-11,9.102149589601538e-11,3.5683858090607146e-09,4.87096807333387e-10,8.035399012840116e-10,1.3509424467983422e-08,3.9278039487555816e-08,3.353940847272696e-08,5.388299695319176e-09,1.6828614168851175e-08,1.2474909993898109e-11,3.27154969781418e-12,3.3802651788761295e-09,6.000878127743192e-10,8.60976587246931e-09,1.0393518129481194e-09,6.419753617592505e-12,4.8591797252584e-10,5.481244347294023e-10,5.924201085250047e-08,4.5357051448036145e-11,2.6353672577528187e-08,1.755036116435349e-09,8.053794076090526e-08,6.961866361177016e-10,3.2529617888243934e-11,1.7442251809551834e-09,3.640232837387458e-10,2.017379888141768e-09,3.856426289416959e-11,9.652021404349398e-10,1.2782508385100755e-10,9.56398960028082e-10,1.3407356336259113e-08,2.490713191249938e-09,2.1844737130294334e-09,2.166351098509267e-09,1.2191112563897377e-09,2.6836793898254996e-10,2.2335036597986857e-11,3.3583130720771237e-10,8.293227216071841e-13,1.092459456231154e-12,2.7640978395027105e-10,1.1606604566338774e-11
2N1S,N1,0.0,0.0,0.021741953140826276,0.0006078527349546725,0.01664971946032301,0.26567432349337006,0.03137529725337762,0.0005742281330030075,0.034732870410373984,0.001474753980814203,9.124672850457927e-05,0.0039036434898740424,0.0015301626334642826,9.05952873715421e-05,0.10712612819140777,0.1600552088328162,0.10996988872948776,0.1598440999278461,0.0036939290211850384,0.006745007004325121,0.0064231529453273595,0.00020598425936535492,0.08808216673228664,0.042834261229976356,0.009415401865811468,0.0005448093550217692,0.208882523964927,0.01457394343016416,3.273644614409932e-05,0.0004243514382671343,0.03994643038892831,0.000157129964661884,0.0070206966390573555,2.7206908805865737e-05,0.00017140361703771312,0.0021311196224349516,0.00047273162680117053,0.001147356863649751,0.006446921972833586,2.126488451992259e-08,0.00034446947516064697,0.0008515713725252283,8.244145015057214e-05,0.000276794576820949,0.00010273600227517221,0.00015506717608038123,0.0009377464363489185,0.000425522078227214,0.0035870729062330575,0.0023876046539106355,0.0011669086151204766,8.295828938242877e-05,1.3483101624078841e-06,7.364494546791e-05,1.0896950573879849e-05,0.00016589969807445648,0.00010927741073096797,0.00024470739960769095,0.00014253553364840243,0.002843384661252113,0.0018098901185550353,3.389444487256199e-05,0.0008266695583847294,0.00017536669638440472,0.0005150822315709291,2.492976201917685e-05,1.8668085026485315e-05,1.468417170857883e-05,0.0003186770506915515,0.00015614244645711928,1.9283019968785453e-05,2.8696213754120237e-05,3.4163244015950056e-05,5.364502718485653e-05,2.2537293219659915e-05,5.749088284989767e-05,0.0008697141865292579,0.0003110492448414881,0.0009336605430187994,0.00042589653201163813,0.000139539899000507,3.8353816799840956e-05,4.88551003874349e-07,7.303586953888441e-06,2.7682991855293437e-05,8.866630133441689e-06,7.606392733006118e-06,1.838690927069564e-06,0.0006061742035052831,8.559231525318012e-06,0.0014577371485233748,1.6309549006887636e-05,0.0003697779057016959,2.653861710122385e-05,0.002276179657152877,5.180425925122023e-06,3.0944886499906232e-06,0.00013049315357793745,6.02808844063496e-06,6.382548425110102e-06,5.277015666438345e-06,2.25201582453316e-05,0.0001784300337366318,6.9527873955976816e-06,0.00022336570758163532,6.388834804926802e-05,0.00010204593188145594,9.465059192548253e-05,0.00016886157134488045,1.961363266378413e-05,1.1757094771081e-06,1.4464084292509227e-05,3.324508739410703e-06,9.697397549679465e-05,3.3012505133100944e-05,8.82537956159446e-05,3.0454828439108184e-06,7.402114919674574e-06,1.8826542831806847e-05,2.0721788272837216e-05,7.349025799952003e-05,1.2393442236913188e-06,5.90342157380519e-08,4.59228291527225e-06,1.2659096944034332e-06,3.2590289578138254e-08,3.6422338804964483e-06,1.5150911596872874e-05,2.9602907158921e-06,1.325708980148832e-06,4.099472610263888e-07,1.3807651879638172e-05,8.057685629836442e-09,8.331239906844701e-07,6.672702056231827e-06,6.035829973605189e-07,1.1655202345473015e-06,3.026316575116539e-08,5.783969437622716e-06,2.5176944831173387e-06,3.2338762201433724e-07,3.93469601345231e-08,2.2223645146368654e-10,3.98234184073587e-07,6.514990547046295e-08,2.1505099545571227e-07,1.1412878540006943e-06,6.110695949246292e-09,9.257511202065416e-08,8.819859564468402e-06,3.2841005470629625e-09,1.2308261521098984e-08,2.066527868826995e-07,6.955986853185436e-08,1.2849677322179787e-08,6.135258656669862e-08,1.6258170143501616e-07,1.0104852177228452e-06,2.58784105255927e-11,7.907574683940766e-08,4.451347872524991e-07,1.636790880610306e-08,2.2729240600760647e-07,9.072992757097609e-08,1.9548552554482512e-08,1.9924464300657974e-08,3.503919456804283e-07,1.2390652814886494e-07,2.3123423176230062e-09,1.7127702456321003e-07,8.586011590594467e-08,1.880799445075354e-07,5.5606262705509835e-08,4.5678762550238616e-08,1.9941647444454702e-08,2.6705548883398933e-08,5.98554148467656e-08,1.2915997160689585e-09,3.765650680165322e-09,1.1896956753076893e-09,1.4366221545714097e-09,4.2436720804062134e-11,8.80851391826809e-10,2.4387993846630707e-09,1.4051924068780863e-09,2.4917342411612253e-08,2.9873881146613712e-12,1.5397128017013983e-09,5.706350503231761e-09,3.959588212865128e-11,5.519318335700518e-11,1.5193615254815995e-09,8.300604648070475e-11,4.913727202904283e-10,1.1659060383806263e-09,9.078289897601621e-09,6.614591097076072e-10,1.1180789627474041e-10,4.831418598527648e-09,2.1503374636466788e-09,8.440581567015215e-11,7.315594796608593e-09,2.1085355683680973e-12,3.9162140197390727e-10,1.0820278006917761e-10,4.1928553962122805e-09,1.4644019330489755e-10,2.6020918753033584e-09,1.2584333575205164e-10,5.394431568106484e-10,5.660543145324937e-10,1.2514882463676713e-09,7.691181025393234e-12,1.3293341982745233e-09,1.1786971398919377e-09,1.3620549133008808e-10,1.3897629713710558e-09,5.328053553910195e-10,4.013669396840669e-10,5.4945923366744864e-09,8.696714459688337e-10,1.573123409315258e-09,3.521605673739714e-09,1.878553312906206e-09,1.6240313938098438e-07,9.589067322401945e-07,4.991161071110639e-07,6.1426024267063895e-09,5.353952708730958e-06,1.7532077376536392e-06,7.575180047680874e-07,1.6226166676958087e-07,1.219969249177666e-06,1.4591414854159268e-07,2.2790658249505213e-11,1.8899946154782299e-06,4.0210230034531946e-08,9.556728139958892e-07,3.54032205773791e-08,2.988852103591455e-07,7.275400637496432e-08,9.234052011919403e-08,3.3541820783078435e-06,1.27491250889733e-07,1.0493830600033505e-06,5.456213258980824e-11,2.4652301866545656e-06,2.4016029831486208e-08,2.425215583912177e-11,5.376711278426427e-07,7.274271474067007e-08,1.3661673126108553e-07,3.4588678365921055e-08,6.101425618076917e-07,9.461414318678862e-08,5.5315676927847335e-08,2.410990537882185e-06,3.957062810755474e-08,8.960547859260259e-10,1.3768965256844012e-07,3.503331647003449e-07,1.4347231092060042e-07,2.070192239855828e-09,3.728162734084606e-08,8.818909891239457e-08,1.7828194476265935e-09,3.5347422633336123e-07,2.4664490005932294e-07
3N1P+1,N1,0.0,0.0,0.0,0.000135786886910072,0.029582389999085024,0.0186142409595198,0.16073398325654153,0.00022368693581942267,0.04189319537465641,0.0077602194838686245,0.0002188418925788138,0.0002585371075660703,0.013673652140885562,5.128250563779524e-05,0.13041197737402488,0.05568253650885646,0.1747450665999395,0.07566348562636271,0.0005349487023156296,0.0038236381916632034,0.0007050875105099053,1.3123720785657156e-06,0.030795565976980743,0.003913283910834231,0.02462254896703886,0.00013305386731943258,0.036358397904508344,0.011553012589907485,0.0008139505186108842,0.04973542226224237,0.016376964942892647,0.00023485199504613696,0.009932256984583887,0.0016231316631314385,5.651289902641743e-05,0.0027126529743091155,0.0005084188088231301,0.0025186029483963424,0.0025869183794489103,4.6101138780674233e-05,0.001802750248657503,4.3004032868054765e-07,0.001164685315280689,0.00024678633536545647,0.00010252887864514726,0.00012467562677676014,0.0015333428969264151,0.0006898505748458295,0.0020515918394274912,0.0010709468471685746,0.0015552827207065967,0.0010597998924848362,4.143807901257901e-07,1.688605202687654e-05,6.196986549134031e-05,2.5459923604032042e-05,0.0001638275034610004,5.005253844192481e-05,0.001060141737968756,0.0002722698833359516,0.002175365160745013,0.00010399856986786915,1.981236983095158e-05,5.3443192400415285e-06,0.000571597642279098,1.554124378633226e-05,8.770982225403401e-06,5.808894896208727e-07,4.100513331173339e-05,0.00047537768455652163,8.734558981871032e-06,9.020173735496684e-05,0.00024680593764281333,0.009085866110899676,0.006669642654623331,0.0010816396938801986,0.005658331368530778,0.0021238792659104,0.0024208377422336724,0.0002593631192335799,0.0038529465321031076,1.3999307131529193e-05,1.5475395853670193e-08,0.0005998214989628714,0.0009976103581306184,0.0002985526002925454,5.7142895615536204e-05,0.0010575603804845457,0.00010409138596489953,2.9123280110621153e-05,0.0048073952860820945,0.0005761075057768572,8.073733279356787e-05,9.60414124273612e-05,0.00010062133754162872,0.0008496231973620372,2.8682171444360804e-05,9.238647367126873e-07,0.0008075155260880429,0.000153729131617375,1.311272051607304e-06,0.00015753844357480062,0.00017634518492259943,0.0003160097841372611,0.0001672366373099976,2.332086199707817e-06,6.437868814801462e-05,4.637022765763277e-09,0.00013606431707113842,0.0006279504171597949,8.110778434189392e-05,0.00047871124586684743,0.00021229889001528335,0.00022505370716663364,0.00010417452535804728,0.00027674813324951586,4.196118341681654e-06,0.00013284396180957003,6.139227355106414e-05,6.823637149988571e-06,0.00012345628902243888,4.801952521393815e-06,7.570169051751563e-05,1.132904242284738e-05,4.373276177727092e-05,6.843913595044882e-05,2.5988279392041846e-05,1.0607647877858284e-06,0.00010001492807654166,7.104752139475146e-05,6.766355544574054e-05,7.188399906432608e-07,8.815286278718304e-10,1.606686059751894e-07,2.0089164216585687e-06,7.405447282060607e-07,1.0777337590361924e-05,3.414283789027195e-08,1.2015191197534136e-06,1.1907996486648642e-06,7.009340774466466e-07,6.156149574332304e-06,2.2620891086955197e-06,2.9984348568490304e-06,2.414946061568557e-06,6.312794544882649e-07,6.674235670800499e-07,5.449164620419111e-06,3.6496856781198517e-07,2.9943043080571385e-06,2.639875762433519e-08,1.152652076896743e-06,3.944632620545008e-09,1.3665811344765189e-06,6.678011432725839e-07,2.1537294170315135e-08,9.573735488821455e-07,6.174438960115936e-07,4.596734104467259e-09,4.0753699304119095e-08,2.4856316538368617e-07,8.462720235691279e-08,3.434416591119316e-07,1.4516058335356519e-06,5.465731796050477e-07,8.76774351343812e-07,3.1268248479321414e-07,4.4041171154418635e-08,4.5460302189326285e-11,3.257967229330916e-10,1.2202067267708117e-07,3.431168993373035e-08,3.4451943520252826e-09,3.4778606661234335e-08,7.103760601978593e-08,3.40903064000031e-07,4.07832724480528e-07,5.821576554154717e-09,1.670524765184922e-07,1.0681870277196026e-07,3.462686959387895e-08,2.0264115940804572e-08,1.6350961917765972e-07,1.457905129953474e-08,6.065562807577862e-08,8.114656280255872e-08,4.303224443447107e-13,8.60876925301568e-09,6.947731279183245e-11,2.641518337398452e-08,1.9100064641008885e-08,3.8061001017553053e-08,3.4640943447072914e-09,2.6744636283382306e-08,1.5421295351814024e-09,2.5559528493701578e-08,7.807998247955084e-09,9.909655540596418e-09,9.90270310197161e-10,1.859529641379254e-09,1.8755663688807545e-11,8.17717857870548e-08,5.679944958814076e-09,4.458609836888172e-08,1.413302808117578e-10,5.6360462963311875e-09,9.961720337514635e-11,2.562384082693825e-09,5.57387114241692e-09,3.1725400084781086e-09,2.379642261018944e-09,4.9471537977296975e-12,5.746230158365506e-10,3.515476798554573e-11,2.250215569432612e-09,3.062883280335882e-12,4.175806367356927e-10,3.622147470849768e-09,1.3293193212859933e-09,2.1345870404587686e-08,3.236100276637899e-10,4.254063767916705e-11,1.3391074915602985e-09,8.773204385192912e-11,1.4626753805924153e-06,4.211875835080647e-05,2.204819084017373e-05,1.4117265387803002e-06,4.2309964732645255e-05,9.973109790006873e-06,2.099791433618492e-05,5.014047648632669e-06,9.830871717131373e-06,2.6430849937586487e-06,3.2808424932362357e-07,1.3597600231785023e-05,2.739394381356952e-05,2.8361938446685997e-06,1.6581217066047316e-08,2.67533328823788e-08,1.1367120134053721e-07,3.173054183847057e-07,1.2467619772138505e-06,4.227128518330403e-07,7.471279106496809e-07,7.031398809864697e-07,1.5812474072340876e-06,1.9798531702974742e-09,2.5214084597990905e-08,1.1643655475346293e-06,9.307532129465557e-07,5.6493981936966975e-08,4.490524934119833e-07,1.2638430152200897e-05,3.4218783926398544e-06,5.587494738001908e-07,1.1989204927953523e-05,2.6459753339480585e-06,4.433623090882577e-07,1.5386246898785316e-07,1.2832041518251458e-07,6.005211505399899e-06,8.573928234056893e-10,1.2379584823918321e-07,1.3267381991477478e-05,8.712593535520341e-09,6.3830581451540525e-06,1.2827980758522983e-05
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0002866153817162598,0.0003984814670765502,0.00019294202888442413,0.26733413805924666,0.00047172391999827923,0.0013777234876863886,0.06098211099153805,9.270519772930363e-05,0.00022052543033468375,0.005676653586711877,0.2765811635872333,0.16887187679498483,0.26108896649421,0.14505305351851439,1.2105451463462202e-06,4.581123146163435e-06,6.091699776744619e-05,0.0014993262332962942,0.0007685599710876012,2.4961550959545775e-06,0.00021078446663436168,0.023742489535147904,0.0002433448861189902,0.0002822321182298637,0.0051276905630672776,0.00018776393722896856,0.00014992537490643443,0.0326160668743154,0.0028632180335859125,0.0005161029931448624,9.313076468164816e-05,0.005412596909839973,0.0014907074167727075,0.0011564280558737927,0.0010206640317638183,0.0011529349567869218,3.984152515323913e-05,2.192091026120835e-05,0.0009356810739622468,0.00035228063524539444,0.0001799635726147386,0.00016039319931149265,2.672965213612599e-06,0.00044180671557869644,0.00016001159050071934,0.00018460593842828388,0.00039136810029294367,2.279740265898056e-06,4.9729032112200144e-06,0.00011531218987848035,6.985569851192253e-05,0.00011216665847402219,0.00032901936778917396,0.0011496309192327026,0.0010871929653060164,0.002024887506355544,0.005306891341083642,0.00011440166802323404,0.0005279810867078183,0.0003853452026252313,6.986472947323463e-05,1.1054115593989167e-06,0.00021194925298217981,2.4157954976233853e-05,0.0005678386031806593,0.0002958894675357815,5.060881730400979e-05,9.310738604106916e-06,1.2596588109037299e-05,0.0004912644213792561,0.0004047291502655703,0.0005765106689437083,0.0007224228842201974,2.616778771447059e-07,0.0001441044426679916,3.22119678437538e-05,0.0005865340548898423,0.0001984631357574429,1.647219181699633e-05,1.7876131038763177e-05,5.599369768938267e-05,1.55160069015281e-07,1.4740329792317652e-06,3.801383574542072e-05,5.08553438538506e-05,0.000999699710046098,0.00019570650072386897,3.509261532164132e-05,3.163749237566904e-05,0.00031784383721644716,4.2360222191728525e-05,3.01811033907029e-05,1.835438204711437e-05,1.4087297138365429e-05,6.12027331927667e-05,9.725881504918377e-05,1.8879178846908928e-06,0.0001173421602738145,5.871243107691271e-06,2.3375660167523904e-06,5.026766175353359e-05,1.0905763628166198e-05,4.042381872704226e-05,5.568544054757041e-06,0.0001142807424598935,1.2570422842417273e-05,1.702093052102782e-05,0.00010097906769557241,0.00017305725526628457,5.716336552330503e-06,2.303349431009849e-05,5.107456188824244e-05,6.109083281469196e-07,3.137720907586683e-05,2.7415362275906574e-05,1.2596320074553802e-05,3.191849138817204e-05,3.1660597739069374e-06,4.516351688188536e-06,2.706058267687439e-06,9.398389622106151e-09,1.1606831480381885e-06,1.0898371143319707e-06,1.534421486537596e-06,1.0011971372625439e-05,7.996953765854187e-09,6.379203760786822e-07,4.487734466263049e-06,1.4686563298837996e-08,1.3844384749717165e-08,1.679240035912244e-08,2.249592498948516e-07,1.4394289062913401e-06,3.3761457629566394e-08,1.5905127304094435e-07,1.9721012378681735e-08,8.633601167318261e-08,2.860099150847617e-07,5.023650606617025e-08,1.0967877901446599e-06,5.128631741513345e-09,1.5084475888382798e-06,1.8019335392693847e-06,5.626285837223577e-07,7.773432537661051e-07,1.2250529626278706e-06,6.911713423818355e-10,7.025679149563757e-08,2.0446782933447594e-07,5.801283897710618e-10,2.5797689318096673e-08,2.7270486757657864e-08,1.798273174813403e-08,3.6010125903374046e-07,7.132072710192006e-13,2.389670461511173e-09,4.48556645160636e-08,9.067341233404136e-08,6.137814700934996e-10,1.2777140656616837e-07,5.6444699580993074e-08,2.623621968567136e-07,3.308859897188654e-08,9.331365147247084e-08,1.1666223542761145e-12,1.0163828001452657e-08,1.5895271765486996e-09,1.1483606954243442e-08,4.974368694732334e-08,1.472355792841995e-08,6.495199933453932e-10,9.995155370035036e-09,5.0063610590456165e-08,4.54860553666947e-08,1.6978791039790053e-08,3.2796076965269094e-10,1.2046432740220325e-09,3.301197759597585e-09,2.1281039153109305e-09,3.875789644780525e-08,1.3373431251295642e-09,3.0801398320789986e-08,8.040523802321786e-11,6.368318761218461e-09,1.0116569804097253e-09,2.6860824675623007e-09,1.6531109814366118e-09,1.1064620331069364e-09,2.474879856606549e-09,1.5689627375081727e-10,1.7044143874045403e-12,7.07596203852745e-11,3.1741786976624553e-10,6.800737750722874e-10,1.7989976175414313e-09,7.876417296159843e-10,1.0475571521340044e-09,2.8776332428037676e-09,8.010734298125044e-10,1.347943978657895e-11,2.042810365310288e-14,1.2803091919977305e-12,5.176956641150809e-10,1.2958523143424827e-11,3.433697770560684e-12,6.434941468569377e-11,2.62367905179417e-12,4.001199371828079e-11,4.4101389207185093e-10,5.0170978482810824e-11,4.1752734603051067e-10,5.8968385729940564e-12,4.551568011379459e-10,1.4234835532533907e-11,2.642832619415003e-10,7.140097402213996e-10,6.88000767468111e-11,3.9319569822282574e-10,8.886225089099753e-12,5.866551688882282e-11,8.580305377314801e-08,2.3711007930415917e-06,1.8695019812220437e-06,1.1077356809607863e-08,1.5501249817084783e-06,1.8790676348245938e-07,8.735740304466333e-07,6.845126496735077e-07,1.5902833538916639e-06,1.3813858623645814e-06,4.1385418203532254e-08,1.396163051836652e-06,3.580547117021382e-06,1.2362536991883388e-06,2.0331025751829657e-10,4.3272216920797746e-09,5.2425674468281613e-08,6.968586694355849e-07,2.366835172296078e-09,1.1161878088472577e-07,4.3076653355456074e-14,1.6547584991144504e-07,1.1753610840159467e-07,2.3885063038520116e-08,1.1133716615319145e-08,4.3807942384788134e-08,5.125753910206754e-08,1.0224240387657346e-07,4.1429703889761527e-08,1.2717661026506732e-06,1.2574960583933148e-07,6.6187757497004895e-09,1.1174315437401106e-06,2.4294498057741976e-07,6.446809042159884e-08,1.0792709970175451e-07,5.515208689743645e-08,5.81987876779877e-07,2.924083197797245e-11,4.1073588974427366e-11,1.5091635856556707e-06,1.4970804818048578e-07,6.976892676924251e-07,1.1152845753592544e-06
