 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,H9,H9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,H11,H11,H12,H12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,N28,H29,H29,H30,H30,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,H34,H34
1N1S,N1,0.0,0.02427882802091874,0.0005829852597831753,0.0009202219580057847,8.05590386769861e-05,0.0001462030364296485,0.0009585352047214446,0.001986775333557178,6.6327647874064866e-06,3.2597857727856283e-06,0.00018626032107246782,2.7910567987954327e-05,1.3112312840332652e-05,2.8349367528213154e-06,0.008437423871831662,0.001480578961091772,0.008260624781878834,0.0014286544866544126,0.001271412708788222,0.0022074169301025126,0.0004856952659000324,0.004417839390806089,0.00554748739925226,0.0005825945387998299,8.487633574083553e-05,0.0003700839494527042,0.00038307714878338395,0.00017713535846133888,0.00013070351155933246,0.00010073899144441567,3.138713800435178e-05,0.0005121406626104608,0.00017188113232058377,2.8305621421309546e-05,4.405064236867595e-05,0.00021541868211305548,7.766617120585906e-05,9.01178777525935e-05,7.601439553783784e-05,5.9005433428183096e-08,2.497724514993749e-06,0.00014926079630450673,0.00032834793806890694,3.71941772718265e-05,3.3306460654192183e-06,7.662534965424683e-07,6.313229983456736e-06,6.227773562381134e-05,7.778097598243328e-05,4.251326942861233e-05,4.72536247936306e-06,2.2329275317423125e-05,2.3326528644895816e-05,8.562855072025144e-05,0.00010258936149565301,9.514713419589427e-06,1.7433905685759754e-06,8.811597312030628e-06,1.6882160962072845e-05,2.200071364963363e-06,2.2874100286118804e-07,8.092686343136313e-07,1.6680683137537677e-07,4.507860109248529e-06,1.1900608141157676e-06,6.003261121545478e-08,2.2905818124474564e-06,1.1583432389494774e-05,4.463878777727359e-06,4.093816789718652e-05,3.7114986215947e-05,2.421544754938054e-06,3.246709070925391e-06,3.719914111410816e-06,3.0227916520964015e-06,6.45928564427245e-07,1.5309039168021066e-06,2.5743428208602204e-07,8.542524242427518e-07,5.97408868208138e-08,5.05606809575454e-06,2.7833162352663976e-07,2.6962405497155117e-05,1.660002700920593e-05,1.3256867612554402e-06,1.334113282069893e-07,2.4388706393319026e-07,1.2223604454408843e-05,5.20485009647409e-06,1.8382062367816587e-05,2.1500520455131067e-06,1.8454345425800156e-05,3.5496315906602405e-05,0.00014352418390950472,2.224820896223889e-05,4.770077455251709e-08,5.558703930486075e-07,8.278206241829622e-06,4.4318618550587274e-06,2.268774024616338e-05,1.0955875286433603e-06,4.252637784585289e-06,3.2936639395853007e-06,3.306015038795351e-05,2.977131832171409e-06,5.27993750010225e-06,1.3699037837433536e-07,4.441029920698725e-06,3.990514623852803e-06,7.413149923085616e-08,8.372891220631562e-08,1.772485709594651e-08,6.495345122869978e-09,1.0277545889336714e-07,1.4286661161461156e-06,1.1751516591829159e-05,2.207159007228121e-05,1.7207836503052576e-05,2.05062528668698e-06,2.025427470186969e-08,3.515363626194201e-06,1.2930838477309692e-05,4.341315266165324e-06,1.6965290783321763e-08,1.44678150099109e-07,3.5292808120424013e-09,4.075093998356927e-08,6.190263879268798e-08,2.6301195883648987e-05,2.3955965794075773e-05,7.671820198562607e-08,2.0933069495576717e-06,2.8981406148265165e-06,3.1264053452773055e-06,4.1850952059441227e-07,3.286315286565866e-08,1.1327041526953963e-09,9.042350757049178e-08,2.7973193317265554e-07,9.442917253688066e-09,2.3615431785084517e-07,6.911501648776408e-10,7.447415698025317e-08,6.767289650877473e-08,8.543026286389477e-10,1.970923694250004e-07,6.268736418846288e-09,2.161233414454955e-10,4.2674819233923245e-10,4.546807375049866e-10,1.1797962606863166e-10,3.329363562620813e-08,4.234781414425015e-09,4.160473454639657e-08,2.2131272592318396e-08,1.1352204662418153e-08,1.3492371914169965e-08,1.51669432568724e-09,1.496921246679772e-08,1.7623965564705912e-08,9.787526344950948e-10,2.1463132715560107e-08,3.280118576753921e-08,2.3939539572914725e-08,6.093518328809111e-09,6.370435290392606e-10,5.88955662017554e-09,2.744695581924361e-10,2.291997880377039e-08,3.1484370666134964e-11,2.623000039392309e-09,1.0139422634836137e-10,1.2571226060131835e-08,6.912426187000165e-10,3.573724066674444e-09,2.1061881960715567e-09,5.722682189235329e-10,3.622021821358956e-09,4.487108684614327e-09,1.4676482251729794e-11,6.268436436585034e-09,1.4619755073219665e-08,9.578820792111031e-10,6.072273794899274e-10,2.5692545868594152e-09,1.1238865393892183e-09,1.87917792437986e-09,2.9851565663818747e-11,3.9106817784073655e-10,8.34504687574622e-11,7.003653212933614e-11,1.4814402482521416e-10,5.530298441414061e-13,2.2007107247645763e-10,1.547693084802404e-10,1.9555601582510462e-10,1.7287993259174073e-10,6.905587213168474e-14,3.234651213546158e-09,4.713911261333692e-09,1.4545382676089957e-09,1.8265899903724403e-10,1.8943941970661626e-09,5.449247719724326e-09,5.539948499944103e-10,6.4254157550180935e-15,7.543361768558299e-12,9.373540832413596e-11,6.836031740675708e-12,1.662558979376172e-14,1.6758053278387308e-10,1.1385181686307533e-10,2.787654551639207e-10,1.1426415369442111e-12,6.999461010792629e-10,5.891667154145352e-10,3.476001708691001e-10,6.110743022702536e-10,5.956346527113965e-12,5.0102394455464605e-11,2.353055250647884e-11,2.765025708395541e-11,9.958395219555882e-12,4.571343303894082e-14,6.617639769501693e-11,1.921570680352147e-10,1.4166445794216997e-12,5.148104165186851e-13,3.606249052157118e-08,6.432248622623149e-08,1.0700111907624432e-08,1.3760935746454095e-07,4.117393959113258e-08,1.0063764599443914e-08,2.7305796512777647e-08,2.713938640486191e-08,2.5454047758444176e-09,4.922128882256516e-08,2.3335718135619743e-08,4.99631427897107e-08,6.1034015064187486e-09,2.3862500309057566e-09,3.0831901476346957e-09,2.5473463116654216e-08,4.012738807901428e-09,2.0668156075487332e-08,5.016137305524637e-08,1.3066011894657947e-07,7.904762566735002e-07,3.0545692997208107e-07,3.098182206340283e-07,3.783901011966684e-08,6.851956335651721e-09,2.7636608890269088e-08,3.116065627750686e-09,5.3227282026391265e-09,1.3409783714002366e-08,3.1163325475702663e-08,3.9608461399609496e-08,3.3345548544616577e-11,1.7132606000558326e-08,6.631972304660394e-09,6.692868481650294e-12,1.3497081230440244e-09,6.217810710751337e-10,9.054800104157934e-09,4.979289203177473e-11,1.0807982980809427e-08,1.264603338713144e-09,1.0958595142440686e-12,2.7102730060235558e-08,3.061132636261732e-08
2N1S,N1,0.0,0.0,0.012638930671250215,0.01664452431837038,0.004007812780290276,0.2683681644213771,0.019837871424334796,0.02970532707626372,0.0025232879106358297,6.787679386777157e-06,0.005731225941498774,0.0012530968422710398,0.0003523400645812913,0.0006497661052116133,0.11616861244827392,0.16443346529844538,0.11305702623357128,0.16342742741162164,0.0036267841952886126,0.005611752998422315,0.005431232806059061,0.04426571202761398,0.061881253116996326,0.04072013284693998,0.017672585076745406,0.11317904618175678,0.12429642808094465,0.011478110335662262,0.008354226612403481,0.0054244763946957875,0.0014910327096075982,0.031081442166870366,0.005825576135841892,0.00027347018543943946,0.0002534117456325369,0.002980205744777198,0.0012022920082621624,0.0033523589152295585,0.002681659125260083,0.00013898171565385198,0.000281089859027972,0.0007245088789149534,0.0031454007622349067,0.0006252342100951935,5.23763400450683e-06,0.00015858307293425966,0.00016652742804446063,0.0008322111967991042,0.0014651612434137817,9.84206371819063e-05,9.27353987045798e-06,0.00022288758200783576,0.000914112742127049,0.002482740435633346,0.0024928915698105847,9.625615700681323e-05,0.0006543682823529906,0.0008631755113626127,0.0010948440388665048,6.496774607112066e-05,5.521943739372759e-06,8.464500944604936e-06,5.5374039120037466e-05,6.539274494055114e-05,2.5314352147365327e-05,1.618535768654894e-05,1.738595403599774e-05,4.107608602232915e-05,4.6399324460377755e-05,0.0006575683990583947,0.0009247709426176698,9.957713977026827e-05,3.649804209127083e-05,0.00010228967078695916,0.0004261973839705391,2.2584907832801093e-06,9.106455337515307e-05,1.4034279646413239e-05,2.1637350822611978e-05,2.4789523567214644e-06,0.00016709819047777685,1.2050494355264618e-05,0.0005934277165078328,2.787628463840619e-05,4.50141911061408e-05,2.5655481414865733e-06,3.540483816655282e-05,3.757016867789176e-05,0.00010544804371992456,0.0002994284125632518,0.00025272121895492106,0.00024324244536888529,0.0003376489055706422,0.0009227759181120732,9.64158847498453e-05,6.570582279374904e-06,9.31102819015095e-05,6.118221088802223e-05,4.170421530047541e-05,0.00028306934782618143,1.4907187433355062e-06,1.3666221751140739e-05,0.0001765360826899709,0.001392392670890974,0.00011165540238033955,3.743032565450832e-05,0.00016971552292321945,0.0011825706208128395,0.000159226005939761,1.0389973111202266e-05,9.962238596950002e-06,2.0371670572671974e-07,4.1296689748060444e-05,1.3308758430197187e-05,1.6075299617668293e-05,2.8404272587323476e-06,0.0003731814684981849,0.0003298004424645562,1.5304063079035757e-06,2.5851056983938747e-06,0.00022619026056824865,0.00027863030736252625,4.1233227854764465e-05,1.2986362407430008e-05,2.0822855400171036e-05,2.538545484931376e-08,4.8131486885871766e-05,2.135788117474391e-05,0.0007073366217396071,0.0003950712599483097,4.483605765992493e-06,4.415769821797255e-06,0.00010681261420009136,0.00012039811640063292,1.112680982906511e-05,7.6433037676793e-09,7.766331535208337e-06,3.1446640418320015e-05,3.451866299464257e-07,1.2024498130536188e-07,3.056060973349872e-05,1.2792201184996799e-06,1.6200488316187034e-05,1.1140962072886396e-05,1.3063564901383273e-05,1.1280364311083702e-05,7.452715578004643e-08,2.2728032167407264e-07,7.498395873106745e-07,6.637604083703508e-06,1.1797402237334609e-06,1.11872285657455e-07,3.5508556628371934e-07,3.816729863270751e-06,2.3186913811201748e-07,1.216198375342259e-07,2.8801596552163744e-06,8.39477037661851e-07,2.9743911000856826e-07,9.27869134859094e-08,6.362842275287051e-07,7.32282655402372e-07,7.0097567697047225e-06,4.381242822315556e-06,1.0370789338409736e-08,3.2125032722873925e-07,1.671175025030891e-07,5.4913523506172623e-08,3.2717678832838715e-06,8.097735904044612e-08,2.8501269744296565e-07,1.4961152845494041e-06,1.3467716719617329e-08,3.5482959792609847e-07,6.376537844410279e-07,2.2505265540040398e-07,1.9395544526012998e-07,3.632039917711438e-07,1.084092318581753e-06,1.2358768808340415e-07,1.3388645485612471e-06,3.0348706614446996e-07,2.19262716871782e-08,3.4512886593063286e-07,4.5513241397898696e-07,3.1522790333582407e-07,3.9603666524001824e-07,3.2447397124713007e-07,8.980014776227563e-08,5.125203550448987e-08,6.5179346364629964e-09,4.559511701529573e-08,4.2848409265161536e-09,8.638792570181408e-09,3.6533444491837486e-08,3.688175143068406e-08,6.334266444696368e-11,1.5157888277883558e-09,3.2389317894399028e-09,2.458682524242306e-07,1.2016527817237943e-07,2.8848314848062273e-09,1.390221271435621e-11,1.271437448657764e-07,3.769763168293139e-09,2.5867856745520612e-09,3.128386438788766e-12,4.305643175328555e-08,3.3718827729956047e-09,2.4371476392559543e-08,3.377154111916525e-10,5.4051003672839215e-09,5.7438929168540653e-08,3.4989726671597055e-09,2.9544641844125863e-08,3.0695361807886457e-09,1.687177020315289e-08,1.0298589536716918e-08,1.8068342377830504e-09,1.235050861581044e-08,2.42376219095064e-08,8.832123921109769e-10,2.0210554341204556e-08,5.414948489601557e-10,2.2690866963159806e-09,7.198565743493646e-09,3.642744772491824e-09,1.8977333482439462e-08,1.7643705052527991e-07,7.00395121544517e-06,3.4037775002992987e-06,3.0249937816861916e-06,3.820478067240174e-06,2.711243298314514e-06,5.007691705749551e-07,2.9833403889512056e-06,1.20345219567497e-07,2.4636838378278014e-06,5.023898437483965e-06,1.110862520192768e-06,1.941584049092171e-08,5.713827471165445e-07,7.687768999176114e-08,4.95900322583509e-07,1.6969753966478152e-06,1.754106104812081e-08,7.47467306272398e-07,4.563793787326631e-09,1.67722591370989e-09,7.955643148704894e-07,1.7286249871517612e-06,2.2943773436701065e-07,5.3260871712978997e-08,1.4275408610764373e-07,2.691193934367675e-10,2.4191977310294988e-09,2.008582393742131e-07,3.726417609595245e-06,2.706876712554873e-06,1.3247121177784038e-08,1.3764846000796638e-06,1.9829810220528543e-06,2.1971051156199906e-07,6.285402802674867e-07,3.70176101771591e-07,8.986478658989938e-07,1.2541694127676806e-08,1.2197171717076571e-06,8.356425618138985e-08,5.645928169428771e-12,1.4974482631657793e-06,1.1854694199620042e-06
3N1P+1,N1,0.0,0.0,0.0,0.024000696733208482,0.010168217249181932,0.011531395912500741,0.22804687900496523,0.0285439149445863,0.011098866524122286,0.01192129821682042,0.0007496718065476138,0.023452512402837966,0.0035308693025819515,0.012246925760639904,0.26194964770620865,0.1431165661832714,0.12264850963045282,0.07251590708320821,0.0008478180076911812,0.005306283144229429,5.4777526635518825e-05,0.008748685752380858,0.020085600605332488,0.0006817383600301596,0.023249770808002168,0.0009252823424090728,0.010481280572138374,0.0033066886175767696,0.02284009747258331,0.017919322890562084,0.0071183987421281625,0.006737107927047514,0.0013135175809289024,0.0001522668164519736,0.00011599384162419568,0.0064715877143082245,0.0016294437431954023,0.0019125274997988662,0.0010871206282034862,0.0013072360511365844,0.00016027741260238315,0.0009877481490705442,0.0020889995679378437,7.635906256853175e-06,1.2937572529736485e-05,1.0005570921567397e-05,3.1905036834700695e-08,0.0005449159026278405,0.0009610656824854402,0.0010691765501547046,1.8706266629031632e-06,0.00014247850667681305,7.239143506865275e-08,0.00016275758430150944,0.0001274613034651928,5.489358350541096e-06,1.5216972923060013e-05,6.30452496386269e-06,6.5385178258381416e-06,0.00018239568076117152,2.5836869042006327e-06,6.251110063981713e-05,3.528590375445617e-08,0.00022829890805464714,4.728307189516556e-05,4.492195827410228e-05,1.7368963132202708e-05,0.00033214575699114235,1.6423887228000922e-07,0.0005661530650242774,0.001441184936607165,0.00023081413774228565,7.36471550033535e-05,1.6279292359477893e-05,0.00017880439900963552,7.189741224689072e-05,8.52428479012346e-05,8.861627423595309e-05,2.002390983690816e-06,1.664520520661128e-05,6.707941915928828e-05,1.1423155754641812e-09,0.0006355882498838561,0.001030054626617094,2.9492301269584686e-05,2.6945285219071025e-05,0.000232547936094063,0.0055255830610025924,0.0006900540499681362,0.009472644947248199,0.00041776455985242933,0.0025085176514538787,0.0003343908329416223,0.0006703759775281704,0.0025464174511617976,0.0002666010507912375,0.0007081441873300065,2.3435757188883244e-05,4.989057047355416e-05,0.0007681268987151935,6.952024338424678e-06,0.0003160972573876819,0.00012934562816413475,0.002758782125326764,0.0001715039347405245,1.8341769680851883e-06,2.163998450210869e-06,0.00013363605213356777,0.0002692133410966413,1.2219625368681264e-05,6.90574862434179e-05,4.442381166058773e-05,0.0007981677696762279,5.888316968905016e-06,5.5979446811349476e-05,0.001523868526704053,1.9827395258964486e-06,0.005990287573199193,0.0004787848764005176,0.0009698687430175212,0.00022926125585431834,1.087832749391282e-05,9.962005634722715e-05,2.61601866835548e-07,0.00028237002962128166,4.167977887115093e-05,0.0007877202252950521,9.230704883167462e-05,0.00027611262038096385,0.012498479946931873,4.327023236605498e-06,0.00018825760771523647,0.00013398304491696322,0.0002881763953368477,9.248725120869494e-05,2.3147811178958477e-07,2.0675951604154363e-06,2.6496145944854277e-05,2.2698518253427835e-05,9.645294920468395e-05,2.0051194794534766e-05,0.00017723527863688915,0.00014533238467029364,1.4446728210382176e-05,7.665432931025506e-05,0.00020124887926575852,7.614264054822684e-07,1.1456020844846648e-05,9.61598090931659e-07,3.712391089027989e-05,3.222003257841166e-05,3.4102639645539057e-07,6.6205678082020825e-06,2.8448232618494274e-06,1.0157033437874219e-05,3.1638046085191718e-06,3.3871749878233715e-06,1.5138896505506594e-05,3.91736575022783e-06,3.3039955182889713e-06,1.1167551026147748e-06,3.8097524215352507e-06,2.221047483219607e-05,7.244556859742346e-06,5.6621756172603455e-08,3.595366924624699e-06,2.380983774585843e-07,6.59819723303201e-07,1.0115701421398171e-05,2.826054543714207e-06,8.840592715664286e-07,4.241076085875761e-06,1.802624280955456e-06,4.6341106729741455e-08,3.234832614218419e-06,1.7539194767657307e-06,9.823279967235976e-10,4.824417780824319e-07,4.623565767136739e-06,2.0814191481033362e-05,1.5385941041223816e-06,8.201004369823295e-06,4.77443991009352e-08,2.128974555315466e-06,9.924575063990915e-07,1.4331549196278104e-06,1.209324930417921e-06,9.406812995216285e-07,4.9636931009899854e-08,3.994008315189035e-07,3.4605528753672843e-07,1.4041690032939869e-08,2.3202741483707712e-07,7.362700982227466e-08,3.612625587567919e-07,7.048578387625071e-09,9.7488683792335e-12,5.8076250475380675e-09,3.941210731106537e-07,4.2246214082553024e-07,2.389870950025852e-07,1.660290127603048e-09,2.1801323857317811e-07,7.404977608871377e-08,2.750285776897954e-09,1.0940103556400516e-07,8.324586375785259e-08,1.440929715545991e-07,6.399730900774614e-08,2.364522813103065e-07,7.070952712240341e-10,5.070694530928677e-09,8.625371528125925e-10,1.231295332360105e-08,4.4257056686092255e-08,4.689789623313345e-08,3.4334277643210953e-09,1.1138703293056551e-08,1.4703749329214588e-10,7.810734103941286e-08,7.457907291730237e-08,5.644011702443663e-09,2.068916873376736e-07,5.64625679544406e-10,1.81426962342357e-09,6.392427076562512e-08,2.0489572705173487e-08,4.7240479528198875e-08,1.446676923366752e-06,5.976761644976847e-05,3.065872020968641e-05,3.6797047981984576e-06,1.2113932619683965e-05,2.2110802122554674e-06,5.158137169569699e-05,4.889080124481637e-05,2.3806239579649002e-06,2.1240467988903333e-06,2.6674475233301465e-05,1.0728655741587545e-09,1.2036007015048256e-05,4.441904843055511e-06,8.469675556455059e-07,6.380142104411846e-06,5.738698834356626e-05,1.756126852114903e-05,1.825391774135099e-05,4.192411760861603e-06,5.409902266251265e-05,2.0745378841446893e-06,2.009245097500667e-05,4.493874523614494e-07,1.1244568611790129e-06,5.881414955055675e-07,3.142571476599798e-06,2.9982731186706246e-08,7.189001927088157e-08,3.7127458316632556e-06,1.0054389670166586e-05,1.2546571273031049e-05,1.7815622532779685e-07,3.405231141950793e-06,3.2399984553066474e-06,1.1664080195039617e-06,1.4330467834611227e-07,3.4498453178599675e-06,1.0838755768460828e-06,1.0749848742275248e-06,1.861857379381604e-08,6.267149079697276e-07,6.055949519634396e-09,1.1598893498998564e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.014685468433275783,0.018538430042930543,0.02758732607054082,0.234554234767816,0.01896064895460281,0.015454565677232912,0.01311725364262939,0.011349507143391557,0.00039213352224365394,0.00010255455146523929,0.1324473270785309,0.08356499697498743,0.09191773259513969,0.03150316257434538,0.00836170125576019,0.04625154596690528,0.008182186394292579,0.0804641575404732,0.1348210659948439,0.015387982060131478,0.0012936077091887377,0.0008471851721885137,0.06901147246984518,0.003927422588950957,0.0033971341204697136,0.002635584738313712,0.03992501081244404,0.010541047281377391,0.00045908437883035447,0.00019629412243293842,1.5064823289945295e-05,2.119612103612667e-06,0.0002587506743965129,0.0004988578615630068,0.0008888348868261176,1.1941369409296243e-05,0.00010540814799542275,0.0002173392362250226,1.9152694452628793e-07,0.0008820697384801512,0.0003941238510618561,3.7208956255252446e-05,0.00028451107110050167,0.00039415514679408403,1.7378072225682217e-06,0.00210196818001096,6.940096815011287e-07,9.072435438017834e-06,0.0001986705185363924,0.0002220406085280402,0.0011549597592548366,8.47552433125287e-07,6.560285223722317e-05,0.0001522730233132208,0.0002442082931710665,3.850014937079038e-06,4.4869776163025676e-05,2.1098264567198655e-05,8.595497610119907e-05,4.718358076694074e-06,0.0003145603539453923,2.8352020916777576e-05,2.4675041152111277e-05,9.619775418379106e-05,0.0002169979507833375,0.00044412718373543214,0.00013727461134838137,2.0842094952122636e-06,6.610119083205745e-07,6.942414276611686e-05,1.2421821069530381e-05,1.4483613956839392e-05,1.9576559139755645e-05,0.00011912478676134874,1.0794231352306838e-05,1.9785522480386675e-06,0.00020643190766644892,9.944047315491034e-05,0.00034711036873558143,7.033708401893435e-05,4.343620982893981e-07,3.0961286989317216e-05,0.0006568132777837743,0.012780153631188895,0.008223614524325296,0.01711658442420738,0.0002507120449233291,0.003987721772719777,0.00015793550014198132,0.004539132720168038,0.00588987743459235,0.0009164851691656484,0.0007806951865858558,0.00034476675279493385,0.0005247215251074078,0.004378721300351662,2.9853935057611025e-05,0.0010695926315102966,0.0017514365148709743,0.007113772563899001,7.694095799726242e-05,7.737018243858529e-06,0.00013561740962897417,0.00041365246954638835,0.0005904483562870766,9.350408536334953e-07,0.0007156424665153427,0.0003269104739289652,0.0012499999966339992,2.376733060427405e-05,8.368945550984996e-05,0.0020741136603517063,0.002139220148856147,0.0029537730515105665,0.0009540406746739727,0.0012051612305148396,2.489373246206128e-06,0.0002532911318300357,8.975009339540208e-05,1.7209549629804144e-07,0.0005221803869710495,0.0004111924257415023,0.0007774849546109408,0.00029260104626627204,0.0002726835034594366,0.007626535776546817,6.5628717351717825e-06,0.0002548477941339833,0.00030183949791551257,0.0002183882469277698,0.00016495141287364845,4.493752238321491e-06,2.03286836297778e-06,4.247503376131334e-06,6.718162078200862e-05,7.432167783427701e-07,2.4571192146272125e-05,0.00013130927219862087,4.4719991050046204e-05,0.0001736259516036398,0.0001595084018624071,0.00047657920624244454,4.484300597518143e-08,7.658962347001363e-06,3.8132188451278637e-06,2.4124785116264036e-06,2.0125551580818524e-07,4.0644168737280495e-06,7.290502721524206e-07,5.998269081430863e-08,6.89175769785777e-07,3.686666609326039e-06,7.741602991995222e-07,7.776359909339448e-06,2.68982926820982e-07,1.9007953011573875e-06,3.2544261152622767e-07,4.854675954568677e-06,5.6371323648996e-06,4.485479099258782e-09,2.4720422953095067e-07,1.0934199145218315e-05,5.739116111236342e-07,1.0909729297736703e-07,2.880151448003687e-05,5.314625454388988e-06,3.825325012307701e-06,1.1035451638274907e-05,7.083232116400495e-07,4.4694806899947537e-07,4.5156099837129204e-07,1.188755228032079e-06,5.228936648116189e-07,1.4440437634544168e-06,5.821332683009217e-06,4.4260054231859414e-05,4.491961034691627e-06,1.1509820851074437e-05,5.755331589085699e-08,1.954590099106923e-06,9.112775716246801e-07,1.3213886629337424e-06,1.6517859471321117e-06,1.8775815382454653e-06,2.7990112005937817e-07,2.2261834908832157e-07,1.6344816722302369e-06,4.972090115185068e-07,2.3535262627660813e-10,3.193112196875347e-08,8.796433634827849e-07,5.27470978006761e-09,4.9511434951909905e-09,2.000427348214373e-07,5.573010875004059e-07,1.6939968445761622e-06,8.45700639739988e-07,2.5679143256240877e-09,8.481478719346569e-08,2.2614357408912156e-07,3.0971114561850754e-09,4.8372317706935064e-08,7.517140243606946e-10,1.705093808368474e-07,4.874672931975965e-08,3.1756462215426495e-07,6.926150764030581e-10,9.220952890132139e-10,3.648309920833981e-08,6.075204872502127e-08,1.1928196208543795e-07,6.353881998322208e-08,6.423694198787189e-08,4.436944145425059e-10,1.6670522740014349e-09,9.758695407313667e-08,3.2288795193125e-08,1.3608572935197571e-08,1.2650370906364117e-07,1.855267450778797e-08,2.4626966688146013e-08,1.9481402269150294e-07,1.9569368348015814e-09,3.66638936988295e-08,8.033571141652374e-08,3.548874315750794e-06,7.271029689448483e-08,8.860821276712727e-08,3.1319453697165045e-09,2.015612944550327e-06,2.2018450300809178e-05,1.562455996761969e-05,3.820444582913751e-07,4.33694991031075e-08,1.718149089668941e-07,2.66861762909798e-07,2.011848068583788e-06,2.812471715518683e-07,3.3160038492852095e-08,1.4409228032974397e-08,5.653599366439721e-09,8.378104343620407e-07,1.1303947200502762e-07,6.702983132989004e-07,5.304470291900287e-06,4.6304074441394505e-07,3.4842008398427993e-06,1.3457817082951351e-09,2.615904828306981e-06,4.981678205506768e-07,4.5756039290800743e-07,3.0747720725088357e-07,6.49814750897093e-08,7.594199535887469e-07,4.326845308710858e-07,1.2154585036228127e-06,1.3400919960382396e-06,8.361948538038178e-07,4.0199126827289433e-07,7.942553281736764e-08,8.263880042491678e-07,1.847085935313686e-07,6.294559427022506e-07,4.821720407388597e-07,2.603392414979311e-07,3.726495290123921e-07,1.739316815019265e-06,2.8275728007898238e-06
