 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,H15,H15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,H29,H29,H30,H30,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,H34,H34
1N1S,N1,0.0,0.02359270044381967,0.0015020969025529851,0.0003234952177375572,0.00011731441501439122,5.869407891734291e-05,0.003543358327727786,0.00044374306144789877,5.684530462946036e-05,0.00010146339247699143,3.263869704661637e-05,5.577915234977748e-06,4.677213412268566e-06,3.643053959220821e-05,0.007941700643197436,0.0013781184337794405,0.007825943136445135,0.0013327332279677861,0.001149941494969553,0.0020703206520995554,0.006831842248004927,0.0012781256422653708,0.0012279068603970877,0.0006262845135505124,0.0007609535617170149,5.637772402233843e-05,4.494980904734547e-05,0.0006625574929358113,0.00011197956319886071,0.00025740519308575793,1.004969918116938e-06,8.21602678927058e-06,0.0001693090623957616,2.4853368898569705e-05,2.8362095554596012e-05,0.00022273432058139697,4.64610585100278e-05,4.238657221589115e-05,0.0002227895063635632,2.377377205764475e-06,0.00010486752747085326,1.9640296392120504e-05,9.134133227250985e-05,2.7025629131816054e-07,9.305118210206631e-06,8.611445070513812e-05,1.1184861168467286e-05,3.349927823478871e-05,0.00010257050244510957,4.511578687083073e-06,0.0001264044509268203,8.616843173581135e-05,8.640663212600153e-06,5.499851120260857e-05,4.143062508443762e-05,3.5801764266540914e-05,6.586491386606497e-05,6.030277715396437e-06,7.748755973979726e-06,2.971561803399858e-05,1.2374759012168113e-05,1.9156669778253033e-08,1.293315747163959e-06,5.599630089669905e-06,1.2502425645322113e-06,9.488751415431818e-07,2.0245509847471865e-05,0.0002581796157581362,2.4081585077162515e-06,5.738067118121748e-07,1.270241187234511e-08,1.010618549068809e-06,1.0921849535883155e-07,9.188352114719578e-07,3.685926828200792e-07,9.3195517969491e-10,3.6520883761603784e-07,2.6739216362203777e-06,6.318780402359003e-06,3.022713395139931e-07,6.44617357659083e-07,6.968772020554681e-08,9.306823565424782e-07,1.6900046423407034e-06,2.1877754607935174e-09,4.8516199058212806e-08,2.2014187139873798e-08,2.2081498718407033e-07,7.69121096144687e-06,8.750777880095484e-13,1.5746836501406847e-08,7.187583861423263e-13,4.94764883951504e-07,3.924265515320435e-08,2.3816061012205125e-08,2.0775214881751936e-11,3.650936664101323e-09,5.970952986905642e-07,4.3465298860123625e-09,6.977667998953052e-09,9.589126204190279e-08,5.5341920823792634e-08,7.731467910332412e-08,1.1344831740700556e-08,1.0911967307514203e-07,1.7736934143641747e-08,2.2760246176645182e-07,5.550360915318464e-08,4.2706346292664676e-08,2.4151236566183343e-12,5.021138366201328e-10,8.079297356133885e-09,6.450262546309204e-11,4.786439156134747e-07,1.0121809168595064e-08,5.047993023588049e-09,5.700550558818129e-07,4.455070428122099e-06,1.4524208627575419e-05,4.5944529514230226e-08,1.1942857838231902e-06,3.9090176827905054e-05,0.00020557130445963967,5.8903229563922466e-06,3.7039319851217556e-06,2.3505828269099194e-05,3.272753743843726e-06,3.940838106897271e-06,2.572171641596066e-06,1.6325070975042877e-06,3.478130363096521e-06,6.405542328113967e-06,0.00011483017299207532,2.755263389753182e-05,2.8393569797557916e-06,7.227720826286088e-07,2.8095772968361743e-05,6.55470802302105e-07,3.984627450215328e-08,7.968294156446287e-07,4.0127520944954753e-07,7.887163635394989e-08,1.29696556272485e-09,8.530072920232001e-08,1.8812729152273278e-13,2.1488334460695313e-06,4.744772921450036e-06,2.048823636080499e-06,1.7966284544534972e-06,7.36901920372901e-07,2.2648549702353193e-13,1.0856341337017739e-07,5.23563681698036e-06,1.378760258741174e-08,1.8154248970780884e-07,5.597599087997507e-07,3.096191017459837e-08,2.814580790655441e-10,1.2249429859334526e-08,1.9549286101039343e-07,7.410651470252105e-07,1.484214973146436e-10,5.847999018371297e-08,6.28067192254278e-07,2.9109477435174114e-06,3.181182162137475e-08,1.5618559778829422e-09,4.616894927478299e-08,1.8746253777068844e-07,1.4283919186341976e-08,1.0269628203385395e-09,2.8000891327817357e-09,8.17720113843734e-10,5.574636720018233e-07,1.99524519683969e-08,6.040140898555535e-08,2.858364731572749e-07,1.3778989282897669e-08,2.2492795848094715e-08,5.9257829976289145e-08,1.1254050047426745e-07,2.5868782005389335e-08,3.567970918716412e-08,8.40606251273357e-10,2.643559490755898e-08,4.361828537247092e-10,7.341913188518845e-11,3.2900071555985733e-13,4.2962453372652476e-08,4.394699937293467e-09,4.6084833726922625e-09,3.4847880137078846e-09,4.8001128932773085e-08,3.864137614328911e-07,1.0819574920439834e-06,7.341375729552624e-09,9.89266490947216e-09,7.0370604898783995e-09,1.5923298679609843e-08,1.8710426541446168e-08,1.9641503334888455e-07,2.6700625321840477e-09,1.8022743575318856e-09,4.6237952355809853e-10,2.0825412144764854e-08,4.043171353274033e-11,1.4644958579168588e-09,4.461243319209274e-08,1.53303489902612e-08,5.046199413882846e-08,3.123957098283281e-07,4.4093576079262675e-07,2.0339547601722074e-06,4.42017755730717e-10,6.645470729260694e-08,3.088261728567687e-07,3.607892873347396e-08,8.603499466186548e-07,6.335682540825616e-07,3.0891122101972535e-07,2.021708070121253e-07,2.284760839132982e-07,3.474533658009982e-08,4.317229906902753e-11,3.179219307813952e-07,1.6910322064855876e-07,6.623413411066537e-07,1.5304741873833905e-07,3.1682866052928915e-09,4.742024950488144e-08,3.4290079220511416e-08,2.4003044662990192e-08,1.1857517545621477e-07,1.8156906889110758e-07,6.130701371009906e-07,5.056406182646356e-09,1.9407389695302868e-08,2.6333716401927276e-08,1.0329194444214096e-08,1.5416885046359852e-08,6.757520654154803e-10,8.738464396529366e-10,2.1055619331411535e-08,9.862290939466334e-08,3.32746742159884e-07,3.3374550678644255e-08,1.2184111497504091e-08,9.082767871149144e-10,8.08887845593631e-10,1.998877241504715e-08,1.974457708442401e-09,1.0323821464375271e-08,1.799265325619359e-08,2.4583833302394e-09,3.50600634635434e-09,3.2747901612673047e-10,1.99006561230064e-10,6.29501784032982e-10,4.389087315814777e-08,8.296396902807146e-10,1.2833774043485846e-09,6.284756270957814e-09,3.1756645313407716e-08,5.870894659310011e-09,2.634739093565486e-10,1.3542417187650813e-11,7.604462198829154e-10,1.3211487459585669e-11,2.4054647163040954e-12,6.348828490709835e-09,1.5146384146902392e-09,1.915044900435703e-09
2N1S,N1,0.0,0.0,0.025598161115738094,0.008748720366344553,0.00407826569257308,0.26367396104905394,0.051307217874091204,0.012461720859698211,0.004116133126790711,0.0018378632933477856,0.0018367332515376589,0.0007098818911464022,0.0001494736216594017,0.001241863087871442,0.10477277835281251,0.1574319588152986,0.10485637426394767,0.15756473735684517,0.0034141049134737145,0.005409448029279229,0.06877594155761502,0.015372696610643999,0.01070997227426318,0.04100599277989492,0.1817579917170944,0.02759297929242477,0.02522823886261527,0.03395715160746171,0.00611771725424104,0.014436448014639947,3.392432325144412e-05,0.0008787314239002697,0.005516254419885236,0.00013897170081245136,0.00019989901881367622,0.0029666135669610405,0.0029345184772555655,0.0018161076647094099,0.005279082455694084,6.876578695802493e-06,2.2647660190333596e-05,3.181490324521974e-07,0.0009786653780503585,0.00027010322864406966,8.743867569238617e-05,0.0013250353813962779,8.497930805773102e-05,0.0006364703079675404,0.0024238509473648584,0.00021930752391741137,0.004059152013788037,0.0030081404373669685,3.7812030884154524e-05,0.0005739191301308288,0.0006785076560182901,0.0004561792054293967,0.0011609643942533943,0.0001931981800575855,0.0002257894343964395,6.214141272264939e-05,2.6315290803324842e-05,1.0049559833191779e-05,4.221550704230914e-05,0.00013232206863533769,5.7859308104646345e-05,8.564959622403556e-05,0.00028452371259524156,0.0025897717299474543,7.673694563470335e-05,2.9428546786114396e-05,3.6350903709347904e-07,7.763742008837227e-06,5.905668209127413e-06,1.753172715446283e-05,4.126982897645348e-07,3.7837176192212496e-07,1.3888253195037947e-05,2.0982175729766794e-05,4.878844641043045e-05,1.4599471506171469e-05,2.577610802578789e-05,5.947979718534668e-06,2.1616634418908376e-05,4.3418311472143145e-05,1.4920615831748307e-07,3.99977310383548e-07,4.1792466065615486e-07,1.818032073019893e-05,0.00021829892643365767,1.2534792896978786e-06,3.739689238280164e-07,2.7437731225710138e-05,7.030934928042853e-05,5.793641337792366e-07,1.0117031792322706e-06,9.088864902917493e-07,9.275957040255634e-07,1.5883294878893395e-05,3.388095515255429e-08,1.1229313074956337e-06,4.74285532625629e-07,1.3902356670314475e-06,1.0550771536443904e-06,6.415383868585423e-08,1.9899650802734925e-06,4.5788897251597405e-07,4.6054238223014465e-06,2.1238432084125236e-06,6.259476308390077e-07,4.128467034902883e-08,4.078608673019346e-08,1.4769676954795585e-06,1.5261494734630787e-08,7.3725689011538975e-06,1.8897467768397291e-07,2.705751858123051e-07,3.944124977883767e-05,7.843887628755652e-06,0.0007987845500818658,4.449859593691485e-05,0.00024406218021066906,0.00016227163242543696,0.0005152668716958964,0.0007952191281987986,0.0002064937735424266,2.082210291298736e-06,9.775617745200194e-05,9.050675193078561e-06,2.3853764893111418e-05,1.1414905479734117e-05,1.85624300292897e-05,4.8696718372376324e-05,0.0037829145008694276,0.0005262829497136856,0.00012692961007987336,0.00011689170569084695,0.004342238568911139,0.00020104106495244523,0.00013135121215501755,3.68509503934078e-06,0.00011756744892732485,2.03184250358035e-06,2.661871087550338e-06,3.3102001117946145e-05,1.3139560941510808e-06,2.5715967133521644e-09,0.0001653185458270201,9.573435424137244e-05,3.0325808065612136e-05,1.6891445550282214e-05,0.00017626952865779089,4.688998967328217e-05,0.00010052720411968252,4.117721034258004e-05,7.999769422228908e-06,5.547111739834243e-05,9.690752305058226e-07,9.952162516313479e-08,1.7137723442584019e-06,3.7471802487587524e-06,7.509235601466102e-05,1.4524994762510346e-07,3.089585043358767e-06,3.4289862771430535e-06,9.383957105146834e-06,1.1717284564838337e-07,5.993521217106945e-07,1.344972160310931e-07,3.5337077746833145e-05,7.824226639918663e-07,8.935654993713626e-08,6.903121252399558e-08,1.041303812066019e-07,1.5116094269629343e-05,5.418536601631274e-07,5.807013730763089e-06,3.710733420092538e-05,5.251202317424486e-08,1.8173292355427861e-06,4.284314022218183e-06,1.5641053995540943e-05,1.3894945727344066e-07,1.4423947072295107e-06,2.968280754522823e-08,2.9066228497409696e-06,1.126558979436254e-08,1.4663007252835314e-07,4.20297514569512e-08,6.696920265891748e-06,1.2285930202082795e-06,6.469707520828649e-07,5.153965254578452e-09,5.680424610687851e-07,3.482349957728559e-06,4.4731849907719834e-05,1.5376329209892958e-06,2.468102167085817e-09,8.421694288607284e-07,5.225467233582748e-06,2.698008194634838e-07,3.0829179737956736e-06,1.8996545598781722e-06,1.38458781884232e-06,3.776474821748366e-08,2.0494526755676645e-06,7.129219903312389e-08,3.5795723718479167e-08,1.7034466615051258e-06,4.347464178433569e-06,5.695553184636992e-06,5.165751737701285e-06,6.491586592272114e-06,8.976920472925087e-05,5.486472476334825e-08,1.7751845371449804e-07,2.8539033953389747e-05,0.0001150954707229701,1.0500713354399949e-05,2.7764627395843178e-05,1.7060620061126741e-06,3.979824177546831e-06,1.630392327722774e-05,1.577686274956136e-07,3.853563734779186e-08,2.7447588254236877e-05,0.00013772082618412895,7.218243718298822e-06,9.47907983217533e-08,7.149401071160355e-08,5.686298929497013e-07,1.1787556335463023e-06,1.260970350358548e-07,3.6670911844893794e-06,2.797295188816662e-06,6.2135938589946704e-06,7.702727589098401e-07,1.258877149190596e-07,7.582984418164074e-07,1.970296147346673e-06,6.809845167765616e-07,3.892952871176192e-08,2.206144482652661e-07,7.282290193089125e-08,1.4240213666028012e-06,1.2778421041304e-05,5.4059267906581e-07,7.960027614828391e-08,4.29023248038618e-08,2.239398160686079e-06,1.2889886580325083e-07,2.9686275659912553e-08,3.3192107817825445e-07,5.88709802462617e-07,4.763057281920169e-09,2.028667140940854e-07,6.643817185292278e-08,2.9767417419890307e-09,6.003748209693072e-08,8.637926356414027e-07,7.54428288729514e-08,6.192848012176455e-08,3.4729760844953717e-08,1.5295162736350676e-07,3.0763608549477794e-08,3.2535845129189056e-09,7.43009453962884e-09,1.0761240787360293e-09,4.413184928608871e-09,3.4513705227112723e-09,4.232312424967688e-07,9.544219459201031e-08,1.1753620299259637e-10
3N1P+1,N1,0.0,0.0,0.0,0.02586721362174771,0.010071340547644247,0.03341118097115947,0.23573484840456072,0.028936863884169384,0.013168324269757559,0.020121145882375124,0.0009337972338863132,0.0030561633719223824,0.00037416771460851983,0.0031880819286216333,0.000794677558094925,0.001120874245858161,0.004794397061092859,0.014397169921746222,0.012772824662470983,0.07195156301454642,0.22735245711901841,0.06197956609931232,0.05987613519131685,0.022745766240743315,0.03874979967056147,0.038651384209023476,0.03235928289662038,0.002222106800944923,0.028808045944372696,0.018868838732986504,0.001532312817748016,0.011814210098161304,0.0025489190491301272,0.00021201992551755922,1.8190491424263655e-07,0.0008578003850137073,0.0003203080697020688,0.00022693097140846774,1.6602572355139955e-05,0.0005857046242643271,0.0005022931646019302,0.0001170186287082764,0.00028861763226517567,4.3847510289740654e-05,0.00019192464924033814,0.00449459039244382,8.341976790893213e-06,0.00038950464484077685,0.0007141400251935437,0.0009656730915388323,0.002912311182285965,0.0007285197358251061,8.1447160007464e-06,0.0005844400402832406,0.0022573720752170345,9.423296415178584e-06,0.0005895982466741501,0.00012899576573044413,0.00027297494951739054,0.0008336125826899909,0.00017203951827360342,0.00042503800881243947,0.00023869235244067255,2.4099381777720197e-05,3.0350641297971492e-06,1.687410476169937e-05,0.0005363519327969968,0.00612828503216889,1.3732738838090341e-05,2.166781380408267e-05,2.272195130714749e-06,6.273034733439431e-05,9.990806191240154e-07,4.85476841425303e-05,0.00023799465740115266,6.274614986034877e-05,3.701799403899031e-05,1.264684012136641e-05,2.6395924303646012e-05,8.057390139781795e-05,3.572272124552356e-06,1.1129252607267048e-05,3.3823580063874203e-05,2.9801020869024697e-05,1.3319319851490263e-06,1.77912306065231e-05,4.1360393674416684e-06,0.0001869500649820388,5.428757283709729e-06,2.7769967569923892e-06,6.012335526772716e-06,5.731938665132219e-05,2.143252794795103e-05,5.90115047716111e-07,7.226443724306364e-06,1.254710095621725e-05,8.71960790616022e-06,2.737387649665024e-06,8.703272880161705e-08,4.0875614670810023e-07,2.781764810944054e-05,2.144807773163393e-06,1.4588419575467526e-05,7.996278452715444e-07,2.5396068958905005e-06,5.742930475616248e-06,8.923237126090555e-06,1.3109407670519602e-07,1.2749200432704555e-05,1.0399755242751496e-05,3.385751079498789e-08,2.112919813779257e-06,3.3569452768666963e-06,2.6727232374845755e-05,1.5099170052046418e-06,6.04038926876882e-07,0.0006303050282556732,0.012448329868809616,0.014121212897647784,0.01014472270721889,0.0002641172844284334,0.0007379147522406093,0.01114913401689499,0.0038810825667523474,0.0016303860255968416,0.013579913062698123,5.716176260550654e-06,0.0008758645177093793,0.001144424213339823,0.0012984170925989247,3.343169544978153e-05,0.0006039232515204773,0.00130427599214622,0.0011077316372736234,0.0036357958427712944,0.0004122655358900218,4.0025229913531746e-05,0.0005487989340604571,0.0015595412820426091,0.0011639267953125199,0.0003817548944162752,6.906853644483846e-05,0.00013248288416822795,1.856422356794063e-05,8.92982134941267e-05,0.0033040858184838484,0.0044615894244453,1.3816464381477545e-06,0.0015745091984467052,0.00046108336147199225,0.0003758066009931227,0.00025385804916222554,0.0009482519661756506,0.002393698688049728,0.0015062167020944983,1.8407452730961893e-06,2.1207094163866458e-05,1.9926717092388913e-05,1.630895380455577e-05,0.0005704429834185731,0.001360779930131173,0.0007173673729741203,1.983357519907969e-05,1.582768158137071e-05,1.2934876873149648e-05,0.00019116534825647236,1.9504486061805437e-05,0.00043447515200178977,4.505811035393492e-08,8.514060743114449e-05,5.023715221597058e-09,4.8971781090756394e-05,7.536778430683455e-06,8.279397523125454e-06,3.6559901583910204e-06,0.00010994340956083093,0.0002136201491818035,3.1691456581661726e-05,9.03025332421592e-06,5.5358567805363634e-06,6.066098507506723e-06,7.79532907428937e-05,3.5762542633932526e-06,0.00023725742585001264,3.0200711985450823e-05,4.133504996062243e-07,2.7376956491798055e-05,2.8234134330507032e-06,0.00013137990012435097,8.235727160643691e-05,2.242710239741541e-08,1.9968518976121175e-06,7.42980825751971e-08,1.9075612636143546e-06,0.0001846308291586496,6.005190344771094e-05,4.1346036403488995e-06,4.582746504500079e-06,3.472547552751948e-05,3.681500047036934e-06,1.623052046983986e-06,3.567403197735075e-06,6.333005480030351e-07,9.249095966890053e-07,1.797610886811185e-07,6.660503926170236e-09,1.3516125894064146e-06,3.9724952216602105e-08,3.3083180839277304e-06,3.33079685166382e-07,1.127550080837203e-05,0.0002911722028273722,0.0005858274678978148,1.925054014328964e-05,6.220970673265214e-06,3.4040925488643126e-05,0.0002448881698833283,2.6495205487364615e-06,4.621939423321564e-05,3.803141144720357e-05,0.00013136840439798014,3.291259083715303e-05,6.6086327137337975e-06,4.8294244030078204e-05,6.627004120485225e-05,2.8567413104862993e-05,0.00010292089579122532,2.2370933212556565e-06,5.652999857108654e-07,3.9640938820806326e-05,5.639365442489108e-05,8.204791387189658e-06,5.3918141095010697e-05,2.2115976374692536e-06,2.9565593266056567e-05,3.842856011182505e-07,1.3626046291292937e-07,9.964187466460217e-06,3.949310219741875e-06,2.3730934091581446e-05,3.3048663725665506e-06,1.243425258201647e-05,5.576487493996751e-09,1.001175339077065e-06,1.4955120519744014e-06,4.4092614848167955e-07,8.274376937844607e-06,9.253553816535032e-07,5.696906672625346e-06,3.3569196205007756e-06,3.820497693762803e-06,6.468255119296273e-06,1.6200855199599573e-06,1.2807428451111491e-08,2.5249060608967255e-06,3.3503379404109523e-08,8.83938622298075e-08,1.7153498506061737e-06,2.1258152722580803e-06,1.421784283195393e-06,4.103396484822497e-07,9.257961286479599e-08,4.9887383113400574e-08,3.2696787499730817e-09,6.309522597724992e-07,3.0197870763970514e-06,1.6238215534425393e-06,1.36730790534223e-06,5.111958367720604e-08,3.223124211970685e-09,7.989166017630112e-07,1.538410901336107e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0027993367378393863,0.007524949583820106,0.03276497734944739,0.24600309173248558,0.0021786742880545162,0.017709455028598553,0.0030629139582432074,0.0028709534360493727,0.024489251968033088,0.004934161534221326,4.7525257159453105e-05,0.00013478565041502577,0.30223923994930235,0.18360453208373606,0.001605165879991155,0.011039493296617131,0.05870186283394352,0.002405984448013765,0.007106877030532921,0.006915511408640995,0.045987775726976654,0.0075520497857959334,0.003903791323367045,0.02885003702436495,0.016875405297520407,0.004763083285735048,0.0024567581824199713,0.001922572775097331,0.007518324862371362,0.0002599417568478479,4.199634371326866e-05,0.001816878627479035,0.00014772374424643075,0.000251700210307515,0.00371372423866978,1.6041198852345673e-05,0.0006017087457736991,0.0006266515848838417,3.537098046901832e-06,1.7468133606257652e-08,7.717427337494698e-05,0.002399514664775948,0.0003183511382967019,0.0007854153848723122,0.00012444069303940708,0.00018729384100835134,0.0013206658741427013,0.0013622975100049395,7.447574725527595e-05,0.001509615456860125,0.0007690538647358025,0.0008836625207475635,0.0015141072673818812,0.000266417529501517,0.0002163335920699616,0.00017103524350581267,5.5687534532999905e-05,0.0001348769489850632,0.00014551319961308984,0.0002259966843676242,3.024191734035675e-05,3.7456458907847434e-06,0.00044039758196268153,0.004325438052545927,0.00010442589499071175,6.905973150628242e-05,1.2353388099128892e-06,5.939324361703413e-05,2.515880365816514e-06,7.948791156353607e-05,2.7970253874354256e-05,1.390551878088786e-07,7.917137443858024e-06,9.710345481872551e-05,0.0001705847437536434,7.875723098127452e-06,2.891571669438875e-05,3.932346364310391e-06,9.96211512525047e-05,7.762589361615113e-05,3.578412703930667e-07,1.5290906667075888e-05,2.5630621314221003e-07,5.397031049314549e-05,0.00017930086191331185,2.272870336383903e-09,1.7205530942199232e-06,1.7207171332245252e-06,4.837176823979661e-06,7.72192082520995e-06,2.8391317270504146e-06,4.399714514935482e-07,1.0523015107954947e-05,6.750488288043144e-05,3.969717887741808e-10,2.7440500183217864e-07,6.081854428519051e-06,1.5704235245550535e-08,5.342487003900942e-06,2.9809562320792793e-06,7.459725106961912e-06,2.4700600347316026e-06,9.649720740245726e-06,9.217833747410253e-06,3.663250463858958e-06,6.060298078924831e-07,8.337849348727389e-07,4.1915565907046926e-08,8.657586607618839e-07,2.0496211416087817e-05,2.997054671105559e-07,1.84210775522331e-07,5.7398117206286514e-05,0.004011033377888662,0.003900332445132104,0.0018830763705826037,1.1381540554467051e-07,0.0006840505423948429,0.00088394265116154,0.0013880744521501676,0.00038741037914213905,1.2917458247496683e-05,0.0009592335327468504,2.1172627855392534e-05,0.0002810790242819827,2.8810104035770223e-07,9.249422224155701e-05,0.0016327985788624488,0.009542071693833254,4.548867758469299e-06,0.00022088140418885516,0.0006832432833321356,0.0008536665014373668,1.7274421324486866e-06,1.8434856081661621e-06,0.0012642033377212591,1.6632443658792795e-05,7.815200121741306e-05,0.00010450396086070235,1.276707507402719e-05,3.456288024228371e-06,1.416181742897038e-05,1.7022435472746622e-05,1.1935261714057788e-05,4.266274081121679e-06,5.660563210341252e-05,0.00019134314913404893,2.9756091340260582e-05,3.879160035413776e-06,0.00019643362928301045,0.0002636430698113035,3.7122502849484817e-09,0.0001244431860054629,1.4559706843497722e-05,1.4957530720671741e-06,8.981545234920674e-05,3.5250300833400416e-05,6.798521585693607e-07,2.014630626767655e-07,3.2087075427789102e-06,4.3784438382044044e-05,4.021142708721115e-05,1.04030251177889e-05,6.683054345479889e-05,7.462437066729777e-06,2.240632532179987e-06,1.420351168457401e-06,2.1424942178160933e-06,3.054180792805283e-05,5.383056453922563e-07,2.447608760114406e-08,4.032773774031995e-06,1.409726887846574e-05,4.864233865031764e-05,1.9934322637027435e-08,3.3455550343397533e-06,6.5688336188252094e-06,1.8375306042095474e-05,6.313188696260852e-07,5.147457588616788e-06,4.733103570853103e-06,1.0379831083540125e-07,3.8153083448122516e-07,1.575823631583262e-07,7.34937044555295e-09,9.228727693155747e-08,1.0496061797482525e-08,1.8708303750614164e-07,1.0290354279796077e-07,1.5954510585558523e-05,2.59772359418875e-05,4.584334090562692e-06,3.4817895100403007e-07,6.13040498098627e-06,1.7677783779035394e-06,5.428136162777264e-08,6.229938822599479e-07,5.0841358678610504e-08,1.4040653530500435e-05,6.564097188022089e-07,3.920114592936841e-07,8.205702717312136e-08,3.7358484350491494e-07,2.9709894366902745e-07,5.1300266239451275e-06,6.486270125449778e-07,1.6775842670568863e-07,1.7441237414317357e-06,4.7188681513432584e-06,0.0002280218672479073,9.506557545613248e-07,7.11735744562958e-07,0.00023340922712655754,2.1355185166438417e-05,3.154287521045518e-05,6.219342865754207e-05,3.0564299497992664e-06,5.647862248103763e-06,4.468778560973163e-06,7.871545637527788e-10,5.9603691687559746e-05,2.1938532763776664e-05,3.3534775936594485e-05,1.1051905044467958e-06,6.807205243930525e-09,6.651557013181986e-06,1.557463952472915e-06,6.725785408612239e-07,2.458299571017619e-06,9.233042838729943e-06,4.932563854298522e-05,4.233686964116856e-06,2.4544211556509765e-06,1.0879633235871822e-05,7.401010178043066e-07,6.689548690541613e-07,7.379994162448611e-07,2.593134482253845e-06,1.8343259799991074e-08,2.6804880448594304e-07,3.2297622731825015e-06,1.2739458853605612e-05,6.326354773378284e-08,2.7743138453217853e-08,4.506744590848655e-06,1.3738605280089189e-06,7.790754708025815e-10,7.754703894580217e-07,3.2444390418717717e-07,1.1277994760305887e-08,1.2828485829174952e-08,5.7478981796421635e-08,2.786253672226735e-09,4.9615695107974034e-08,1.5262149721806395e-06,1.9448153620871267e-07,3.092311784413937e-08,1.8180191396766077e-07,2.7543205511904034e-06,3.947428250938856e-08,1.763597783366322e-07,1.9702854014980176e-08,3.3887358652506805e-07,2.245378549758925e-09,2.346470506786602e-08,9.462298500295674e-08,5.653657542126211e-09,6.839613320153148e-10
