 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,H9,H9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,H11,H11,H12,H12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,H30,H30,H31,H31,H32,H32,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,H36,H36
1N1S,N1,0.0,0.023821837998092787,0.0002573020277556459,1.3118542757872831e-05,0.0014701705388222575,9.513177178455123e-05,0.0009476900604126204,0.0001273185058434656,0.002411298302945397,1.3876560448489172e-06,1.4331024746266907e-05,4.536291709761331e-05,0.00012560734646950567,3.285405056230317e-06,0.008116631580005418,0.0014036002712821682,0.007904063090231395,0.0013125505510704905,0.0011579582186824477,0.002089013710832033,0.007951144371097119,0.0008896778625444579,0.00019796522934334426,0.0005821059593809075,0.0006629439973466766,4.384446355065741e-05,4.5419322000306295e-05,0.0005749306444405577,0.00024340254836724418,0.0002099622089976605,1.5335074762812262e-06,5.8973184304172976e-05,0.00013850913426294298,2.2884156894775742e-05,2.1548096556245344e-05,0.00017895736816542218,0.00010124928034493941,8.517798485563333e-05,0.000127890915278428,3.259376000652736e-06,0.0002323634985834655,8.513257519449091e-05,8.210993107660158e-09,2.1526045891367973e-05,5.468123031152072e-05,3.998563548368583e-05,1.0416517250422253e-06,1.20262488764733e-05,5.765870370022519e-05,1.2854808084661329e-06,2.6341271618435247e-05,0.00010442354402284693,0.0002601041035725782,0.0001051413158903447,0.00015435606246438915,6.402772400471157e-05,1.974318016051413e-05,1.246022403766922e-05,1.5203051539902646e-06,1.4695336190695407e-06,8.733680467651328e-06,4.978458080326376e-06,1.5687923821255945e-06,1.6169526799308942e-06,5.332341104002936e-06,0.00116892703070548,5.615576397527411e-06,3.125707101037101e-05,7.481061138103762e-05,1.3024058554300666e-05,7.364492944805789e-06,1.2038260341240559e-05,1.900667082921359e-05,5.85149817489139e-09,3.1941212563779686e-08,2.106356028763745e-07,1.523430610966825e-06,5.0859769616801165e-06,4.779418223688214e-07,2.7879541942832375e-06,3.82170211254973e-06,3.3913915229444314e-06,6.800286498354069e-07,9.84907910783761e-09,1.6435954041993384e-05,3.7382120043893963e-07,1.9293397809927448e-07,9.556877597960423e-06,1.2713365332706061e-05,5.509562112315791e-06,7.552498365370752e-06,3.1786215296425446e-05,0.00010817793180872837,3.190216319204353e-05,8.608805384702212e-05,2.0799617583833196e-10,1.1466513871127848e-05,2.546900860006529e-05,1.4257782149362797e-08,5.6710850660501855e-06,4.273863523612809e-06,8.080960627099287e-06,3.091310695535476e-05,4.1996247006181875e-05,8.496132697000114e-05,8.871217491712713e-07,2.3256840883112417e-05,1.3535430054556485e-06,7.007884482490567e-06,1.3601589049505591e-06,2.0544186243864893e-07,4.574461388018314e-07,6.414732849069349e-08,1.1321605999925488e-08,7.747022441606521e-08,3.6405419934215644e-06,1.6252763135327086e-07,9.904473330379915e-08,1.1154577095107143e-05,1.0956282738838752e-06,2.924936253201338e-07,8.173774442399306e-06,8.377836446804565e-07,9.429097042046308e-08,9.191979611633538e-07,8.725009281729257e-08,4.701139130758314e-09,8.283081388699154e-07,1.6736698760233537e-06,9.823789992591259e-08,2.1774071989888455e-09,6.821443516713543e-07,8.578534487213574e-07,5.854101647884136e-08,1.0948715023495481e-06,4.028161397773289e-07,1.1779933308808666e-06,3.5161159406271736e-07,1.1164282955888893e-06,3.1621140900162104e-08,2.3427682294130392e-08,8.289214176171456e-09,9.738160222649839e-09,8.153106437203128e-08,7.487745135037471e-08,1.3426774557734333e-06,3.524580483027506e-08,3.213502508536692e-08,1.673727378914691e-08,1.1053864024113125e-07,2.7614164510580963e-07,4.389544705496462e-08,4.283275956140642e-10,7.415927871790018e-09,1.6736898333924444e-07,6.857834300433296e-10,5.306226735779518e-09,9.172929471557012e-09,1.1686365763985407e-10,1.1233611874050808e-08,1.799140836311608e-08,6.646951211664032e-09,9.886153562455036e-10,1.710217745198861e-09,4.994559432702772e-09,1.0441612907641229e-08,1.2787020331472831e-09,3.02023286380404e-08,4.9172221849858033e-11,1.601087684655056e-08,7.163968618328909e-08,6.15585471486213e-10,5.152975268707394e-10,4.2631487229272125e-10,6.284999465311358e-10,4.031359135403534e-09,6.241980043952822e-09,3.4264280301954386e-09,4.9261039691828046e-11,5.061504311232312e-07,1.1746317807315165e-09,6.639173655287323e-10,4.4003434229722416e-09,9.86636106148353e-10,5.445983974894375e-08,3.1478557538378027e-09,3.20967696865182e-11,6.038793909368678e-10,1.7099974769507753e-09,3.2328145715965206e-10,4.192018954185528e-11,2.271874355308512e-11,3.064555165188665e-09,3.6040598838660287e-09,1.8996065387355543e-08,1.0325041266412427e-08,2.8806068641529237e-11,2.2703063873308338e-09,4.4999470816264875e-10,2.550282207636201e-10,2.5546341153592778e-09,5.468561603549915e-09,1.1262279997481528e-10,6.877536984362109e-09,8.38881075715392e-09,1.449391473506978e-08,6.991636158915071e-10,1.3963794120996909e-08,7.724050510304892e-09,5.290880233932427e-11,4.818367926873179e-13,2.267561138857843e-11,3.8153416537234364e-10,2.114834141142552e-10,9.152012481195015e-11,2.102571450279811e-10,1.0056200316910235e-10,1.0238387915251224e-10,1.405779936902718e-10,2.6468627289943925e-10,1.1300642643874426e-09,1.0122132021450625e-09,5.8190456897477816e-09,4.450354751384111e-09,1.4674121917579441e-08,3.409334903281547e-08,1.883135425373439e-08,1.142590000391408e-08,6.082515158212232e-09,2.029823964466715e-08,3.1096208941150394e-10,2.0661133914856578e-09,6.515396555606401e-10,1.345353489723422e-08,3.7184292034364574e-09,1.549840478176634e-09,3.446192731182407e-08,3.096626399745617e-08,1.7805408258908528e-09,9.683542856464555e-11,2.030086498905348e-08,4.3259176907284314e-08,2.6121431906389603e-08,1.5731801972229675e-10,5.786213175262844e-11,8.245806260021027e-10,1.364910823253851e-10,5.524317253646771e-10,6.02471128541282e-11,5.982347950350686e-10,2.7510955735721154e-09,9.77969705218129e-10,1.0075098533235405e-09,2.3092638912203256e-14,1.3154077826982302e-10,3.533207060257837e-10,1.8732861928327793e-09,5.555781112942526e-10,4.0294653724792795e-10,9.633183140067558e-12,2.2140483890709106e-12,2.035768775776603e-11,8.209168900208397e-10,3.700661999062049e-11
2N1S,N1,0.0,0.0,0.0032116881420320986,7.215210780531223e-05,0.0289816583231981,0.2663399261213577,0.01056720231693653,0.0007862029025496042,0.04535880342349374,6.40650313887825e-05,0.00011805285541166555,0.0010493219080807137,0.005162138298032248,3.886699266852922e-05,0.10963472853902978,0.16046565857829753,0.10751709150508004,0.15864483897434134,0.003467278331626078,0.005624802072107027,0.08314372389665836,0.006605689229792766,0.0015028717488867471,0.03956236162432303,0.18909791924662978,0.020910910086705314,0.01064602812180171,0.02930169944630645,0.013282984432125833,0.011146078214691268,1.1058568906818778e-05,0.002782084811290275,0.004611487833682926,0.00011907224646812153,0.00016441246919662866,0.00279260781243007,0.004869654618567143,0.0020980838611390773,0.0027084568230355544,1.949320527083742e-05,0.0009893006450161224,0.0012453900378641691,8.534284949845983e-07,0.0005142555759576339,0.0005832576133004697,0.0003664033895312002,5.441511809856081e-05,0.00013684895769516814,0.0013716831592240908,0.00022409566432557426,2.7535239172538084e-05,0.0006766510526992064,0.004045140140060521,0.0023435902281998544,0.0034431371578413916,0.0006254136582097836,0.0011967589060182249,0.0010654539558161424,0.001109503237195053,0.00011485668352251288,0.00015271833797503298,7.817531722187354e-06,0.000221305931446647,7.722098833484736e-06,0.00013076458313188155,0.021493975672901566,4.22320831430234e-05,0.000619594326165096,0.0022389161853890727,0.0004899170000967068,0.00033598326074502083,0.00036032523285900453,0.00081657847367822,0.0001788568871186058,0.00016111414548891645,4.5628153895194146e-05,1.2107784872705807e-05,0.00016290868790136415,1.6034789879881828e-05,8.43425733438874e-05,7.110325941139806e-05,0.00012006739748748885,4.2244633795540665e-06,6.564956753329909e-06,0.0005453882128052534,6.788931217549532e-05,4.5608742962555127e-05,3.9767837423099195e-06,0.0010151555181008298,0.000437959373238872,0.00015036829321157796,9.040559400519399e-05,3.2327518439956293e-10,3.0967067103038204e-05,0.001410451664613177,8.259723822567899e-05,2.9723461154373965e-05,1.5316785242802666e-05,2.342732333682207e-06,3.0340889519031577e-05,2.0470172414688292e-05,6.6622536946781e-05,0.0014276656200009619,0.0012009975348710178,0.0022197778431647386,0.00013767617847548763,0.002024963064128027,0.0009716587100525587,0.0018748884683064126,0.00010971420355954109,6.351097425749685e-11,6.574541168147263e-06,1.7180395417426553e-06,9.483939411936149e-05,2.9210331600193484e-06,1.1980994151006286e-05,4.303602645361337e-06,1.559857278454757e-06,0.0004162875161819457,3.4860019974658485e-05,1.4348250632068016e-06,2.989866405833652e-05,0.0003622527491602412,2.1211778033602968e-05,6.173427643152429e-05,1.3081948263327092e-05,1.6068834476801186e-05,2.20297717339335e-05,6.839713389972246e-05,0.0001042632344878669,3.246814878510307e-06,1.4977047451125713e-05,5.5525704264258735e-05,6.841892448150588e-07,8.329243406146603e-05,1.0501753475722353e-06,1.6411648657843614e-06,6.145479878316706e-06,2.240723162572067e-10,4.353583328953192e-06,2.072577809375531e-06,2.6028903314934126e-06,8.887693232484395e-07,1.6268128948615512e-05,1.6807281295605492e-06,2.9976496851880086e-05,2.8164691090459826e-07,2.2465589215592274e-06,2.6199108225100076e-06,4.756048119336498e-06,2.1367131104899073e-05,7.916982420752561e-07,1.086781913350876e-07,9.193142722629943e-07,6.916154440705924e-06,1.384628898204454e-07,3.644456838536314e-07,8.245453417821125e-07,3.1214550944014263e-09,1.9405697695429325e-06,7.601699727466382e-07,3.627222540103503e-07,1.2723000208936242e-08,8.581470112289935e-08,8.591124611712075e-07,1.791675008355753e-07,7.583745542660836e-08,7.541019533263693e-07,7.459297668432896e-08,8.411308272116003e-07,1.6335107488885114e-06,1.5186210000628364e-07,5.498710065054979e-08,1.7377022976106105e-07,8.539058371503927e-08,6.763635600481877e-07,4.7222852694872586e-07,1.0972507391571185e-07,1.507166840220009e-07,1.2033800177668752e-05,7.453038186611138e-08,4.505689852329908e-07,5.455866904924278e-07,7.900319065612393e-08,5.3740118950429405e-06,6.671397612123542e-08,7.072021901421977e-08,4.015405430379815e-08,1.506130831607777e-06,1.082981926359139e-08,1.0577014153412279e-08,3.370661527668517e-10,2.59055409124187e-07,5.590038858471758e-07,1.6208170063869431e-06,6.235243299457238e-07,3.052816222037791e-09,1.0293987884324451e-12,7.196068763093422e-08,1.528173116938092e-07,3.933423364799182e-09,2.7772283273108656e-07,6.380587169729779e-09,2.415196638239081e-07,3.391766862925749e-07,3.7532204189005824e-07,9.245401333402015e-09,2.4266281251072996e-07,1.9238001991439546e-07,1.5202821224136187e-09,5.126164381863418e-09,2.8856157463508225e-09,2.2418372491728178e-08,8.265600426327069e-09,1.8066357299062474e-09,3.392738978647003e-09,1.5427685795543766e-09,1.2828987649982082e-08,8.403496565279056e-09,2.7238971078702434e-09,4.534928077504219e-08,7.135970165883521e-07,7.178873842050848e-07,1.1414272877985354e-06,5.670211939978742e-07,9.609951510114456e-07,6.364411975212647e-08,4.2722868043298945e-07,5.125109066028699e-07,5.509531080249985e-07,3.815398625928168e-07,2.6968691746454e-07,4.147217169681028e-08,1.641318241096812e-06,3.4900912160296116e-08,3.42655261498237e-07,7.805013781947423e-07,2.3236868247344944e-06,4.394522523654132e-08,2.430454637547541e-08,5.489641496936315e-08,1.887607401496183e-06,2.009534223468279e-07,7.55688822628997e-08,4.4585954261933125e-08,1.3106273111240796e-07,2.8329152357287057e-09,6.542974362311327e-08,2.3231492285447075e-09,3.937795067798788e-08,9.174817350299236e-08,6.005967798650147e-07,1.4205942466816168e-07,1.4558921623830656e-08,7.453930628287253e-08,2.446474733908133e-07,3.5877709647635925e-07,1.4747949528270965e-08,1.736151533648922e-08,1.742840338714302e-08,6.834342203276833e-09,2.0621193641545688e-10,3.5774316842207554e-09,5.1714861282192714e-08
3N1P+1,N1,0.0,0.0,0.0,0.0003205106539723168,0.002892518569935554,0.006745007814443316,0.2906032865387367,0.0008093226757912575,0.003614043800171274,0.020077626527039705,0.025055807556605192,0.023745371937519355,0.0008063787438534753,0.0009138827321102383,0.011213193229742124,0.012338151830384891,0.19273460167890155,0.12284013025349205,0.01282821898172215,0.08184216621364193,0.2859083815610668,0.05270757735499387,0.010416769206099019,0.03271751818235247,0.1102893475974458,0.025169927857176422,0.00226579566593621,0.014924017997343997,0.02207350223011617,0.0013890162357541591,0.0011765668542638164,7.597088217070613e-05,0.008609044556946888,0.0007401988580348906,3.3830863008343925e-05,0.00025715279762117405,0.0009886400587779676,0.0011551231255286787,0.0006666450469494656,0.0001818531766937248,0.0009636636403915766,0.000835381857047679,6.807830552624239e-07,0.0019246973522804023,0.0042033940611776455,0.0027098287144602384,0.0006918885158990751,0.00014093961884165118,0.0005600474990683502,0.00044273149246665255,6.976852409579237e-06,7.10336599252237e-05,0.0003016768817754034,1.9808216657146716e-05,0.002243579569880527,4.252755620992588e-06,4.468532494117383e-05,1.2085313982002077e-05,0.0007817878863178862,6.542314185731257e-06,9.546871720411687e-05,3.661606842042531e-05,3.315927048630485e-05,1.0808821970798022e-07,0.00010090002182661095,0.0008480339465268827,7.304118205797572e-05,0.0021236814213287936,0.00299330185569735,0.0009273323152991786,0.0003419906993102906,0.0002914732817900223,0.0004159298397743427,1.7327875764916456e-05,1.9361130192852016e-05,9.546411303040792e-05,0.00015230441468760958,0.00013864422328691006,2.2222239404179334e-07,0.00026485010625521,9.189517720198381e-05,4.719897223548486e-05,0.00023736084663283918,2.5459389003668065e-05,0.0007509919887289662,0.0003791749701398395,0.00017577705291582646,0.0017718711014111932,1.5337120130798354e-05,0.00018669388748859816,0.004968927244459298,3.000267969177628e-06,0.004426281421135325,0.0005749381025830225,0.00022962635397094644,0.0012547458098053355,0.0012459866475948989,0.009092617875271936,0.0004935176741398539,6.0653923590336944e-05,2.4589276457209763e-06,4.995879796076963e-05,0.0008592934601252544,0.0017005099993108175,0.0004862438676060954,3.2763612498598604e-06,0.00011789874581413784,0.0012767067007319888,0.00013959982272826466,0.00011182298274414748,9.633188358337819e-06,2.292170968098972e-05,2.5345159972323117e-05,3.976268833261187e-05,7.467608083611132e-05,0.002396843006934102,0.0006327698608723509,0.0007372396545544113,0.003367928126314368,0.0004337783802363937,5.75210661768466e-05,0.0012819566168373875,9.600961513367423e-06,9.33030161196502e-05,0.00012107224814528195,0.0007484402416735314,0.0005046156936314716,0.00031726795567799115,0.0004058308548926526,0.0002795813824754134,8.513533402920714e-06,0.00025699474575846537,4.205965983983262e-05,0.0001947728581832564,0.0009890068652196327,1.3232978376631621e-05,9.421787408037119e-07,7.398084134724314e-05,1.0850970551867789e-05,9.249581247150473e-06,8.064814038810653e-08,7.52228025373558e-05,0.00013747161025268184,4.5001976566982904e-05,1.420110070426972e-05,5.632389589393938e-06,2.3931362413964763e-06,5.937511985143473e-05,3.7256854321654487e-06,4.453629664169512e-05,0.00018459687516081402,1.2005403486892163e-05,1.8968332016200407e-07,3.239069406157924e-05,2.7851139443590966e-06,4.218631491470504e-06,2.920824022645263e-07,1.2987079750725883e-05,7.833614240526643e-05,7.1655777558188305e-06,1.2494109667748887e-05,3.7441501898882734e-07,1.668024991463568e-07,7.74560411809233e-06,3.221058881841543e-07,1.7447413735993678e-08,1.315956572911503e-05,2.270839349449716e-06,2.207404148357739e-07,3.198660114556162e-06,9.843344361826212e-08,9.114074361882274e-08,3.7187925827630863e-07,3.888499371607068e-06,6.173655819896595e-07,3.311334573208313e-07,6.944736785641226e-09,7.048453727342974e-07,6.438430344424262e-07,1.9102520742997342e-05,7.994359307872401e-07,2.6408488645657258e-05,8.011973112065363e-06,4.8364770459663475e-06,6.134524570056143e-05,1.7742657201225143e-06,1.6171576495693785e-06,6.785680251475412e-06,2.1505934730825516e-06,3.1937164690631903e-06,1.833876465129336e-06,1.819181938422787e-06,1.468474483168336e-05,6.49847754541355e-06,2.118434843634276e-05,1.5621920157471436e-05,2.970262949819613e-06,1.9057384159637536e-07,1.4162659662808608e-06,8.966017750466904e-08,2.8950308816888537e-10,1.6087609910897527e-08,6.428918286616181e-09,7.554814107635366e-09,1.0184001197899306e-08,3.350465194174035e-08,1.8571143645118582e-07,3.114279367721906e-08,1.911006068944232e-07,8.808271179105986e-08,1.7742835201062235e-07,1.844922357108203e-07,5.606402697644342e-07,1.8290341463611526e-08,3.0117385740879854e-07,1.251240355770733e-07,2.5687414861863545e-08,6.766684990111571e-10,6.543973620765087e-07,8.837626155333567e-07,5.529121827052563e-09,2.715871079139731e-07,8.411745379355295e-06,3.832153270266758e-07,2.1351371098710104e-05,6.006166097805021e-08,3.72678061744125e-08,2.0413480950054463e-07,2.9817541626897537e-06,2.331284830292546e-06,7.638887245642323e-06,1.8406891974187545e-05,1.1587211016017562e-05,9.899374185495802e-06,6.265943319760936e-11,4.1898462477263365e-09,5.466579712898323e-06,1.5542002218538187e-07,1.8494295117577053e-07,6.617237202632964e-08,2.452455845070034e-06,8.32633886282963e-08,2.2858295718464205e-06,1.2763604362309167e-06,2.3412791705368363e-09,4.055166999972215e-07,1.3608417546162599e-06,1.0773122394169832e-09,7.304601212787531e-08,1.7982008873040911e-06,1.0442133602239778e-07,6.352698538325541e-06,3.187007751925819e-06,4.7389866919544943e-07,5.081839113962872e-07,7.886562682912768e-07,7.671063952940926e-07,7.549977221188442e-08,7.491719091756721e-07,8.286694603842903e-07,2.056651251081121e-06,2.507009988494957e-07,1.0572925268625966e-06,6.33702221364274e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0007791882944401252,0.0004037742042153347,0.0007382020971622438,0.27112062845928975,0.0003251025485253578,0.017708829349307065,0.009716698819158376,0.0006907341873609862,0.0056447249415652045,0.044933403992502674,0.29345638947917285,0.1949356552300836,0.208605911022278,0.09736237091558353,0.0018663412402104562,0.010736502503406076,0.046857136727218585,0.0023659418789163666,0.00030429005241661145,0.004441178348059349,0.020899634037044645,0.00905821699472753,0.00029311116040453555,0.022256272821371326,0.010820529335052065,0.00027214749167581154,0.0007657086770240795,1.831386805228874e-05,0.002305764697465129,0.00028899255220338205,7.00772765498403e-05,0.0025582845365712537,0.0015108750719066144,0.00033140526442609897,0.0025896499698649933,0.00023101274409143002,0.0013019597785244308,0.0008621755070894466,0.0001683571693895658,0.000684752066769656,0.0007981938336842909,0.0004434549122702691,0.00018632163994269924,0.00013948722100431965,0.0010305560285144288,2.731263813782192e-06,2.992019891623343e-06,5.4912435401011095e-05,1.5725278264433484e-05,1.8958621953224508e-05,0.0002385406172198401,0.0001182486405748584,4.281604699674091e-06,4.700354866660206e-06,0.00019100011444495024,9.32084509925879e-05,4.861413262347014e-05,9.587718517112265e-06,8.833706523980744e-05,1.3637278195588465e-08,2.0744002249273308e-06,3.280929477433858e-06,1.4389811610060477e-05,0.0005059512345106931,0.0012510904651392707,3.3098820086507885e-05,5.967583267540988e-05,5.1061049585410245e-05,0.00010819128608607897,4.935812203399337e-08,2.206464275733566e-06,7.545296454303241e-07,2.2407110962907595e-05,0.00023860625681404457,3.01237125599485e-06,4.1590446565820116e-05,6.410688540192666e-05,4.225171781779835e-06,2.609485836302383e-06,7.375190489877781e-06,0.00010606398684176455,6.109081897109903e-05,5.067196136976371e-05,0.001485313732018323,0.0001931272901103398,1.4385865516608476e-05,0.0032754628580984324,0.00012734930547697587,0.002118187247976522,0.00012333937184960675,4.511599409751099e-05,6.461805048041391e-05,0.00020795024485797953,0.0010166982271706537,2.4950788803934643e-06,0.0008936148753002637,5.02001947233488e-05,0.0007866521767172507,0.002466678084263929,0.0010676242881424436,0.002812497428059668,0.00025575349749340504,0.0004678685502677027,0.00018611355640363314,0.0004211285750517213,0.00010565214570568138,2.4521793009268933e-05,0.0005563808866633213,1.5714428096558208e-06,4.073354376243898e-06,1.5689878827274129e-06,5.263759551965563e-05,7.833712006766191e-05,5.5382695830719086e-05,0.00022055319902136716,9.967009142908267e-06,1.9826043029524953e-09,3.337354204813181e-05,2.6607432399572417e-06,7.539351731811195e-05,6.375557258087028e-05,0.00015051911733277024,7.555750614995915e-05,8.841316012642153e-08,9.409915400304669e-05,0.00017508386300679746,2.8337299979863673e-06,7.901018775813284e-05,7.561304547643033e-05,1.5620787539027958e-06,7.566168902650716e-05,4.761086453974883e-07,1.9808631892992423e-05,1.698265573946145e-06,1.4144675431815301e-05,8.9160199188143e-06,2.8651553551917175e-07,1.8816780582131543e-05,1.0463934268400976e-05,2.159555354830367e-05,2.1973901394467532e-05,4.808779288723031e-05,2.0383199639262273e-07,8.952742869716701e-06,1.917360608061358e-07,8.770073012254187e-06,1.690319870517598e-05,1.3453678113783951e-06,2.333998457615394e-06,3.855448131417916e-06,2.0033533010277438e-07,7.383557449891498e-07,2.253452479505924e-06,4.493030844709978e-06,3.158893715937694e-06,4.4579047742132616e-07,2.6029274735606123e-08,7.462362869858907e-07,2.8094469861628113e-08,1.7533103204847578e-06,3.6140391523886706e-07,3.7507065675512763e-07,4.630814383954629e-06,3.5480521494157813e-06,1.1324173598836751e-07,1.2374465008235802e-08,4.027459951760903e-06,1.6853634998703626e-07,1.0911062076068845e-07,2.5535212166971633e-08,2.9057998451875733e-08,2.3550000194383358e-07,1.1078257666774505e-06,2.9645308430303885e-09,7.86531030083637e-07,1.8655519419930044e-05,3.715194107911657e-08,1.2835603331318168e-06,1.6506572553254273e-08,3.92466649845602e-07,3.6218635970364232e-06,6.609268465851414e-08,2.471860849340146e-08,7.80411927081559e-07,1.1288817614030222e-07,3.605625460423312e-07,3.54183149475773e-08,1.1997210935810187e-07,2.0855356452909035e-06,4.924833061359379e-07,1.8177119827100796e-06,1.3534184604147015e-06,6.153104061823456e-07,4.460874025724593e-08,2.8042536737160617e-08,4.921517491318639e-07,1.8519674682693221e-09,5.6630762745868424e-08,3.6303093864376024e-10,4.719254542706608e-08,5.046880247050467e-09,6.081809278413175e-08,7.252809464119991e-09,1.1355434370585726e-08,3.9949306973596777e-08,1.8760838882414532e-08,4.4315440206332823e-11,9.650860777199455e-09,3.248768289942916e-07,6.04400312020914e-08,1.048304509865261e-08,5.458436369565334e-09,4.8628125082217366e-08,8.509227278352682e-08,1.626691270573133e-07,2.1723925769379093e-07,1.360219790136341e-07,2.697996727363261e-06,1.4660388769627275e-06,3.7887956638726905e-06,5.475484040395884e-06,1.8317526797595463e-06,1.0838617048314347e-06,8.423240234201046e-07,1.277799946741709e-06,1.2764798960063217e-06,1.302226881882973e-07,6.579535964945649e-07,4.5381125857169025e-07,5.2570389166284315e-06,2.7281609416007768e-08,4.903767658603897e-07,4.733804219725357e-07,3.69775442399245e-06,1.2546032852611688e-06,2.1729285037963564e-08,7.877238195064251e-08,2.047643631097884e-06,5.536336313838319e-07,3.933355419150075e-09,2.0482802809418388e-07,9.143163204328175e-08,1.929490207608353e-07,4.497997463381864e-08,1.665356097468873e-08,3.038736848814949e-07,2.2265755283967792e-07,1.9868753802221306e-06,1.5112496187796864e-07,5.55640480293107e-08,2.90745205688836e-12,4.4642389296356555e-07,2.987765115314289e-07,1.3113291585931108e-07,7.487518205451238e-08,4.82303197379963e-09,4.42765751174079e-07,1.6985588713325228e-08,7.093236886746013e-08,3.152648155868576e-07
