atom_numbers,value
N1,10.55399902118992
H2,1.9408798020949702
H3,1.9340279997834007
C4,9.62896334360853
H5,2.1015031575661016
C6,9.700985598951917
H7,2.0814532210008196
H8,2.0934554589969054
H9,2.082216093436737
C10,9.74798084706836
O11,10.960271876084944
N12,10.392485963000704
H13,1.905764875212021
C14,9.591853565410515
H15,2.0076295162272944
C16,9.680031225825937
H17,2.1007186612690694
H18,2.091354537376245
C19,9.918983767781764
O20,10.978432247590504
O21,11.001974917705756
C22,9.682592251630043
O23,10.905024227248974
O24,10.868176287411496
H25,1.7884516109163835
