 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,H6,H6,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,H14,H14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,H18,H18,S19,S19,S19,S19,S19,S19,S19,S19,S19,S19,S19,S19,S19,S19,S19,S19,S19,S19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,H23,H23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,H27,H27
1N1S,N1,0.0,0.023694905465106775,0.001316801286850744,0.0008408282957765856,2.189147731401775e-05,4.8755104720354936e-05,0.0021500841658452785,0.00204550017044669,1.2638076614113203e-05,2.9363988078845438e-05,9.171935217607008e-05,1.1092946427981865e-05,5.883454602503835e-05,3.7056653157119257e-07,0.007868062395956166,0.001407215545648266,0.007882491360413857,0.0013881733087499626,0.0011852718644737026,0.0023380722462629233,4.963762187770726e-05,0.008563573407825986,0.0005199592070705972,0.0006762214462547878,5.6031217046115245e-06,0.0009878835308336775,3.591221913445963e-05,0.00017485620667570534,5.5936311201376654e-05,2.860756467437664e-06,0.0005160807843868631,6.863499788975491e-05,0.00023483026208070967,1.0079325851619636e-05,0.00018645502002878622,1.873071582125796e-05,1.3638532936344205e-06,5.939081044736838e-07,1.7065489354983754e-07,1.1597962826792596e-05,1.347838163301418e-07,4.402645569689945e-05,3.673785869451329e-05,0.00018488062711552455,4.472252134291033e-06,9.238979368497713e-06,1.3187416192605994e-05,2.0414775398769347e-06,4.536287360606961e-06,8.209599307584803e-07,1.7786619450066432e-06,4.5990343602309025e-06,5.9817807722017946e-05,3.853115578733579e-05,9.074603450898167e-07,5.934907898463848e-08,2.888112566878931e-07,1.4580369826822093e-05,1.3490072858779456e-07,1.0650112577947901e-07,5.832677524297836e-08,4.769892661404818e-09,3.9502538294600154e-07,6.370203892158699e-08,5.064722220227136e-07,7.111628197442599e-06,1.020123334738443e-05,4.043800354347482e-06,2.7345213660101564e-06,2.765509809821154e-06,8.580236032784683e-08,5.631671062822363e-08,2.3262561861248088e-06,3.9847765331835205e-07,1.9103211507109918e-07,1.3462485293214144e-10,1.238072226961151e-07,1.2180938521733076e-08,1.8929123879463106e-06,5.82046085773058e-07,3.0207537027315823e-09,3.156357601952209e-07,4.1822738805485926e-07,9.561506171262835e-07,4.235427120136137e-09,6.130877816534763e-07,5.877560462774767e-07,2.0993222533682854e-06,1.2876697486063904e-09,6.783610340121982e-10,1.4109625248726054e-07,6.014425438238824e-08,1.3075039939636213e-09,6.124213414171464e-09,9.106055331997709e-08,1.2115989901362312e-06,1.054305170944403e-09,8.5301033125873e-08,3.5555260957664814e-09,5.949235282187715e-08,7.229728149482639e-09,6.305662214600716e-09,5.573546824066966e-08,4.259836039466336e-08,7.364031495704637e-08,3.7119501916649256e-11,3.1190847127327004e-10,4.217208249279736e-10,8.353734370913912e-12,5.780961820356367e-11,2.439303847801e-08,2.780965987492223e-07,2.000912768806984e-10,7.166908178035669e-09,1.5207557435559238e-12,3.7009717512859197e-09,1.2057748133287305e-09,3.0621949420606143e-10,1.0793257398944434e-08,7.765252885150176e-10,2.294284318082873e-09,2.747166494287967e-09,6.31794172534228e-10,9.023420899367807e-12,1.216894890410103e-09,1.886613365531531e-10,1.762779089364841e-10,2.6602997582614307e-11,1.234132795957521e-10,1.1322214277242892e-09,9.977041415254462e-11,2.248625508016744e-09,1.2707890295615698e-12,4.013747667563905e-12,4.3315406816901714e-11,5.371869615800051e-12,9.737999295822419e-11,1.1850520564848921e-11,6.934786078716115e-11,4.537481501643015e-12,1.900719581726662e-10,6.4426242118997834e-12,1.2007728145135843e-11,4.327274094606537e-10,1.0886935797316255e-10,1.3051387748319598e-10,5.700770411287692e-11,1.5441243284008976e-09,4.607442205539769e-10,3.034125728440529e-11,2.4761748207424716e-11,3.286291239135153e-10,4.418687638008123e-14,1.8388801592550408e-10,3.1948776957335667e-10,4.7906123512575505e-12,7.669864743320431e-11,8.129052986305396e-12,2.2375523656137375e-10,1.4428513939179766e-11,1.1657341758564144e-15,6.879356806432924e-11,9.830469771543449e-13,1.8041124150158794e-14,1.912092706390922e-11,4.912004136770065e-11,9.048939375588816e-11,1.9776846826857764e-10,7.441336435931589e-11,1.6050716311610813e-10,6.0872483442775405e-09,1.2094910850635188e-08,3.4040570362492417e-10,7.992021067160238e-08,3.9027092668675323e-10,6.979438571530494e-08,1.0617457357753324e-08,5.42580147477878e-08,1.1350593021042243e-08,1.1229246421606831e-09,1.9457380151521875e-10,1.0586824195080169e-09,5.551641091283699e-10,3.895263805953064e-09,3.1688637824878185e-11,1.758593271006248e-13,8.915534976949857e-11,3.4970113471644027e-08,1.688322437409795e-08,4.411080611887996e-09,4.2385686072066164e-08,1.1943589672824828e-08,7.604712415343329e-09,1.1735426519443592e-10,3.672465609394493e-09,1.956964312821441e-10,3.0888936131123756e-09,1.5441782713621066e-09,2.3933902082440284e-10,7.529672441108914e-10,5.09352116040418e-10,2.0441282666538996e-08,8.91768880961763e-11,3.001913828626357e-09,9.930301025917743e-11,4.674483022881759e-12,6.014970743706272e-10,7.218542985576448e-10,3.470057574617158e-11,6.574408101256424e-10,3.636736051193523e-10,2.9298807824318374e-10,1.3458330005988728e-09,5.145226467107022e-10
2N1S,N1,0.0,0.0,0.02706350570721261,0.014203391358325934,0.0008053503548670626,0.26465950327216925,0.04075865800966083,0.02956335818143163,0.0007632008323974482,0.0018101315767871107,0.003100200304280154,0.00044746711130772,0.0008663919862528235,6.598617929842732e-06,0.10617750074263776,0.159946319335599,0.10504289963555502,0.15842948490602016,0.003427311058407101,0.006455066442324409,0.0011754129388652501,0.08735804242394307,0.005283094957455603,0.041918866457447024,0.00014662164400380817,0.21214355242753014,0.012574286923999978,0.0122266337906618,0.0022766298154677234,9.676454235929555e-05,0.033718534871911565,0.005653180323527129,0.006421107138278703,6.156917540778295e-05,0.005177857947512354,0.00014541851129568073,2.472606660353094e-05,0.0001291400713014923,4.2479596269462405e-05,0.000595845952009455,4.731338156194198e-05,0.0003073303075145084,0.0010316257623514957,0.00014387753800848557,1.4494185507363255e-05,4.073135290383334e-06,3.619715683078617e-05,1.973744953631673e-05,6.19302432527391e-05,5.401020808371015e-07,1.1897593841903031e-05,1.2713294793353924e-05,0.0014604270530824692,0.001751831493688183,3.686909688083162e-05,3.288967916192931e-05,0.0009880478294510553,0.0026801708280745906,4.994511620015629e-05,1.766045571049979e-05,8.153357027085306e-05,7.053465003181714e-06,2.793653261390361e-06,3.1135892708533675e-07,5.496829239337586e-06,2.2175089709364215e-05,0.00040398257974771923,0.00012245175740766,6.353361459909834e-05,6.337830273039913e-05,0.00022622439885378043,0.0001889432677977254,5.573416355186822e-05,2.3997282871945913e-05,5.775175382360942e-08,2.9613786978188728e-09,0.00010471259612776507,2.590462835350138e-07,6.92182831123489e-05,3.9324893435388475e-05,3.3620586439297995e-06,7.399474174718534e-06,3.650581602832048e-05,7.702186427982483e-05,2.5426774907799654e-08,3.321311587534126e-06,3.3083313866200115e-11,2.2803513806124442e-06,3.6058276142725276e-07,1.9333187484260606e-06,3.577936652843228e-05,3.06257826410139e-06,1.7651614470093335e-06,5.703074013041487e-07,6.176077235853228e-06,3.6488578451177034e-05,1.4738349429777031e-08,1.053796237826532e-06,5.164718670513935e-07,1.4516559883048785e-06,5.3023184509726207e-08,3.3472282723323588e-09,4.968582452136161e-07,3.816792393251944e-08,1.5970929077013807e-06,8.185423228113109e-09,3.672959030254219e-07,2.5622598931462903e-08,1.6138538727616947e-08,5.5502269447060826e-11,2.179952893754944e-07,6.724878517605504e-06,2.4909120277527563e-07,9.133348459755553e-07,9.387075339262196e-09,5.167403793748804e-08,1.6792490331596355e-07,5.529160684858425e-08,4.740528574131986e-07,1.0101071623580538e-07,2.6941771924526847e-08,8.652323302271725e-10,8.694546727028296e-08,3.011527915930401e-09,1.1210252592874781e-07,1.3775935947535345e-09,2.356486072940811e-08,9.802363365452038e-09,4.300279377034144e-08,3.040816487498432e-08,8.01717314757866e-09,1.4437760231800212e-07,3.9753089708938205e-11,6.287654841230506e-10,3.4171692142592747e-09,3.7533487429186607e-10,4.739939551967609e-09,3.930359149251217e-09,6.129086926875971e-08,1.8334374018991184e-09,1.0011155060496435e-07,2.8932336526565905e-08,6.794155460454476e-09,1.2726639742055568e-08,1.7538637209213448e-10,4.4919623576333834e-13,1.783342362671192e-10,4.9282738112665925e-08,3.1708456305068466e-08,1.7683632336229493e-12,2.8090640924460786e-11,3.120087743724298e-09,3.158777683864855e-09,3.04609537593592e-09,9.369223175070829e-09,1.2957102057953307e-10,6.886002879014086e-10,7.796767675927185e-10,2.717731373280685e-09,3.7008773823288266e-10,4.762747973785508e-10,3.878025234271831e-09,2.239090690636658e-09,8.086744607282981e-10,8.681015906120138e-10,2.3537038984500214e-10,1.3080900806983209e-08,9.102321563148053e-09,6.420517895122657e-09,1.3455903058456897e-11,2.0454328275576472e-07,1.666008128342611e-06,6.223303428143367e-08,9.666242947847792e-06,3.1400299072004145e-07,2.534171447798883e-06,1.0369767755591397e-07,2.0573688437330873e-06,4.584469914803435e-07,9.190400871439408e-07,6.832416885593773e-07,4.982403647435518e-07,7.141868829663167e-08,5.416193558094307e-07,2.6451058232623836e-08,2.534706320389546e-07,6.640285743486629e-08,2.0198472912014154e-06,1.958005356517134e-06,7.744548558008546e-09,1.5734658145305502e-06,4.6082204274711103e-07,7.856763488689467e-07,7.681592872899046e-08,6.283819702357363e-07,1.5413583742684978e-09,3.650371120933471e-07,2.0415411494667524e-07,4.388173802105655e-08,6.929667355493052e-07,2.618069006032897e-07,1.8472912737266256e-06,3.9248413630232903e-07,3.587095243062777e-08,1.0247718673639383e-08,2.389584023987368e-07,2.0640793207959973e-07,1.6603046160135193e-07,2.3815098781909683e-09,3.093744460613834e-08,1.4868356479347256e-07,3.2815865580460013e-09,4.111956890540114e-07,3.787177580427681e-07
3N1P+1,N1,0.0,0.0,0.0,0.021776599325480817,0.0018454554768481124,0.025181041349944255,0.13863117763499,0.029919033923075933,0.0017830354748062938,0.010925168426272114,0.0012558534800308774,0.0021393979686359366,0.003367499795827067,0.0026044942491076917,0.22877225155139147,0.1068505746091537,0.048034229073913526,0.01607193977502064,2.926660522817315e-07,0.00029363426137374304,0.003977167973566953,0.0023754602591989915,1.906680720153986e-05,0.0013758356195201493,0.03775801784720567,0.014660828363258105,0.000128577205614544,1.1162490877181241e-05,0.06263813088192594,0.002695928795157565,0.004504786827105756,2.4052630120952045e-06,0.004390976884512288,0.0006831316581776825,0.005537678159259762,0.0006965703575905202,0.0003701475255197817,0.011962416854089497,0.013330090838718167,0.006172464881653017,7.85163629757335e-06,0.002178878978706944,0.0018211092633664272,0.0055097764008298356,0.0003340042503223728,8.161633537007162e-06,0.0013250618816860182,2.3463580786531324e-05,0.001080178022566658,5.111486439379753e-05,9.102077832778832e-05,0.0016083518950917863,0.0009612970480463723,0.0054489848386714,0.00013367782001605377,0.0008485158692814743,0.00019497416161629033,7.820266396763031e-05,5.795664877794593e-06,0.0010529530142899812,0.00019469566200691624,2.800171135608487e-05,0.0010074428739945684,2.8219743095858618e-05,5.548861069959443e-06,0.00032555447979465413,6.235160088863267e-05,0.0007089858507023372,2.6074258387964733e-06,3.656922597627954e-06,0.00020597022606683169,0.00013674084613057857,1.2847684887518085e-05,0.00021478450186518394,0.0017527570717665863,6.716156057962053e-07,0.00034078879399945805,6.813039030717505e-07,0.00016434006423660108,0.0005390435764365265,9.015187322214402e-06,0.0002628825894621656,0.0002258626775879513,0.00023695495104014697,1.695743412355455e-08,1.8096043624904468e-05,8.451068499359948e-05,6.096266381705462e-05,2.570058069473191e-06,7.836187299692376e-05,3.5388599740837634e-05,2.815027860814112e-06,0.0001833673673679037,6.993853878922707e-06,5.7918168738790854e-05,6.135216197300508e-07,3.862179798197474e-08,6.518372005270834e-06,6.401304997183388e-08,2.1373746372788105e-05,2.8063595891580917e-10,1.0529493477129392e-06,8.048739763566459e-08,8.863134217662605e-07,3.200366774702701e-06,9.070345827977278e-06,3.087238605870013e-06,4.622991009783917e-06,1.6655852284053196e-06,9.032412312759419e-06,2.5424031502296884e-07,4.5454119853349795e-05,1.9416492720303324e-06,4.900184280565156e-07,1.1323699378174013e-07,2.38941301899942e-06,2.293824029386826e-06,4.950262422198648e-11,3.694958028432893e-08,9.93353560296839e-07,6.822537113038152e-08,1.2937273905500035e-06,3.827121202171213e-07,5.588880065410251e-07,3.3982255276399087e-07,8.923928038750972e-07,7.930048488979935e-07,1.546693284559808e-08,1.531361554008015e-06,1.0587224252844862e-07,1.2005242222556944e-07,3.353023192431692e-08,9.795815270052799e-10,4.742155113035551e-09,4.766836769753979e-08,2.543736332683011e-10,1.2087366108026742e-07,2.260937117526396e-07,6.861358934351358e-07,6.569188304439422e-09,1.8038428524214112e-06,7.585704153711958e-08,5.1082568397475825e-08,5.082732279504398e-08,6.690764706718255e-07,1.1957078860369563e-07,1.9861692512890272e-08,3.213428256820805e-07,3.1638827113766865e-09,4.8784840611659774e-09,1.2258993820069009e-10,1.865692800251395e-08,4.348669113696246e-08,8.499237758030631e-09,1.5427659150191175e-12,5.335430763864224e-09,8.260667705428659e-10,5.209304099196288e-09,2.7996311935396534e-09,3.7995064872120565e-08,6.015631104361319e-09,2.0715651416480796e-11,7.577112715040357e-09,1.9215519397874914e-08,1.5008589926424065e-09,3.4360216893958295e-09,4.3378841407815116e-08,6.355014292580563e-10,3.3532175702788436e-08,1.4081278365551952e-09,2.4332062094067908e-06,6.128211771594394e-05,2.0349456222312767e-05,4.858844628774506e-05,3.782402341334645e-05,1.731319461617531e-05,3.105620144472354e-05,1.4097386710432147e-05,5.256228336580904e-06,4.1683890783517086e-08,2.8196659931367662e-05,1.8724280294701856e-05,3.175753360418199e-05,3.318184557343784e-06,5.236122846419278e-08,3.556800001192073e-07,2.2375038666311298e-07,6.466533530868901e-09,1.2552186570147228e-05,1.1575945846331592e-07,6.314044500577154e-07,3.2812132122472804e-08,1.0049022913349859e-05,8.52419717034536e-08,1.2577604922014984e-06,1.917640389148545e-06,6.696909322645439e-07,1.2433331963990213e-07,7.007521374280401e-07,1.8604894111096115e-05,7.442285939962545e-06,5.976369982452212e-06,1.640484888776328e-05,3.351352511060668e-06,3.323328088278288e-07,1.0329134640940651e-06,1.7857015905953233e-06,5.550163584278067e-06,2.9292779764045207e-06,8.613283282166151e-07,4.3121978750004786e-06,1.5464121670083486e-05,9.039650270548094e-06,1.8648459997994138e-05
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0016545712151319059,0.01892748615309392,0.024503373350869495,0.28696602676702065,0.0021376671029069705,0.013377949919846088,0.008280081705003273,0.003083252913328005,0.029488096086374593,0.007606798310987983,0.096141070147298,0.06940612808726243,0.005508182253352256,0.009439178462453679,0.015291779457439203,0.10052957993765066,0.005638066438550915,0.30154567051192593,0.03014590326225086,0.03599461979991325,0.009217713000140737,0.10980733178108881,0.016161580858987445,0.012333822161153751,0.009144758395665642,0.0009111375461412496,0.00808163700386233,0.013622020608616836,0.00023690678807097854,8.290079056871846e-05,0.003574107124961756,0.00023405935452958104,0.00045776462586011313,0.007090798989218161,0.011094200823190015,0.005253451254186636,1.5057945730312383e-06,0.0004380370942791423,0.000627694616472052,0.01038203952139316,0.0004242452441167721,0.005218153040487117,0.0031542568061764253,0.0006487552983422962,0.0064736088201673425,0.0002739174010468748,1.1050334600692935e-05,0.00022760596120541265,0.0013666028237424577,6.111631645211446e-09,0.0005875432443827044,0.00015087009842051913,0.0004713339783344317,5.862620628915849e-05,0.0002713736516066767,0.0005295773332065767,1.9697378839111934e-06,2.1193114949635827e-06,0.0005199266393121071,4.9058973887294854e-05,0.00013238655023783963,0.004233312081916907,0.0005853064724328227,0.004598310769439173,0.00014821331300440832,0.0007916854487892699,0.00040015766695855604,6.428111822431859e-05,0.00020125720885344478,7.842505383770515e-06,0.003055780541522335,2.774524776594234e-07,0.0007572949902348025,1.45101408000059e-05,0.0007542362574541883,8.339424818037955e-05,2.435095643704699e-05,0.00066859901297045,0.0016046357191030758,0.0008872293119113195,2.0827397612777077e-05,2.3595857273850385e-05,0.00014095608179021113,1.2924090264654353e-06,2.6942950981379e-07,8.802392407303294e-05,5.579092889806958e-05,5.963338525205586e-07,0.00017348651124948766,2.4900052685516982e-05,1.7455493637186237e-06,1.0704613058187817e-06,1.1552218737165276e-08,2.399724483570509e-06,1.365452356960617e-06,7.313019664056952e-06,3.5630206118852925e-07,5.775890077330814e-08,1.1670624422421838e-07,4.93637084986176e-07,1.4160992494183233e-06,4.167206964322823e-05,1.2598661197182892e-05,2.782395125078274e-05,2.0652245869001717e-07,3.274293310817633e-05,6.395680300474993e-06,5.014225155619556e-05,4.8460762456237205e-06,2.037702792723195e-06,5.778194727135144e-07,1.4977883370459466e-05,2.107875993662134e-05,2.115167644589633e-06,3.558480812237974e-07,1.4356349669064628e-06,3.89186199711844e-07,1.6531019291221583e-06,5.746326289912673e-06,2.0528707178613104e-07,3.387730895809682e-08,4.118325288349212e-06,2.301491783374132e-06,7.529793322191836e-08,1.8772902343755504e-06,7.818503178214087e-09,2.0558870472697777e-07,3.419107335034255e-07,2.5383939394885147e-09,1.4007548454486596e-08,2.998751091887186e-07,3.861430952767364e-09,5.054080054467391e-07,6.947407182877896e-07,4.565059448236042e-06,6.407986097300977e-08,8.601106511019196e-06,1.2591879094969727e-08,1.4347799850433773e-06,9.261693367790258e-08,2.709899277864025e-06,6.212624070744965e-07,4.808769604736085e-08,6.564257244434657e-07,4.647186990780483e-08,9.689800584133934e-08,3.0395241878977686e-11,7.798652390533789e-09,8.157666053776325e-08,3.88924004113278e-10,3.59007010786172e-08,1.7947110464433536e-10,8.919931460127373e-11,3.5335201431507812e-09,1.4540749049274382e-08,2.2253095011137702e-07,2.985817526557355e-08,1.1724441417726439e-09,4.020340171884129e-08,8.57802044951228e-08,4.089799165996055e-09,4.2406922418081194e-10,2.510419228052285e-07,3.753446442544828e-08,1.5630019012391472e-07,1.0677148054583085e-08,4.463588076708547e-06,8.827634573904675e-05,3.148710318834347e-05,9.523372314168554e-05,4.6773535832489443e-05,2.338216999531184e-05,7.799940917196935e-05,1.0477992202773123e-05,1.1883797204070845e-06,5.973051715679745e-06,9.078157309616586e-05,3.860971662583701e-05,5.1175080327592326e-05,1.2342483163729767e-05,4.678268883395731e-10,7.093477627506672e-08,2.38046281797466e-07,8.211616644882014e-06,7.394923743131443e-06,1.46133487932687e-06,2.3864054776723265e-07,3.914745007271847e-06,7.0660141453515735e-06,6.449571596789383e-07,2.4118189327904105e-06,2.3957655097550656e-06,7.771793291144746e-07,4.941273277214719e-07,1.6350582399127234e-06,4.693799329569259e-05,8.565884815681102e-06,3.155174629254631e-05,2.7187684310092664e-05,7.210203108787283e-06,3.098739669304962e-07,1.5371921349149886e-06,1.8338560687780614e-06,1.3165825536676223e-05,2.9098999789756164e-06,8.015005923400764e-07,1.5729727687485706e-05,3.185575931108353e-05,2.816910628400393e-05,3.636494287073688e-05
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.000458262403439047,0.0022779130743639797,0.0027373388607285776,0.2683026942717954,0.007930447814715968,0.0033934865011460147,0.04230426647311658,0.02721421426690629,0.0019824791273108655,0.16883897944789084,0.0886855731608045,0.3026633379189345,0.20904427893767563,0.0008265150569541913,0.006401179879458319,0.00013978483000354203,0.02701506443267121,0.00016720602558084607,0.002919030025853253,1.224648193387523e-05,0.018433196195803525,0.012741223442464644,7.001023372321669e-05,9.611505943363241e-06,0.0019138856494163026,0.015410121023741397,0.02265088500385648,0.008609260389078166,0.0016915282907121743,0.001966411153036418,0.0005527472017861079,4.389351104805428e-10,5.275670523507969e-05,3.911077733809165e-05,1.2053362679065316e-05,0.0013685294238250378,1.5183057793244359e-05,2.979133210878615e-05,3.812355310239823e-05,0.00010465674020032623,1.53932367541465e-05,9.317631749117261e-05,4.516083562156048e-05,4.813236992973202e-05,7.527258900630329e-06,1.2731565626200592e-06,1.2911866611453604e-05,0.0001471223740847627,0.00021525220843621184,0.0005996320918946196,2.7954274450792127e-09,1.6864476785727334e-05,0.00011343950507303191,0.00011124489859959397,1.9329985276872463e-06,5.025846072648221e-08,1.6414404770070945e-05,2.4336684269821163e-05,0.00013903943836868216,8.52997723788107e-07,1.3983099911296648e-05,3.431594368663582e-05,3.405835214076447e-05,0.00024588861321417355,1.2882911943012942e-05,3.6449537792471176e-06,1.1151522670171943e-05,2.169366863924438e-08,1.9380582700900817e-06,2.6885910164864413e-08,8.660992241171783e-06,2.2912102739525153e-06,0.0001373429476252408,6.934011308690202e-06,1.470013992754815e-06,1.8807169310797178e-07,3.852547324267874e-06,2.1494396476029465e-06,1.2657936920845714e-05,3.497539070362876e-06,4.107026505550948e-07,1.7313062405932556e-07,2.0653874823750584e-06,1.4330932810668884e-05,8.591718416717242e-07,4.972193375474276e-06,2.47886994533264e-05,1.1207007362123989e-06,8.730538548773481e-06,2.2571806632676328e-06,2.002282079338613e-05,4.1208115586499616e-08,3.840344311001331e-06,8.807932916354844e-07,1.1933496564253687e-06,4.96622963686022e-06,6.235676233146137e-07,9.689662734402305e-07,1.8624058713001546e-06,1.009316917155445e-06,6.174208013742799e-07,3.583455863154228e-07,7.210226495857341e-07,2.4081013849652777e-08,2.1663690175088846e-08,1.4938266623687468e-07,9.927923239061442e-08,6.544989501477971e-07,2.429934884418117e-07,2.484090488863444e-09,2.945788968311547e-07,3.153449541493103e-07,1.1677747657756754e-09,1.8378598731771945e-07,1.061506229582676e-07,4.898935879182886e-08,2.5068548126228052e-08,8.438864629312093e-08,3.9735595835921345e-07,6.009909681026215e-09,4.375067754747164e-07,3.955898675300773e-08,6.993706014313261e-08,1.7105920591120594e-07,3.786535751615361e-08,8.059636069646103e-09,6.46893156819317e-08,3.148985516787661e-10,3.0432536490820894e-09,1.1131053190283069e-08,3.09757153260648e-09,1.1617277140274496e-08,7.276574143233461e-08,1.6426165894145583e-07,4.293701660884608e-08,1.855575426645828e-07,8.814570851001235e-09,1.572531260762844e-08,1.0089400870327836e-08,8.264270601188173e-08,1.1346923312061108e-07,2.1728430166234602e-08,2.1524182036714024e-07,1.1393996857123057e-11,5.9826932297113444e-09,8.178857591190081e-11,1.3203596882505053e-08,3.1594904470466645e-10,4.377773255015427e-09,1.7255645801128594e-09,6.54075904549245e-10,9.245160192961066e-10,6.061502411114361e-10,8.538648454958775e-09,1.4900738420919879e-08,3.672062653947705e-11,6.014719833302706e-10,2.6810575981528473e-10,1.197548060716258e-09,1.0647327464141654e-09,1.907629609831929e-11,1.0491314483829228e-09,4.2367709340851434e-10,3.291340533451148e-09,1.5340791303941614e-08,8.432827813820154e-08,2.445425681507629e-06,2.609762921323977e-07,4.561928120594416e-06,9.276961865367639e-08,3.704209716737239e-07,1.130299434493054e-06,9.483993723691242e-08,1.7336345958796073e-07,3.372800350120997e-08,5.954584563205856e-07,7.296300430503777e-08,6.700068853060515e-07,2.9271115420392846e-07,4.1700487507512207e-10,7.755440734058539e-11,1.157471984924996e-08,2.416522981718572e-09,1.1197323384060098e-06,3.595210351647893e-08,1.0905108238645767e-07,1.03778434734636e-08,1.7646940086990526e-07,5.004573200295681e-09,3.70750122602459e-07,8.046341370970822e-10,3.584889207708386e-08,1.810777567889943e-07,1.270704230726949e-08,4.45232139600904e-07,7.459503814644108e-08,4.214407032243628e-07,3.095383860340917e-08,1.989171627414521e-08,4.729123759261711e-10,8.259687644951441e-08,6.197784951922358e-08,1.7278154507138765e-07,1.1087642426410582e-07,1.1640897357168e-08,3.287463579138006e-07,7.385520528480072e-08,2.4240028784205947e-07,4.111492399871963e-07
