 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,H12,H12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,H23,H23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,H25,H25,H26,H26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,H31,H31
1N1S,N1,0.0,0.023514437996491555,0.0009959070204661469,0.0007772502038998486,0.00028318940974325635,5.411638397423424e-05,0.001892543578019934,0.002038399186416573,0.0002645730406183322,5.368495659824335e-07,0.00014542436960690575,2.880518508507901e-05,2.5195034399905225e-06,2.6464082055477345e-06,0.00790846305938131,0.00136759978085077,0.007777335792886753,0.0013432520982954443,0.0011772658058437357,0.0021473259319129134,0.0017969562943218609,0.004968814164142632,0.002753579160151398,0.0006245389630565867,0.00025870040610387335,0.0004619891125861031,0.00013203048515930682,4.214459615065058e-05,0.00043217569075229556,0.00014192309804664238,0.0001794782963625008,0.00021679368495994278,0.00014620906564388747,3.2432924451764045e-05,5.823179302683057e-05,0.0002547646068784548,6.834451037329714e-06,0.00022959206560035916,0.0001078248245636182,5.043727657749741e-10,9.626698549425328e-09,0.00013186476099136257,0.00017221210554119182,5.8555560474876645e-05,1.7079008095277626e-06,4.864682635330464e-07,4.343140336260376e-08,7.999164994540453e-05,0.00014821583391011472,0.00012191729439992027,7.846395191357658e-07,1.6236587732088026e-06,1.2433770247233245e-05,4.350757326876398e-05,1.364764849243194e-05,3.1442001886539117e-06,9.265648372291935e-05,1.1725560613462527e-05,4.287246288869895e-06,2.6297845660883112e-05,1.284320581107501e-06,4.4778664276545754e-08,7.365883761267789e-07,6.645847617836598e-06,2.380512550692604e-07,5.416309998229618e-06,6.01001720612615e-10,1.6958398241229133e-08,4.676951781856786e-06,9.184544469187372e-06,5.526703000802158e-06,5.411474310879072e-07,3.0937647998996454e-09,8.310031695213382e-06,4.3880865874257324e-07,6.46629816358768e-09,2.802386209477259e-07,3.3108799935566147e-06,4.631731811977069e-08,1.7289963721855983e-07,9.021669339082106e-07,3.187442208396618e-06,9.8231437739571e-07,5.405635535860043e-06,6.235093365614119e-06,3.4770016710261586e-07,2.665690750358607e-07,2.789240904244039e-06,2.761167336995385e-07,1.8918627396335985e-06,3.32341767314559e-07,2.0522050048210616e-07,2.68047781941394e-06,1.1520337384052226e-07,4.0587688943105604e-07,1.829151838883547e-07,1.8638681424931747e-06,2.717993782153094e-06,3.867900993936857e-07,4.892663476807613e-06,5.854648648995209e-06,1.1011018830942021e-05,5.250549939272986e-07,3.462988115698895e-05,6.119217269651145e-05,0.00015051003441346467,1.3361739359396552e-07,4.239243221459965e-07,9.504814755145752e-06,8.727987155232597e-08,1.825324340676282e-05,1.2947621585990277e-07,2.4514909909012506e-06,5.971537717197606e-06,3.962908426058398e-05,6.819071618657802e-05,1.5890845288302202e-05,1.8799825607374032e-07,1.0976237978743697e-05,5.449920743361147e-06,2.0195312617765637e-06,2.149429051412355e-09,5.335250343463382e-07,1.9208439905327168e-07,1.0879328604662675e-07,2.8174901159361276e-07,3.453641414519204e-07,5.278527851260151e-06,4.9757425795160515e-06,5.3996138049683395e-06,3.4324339579505647e-06,1.9576289025380333e-06,6.866659820747856e-07,2.9616992858194635e-08,1.1994574222740084e-09,7.852104091932155e-08,2.2624929707504293e-11,2.456635672665186e-08,1.597413894216526e-07,4.0867319334170205e-07,1.957173407118873e-06,1.511731784198389e-07,4.0992303995679436e-10,3.250327382797735e-07,1.3198443427064888e-07,1.2650304785921662e-06,3.360621114723017e-09,7.112326361191634e-07,3.659055742843975e-07,2.128604543516488e-06,5.4327910614659913e-08,2.6381003770392653e-09,2.1196078503482596e-08,1.077750139133471e-09,8.582156044156797e-08,2.9566736864383714e-08,1.3058161663082046e-08,8.696425114473882e-07,2.2794766074696327e-11,1.388450332484581e-08,2.9108989219039927e-08,6.166270893892545e-08,1.1002524669123659e-08,4.040998713428223e-08,3.47847410875346e-08,1.1551238854323742e-08,9.750258045393423e-09,9.381997956303678e-11,1.8146829872112136e-09,3.593654929190393e-09,2.368811258257608e-10,8.069747647887482e-11,4.79742601200428e-09,8.581052091116703e-09,8.357982222984006e-10,6.936089480547025e-10,5.70340685790427e-09,9.42956579486065e-09,1.878860111936831e-08,9.236371223408923e-09,1.0893847379733756e-08,7.64372898309773e-09,3.3456797332576116e-09,1.179381314830863e-10,1.0392407767678691e-10,5.593593643826722e-10,9.644635784455957e-10,9.216023222347047e-10,3.28013971540031e-09,2.4408223886496216e-08,5.095521227183042e-11,1.771992774735054e-09,2.227027451340291e-10,6.895215509672425e-10,1.8041657057210614e-10,1.5369929773356716e-08,8.880624458029729e-09,5.265476943350222e-10,4.607534354050813e-10,4.5963416406280544e-10,3.0025351649420884e-10,3.793073077851261e-10,2.594470471795063e-11,5.838385330747542e-13,9.240579412761463e-10,2.4627662131848638e-09,1.5480017268032498e-10,7.623615072560597e-10,3.4093350365083097e-10,1.1861818638436716e-08,1.3897788919692289e-08,3.5219094307592513e-09,1.1517475417832657e-08,2.5264021985549334e-08,1.163735774412089e-12,1.7497990711934364e-07,4.0223602226774346e-10,2.48798206814449e-07,2.7506200650506685e-09,5.672346314877785e-09,5.794508206591331e-10,1.1725129756001706e-09,7.717124161921163e-10,1.4439359818929631e-08,1.3609664867297866e-08,9.920904431304223e-08,2.5081809962301804e-09,1.7460302825789142e-07,2.61743930973779e-08,7.123241330120322e-09,3.73996433822299e-09,7.611602637069836e-08,5.3183854431537725e-08,8.644993249040667e-09,3.27154969781418e-13,1.0159129093523234e-09,1.69905551711258e-08,1.5569870642773154e-08,3.7870233338122006e-10,9.344627294183283e-10,1.8475112550930817e-09,2.1458744559055276e-08,9.539591339091658e-11,8.416345620432253e-09,9.225857855454933e-10,2.1086443702245106e-09,1.0996358268400286e-08,2.4434768097769677e-10,3.9528380568754073e-11,7.351988184911562e-10,1.092208962161223e-10,1.6544890457659278e-10,3.57111007431854e-10,1.466275734163247e-08
2N1S,N1,0.0,0.0,0.019711081831679245,0.01311411542933083,0.008751937952042432,0.26410575190427377,0.03403486124721411,0.028657514394414996,0.010248676515024258,9.671431533964103e-05,0.003442774801760917,0.0015152240836737718,1.1573682452414857e-06,0.0004312880247605566,0.10442081296564032,0.1573788529272484,0.10352890487724098,0.1578742664217092,0.0034461768941991267,0.005767498685797623,0.018841857295754938,0.046490943509006843,0.029925362286489676,0.04136473269619145,0.05821201918595387,0.13333075676740824,0.06500769915922078,0.002716965865961818,0.024242194416389307,0.007440221408426151,0.009885220874499945,0.013489028213499399,0.004700289850184447,0.0002636873782622118,0.00030023280823865406,0.0039025257838574134,4.4171300572770633e-07,0.007376471572047905,0.003436393875091426,0.00018308606250094783,0.00040710270448718333,0.00027597611312701886,0.001200448146467803,0.0010620661737288373,2.8886316205678497e-06,0.0001292510634016697,6.633800609057161e-05,0.001064770500634582,0.0037060909714385915,0.00041094343971526115,1.349074510770265e-06,8.921626455382636e-07,7.327737652862432e-05,0.0010401203692689265,0.0002689157298769729,0.0002502891412907715,0.002651273774583185,0.000490966956570027,4.1424883345797525e-06,0.00021128288951111074,0.00021923482765284774,1.992986199184088e-06,4.7806585408816105e-05,0.00023926542532537454,5.231687915130401e-05,0.00010260610739143416,6.555313469824853e-08,2.4081993976743377e-06,0.00015891297123449277,0.00022549905991597896,0.00012584673456883522,1.930484546619482e-05,7.9992362698178e-06,0.0003293059872957471,6.672286412268136e-08,9.461224202089724e-06,1.2828757529170787e-05,0.00016901510759459448,4.320845495842107e-06,3.705573294165987e-05,3.338796140672784e-06,6.511281246535106e-05,3.6149566009058276e-05,7.132738287651819e-05,0.0001708427006645863,3.908949942399431e-06,1.6142492800241826e-06,4.56075375292464e-05,3.9386831574006465e-08,9.83571188037935e-05,1.9000737249363908e-05,5.150307881285343e-06,0.0001241958572140156,1.3153631273743471e-05,5.981520354136904e-06,1.122905536554697e-06,6.73992329796036e-05,9.866042916018003e-05,3.599143859189802e-05,1.0210234953067499e-05,0.00023931672768151557,0.0005910683360084157,0.00012687943322031714,0.00014220384365870586,0.0002718509035530836,0.0003243385126823206,0.0006432145923023214,1.2042322668603944e-05,1.3660427090389504e-05,5.176508276405478e-05,9.80163676400636e-06,2.358202901753259e-05,1.8013111787507086e-05,3.520430872061553e-05,0.0013809588377227122,0.0024953004140639834,0.00021498073097259152,0.00010304762519020016,0.0015295453412860205,0.002864424504351426,2.7300702743815464e-05,5.914853758337557e-06,2.9333118872099107e-05,2.5240413049409938e-05,1.1689182202845316e-05,8.378231014583015e-05,4.897384028090812e-06,1.8040750719094945e-05,0.00014366301300849926,0.00022200437327635214,0.00016167628815555446,5.4577154095625247e-05,0.00015009588226710946,0.00020366235008140166,6.910947840621517e-05,3.528378278438993e-07,5.683176482018659e-05,6.4952950229457684e-06,1.5245178408562765e-07,2.9065226734070748e-05,8.71236327375513e-05,0.0001268715341571358,3.334095798113168e-06,8.266561868808253e-06,1.4499163988102026e-05,0.00011012511183494667,4.986361283876306e-07,3.215705698611515e-06,6.159821248630237e-07,1.2192076841444077e-06,1.5305457043979231e-06,3.4560934263350163e-06,5.899527160124762e-07,8.461694711581202e-07,2.2188166272751886e-05,7.583729270566053e-06,2.8528776985226045e-06,2.4011554364822274e-05,8.381086447073471e-08,6.279502056116826e-07,4.745654531124188e-06,1.0709936796970965e-05,1.5953185972250594e-06,1.6148392414372381e-06,2.5929022200443796e-06,3.951580955341427e-06,7.604970653218857e-08,9.91584214737884e-09,2.521609481220821e-07,1.0069790061795203e-06,8.597399880905243e-08,4.205389121381131e-07,2.9823111895588283e-06,4.2197930527620997e-07,1.1208289851794007e-09,3.569118955937256e-08,8.373878284118064e-07,1.6004089538057542e-06,1.2760247378729161e-06,9.734145889339629e-08,5.819881905289037e-07,7.970729796191733e-07,3.680186946297681e-07,1.0515070836270013e-07,3.2504186453508055e-08,1.979930619455672e-07,3.106388413165462e-08,4.1443639564597845e-07,5.904211701768247e-07,4.7043662654289164e-07,6.847145073152205e-11,8.506743309766307e-08,2.148097388854353e-08,5.568441219239162e-08,1.8863355322196185e-10,1.2810948479824447e-07,1.691550886029347e-07,8.504308368628699e-13,8.735880463461854e-09,3.110816313434128e-07,1.3325168302102952e-07,1.1695018198309981e-07,7.125227274862311e-08,2.5461712738206188e-08,2.0235511000166184e-07,2.318979572812907e-07,5.2908832870457445e-09,3.122804592692319e-08,1.87447745769731e-07,3.5246554741519276e-07,4.977395606786672e-09,1.0085325907738252e-07,2.0057627114766774e-08,4.906444672769794e-08,1.232627044878143e-07,2.6582551009290967e-06,3.7268170771653786e-09,1.5335302454566602e-06,9.599341783683712e-07,6.06012620973928e-07,6.20309645871231e-08,4.436699785337339e-08,6.446343885357919e-07,1.404776703184396e-06,2.6849288348174127e-08,1.061869851159969e-06,1.8671537471703914e-07,3.38313586167871e-06,2.660142390809028e-07,3.398367143248038e-08,7.32723015595127e-08,3.2452832066098836e-07,5.775366771487711e-07,1.407014051935107e-07,4.05041995499289e-08,3.703964557288941e-08,3.266996519979415e-07,4.924247625215372e-07,2.1138259365116596e-08,3.485570743144706e-07,4.364165917536411e-09,9.992640404021813e-07,1.1912889519294367e-07,7.542309665709013e-08,8.760047354172684e-09,1.0470678679652679e-07,1.4712675522332574e-12,1.1690599599489815e-09,3.820945781995988e-10,4.2986517900800436e-08,7.550558622781978e-09,1.786126135883137e-08,4.5195898579208915e-08,2.2411681310785525e-07
3N1P+1,N1,0.0,0.0,0.0,0.011254328635227129,0.017183696477461208,0.021883103304262352,0.2301245644451475,0.013737324578515953,0.01881639329290552,0.008335591207208726,2.658899871010867e-05,0.01769050168490649,0.006597878889964992,0.019324870584986886,0.23844325096970875,0.11900556510579863,0.10531233512451132,0.07225623041724072,0.002966074556201459,0.017390726772359866,0.011092504272536718,0.054679574336168546,0.03714175873805203,0.003671629732735049,0.008603949686898371,0.016281009932164192,0.023570052941111808,0.015087710409087185,0.012132664485488442,0.0030329143570402284,0.00017466285849798702,0.025456381792466454,0.004480093639922522,0.0006264825597663837,0.00010497030977107968,0.0070296092096087115,0.0001637148481377082,0.003044898502245097,0.0012272036878258064,0.0015355168432016342,0.0003291247656518337,0.000254009827532542,0.00044395932057694765,0.00030952229620639926,2.5807902246377523e-05,7.747856747508663e-06,3.937490160343948e-05,9.101223083018972e-05,0.0002463237218472969,0.005162582479463218,5.3694652490055006e-05,1.6618545457092182e-05,1.2730937193339287e-08,1.4431849375995398e-05,0.00013492042911922297,0.00017924839072280818,4.6480054421760286e-05,4.737197397020054e-06,4.617387263605721e-05,0.00031675636212114,1.0776570718462608e-05,5.676241951357852e-06,3.066986747701783e-05,3.2004903415039365e-05,7.076500059266522e-07,0.0001443776999530133,5.206979385441457e-07,1.31683630688606e-05,1.8520888551698533e-06,4.356455796106218e-07,0.00015862486049744717,5.949440278651963e-06,5.98459633849302e-07,2.9328375094284098e-05,3.369396565933158e-05,7.015354896999781e-08,1.4773525413902533e-05,2.0495902560702106e-05,1.8502581000667817e-07,7.769525476541972e-06,5.16744214307252e-07,1.1691148490644565e-05,2.7117279621791113e-06,6.735614588126992e-05,5.133542174018402e-06,8.000345204095538e-07,8.553483965556552e-08,2.521128589672017e-05,4.5040846607946605e-08,1.9005120601711667e-05,9.319672173990767e-07,4.169493055261597e-07,2.674462993890181e-05,5.926774034215043e-06,2.4883249265528207e-06,4.740146253290334e-07,2.421768574567551e-06,7.78013706348446e-06,0.00023150898862289715,0.0049250357616617,0.00051354965910555,0.008266500044837866,0.0022421324990906655,0.0004305681645431214,0.0009334691762936664,0.001677023655455745,0.003248879524420989,1.1835378787461437e-05,0.002489187618839761,0.00027676243550267543,0.002898607034341527,0.0004938687280486853,7.308557887997225e-06,0.00018335726660456686,0.0006758553310741711,0.0008125251455974869,0.000188846863054426,0.00012715066679147569,0.0003836441960456405,3.523850692577213e-05,0.00020371595243640073,2.0165486901202456e-05,0.00010932892939519157,1.873049171163821e-05,0.0002486898362776824,0.0003842528980928517,4.6000630780529406e-05,0.001639660053733838,0.0007203102002155681,0.0011706450206441232,8.922608190076176e-05,0.00018499318816544985,1.6587903099996026e-06,0.0004650434268649306,7.786114418140144e-05,7.343057417741328e-05,0.0006628753300998991,7.088497054996701e-05,0.0013756931928636806,9.021827939315052e-05,0.00044126109270514746,2.767871369124819e-05,9.94958500233345e-06,0.00032335413808359803,9.890580962901296e-05,0.0008236423613445787,0.00015561693954513345,2.350887285906822e-05,1.3024110665504907e-06,2.3139505487712597e-05,7.107110236947989e-05,7.862057462837413e-07,9.517457351360115e-05,3.7441369875601538e-06,5.877950317589864e-05,1.6095704924445897e-05,1.576473009023971e-06,4.2660315058284937e-07,7.630080871567912e-07,3.537899762529051e-05,3.945885260536741e-05,5.2663363778737704e-05,3.870858080956552e-05,8.111309206526585e-07,3.044894801629283e-06,2.742584825909944e-09,2.421592106216508e-05,1.6959733240007324e-07,3.660094241442202e-05,4.271785805309847e-06,4.920398643770696e-05,5.4061233045743506e-08,4.718314638552101e-05,2.912983260205948e-05,2.680313904157572e-08,7.883577728406976e-07,3.5648827032552788e-06,7.869616802658186e-07,8.415530672323257e-08,1.2768386548067667e-06,1.7387820423486744e-06,2.5430761052547268e-08,1.9572894416342024e-09,6.956347384790007e-07,3.2994589156398746e-06,2.1091466517741964e-06,3.9452267031059307e-07,1.5452684669625683e-06,6.76482544204049e-07,2.1305687525341455e-07,3.54490807819019e-08,2.795245094944221e-06,2.8054433096613707e-06,5.057919771900288e-08,1.3460343950555398e-12,3.223965179266486e-07,2.1579542375249616e-07,5.0172368482037655e-09,1.8680238786927816e-06,1.867381107745203e-06,4.047469781554014e-08,5.067534403213614e-07,3.3790638871433742e-06,2.9361396425287012e-08,6.936317666905722e-07,3.5269382081537515e-08,1.4137664372526615e-09,4.790376495478199e-08,2.9964470416032896e-07,8.736875223291918e-07,1.1546319456101628e-14,2.053246448419088e-06,5.799111439941385e-07,1.2556439940247799e-05,2.7731043559242607e-06,2.7770817645489387e-08,5.17178658565598e-07,4.369911543733451e-09,1.8182721710502392e-06,1.1014564377687108e-05,1.0878907411582261e-05,1.7165047427880609e-06,2.468149086221061e-06,7.124019995696784e-06,3.154985406261801e-08,7.121496135020777e-07,2.536274997133603e-06,1.4071553366967748e-06,3.3829698744547443e-06,1.7350174630337278e-09,3.817556373686415e-06,1.2334890788778807e-06,2.2813157407597373e-07,4.7571672912027907e-07,1.4336608789022875e-08,5.741818558391287e-07,6.883148500058667e-07,3.061356081524025e-06,1.50647916585811e-07,3.5144978203227595e-06,1.6208701927311608e-06,5.210426015089809e-07,2.3413212417722207e-06,7.160243993276083e-07,2.334507129830854e-07,4.525249064357695e-08,4.283273558058909e-08,4.741823111942267e-08,2.9098561560303438e-06,7.690375714020092e-07,5.146365955610577e-08,1.6598708358905867e-06,2.7385022001169546e-06,1.980800663492488e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.016079115725630366,0.018002002228437064,0.011991243096859616,0.2705042698126201,0.01882076819786116,0.01078404028292912,0.02783164359001078,0.01895677111539773,4.883711607339691e-06,0.0012266556441504761,0.1774483367980868,0.11902149070429102,0.09826250641440915,0.027784533210616136,0.009722579825916844,0.060223258427235304,0.052039092119995356,0.1341814676162052,0.09753168874380735,0.02031014572249612,0.017440363716831442,0.010971418167841307,0.05228584691235305,0.00017094146239138297,0.00047506240989236836,0.017241589619231723,0.011322235962802907,0.019371451376072546,0.000110799049343413,5.8494704994416225e-05,5.381476243226935e-05,0.00028080022106680147,0.0007174268826455332,2.5365575754943137e-05,0.001631276031193618,8.691275605876569e-07,6.590873702627675e-05,0.0005174530832912083,0.00028414869579540536,0.0029042035502404584,0.0007602023513002543,0.00020470339790112924,0.0003462782736878278,0.0024516909273337717,0.0017398335925378206,0.004758905784318923,0.00010135899920626912,4.127259163766439e-06,4.368886974082109e-05,0.000779660172803176,9.038922965354246e-05,0.0002999734041768676,0.0015319687812120897,0.0002582602382825705,0.00012973962689288854,3.218062932131005e-06,3.06017584605911e-08,2.3849944208453877e-06,2.850196700876495e-08,0.00020385712580095472,3.980309419771011e-05,4.364235850706777e-06,4.2463235816470046e-08,3.11706083166996e-09,6.096036449410036e-06,3.579253755559009e-05,1.6394937163433099e-06,2.7897322423253712e-05,3.4903339107827946e-07,2.5976412242112445e-05,1.6016430236298618e-05,3.6498764446335485e-06,1.0767937767441893e-05,5.4404459700840846e-05,1.220001877300092e-11,2.788128291353331e-06,2.5235599969697375e-06,8.421753054488335e-05,6.030415463120775e-05,3.97840405641503e-06,0.00012901970360124082,7.037682383526089e-07,7.122499607881139e-07,2.5297886949715576e-06,6.221660979743859e-06,4.859695257808383e-05,1.1374592589818988e-05,7.1047111525057716e-06,9.914921259168707e-05,1.9428284987244027e-05,3.6533707472585775e-06,4.089803162798944e-09,5.014616927567772e-05,5.9501429189978694e-05,0.0003930208161067039,0.008368863739036225,0.006391022113519718,0.009007217978981963,0.004043586772867869,0.0006779303677277859,0.0016591569463160205,0.0047072863906549856,0.005014558611469155,3.5415200987376494e-06,0.005456340828477568,0.00017496694641239152,0.005670615874903362,0.0002196533732887751,6.038752137738079e-05,0.001098916756902213,0.0015413168513540576,0.003031910879310651,0.0005859125615588212,0.00046244605793344107,0.00011510185782492854,0.0002780772439860968,0.00025543591643772956,6.347431015751859e-05,0.0009636103028130005,0.00027663804221722543,0.00043438131419293313,0.00038330073566106293,6.155045132083536e-05,0.0022643229262242492,0.002517275066454161,0.0014285133567124575,1.8340732303556706e-05,0.0003071379764261195,5.581353074379791e-06,0.00036887343651326177,9.285155823146596e-05,2.911472692246342e-05,0.0012505139991660918,8.595524753673978e-05,0.0018112332047663937,0.0002918754919547517,0.0009739342136425577,8.687419361663729e-08,1.5869238526811102e-05,0.0005264645035247817,9.134105245589552e-05,0.0013559563406340125,0.0001369540426718885,1.766013588921922e-05,5.729705284407416e-05,1.5807491679176167e-05,0.00011750132995658191,1.778337845870226e-07,0.0002927167513608886,1.6268239244610072e-07,2.1010920379538334e-05,5.535779003884578e-05,4.984904480309638e-07,4.949748015015132e-05,1.5996654332273152e-06,7.841118077234199e-05,6.80174813858514e-05,0.0001157238313322928,7.836977621522578e-05,6.745882372261036e-06,8.749956053488717e-06,2.1135772954039567e-07,4.0974373075819415e-05,7.941677631073674e-07,4.682303200342908e-05,6.44422620599272e-06,7.296920154709063e-05,5.835585348279437e-10,7.184220878775349e-05,4.306272908705111e-05,3.167092965661311e-08,7.511481259214747e-07,8.218397645087805e-06,5.6167806965490286e-06,8.433682245900798e-07,2.4192377021670097e-06,3.638679949791168e-06,9.274489576327483e-08,8.077598900868566e-08,1.998258700064426e-06,4.4118489539446415e-06,4.015449565519802e-06,5.139446359603284e-07,5.492650206440075e-06,3.0953258143284756e-06,2.8075031415220053e-06,8.15893905770082e-08,7.823296610975916e-06,6.027560623511619e-06,2.0608015516287992e-07,4.273407405719354e-09,3.46442242005196e-07,4.711258250189587e-07,1.1074229817609194e-06,5.839143895514098e-06,3.6617189038690157e-06,1.865992156346863e-07,9.515324372877387e-07,7.179143270974464e-06,1.2461919896011864e-07,2.1941203165454226e-07,2.2307485281203299e-07,3.841281559502363e-08,3.813182924972125e-08,3.548188409752129e-08,5.124334621520177e-06,1.199276156160778e-07,1.4026113630105641e-05,4.2071588546299665e-06,1.9689716611814845e-05,5.545103487492042e-07,8.689074681988984e-07,2.9183500060980805e-08,3.0919789235639428e-06,1.039336454233819e-06,9.493214620626134e-06,1.7142192265673373e-05,1.0264313083929721e-06,9.573979216082051e-07,1.435914112724035e-06,1.2362265722209997e-07,8.160579358928999e-07,5.601665069132622e-06,1.1188239656956256e-05,2.2662386665039946e-06,5.654657764253557e-08,1.1506972437125285e-06,7.86817173281662e-06,2.01035536218086e-06,1.1931942098808435e-06,2.3871729037949763e-08,4.0304417248115953e-07,4.615940474295144e-08,1.0213747780873916e-07,6.208162450782595e-08,1.1196333233876032e-06,2.4912866156689972e-06,1.349920322191167e-07,3.397581198605337e-07,2.033402184409283e-07,2.91002280050634e-08,2.0884088680617197e-08,2.172200908034938e-08,8.930371144799665e-07,1.2401187614585751e-06,1.5734855174365237e-07,2.516263630791826e-07,2.339538875961722e-07,1.8796903327178427e-06,4.3170586527807586e-07
