 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,H23,H23,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,H29,H29
1N1S,N1,0.0,0.023330690348629446,0.0005546370266693579,0.0008684579927162872,0.0006800217541729214,3.266440313876018e-05,0.001504254468529087,0.0021675599126402822,0.00078006880256698,1.2174138934673007e-05,0.00010798197823003175,2.2768379410509354e-05,1.300715155347354e-06,1.877016599149961e-05,0.007715994082332589,0.001315393945473975,0.007643633556892571,0.0012974775845526754,0.0011253545455962854,0.002011620579991158,0.002145543407096273,0.005640896467142831,0.0016618585276073627,0.0006283577385484129,0.00022012627676781804,0.0006396947794080621,5.6984740508081444e-05,1.2383560388379289e-06,0.0006065067036956917,4.575743274221056e-05,0.0002891421146188622,0.00017969118904445636,0.0001634438601911814,1.998857916063468e-05,4.3494111804570634e-05,0.00021963214066489378,0.00011672312099442195,2.12665170720161e-05,0.0001613350007676484,8.747748030391023e-07,0.00011477353951749869,0.00012064251096455259,0.0001528968123014618,8.042742169478423e-08,4.029557943349693e-05,5.2823948289537626e-05,8.732046337389665e-06,4.519387384796514e-05,7.699041727460276e-05,3.824328356905049e-05,8.687725702061222e-05,3.1620919029862193e-06,1.198200052437981e-05,5.8528392236079085e-05,5.851284353641795e-05,6.391474138367492e-05,5.67064628702596e-05,1.6083028777647e-05,5.163004652697367e-06,1.5724852421294955e-05,1.0532939169971556e-05,2.9125396633356004e-07,6.2587154625592945e-09,1.3048305851082187e-06,8.765388830878074e-07,3.65857097395228e-09,4.8017343849959815e-06,3.5798539754772207e-07,8.893910941054628e-08,3.0338314083167006e-09,2.6984320333767187e-10,5.085669241289281e-08,9.937403986359783e-07,3.969857245156305e-07,8.75786785980992e-07,9.104743603494114e-08,6.300516300905556e-07,5.97300281568458e-07,2.464156593218192e-07,1.8586793216202047e-06,1.7865423029839178e-09,3.136031005435136e-07,1.3338666665640986e-07,3.8529983714674643e-07,2.193874146239061e-08,3.65988002126727e-08,1.0325858905702034e-06,4.3983068009900705e-07,3.7965701404907293e-07,1.7603270396904236e-07,9.311179389737134e-07,3.803097696764013e-07,3.4139179039271994e-07,6.815697993489689e-08,7.153704573159558e-10,4.718615831400541e-09,2.191276979313095e-09,4.256099556121384e-09,1.3717005836744178e-08,1.2362331958115647e-07,4.668982978017766e-10,3.306632960775602e-07,4.835778444345351e-10,1.0992420151900717e-07,1.1200917082732076e-08,3.003075854657311e-08,2.1690677010077763e-07,3.6367456768271467e-08,6.057508369905484e-09,5.353412650677125e-08,1.9908796125567285e-08,2.5757431187933832e-09,4.949387742980704e-07,4.530707520933319e-06,6.310970352529921e-06,9.741512059679991e-06,5.915089595909251e-08,3.474377887069391e-05,8.517714502198626e-05,0.00011920985621971525,4.635989278023445e-06,3.5467694480262324e-06,1.712749774218647e-05,7.988243821976937e-08,7.902520690050707e-06,2.5951419205250126e-06,2.4320789255710684e-06,5.176826221031661e-06,5.8147715718437354e-05,4.1919850849447826e-05,2.1079289180381267e-05,2.816066786426319e-07,2.8921451289409816e-06,2.1105488486217183e-05,4.1766174740942574e-08,1.084020553321352e-07,3.897089515952912e-07,1.0701551399205922e-07,2.775846749958344e-07,2.0083467622278306e-07,2.6719757371951314e-07,4.848155826131517e-06,1.8329891633417361e-06,4.190242950841139e-06,5.883597960831821e-06,1.2793939707655966e-06,2.23977082369764e-06,8.961526420936394e-07,7.819780023510248e-07,5.728691133966013e-07,3.250736086146677e-07,8.952449821741926e-08,4.012450047219396e-08,3.9785625183252904e-08,2.238860490333394e-06,5.262941531469778e-07,3.05084596474714e-10,3.453481418613791e-07,3.734199558458329e-07,8.29072946961773e-07,1.177271162777771e-07,7.474378347360755e-07,9.907258269326036e-07,1.602987122595323e-06,9.920453791778527e-09,7.633307227972175e-08,6.244262357180119e-09,1.3794393682875494e-09,1.0892833857134576e-10,2.28024315540587e-08,1.6230162103170187e-08,5.078340395980874e-07,2.720157432634096e-11,2.0553728496963686e-08,1.2071470933960882e-08,9.67792908035392e-08,6.189569967673947e-09,5.2119270232964254e-08,1.7733232660077647e-09,4.2536707045570665e-08,6.714274358721184e-09,1.970645868709653e-15,3.4383831892803585e-10,7.119206613115381e-10,3.1318947435465816e-10,1.269432614581234e-09,4.123423602564458e-09,5.227872135193934e-09,5.009348491569199e-10,1.3203120818872094e-09,2.1900988800283017e-09,3.935077153016664e-09,5.277037917750249e-09,1.214415856765072e-08,8.185591093834432e-09,2.2928106968578277e-08,2.6736279856720557e-10,3.5094396277912665e-08,2.1051678178451994e-09,1.5603809910835764e-11,2.357899570037958e-10,4.062805647464529e-11,3.0384959825990876e-10,2.6416226983627666e-09,3.35065974965687e-10,1.3921471264666252e-07,8.200226830901158e-09,3.4019175698674076e-08,3.528941316943701e-08,8.476340740415367e-09,6.344549330350446e-10,1.3824909594895018e-07,2.676720779470898e-07,1.3677674837175857e-07,1.819085637677631e-08,3.677468329854605e-09,1.1573129343744881e-08,7.3831810110114304e-09,1.2574941088416836e-11,5.829876026375302e-10,3.6627624544482984e-10,4.2207384254311364e-09,2.6789072959942928e-08,4.796799002448893e-08,8.044788657457502e-08,2.8722311196105466e-09,1.6181125994663148e-08,1.8411459024036958e-09,9.935441358521757e-10,1.0626684684988952e-08,1.1866717872233146e-08,7.714223426713573e-10,2.2664196908106504e-09,1.4035911322096695e-11,1.1926570842035744e-13,3.751221555603479e-10,6.827901133377168e-09,2.596249881747781e-09,4.601975911455725e-09,3.41188099994838e-09,1.3199041859479621e-09,1.4201150699832965e-08,8.810474350084974e-09,2.636297430358425e-10,6.054411694211836e-10,6.325057977374371e-10,4.0312381210938497e-10,1.1906767238833993e-11,1.0184952881076015e-09,1.3380008212493522e-09
2N1S,N1,0.0,0.0,0.00978267816707179,0.014843757498823607,0.01804279526676078,0.26190357836479894,0.021897753544719567,0.03202790057362748,0.023113039247346645,0.00045913975238254245,0.0020010317007932432,0.001077975141777543,1.5453441984725202e-05,0.001256440842370088,0.09907003084640742,0.1531221043231663,0.1001186044450888,0.15461453572927164,0.00322425988865227,0.0049699701696472864,0.018290476158758118,0.058568213376650746,0.017646172026713813,0.03991488281794142,0.06091800262342373,0.15337979462070273,0.03395121985182792,0.0001900209614298376,0.029827418450410148,0.0023976661392888232,0.014431931404861542,0.008889114731457815,0.005316420889752926,7.493579014505869e-05,0.000252140423673497,0.0032987746855641653,0.0035926760748732356,0.0019671453910024006,0.004697356517291862,9.822726182306951e-05,0.0006738584792191915,8.121524561088833e-05,0.0013342209368900626,8.841622571864605e-06,0.0011962891598535919,0.0006413635921864724,1.066065169763597e-05,0.0008075527976441066,0.0014262021278117487,7.820186224449799e-05,0.001949635736658628,0.0002578217674287231,7.27152247317342e-05,0.0011381972838702126,0.0017655241898215657,0.0018101402933461408,0.001783540493029978,0.0004632434872275937,0.0005106846829221467,0.0004230778838016924,0.0008214745127967937,1.595294492262589e-05,1.012949496081994e-05,4.0242708518878345e-06,2.6334309028097636e-05,1.316305270493423e-05,0.0001818360906797878,4.114302088176203e-05,2.3199008255758713e-05,8.439882286381817e-07,4.0814358426288777e-07,3.979237828133364e-08,4.510291957959822e-05,4.361172396549762e-07,1.8116685342128847e-05,4.503315883752634e-06,3.641918445485004e-06,4.900759607684435e-05,7.635327985155982e-05,0.00011172617314625377,1.0794768749988748e-06,6.895644613758023e-06,4.775853881255898e-07,1.8606463586090527e-05,1.7647779682050668e-08,1.4979749227705952e-06,4.044837565109205e-05,8.012249077538058e-06,1.537658094941108e-05,2.4181174316240117e-06,3.296265408847532e-05,8.809410405152818e-06,1.6745693712572063e-05,3.212831862109411e-06,1.448225894762345e-07,9.319696792076115e-09,2.0344581219688962e-07,3.904761847195459e-09,3.1221654150925815e-09,2.1159304974815996e-08,2.8397130424906436e-07,1.9599042939244526e-05,3.4858338437970815e-11,2.782427935610343e-06,1.1903369121490925e-06,1.5671914756154592e-05,2.3850255104207463e-11,3.3519115985036763e-06,1.3397708182871781e-06,2.220689603982251e-06,1.5885604787158059e-07,1.7349859016135838e-07,4.033798098546093e-05,3.4978038088162577e-06,0.0004477672532048338,0.0005634283772359971,6.803649201003736e-05,9.185633711217278e-05,0.000206162524138076,0.00013581480045932182,0.0009459457545704097,4.2649356535973126e-05,9.0443237565907e-08,6.516415975710288e-07,7.5213589740830145e-06,5.3200548811860315e-05,1.7635223708012404e-05,3.2476873591313904e-05,0.0019654363218868376,0.001774158149407068,0.0003920989579628831,0.00011375814985870036,0.0020431036864958507,0.0025169152797088756,0.00017949147662310594,4.8736975838181706e-05,1.6184675182051578e-05,7.493629989174799e-05,4.82595080564252e-07,3.6392740926372014e-05,4.5387368257099325e-06,2.0494807309479057e-05,0.00010702364275294585,0.00013287191818589505,0.0002312277679057395,4.724174953540938e-05,3.138445314743166e-05,0.00017923638187422597,0.00018668412025535375,6.229569896376574e-05,1.1486783415559643e-06,6.691177514284163e-07,3.1472831288903436e-05,2.144363232536861e-06,0.00010343466490159159,0.00014745803028448634,3.439236540003776e-06,9.111268548078755e-06,3.869191037431108e-05,6.655953674750137e-05,1.1874474791007117e-05,3.124473009652462e-06,1.6219945715434392e-06,2.2788639864046445e-06,4.449209722867664e-06,8.007550117650197e-06,1.030751765740412e-05,3.999000619758775e-06,6.005918724572012e-07,7.3822128621170435e-06,4.261005007055729e-06,1.6980066590566167e-05,3.6044432327742015e-08,6.999283148623192e-07,1.596302482642642e-06,1.264549662938208e-05,5.612980480407259e-07,1.6992226523626641e-06,2.779258969631826e-07,5.24379168709288e-06,1.866075249878918e-08,9.655362021021574e-08,2.540235133352553e-08,1.676017102880678e-10,5.5298909007461816e-08,8.825620030350478e-07,1.8873694744847569e-06,3.34190902506748e-07,8.365991810421747e-08,1.4844483420262122e-08,7.874072949221045e-09,2.2229230278725254e-07,4.2172584535649094e-08,1.4443741105374386e-06,6.228586340029096e-07,4.2562726010331176e-07,1.5521202989532412e-08,1.303095093607709e-06,1.5349504467465636e-07,1.4937482362142873e-09,1.0416656426315285e-09,5.243017997536015e-08,5.128375502039262e-09,7.357914952876854e-07,1.527989534899632e-07,5.886238287011736e-06,1.1896708507208587e-08,8.317200350660414e-08,2.094257975926439e-07,4.15470713832633e-07,3.4262441239718555e-07,2.2124787890653863e-06,1.3224758461660713e-06,1.3261886784299293e-06,2.5296807653063524e-06,6.97237059421596e-07,8.486793490192213e-08,1.3378807548480864e-06,1.0518788728930417e-07,2.344680496424445e-07,9.808325263094275e-10,1.5845045275852954e-09,8.332379812792112e-07,3.6363327540200885e-06,2.9019447458367154e-06,9.962005886876568e-09,2.1943224837173148e-07,1.2664072541745952e-06,1.174658534885964e-07,7.139625379792847e-08,2.5269365999669446e-07,7.290108827717745e-08,1.8943244350921873e-07,5.500409905323522e-09,2.0100224373820197e-08,3.0488821023411106e-07,5.396677660307603e-07,5.902567323801122e-11,1.5619193050042668e-08,2.683607140951949e-07,9.828094560404566e-08,8.204192880612027e-11,5.704712258136624e-10,9.273081857941179e-09,4.417422649893865e-09,1.1531390953223308e-08,3.270891646423024e-08,4.260525265920023e-11,5.40849520724862e-08,2.7373352473603063e-09
3N1P+1,N1,0.0,0.0,0.0,0.007178673601567986,0.018547533693921814,0.013647728884742083,0.2599260140236379,0.006929681712123159,0.0194667371390449,0.0015016321702381319,0.001955048040830576,0.032432264775379194,0.0060327249403158145,0.02121244632292485,0.18826125876761113,0.12684268247708452,0.22525834107814413,0.0977217400370356,0.004355256784810413,0.025005057917290685,0.019759605063515817,0.07529807031578484,0.027227567440903044,0.007540014503335524,0.0030212891349430393,0.026571296068609307,0.015071204375729064,0.019037344448237015,0.0028547096394486715,0.000736154312215076,0.0026379534071891975,0.023769839646021307,0.0014198070681863406,0.00013023574874937438,3.801321498109189e-05,0.00037184725358097026,0.00014386220577433662,0.00024457598901239663,0.0026344946460681307,6.680730478381136e-05,0.00047622903281707707,2.9045479252864936e-05,4.2014885215380104e-07,4.0302650421431e-06,9.545423021273258e-05,0.0006900403717489123,0.0003976336500040034,0.0011047201066336498,9.344165841529417e-06,0.0009891678313951324,0.0012460352130485575,3.140240465437927e-05,1.790775543675238e-05,0.0003475572118949444,0.0001907082035232932,0.00042545236728797065,0.0005385706754266195,1.4590121606428141e-05,4.3435684258241736e-05,2.734298697681936e-05,2.2368706921405135e-05,7.342892134465373e-05,6.055647242764195e-05,1.6209992107718563e-05,7.440526901048017e-05,7.4008994193075495e-06,0.00011542613820880732,5.2335752776411226e-05,0.00011295328390081849,2.0017866657617844e-05,7.246176836339657e-08,9.70304803038502e-06,2.308742040213474e-05,1.533479100634949e-05,5.145269614814652e-07,3.449294013524451e-06,4.1150833621550476e-05,1.517864930722368e-05,4.208575297415251e-05,2.3763819855693313e-05,8.549224671972055e-06,3.7083617354660703e-07,1.678828575935043e-06,9.550547167780365e-06,5.284055637488905e-09,1.1910728003883264e-07,2.0546276729760393e-05,8.876778845312572e-07,9.672761495327364e-06,1.3129592524308009e-08,6.382520419290216e-06,1.5123686747386955e-08,5.050162673381209e-06,1.3011091768433403e-06,3.697991526552258e-06,5.611612814426792e-07,3.774897416874978e-08,3.564177413206693e-07,1.1784673858983297e-07,3.821780571566791e-06,1.9898747316560161e-07,2.72767497921933e-07,3.059215336742582e-05,7.631494458593124e-07,3.606675371692347e-07,4.746652680243102e-06,9.657556314657256e-07,1.7797378120132379e-06,1.8939344936796942e-07,1.046506328039598e-06,5.850084705993908e-06,2.479271858479848e-06,0.0002559444240133324,0.006521118459482889,0.0033978596040302733,0.0049828364346393705,0.006000889775370943,0.0006196452725761858,0.0010252249806423919,0.004231315485742737,0.0023555594239437205,0.0004288092699402668,0.0032352515182823005,0.00010067690040238553,0.0016681968633889266,0.0001956922490295998,7.737110705963168e-05,0.0013557097664720352,0.003486308889902201,0.00376931664024438,0.0005117536751910734,0.0005106839117838824,0.000516679512581053,0.0003036224116526043,0.00010847275524472622,8.993054235073572e-06,0.0005340180153425855,4.6638860294878626e-05,0.001187191586903058,9.025259872785796e-09,2.2958023415231565e-05,0.0008821932733868998,3.6454337926095093e-06,0.0015802916257445787,0.00023501625096500334,0.0001249670115561763,0.0003389475238222417,7.08437967533726e-06,8.481087565570533e-08,4.8902679870899135e-05,0.0009065360538091927,6.217690731991077e-05,0.0003549856682567576,0.000985847590440514,0.0004924799350756182,5.586448224015328e-05,9.582205663161147e-06,0.00034755137789588275,0.00043585793372047377,0.0003123009332899329,0.00010240237064307323,6.650772783167724e-06,4.890103322718886e-05,7.194804029353463e-05,3.627978443443425e-05,9.390011496046569e-05,8.069044483915988e-05,2.2669049082324477e-08,5.415496628713434e-05,7.577231309063848e-07,3.4837993823089164e-07,3.61983936953969e-05,8.770579409400625e-07,4.068229312892413e-05,7.301532602976835e-06,0.00010417585235300564,2.3318997583565704e-05,7.631037266975227e-06,1.8935757508664608e-06,1.4722121948640421e-05,1.4719052487954798e-05,1.3669318987830081e-07,3.511230700681267e-05,9.657945998498008e-08,1.8233156905855807e-05,1.1644915469455341e-05,3.705567898615314e-05,2.0136545328952593e-05,4.927568214796452e-06,1.482965128474234e-07,1.1488029638684338e-08,2.7179275008393233e-07,9.036439685417008e-08,1.619418470699685e-05,5.221667498389593e-08,1.5109501458887564e-06,1.9986318733344888e-07,3.688774898868985e-06,2.0625555929854045e-08,2.600068953473311e-07,8.079489099976911e-08,8.712153787282517e-07,2.8130415774541007e-08,7.189965339327031e-06,2.713069146231817e-06,1.3166655503660252e-06,1.4438943396477555e-07,2.249296858547467e-05,3.6151464186229276e-05,7.501539034393545e-08,9.854783939999834e-07,1.6354007406071958e-06,1.2337035708576138e-05,2.537240295286125e-05,2.611708697752846e-06,1.0700376373184994e-05,7.243132891243675e-07,2.47191833468996e-06,3.042969559885478e-06,6.035621911149036e-07,1.4953860372202143e-10,3.911303303461011e-07,7.160555730578722e-07,4.423803558584183e-06,9.480889340274246e-07,1.5881656167948677e-07,3.827316653381985e-06,2.593905077397096e-07,1.2248088010480274e-06,9.609910733843208e-08,2.9937009260461167e-06,4.3289152085179694e-07,1.1835865620923869e-09,4.6041866541557397e-07,4.492930405497475e-08,7.159328241357343e-07,5.17264744370749e-07,1.205177095897625e-07,6.218492387688457e-11,6.392001994370844e-08,2.0430718894459687e-08,7.728856088462521e-07,9.515865873055418e-08,7.820857916840396e-08,1.3915478482839916e-06,8.751275970553252e-08,4.1164359254608485e-08,3.0085258728718145e-09,5.109530549773922e-07,6.980655742339081e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.01784776616045658,0.020565439493556603,0.006871429351365865,0.2676217262318903,0.022659618749812704,0.004089209585888209,0.02345021211424858,0.021346672640632613,0.002146191289485788,0.0038253904622878032,0.07623839407867372,0.02436009512019499,0.15367403278232672,0.10882419785343744,0.00952097188068235,0.0567825552390091,0.07769633170317558,0.1731322937404003,0.06107940252803612,0.018629899868255695,0.028657413467545467,0.026175378651585923,0.042815231021585465,2.6082900464352576e-05,0.005698536669051846,0.023519316859231365,0.003386574859189473,0.015226422936113648,0.00674869783936094,0.0005255735500293568,7.078242227898102e-07,0.0013854776434993887,1.2540286076223595e-06,2.1184883758351702e-07,4.357303870161644e-06,0.0005674553425443207,3.529434271110077e-05,0.00047492638191481973,4.5939589403687364e-05,0.00018178066159735273,0.0002527264824858655,0.0006293317231576001,0.0009443504738222419,0.0021729043187606045,7.924058092045883e-05,0.0016319868271770233,4.19711572394732e-05,0.0009900518504588618,2.692406670368186e-05,0.0004060161668211215,0.0005436997361534246,0.0001796365954054302,0.0005847001639738281,6.606149933885419e-05,5.619517915445016e-05,0.00014044937443991046,2.322842478141851e-05,8.639698945822616e-06,2.4025237338243244e-05,3.7224961775272902e-06,3.3017687457004286e-05,5.178334337729851e-05,0.00018165088799149132,0.00010062031672175564,6.451842878618663e-06,2.075458380801365e-05,9.70063870786575e-07,1.707836438757937e-05,1.3376833115419373e-05,2.2011577787139913e-05,5.444010210986505e-05,2.671314071722719e-06,2.7717398297877338e-05,1.0261905525776882e-05,3.525999118147993e-05,1.4211113022355448e-05,6.0650687676577775e-06,5.061172067444275e-06,4.20744731255418e-06,2.3951911101161016e-06,3.0142210949435366e-08,7.924957667881927e-07,3.481468193733406e-07,8.747818345256064e-07,4.6664946351526737e-07,2.260594342828881e-07,6.524933144902434e-07,1.9289164017166627e-06,4.5421169003745376e-07,3.620708252549676e-06,4.4553149214365817e-07,1.208933531060552e-08,1.7074599791833123e-06,2.460608874432779e-07,5.46975658100024e-08,2.9484747345875917e-06,5.5794202201031595e-05,3.231464460684563e-05,1.797853330476329e-05,2.0115725138936114e-06,1.077764692958283e-05,1.187372495436989e-05,1.7542109362000957e-05,2.098972015085465e-06,8.989892998911841e-07,9.292448808873033e-06,3.787636870811184e-12,1.0117585214075575e-08,0.0003264775972957601,0.005555820409348655,0.006862240961064359,0.0026646380998553987,0.003791724477549163,0.00023306959470259514,0.0011988710562289562,0.005267420000808709,0.0021148415202554283,0.0002321511708023305,0.004580749904021131,0.000628656108223602,0.00626039715144433,1.630118479978293e-06,2.030735427815955e-06,5.741966511552121e-05,0.0016845778678060697,0.0013082585836619032,1.4373086266061819e-05,7.045448310893931e-05,0.0006540804065164885,0.0007777378042841399,4.905461672422007e-07,2.9463653645755983e-06,0.00015424268150954212,0.00022481055482592716,0.00023390885801721772,9.205889219998653e-05,9.302157159574165e-05,0.003146382038208273,0.00011495799348359981,0.003536265131924843,0.0003356802567409112,0.00046183112675013405,0.0011722036356638377,2.4476342495027836e-06,1.1421768180142067e-06,0.0001633988396088082,0.0020922861191186026,0.00024585984512159875,0.0003339835883937603,0.0007514608701177927,0.0006914920141039005,0.00010004034801935902,1.4817563968927416e-05,0.000503889245966338,0.0008217724547576744,0.0005222623433680518,0.0004618673569103393,3.1467312074706655e-05,9.1095252585216e-05,1.825082444284476e-06,4.5031713021170816e-05,5.102882472884929e-05,0.00013084537690755127,2.852919354312533e-06,5.655005919158462e-05,2.897059397599655e-05,2.8465413461020717e-05,1.2455916104769926e-05,7.562709094521836e-07,2.956217914240611e-05,8.735283179461817e-06,8.928643183159224e-05,2.09896143839039e-05,4.398274486838716e-07,4.24822108158196e-07,7.082959007753686e-06,3.003698068093641e-05,3.1370820208209693e-07,7.963885461692577e-05,2.4432324829959384e-08,5.203431947276016e-05,2.43108439816897e-05,7.099818715960993e-05,3.868695848563419e-05,1.1426720634588605e-05,8.521750589629562e-07,1.1486744644351177e-07,4.171975287903251e-06,9.339075104364269e-07,4.190200911136088e-06,9.30075719107748e-07,2.4258685518141476e-06,1.0613001206749573e-06,2.480547081518125e-06,4.014620782477607e-07,1.3799356515242778e-06,1.1194010371973206e-06,1.2013131522881082e-06,1.5756411730905029e-09,5.84441119277912e-06,3.861214956657477e-06,2.176968949552105e-06,8.349928126705208e-08,8.780235205119169e-06,3.4140936708393355e-05,7.471502009082087e-06,2.2270347952435543e-06,1.5254420304700034e-07,2.0279850243554165e-08,2.2703993796113764e-07,6.375939776148698e-10,2.862058987052052e-05,1.8185932550984774e-06,9.653439712931089e-06,9.008948102184888e-06,5.7653599492279994e-06,7.728195861034237e-11,1.2555071782216487e-07,2.8672756382519538e-06,2.6858792123718445e-06,1.2925458983126248e-06,6.561769128055062e-08,9.752628036707733e-06,5.180231932300217e-07,6.709177680086498e-07,3.6254987345607503e-07,3.7869552820257724e-06,3.2942199479357726e-07,7.520390881143868e-07,5.809584491256459e-07,2.1900214974834853e-07,5.3251036296053655e-06,1.8588538881481043e-06,3.295881676024237e-06,2.2327575521785548e-06,4.1446703935577034e-07,1.0955363456410794e-06,3.510848634036279e-08,4.405550804165159e-07,1.2812235270498462e-06,5.062496597929567e-06,6.187696153236999e-07,2.0475033735145587e-07,3.3720937153702835e-08,3.5525469193053993e-06,4.361350495862837e-06
