 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,H9,H9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,H23,H23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,H32,H32
1N1S,N1,0.0,0.023498844580952305,0.0011054094165363626,0.0009910036633415942,1.0521612998637409e-06,5.183405529862739e-05,0.0019518688135420348,0.00217676706364478,6.240562836801189e-05,2.1828436845144905e-06,0.00017484500537567893,6.191583723502703e-08,3.4421993104355453e-06,2.311496130225077e-06,0.00790300282567502,0.0013685968660630543,0.00784198582015816,0.0013270932227990029,0.0011559453369827943,0.0021041633002936155,0.0011172431209349742,0.0019196543442623337,0.006489032370218251,0.000619734199855726,0.0001839531521248272,0.0002059512294760868,0.00045586882715253907,8.078747680395626e-05,0.0001871191440720732,0.0003007052594534987,3.059448590148062e-05,0.00042241390564279335,0.00018545758803156787,1.7659910365175335e-05,3.5507789460209604e-05,0.0002225515195262151,2.162458608068185e-05,8.187372683976513e-05,0.00018128134137196383,4.5156635126719635e-06,4.642457751558027e-09,5.050960846664232e-05,0.00021147857667047631,4.624662274993474e-05,4.3613040734413744e-08,2.839163612183837e-06,2.4731648336009937e-05,7.883436631092589e-05,0.00016375242383470656,0.00011005826092924664,7.092601396063714e-05,3.529683032144071e-05,7.048530499065286e-05,7.895947415903493e-07,9.876629823435401e-07,2.721686348516883e-06,2.352397276528251e-06,4.834543681386805e-06,6.489105302653897e-06,3.965988622511851e-05,7.814542840112182e-05,9.880177511123467e-05,3.063763795074781e-05,6.578560876602246e-08,5.0506629136748415e-06,4.344164451108856e-06,5.3677797363649304e-06,1.5700727076517484e-05,2.1742662385249023e-06,4.3440047641229995e-06,2.8125618182661682e-05,6.991586841764708e-05,7.421036007926318e-07,1.9119247873788936e-07,9.054965910415547e-06,3.41352126942418e-06,6.997223660487606e-06,1.8975034946078218e-08,3.852047325558772e-08,2.6838923262995085e-07,4.391349390509003e-07,2.4602867396139594e-07,7.473778237954143e-08,3.1227065873107307e-06,5.948528996713165e-06,3.1294714197827034e-06,3.534289496620602e-07,1.2868630003826098e-06,3.1344039947978075e-06,2.9236729577331033e-06,3.497934217833176e-07,5.344452291555779e-07,1.9367547099413684e-07,5.890921508933111e-08,4.304533147148071e-07,2.782386376853907e-08,9.422155415883537e-07,1.5060763902674523e-07,9.020204805310073e-09,3.107031241178504e-07,8.949295384752531e-07,1.1087750761973325e-07,1.7191245604841754e-07,3.995563491177023e-07,5.913279346181355e-07,1.3628880668470345e-06,4.253554672928317e-07,9.284570223755395e-09,1.515774741833731e-08,7.459769690854046e-09,4.098968034438322e-08,1.0932399568952533e-08,7.898392828664669e-09,1.103872786178961e-06,1.2869587284747297e-08,2.8361324400094645e-09,1.4520013391638997e-07,2.4281188171215717e-09,7.69762031893606e-12,1.9853724886331747e-08,1.1023651791397526e-07,5.644541700711159e-08,1.3656592745547869e-08,2.66008218230418e-09,3.306487028620353e-10,1.0615457290974462e-08,3.1137359357558125e-10,1.5962781096945378e-10,1.793686243978243e-08,1.0652565496371835e-09,6.418291675913679e-09,8.037794874127258e-09,3.74810127379277e-10,5.938665115223785e-10,5.491447074845723e-09,1.308101627017777e-09,1.0522027693582459e-10,2.7215163456162372e-09,3.244506951993742e-08,2.2878965388883898e-10,5.367820188340033e-09,6.221034798414848e-11,4.328977731837824e-10,3.0202053358241443e-09,9.685693913574767e-11,5.86370674238168e-11,7.422205072771249e-10,4.274049425490034e-08,3.816419402724591e-12,3.4299230122769586e-11,1.5433436750811325e-09,3.2682434536468463e-10,1.2354988143670198e-09,3.407346627071206e-09,5.0918425031909464e-09,2.3796187242908218e-09,2.895326201013404e-10,6.9111383282915995e-15,2.541703514324922e-10,2.9148602975759275e-10,4.510405937629969e-11,2.172233226627185e-10,7.421332437473893e-10,8.658689321094926e-10,1.7805665830650241e-09,7.969551685249598e-10,9.78849445942842e-10,1.6315229167673806e-09,1.3271093446398652e-08,4.8078575565213555e-08,1.6356905763181828e-07,2.472296145583641e-09,1.9960837427390743e-09,2.286508693494227e-08,3.0490809654892814e-08,3.3136040578085613e-09,3.8789549350326524e-10,5.950075154803613e-10,1.3277663690747232e-10,2.2666737931054115e-10,9.046041693494544e-12,1.5547743648092194e-10,3.5189386959899593e-09,9.71554392492635e-10,5.208811160173354e-10,4.7730841501447685e-09,5.530148339261132e-09,2.1802548944016564e-07,5.427898963628053e-10,3.596845044029351e-10,3.327155528864978e-08,4.44174030889144e-10,1.2778089031328932e-08,6.441215205654771e-08,8.727164546584731e-10,1.3470300541662539e-08,1.754081491167625e-08,4.400796671522045e-10,1.3931917897114232e-08,2.479843719260799e-09,2.876038296406591e-11,5.91436233321474e-10,1.6108719483320932e-08,1.802189708577373e-08,3.829003403232889e-08,1.294989813160896e-07,4.085376326123935e-08,4.148955845550972e-09,8.879956769902719e-10,1.143718428853191e-07,1.7379311101350936e-08,3.4387351993681037e-09,7.9954620701983e-10,8.903022485906575e-10,1.0132727989997647e-12,5.626322463481159e-10,2.9447810856453316e-10,1.1663265908623544e-09,2.7369673194499455e-09,6.5487315570322835e-09,4.007137288652984e-09,1.133874993897166e-09,1.1551204437409979e-11,2.636189044835646e-10,1.9215757873780603e-09,3.0341007484224747e-13,3.9224154479988727e-10,1.2617278055682135e-10,1.4443660156793214e-10,7.753317987635455e-10,1.0491845170435e-09,1.1741718708435656e-12
2N1S,N1,0.0,0.0,0.022186368124518463,0.01848118113572328,0.0007186869819189035,0.2635190638134044,0.03617388488055839,0.034448872582175216,2.6245072335395747e-05,0.0002384162520303601,0.005409500146116963,8.619130302034428e-05,0.00027514999801847573,2.347582771489165e-05,0.10382077444805748,0.15685486947770189,0.10463567714436062,0.15722464138780712,0.0034081747317158406,0.005454999298063701,0.011205629338137069,0.016483334323034615,0.06840129469803191,0.041141022861986176,0.04100145943335809,0.056805395078361354,0.1517346127728234,0.00512215211226108,0.010439730683161175,0.01641625184779194,0.0025582114172422177,0.024402238313829372,0.005814250236234386,8.987569961682595e-05,0.00023039941090008398,0.0031820196976535264,5.9573196974138654e-05,0.002641963298958494,0.0073116554960854785,8.05892399435848e-06,0.0005551814748812056,0.0001309394119757279,0.0004843360328603552,0.0007139022650863858,0.00012718056064886518,1.8201730281219852e-05,0.0005261930267708159,0.0015490353762754872,0.005257225556912992,0.0038419135429350604,0.0013111626163495593,8.336865030811325e-05,0.0015408637790437218,0.00028214416284599864,3.352626860464447e-05,3.392573503457896e-05,5.565303481747108e-05,0.0002966388409402221,0.0006151406726511155,0.0001942659883051867,0.0007270829128502854,0.00042208862477544073,0.00035231433349025565,4.01613631018094e-07,4.537231297785382e-06,2.178156682353105e-05,5.65849368283633e-05,1.0727903973606345e-05,1.3101922638592e-05,1.742294413320522e-05,0.0009716399900927541,0.0021063986951768143,0.00018588312539868923,5.9519225953597044e-05,0.00124675022248244,0.0020566401148021107,0.0005435586242366064,1.8120272149424466e-07,3.8730585595114775e-05,6.022460308230393e-10,0.0001233883327849128,1.8789963092125106e-06,2.8456531593334944e-06,4.661546183726273e-06,0.00019347449907503034,0.00015644910589474037,1.686870328709844e-05,3.588387395803139e-05,0.0003463425993652791,4.2691929806881745e-05,1.3827670100940992e-05,5.4350383859924634e-05,8.668931396060842e-06,4.245863592133858e-05,2.4065804274719937e-05,9.474590356717272e-08,4.620141974864822e-05,0.0001340168115353535,2.8547290609193254e-06,7.393387716270183e-06,7.271922889362514e-05,1.995836530976902e-05,1.3630647753615222e-05,9.80913491765989e-07,1.7957545050961699e-06,4.461008849432346e-06,4.4414527833325224e-07,3.564894952567954e-07,1.363631069772886e-05,1.5708367562261571e-07,1.2102048198237014e-05,9.055290484116796e-07,1.4573257711703036e-07,2.168708516991913e-05,1.9715244192752834e-07,8.295595579355108e-07,1.7100817472304186e-05,1.263573946364005e-06,1.3364980055996512e-07,2.792195945566789e-07,6.876545849188176e-06,2.006273902566136e-06,7.199636531396436e-08,5.778595904004646e-07,9.096957320764432e-08,1.4321861492305743e-06,2.5852298013440134e-07,3.5744248449987026e-08,9.129074349800703e-07,1.4009350790544772e-07,2.8734483272785383e-06,7.099747572070214e-07,1.5220142701721784e-08,9.466672334923487e-09,2.1631983315728576e-08,1.4488632826825665e-07,3.3034307023172005e-07,4.977572665154639e-08,7.566177369078275e-07,8.108383253713214e-08,3.0662572880757466e-07,1.149492456775647e-08,8.671410256511081e-10,7.498613858736292e-07,4.5486986177678546e-08,1.8510992738640653e-10,1.1193027082967433e-07,9.715713651381463e-07,9.321587945976262e-11,4.791609331533664e-09,1.6757258247679374e-08,2.708852697708153e-09,8.409840024370396e-08,8.45942276228584e-08,5.951963322203824e-08,3.68766586156255e-08,1.955812312104399e-08,8.210272461894874e-10,1.7176791322626173e-08,9.02631591692682e-09,2.8262303608528327e-09,2.989401592934371e-08,4.088236105204146e-08,6.892293846760822e-09,1.014504893426249e-07,1.950140626760799e-08,1.3310018864842732e-08,2.0846143922170768e-08,5.289055482471383e-08,2.124252420632189e-06,7.588578838646498e-06,4.917611873267447e-08,1.890444769614419e-07,8.851647965713028e-07,1.7477457796566398e-06,1.3121243913616354e-07,4.545779397346905e-08,2.7675191027753954e-09,3.002795412321291e-08,1.00188143337121e-07,2.383081887380456e-08,1.5007310949499697e-08,3.77605059220798e-07,1.5191323932128853e-07,5.065753194699596e-08,1.3444046853550162e-07,8.391144454833466e-07,8.164156459322669e-06,5.934206503965811e-08,6.435110360136775e-07,1.0710872184738207e-06,9.537080378763108e-07,4.7025148575130515e-07,1.6217213696378963e-06,6.623566006780379e-08,2.0753383811467074e-07,1.7482917957778454e-07,4.8462320378916957e-08,1.884104476213011e-06,4.83760973502001e-07,2.499210560724663e-07,4.1702934061582653e-07,8.98069720811634e-08,1.0949515836244927e-06,3.287037713128882e-07,5.913520175315767e-06,1.1964765675998024e-06,2.601853617001382e-07,1.6466827901240322e-12,4.09735964579383e-06,1.705536853968681e-07,4.511809859053528e-08,1.1473994421251632e-08,1.2247784630936565e-07,1.1039371150545207e-07,2.1164847652244134e-11,1.0158572871787896e-08,1.213019258372583e-07,2.3382904901225743e-07,1.4271941672916455e-06,4.1251690063859314e-08,4.049085999824342e-08,3.153942547129418e-07,3.3450321312855635e-07,4.734625136393333e-09,9.098160891340967e-09,4.34026636852991e-09,8.0443340877423e-10,2.4007766663558527e-08,3.81438058916217e-09,8.516127358859649e-09,8.96170204711666e-08
3N1P+1,N1,0.0,0.0,0.0,0.026420268708529093,0.003946849135889163,0.023103046750557077,0.2143681392921004,0.030449621253584525,0.003706286117461932,0.012232803851562446,0.00021215236712546215,0.01326154632778409,0.001630073235181051,0.017097125241131605,0.2514174665615565,0.1306126602393376,0.07241836183802919,0.05069841452565571,0.002155382233034686,0.011925679763158392,0.0035279619023826925,0.01113537498291528,0.053641858504141826,0.0020006021407446006,0.017656184973715572,0.0009063106717044356,0.024568886273153012,0.011967602862684723,0.014053051606464528,0.016107213358633965,0.015487649813004545,0.006425785939466078,0.0017118181084501138,0.0002065725057778245,0.00010948479564842906,0.0074210524438314,0.0010669576778621348,0.001327487083752299,0.0014292326438285485,0.0011831777262560905,0.0007981131145142761,0.00020005865604177941,0.0017639527852959525,0.00024207570904910547,1.6574840279171e-05,2.4126882879782485e-05,1.1183116808144433e-06,0.0002993025772368707,5.938133901839393e-05,0.00025765680816025593,0.0005003340524112332,0.0013025658001777352,0.00019982607228996585,0.00019443945128827522,0.00031023483267356156,0.007588589696793768,0.0037156879384641073,0.010299994991995742,0.0001401412607648922,0.0005593132807382162,0.00038264361492856835,0.0004868523763006394,0.007443188002393075,7.534038341328042e-05,0.000785555550110395,0.002191928589315717,0.0002477135095024785,0.0024662298124125126,9.548465169872955e-06,0.00022821852031951195,0.0008676196021659699,0.002116448728743947,0.00025275467518826034,0.0002331331921778812,0.0007060578617488211,0.0006495930937187033,1.409060444323984e-06,4.895437388796609e-10,2.2748581451903505e-06,0.0003057059780255944,5.9842244770846875e-05,0.0005423598683531594,3.9351817602284456e-05,0.0015989620351977152,0.0019175234338311142,1.918873289685763e-05,0.00019765137058369575,0.00011892294802606784,6.981701838881804e-08,0.0010727944092874253,6.289182800101045e-05,0.00012420547154179395,0.0016672068395644501,0.00012181189675586346,0.0004910501755226448,0.000533076776852548,0.00038749627585232815,5.688034335493697e-05,1.0308624064370164e-05,0.00035791839259236014,0.00036291122414455756,0.000640797862459852,4.3731463517104885e-07,3.603462422363535e-05,4.540005134501257e-06,6.902995192437089e-05,7.137947184876481e-06,7.867900046809595e-05,9.530624122389142e-05,9.196545860623573e-06,7.541091440188552e-08,6.049762577742257e-05,5.019174158871209e-05,2.8109767402639818e-08,1.2565481204429574e-06,4.010677110510841e-05,0.00012092893186554932,6.976866147034855e-07,3.912962496688266e-06,4.487884476489512e-06,1.7147029686359616e-05,6.890801520942347e-06,2.2662872947165624e-06,1.3939197114121171e-05,7.040118347867441e-05,1.8790971456628114e-06,3.4765866085972874e-06,3.5621901990356974e-06,4.954039043436609e-06,2.3067475485305522e-08,5.152418184506402e-05,3.530360778203345e-05,5.156696003538741e-08,3.785216267093716e-06,9.776363496527551e-08,5.106878253613445e-07,3.9197260837120496e-06,1.3225338073574733e-06,4.165554203794386e-07,2.0859457716682073e-08,1.1964353370252923e-06,3.2708521691127146e-07,1.9269229101226415e-06,1.4426954144663995e-06,1.8561139492057066e-07,6.027190784241299e-07,2.0882829208090925e-06,1.419841964001023e-06,3.8216368736243567e-08,1.524022409160608e-06,3.8619219511204506e-07,8.759363754329286e-07,4.507664552733104e-08,2.8980234656472703e-08,1.9096535908147416e-08,1.6442129791016669e-07,2.017806992604676e-07,1.7074641101011423e-07,1.5484045823299653e-08,1.5367763284146463e-08,2.2677840494367274e-08,9.354960983642968e-08,1.5356020677259608e-07,3.7734894675622854e-07,9.073927831337869e-09,4.615003046382071e-08,5.754577032668351e-07,1.042371678749987e-06,3.177936869214193e-08,2.4113381558166225e-06,3.530689442143853e-06,3.401659611768082e-07,2.0648718290772194e-08,2.0174160955122034e-06,4.436950487018976e-07,8.99229569029103e-07,3.5644795159939235e-07,1.346586067096922e-07,1.3668296183766415e-07,6.447976041989989e-08,3.32890951026954e-07,1.750820999291136e-08,2.36815580478833e-08,8.140541130075007e-09,1.201789605609349e-07,1.5430078526001978e-06,6.889927428588294e-08,1.7426337351356125e-05,4.30275327367724e-07,7.834708723564177e-06,2.1581334976872313e-05,2.605618893980477e-07,5.699633174316432e-06,2.186140073412446e-07,1.6829852095501252e-05,1.2751193660065496e-05,2.652652648649223e-07,1.692172904221856e-05,4.356495891810752e-06,2.317409997454334e-05,1.3336772633820715e-05,1.5457278906394478e-05,8.809386553565446e-10,6.739020896873171e-08,3.5615895384033536e-06,3.761547984204583e-07,3.336524803110308e-06,1.2316954256519352e-07,3.285053511881131e-06,6.935665375351618e-10,1.5234106260919589e-06,7.920069748923453e-07,4.93094498565938e-09,2.0526147448407528e-09,4.207256765198508e-10,2.0412949863768404e-07,3.38330888860483e-07,9.64492809840678e-06,1.9364433438973094e-06,1.274860138877898e-05,1.8475566765374651e-07,1.995867868309631e-06,7.290849937113819e-07,2.2616243811057757e-07,1.0381454429442272e-06,4.351956910841892e-06,1.9745598445197743e-07,1.5859686142150053e-07,9.939851806084476e-07,7.325606482533331e-06,4.696309699347978e-06,6.932129705816692e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.005540666070291689,0.021619281573861393,0.028361965959601942,0.22743748647272444,0.005892290554267543,0.0141737766169594,0.004993957668572024,0.01655050091477306,0.0008712350867285945,0.009688591530784052,0.10462937431875119,0.07121811212987561,0.2288759221140153,0.09978086535741193,0.004193053311617234,0.02318458173889537,0.009793725975740575,0.010453373872902016,0.08663138439016116,0.005850885281815987,0.0008681180152940726,0.009672658819298352,0.03497662080436692,0.0023379641007930108,0.00856593177965137,0.0043669540600626,0.040364572124699016,0.002491633559590589,0.0021479027816444507,0.00040898885934437246,9.266022551912556e-06,4.3344035338677145e-06,1.7563770824846614e-05,0.0009344684796688263,0.0015753219910155103,6.055472795640782e-06,0.00010351096249605618,0.00043022007247195404,0.00027860389193712365,0.000964131519194833,0.0001526089435961442,8.415293296959447e-05,0.0008888671160875994,0.00014046122752686685,0.0008129755585994936,0.0001651797673378752,2.0436185574901344e-06,0.001450722560451645,0.0009369736764508474,6.5673523739206985e-06,0.00037976336439671243,0.009904710038060482,0.010398297753636765,0.009131855292344948,0.00044242173793707096,0.001258745807946049,0.0005515386095944486,0.000727490378226836,0.009804080621583555,1.0034162984062789e-05,0.0026346311000355893,0.0018710294428461172,0.0012212162028686357,0.0016536791518337868,8.603899504788792e-05,0.0014681382235064433,0.0015411884176925739,0.005928796335399333,0.0013517519388743793,0.0006780619170467794,2.468128932742175e-05,0.0010460831784873115,5.993733373532706e-05,0.00010377590679211401,0.0001374262619908695,0.0011912322389417973,3.2215257017575993e-06,0.0007536414489286436,2.4432185742107038e-05,0.0009787590716618944,0.0022844201570113576,7.832078696701217e-07,0.00021472040391801173,7.047802930904012e-05,9.151534793083727e-06,0.0005557121486186034,1.287731691990146e-05,0.0004625544525673764,0.0013009551176237366,7.828398119325009e-05,0.0005915989184011039,0.0005379890088228478,0.0005139741825153088,0.00017690280633297917,1.4167115792718121e-05,0.00042243780634620975,0.00039238087047488435,0.0005145083938633555,3.862779497421087e-05,2.0789762255724042e-05,3.996582496279544e-05,2.0761351907427894e-05,3.332694006008552e-05,0.00012599308460026215,8.627685207573954e-05,2.067348134238145e-05,2.4234007416579217e-05,8.369099704563787e-05,0.00010167032372621065,2.7732191173246434e-05,1.3836773458120177e-06,5.6390862015032184e-05,0.00013613843457838115,1.3120130004651287e-07,5.441525449789708e-06,5.170875979843004e-06,1.3731745278633412e-05,1.2974573335267081e-05,7.425905045099768e-06,1.984358016637877e-05,5.771985494984477e-05,6.108669722948434e-06,7.205262617659969e-06,6.3097258620192775e-06,2.09620432434221e-06,1.4163560448920975e-06,4.253340570414821e-05,3.79350249466448e-05,1.0027617713959103e-07,5.886433620538867e-06,1.0311194640344468e-06,5.0232696224838946e-08,7.0701972125775114e-06,5.1351252210452e-06,5.923635009175143e-07,4.851747457124134e-07,1.3224958159696598e-06,2.2961282031275232e-07,8.772943851376169e-07,3.147637000378012e-06,3.1592486626763616e-08,2.9948746593788655e-07,2.1149951257015687e-07,1.1890166162320526e-05,2.0289839586240532e-08,9.483662561926565e-07,4.304341194583117e-08,5.478419193849504e-07,1.7822656683819105e-07,5.736207375761637e-08,4.1976183418057644e-08,9.877350715115085e-08,4.018329518018504e-07,3.3240841057491366e-07,1.2743361255118657e-07,6.14504425122675e-09,1.0071728562266458e-08,2.3026999418362948e-07,3.650728559456695e-07,2.7446127770502926e-07,1.3244848329208025e-08,3.7439779276837726e-08,6.813911999081768e-07,4.1975015285800055e-07,2.4013274702028298e-08,3.2289674312124816e-07,3.2309462545399015e-06,9.23942500730135e-07,8.398410686893953e-07,2.1503049341120573e-07,4.0523480393517275e-07,9.207568485436468e-09,5.745590669903322e-10,3.5638087769740423e-07,3.3381863939752066e-08,1.2591478149026614e-07,1.558041022864387e-07,2.089665440685451e-08,5.543653021078399e-07,1.2390060444289475e-07,4.673929603349336e-07,2.3151923667086294e-07,1.4652955973026849e-06,9.394123257067122e-09,8.230951933363428e-07,1.5602318212959432e-05,3.3062747703205275e-05,3.834228156751607e-06,1.3800925578788537e-05,3.77340600321574e-06,2.4307678466506388e-05,4.027102801451576e-06,1.7010917447990437e-06,1.9705469939790277e-05,9.401332042413557e-06,2.3489985679692182e-05,1.1676616886724389e-05,4.0309782423086915e-06,5.97923230927222e-08,9.90657166077824e-07,4.377193192794948e-06,9.663298890405514e-06,2.4848767488094836e-09,8.112430727180708e-10,6.9485309142081064e-06,2.655580272126201e-06,9.306293726751846e-07,5.702793841599885e-07,1.543739587273052e-07,7.285875969209599e-08,1.0995996779783468e-07,6.272189427836139e-07,3.3192406800885976e-07,8.799037360507356e-06,3.359334046049156e-06,1.9414141360307724e-05,3.680392079985495e-08,1.414748466821436e-06,1.4267706376358547e-06,6.918565396141219e-07,6.577028233145654e-07,3.5499782389258883e-06,4.789482206390971e-07,2.418248752356078e-07,1.795172726470895e-06,5.729953400868126e-06,3.664000899572528e-06,8.20530591472135e-06
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,4.459683837776396e-06,0.004841374248383268,0.0083211301289694,0.2865614804998562,0.001699075729936661,0.018701505665774665,0.017288520722073653,0.003412970368489976,0.032734252601952285,0.12460192137250203,0.07611032884061197,0.19001101560679468,0.11257962571621816,0.010320672517027063,0.07121768411516127,0.047874619123783546,0.08184833568427496,0.20534308614927932,0.03171717905744664,0.02626758557718123,0.041563724778558964,0.06042773226946485,0.0015902890601053876,0.011537660107921566,0.011106163720362217,0.000487216635487453,0.020197523895552072,0.006390818532725273,0.0004680653632282983,0.00014447335145706397,0.0035911972537405745,0.0012801298836224717,0.003357095027114898,0.0032609969781582926,3.3653277932810255e-05,4.9399477948242065e-06,1.5966933045508114e-05,0.0014283445741005707,0.006094898507111424,6.726871013307267e-05,0.0005608587872751869,0.002142054471323984,0.005527367116220594,0.006785994521679939,0.003629946577082155,0.0027523026026106123,0.00010930893787319818,0.0009637679323102333,0.0004122592933213376,3.011259698126878e-05,2.1231904527851952e-06,0.0003868770197006377,3.144377907382534e-06,0.00010095345084426555,9.730547867548012e-05,0.000389897091979563,0.00037815708371224943,0.00012913879565479292,0.00016695858984583367,0.0001151252550248838,0.0026240694167958267,3.551866205175891e-05,0.0027810539397055134,9.782904906163736e-06,0.00021963989925488647,0.0010692801736933433,1.1439867543483473e-05,0.0009152476895954997,8.49326971583686e-05,0.0002000469397120952,8.933313120307318e-05,4.164451742294517e-05,4.333799963340823e-07,4.961098002054243e-05,4.912111239985251e-07,2.8182481662808456e-05,5.9159153874777104e-05,4.010260096865004e-05,0.0010674527781100451,0.0017449703462837363,0.00017243214017081954,2.3012908137332033e-05,0.00029434112342974217,0.00017336932363143376,0.0001680112986890414,1.6157269082661685e-06,5.365178835869955e-06,0.00026742558034675845,1.90575046830066e-05,9.920065733592942e-05,6.607097691180286e-08,0.00015062166610579908,0.00018225672457505837,2.7949176812924748e-06,6.883198928120393e-05,0.0001251754704636454,0.0003556809947293793,5.0751485018984965e-06,1.5172968530485775e-06,8.725635325390613e-09,3.0945458876718845e-05,2.323085174005257e-06,4.1946549122151566e-05,1.172992516451643e-05,7.669415242883559e-07,7.402026060976397e-07,2.1652331949617576e-07,3.057958877228373e-07,5.179780016018043e-06,6.950084399104384e-07,1.69936842659979e-05,6.326338807793874e-05,2.2711533871344614e-06,2.178999675361837e-06,3.3803277115218577e-06,1.2127977260689704e-05,1.4535986694319547e-06,9.043069582048702e-08,1.6773043391982156e-06,3.279652271315214e-05,1.1891076701076031e-07,4.711510031008004e-07,4.128925101820613e-07,4.266831472143906e-06,3.509737522833234e-07,2.4531758756385358e-05,1.0904862294047746e-05,5.2161485575297206e-08,2.298441655668171e-06,1.675504443632292e-06,2.0858533247292144e-06,2.271589290003817e-07,1.2634529413801943e-06,3.44031469978745e-11,1.6599251742022147e-06,2.660996547554362e-07,1.7200797675087642e-08,5.751305955925545e-07,7.345559598359586e-07,1.3219213435000654e-07,1.4131627201763308e-07,3.197451152736619e-07,8.218517809410741e-06,6.187795609235991e-09,1.5219205051764106e-07,9.15682818458663e-09,5.579655653065174e-07,7.291125925235065e-09,4.87821547601186e-08,1.865174681370263e-12,5.9044591438350835e-09,5.5624325590031276e-08,1.3663474307534784e-07,3.7903503802283467e-07,1.659567239187254e-08,1.0522354099151698e-09,5.140308312334696e-08,2.0761325014717613e-07,1.493172891997574e-07,4.775525663802682e-08,1.4300383099907776e-08,8.815476806312006e-07,7.298162074675929e-12,7.900814003036771e-09,5.685832555890613e-07,1.5898086673793443e-06,4.384757357200897e-08,3.226663380928585e-10,3.289333214695489e-07,3.187979569219124e-08,6.215290020428199e-07,1.1724230830623128e-07,1.016481410154313e-08,8.971549436687098e-08,1.991124976008507e-08,9.319124583129224e-09,7.233717536081485e-08,3.020654038010662e-08,3.3658853482165796e-11,1.7715378053395625e-08,9.82904877488977e-08,2.2183806347442214e-07,1.7936220766401334e-06,2.0537167522149957e-08,1.6947090886176852e-07,5.772216326249691e-06,1.3689842282005316e-07,7.826810293209974e-07,7.26973148790222e-07,3.534209702671376e-07,1.852184183803729e-08,3.230754019867277e-08,1.1399177408666361e-06,6.833356629432075e-07,2.6221760138778194e-06,5.921068658931716e-06,4.467029625088159e-06,1.8536211898734223e-08,6.746165412963023e-07,3.9455456892767415e-06,3.740699461296515e-07,5.495164625557436e-07,4.097344152853566e-08,3.395523791027699e-07,6.316025440433748e-07,4.988736326261289e-07,8.086433338494459e-07,5.55698388637893e-07,1.393139801297849e-07,4.6723497071354814e-08,8.2189200334426e-08,5.5815647881374275e-08,1.4491246638215216e-06,4.392451047330326e-07,3.0617386728160056e-06,2.5857023011610636e-07,6.287764708901022e-08,6.640774241617464e-08,1.9545491891648226e-08,1.9286941155272075e-07,9.942414054275872e-07,8.680055341159232e-08,1.2491749323828572e-07,8.423333142104639e-09,4.889533986585093e-07,8.555738828519566e-07,1.0138297152906262e-06
