atom_numbers,value
N1,10.55356306938111
H2,1.9245764740078726
H3,1.9354913903104691
C4,9.631666418196934
H5,2.066778150791573
C6,9.624865490925801
H7,2.056772498106646
H8,2.0825978375745464
C9,9.523904136446042
C10,9.580770621596411
H11,2.0640136175795054
C12,9.465870657837407
N13,10.374206456563988
H14,1.8769410158400903
C15,9.49412431664646
C16,9.523502403049692
H17,2.074090980845024
C18,9.54693297300499
H19,2.0816395879987506
C20,9.529031888791026
H21,2.0812422134216657
C22,9.528441035146189
H23,2.0801421619039364
C24,9.694144824565251
O25,10.910200958790309
N26,10.382493850135257
H27,1.883448863675588
C28,9.608975262248983
H29,2.035250858116944
C30,9.656720663912644
H31,2.072776342417934
H32,2.088391856460678
O33,10.952615067247228
H34,1.7920474752800293
C35,9.777136789748464
O36,10.923306582390353
O37,10.924147420309897
H38,1.754623633766716
