 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,H18,H18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,H26,H26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,H31,H31
1N1S,N1,0.0,0.024247984020957958,0.0006923083460612656,0.0009073997906845488,8.900720624982483e-07,0.00014171718347211204,0.0016327116889536253,0.0012841491277946204,9.078886430757827e-05,5.966121694067628e-06,0.00012754042518939301,2.2790330988703422e-05,6.69286266913316e-05,7.760752200089427e-06,0.00833609738873986,0.001469512320036781,0.0082972921071649,0.001514497884187116,0.001267869894016338,0.002216858583992787,0.006727624673410482,0.00027053030197810024,0.003297744762426502,0.000598465191823605,0.0006260481259965367,8.747070036063676e-06,0.00020673123272030303,0.0003489542696608894,1.492166703032094e-06,0.0005659776077321099,4.687695275853998e-05,1.8396950629551156e-12,0.0002459420643357024,1.2792022829999361e-05,2.0220230474155e-05,0.00014640826472511748,5.566116392952125e-05,1.044918876091927e-06,0.0002485142157995224,1.091822388366026e-05,5.6449927873014616e-05,3.429930643628065e-05,0.00016250785147042812,2.361732519939874e-06,4.2634294988297405e-06,7.9397610171561e-05,2.1717799701559404e-05,7.316277407437566e-06,0.00013454445619909272,6.895601403666962e-05,0.00011031560546892472,4.070407707712498e-05,9.068318151811416e-07,1.4163961481461484e-06,2.1969742247662793e-07,2.6548441223184227e-09,8.726743613740595e-06,4.915616256928601e-06,2.2279061093755104e-06,9.579142146165509e-09,2.6530573332683716e-05,1.7561165287366398e-06,3.3252131402400353e-06,2.0542199885564827e-10,3.5709626211299916e-06,4.6692198634179505e-06,1.2523542647357999e-08,1.0904591972282773e-05,6.223602585231358e-07,1.2233239102155125e-05,2.4502121512171016e-05,2.7542578842076892e-06,2.0498593640283502e-06,1.574192645459327e-05,0.00015941099372496215,1.1142392791096967e-05,1.598527023771723e-05,1.4177662947978398e-05,9.175417246543027e-07,8.999887364496972e-06,7.932818046230139e-06,4.101143524781747e-06,9.774333091933096e-07,3.531268081058414e-06,2.204112112957901e-05,1.855747246204409e-05,9.07665913540967e-08,4.680418898228567e-06,1.2970260949707324e-06,5.533206759666953e-06,2.1203176669981616e-06,3.913932006271992e-08,1.2517946401668922e-09,3.6313401036158766e-07,5.158456396758826e-08,1.4108103976728792e-08,1.0462996402893499e-06,1.0277747354514588e-05,1.2189873944024043e-05,2.2234563773926297e-05,2.395131870613909e-09,1.590814147078845e-07,4.446485956322022e-06,1.1214698680372948e-05,5.116798784676746e-08,1.3133232898421277e-07,1.0848507175920119e-08,3.5523865932196586e-09,4.9680429492493516e-08,6.657290274603156e-09,2.7885459586762806e-05,3.712030008051759e-05,8.045553379076864e-08,1.709518066439486e-06,6.729594232979252e-07,3.438536342548204e-06,5.484855436499458e-07,5.01367263261443e-08,4.835258047286572e-07,1.597948295906093e-08,6.455231904567427e-10,6.904415927877494e-11,2.449157412987013e-08,8.205835164143416e-08,2.2297386159664256e-11,2.2791220249951394e-07,4.063969427647862e-08,3.122338695371596e-07,6.677299269064463e-09,3.1256204513496755e-08,3.788410396499131e-07,1.999782717199139e-08,1.37592164328737e-08,7.260867462832721e-10,5.1566588776807976e-09,1.6168135941185824e-08,1.6624852605673368e-09,8.125343703424548e-09,2.3962149792167153e-08,4.886647753110651e-10,2.117460443096242e-09,9.502008707640286e-09,1.749448919063923e-08,6.703342325664607e-10,4.341916604033713e-09,4.268010611596651e-08,1.715368704857667e-07,2.0552573842813615e-07,1.4494685467436597e-06,1.4421464422653685e-07,3.294062578262924e-09,3.7871725688809477e-07,1.0188564829594071e-06,2.2787743447771902e-07,1.6835601934772626e-07,3.0721601651517716e-08,1.2497512302811487e-08,1.0325107435704695e-09,2.1374711681176883e-08,5.042191078552527e-08,9.588901095369806e-08,5.620116150240051e-09,2.388780022677395e-07,5.481520304329024e-08,2.9143916085994093e-08,6.310989721924898e-07,5.5284296907043284e-06,6.794770477380752e-07,1.440849291656221e-06,7.994742925454545e-07,6.578086693131979e-07,2.8108648165714456e-06,5.098335771336338e-07,8.86833009805521e-09,2.9766522025020947e-09,2.0002838718724547e-07,2.0395066863132527e-06,2.6574152339753354e-07,5.796634825777636e-06,4.521925361711254e-06,6.878837499613155e-10,4.000896852796032e-05,1.3280108510205224e-05,5.598838404008433e-06,5.624342547250194e-08,1.9526925189028432e-05,8.61991337530732e-06,1.131928704656282e-07,5.3224775697913174e-08,1.6480308666355636e-07,2.8594260742531574e-07,4.2422054552515576e-07,9.029503811319728e-10,4.7442733164260176e-07,1.3193657009136217e-06,4.400102873169942e-07,1.6636326694019488e-07,5.7351433380148364e-08,7.249641686968289e-08,4.144702434594194e-07,3.650110658171002e-09,3.234186529699201e-11,8.363224170138128e-08,1.8186202957459763e-07,1.1834657549780747e-07,3.487365951571064e-11,1.6842664396499174e-07,7.890030206958443e-08,1.3457932324101307e-08,1.3874842994532344e-06,3.8195880791569436e-08,8.66235674301663e-08,1.79143366807466e-11,1.2378140068491916e-08,2.4852667368513437e-07,3.4935021542281675e-10,1.1275428368762164e-09,5.533611269203931e-08,7.714939798120213e-13,4.907711459445352e-10,3.679422666547083e-08,3.5214442473119334e-10,7.808969679223843e-08,6.51531129047811e-09,1.1090628415644233e-11,4.072520098929999e-12,2.1681563211473076e-09,1.758371270810244e-08,5.1828194846947895e-08,2.653155473097968e-10,1.3020349243220153e-09,5.179596662685526e-08,3.5524664543373774e-08,8.222489245035547e-09,1.600267057755289e-09,2.1384533033241837e-11,2.4231408546349087e-11,1.230080204361883e-09,4.867068484348813e-09,2.3719096020613506e-08,4.915477336275842e-08,2.683822053484164e-10,2.5146546400733882e-08,2.398070630960092e-10,3.2027953622559835e-09,1.035229613144395e-08,1.2292615814146757e-09,5.986627860110616e-12,6.648093353600615e-09,8.652118868579528e-09,1.8347540986507482e-09,4.923109864218844e-09,9.67655355843533e-09,1.003902183605021e-08
2N1S,N1,0.0,0.0,0.011694690043220213,0.020168067802188716,0.0001150266248055587,0.2682639220949521,0.02368056023861298,0.02712116106538698,0.00012688962461648856,1.0175912913412688e-05,0.00458293984020508,0.00015480369899134594,0.0027511211368798083,0.0002928326630164957,0.11348706856832891,0.16296942130016667,0.11466315332929877,0.16407779322592653,0.003594011247879614,0.005864639203805311,0.07327625145480132,0.0038179812729861595,0.03265802304075516,0.0406954875847112,0.16588069527828608,0.004485426872018916,0.0736535889215828,0.02108911499320021,5.00152560187761e-05,0.03292026266115511,0.0029830231746030833,5.6013746857264124e-05,0.0075176756259871524,6.168721323662751e-05,0.00018318806102679552,0.001981081378622296,0.0035512462498896724,3.0425042885084963e-07,0.007030398463132581,2.1059824972802232e-06,0.00016929950658584048,0.00033454038388702756,0.000927825624980283,1.9571648794958207e-05,0.00023527811406509613,0.001385034396678142,0.00011923146003933738,0.00011132621775322704,0.004437304328596348,0.0027516880459241833,0.0026325957664821154,6.586969553801225e-06,1.435343783828813e-07,3.933647320319977e-06,4.5400538422057934e-06,7.777027271060888e-07,0.0002458353384842127,4.197257719162906e-06,4.3708344994008996e-05,4.418703247743849e-07,0.000896981373720962,0.00011538674791178316,0.00020109397944700902,1.8545983617501705e-05,0.0001880252231840629,0.00017889794549574844,7.688450444742756e-06,8.324394857872619e-07,4.187518060150275e-05,3.411940942488201e-05,0.0005120244993732648,1.1145963818570692e-06,0.00016554141903579733,0.0002053631981566717,0.0007091479905310116,0.000495421441730759,3.103016182137708e-05,1.012798668731385e-05,0.0003070346664664214,4.880584447808367e-05,0.00018049085293547762,1.1630000917861594e-07,2.2418039302696258e-06,1.7574678817577905e-05,0.0009712380958886158,0.0008121374744547438,2.2207679131192037e-06,5.0740248710656743e-05,0.0007506264657282102,0.0008061763602222882,1.399581331140709e-05,4.723541528162123e-05,6.534784828593487e-06,2.837683630518839e-06,2.2578297385056345e-06,4.263797379611134e-07,1.0326048611730698e-05,2.63977175229968e-07,0.0002786938251584381,0.00026481519810772625,6.2862386678297355e-06,1.0723084553632134e-07,0.0003538953784931742,9.808730617733019e-05,2.8353011976456344e-05,6.925662601875437e-05,2.099489276918831e-05,1.2395920413021955e-05,9.463208201498929e-07,1.4991605623571047e-07,0.0007699630920718903,0.00022293542684925782,4.399113169961666e-06,5.642883339262994e-06,4.0412629226604935e-05,0.00012997090294408764,1.4273722833024749e-05,1.0142882356234395e-07,1.7515840428306007e-05,8.923164720897603e-06,6.752777943486166e-06,1.9310650500869997e-07,1.651378018530103e-05,4.413843633255254e-06,3.269228485036635e-06,2.184558658102631e-05,5.2771744591950664e-06,1.2503864959434452e-05,2.0812968903882734e-07,3.334305636037982e-07,1.1583242694346296e-05,4.582697159971616e-06,2.7750125752845634e-08,4.3608751010282276e-07,9.674738778997494e-07,6.751819312533769e-07,4.2794627397313434e-08,7.08979263519538e-07,9.193447467747973e-07,3.00780809370238e-07,1.08218139893701e-06,4.4235704543815757e-07,1.1774092811833725e-10,2.3538374094300707e-07,9.471655975090698e-07,1.853701548704123e-06,5.979627779595376e-07,2.655712782972941e-05,7.130253426046451e-05,1.0287988476687104e-05,6.410520856370283e-07,2.308762873548531e-05,4.208225361423956e-05,3.026004149475625e-06,7.000976042448315e-06,2.757493039906578e-06,1.657900470464213e-06,1.617032650003125e-07,2.1831014695994355e-06,3.7613908123734774e-06,2.3017278585335532e-06,1.8657591027704257e-09,1.644156035141009e-05,5.898899408496305e-06,6.08161854431799e-07,2.3345722245160516e-05,0.0002242242166916597,7.393096548735656e-06,4.129259790097706e-05,6.185664808011637e-05,2.3656153491646847e-05,0.0004921349066235869,4.0005837840695335e-05,9.628935360161961e-08,4.920544402819971e-06,2.5612483097292582e-05,0.00016443274554633902,2.6110226994502383e-05,2.136776675620844e-05,0.00013947455216811733,2.816223431345577e-06,0.0014316306218962183,0.00048251558674827777,0.00029133994444752176,3.217346337347493e-06,0.001683312640240242,0.0006733880140608051,3.7118296372096182e-06,1.1882141007779623e-05,1.3830372677992031e-05,9.279012623819582e-06,6.836636875284796e-05,1.194892107481138e-07,2.274572482274806e-05,4.357941188803949e-05,2.5925990889241746e-05,7.344239138173947e-06,4.109036844113234e-08,2.0283021449074567e-06,1.2049204062059005e-05,7.167765114779456e-07,9.409518209047008e-08,1.3796040321256697e-06,1.4569185641244431e-05,6.082339773172407e-06,6.703475996516772e-09,4.1858700940977656e-06,1.3696122058703963e-07,3.383290088088131e-07,0.00018225547414818521,5.130361526717309e-07,7.819928550922839e-06,4.946290022012079e-07,5.171493691502604e-06,1.2588552612324833e-05,2.530001641076751e-06,6.644590144766482e-07,4.102503803338209e-08,2.2521743296977093e-06,1.2073386135291742e-06,2.0898048185280516e-06,1.0449546428148437e-07,3.5781633531684065e-06,1.542121581543654e-07,8.262371453682249e-09,7.970682336377877e-09,6.363063698167082e-07,2.1287615226128764e-08,1.1872866392259596e-06,3.2338682842691924e-09,1.658583953734194e-06,2.403422305619074e-08,3.638353107682235e-07,5.5912533847291e-07,8.469101420160996e-09,2.8201558199825172e-08,1.2004711691382397e-07,2.497177415961005e-07,1.239522646745428e-07,2.350117516147776e-06,2.0859260980721217e-06,2.376611032417486e-07,3.345593406756109e-06,8.334412768817856e-07,8.877493584691365e-08,5.196370000959405e-09,2.384493650087194e-06,2.7773867872227243e-08,6.458033159351118e-07,6.379532411227018e-07,1.143528263192195e-07,5.777534444195709e-07,1.4174805071931473e-06,1.0440771029962548e-06
3N1P+1,N1,0.0,0.0,0.0,0.027233245940211592,0.0007934928267565589,0.014515357777784565,0.2694728746334567,0.03404148605363577,0.00159607825746777,0.005918073874765506,0.013162510106774494,0.015706066204074887,0.009098333076701604,0.0067453606823233425,0.025734113520913038,0.005713952565170377,0.16832592870292729,0.10271048012573036,0.01104816221118643,0.06515549910913876,0.18940453642367672,0.015262427009608448,0.1148570967805318,0.02399818939691789,0.030421044695512656,0.014826950116908488,0.05507323112418128,0.0014680084262923554,0.013086638001605921,0.02164650902163623,0.011198962696002068,0.007501507966425347,0.001884031972765765,4.9271526414429445e-08,8.014384318411061e-07,0.0004288236603371409,1.4269397125676875e-05,0.0003597199382947558,0.0003521407644466734,0.000399715059578476,0.00021433561727857153,8.168123986607156e-05,3.414081324315532e-07,0.0008099926231257548,0.0003565067546991152,0.0029844576981801207,0.00015932943342189532,0.00043234925136315105,0.0021108326937788746,0.001080521289412495,0.00021109441127586948,0.002530675591521092,2.8667001972237927e-07,1.1651009712565497e-06,1.1320645791901285e-05,0.00014926351373034663,1.0552246759942818e-05,1.1591529857746252e-05,1.2364140800968926e-05,7.418980484175108e-06,5.706320422405042e-06,1.8613926171973105e-05,4.5773254681691355e-05,2.407312425622976e-05,3.822468248104727e-05,4.8174629896369225e-06,6.705064234946434e-05,5.7460826210053995e-05,0.0006054483028494761,0.010413901296519867,0.01367731537815331,0.00829701686117712,0.00027906693895118906,0.0031446730697948233,0.007508144276378026,0.0005232660156835323,0.002743297663934552,0.0033588048022026307,0.0002005840492573796,0.004247345811504877,0.0004576959257645008,7.713697551681165e-05,4.032400364262223e-05,0.0012928628219071037,0.007033102733678742,0.003464051434853843,7.932991838099923e-06,2.2275356646783706e-05,0.0002990323263158956,0.000934150829249969,0.00042354787554144124,0.0005957236259312992,0.0009122980399440817,5.9973389213929806e-05,5.477303193890393e-06,0.000317388485121084,4.4107632705125965e-05,0.001117359763756376,0.0019312675362455067,0.0004904038056272597,0.0008223221461816088,0.0007334796303748448,8.282123556524468e-05,6.387947959485274e-05,1.4817070097983276e-05,0.00047371066061230316,0.0002168714033206065,0.0002975277812133914,0.00010586377004062619,0.00038784784529877214,0.00010566185208960022,0.0036147543715734365,5.557056800054028e-06,0.00021929693474653789,4.452804029053681e-06,0.0004763613361946639,1.647486067080095e-05,9.870049727744856e-06,4.335403554289741e-05,2.3151447687830284e-06,7.456149705209469e-06,7.965329616888006e-05,1.682865142793588e-07,3.090838794550521e-05,6.975058300562331e-05,2.247153366941035e-06,6.405319098323758e-05,0.0004581876036762189,3.829629136031798e-07,1.320341786570367e-06,7.994863847393674e-06,1.5981901682060595e-06,1.2902616931764754e-05,8.499289716468184e-09,1.258725526476212e-06,3.718121251328199e-06,9.756641296654323e-06,5.18120376158393e-07,7.323398170111517e-07,7.348151853658891e-07,5.029311482829257e-07,9.796132891093379e-06,2.2344046954891894e-05,4.68854441715294e-06,1.973744197414362e-06,8.70123975627024e-06,8.272237701500984e-07,2.5780261543761895e-05,6.329152594197751e-05,1.6557056329524755e-05,3.841720001673821e-06,8.773037962317431e-06,1.85231002594044e-05,2.5216927701521286e-07,4.834027582223399e-06,2.4692331064279927e-06,1.6787188390487984e-06,3.34265086721075e-07,1.6239906124315695e-06,2.725450144680508e-06,2.777846406676332e-06,2.61736723494721e-06,5.023894151356956e-06,2.2013403544463017e-08,4.2798770660823493e-07,9.069391231797397e-06,0.00019270970150930822,1.7677257639459043e-05,7.907375317062204e-05,2.2571185303021934e-06,6.8544176632379106e-06,6.419023161097215e-05,1.4926289869432452e-05,1.976824439031688e-06,2.447176238451476e-05,3.9133707763205905e-05,0.0001969985513874395,2.5583144064755814e-05,2.2759479821443662e-05,0.0002933768254833602,4.864968055384722e-05,0.0014361014345829481,0.0006451380844305632,0.00014217597030663498,6.472013821756661e-06,0.000305560633678148,0.00014266026023790346,6.525235250265382e-05,4.2166260179055115e-06,3.747960852784615e-08,6.591965021440771e-05,1.1491797271112603e-05,7.479772845542243e-08,9.409939582649685e-06,5.104013094925364e-05,1.754558572208964e-05,7.903830486988284e-06,3.02927888551352e-07,2.4667630430297294e-05,3.075556935350221e-06,4.4196833659526646e-07,3.761862621409762e-08,9.55959800874595e-07,1.2403073339051218e-05,2.4206953064265235e-07,1.413236337732826e-06,3.1881516915355235e-06,4.47936594483167e-08,3.287816876529348e-06,1.3305862118784262e-06,3.358640032757876e-09,3.813227226423521e-06,3.627680555950974e-08,5.847239634704238e-07,7.102569168360162e-07,8.530490402947066e-07,1.5229531460381196e-05,2.926852748164066e-06,2.3226406371534836e-06,2.0026482894230924e-07,1.758351050540341e-06,3.174888278945076e-07,8.954187531440283e-07,4.5493671274599023e-08,2.1567484242979162e-08,1.685792418548715e-06,9.344675269140623e-07,3.0817813323480436e-07,1.5271814550743557e-06,2.1971192198932954e-07,3.942065784912074e-09,2.152696183532754e-06,5.864862995252906e-08,1.1509617037219755e-08,5.356479704232697e-10,6.102030769561395e-08,4.5146293548015137e-07,1.511923530816972e-07,1.4599847109053599e-08,1.3467810289213844e-07,2.1174747732999322e-07,5.142322123674603e-09,1.3972503802861524e-06,5.127946005600847e-07,5.281839898785279e-08,7.664852348376883e-07,8.613372770582828e-08,2.900125934957032e-07,6.397788610001953e-07,3.9974280774401905e-07,1.224092840423907e-07,2.40306126997325e-07,3.9645729899007165e-07,6.407628068139104e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.00022124387229771614,0.014654487247188985,0.037826913395606176,0.13452727775427453,3.841027260076402e-05,0.003009854618632124,0.0036899250293738195,0.004837497384510447,0.009917422174053003,0.001272480141618848,0.010710738809400322,0.0035259014595316884,0.22875122472435505,0.1035510569942808,0.00010592599114822576,0.00103911754847541,0.007718766395071963,0.0015786235116861391,0.0020166299203712157,0.001711321495764473,0.014196673735562992,0.027461608099585977,0.0027310362150987366,0.010864748267796598,0.04547948050517525,0.003946978008564583,0.0007669868155091297,0.015147603773190133,0.011410080495334984,0.0016801232324614723,3.0327372881000514e-05,0.0012118943455674547,0.0008272729483738139,0.0010598296500110571,0.001752624376651024,5.9165635043267883e-05,1.6299949238351985e-05,0.000328109188862058,0.00024323160192096793,7.771516475463258e-06,2.3016167987055525e-05,0.0005622064545687255,7.93596549997222e-05,5.417223460657539e-05,0.0006815488199376496,0.00010585146771813214,0.0007409820898516273,0.0016200042469400877,1.8469766649431563e-07,7.975282554362195e-06,0.0003918409715431004,5.5956699056558534e-06,0.0011952305330265034,4.402736238029448e-05,6.589494327968737e-08,2.3151428982792766e-06,0.00025613819910175195,7.835336791273129e-05,0.0001771147456015587,3.207827709306166e-05,3.024463233147756e-05,1.8650550833276824e-05,0.0004029278013621962,0.00033817647743239476,0.000264818028205438,0.008721467144350736,0.00892692624967717,0.00410833981923675,3.8005997233803157e-06,0.003929168779581271,0.0005470843043622331,7.662700555943758e-05,0.0012983645009145839,1.2971469344646991e-05,0.00022193647613488743,0.00046264658957473337,0.00043934703211290227,0.00012333732389269159,2.5488505213111523e-06,0.00017024873815207897,0.0009585534605536239,0.0003265055365795355,0.0001632306123036109,4.9060461095429275e-05,1.214010422412315e-05,8.720432914177678e-05,0.00018076884007500738,0.0005103218765818429,0.0003258544684916487,4.140474052505283e-07,5.5727077891143395e-05,0.00020616783505800207,0.00011504702478903894,0.0027484606344696516,0.011324350958798135,9.84230362677252e-06,0.0013360490439904282,0.0017802780764939463,0.00020103926239078973,0.0006746667822374874,2.8316809869810555e-05,0.0005454133381170845,0.000602717934383934,0.000211401090806973,2.4222148566455104e-05,0.0006208736506527757,0.0003656707565915518,0.025409264350450655,5.627695672139055e-06,0.0003091252176803394,0.00020278739326906603,0.0006636103676829208,6.174810998826885e-05,3.359438949246396e-09,9.889067303747723e-05,2.3017835041549972e-05,4.381273233544647e-06,0.00042121821304363927,0.00015706159320427737,0.0002473486708556294,0.0001870483695480818,3.226737443240424e-06,0.00040873565230725717,0.0006134426001538351,2.247846213609961e-06,9.427363701552949e-05,4.3519273724257346e-05,5.936924384553066e-06,6.163671005809945e-05,8.210146568377041e-06,1.0704017072260541e-05,7.341131777272025e-05,1.7449941136504776e-06,4.097315439732796e-05,6.346782792876482e-06,3.795826495345267e-07,5.73840737372322e-07,5.8972695837766764e-08,2.5379122972069013e-06,2.602819659669464e-05,9.877075091146992e-07,3.366902223689294e-08,5.057035854072467e-06,5.86946206722061e-05,0.00011746289471759042,2.3296235597047854e-05,1.2209462973977736e-06,1.6537852212117343e-06,1.336572206822595e-05,2.092564392741636e-05,9.344335221150857e-07,0.00014408391822540167,1.9706191241031235e-06,5.2921080184731295e-08,1.676724520782713e-06,4.795351592057351e-05,2.199437717287367e-06,6.867704286150911e-06,7.782280858315005e-05,2.445385656635324e-06,8.688957220392979e-08,2.633087205561324e-05,0.0013245086027589004,0.000994156238526056,0.0005981453833276973,2.6022248778900803e-05,0.0009502929742906119,0.00017210023427649546,5.970698282320441e-05,2.454576635724237e-06,0.00017934750722004011,0.0001056043960894204,0.00028147574167936007,9.859270685641519e-06,7.312608415466215e-05,0.001262039578677765,7.399286917397774e-06,0.0036521197359768998,0.002146562959793652,0.0002776555582353346,0.00010104195570503904,0.0003271638957516032,0.00010923386924144296,0.0001945760311721223,8.249486741385148e-05,3.9342020397015176e-07,0.000289561769131641,0.00018136796267476107,9.13039718275499e-07,3.927519524404843e-05,3.336693639388599e-05,0.0002206781180684736,4.2156969696893754e-05,6.932972240747404e-07,4.4042277030253985e-05,7.748182602185238e-06,1.797411607284971e-05,7.668437249863658e-06,4.605967782511655e-06,0.00013194128691096374,9.117958593929387e-06,3.807033347902333e-05,1.2698501071550794e-05,2.744797011899891e-07,0.00015844106474460773,0.0005919565536682825,2.2900386054125477e-07,1.806456384789712e-05,2.611143063990795e-06,5.357457319554726e-06,1.0040242946818267e-05,3.9032092797874895e-06,7.052534542140165e-06,1.5017030831732114e-05,5.3486555198212216e-06,3.2769567503976305e-07,8.687169317234122e-07,9.348362398631238e-06,7.390558425246496e-07,9.206872675360245e-07,3.355867450594019e-08,8.42978842285902e-09,1.1166770956805294e-06,2.26677832060318e-09,3.516089772226394e-06,5.719893581002111e-08,2.4365952890903486e-06,6.822606731571312e-06,1.568488681158442e-06,1.679777494878465e-08,1.568441523325248e-07,4.41166499332013e-07,2.6359713878321145e-06,7.47563433378673e-09,1.0405657824286152e-07,1.7968671039980677e-06,3.521762458547073e-06,5.333853576594549e-07,4.745227841773669e-06,7.127529824124679e-07,1.70249451025839e-06,3.0756527795716693e-06,2.735770419537431e-06,1.4775012060486148e-06,1.042332823830705e-06,1.1144947338337374e-06,5.578553188279045e-07,3.4744486627769078e-06,3.320106854776128e-06,2.555997262732035e-06
